Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
"Lucien Agoume","frFRA","MF","Brest","frLigue 1","19","2002","27","21","1,868","20.8","0","0","0","0","0","0","6","0","1.2","1.1","0.7","1.7","16","116","28","0.00","0.00","0.00","0.00","0.00","0.06","0.03","0.09","0.05","0.08",
"Kevin Agudelo","coCOL","MF,FW","Spezia","itSerie A","22","1998","23","12","1,237","13.7","3","1","4","3","0","0","2","1","2.6","2.6","0.9","3.5","41","46","56","0.22","0.07","0.29","0.22","0.29","0.19","0.06","0.25","0.19","0.25",
"Nayef Aguerd","maMAR","DF","Rennes","frLigue 1","25","1996","31","31","2,735","30.4","2","2","4","2","0","0","3","1","2.1","2.1","0.3","2.4","11","101","1","0.07","0.07","0.13","0.07","0.13","0.07","0.01","0.08","0.07","0.08",
"Sergio Agüero","arARG","FW","Barcelona","esLa Liga","33","1988","4","2","151","1.7","1","0","1","1","0","0","0","0","1.0","1.0","0.1","1.1","4","3","13","0.60","0.00","0.60","0.60","0.60","0.61","0.07","0.68","0.61","0.68",
"Ruben Aguilar","frFRA","DF","Monaco","frLigue 1","28","1993","28","22","2,140","23.8","0","2","2","0","0","0","4","0","0.3","0.3","0.9","1.2","61","157","101","0.00","0.08","0.08","0.00","0.08","0.01","0.04","0.05","0.01","0.05",
"Álvaro Aguirre","esESP","FW","Rayo Vallecano","esLa Liga","21","2000","1","0","9","0.1","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Naouirou Ahamada","frFRA","MF,DF","Stuttgart","deBundesliga","19","2002","3","0","61","0.7","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","3","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Anel Ahmedhodžić","baBIH","DF","Bordeaux","frLigue 1","22","1999","15","15","1,350","15.0","0","1","1","0","0","0","6","0","0.4","0.4","0.9","1.3","18","63","12","0.00","0.07","0.07","0.00","0.07","0.03","0.06","0.09","0.03","0.09",
"Jean-Eudes Aholou","ciCIV","MF","Strasbourg","frLigue 1","27","1994","25","11","1,004","11.2","1","1","2","1","0","0","2","0","1.9","1.9","0.8","2.7","16","38","39","0.09","0.09","0.18","0.09","0.18","0.17","0.08","0.24","0.17","0.24",
"Joseph Aidoo","ghGHA","DF","Celta Vigo","esLa Liga","25","1995","32","30","2,637","29.3","0","0","0","0","0","0","1","0","0.3","0.3","0.3","0.6","25","110","3","0.00","0.00","0.00","0.00","0.00","0.01","0.01","0.02","0.01","0.02",
"Ola Aina","ngNGA","DF","Torino","itSerie A","24","1996","21","17","1,437","16.0","0","0","0","0","0","0","4","0","0.2","0.2","1.8","2.0","42","68","78","0.00","0.00","0.00","0.00","0.00","0.01","0.11","0.12","0.01","0.12",
"Rayan Aït-Nouri","dzALG","DF,MF","Wolves","engPremier League","20","2001","23","20","1,828","20.3","1","2","3","1","0","0","4","0","0.6","0.6","1.6","2.2","60","49","127","0.05","0.10","0.15","0.05","0.15","0.03","0.08","0.11","0.03","0.11",
"Kristoffer Ajer","noNOR","DF","Brentford","engPremier League","23","1998","24","23","1,995","22.2","1","3","4","1","0","0","5","0","0.8","0.8","1.7","2.5","30","82","29","0.05","0.14","0.18","0.05","0.18","0.04","0.08","0.11","0.04","0.11",
"Ludovic Ajorque","frFRA","FW","Strasbourg","frLigue 1","27","1994","36","31","2,738","30.4","12","8","20","9","3","3","5","1","10.6","8.3","7.0","15.3","21","69","217","0.39","0.26","0.66","0.30","0.56","0.35","0.23","0.58","0.27","0.50",
"Manuel Akanji","chSUI","DF","Dortmund","deBundesliga","26","1995","26","25","2,261","25.1","1","0","1","1","0","0","3","0","1.9","1.9","0.1","2.0","18","115","8","0.04","0.00","0.04","0.04","0.04","0.08","0.00","0.08","0.08","0.08",
"Carlos Akapo","gqEQG","DF","Cádiz","esLa Liga","28","1993","25","21","1,844","20.5","0","0","0","0","0","0","4","0","0.5","0.5","0.3","0.8","35","51","52","0.00","0.00","0.00","0.00","0.00","0.02","0.02","0.04","0.02","0.04",
"Marley Aké","frFRA","FW,MF","Juventus","itSerie A","20","2001","4","0","77","0.9","0","0","0","0","0","0","1","0","0.0","0.0","0.0","0.0","3","1","4","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Nathan Aké","nlNED","DF","Manchester City","engPremier League","26","1995","14","10","923","10.3","2","0","2","2","0","0","0","0","0.7","0.7","0.6","1.2","12","57","8","0.20","0.00","0.20","0.20","0.20","0.07","0.06","0.12","0.07","0.12",
"Ilias Akhomach","maMAR","FW","Barcelona","esLa Liga","17","2004","2","2","124","1.4","0","0","0","0","0","0","0","0","0.1","0.1","0.6","0.7","7","11","13","0.00","0.00","0.00","0.00","0.00","0.11","0.43","0.54","0.11","0.54",
"Maghnes Akliouche","frFRA","MF,FW","Monaco","frLigue 1","19","2002","7","0","54","0.6","0","0","0","0","0","0","1","0","0.1","0.1","0.0","0.2","2","5","7","0.00","0.00","0.00","0.00","0.00","0.24","0.06","0.30","0.24","0.30",
"Paul Akouokou","ciCIV","MF","Betis","esLa Liga","23","1997","8","6","516","5.7","0","0","0","0","0","0","2","1","0.0","0.0","0.1","0.1","3","30","5","0.00","0.00","0.00","0.00","0.00","0.01","0.02","0.03","0.01","0.03",
"Jean-Daniel Akpa-Akpro","ciCIV","MF","Lazio","itSerie A","28","1992","10","4","315","3.5","0","0","0","0","0","0","1","0","0.1","0.1","0.0","0.2","5","3","8","0.00","0.00","0.00","0.00","0.00","0.04","0.01","0.05","0.04","0.05",
"Kevin Akpoguma","ngNGA","DF,FW","Hoffenheim","deBundesliga","26","1995","26","19","1,527","17.0","2","2","4","2","0","0","5","0","1.2","1.2","2.6","3.8","36","87","40","0.12","0.12","0.24","0.12","0.24","0.07","0.15","0.22","0.07","0.22",
"David Alaba","atAUT","DF","Real Madrid","esLa Liga","29","1992","30","30","2,642","29.4","2","3","5","2","0","0","2","0","1.6","1.6","2.2","3.8","40","154","76","0.07","0.10","0.17","0.07","0.17","0.06","0.07","0.13","0.06","0.13",
"Sofiane Alakouch","maMAR","DF,MF","Metz","frLigue 1","23","1998","4","0","158","1.8","0","0","0","0","0","0","1","0","0.0","0.0","0.0","0.0","3","5","10","0.00","0.00","0.00","0.00","0.00","0.01","0.01","0.02","0.01","0.02",
"Tomás Alarcón","clCHI","MF","Cádiz","esLa Liga","22","1999","23","16","1,425","15.8","0","1","1","0","0","0","5","0","1.1","1.1","1.1","2.2","6","55","13","0.00","0.06","0.06","0.00","0.06","0.07","0.07","0.14","0.07","0.14",
"Lucas Alario","arARG","FW","Leverkusen","deBundesliga","28","1992","27","5","655","7.3","6","0","6","6","0","1","2","0","6.0","5.2","1.0","6.2","6","10","44","0.82","0.00","0.82","0.82","0.82","0.82","0.14","0.96","0.71","0.85",
"Jordi Alba","esESP","DF","Barcelona","esLa Liga","32","1989","30","30","2,644","29.4","2","10","12","2","0","0","11","0","1.5","1.5","7.1","8.7","47","291","213","0.07","0.34","0.41","0.07","0.41","0.05","0.24","0.29","0.05","0.29",
"Josué Albert","gfGUF","DF","Clermont Foot","frLigue 1","29","1992","2","0","22","0.2","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","2","0.00","0.00","0.00","0.00","0.00","0.13","0.00","0.13","0.13","0.13",
"Luis Alberto","esESP","MF","Lazio","itSerie A","28","1992","34","27","2,353","26.1","5","9","14","5","0","0","5","0","3.3","3.3","7.8","11.1","84","223","89","0.19","0.34","0.54","0.19","0.54","0.12","0.30","0.42","0.12","0.42",
"Raúl Albiol","esESP","DF","Villarreal","esLa Liga","35","1985","28","28","2,465","27.4","0","0","0","0","0","0","8","0","0.4","0.4","0.1","0.5","11","90","0","0.00","0.00","0.00","0.00","0.00","0.01","0.00","0.02","0.01","0.02",
"Marc Albrighton","engENG","FW,DF","Leicester City","engPremier League","31","1989","17","11","1,132","12.6","1","2","3","1","0","0","3","0","0.5","0.5","2.0","2.5","21","26","56","0.08","0.16","0.24","0.08","0.24","0.04","0.16","0.20","0.04","0.20",
"Paco Alcácer","esESP","FW","Villarreal","esLa Liga","27","1993","18","10","787","8.7","1","3","4","1","0","0","1","0","3.9","3.9","1.6","5.5","4","10","45","0.11","0.34","0.46","0.11","0.46","0.45","0.19","0.63","0.45","0.63",
"Thiago Alcántara","esESP","MF","Liverpool","engPremier League","30","1991","25","17","1,534","17.0","1","4","5","1","0","0","2","0","1.9","1.9","2.3","4.2","24","214","45","0.06","0.23","0.29","0.06","0.29","0.11","0.14","0.25","0.11","0.25",
"Rubén Alcaraz","esESP","MF","Cádiz","esLa Liga","30","1991","14","12","1,105","12.3","2","0","2","2","0","0","7","0","1.3","1.3","0.9","2.3","26","87","21","0.16","0.00","0.16","0.16","0.16","0.11","0.08","0.18","0.11","0.18",
"Omar Alderete","pyPAR","DF","Valencia","esLa Liga","24","1996","29","28","2,403","26.7","2","0","2","2","0","0","15","0","0.8","0.8","0.1","1.0","17","89","3","0.07","0.00","0.07","0.07","0.07","0.03","0.01","0.04","0.03","0.04",
"Iván Alejo","esESP","MF,FW","Cádiz","esLa Liga","26","1995","20","11","1,065","11.8","2","2","4","2","0","0","7","0","1.4","1.4","1.8","3.2","63","25","88","0.17","0.17","0.34","0.17","0.34","0.12","0.15","0.27","0.12","0.27",
"Doğan Alemdar","trTUR","GK","Rennes","frLigue 1","18","2002","12","12","1,080","12.0","0","0","0","0","0","0","1","0","0.0","0.0","0.0","0.0","0","1","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Carles Aleñá","esESP","MF","Getafe","esLa Liga","23","1998","33","30","2,320","25.8","1","2","3","1","0","0","6","1","1.8","1.8","1.3","3.1","33","81","65","0.04","0.08","0.12","0.04","0.12","0.07","0.05","0.12","0.07","0.12",
"Trent Alexander-Arnold","engENG","DF","Liverpool","engPremier League","22","1998","32","32","2,853","31.7","2","12","14","2","0","0","2","0","2.4","2.4","12.0","14.4","53","267","201","0.06","0.38","0.44","0.06","0.44","0.07","0.38","0.46","0.07","0.46",
"Mohamed Ali Cho","frFRA","FW","Angers","frLigue 1","17","2004","32","21","1,837","20.4","4","1","5","4","0","0","6","2","6.4","6.4","2.7","9.1","60","22","150","0.20","0.05","0.24","0.20","0.24","0.31","0.13","0.44","0.31","0.44",
"Alisson","brBRA","GK","Liverpool","engPremier League","28","1992","36","36","3,240","36.0","0","1","1","0","0","0","0","0","0.0","0.0","0.2","0.2","0","1","0","0.00","0.03","0.03","0.00","0.03","0.00","0.01","0.01","0.00","0.01",
"Allan","brBRA","MF","Everton","engPremier League","30","1991","28","25","2,183","24.3","0","2","2","0","0","0","7","1","0.2","0.2","0.8","1.1","26","130","18","0.00","0.08","0.08","0.00","0.08","0.01","0.03","0.04","0.01","0.04",
"Jim Allevinah","gaGAB","FW","Clermont Foot","frLigue 1","26","1995","30","13","1,488","16.5","1","2","3","1","0","0","1","0","2.8","2.8","1.9","4.7","77","56","118","0.06","0.12","0.18","0.06","0.18","0.17","0.12","0.29","0.17","0.29",
"Dele Alli","engENG","MF","Tottenham","engPremier League","25","1996","10","8","657","7.3","1","0","1","0","1","1","1","0","1.6","0.8","0.3","1.1","8","18","22","0.14","0.00","0.14","0.00","0.00","0.22","0.04","0.26","0.11","0.15",
"Dele Alli","engENG","MF,FW","Everton","engPremier League","25","1996","11","1","338","3.8","0","0","0","0","0","0","3","0","0.1","0.1","0.4","0.5","7","13","21","0.00","0.00","0.00","0.00","0.00","0.03","0.09","0.12","0.03","0.12",
"Miguel Almirón","pyPAR","MF,FW","Newcastle Utd","engPremier League","27","1994","30","19","1,716","19.1","1","0","1","1","0","0","2","0","1.7","1.7","0.9","2.6","44","46","85","0.05","0.00","0.05","0.05","0.05","0.09","0.05","0.14","0.09","0.14",
"Marcos Alonso","esESP","DF","Chelsea","engPremier League","30","1990","28","25","2,167","24.1","4","4","8","4","0","0","8","0","2.8","2.8","4.5","7.3","51","93","192","0.17","0.17","0.33","0.17","0.33","0.12","0.19","0.30","0.12","0.30",
"Giorgio Altare","itITA","DF","Cagliari","itSerie A","22","1998","19","17","1,466","16.3","1","0","1","1","0","0","5","0","1.0","1.0","0.6","1.6","13","71","10","0.06","0.00","0.06","0.06","0.06","0.06","0.04","0.10","0.06","0.10",
"Hugo Álvarez","esESP","FW","Celta Vigo","esLa Liga","18","2003","1","0","11","0.1","0","0","0","0","0","0","0","0","0.2","0.2","0.0","0.2","0","0","0","0.00","0.00","0.00","0.00","0.00","1.39","0.00","1.39","1.39","1.39",
"Yeray Álvarez","esESP","DF","Athletic Club","esLa Liga","26","1995","22","21","1,860","20.7","0","0","0","0","0","0","6","0","0.5","0.5","0.1","0.6","16","64","4","0.00","0.00","0.00","0.00","0.00","0.02","0.01","0.03","0.02","0.03",
"Dani Alves","brBRA","DF","Barcelona","esLa Liga","38","1983","14","13","1,098","12.2","1","3","4","1","0","0","2","1","0.3","0.3","2.3","2.5","33","72","25","0.08","0.25","0.33","0.08","0.33","0.02","0.19","0.21","0.02","0.21",
"Steven Alzate","coCOL","MF","Brighton","engPremier League","22","1998","9","5","404","4.5","0","0","0","0","0","0","0","0","0.1","0.1","0.2","0.2","3","21","6","0.00","0.00","0.00","0.00","0.00","0.02","0.03","0.05","0.02","0.05",
"Ibrahim Amadou","frFRA","DF,MF","Metz","frLigue 1","28","1993","10","10","812","9.0","1","0","1","1","0","0","4","0","0.4","0.4","0.1","0.5","6","21","1","0.11","0.00","0.11","0.11","0.11","0.04","0.01","0.05","0.04","0.05",
"Emmanuel Amankwaa Akurugu","ghGHA","DF","Getafe","esLa Liga","19","2001","3","1","79","0.9","0","1","1","0","0","0","0","0","0.0","0.0","0.1","0.1","5","4","6","0.00","1.14","1.14","0.00","1.14","0.03","0.10","0.13","0.03","0.13",
"Daniel Amartey","ghGHA","DF","Leicester City","engPremier League","26","1994","28","23","2,123","23.6","0","0","0","0","0","0","4","0","0.0","0.0","0.2","0.2","14","62","0","0.00","0.00","0.00","0.00","0.00","0.00","0.01","0.01","0.00","0.01",
"Amath","snSEN","FW,MF","Mallorca","esLa Liga","25","1996","19","9","884","9.8","0","1","1","0","0","0","5","0","1.4","1.4","0.9","2.3","18","19","58","0.00","0.10","0.10","0.00","0.10","0.14","0.10","0.23","0.14","0.23",
"Jordan Amavi","frFRA","DF","Nice","frLigue 1","27","1994","8","4","413","4.6","0","0","0","0","0","0","1","0","0.0","0.0","0.1","0.1","13","28","21","0.00","0.00","0.00","0.00","0.00","0.00","0.02","0.02","0.00","0.02",
"Jordan Amavi","frFRA","DF,FW","Marseille","frLigue 1","27","1994","2","2","128","1.4","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","3","9","6","0.00","0.00","0.00","0.00","0.00","0.00","0.03","0.03","0.00","0.03",
"Wisdom Amey","itITA","DF","Bologna","itSerie A","15","2005","1","1","71","0.8","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","1","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Kelvin Amian","frFRA","DF","Spezia","itSerie A","23","1998","32","31","2,646","29.4","1","1","2","1","0","0","9","2","2.6","2.6","1.3","3.9","38","64","50","0.03","0.03","0.07","0.03","0.07","0.09","0.04","0.13","0.09","0.13",
"Nadiem Amiri","deGER","MF,FW","Genoa","itSerie A","24","1996","13","9","683","7.6","0","1","1","0","0","0","0","0","0.9","0.9","2.1","3.0","17","33","34","0.00","0.13","0.13","0.00","0.13","0.12","0.28","0.40","0.12","0.40",
"Nadiem Amiri","deGER","MF,FW","Leverkusen","deBundesliga","24","1996","13","3","369","4.1","1","0","1","1","0","0","0","0","0.5","0.5","0.3","0.8","17","21","29","0.24","0.00","0.24","0.24","0.24","0.11","0.08","0.19","0.11","0.19",
"Ethan Ampadu","wlsWAL","MF,DF","Venezia","itSerie A","20","2000","29","26","2,282","25.4","0","3","3","0","0","0","13","2","0.3","0.3","1.6","1.9","26","112","23","0.00","0.12","0.12","0.00","0.12","0.01","0.06","0.08","0.01","0.08",
"Sofyan Amrabat","maMAR","MF","Fiorentina","itSerie A","24","1996","23","8","944","10.5","1","0","1","1","0","0","6","0","0.1","0.1","0.2","0.4","13","63","3","0.10","0.00","0.10","0.10","0.10","0.01","0.02","0.04","0.01","0.04",
"Joachim Andersen","dkDEN","DF","Crystal Palace","engPremier League","25","1996","34","32","2,916","32.4","0","3","3","0","0","0","4","0","0.7","0.7","1.7","2.4","14","100","4","0.00","0.09","0.09","0.00","0.09","0.02","0.05","0.07","0.02","0.07",
"Felipe Anderson","brBRA","FW","Lazio","itSerie A","28","1993","38","33","2,888","32.1","6","8","14","6","0","0","2","0","6.2","6.2","6.5","12.7","142","123","264","0.19","0.25","0.44","0.19","0.44","0.19","0.20","0.40","0.19","0.40",
"Sebastian Andersson","seSWE","FW","Köln","deBundesliga","30","1991","26","13","1,257","14.0","3","1","4","3","0","0","3","0","4.5","4.5","1.0","5.5","10","14","86","0.21","0.07","0.29","0.21","0.29","0.32","0.07","0.39","0.32","0.39",
"Florin Andone","roROU","FW","Cádiz","esLa Liga","28","1993","5","1","176","2.0","0","0","0","0","0","0","1","0","0.2","0.2","0.1","0.3","0","2","11","0.00","0.00","0.00","0.00","0.00","0.12","0.05","0.16","0.12","0.16",
"Andrés Andrade Cedeño","paPAN","DF","Arminia","deBundesliga","22","1998","17","12","1,046","11.6","0","0","0","0","0","0","4","0","0.3","0.3","0.1","0.4","18","44","15","0.00","0.00","0.00","0.00","0.00","0.02","0.01","0.04","0.02","0.04",
"Benjamin André","frFRA","MF","Lille","frLigue 1","30","1990","33","33","2,752","30.6","2","1","3","2","0","0","12","1","1.4","1.4","1.3","2.7","38","178","59","0.07","0.03","0.10","0.07","0.10","0.05","0.04","0.09","0.05","0.09",
"Fredrik André Bjørkan","noNOR","DF","Hertha BSC","deBundesliga","22","1998","9","2","353","3.9","0","0","0","0","0","0","1","0","0.0","0.0","0.0","0.0","11","18","10","0.00","0.00","0.00","0.00","0.00","0.00","0.01","0.01","0.00","0.01",
"Marcos André","brBRA","FW,MF","Valencia","esLa Liga","24","1996","29","8","973","10.8","1","3","4","1","0","0","3","0","3.0","3.0","2.6","5.6","19","20","62","0.09","0.28","0.37","0.09","0.37","0.28","0.24","0.52","0.28","0.52",
"Robert Andrich","deGER","MF","Leverkusen","deBundesliga","26","1994","26","21","1,817","20.2","4","2","6","4","0","0","5","1","3.2","2.8","1.5","4.3","19","100","27","0.20","0.10","0.30","0.20","0.30","0.16","0.08","0.23","0.14","0.21",
"José Ángel","esESP","DF","Osasuna","esLa Liga","31","1989","23","12","1,083","12.0","1","1","2","1","0","0","2","1","0.2","0.2","1.5","1.7","22","98","35","0.08","0.08","0.17","0.08","0.17","0.02","0.13","0.14","0.02","0.14",
"Angeliño","esESP","DF","RB Leipzig","deBundesliga","24","1997","29","26","2,298","25.5","2","5","7","2","0","0","3","0","1.2","1.2","5.2","6.4","35","73","177","0.08","0.20","0.27","0.08","0.27","0.05","0.20","0.25","0.05","0.25",
"Ebenezer Annan","ghGHA","DF","Bologna","itSerie A","18","2002","1","0","25","0.3","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","2","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Cristian Ansaldi","arARG","DF","Torino","itSerie A","34","1986","19","5","691","7.7","0","3","3","0","0","0","2","0","0.3","0.3","2.1","2.4","24","41","40","0.00","0.39","0.39","0.00","0.39","0.04","0.28","0.32","0.04","0.32",
"Janis Antiste","frFRA","FW","Spezia","itSerie A","18","2002","18","9","796","8.8","1","0","1","1","0","0","0","0","1.4","1.4","0.2","1.6","10","7","60","0.11","0.00","0.11","0.11","0.11","0.16","0.02","0.18","0.16","0.18",
"Waldemar Anton","deGER","DF","Stuttgart","deBundesliga","25","1996","29","29","2,595","28.8","2","1","3","2","0","0","6","1","2.1","2.1","1.4","3.5","26","108","12","0.07","0.03","0.10","0.07","0.10","0.07","0.05","0.12","0.07","0.12",
"Josep Antoni Gayá","esESP","DF","Mallorca","esLa Liga","21","2000","1","1","58","0.6","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","1","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Michail Antonio","jmJAM","FW","West Ham","engPremier League","31","1990","36","34","2,971","33.0","10","8","18","10","0","1","8","1","10.8","10.2","6.0","16.2","77","46","246","0.30","0.24","0.55","0.30","0.55","0.33","0.18","0.51","0.31","0.49",
"Christopher Antwi-Adjei","ghGHA","FW,MF","Bochum","deBundesliga","27","1994","25","12","1,130","12.6","1","1","2","1","0","0","2","0","2.0","2.0","1.0","3.1","35","22","85","0.08","0.08","0.16","0.08","0.16","0.18","0.09","0.26","0.18","0.26",
"Houssem Aouar","dzALG","MF,FW","Lyon","frLigue 1","23","1998","36","29","2,504","27.8","6","4","10","6","0","0","1","0","6.3","6.3","4.5","10.8","88","165","169","0.22","0.14","0.36","0.22","0.36","0.22","0.16","0.39","0.22","0.39",
