Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches"Ismael Aaneba","frFRA","DF","Strasbourg","frLigue 1","19","1999","3","3","204","2.3","0","0","0","0","0","0","3","0","0.0","0.0","0.4","0.4","3","8","8","0.00","0.00","0.00","0.00","0.00","0.00","0.17","0.17","0.00","0.17",
"Lukas Lerager","dkDEN","MF","Bordeaux","frLigue 1","25","1993","18","15","1,298","14.4","0","1","1","0","0","0","4","0","0.5","0.5","0.5","0.9","18","74","22","0.00","0.07","0.07","0.00","0.07","0.03","0.03","0.06","0.03","0.06",
"Mehdi Léris","dzALG","MF,DF","Chievo","itSerie A","20","1998","23","18","1,607","17.9","0","2","2","0","0","0","5","0","1.7","1.7","0.9","2.6","32","66","84","0.00","0.11","0.11","0.00","0.11","0.10","0.05","0.15","0.10","0.15",
"Jefferson Lerma","coCOL","MF","Bournemouth","engPremier League","23","1994","30","29","2,506","27.8","2","0","2","2","0","0","12","0","1.3","1.3","1.1","2.3","17","133","17","0.07","0.00","0.07","0.07","0.07","0.05","0.04","0.08","0.05","0.08",
"Robert Lewandowski","plPOL","FW","Bayern Munich","deBundesliga","29","1988","33","33","2,957","32.9","22","7","29","19","3","4","2","0","30.7","27.5","8.9","36.4","79","92","241","0.67","0.21","0.88","0.58","0.79","0.93","0.27","1.21","0.84","1.11",
"Igor Lewczuk","plPOL","DF","Bordeaux","frLigue 1","33","1985","6","3","449","5.0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","4","9","2","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Aaron Leya Iseka","beBEL","FW","Toulouse","frLigue 1","20","1997","28","15","1,444","16.0","4","0","4","4","0","0","2","1","3.9","3.9","0.5","4.4","15","20","95","0.25","0.00","0.25","0.25","0.25","0.24","0.03","0.27","0.24","0.27",
"Stephan Lichtsteiner","chSUI","DF","Arsenal","engPremier League","34","1984","14","10","938","10.4","0","0","0","0","0","0","3","0","0.0","0.0","0.1","0.1","24","32","48","0.00","0.00","0.00","0.00","0.00","0.00","0.01","0.01","0.00","0.01",
"Dimitri Liénard","frFRA","MF,DF","Strasbourg","frLigue 1","30","1988","22","15","1,291","14.3","0","2","2","0","0","0","1","0","1.0","1.0","0.9","1.9","35","58","68","0.00","0.14","0.14","0.00","0.14","0.07","0.06","0.13","0.07","0.13",
"Philipp Lienhart","atAUT","DF","Freiburg","deBundesliga","22","1996","14","7","614","6.8","0","0","0","0","0","0","0","0","0.5","0.5","0.1","0.6","7","25","1","0.00","0.00","0.00","0.00","0.00","0.07","0.02","0.08","0.07","0.08",
"Lucas Lima","brBRA","DF,FW","Nantes","frLigue 1","26","1991","31","28","2,496","27.7","0","4","4","0","0","0","6","0","1.0","1.0","5.0","5.9","83","154","177","0.00","0.14","0.14","0.00","0.14","0.03","0.18","0.21","0.03","0.21",
"Anthony Limbombe","beBEL","FW","Nantes","frLigue 1","24","1994","29","12","1,237","13.7","1","1","2","1","0","0","2","0","2.5","2.5","3.3","5.8","53","32","125","0.07","0.07","0.15","0.07","0.15","0.18","0.24","0.42","0.18","0.42",
"Victor Lindelöf","seSWE","DF","Manchester Utd","engPremier League","24","1994","30","29","2,601","28.9","1","1","2","1","0","0","1","0","0.7","0.7","1.2","1.9","14","83","2","0.03","0.03","0.07","0.03","0.07","0.02","0.04","0.06","0.02","0.06",
"Karol Linetty","plPOL","MF","Sampdoria","itSerie A","23","1995","32","30","2,507","27.9","3","3","6","3","0","0","11","0","2.1","2.1","2.8","4.9","76","118","113","0.11","0.11","0.22","0.11","0.22","0.07","0.10","0.17","0.07","0.17",
"Jesse Lingard","engENG","FW,MF","Manchester Utd","engPremier League","25","1992","27","19","1,663","18.5","4","2","6","3","1","1","3","0","4.7","3.9","2.7","6.6","41","55","109","0.22","0.11","0.32","0.16","0.27","0.25","0.15","0.40","0.21","0.36",
"Pol Lirola","esESP","DF,MF","Sassuolo","itSerie A","20","1997","35","32","2,975","33.1","2","6","8","2","0","0","2","0","1.6","1.6","6.3","7.8","120","129","202","0.06","0.18","0.24","0.06","0.24","0.05","0.19","0.24","0.05","0.24",
"Adem Ljajić","rsSRB","MF","Torino","itSerie A","26","1991","1","0","30","0.3","0","0","0","0","0","0","0","0","0.1","0.1","0.0","0.1","2","2","5","0.00","0.00","0.00","0.00","0.00","0.23","0.00","0.23","0.23","0.23",
"Diego Llorente","esESP","DF","Real Sociedad","esLa Liga","24","1993","21","20","1,752","19.5","0","0","0","0","0","0","5","0","0.5","0.5","0.1","0.6","21","58","7","0.00","0.00","0.00","0.00","0.00","0.03","0.00","0.03","0.03","0.03",
"Fernando Llorente","esESP","FW","Tottenham","engPremier League","33","1985","20","6","694","7.7","1","4","5","1","0","0","2","0","3.4","3.4","1.6","5.0","3","10","72","0.13","0.52","0.65","0.13","0.65","0.44","0.21","0.64","0.44","0.64",
"Marcos Llorente","esESP","MF","Real Madrid","esLa Liga","23","1995","7","6","540","6.0","0","0","0","0","0","0","1","0","0.1","0.1","0.2","0.3","10","18","6","0.00","0.00","0.00","0.00","0.00","0.01","0.03","0.04","0.01","0.04",
"Hugo Lloris","frFRA","GK","Tottenham","engPremier League","31","1986","33","33","2,970","33.0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Giovani Lo Celso","arARG","MF,FW","Betis","esLa Liga","22","1996","32","27","2,397","26.6","9","4","13","7","2","4","5","0","8.2","5.0","4.0","9.0","127","175","125","0.34","0.15","0.49","0.26","0.41","0.31","0.15","0.46","0.19","0.34",
"Giovani Lo Celso","arARG","MF","Paris S-G","frLigue 1","22","1996","1","0","11","0.1","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","1","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Stanislav Lobotka","skSVK","MF","Celta Vigo","esLa Liga","23","1994","31","27","2,489","27.7","0","1","1","0","0","0","1","0","0.9","0.9","0.9","1.8","46","118","34","0.00","0.04","0.04","0.00","0.04","0.03","0.03","0.06","0.03","0.06",
"Jürgen Locadia","cwCUW","FW,MF","Brighton","engPremier League","24","1993","26","12","1,236","13.7","2","0","2","2","0","0","1","0","2.7","2.7","1.0","3.7","17","15","104","0.15","0.00","0.15","0.15","0.15","0.20","0.07","0.27","0.20","0.27",
"Manuel Locatelli","itITA","MF","Sassuolo","itSerie A","20","1998","29","21","1,847","20.5","2","4","6","2","0","0","7","0","2.5","2.5","3.5","6.0","36","130","80","0.10","0.19","0.29","0.10","0.29","0.12","0.17","0.29","0.12","0.29",
"Ruben Loftus-Cheek","engENG","MF,FW","Chelsea","engPremier League","22","1996","24","6","998","11.1","6","2","8","6","0","0","0","0","2.8","2.8","0.8","3.7","52","61","75","0.54","0.18","0.72","0.54","0.72","0.26","0.07","0.33","0.26","0.33",
"Enzo Loiodice","frFRA","MF","Dijon","frLigue 1","17","2000","12","10","850","9.4","0","1","1","0","0","0","4","1","0.2","0.2","0.2","0.4","9","40","5","0.00","0.11","0.11","0.00","0.11","0.02","0.03","0.04","0.02","0.04",
"Kevin Long","ieIRL","DF","Burnley","engPremier League","27","1990","6","5","514","5.7","0","1","1","0","0","0","0","0","0.1","0.1","0.5","0.5","1","10","0","0.00","0.18","0.18","0.00","0.18","0.01","0.08","0.09","0.01","0.09",
"Shane Long","ieIRL","FW,MF","Southampton","engPremier League","31","1987","26","12","1,272","14.1","5","1","6","5","0","0","3","0","4.6","4.6","1.6","6.2","13","18","98","0.35","0.07","0.42","0.35","0.42","0.33","0.11","0.44","0.33","0.44",
"Samuele Longo","itITA","FW","Huesca","esLa Liga","26","1992","15","6","556","6.2","1","2","3","1","0","0","4","0","1.8","1.8","1.7","3.5","4","7","25","0.16","0.32","0.49","0.16","0.49","0.29","0.27","0.56","0.29","0.56",
"Sean Longstaff","engENG","MF","Newcastle Utd","engPremier League","20","1997","9","8","687","7.6","1","0","1","1","0","0","2","0","0.7","0.7","0.5","1.2","2","28","6","0.13","0.00","0.13","0.13","0.13","0.09","0.07","0.16","0.09","0.16",
"Ademola Lookman","ngNGA","FW,MF","Everton","engPremier League","20","1997","21","3","618","6.9","0","2","2","0","0","0","0","0","1.4","1.4","1.4","2.8","34","24","52","0.00","0.29","0.29","0.00","0.29","0.20","0.21","0.41","0.20","0.41",
"Anthony Lopes","ptPOR","GK","Lyon","frLigue 1","27","1990","34","34","3,060","34.0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","1","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Rony Lopes","ptPOR","FW,MF","Monaco","frLigue 1","22","1995","24","22","1,849","20.5","2","2","4","2","0","0","1","0","4.0","4.0","4.7","8.6","74","66","168","0.10","0.10","0.19","0.10","0.19","0.19","0.23","0.42","0.19","0.42",
"Álex López","esESP","MF","Espanyol","esLa Liga","21","1997","4","1","112","1.2","0","0","0","0","0","0","1","0","0.0","0.0","0.0","0.0","2","9","3","0.00","0.00","0.00","0.00","0.00","0.02","0.00","0.02","0.02","0.02",
"Cristian López","esESP","FW","Angers","frLigue 1","29","1989","19","2","372","4.1","2","0","2","2","0","1","2","0","2.1","1.3","0.6","1.9","2","6","24","0.48","0.00","0.48","0.48","0.48","0.51","0.15","0.66","0.32","0.47",
"David López","esESP","DF","Espanyol","esLa Liga","28","1989","21","21","1,819","20.2","0","0","0","0","0","0","4","0","1.0","1.0","0.3","1.3","23","81","9","0.00","0.00","0.00","0.00","0.00","0.05","0.02","0.06","0.05","0.06",
"Diego López","esESP","GK","Espanyol","esLa Liga","36","1981","38","38","3,420","38.0","0","0","0","0","0","0","2","0","0.0","0.0","0.0","0.0","0","1","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Javi López","esESP","DF","Espanyol","esLa Liga","32","1986","23","21","1,948","21.6","0","1","1","0","0","0","5","1","0.7","0.7","0.9","1.7","43","86","79","0.00","0.05","0.05","0.00","0.05","0.03","0.04","0.08","0.03","0.08",
"Lluis López","esESP","DF","Espanyol","esLa Liga","21","1997","6","5","521","5.8","0","0","0","0","0","0","0","0","0.2","0.2","0.0","0.2","3","18","0","0.00","0.00","0.00","0.00","0.00","0.04","0.00","0.04","0.04","0.04",
"Maxime Lopez","frFRA","MF","Marseille","frLigue 1","20","1997","32","25","2,180","24.2","1","3","4","1","0","0","4","0","0.5","0.5","3.3","3.8","61","268","44","0.04","0.12","0.17","0.04","0.17","0.02","0.14","0.15","0.02","0.15",
"Pedro López Muñoz","esESP","DF","Levante","esLa Liga","34","1983","8","4","465","5.2","0","1","1","0","0","0","1","0","0.1","0.1","0.5","0.6","15","22","19","0.00","0.19","0.19","0.00","0.19","0.02","0.10","0.11","0.02","0.11",
"Pau López","esESP","GK","Betis","esLa Liga","23","1994","33","33","2,970","33.0","0","0","0","0","0","0","3","0","0.0","0.0","0.0","0.0","0","1","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Roberto López","esESP","MF","Real Sociedad","esLa Liga","18","2000","1","0","29","0.3","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Unai López","esESP","MF","Athletic Club","esLa Liga","22","1995","7","3","328","3.6","0","0","0","0","0","0","1","0","0.2","0.2","0.4","0.6","13","31","14","0.00","0.00","0.00","0.00","0.00","0.06","0.11","0.17","0.06","0.17",
"Jonas Lössl","dkDEN","GK","Huddersfield","engPremier League","29","1989","31","30","2,778","30.9","0","1","1","0","0","0","1","0","0.0","0.0","0.5","0.5","0","0","0","0.00","0.03","0.03","0.00","0.03","0.00","0.02","0.02","0.00","0.02",
"Albert Lottin","frFRA","MF,FW","Bordeaux","frLigue 1","16","2001","2","0","22","0.2","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","3","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Imran Louza","maMAR","MF","Nantes","frLigue 1","19","1999","1","1","88","1.0","0","0","0","0","0","0","1","0","0.0","0.0","0.0","0.0","3","4","0","0.00","0.00","0.00","0.00","0.00","0.03","0.00","0.03","0.03","0.03",
"Davor Lovren","hrCRO","MF","Düsseldorf","deBundesliga","19","1998","2","0","46","0.5","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","2","8","0.00","0.00","0.00","0.00","0.00","0.06","0.00","0.06","0.06","0.06",
"Dejan Lovren","hrCRO","DF","Liverpool","engPremier League","29","1989","13","11","986","11.0","1","0","1","1","0","0","1","0","0.7","0.7","0.1","0.8","2","27","2","0.09","0.00","0.09","0.09","0.09","0.06","0.01","0.07","0.06","0.07",
"Chris Löwe","deGER","DF,MF","Huddersfield","engPremier League","29","1989","29","23","2,057","22.9","0","2","2","0","0","0","2","0","0.6","0.6","1.7","2.4","46","64","86","0.00","0.09","0.09","0.00","0.09","0.03","0.08","0.10","0.03","0.10",
"Eduard Löwen","deGER","MF,FW","Nürnberg","deBundesliga","21","1997","22","17","1,623","18.0","3","2","5","3","0","0","3","0","3.1","3.1","1.9","5.0","46","98","59","0.17","0.11","0.28","0.17","0.28","0.17","0.11","0.28","0.17","0.28",
"Matthew Lowton","engENG","DF","Burnley","engPremier League","29","1989","21","19","1,750","19.4","0","0","0","0","0","0","7","0","0.6","0.6","0.7","1.3","18","74","38","0.00","0.00","0.00","0.00","0.00","0.03","0.03","0.07","0.03","0.07",
"Anthony Lozano","hnHON","FW,MF","Girona","esLa Liga","25","1993","20","7","730","8.1","0","0","0","0","0","0","4","1","2.3","2.3","0.4","2.7","21","11","50","0.00","0.00","0.00","0.00","0.00","0.29","0.05","0.33","0.29","0.33",
"Derrick Luckassen","nlNED","DF","Hertha BSC","deBundesliga","23","1995","4","2","250","2.8","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","14","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Filipe Luís","brBRA","DF","Atlético Madrid","esLa Liga","32","1985","27","24","2,030","22.6","2","2","4","2","0","0","4","0","0.8","0.8","1.1","1.9","71","110","67","0.09","0.09","0.18","0.09","0.18","0.04","0.05","0.09","0.04","0.09",
"José Luis Gayà","esESP","DF","Valencia","esLa Liga","23","1995","35","35","3,137","34.9","1","1","2","1","0","0","10","0","1.0","1.0","2.3","3.3","96","158","159","0.03","0.03","0.06","0.03","0.06","0.03","0.07","0.09","0.03","0.09",
"José Luis Morales","esESP","FW,MF","Levante","esLa Liga","31","1987","37","35","3,195","35.5","12","5","17","9","3","5","7","0","13.6","9.7","6.0","15.7","120","87","265","0.34","0.14","0.48","0.25","0.39","0.38","0.17","0.55","0.27","0.44",
"José Luis Palomino","arARG","DF","Atalanta","itSerie A","28","1990","30","25","2,261","25.1","1","1","2","1","0","0","6","1","1.9","1.9","0.5","2.4","5","63","4","0.04","0.04","0.08","0.04","0.08","0.08","0.02","0.10","0.08","0.10",
"Luisinho","ptPOR","DF","Huesca","esLa Liga","33","1985","7","6","507","5.6","0","0","0","0","0","0","4","0","0.1","0.1","0.7","0.7","15","16","8","0.00","0.00","0.00","0.00","0.00","0.01","0.12","0.13","0.01","0.13",
"David Luiz","brBRA","DF","Chelsea","engPremier League","31","1987","36","36","3,238","36.0","3","2","5","3","0","0","3","0","2.6","2.6","2.9","5.5","54","247","4","0.08","0.06","0.14","0.08","0.14","0.07","0.08","0.15","0.07","0.15",
"Douglas Luiz","brBRA","MF","Girona","esLa Liga","20","1998","23","16","1,490","16.6","0","0","0","0","0","0","7","0","1.6","1.6","0.5","2.1","29","90","16","0.00","0.00","0.00","0.00","0.00","0.10","0.03","0.13","0.10","0.13",
"Everton Luiz","brBRA","MF","SPAL","itSerie A","30","1988","10","2","317","3.5","0","0","0","0","0","0","5","0","0.1","0.1","0.0","0.1","7","8","8","0.00","0.00","0.00","0.00","0.00","0.02","0.00","0.02","0.02","0.02",
"Jordan Lukaku","beBEL","DF,MF","Lazio","itSerie A","24","1994","7","1","175","1.9","0","0","0","0","0","0","1","0","0.0","0.0","0.0","0.0","10","5","15","0.00","0.00","0.00","0.00","0.00","0.00","0.02","0.02","0.00","0.02",
"Romelu Lukaku","beBEL","FW","Manchester Utd","engPremier League","25","1993","32","22","2,136","23.7","12","0","12","12","0","0","4","0","10.5","10.5","2.2","12.7","44","55","200","0.51","0.00","0.51","0.51","0.51","0.44","0.09","0.54","0.44","0.54",
"Dodi Lukebakio","beBEL","FW,MF","Düsseldorf","deBundesliga","20","1997","31","22","1,972","21.9","10","3","13","6","4","6","6","0","12.7","8.0","2.2","10.2","72","41","207","0.46","0.14","0.59","0.27","0.41","0.58","0.10","0.68","0.36","0.47",
"Saša Lukić","rsSRB","MF","Torino","itSerie A","21","1996","24","11","989","11.0","2","0","2","2","0","0","7","0","1.5","1.5","0.7","2.3","27","46","32","0.18","0.00","0.18","0.18","0.18","0.14","0.06","0.21","0.14","0.21",
"Senad Lulić","baBIH","DF,FW","Lazio","itSerie A","32","1986","35","34","2,923","32.5","4","1","5","4","0","0","5","0","2.3","2.3","4.7","6.9","131","154","241","0.12","0.03","0.15","0.12","0.15","0.07","0.14","0.21","0.07","0.21",
"Antonio Luna","esESP","DF,FW","Levante","esLa Liga","27","1991","16","14","1,258","14.0","0","2","2","0","0","0","4","0","0.2","0.2","1.8","1.9","29","48","70","0.00","0.14","0.14","0.00","0.14","0.01","0.13","0.14","0.01","0.14",
"Andriy Lunin","uaUKR","GK","Leganés","esLa Liga","19","1999","5","4","365","4.1","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Sebastiano Luperto","itITA","DF","Napoli","itSerie A","21","1996","12","6","728","8.1","0","0","0","0","0","0","0","0","0.1","0.1","0.0","0.1","7","20","3","0.00","0.00","0.00","0.00","0.00","0.01","0.00","0.01","0.01","0.01",
"Fabian Lustenberger","chSUI","DF,MF","Hertha BSC","deBundesliga","30","1988","29","24","2,172","24.1","0","1","1","0","0","0","2","0","0.1","0.1","0.6","0.7","2","67","5","0.00","0.04","0.04","0.00","0.04","0.01","0.02","0.03","0.01","0.03",
"Andreas Luthe","deGER","GK","Augsburg","deBundesliga","31","1987","15","14","1,311","14.6","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Lyanco","brBRA","DF","Torino","itSerie A","21","1997","2","1","90","1.0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","1","2","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Lyanco","brBRA","DF","Bologna","itSerie A","21","1997","13","13","1,119","12.4","1","0","1","1","0","0","2","1","0.4","0.4","0.3","0.7","11","39","1","0.08","0.00","0.08","0.08","0.08","0.04","0.02","0.06","0.04","0.06",
"Hervé Lybohy","neNIG","DF","Nîmes","frLigue 1","35","1983","17","15","1,480","16.4","2","0","2","2","0","0","3","0","0.5","0.5","0.0","0.5","8","18","1","0.12","0.00","0.12","0.12","0.12","0.03","0.00","0.03","0.03","0.03",
"Charalampos Lykogiannis","grGRE","DF","Cagliari","itSerie A","24","1993","11","9","830","9.2","0","1","1","0","0","0","1","0","0.3","0.3","1.6","1.8","17","24","22","0.00","0.11","0.11","0.00","0.11","0.03","0.17","0.20","0.03","0.20",
"Yann M'Vila","frFRA","MF","Saint-Étienne","frLigue 1","28","1990","37","37","3,258","36.2","0","1","1","0","0","0","5","1","0.4","0.4","1.0","1.5","9","227","8","0.00","0.03","0.03","0.00","0.03","0.01","0.03","0.04","0.01","0.04",
"Darwin Machís","veVEN","FW,MF","Udinese","itSerie A","25","1993","13","4","463","5.1","0","1","1","0","0","0","2","0","1.1","1.1","0.9","2.1","37","17","46","0.00","0.19","0.19","0.00","0.19","0.22","0.18","0.40","0.22","0.40",
"James Maddison","engENG","MF,FW","Leicester City","engPremier League","21","1996","36","35","2,831","31.5","7","7","14","6","1","2","5","2","7.4","5.9","8.2","14.0","63","198","148","0.22","0.22","0.45","0.19","0.41","0.24","0.26","0.50","0.19","0.45",
"Gary Madine","engENG","FW,MF","Cardiff City","engPremier League","27","1990","5","0","37","0.4","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","3","4","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Pablo Maffeo","esESP","DF,MF","Stuttgart","deBundesliga","21","1997","8","8","597","6.6","0","0","0","0","0","0","1","0","0.2","0.2","0.6","0.8","7","10","32","0.00","0.00","0.00","0.00","0.00","0.03","0.09","0.11","0.03","0.11",
"Gabriel Magalhães","brBRA","DF","Lille","frLigue 1","20","1997","14","11","1,066","11.8","1","0","1","1","0","0","1","0","0.8","0.8","0.1","0.9","5","40","0","0.08","0.00","0.08","0.08","0.08","0.06","0.01","0.07","0.06","0.07",
"Francesco Magnanelli","itITA","MF","Sassuolo","itSerie A","33","1984","26","21","1,859","20.7","0","0","0","0","0","0","4","1","0.3","0.3","0.2","0.4","12","114","13","0.00","0.00","0.00","0.00","0.00","0.01","0.01","0.02","0.01","0.02",
"Giangiacomo Magnani","itITA","DF","Sassuolo","itSerie A","22","1995","19","17","1,516","16.8","0","1","1","0","0","0","2","0","0.2","0.2","0.2","0.4","11","48","0","0.00","0.06","0.06","0.00","0.06","0.01","0.01","0.02","0.01","0.02",
"Harry Maguire","engENG","DF","Leicester City","engPremier League","25","1993","31","31","2,596","28.8","3","0","3","3","0","0","6","1","2.4","2.4","0.8","3.2","53","190","23","0.10","0.00","0.10","0.10","0.10","0.08","0.03","0.11","0.08","0.11",
"Riyad Mahrez","dzALG","FW,MF","Manchester City","engPremier League","27","1991","27","14","1,343","14.9","7","4","11","7","0","1","0","0","5.5","4.7","4.6","9.3","87","73","191","0.47","0.27","0.74","0.47","0.74","0.37","0.31","0.68","0.32","0.62",
"Thiago Maia","brBRA","MF","Lille","frLigue 1","21","1997","24","10","1,021","11.3","0","1","1","0","0","0","4","0","0.7","0.5","0.5","1.0","7","71","8","0.00","0.09","0.09","0.00","0.09","0.06","0.04","0.10","0.05","0.09",
"Raffaele Maiello","itITA","MF","Frosinone","itSerie A","27","1991","29","22","2,043","22.7","0","0","0","0","0","0","4","0","0.4","0.4","1.6","2.0","30","129","21","0.00","0.00","0.00","0.00","0.00","0.02","0.07","0.09","0.02","0.09",
"Arne Maier","deGER","MF","Hertha BSC","deBundesliga","19","1999","24","23","2,064","22.9","0","0","0","0","0","0","2","0","0.8","0.8","1.8","2.7","32","108","40","0.00","0.00","0.00","0.00","0.00","0.04","0.08","0.12","0.04","0.12",
"Domenico Maietta","itITA","DF","Empoli","itSerie A","35","1982","21","21","1,714","19.0","0","0","0","0","0","0","5","0","0.3","0.3","0.2","0.5","18","77","4","0.00","0.00","0.00","0.00","0.00","0.02","0.01","0.03","0.02","0.03",
"Mike Maignan","frFRA","GK","Lille","frLigue 1","23","1995","38","38","3,420","38.0","0","0","0","0","0","0","1","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Linton Maina","deGER","FW,MF","Hannover 96","deBundesliga","19","1999","20","17","1,414","15.7","1","3","4","1","0","0","0","0","1.6","1.6","2.7","4.4","61","52","89","0.06","0.19","0.25","0.06","0.25","0.10","0.17","0.28","0.10","0.28",
"Ainsley Maitland-Niles","engENG","DF","Arsenal","engPremier League","20","1997","16","11","987","11.0","1","1","2","1","0","0","2","1","0.9","0.9","0.9","1.8","32","60","66","0.09","0.09","0.18","0.09","0.18","0.08","0.08","0.17","0.08","0.17",
"Josh Maja","ngNGA","FW","Bordeaux","frLigue 1","19","1998","7","3","198","2.2","1","0","1","1","0","0","1","0","0.8","0.8","0.1","0.8","1","5","17","0.45","0.00","0.45","0.45","0.45","0.35","0.03","0.38","0.35","0.38",
"Abdul Majeed Waris","ghGHA","FW,MF","Nantes","frLigue 1","26","1991","33","25","2,246","25.0","5","3","8","4","1","1","3","0","5.7","4.9","2.6","7.5","70","54","239","0.20","0.12","0.32","0.16","0.28","0.23","0.10","0.33","0.20","0.30",
"Jean-Victor Makengo","frFRA","MF,FW","Nice","frLigue 1","20","1998","25","11","1,029","11.4","1","0","1","1","0","0","3","0","1.4","1.4","1.0","2.5","34","43","55","0.09","0.00","0.09","0.09","0.09","0.13","0.09","0.22","0.13","0.22",
"Nemanja Maksimović","rsSRB","MF","Getafe","esLa Liga","23","1995","36","36","3,209","35.7","1","0","1","1","0","0","4","0","2.6","2.6","0.5","3.1","22","83","28","0.03","0.00","0.03","0.03","0.03","0.07","0.01","0.09","0.07","0.09",
"Nikola Maksimović","rsSRB","DF","Napoli","itSerie A","26","1991","17","15","1,375","15.3","0","0","0","0","0","0","4","0","0.1","0.1","0.1","0.3","6","53","3","0.00","0.00","0.00","0.00","0.00","0.01","0.01","0.02","0.01","0.02",
"Malcom","brBRA","FW,MF","Barcelona","esLa Liga","21","1997","15","6","614","6.8","1","2","3","1","0","0","0","0","1.4","1.4","1.7","3.1","26","18","98","0.15","0.29","0.44","0.15","0.44","0.20","0.25","0.45","0.20","0.45",
"Kévin Malcuit","maMAR","DF","Napoli","itSerie A","27","1991","24","20","1,805","20.1","0","2","2","0","0","0","3","0","0.4","0.4","2.0","2.4","82","88","138","0.00","0.10","0.10","0.00","0.10","0.02","0.10","0.12","0.02","0.12",
"Yunus Mallı","trTUR","MF,FW","Wolfsburg","deBundesliga","26","1992","21","5","701","7.8","1","1","2","0","1","1","0","0","1.9","1.1","1.8","2.9","25","36","45","0.13","0.13","0.26","0.00","0.13","0.24","0.23","0.47","0.14","0.37",
"Hugo Mallo","esESP","DF","Celta Vigo","esLa Liga","27","1991","35","35","3,092","34.4","1","4","5","1","0","0","11","0","1.8","1.8","4.7","6.5","79","136","201","0.03","0.12","0.15","0.03","0.15","0.05","0.14","0.19","0.05","0.19",
"Antonio Mance","hrCRO","FW","Nantes","frLigue 1","22","1995","5","0","50","0.6","0","0","0","0","0","0","1","0","0.0","0.0","0.0","0.0","1","0","6","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Vincent Manceau","frFRA","DF","Angers","frLigue 1","29","1989","31","31","2,790","31.0","1","1","2","1","0","0","2","0","0.8","0.8","1.2","2.0","45","130","98","0.03","0.03","0.06","0.03","0.06","0.03","0.04","0.07","0.03","0.07",
"Gianluca Mancini","itITA","DF","Atalanta","itSerie A","22","1996","30","25","2,246","25.0","5","2","7","5","0","0","5","0","5.3","5.3","1.4","6.7","26","90","20","0.20","0.08","0.28","0.20","0.28","0.21","0.06","0.27","0.21","0.27",
"Steve Mandanda","frFRA","GK","Marseille","frLigue 1","33","1985","31","31","2,735","30.4","0","0","0","0","0","0","1","1","0.0","0.0","0.0","0.0","0","1","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Reinildo Mandava","mzMOZ","DF","Lille","frLigue 1","24","1994","3","1","97","1.1","0","0","0","0","0","0","0","0","0.0","0.0","0.3","0.3","2","4","8","0.00","0.00","0.00","0.00","0.00","0.00","0.25","0.25","0.00","0.25",
