Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
"Jean-Eudes Aholou","ciCIV","MF","Saint-Étienne","frLigue 1","25","1994","11","8","630","7.0","1","1","2","1","0","0","3","1","0.7","0.7","0.5","1.2","14","34","15","0.14","0.14","0.29","0.14","0.29","0.10","0.08","0.17","0.10","0.17",
"Joseph Aidoo","ghGHA","DF","Celta Vigo","esLa Liga","23","1995","32","27","2,502","27.8","0","1","1","0","0","0","4","0","1.0","1.0","0.7","1.8","17","89","2","0.00","0.04","0.04","0.00","0.04","0.04","0.03","0.06","0.04","0.06",
"Ola Aina","ngNGA","DF","Torino","itSerie A","22","1996","32","20","2,079","23.1","0","2","2","0","0","0","8","0","0.4","0.4","2.5","2.9","86","80","80","0.00","0.09","0.09","0.00","0.09","0.02","0.11","0.13","0.02","0.13",
"Youssef Aït Bennasser","maMAR","MF","Bordeaux","frLigue 1","23","1996","12","6","536","6.0","0","1","1","0","0","0","1","0","0.1","0.1","0.1","0.2","6","47","6","0.00","0.17","0.17","0.00","0.17","0.01","0.02","0.03","0.01","0.03",
"Rayan Aït-Nouri","dzALG","DF","Angers","frLigue 1","18","2001","17","16","1,282","14.2","0","2","2","0","0","0","3","0","0.2","0.2","0.7","0.8","45","56","69","0.00","0.14","0.14","0.00","0.14","0.01","0.05","0.06","0.01","0.06",
"Albian Ajeti","chSUI","FW","West Ham","engPremier League","22","1997","9","0","139","1.5","0","0","0","0","0","0","0","0","0.2","0.2","0.1","0.2","0","0","10","0.00","0.00","0.00","0.00","0.00","0.11","0.05","0.16","0.11","0.16",
"Ludovic Ajorque","frFRA","FW","Strasbourg","frLigue 1","25","1994","26","24","2,058","22.9","8","4","12","7","1","1","3","0","7.2","6.4","2.8","9.2","21","30","137","0.35","0.17","0.52","0.31","0.48","0.31","0.12","0.43","0.28","0.40",
"Manuel Akanji","chSUI","DF","Dortmund","deBundesliga","24","1995","29","25","2,309","25.7","0","1","1","0","0","0","2","0","0.4","0.4","0.4","0.9","18","104","6","0.00","0.04","0.04","0.00","0.04","0.02","0.02","0.03","0.02","0.03",
"Marley Aké","frFRA","FW,MF","Marseille","frLigue 1","18","2001","9","0","99","1.1","0","0","0","0","0","0","1","0","0.1","0.1","0.0","0.1","1","4","6","0.00","0.00","0.00","0.00","0.00","0.12","0.00","0.12","0.12","0.12",
"Nathan Aké","nlNED","DF","Bournemouth","engPremier League","24","1995","29","29","2,503","27.8","2","2","4","2","0","0","2","0","3.0","3.0","2.2","5.1","12","81","7","0.07","0.07","0.14","0.07","0.14","0.11","0.08","0.18","0.11","0.18",
"Chadrac Akolo","cdCOD","FW,MF","Amiens","frLigue 1","24","1995","15","5","544","6.0","2","1","3","2","0","0","1","0","1.1","1.1","1.3","2.5","11","26","53","0.33","0.17","0.50","0.33","0.50","0.19","0.22","0.41","0.19","0.41",
"Kevin Akpoguma","ngNGA","DF","Hoffenheim","deBundesliga","24","1995","18","12","1,142","12.7","0","0","0","0","0","0","2","0","0.1","0.1","0.1","0.2","7","32","5","0.00","0.00","0.00","0.00","0.00","0.01","0.01","0.02","0.01","0.02",
"David Alaba","atAUT","DF","Bayern Munich","deBundesliga","27","1992","28","27","2,498","27.8","1","1","2","1","0","0","0","0","1.0","1.0","2.4","3.3","69","285","42","0.04","0.04","0.07","0.04","0.07","0.03","0.08","0.12","0.03","0.12",
"Sofiane Alakouch","maMAR","DF","Nîmes","frLigue 1","21","1998","17","17","1,400","15.6","0","0","0","0","0","0","3","0","0.9","0.9","0.4","1.4","32","78","39","0.00","0.00","0.00","0.00","0.00","0.06","0.03","0.09","0.06","0.09",
"Lucas Alario","arARG","FW","Leverkusen","deBundesliga","26","1992","24","11","1,174","13.0","7","1","8","6","1","1","6","0","7.3","6.5","1.6","8.1","7","16","63","0.54","0.08","0.61","0.46","0.54","0.56","0.12","0.68","0.50","0.62",
"Jordi Alba","esESP","DF","Barcelona","esLa Liga","30","1989","27","25","2,187","24.3","2","5","7","2","0","0","7","0","1.4","1.4","4.3","5.7","42","150","244","0.08","0.21","0.29","0.08","0.29","0.06","0.18","0.23","0.06","0.23",
"Luis Alberto","esESP","MF","Lazio","itSerie A","26","1992","36","36","3,113","34.6","6","15","21","5","1","1","5","0","6.6","5.8","11.4","17.2","203","371","163","0.17","0.43","0.61","0.14","0.58","0.19","0.33","0.52","0.17","0.50",
"Raúl Albiol","esESP","DF","Villarreal","esLa Liga","33","1985","36","36","3,237","36.0","1","0","1","1","0","0","9","0","2.3","2.3","0.3","2.5","11","118","4","0.03","0.00","0.03","0.03","0.03","0.06","0.01","0.07","0.06","0.07",
"Marc Albrighton","engENG","MF,DF","Leicester City","engPremier League","29","1989","20","9","867","9.6","0","3","3","0","0","0","2","0","0.4","0.4","2.2","2.6","20","45","94","0.00","0.31","0.31","0.00","0.31","0.04","0.22","0.27","0.04","0.27",
"Paco Alcácer","esESP","FW","Villarreal","esLa Liga","25","1993","13","11","924","10.3","4","1","5","4","0","0","1","0","3.7","3.7","1.4","5.2","13","15","50","0.39","0.10","0.49","0.39","0.49","0.36","0.14","0.50","0.36","0.50",
"Paco Alcácer","esESP","FW","Dortmund","deBundesliga","25","1993","11","6","530","5.9","5","1","6","5","0","0","0","0","3.9","3.9","0.9","4.8","1","8","37","0.85","0.17","1.02","0.85","1.02","0.67","0.14","0.81","0.67","0.81",
"Thiago Alcántara","esESP","MF","Bayern Munich","deBundesliga","28","1991","24","20","1,771","19.7","3","0","3","3","0","0","7","0","2.4","2.4","0.9","3.3","27","230","43","0.15","0.00","0.15","0.15","0.15","0.12","0.05","0.17","0.12","0.17",
"Rubén Alcaraz","esESP","MF","Valladolid","esLa Liga","28","1991","27","20","1,927","21.4","2","2","4","2","0","0","10","0","1.9","1.9","1.0","2.9","26","100","21","0.09","0.09","0.19","0.09","0.19","0.09","0.05","0.13","0.09","0.13",
"Toby Alderweireld","beBEL","DF","Tottenham","engPremier League","30","1989","33","33","2,957","32.9","2","2","4","2","0","0","7","0","0.7","0.7","1.3","2.1","11","96","10","0.06","0.06","0.12","0.06","0.12","0.02","0.04","0.06","0.02","0.06",
"Haitam Aleesami","noNOR","DF","Amiens","frLigue 1","28","1991","22","21","1,916","21.3","1","1","2","1","0","0","4","0","0.4","0.4","1.2","1.6","21","120","72","0.05","0.05","0.09","0.05","0.09","0.02","0.06","0.07","0.02","0.07",
"Álex Alegría","esESP","FW","Mallorca","esLa Liga","26","1992","6","0","109","1.2","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","1","3","6","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Carles Aleñá","esESP","MF","Barcelona","esLa Liga","21","1998","4","2","172","1.9","0","0","0","0","0","0","0","0","0.1","0.1","0.0","0.1","4","16","2","0.00","0.00","0.00","0.00","0.00","0.04","0.00","0.04","0.04","0.04",
"Carles Aleñá","esESP","MF,FW","Betis","esLa Liga","21","1998","17","7","735","8.2","1","0","1","1","0","0","1","0","1.4","1.4","0.1","1.5","15","50","25","0.12","0.00","0.12","0.12","0.12","0.17","0.01","0.19","0.17","0.19",
"Rúnar Alex Rúnarsson","isISL","GK","Dijon","frLigue 1","24","1995","11","9","901","10.0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Trent Alexander-Arnold","engENG","DF","Liverpool","engPremier League","20","1998","38","35","3,175","35.3","4","13","17","4","0","0","5","0","2.8","2.8","10.9","13.7","98","247","226","0.11","0.37","0.48","0.11","0.48","0.08","0.31","0.39","0.08","0.39",
"Enrico Alfonso","itITA","GK","Brescia","itSerie A","31","1988","4","4","279","3.1","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Rachid Alioui","maMAR","FW","Angers","frLigue 1","27","1992","28","17","1,563","17.4","6","1","7","6","0","0","1","0","5.2","5.2","1.3","6.5","24","35","108","0.35","0.06","0.40","0.35","0.40","0.30","0.07","0.37","0.30","0.37",
"Alisson","brBRA","GK","Liverpool","engPremier League","26","1992","29","29","2,543","28.3","0","1","1","0","0","0","0","1","0.0","0.0","0.3","0.3","0","1","0","0.00","0.04","0.04","0.00","0.04","0.00","0.01","0.01","0.00","0.01",
"Allan","brBRA","MF","Napoli","itSerie A","28","1991","23","16","1,280","14.2","2","1","3","2","0","0","3","0","0.5","0.5","1.1","1.6","25","82","53","0.14","0.07","0.21","0.14","0.21","0.04","0.08","0.11","0.04","0.11",
"Dele Alli","engENG","MF,FW","Tottenham","engPremier League","23","1996","25","21","1,847","20.5","8","4","12","7","1","1","2","0","8.1","7.3","3.5","10.8","56","69","152","0.39","0.19","0.58","0.34","0.54","0.40","0.17","0.56","0.36","0.53",
"Miguel Almirón","pyPAR","MF,FW","Newcastle Utd","engPremier League","25","1994","36","35","3,021","33.6","4","2","6","4","0","0","5","0","6.7","6.7","3.0","9.7","120","77","160","0.12","0.06","0.18","0.12","0.18","0.20","0.09","0.29","0.20","0.29",
"Marcos Alonso","esESP","DF","Chelsea","engPremier League","28","1990","18","15","1,430","15.9","4","2","6","4","0","0","4","0","2.6","2.6","2.6","5.2","62","69","155","0.25","0.13","0.38","0.25","0.38","0.16","0.17","0.33","0.16","0.33",
"Mickaël Alphonse","gpGLP","DF","Dijon","frLigue 1","30","1989","17","15","1,378","15.3","0","1","1","0","0","0","2","0","0.2","0.2","0.7","0.9","37","44","45","0.00","0.07","0.07","0.00","0.07","0.01","0.05","0.06","0.01","0.06",
"Sergio Álvarez","esESP","MF,DF","Eibar","esLa Liga","27","1992","18","14","1,147","12.7","0","0","0","0","0","0","6","0","0.2","0.2","0.1","0.4","6","40","6","0.00","0.00","0.00","0.00","0.00","0.02","0.01","0.03","0.02","0.03",
"Sergio Álvarez","esESP","GK","Celta Vigo","esLa Liga","32","1986","2","2","180","2.0","0","0","0","0","0","0","3","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Yeray Álvarez","esESP","DF","Athletic Club","esLa Liga","24","1995","32","32","2,810","31.2","0","0","0","0","0","0","2","0","1.3","1.3","0.8","2.1","29","110","4","0.00","0.00","0.00","0.00","0.00","0.04","0.03","0.07","0.04","0.07",
"Bruno Alves","ptPOR","DF","Parma","itSerie A","37","1981","33","31","2,671","29.7","0","0","0","0","0","0","4","0","1.3","1.3","0.5","1.8","6","99","11","0.00","0.00","0.00","0.00","0.00","0.04","0.02","0.06","0.04","0.06",
"Steven Alzate","coCOL","MF,DF","Brighton","engPremier League","20","1998","19","12","1,188","13.2","0","0","0","0","0","0","1","0","1.2","1.2","0.7","2.0","34","66","92","0.00","0.00","0.00","0.00","0.00","0.09","0.06","0.15","0.09","0.15",
"Ibrahim Amadou","frFRA","DF,MF","Norwich City","engPremier League","26","1993","11","8","759","8.4","0","0","0","0","0","0","1","0","0.8","0.8","0.0","0.8","4","13","1","0.00","0.00","0.00","0.00","0.00","0.09","0.00","0.10","0.09","0.10",
"Ibrahim Amadou","frFRA","MF","Leganés","esLa Liga","26","1993","10","9","770","8.6","0","0","0","0","0","0","2","0","0.7","0.7","0.0","0.8","9","20","10","0.00","0.00","0.00","0.00","0.00","0.08","0.01","0.09","0.08","0.09",
"Romain Amalfitano","frFRA","MF","Dijon","frLigue 1","29","1989","26","18","1,695","18.8","1","1","2","1","0","0","5","0","0.4","0.4","1.2","1.7","24","94","28","0.05","0.05","0.11","0.05","0.11","0.02","0.07","0.09","0.02","0.09",
"Amath","snSEN","MF","Getafe","esLa Liga","23","1996","7","0","66","0.7","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","3","4","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Jordan Amavi","frFRA","DF","Marseille","frLigue 1","25","1994","26","24","2,164","24.0","1","1","2","1","0","0","9","0","0.7","0.7","1.0","1.7","62","72","92","0.04","0.04","0.08","0.04","0.08","0.03","0.04","0.07","0.03","0.07",
"Thierry Ambrose","gpGLP","FW","Metz","frLigue 1","22","1997","18","4","548","6.1","0","0","0","0","0","0","1","0","1.2","1.2","0.5","1.7","31","23","49","0.00","0.00","0.00","0.00","0.00","0.19","0.09","0.27","0.19","0.27",
"Kelvin Amian","frFRA","DF","Toulouse","frLigue 1","21","1998","20","17","1,633","18.1","0","2","2","0","0","0","3","0","0.4","0.4","0.6","1.0","38","68","27","0.00","0.11","0.11","0.00","0.11","0.02","0.03","0.05","0.02","0.05",
"Nadiem Amiri","deGER","MF,FW","Leverkusen","deBundesliga","22","1996","30","22","1,857","20.6","1","2","3","1","0","0","3","0","2.2","2.2","6.3","8.4","53","106","95","0.05","0.10","0.15","0.05","0.15","0.10","0.30","0.41","0.10","0.41",
"Ethan Ampadu","wlsWAL","DF","RB Leipzig","deBundesliga","18","2000","3","0","81","0.9","0","0","0","0","0","0","0","0","0.1","0.1","0.0","0.1","0","3","0","0.00","0.00","0.00","0.00","0.00","0.11","0.00","0.11","0.11","0.11",
"Opoku Ampomah","ghGHA","FW,MF","Düsseldorf","deBundesliga","23","1996","12","5","500","5.6","0","0","0","0","0","0","1","0","0.7","0.7","0.3","1.0","23","12","50","0.00","0.00","0.00","0.00","0.00","0.13","0.06","0.19","0.13","0.19",
"Sofyan Amrabat","maMAR","MF","Hellas Verona","itSerie A","22","1996","34","33","2,919","32.4","1","1","2","0","1","1","10","2","2.0","1.3","2.4","3.6","84","199","52","0.03","0.03","0.06","0.00","0.03","0.06","0.07","0.14","0.04","0.11",
"Joachim Andersen","dkDEN","DF","Lyon","frLigue 1","23","1996","18","17","1,531","17.0","1","0","1","1","0","0","3","0","0.9","0.9","0.2","1.1","6","79","1","0.06","0.00","0.06","0.06","0.06","0.06","0.01","0.07","0.06","0.07",
"Djavan Anderson","srSUR","FW,DF","Lazio","itSerie A","24","1995","6","2","167","1.9","0","0","0","0","0","0","1","0","0.1","0.1","0.0","0.1","4","0","4","0.00","0.00","0.00","0.00","0.00","0.03","0.00","0.03","0.03","0.03",
"Felipe Anderson","brBRA","MF,FW","West Ham","engPremier League","26","1993","25","20","1,497","16.6","1","4","5","1","0","0","1","0","2.5","2.5","3.1","5.6","106","100","132","0.06","0.24","0.30","0.06","0.30","0.15","0.18","0.34","0.15","0.34",
"Sebastian Andersson","seSWE","FW","Union Berlin","deBundesliga","28","1991","33","31","2,682","29.8","12","1","13","11","1","2","5","0","11.9","10.3","1.9","12.2","34","54","204","0.40","0.03","0.44","0.37","0.40","0.40","0.06","0.46","0.35","0.41",
"Florin Andone","roROU","FW","Brighton","engPremier League","26","1993","3","1","73","0.8","1","0","1","1","0","0","0","1","0.4","0.4","0.1","0.4","2","0","4","1.23","0.00","1.23","1.23","1.23","0.45","0.06","0.51","0.45","0.51",
"Benjamin André","frFRA","MF","Lille","frLigue 1","28","1990","26","23","2,054","22.8","2","1","3","2","0","0","6","0","0.9","0.9","0.9","1.8","25","130","47","0.09","0.04","0.13","0.09","0.13","0.04","0.04","0.08","0.04","0.08",
"Lorenzo Andrenacci","itITA","GK","Brescia","itSerie A","24","1995","6","5","531","5.9","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Robert Andrich","deGER","MF","Union Berlin","deBundesliga","24","1994","30","30","2,572","28.6","1","2","3","1","0","0","13","1","2.6","2.6","2.1","4.7","25","151","31","0.03","0.07","0.10","0.03","0.10","0.09","0.07","0.16","0.09","0.16",
"Victorien Angban","ciCIV","MF","Metz","frLigue 1","22","1996","20","11","1,029","11.4","0","0","0","0","0","0","0","0","0.1","0.1","0.1","0.2","25","70","17","0.00","0.00","0.00","0.00","0.00","0.01","0.01","0.02","0.01","0.02",
"Miguel Ángel Guerrero","esESP","FW","Leganés","esLa Liga","29","1990","13","9","790","8.8","1","0","1","1","0","1","0","0","2.6","1.8","0.6","2.4","10","17","37","0.11","0.00","0.11","0.11","0.11","0.30","0.07","0.37","0.21","0.28",
"José Ángel","esESP","DF","Eibar","esLa Liga","29","1989","28","27","2,360","26.2","1","1","2","1","0","0","4","0","0.8","0.8","2.8","3.6","50","154","62","0.04","0.04","0.08","0.04","0.08","0.03","0.11","0.14","0.03","0.14",
"Miguel Ángel Moyá","esESP","GK","Real Sociedad","esLa Liga","35","1984","13","13","1,170","13.0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Angeliño","esESP","DF","Manchester City","engPremier League","22","1997","6","4","423","4.7","0","0","0","0","0","0","1","0","0.2","0.2","1.5","1.7","21","41","70","0.00","0.00","0.00","0.00","0.00","0.05","0.32","0.36","0.05","0.36",
"Angeliño","esESP","DF,FW","RB Leipzig","deBundesliga","22","1997","13","12","1,095","12.2","1","2","3","1","0","0","2","0","0.9","0.9","2.0","2.9","24","56","92","0.08","0.16","0.25","0.08","0.25","0.07","0.16","0.24","0.07","0.24",
"Faustino Anjorin","engENG","FW","Chelsea","engPremier League","17","2001","1","0","20","0.2","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","1","1","1","0.00","0.00","0.00","0.00","0.00","0.11","0.00","0.11","0.11","0.11",
"Peter Ankersen","dkDEN","DF","Genoa","itSerie A","28","1990","19","11","1,063","11.8","0","1","1","0","0","0","2","0","0.4","0.4","0.6","1.0","16","36","65","0.00","0.08","0.08","0.00","0.08","0.04","0.05","0.08","0.04","0.08",
"Cristian Ansaldi","arARG","DF,MF","Torino","itSerie A","32","1986","27","21","1,768","19.6","4","4","8","4","0","0","9","0","1.9","1.9","3.3","5.2","90","66","124","0.20","0.20","0.41","0.20","0.41","0.09","0.17","0.26","0.09","0.26",
"Janis Antiste","frFRA","MF","Toulouse","frLigue 1","16","2002","1","0","12","0.1","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","1","0","1","0.00","0.00","0.00","0.00","0.00","0.37","0.00","0.37","0.37","0.37",
"Michail Antonio","jmJAM","FW","West Ham","engPremier League","29","1990","24","19","1,768","19.6","10","3","13","9","1","1","3","0","12.9","12.1","3.7","15.9","53","39","178","0.51","0.15","0.66","0.46","0.61","0.66","0.19","0.85","0.62","0.81",
"Antoñito","esESP","DF,MF","Valladolid","esLa Liga","31","1987","15","11","1,029","11.4","0","0","0","0","0","0","1","0","0.1","0.1","0.9","1.0","22","30","45","0.00","0.00","0.00","0.00","0.00","0.01","0.08","0.09","0.01","0.09",
"Mirko Antonucci","itITA","FW,MF","Roma","itSerie A","20","1999","2","0","82","0.9","0","0","0","0","0","0","1","0","0.2","0.2","0.0","0.2","2","1","6","0.00","0.00","0.00","0.00","0.00","0.21","0.04","0.25","0.21","0.25",
"Vitorino Antunes","ptPOR","MF","Getafe","esLa Liga","32","1987","1","0","6","0.1","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Christopher Antwi-Adjei","ghGHA","MF,FW","Paderborn 07","deBundesliga","25","1994","34","28","2,470","27.4","1","2","3","1","0","0","2","0","3.8","3.8","4.2","8.0","114","68","155","0.04","0.07","0.11","0.04","0.11","0.14","0.15","0.29","0.14","0.29",
"Anuar","maMAR","MF,FW","Valladolid","esLa Liga","24","1995","11","1","189","2.1","0","0","0","0","0","0","1","0","0.0","0.0","0.0","0.0","4","10","2","0.00","0.00","0.00","0.00","0.00","0.01","0.00","0.01","0.01","0.01",
"Houssem Aouar","dzALG","MF,FW","Lyon","frLigue 1","21","1998","25","23","1,956","21.7","3","4","7","3","0","0","3","0","3.7","3.7","2.3","6.0","105","134","127","0.14","0.18","0.32","0.14","0.32","0.17","0.11","0.27","0.17","0.27",
