Player, Nation, Position, Team, League, Age, YearBorn, MatchesPlayed, Starts, Mins, 90s, GoalsAgainst,GoalsAgainst90, ShotsOnTargetAgainst, Saves,Save%,W,D,L,CleanSheet, CleanSheet%, PKatt,PKAllowed,PKSaved,PKMissed,PKSave%
"Emil Audero","idIDN","GK","Sampdoria","itSerie A","22","1997","36","36","3,240","36.0","60","1.67","165","109","67.9","12","5","19","9","25.0","8","7","0","1","0.0",
"Stefan Bajic","frFRA","GK","Saint-Étienne","frLigue 1","17","2001","1","1","90","1.0","1","1.00","2","1","50.0","0","0","1","0","0.0","0","0","0","0","",
"Oliver Baumann","deGER","GK","Hoffenheim","deBundesliga","29","1990","30","30","2,700","30.0","49","1.63","146","97","69.9","13","7","10","7","23.3","7","5","2","0","28.6",
"Asmir Begović","baBIH","GK","Milan","itSerie A","32","1987","2","1","129","1.4","3","2.09","7","4","71.4","0","0","1","0","0.0","1","1","0","0","0.0",
"Walter Benítez","arARG","GK","Nice","frLigue 1","26","1993","26","26","2,340","26.0","36","1.38","130","95","75.4","9","8","9","4","15.4","6","4","1","1","20.0",
"Etrit Berisha","alALB","GK","SPAL","itSerie A","30","1989","26","26","2,340","26.0","44","1.69","147","105","74.1","5","3","18","3","11.5","6","6","0","0","0.0",
"Paul Bernardoni","frFRA","GK","Nîmes","frLigue 1","22","1997","25","25","2,204","24.5","38","1.55","108","71","68.5","7","4","14","6","24.0","4","4","0","0","0.0",
"Dimitry Bertaud","cdCOD","GK","Montpellier","frLigue 1","21","1998","3","3","196","2.2","3","1.38","5","2","40.0","0","0","3","0","0.0","0","0","0","0","",
"Rubén Blanco","esESP","GK","Celta Vigo","esLa Liga","24","1995","33","33","2,960","32.9","43","1.31","135","92","71.9","6","14","13","10","30.3","5","5","0","0","0.0",
"Yassine Bounou","maMAR","GK","Sevilla","esLa Liga","28","1991","6","5","495","5.5","3","0.55","20","17","90.0","4","1","0","4","80.0","1","1","0","0","0.0",
"Federico Brancolini","itITA","GK","Fiorentina","itSerie A","18","2001","1","0","6","0.1","0","0.00","0","0","","0","0","0","1","","0","0","0","0","",
"Claudio Bravo","clCHI","GK","Manchester City","engPremier League","36","1983","4","3","347","3.9","7","1.82","15","8","53.3","2","0","1","1","33.3","0","0","0","0","",
"Gianluigi Buffon","itITA","GK","Juventus","itSerie A","41","1978","9","9","810","9.0","10","1.11","33","23","72.7","7","1","1","1","11.1","2","1","0","1","0.0",
"Roman Bürki","chSUI","GK","Dortmund","deBundesliga","28","1990","31","31","2,770","30.8","40","1.30","95","58","61.1","19","5","7","12","38.7","3","3","0","0","0.0",
"Ludovic Butelle","frFRA","GK","Angers","frLigue 1","36","1983","26","26","2,340","26.0","32","1.23","83","51","65.1","10","6","10","11","42.3","3","3","0","0","0.0",
"Marcin Bułka","plPOL","GK","Paris S-G","frLigue 1","19","1999","1","1","90","1.0","0","0.00","2","2","100.0","1","0","0","1","100.0","0","0","0","0","",
"Willy Caballero","arARG","GK","Chelsea","engPremier League","37","1981","5","5","450","5.0","7","1.40","16","10","56.3","2","2","1","1","20.0","0","0","0","0","",
"Matis Carvalho","ptPOR","GK","Montpellier","frLigue 1","20","1999","1","0","71","0.8","4","5.07","8","5","50.0","0","0","0","0","","0","0","0","0","",
"Koen Casteels","beBEL","GK","Wolfsburg","deBundesliga","27","1992","26","26","2,340","26.0","38","1.46","105","67","67.6","11","6","9","5","19.2","4","4","0","0","0.0",
"Churripi","esESP","GK","Valladolid","esLa Liga","25","1994","3","3","244","2.7","3","1.11","13","10","76.9","1","0","2","1","33.3","0","0","0","0","",
"Jasper Cillessen","nlNED","GK","Valencia","esLa Liga","30","1989","24","24","2,096","23.3","30","1.29","109","78","78.0","10","7","7","5","20.8","8","6","2","0","25.0",
"Yannis Clementia","mqMTQ","GK","Nice","frLigue 1","22","1997","2","2","180","2.0","2","1.00","7","5","85.7","2","0","0","0","0.0","1","1","0","0","0.0",
"Simone Colombi","itITA","GK","Parma","itSerie A","28","1991","4","4","360","4.0","4","1.00","19","15","84.2","1","1","2","1","25.0","2","1","0","1","0.0",
"Andrea Consigli","itITA","GK","Sassuolo","itSerie A","32","1987","31","31","2,790","31.0","55","1.77","145","92","66.9","12","5","14","5","16.1","8","7","1","0","12.5",
"Angelo da Costa Júnior","brBRA","GK","Bologna","itSerie A","35","1983","1","1","90","1.0","1","1.00","2","1","50.0","0","1","0","0","0.0","0","0","0","0","",
"Benoît Costil","frFRA","GK","Bordeaux","frLigue 1","32","1987","28","28","2,520","28.0","34","1.21","108","74","70.4","9","10","9","6","21.4","3","2","1","0","33.3",
"Thibaut Courtois","beBEL","GK","Real Madrid","esLa Liga","27","1992","34","34","3,060","34.0","20","0.59","96","76","79.2","23","8","3","18","52.9","0","0","0","0","",
"Alessio Cragno","itITA","GK","Cagliari","itSerie A","25","1994","16","16","1,440","16.0","21","1.31","89","68","77.5","2","6","8","3","18.8","2","1","1","0","50.0",
"Iván Cuéllar","esESP","GK","Leganés","esLa Liga","35","1984","27","27","2,429","27.0","33","1.22","99","65","67.7","7","9","11","7","25.9","2","1","1","0","50.0",
"Paul Delecroix","frFRA","GK","Metz","frLigue 1","30","1988","2","1","135","1.5","4","2.67","6","2","50.0","0","0","1","0","0.0","1","1","0","0","0.0",
"Lucas Dias","frFRA","GK","Nîmes","frLigue 1","20","1999","4","3","316","3.5","6","1.71","19","13","68.4","0","2","1","1","33.3","0","0","0","0","",
"Marko Dmitrović","rsSRB","GK","Eibar","esLa Liga","27","1992","35","35","3,150","35.0","51","1.46","122","71","61.5","9","9","17","10","28.6","5","4","1","0","20.0",
"Jaume Doménech","esESP","GK","Valencia","esLa Liga","28","1990","15","14","1,324","14.7","23","1.56","81","58","72.8","4","4","6","3","21.4","1","1","0","0","0.0",
"Gianluigi Donnarumma","itITA","GK","Milan","itSerie A","20","1999","36","36","3,201","35.6","42","1.18","141","96","73.0","18","9","9","12","33.3","8","4","4","0","50.0",
"Bartłomiej Drągowski","plPOL","GK","Fiorentina","itSerie A","21","1997","31","31","2,790","31.0","43","1.39","139","94","73.4","7","12","12","8","25.8","8","6","2","0","25.0",
"Martin Dúbravka","skSVK","GK","Newcastle Utd","engPremier League","30","1989","38","38","3,420","38.0","58","1.53","195","139","71.3","11","11","16","11","28.9","2","2","0","0","0.0",
"Ederson","brBRA","GK","Manchester City","engPremier League","25","1993","35","35","3,071","34.1","28","0.82","95","68","73.7","24","3","8","16","45.7","3","3","0","0","0.0",
"Aarón Escandell","esESP","GK","Granada","esLa Liga","23","1995","3","3","270","3.0","3","1.00","14","11","78.6","1","0","2","1","33.3","0","0","0","0","",
"Łukasz Fabiański","plPOL","GK","West Ham","engPremier League","34","1985","25","25","2,117","23.5","34","1.45","104","71","70.2","8","7","10","5","20.0","4","3","1","0","25.0",
"Fabricio","esESP","GK","Mallorca","esLa Liga","31","1987","2","2","90","1.0","3","3.00","6","3","66.7","0","0","1","0","0.0","1","1","0","0","0.0",
"Ralf Fährmann","deGER","GK","Norwich City","engPremier League","30","1988","1","1","21","0.2","1","4.29","2","1","100.0","","","1","","","","1","","","",
"Wladimiro Falcone","itITA","GK","Sampdoria","itSerie A","24","1995","2","2","180","2.0","5","2.50","13","8","69.2","0","1","1","0","0.0","1","1","0","0","0.0",
"Aitor Fernández","esESP","GK","Levante","esLa Liga","28","1991","36","36","3,240","36.0","51","1.42","205","153","76.6","12","7","17","5","13.9","5","3","2","0","40.0",
"Andrés Fernández","esESP","GK","Villarreal","esLa Liga","32","1986","4","4","360","4.0","8","2.00","19","12","73.7","1","2","1","1","25.0","3","3","0","0","0.0",
"Mark Flekken","nlNED","GK","Freiburg","deBundesliga","26","1993","10","10","900","10.0","14","1.40","69","55","79.7","4","3","3","3","30.0","1","0","0","1","",
"Ben Foster","engENG","GK","Watford","engPremier League","36","1983","38","38","3,420","38.0","64","1.68","178","116","68.5","8","10","20","9","23.7","9","8","1","0","11.1",
"Daniel Fuzato","brBRA","GK","Roma","itSerie A","22","1997","1","1","90","1.0","1","1.00","2","1","50.0","1","0","0","0","0.0","0","0","0","0","",
"Gabriel","brBRA","GK","Lecce","itSerie A","26","1992","34","34","2,997","33.3","76","2.28","227","152","70.9","6","8","20","2","5.9","12","10","2","0","16.7",
"Paulo Gazzaniga","arARG","GK","Tottenham","engPremier League","27","1992","18","17","1,613","17.9","26","1.45","82","56","72.0","5","5","7","2","11.8","4","3","1","0","25.0",
"David de Gea","esESP","GK","Manchester Utd","engPremier League","28","1990","38","38","3,420","38.0","36","0.95","131","96","74.8","18","12","8","13","34.2","3","3","0","0","0.0",
"Rafał Gikiewicz","plPOL","GK","Union Berlin","deBundesliga","31","1987","33","33","2,970","33.0","54","1.64","159","105","67.9","12","5","16","8","24.2","4","3","1","0","25.0",
"Mauro Goicoechea","uyURU","GK","Toulouse","frLigue 1","31","1988","2","2","180","2.0","5","2.50","13","8","61.5","0","0","2","0","0.0","0","0","0","0","",
"Pierluigi Gollini","itITA","GK","Atalanta","itSerie A","24","1995","33","33","2,884","32.0","42","1.31","120","81","70.0","19","9","5","8","24.2","6","6","0","0","0.0",
"Alfred Gomis","snSEN","GK","Dijon","frLigue 1","25","1993","19","19","1,620","18.0","20","1.11","81","62","76.5","6","7","6","6","31.6","1","1","0","0","0.0",
"Vicente Guaita","esESP","GK","Crystal Palace","engPremier League","32","1987","35","35","3,150","35.0","42","1.20","149","109","71.8","11","9","15","10","28.6","1","0","0","1","",
"Péter Gulácsi","huHUN","GK","RB Leipzig","deBundesliga","29","1990","32","32","2,880","32.0","34","1.06","116","82","72.4","16","12","4","10","31.3","2","2","0","0","0.0",
"Angus Gunn","sctSCO","GK","Southampton","engPremier League","23","1996","10","10","900","10.0","25","2.50","55","30","58.2","2","2","6","2","20.0","2","2","0","0","0.0",
"Régis Gurtner","frFRA","GK","Amiens","frLigue 1","32","1986","28","28","2,520","28.0","50","1.79","142","93","65.5","4","11","13","5","17.9","1","1","0","0","0.0",
"Samir Handanović","siSVN","GK","Inter","itSerie A","35","1984","35","35","3,150","35.0","32","0.91","110","78","72.7","22","10","3","13","37.1","3","2","1","0","33.3",
"Tom Heaton","engENG","GK","Aston Villa","engPremier League","33","1986","20","20","1,794","19.9","35","1.76","102","68","68.6","6","3","11","4","20.0","3","3","0","0","0.0",
"Dean Henderson","engENG","GK","Sheffield Utd","engPremier League","22","1997","36","36","3,240","36.0","33","0.92","128","94","75.0","14","11","11","13","36.1","3","1","1","1","50.0",
"Wayne Hennessey","wlsWAL","GK","Crystal Palace","engPremier League","32","1987","3","3","270","3.0","8","2.67","23","15","65.2","0","1","2","0","0.0","0","0","0","0","",
"Sergio Herrera","esESP","GK","Osasuna","esLa Liga","26","1993","19","18","1,655","18.4","27","1.47","80","53","67.5","7","3","8","7","38.9","1","1","0","0","0.0",
"Iago Herrerín","esESP","GK","Athletic Club","esLa Liga","31","1988","5","4","425","4.7","9","1.91","19","10","52.6","0","3","1","0","0.0","0","0","0","0","",
"Marwin Hitz","chSUI","GK","Dortmund","deBundesliga","31","1987","4","3","290","3.2","1","0.31","7","6","85.7","2","1","0","3","100.0","0","0","0","0","",
"Timo Horn","deGER","GK","Köln","deBundesliga","26","1993","34","34","3,060","34.0","69","2.03","156","87","58.3","10","6","18","6","17.6","6","4","2","0","33.3",
"Lukáš Hrádecký","fiFIN","GK","Leverkusen","deBundesliga","29","1989","34","34","3,060","34.0","44","1.29","143","99","70.6","19","6","9","10","29.4","2","2","0","0","0.0",
"Jannik Huth","deGER","GK","Paderborn 07","deBundesliga","25","1994","6","6","540","6.0","17","2.83","33","16","51.5","0","1","5","0","0.0","1","1","0","0","0.0",
"Rune Jarstein","noNOR","GK","Hertha BSC","deBundesliga","34","1984","29","29","2,547","28.3","46","1.63","143","99","72.7","11","5","13","9","31.0","7","7","0","0","0.0",
"Jesse Joronen","fiFIN","GK","Brescia","itSerie A","26","1993","29","29","2,610","29.0","59","2.03","181","124","72.4","5","6","18","5","17.2","10","9","1","0","10.0",
"Lovre Kalinić","hrCRO","GK","Toulouse","frLigue 1","29","1990","4","4","306","3.4","4","1.18","15","11","73.3","0","1","3","1","25.0","0","0","0","0","",
"Stefanos Kapino","grGRE","GK","Werder Bremen","deBundesliga","25","1994","1","1","90","1.0","2","2.00","5","3","60.0","0","1","0","0","0.0","0","0","0","0","",
"Florian Kastenmeier","deGER","GK","Düsseldorf","deBundesliga","22","1997","17","17","1,530","17.0","31","1.82","78","49","62.8","2","9","6","2","11.8","3","2","1","0","33.3",
"Tomáš Koubek","czCZE","GK","Augsburg","deBundesliga","26","1992","24","24","2,160","24.0","51","2.12","122","72","58.2","6","6","12","4","16.7","1","0","1","0","100.0",
"Thomas Kraft","deGER","GK","Hertha BSC","deBundesliga","31","1988","4","4","360","4.0","9","2.25","19","10","52.6","0","3","1","0","0.0","0","0","0","0","",
"Tim Krul","nlNED","GK","Norwich City","engPremier League","31","1988","36","36","3,240","36.0","68","1.89","195","128","66.7","5","6","25","5","13.9","5","3","2","0","40.0",
"Alban Lafont","ciCIV","GK","Nantes","frLigue 1","20","1999","27","27","2,430","27.0","29","1.07","95","64","72.6","11","4","12","10","37.0","6","3","2","1","40.0",
"Gautier Larsonneur","frFRA","GK","Brest","frLigue 1","22","1997","27","27","2,398","26.6","34","1.28","132","96","76.5","7","10","10","7","25.9","5","3","2","0","40.0",
"Benjamin Lecomte","frFRA","GK","Monaco","frLigue 1","28","1991","28","28","2,520","28.0","44","1.57","134","91","71.6","11","7","10","7","25.0","6","6","0","0","0.0",
"Nicolas Lemaître","frFRA","GK","Reims","frLigue 1","22","1997","1","1","90","1.0","3","3.00","4","1","50.0","0","0","1","0","0.0","1","1","0","0","0.0",
"Bernd Leno","deGER","GK","Arsenal","engPremier League","27","1992","30","30","2,649","29.4","39","1.33","151","111","78.1","9","13","8","7","23.3","7","6","1","0","14.3",
"Donovan Léon","gfGUF","GK","Brest","frLigue 1","26","1992","2","1","122","1.4","3","2.21","11","8","81.8","1","0","0","1","100.0","1","1","0","0","0.0",
"Karlo Letica","hrCRO","GK","SPAL","itSerie A","22","1997","10","10","900","10.0","29","2.90","65","36","55.4","0","1","9","0","0.0","1","0","1","0","100.0",
"Hugo Lloris","frFRA","GK","Tottenham","engPremier League","32","1986","21","21","1,807","20.1","21","1.05","99","78","80.8","11","6","4","6","28.6","3","2","1","0","33.3",
"Anthony Lopes","ptPOR","GK","Lyon","frLigue 1","28","1990","26","26","2,340","26.0","25","0.96","86","64","73.3","10","7","9","8","30.8","3","2","0","1","0.0",
"Diego López","esESP","GK","Espanyol","esLa Liga","37","1981","36","36","3,232","35.9","58","1.62","160","103","67.5","4","9","23","4","11.1","7","6","1","0","14.3",
"Pau López","esESP","GK","Roma","itSerie A","24","1994","32","32","2,880","32.0","45","1.41","132","86","72.0","18","6","8","5","15.6","9","8","1","0","11.1",
"Andreas Luthe","deGER","GK","Augsburg","deBundesliga","32","1987","10","10","900","10.0","12","1.20","33","22","63.6","3","3","4","3","30.0","0","0","0","0","",
"Mike Maignan","frFRA","GK","Lille","frLigue 1","24","1995","28","28","2,520","28.0","27","0.96","83","58","72.3","15","4","9","12","42.9","6","4","1","1","20.0",
"Steve Mandanda","frFRA","GK","Marseille","frLigue 1","34","1985","27","27","2,371","26.3","27","1.02","92","67","75.0","15","8","4","11","40.7","4","4","0","0","0.0",
"Daniel Martín","esESP","GK","Betis","esLa Liga","21","1998","6","5","531","5.9","12","2.03","24","12","50.0","1","0","4","1","20.0","0","0","0","0","",
"David Martin","engENG","GK","West Ham","engPremier League","33","1986","5","4","436","4.8","6","1.24","21","15","71.4","2","0","2","2","50.0","0","0","0","0","",
"Emiliano Martínez","arARG","GK","Arsenal","engPremier League","26","1992","9","8","771","8.6","9","1.05","42","33","81.0","5","1","2","3","37.5","1","1","0","0","0.0",
"Jordi Masip","esESP","GK","Valladolid","esLa Liga","30","1989","35","35","3,150","35.0","39","1.11","125","85","73.6","8","15","12","11","31.4","7","6","1","0","14.3",
"Alex McCarthy","engENG","GK","Southampton","engPremier League","29","1989","28","28","2,520","28.0","35","1.25","113","78","69.9","13","5","10","7","25.0","2","1","1","0","50.0",
"Michael McGovern","nirNIR","GK","Norwich City","engPremier League","35","1984","2","1","159","1.8","6","3.40","13","6","53.8","0","0","1","0","0.0","1","0","1","0","100.0",
"Edouard Mendy","snSEN","GK","Rennes","frLigue 1","27","1992","24","24","2,160","24.0","19","0.79","79","60","79.7","13","5","6","9","37.5","4","3","1","0","25.0",
"Alex Meret","itITA","GK","Napoli","itSerie A","22","1997","22","21","1,951","21.7","33","1.52","84","51","66.7","9","5","7","3","14.3","6","5","1","0","16.7",
"Antonio Mirante","itITA","GK","Roma","itSerie A","36","1983","5","5","450","5.0","5","1.00","24","19","83.3","2","1","2","2","40.0","1","1","0","0","0.0",
"Simon Moore","engENG","GK","Sheffield Utd","engPremier League","29","1990","2","2","180","2.0","6","3.00","11","5","45.5","0","1","1","0","0.0","0","0","0","0","",
"Jessy Moulin","frFRA","GK","Saint-Étienne","frLigue 1","33","1986","5","5","450","5.0","4","0.80","23","19","91.3","2","2","1","2","40.0","2","2","0","0","0.0",
"Florian Müller","deGER","GK","Mainz 05","deBundesliga","21","1997","13","12","1,125","12.5","25","2.00","66","40","65.2","3","2","7","2","16.7","3","2","1","0","33.3",
"Juan Musso","arARG","GK","Udinese","itSerie A","25","1994","38","38","3,420","38.0","51","1.34","194","141","77.8","12","9","17","14","36.8","10","8","2","0","20.0",
"Yvon Mvogo","chSUI","GK","RB Leipzig","deBundesliga","25","1994","2","2","180","2.0","3","1.50","5","2","40.0","2","0","0","0","0.0","0","0","0","0","",
"Keylor Navas","crCRC","GK","Paris S-G","frLigue 1","32","1986","21","21","1,890","21.0","18","0.86","66","49","72.7","17","2","2","11","52.4","0","0","0","0","",
"Neto","brBRA","GK","Barcelona","esLa Liga","30","1989","2","2","180","2.0","2","1.00","3","1","33.3","1","1","0","1","50.0","0","0","0","0","",
"Manuel Neuer","deGER","GK","Bayern Munich","deBundesliga","33","1986","33","33","2,970","33.0","31","0.94","110","79","74.5","25","4","4","15","45.5","4","3","1","0","25.0",
"Moritz Nicolas","deGER","GK","Union Berlin","deBundesliga","21","1997","1","1","90","1.0","4","4.00","8","4","50.0","0","0","1","0","0.0","0","0","0","0","",
"Alexander Nübel","deGER","GK","Schalke 04","deBundesliga","22","1996","26","26","2,315","25.7","40","1.56","118","80","69.5","8","9","9","5","19.2","4","4","0","0","0.0",
"Ørjan Nyland","noNOR","GK","Aston Villa","engPremier League","28","1990","7","5","539","6.0","12","2.00","27","15","55.6","0","2","3","1","20.0","0","0","0","0","",
"Jan Oblak","siSVN","GK","Atlético Madrid","esLa Liga","26","1993","38","38","3,395","37.7","27","0.72","111","87","78.4","18","16","4","17","44.7","4","3","0","1","0.0",
"Oier Olazábal","esESP","GK","Espanyol","esLa Liga","29","1989","2","2","180","2.0","0","0.00","3","3","100.0","1","1","0","2","100.0","0","0","0","0","",
"Robin Olsen","seSWE","GK","Cagliari","itSerie A","29","1990","17","17","1,524","16.9","24","1.42","89","67","77.5","8","5","4","4","23.5","4","4","0","0","0.0",
"David Ospina","coCOL","GK","Napoli","itSerie A","30","1988","17","17","1,469","16.3","17","1.04","54","37","72.2","9","3","5","4","23.5","2","2","0","0","0.0",
"Alexandre Oukidja","dzALG","GK","Metz","frLigue 1","31","1988","27","27","2,385","26.5","31","1.17","129","98","78.3","8","10","9","8","29.6","3","3","0","0","0.0",
"Fernando Pacheco","esESP","GK","Alavés","esLa Liga","27","1992","27","27","2,358","26.2","37","1.41","102","62","71.6","7","7","13","6","22.2","11","8","3","0","27.3",
"Daniele Padelli","itITA","GK","Inter","itSerie A","33","1985","4","4","270","3.0","4","1.33","8","4","62.5","2","0","1","1","25.0","1","1","0","0","0.0",
"Miquel Parera","esESP","GK","Mallorca","esLa Liga","23","1996","1","1","90","1.0","2","2.00","5","3","60.0","0","1","0","0","0.0","0","0","0","0","",
"Rui Patrício","ptPOR","GK","Wolves","engPremier League","31","1988","38","38","3,420","38.0","40","1.05","129","88","69.8","15","14","9","13","34.2","3","1","2","0","66.7",
"Jiří Pavlenka","czCZE","GK","Werder Bremen","deBundesliga","27","1992","33","33","2,970","33.0","67","2.03","169","105","60.9","8","6","19","4","12.1","1","1","0","0","0.0",
"Gianluca Pegolo","itITA","GK","Sassuolo","itSerie A","38","1981","5","5","450","5.0","4","0.80","27","24","85.2","2","2","1","2","40.0","0","0","0","0","",
"Yohann Pelé","frFRA","GK","Marseille","frLigue 1","36","1982","2","1","149","1.7","2","1.21","7","4","71.4","1","0","0","0","0.0","1","0","1","0","100.0",
"Philipp Pentke","deGER","GK","Hoffenheim","deBundesliga","34","1985","4","4","360","4.0","4","1.00","21","17","85.7","2","0","2","1","25.0","1","1","0","0","0.0",
"Juan Pérez","esESP","GK","Osasuna","esLa Liga","23","1996","2","2","180","2.0","3","1.50","9","6","77.8","1","1","0","0","0.0","1","1","0","0","0.0",
"Samu Pérez","esESP","GK","Valladolid","esLa Liga","22","1997","1","0","26","0.3","1","3.46","1","0","100.0","0","0","0","0","","1","1","0","0","0.0",
"Mattia Perin","itITA","GK","Genoa","itSerie A","26","1992","21","21","1,890","21.0","38","1.81","103","66","64.1","8","4","9","5","23.8","2","1","0","1","0.0",
"Pavao Pervan","atAUT","GK","Wolfsburg","deBundesliga","31","1987","8","8","720","8.0","8","1.00","37","30","81.1","2","4","2","3","37.5","1","1","0","0","0.0",
"Danijel Petković","meMNE","GK","Angers","frLigue 1","26","1993","2","2","180","2.0","1","0.50","7","6","85.7","1","0","1","1","50.0","0","0","0","0","",
"Denis Petrić","rsSRB","GK","Nantes","frLigue 1","31","1988","1","1","90","1.0","2","2.00","6","4","66.7","0","0","1","0","0.0","0","0","0","0","",
"Jordan Pickford","engENG","GK","Everton","engPremier League","25","1994","38","38","3,420","38.0","56","1.47","147","94","63.9","13","10","15","9","23.7","4","3","0","1","0.0",
"Carlo Pinsoglio","itITA","GK","Juventus","itSerie A","29","1990","1","0","19","0.2","0","0.00","0","0","","0","0","0","0","","0","0","0","0","",
"Nick Pope","engENG","GK","Burnley","engPremier League","27","1992","38","38","3,420","38.0","50","1.32","167","117","72.5","15","9","14","15","39.5","5","4","1","0","20.0",
"Ionuț Radu","roROU","GK","Genoa","itSerie A","22","1997","17","17","1,530","17.0","35","2.06","98","64","70.4","2","5","10","2","11.8","7","6","0","1","0.0",
"Boris Radunović","rsSRB","GK","Hellas Verona","itSerie A","23","1996","3","3","270","3.0","8","2.67","15","7","60.0","1","0","2","1","33.3","2","2","0","0","0.0",
"Rafael","brBRA","GK","Cagliari","itSerie A","37","1982","6","5","454","5.0","11","2.18","17","6","47.1","1","1","3","0","0.0","3","2","0","1","0.0",
"Predrag Rajković","rsSRB","GK","Reims","frLigue 1","23","1995","27","27","2,430","27.0","18","0.67","87","65","80.5","10","11","6","12","44.4","5","1","4","0","80.0",
"Aaron Ramsdale","engENG","GK","Bournemouth","engPremier League","21","1998","37","37","3,330","37.0","62","1.68","187","124","69.5","9","7","21","5","13.5","6","5","1","0","16.7",
"Darren Randolph","ieIRL","GK","West Ham","engPremier League","32","1987","2","2","180","2.0","5","2.50","11","6","63.6","0","1","1","0","0.0","1","1","0","0","0.0",
"Manolo Reina","esESP","GK","Mallorca","esLa Liga","34","1985","36","36","3,240","36.0","60","1.67","179","119","74.3","9","5","22","5","13.9","15","14","1","0","6.7",
"Pepe Reina","esESP","GK","Aston Villa","engPremier League","36","1982","12","12","1,080","12.0","20","1.67","53","32","66.0","3","3","6","2","16.7","3","2","1","0","33.3",
"Pepe Reina","esESP","GK","Milan","itSerie A","36","1982","2","2","90","1.0","1","1.00","6","4","83.3","1","0","0","0","0.0","1","0","1","0","100.0",
"Álex Remiro","esESP","GK","Real Sociedad","esLa Liga","24","1995","25","25","2,250","25.0","32","1.28","93","60","73.1","11","4","10","6","24.0","8","7","1","0","12.5",
"Baptiste Reynet","frFRA","GK","Toulouse","frLigue 1","28","1990","23","22","2,034","22.6","49","2.17","118","68","61.0","3","3","16","2","9.1","5","3","2","0","40.0",
"Sergio Rico","esESP","GK","Paris S-G","frLigue 1","25","1993","2","2","180","2.0","4","2.00","10","6","60.0","2","0","0","0","0.0","0","0","0","0","",
"Roberto","esESP","GK","West Ham","engPremier League","33","1986","8","7","687","7.6","17","2.23","51","35","68.6","0","1","6","0","0.0","1","1","0","0","0.0",
"Roberto","esESP","GK","Alavés","esLa Liga","33","1986","9","8","790","8.8","19","2.16","54","35","70.4","2","1","5","2","25.0","3","3","0","0","0.0",
"Joel Robles","esESP","GK","Betis","esLa Liga","29","1990","33","33","2,887","32.1","48","1.50","130","83","71.5","9","11","13","5","15.2","11","11","0","0","0.0",
"Antonio Rosati","itITA","GK","Torino","itSerie A","36","1983","1","1","90","1.0","1","1.00","5","4","80.0","0","1","0","0","0.0","0","0","0","0","",
"Francesco Rossi","itITA","GK","Atalanta","itSerie A","28","1991","1","0","11","0.1","1","8.18","1","0","0.0","0","0","0","0","","0","0","0","0","",
"Rubén","esESP","GK","Osasuna","esLa Liga","35","1984","19","18","1,583","17.6","24","1.36","54","30","61.1","5","9","4","4","22.2","3","3","0","0","0.0",
"Stéphane Ruffier","frFRA","GK","Saint-Étienne","frLigue 1","32","1986","22","22","1,980","22.0","40","1.82","100","60","63.0","6","4","12","3","13.6","4","3","0","1","0.0",
