Player, Nation, Position, Team, League, Age, YearBorn, MatchesPlayed, Starts, Mins, 90s, GoalsAgainst,GoalsAgainst90, ShotsOnTargetAgainst, Saves,Save%,W,D,L,CleanSheet, CleanSheet%, PKatt,PKAllowed,PKSaved,PKMissed,PKSave%
"Sergio Rico","esESP","GK","Paris S-G","frLigue 1","26","1993","10","8","810","9.0","9","1.00","36","28","75.0","5","1","2","5","62.5","0","0","0","0","",
"Roberto","esESP","GK","Valladolid","esLa Liga","34","1986","13","13","1,170","13.0","17","1.31","46","29","67.4","1","7","5","1","7.7","3","2","0","1","0.0",
"Joel Robles","esESP","GK","Betis","esLa Liga","30","1990","18","18","1,620","18.0","25","1.39","61","37","65.6","9","2","7","6","33.3","5","4","1","0","20.0",
"Marek Rodák","skSVK","GK","Fulham","engPremier League","23","1996","2","2","180","2.0","5","2.50","9","4","55.6","0","0","2","0","0.0","1","1","0","0","0.0",
"Rubén","esESP","GK","Osasuna","esLa Liga","36","1984","3","3","187","2.1","5","2.41","8","3","37.5","0","2","1","0","0.0","0","0","0","0","",
"John Ruddy","engENG","GK","Wolves","engPremier League","33","1986","2","1","91","1.0","1","0.99","4","3","75.0","0","0","1","0","0.0","0","0","0","0","",
"Gerónimo Rulli","arARG","GK","Villarreal","esLa Liga","28","1992","2","2","180","2.0","4","2.00","8","4","50.0","0","0","2","0","0.0","0","0","0","0","",
"Mathew Ryan","auAUS","GK","Arsenal","engPremier League","28","1992","3","3","270","3.0","2","0.67","10","8","90.0","1","1","1","1","33.3","1","1","0","0","0.0",
"Mathew Ryan","auAUS","GK","Brighton","engPremier League","28","1992","11","11","990","11.0","19","1.73","34","16","55.9","2","4","5","2","18.2","4","4","0","0","0.0",
"Frederik Rønnow","dkDEN","GK","Schalke 04","deBundesliga","27","1992","11","10","945","10.5","24","2.29","67","45","70.1","0","4","6","1","10.0","4","4","0","0","0.0",
"Romain Salin","frFRA","GK","Rennes","frLigue 1","36","1984","15","15","1,350","15.0","14","0.93","54","40","74.1","9","4","2","5","33.3","0","0","0","0","",
"Robert Sánchez","esESP","GK","Brighton","engPremier League","22","1997","27","27","2,430","27.0","27","1.00","91","65","72.5","7","10","10","10","37.0","3","2","0","1","0.0",
"Kasper Schmeichel","dkDEN","GK","Leicester City","engPremier League","33","1986","38","38","3,420","38.0","50","1.32","136","88","66.2","20","6","12","11","28.9","4","4","0","0","0.0",
"Alexander Schwolow","deGER","GK","Hertha BSC","deBundesliga","28","1992","26","26","2,340","26.0","39","1.50","108","69","69.4","6","10","10","8","30.8","6","6","0","0","0.0",
"Simone Scuffet","itITA","GK","Udinese","itSerie A","24","1996","1","1","90","1.0","2","2.00","4","2","75.0","0","0","1","0","0.0","1","1","0","0","0.0",
"Matz Sels","beBEL","GK","Strasbourg","frLigue 1","28","1992","6","6","540","6.0","13","2.17","26","13","57.7","1","2","3","0","0.0","2","2","0","0","0.0",
"Luigi Sepe","itITA","GK","Parma","itSerie A","29","1991","36","36","3,240","36.0","76","2.11","181","108","59.1","3","11","22","5","13.9","2","2","0","0","0.0",
"Rui Silva","ptPOR","GK","Granada","esLa Liga","26","1994","32","32","2,880","32.0","55","1.72","137","79","63.5","12","6","14","8","25.0","10","5","4","1","44.4",
"Marco Silvestri","itITA","GK","Hellas Verona","itSerie A","29","1991","34","34","3,060","34.0","42","1.24","131","91","72.5","11","9","14","7","20.6","7","6","0","1","0.0",
"Unai Simón","esESP","GK","Athletic Club","esLa Liga","23","1997","37","37","3,330","37.0","40","1.08","108","68","67.6","11","13","13","9","24.3","6","5","1","0","16.7",
"Tobias Sippel","deGER","GK","Gladbach","deBundesliga","32","1988","4","3","344","3.8","6","1.57","19","13","68.4","1","1","1","1","33.3","0","0","0","0","",
"Salvatore Sirigu","itITA","GK","Torino","itSerie A","33","1987","32","32","2,880","32.0","62","1.94","134","72","59.7","5","13","14","7","21.9","9","8","0","1","0.0",
"Antonio Sivera","esESP","GK","Alavés","esLa Liga","23","1996","1","1","71","0.8","","","1","1","","","","1","","","","","","","",
"Łukasz Skorupski","plPOL","GK","Bologna","itSerie A","29","1991","28","28","2,520","28.0","46","1.64","147","100","72.1","10","5","13","4","14.3","7","5","2","0","28.6",
"Yann Sommer","chSUI","GK","Gladbach","deBundesliga","31","1988","31","31","2,712","30.1","50","1.66","132","82","66.7","12","9","10","6","19.4","6","6","0","0","0.0",
"David Soria","esESP","GK","Getafe","esLa Liga","27","1993","28","28","2,520","28.0","31","1.11","81","52","69.1","6","8","14","10","35.7","7","6","1","0","14.3",
"Marco Sportiello","itITA","GK","Atalanta","itSerie A","28","1992","15","13","1,261","14.0","21","1.50","47","25","57.4","9","1","3","2","15.4","2","1","1","0","50.0",
"Zack Steffen","usUSA","GK","Manchester City","engPremier League","25","1995","1","1","90","1.0","1","1.00","2","1","50.0","1","0","0","0","0.0","0","0","0","0","",
"Thomas Strakosha","alALB","GK","Lazio","itSerie A","25","1995","9","9","810","9.0","14","1.56","38","24","68.4","3","2","4","3","33.3","2","2","0","0","0.0",
"Wojciech Szczęsny","plPOL","GK","Juventus","itSerie A","30","1990","30","30","2,677","29.7","32","1.08","98","66","71.4","16","8","6","5","16.7","6","4","2","0","33.3",
"Ciprian Tătărușanu","roROU","GK","Milan","itSerie A","34","1986","1","1","90","1.0","3","3.00","7","4","71.4","0","1","0","0","0.0","1","1","0","0","0.0",
"Marc-André ter Stegen","deGER","GK","Barcelona","esLa Liga","28","1992","31","31","2,790","31.0","32","1.03","106","76","72.6","21","5","5","11","35.5","3","3","0","0","0.0",
"Pietro Terracciano","itITA","GK","Fiorentina","itSerie A","30","1990","4","2","272","3.0","4","1.32","11","7","63.6","0","1","1","2","100.0","1","0","1","0","100.0",
"Kevin Trapp","deGER","GK","Eint Frankfurt","deBundesliga","30","1990","33","33","2,970","33.0","52","1.58","150","99","68.0","15","12","6","4","12.1","6","4","1","1","20.0",
"Samir Ujkani","xkKVX","GK","Torino","itSerie A","32","1988","1","1","90","1.0","1","1.00","3","2","66.7","0","1","0","0","0.0","0","0","0","0","",
"Tomáš Vaclík","czCZE","GK","Sevilla","esLa Liga","31","1989","5","5","450","5.0","5","1.00","14","9","64.3","3","0","2","2","40.0","0","0","0","0","",
"Koke Vegas","esESP","GK","Levante","esLa Liga","24","1995","1","1","90","1.0","2","2.00","4","2","50.0","0","0","1","0","0.0","0","0","0","0","",
"Guglielmo Vicario","itITA","GK","Cagliari","itSerie A","23","1996","4","4","360","4.0","6","1.50","21","15","71.4","3","0","1","1","25.0","0","0","0","0","",
"Iván Villar","esESP","GK","Celta Vigo","esLa Liga","23","1997","21","19","1,781","19.8","30","1.52","77","47","68.8","7","5","7","5","26.3","7","6","1","0","14.3",
"João Virgínia","ptPOR","GK","Everton","engPremier League","20","1999","1","0","48","0.5","0","0.00","3","3","100.0","0","0","0","0","","0","0","0","0","",
"Rubén Yáñez","esESP","GK","Getafe","esLa Liga","26","1993","10","10","900","10.0","12","1.20","30","18","63.3","3","3","4","4","40.0","1","1","0","0","0.0",
"Yoel","esESP","GK","Eibar","esLa Liga","31","1988","4","3","300","3.3","3","0.90","6","3","50.0","0","1","2","0","0.0","0","0","0","0","",
"Robin Zentner","deGER","GK","Mainz 05","deBundesliga","25","1994","31","31","2,790","31.0","46","1.48","142","97","71.1","9","9","13","5","16.1","6","5","0","1","0.0",
"Ron-Robert Zieler","deGER","GK","Köln","deBundesliga","31","1989","1","0","51","0.6","1","1.76","3","2","100.0","0","0","0","0","","1","1","0","0","0.0",
"Jeroen Zoet","nlNED","GK","Spezia","itSerie A","29","1991","7","7","603","6.7","12","1.79","29","17","69.0","3","1","3","0","0.0","3","3","0","0","0.0",
