Player, Nation, Position, Club, League, Age, YearBorn, 90s, Tkl, TklW, Def3rdTkl, Mid3rdTkl,Att3rdTkl,DribblersTkl,DribblersTklAtt,DribblersTkl%,DribblersTklLost,Blocks,ShotBlocks,PassBlocks,Interceptions, Interceptions+Tkl, Clearences, ErrorsLeadingToShot, Matches
"Fodé Doucouré","mlMLI","DF,FW","Reims","frLigue 1","20","2001","1.7","12","9","9","3","0","9","11","81.8","2","1","0","1","4","16","6","0",
"Ismaël Doukouré","frFRA","DF","Strasbourg","frLigue 1","18","2003","0.2","0","0","0","0","0","0","0","","0","0","0","0","0","0","1","0",
"Kamory Doumbia","mlMLI","MF,FW","Reims","frLigue 1","18","2003","3.9","8","2","2","5","1","5","13","38.5","8","9","3","6","3","11","3","0",
"Moussa Doumbia","mlMLI","FW","Reims","frLigue 1","26","1994","1.0","0","0","0","0","0","0","1","0.0","1","0","0","0","0","0","0","0",
"Souleyman Doumbia","ciCIV","DF,FW","Angers","frLigue 1","24","1996","24.7","30","20","16","9","5","13","27","48.1","14","25","4","21","39","69","51","0",
"Kieran Dowell","engENG","FW,MF","Norwich City","engPremier League","23","1997","10.1","18","7","8","7","3","9","32","28.1","23","10","1","9","7","25","4","0",
"Bartłomiej Drągowski","plPOL","GK","Fiorentina","itSerie A","23","1997","6.2","0","0","0","0","0","0","0","","0","0","0","0","1","1","5","2",
"Radu Drăgușin","roROU","DF","Sampdoria","itSerie A","19","2002","6.9","4","3","2","2","0","2","6","33.3","4","8","4","4","10","14","33","0",
"Radu Drăgușin","roROU","DF","Salernitana","itSerie A","19","2002","5.4","5","4","2","3","0","4","10","40.0","6","7","3","4","13","18","17","0",
"Cody Drameh","engENG","DF,MF","Leeds United","engPremier League","19","2001","1.4","4","2","3","1","0","1","3","33.3","2","0","0","0","1","5","4","0",
"Julian Draxler","deGER","FW,MF","Paris S-G","frLigue 1","27","1993","6.1","3","2","0","3","0","0","4","0.0","4","3","0","3","5","8","3","0",
"Matthieu Dreyer","frFRA","GK","Lorient","frLigue 1","32","1989","16.0","1","1","1","0","0","1","1","100.0","0","0","0","0","0","1","9","0",
"Domingos Duarte","ptPOR","DF","Granada","esLa Liga","26","1995","18.7","18","14","9","9","0","6","11","54.5","5","27","20","7","22","40","82","0",
"Óscar Duarte","crCRC","DF","Levante","esLa Liga","32","1989","19.7","18","8","12","6","0","8","23","34.8","15","18","9","9","24","42","102","0",
"Rubén Duarte","esESP","DF","Alavés","esLa Liga","25","1995","29.1","76","47","43","27","6","43","85","50.6","42","40","6","34","57","133","82","0",
"Leo Dubois","frFRA","DF","Lyon","frLigue 1","26","1994","19.4","43","27","22","14","7","27","46","58.7","19","27","3","24","22","65","35","1",
"Martin Dúbravka","skSVK","GK","Newcastle Utd","engPremier League","32","1989","26.0","1","1","1","0","0","0","1","0.0","1","0","0","0","0","1","8","2",
"Ondrej Duda","skSVK","MF,FW","Köln","deBundesliga","26","1994","17.9","23","16","4","12","7","6","23","26.1","17","14","2","12","17","40","9","0",
"Jeremy Dudziak","tnTUN","MF,FW","Greuther Fürth","deBundesliga","25","1995","12.6","17","6","5","8","4","3","14","21.4","11","8","0","8","10","27","4","0",
"Shane Duffy","ieIRL","DF","Brighton","engPremier League","29","1992","16.0","15","12","12","3","0","8","14","57.1","6","24","18","6","16","31","76","1",
"Unai Dufur","esESP","DF","Osasuna","esLa Liga","22","1999","1.0","0","0","0","0","0","0","0","","0","1","0","1","4","4","4","0",
"Denzel Dumfries","nlNED","DF","Inter","itSerie A","25","1996","22.5","32","12","9","14","9","16","32","50.0","16","15","6","9","9","41","26","0",
"Paul Dummett","wlsWAL","DF","Newcastle Utd","engPremier League","29","1991","2.2","7","3","3","4","0","5","8","62.5","3","5","0","5","3","10","5","0",
"Alfred Duncan","ghGHA","MF","Fiorentina","itSerie A","28","1993","21.5","34","19","13","16","5","11","32","34.4","21","32","3","29","10","44","7","0",
"Lewis Dunk","engENG","DF","Brighton","engPremier League","29","1991","28.6","10","8","5","5","0","5","11","45.5","6","32","28","4","27","37","113","3",
"Erik Durm","deGER","DF","Eint Frankfurt","deBundesliga","29","1992","5.3","13","7","6","5","2","10","13","76.9","3","8","1","7","10","23","7","0",
"Hugo Duro","esESP","DF,MF","Getafe","esLa Liga","21","1999","0.1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Hugo Duro","esESP","FW,MF","Valencia","esLa Liga","21","1999","20.4","25","19","11","13","1","15","38","39.5","23","24","2","22","4","29","20","1",
"Jean-Kevin Duverne","htHAI","DF","Brest","frLigue 1","24","1997","33.4","71","44","43","21","7","42","90","46.7","48","40","5","35","53","124","92","0",
"Paulo Dybala","arARG","FW,MF","Juventus","itSerie A","27","1993","22.9","30","13","7","14","9","8","35","22.9","27","19","0","19","9","39","4","3",
"Edin Džeko","baBIH","FW","Inter","itSerie A","35","1986","27.4","14","8","7","4","3","8","25","32.0","17","22","5","17","4","18","35","0",
"Enzo Ebosse","cmCMR","DF","Angers","frLigue 1","22","1999","21.0","25","14","19","6","0","11","19","57.9","8","19","9","10","15","40","42","0",
"Tyronne Ebuehi","ngNGA","DF","Venezia","itSerie A","25","1995","12.6","28","12","16","8","4","10","18","55.6","8","13","3","10","16","44","38","1",
"Ederson","brBRA","GK","Manchester City","engPremier League","27","1993","37.0","2","1","2","0","0","0","2","0.0","2","0","0","0","0","2","12","0",
"Éderson","brBRA","MF","Salernitana","itSerie A","22","1999","12.7","29","18","11","14","4","14","26","53.8","12","11","2","9","19","48","8","0",
"Odsonne Édouard","frFRA","FW","Crystal Palace","engPremier League","23","1998","17.4","16","10","2","7","7","7","21","33.3","14","20","5","15","0","16","18","0",
"CJ Egan-Riley","engENG","DF","Manchester City","engPremier League","18","2003","0.0","1","1","1","0","0","1","1","100.0","0","0","0","0","0","1","0","0",
"Maximilian Eggestein","deGER","MF","Freiburg","deBundesliga","24","1996","24.4","48","28","17","25","6","22","50","44.0","28","35","11","24","30","78","32","1",
"Lilian Egloff","deGER","MF,DF","Stuttgart","deBundesliga","18","2002","0.3","1","0","0","1","0","0","0","","0","1","0","1","0","1","0","0",
"Kingsley Ehizibue","nlNED","DF","Köln","deBundesliga","26","1995","7.6","32","18","27","5","0","15","24","62.5","9","13","4","9","9","41","26","0",
"Julian Eitschberger","deGER","DF","Hertha BSC","deBundesliga","17","2004","0.5","0","0","0","0","0","0","1","0.0","1","1","1","0","2","2","2","0",
"Albin Ekdal","seSWE","MF","Sampdoria","itSerie A","32","1989","18.2","43","28","17","21","5","26","56","46.4","30","27","7","20","29","72","25","0",
"Hugo Ekitike","frFRA","FW","Reims","frLigue 1","19","2002","14.1","18","10","8","6","4","4","11","36.4","7","9","2","7","6","24","15","0",
"Jurgen Ekkelenkamp","nlNED","MF,FW","Hertha BSC","deBundesliga","21","2000","8.0","8","3","2","6","0","2","7","28.6","5","9","2","7","4","12","5","0",
"Caleb Ekuban","ghGHA","FW,MF","Genoa","itSerie A","27","1994","19.1","19","12","2","12","5","7","23","30.4","16","19","5","14","9","28","6","0",
"Anthony Elanga","seSWE","FW","Manchester Utd","engPremier League","19","2002","13.5","26","20","12","12","2","15","29","51.7","14","17","1","16","9","35","7","0",
"Alberth Elis","hnHON","FW,MF","Bordeaux","frLigue 1","25","1996","15.7","19","10","5","5","9","11","25","44.0","14","9","0","9","7","26","10","0",
"Harvey Elliott","engENG","MF","Liverpool","engPremier League","18","2003","3.8","3","0","1","1","1","0","6","0.0","6","8","1","7","4","7","2","0",
"Elif Elmas","mkMKD","FW,MF","Napoli","itSerie A","21","1999","18.0","25","15","10","10","5","12","28","42.9","16","13","2","11","8","33","17","0",
"Mohamed Elneny","egEGY","MF","Arsenal","engPremier League","29","1992","9.0","16","8","10","5","1","7","12","58.3","5","7","1","6","14","30","13","0",
"Aritz Elustondo","esESP","DF","Real Sociedad","esLa Liga","27","1994","23.4","21","14","16","5","0","10","20","50.0","10","19","13","6","29","50","86","0",
"Nico Elvedi","chSUI","DF","Gladbach","deBundesliga","24","1996","27.0","40","24","23","17","0","22","36","61.1","14","33","22","11","34","74","83","1",
"Mohamed Elyounoussi","noNOR","MF,FW","Southampton","engPremier League","26","1994","22.7","36","17","14","15","7","11","39","28.2","28","23","2","21","12","48","28","0",
"Adri Embarba","esESP","FW,MF","Espanyol","esLa Liga","29","1992","22.1","44","29","22","15","7","26","69","37.7","43","35","3","32","19","63","30","0",
"Breel Embolo","chSUI","FW","Gladbach","deBundesliga","24","1997","24.1","16","11","1","12","3","3","8","37.5","5","14","2","12","6","22","7","0",
"Emerson","brBRA","DF,MF","Tottenham","engPremier League","22","1999","25.4","72","47","50","16","6","36","67","53.7","31","25","2","23","22","94","92","1",
"Emerson","brBRA","DF","Barcelona","esLa Liga","22","1999","1.0","3","3","2","1","0","1","2","50.0","1","1","0","1","2","5","1","0",
"Renaud Emond","beBEL","FW,MF","Nantes","frLigue 1","29","1991","2.1","1","0","0","1","0","0","4","0.0","4","2","1","1","0","1","1","0",
"Youssef En-Nesyri","maMAR","FW","Sevilla","esLa Liga","24","1997","14.2","10","5","5","2","3","4","11","36.4","7","9","1","8","4","14","18","0",
"Keita Endo","jpJPN","MF","Union Berlin","deBundesliga","23","1997","0.6","1","1","1","0","0","0","0","","0","1","0","1","0","1","0","0",
"Wataru Endo","jpJPN","MF","Stuttgart","deBundesliga","28","1993","32.2","73","41","34","34","5","31","72","43.1","41","43","12","31","30","103","64","0",
"Christian Eriksen","dkDEN","MF","Brentford","engPremier League","29","1992","10.4","13","6","4","5","4","8","17","47.1","9","9","1","8","9","22","14","0",
"Martin Erlic","hrCRO","DF","Spezia","itSerie A","23","1998","28.6","28","16","18","10","0","10","18","55.6","8","54","39","15","28","56","122","1",
"Gonzalo Escalante","arARG","MF","Lazio","itSerie A","28","1993","0.1","1","0","1","0","0","1","1","100.0","0","2","1","1","1","2","0","0",
"Gonzalo Escalante","arARG","MF","Alavés","esLa Liga","28","1993","14.4","30","14","9","20","1","13","34","38.2","21","27","2","25","21","51","28","0",
"Aarón Escandell","esESP","GK","Granada","esLa Liga","25","1995","3.2","0","0","0","0","0","0","1","0.0","1","0","0","0","0","0","4","0",
"Sergio Escudero","esESP","DF,MF","Granada","esLa Liga","31","1989","15.9","46","24","25","17","4","26","54","48.1","28","18","3","15","26","72","35","0",
"Alfonso Espino","uyURU","DF","Cádiz","esLa Liga","29","1992","37.0","107","63","58","39","10","44","112","39.3","68","45","10","35","54","161","87","1",
"Michael Esser","deGER","GK","Bochum","deBundesliga","33","1987","3.0","0","0","0","0","0","0","1","0.0","1","0","0","0","0","0","2","0",
"Estanis","esESP","FW","Barcelona","esLa Liga","17","2003","0.1","1","1","0","1","0","1","1","100.0","0","0","0","0","0","1","0","0",
"Maxime Estève","frFRA","DF","Montpellier","frLigue 1","19","2002","20.6","27","18","22","4","1","15","27","55.6","12","31","24","7","22","49","69","1",
"Pervis Estupiñán","ecECU","DF","Villarreal","esLa Liga","23","1998","17.5","36","22","20","11","5","17","24","70.8","7","13","5","8","25","61","29","2",
"Oghenekaro Etebo","ngNGA","MF","Watford","engPremier League","25","1995","4.5","11","8","7","4","0","3","8","37.5","5","3","1","2","5","16","5","0",
"Jonny Evans","nirNIR","DF","Leicester City","engPremier League","33","1988","15.0","24","14","14","8","2","14","22","63.6","8","17","13","4","20","44","59","0",
"Eberechi Eze","engENG","MF,FW","Crystal Palace","engPremier League","23","1998","6.7","10","6","5","2","3","6","11","54.5","5","4","1","3","5","15","1","0",
"Abde Ezzalzouli","maMAR","FW","Barcelona","esLa Liga","19","2001","6.4","17","9","9","5","3","5","8","62.5","3","3","0","3","9","26","0","0",
"Łukasz Fabiański","plPOL","GK","West Ham","engPremier League","36","1985","37.0","0","0","0","0","0","0","0","","0","0","0","0","0","0","11","0",
"Fabinho","brBRA","MF","Liverpool","engPremier League","27","1993","25.7","46","25","17","23","6","24","70","34.3","46","33","10","23","39","85","25","1",
"Fábio","brBRA","DF","Nantes","frLigue 1","31","1990","18.5","61","40","31","23","7","36","74","48.6","38","29","7","22","35","96","31","1",
"Cesc Fàbregas","esESP","MF","Monaco","frLigue 1","34","1987","0.4","1","0","0","1","0","1","1","100.0","0","0","0","0","1","2","0","0",
"Wout Faes","beBEL","DF","Reims","frLigue 1","23","1998","37.0","40","24","30","9","1","25","33","75.8","8","47","37","10","53","93","169","2",
"Wahid Faghir","dkDEN","FW","Stuttgart","deBundesliga","18","2003","1.4","0","0","0","0","0","0","1","0.0","1","2","0","2","0","0","0","0",
"Romain Faivre","frFRA","FW,MF","Lyon","frLigue 1","23","1998","9.9","10","4","2","6","2","4","13","30.8","9","4","0","4","3","13","2","0",
"Romain Faivre","frFRA","MF","Brest","frLigue 1","23","1998","19.9","30","18","12","13","5","12","30","40.0","18","11","0","11","13","43","10","0",
"Radamel Falcao","coCOL","FW","Rayo Vallecano","esLa Liga","35","1986","9.3","2","1","0","1","1","1","4","25.0","3","4","1","3","2","4","11","0",
"Diego Falcinelli","itITA","FW","Bologna","itSerie A","30","1991","0.7","2","2","2","0","0","0","0","","0","0","0","0","1","3","1","0",
"Wladimiro Falcone","itITA","GK","Sampdoria","itSerie A","26","1995","9.5","0","0","0","0","0","0","0","","0","0","0","0","1","1","5","0",
"Fali","esESP","DF,MF","Cádiz","esLa Liga","27","1993","20.0","32","19","24","8","0","17","32","53.1","15","26","16","10","24","56","82","0",
"Paolo Faragò","itITA","MF","Cagliari","itSerie A","28","1993","0.2","1","1","1","0","0","0","0","","0","2","0","2","0","1","0","0",
"Omar Faraj","psPLE","FW","Levante","esLa Liga","19","2002","0.0","1","0","1","0","0","1","1","100.0","0","0","0","0","0","1","0","0",
"Davide Faraoni","itITA","DF","Hellas Verona","itSerie A","29","1991","28.6","62","40","38","21","3","29","62","46.8","33","38","5","33","23","85","62","1",
"Mohamed Fares","dzALG","DF,FW","Genoa","itSerie A","25","1996","6.5","4","2","1","3","0","0","4","0.0","4","8","3","5","8","12","11","0",
"Diego Farias","brBRA","MF,FW","Cagliari","itSerie A","31","1990","0.7","1","1","0","1","0","1","3","33.3","2","0","0","0","0","1","0","0",
"Wuilker Faríñez","veVEN","GK","Lens","frLigue 1","23","1998","12.3","0","0","0","0","0","0","0","","0","0","0","0","0","0","4","0",
"Ömer Faruk Beyaz","trTUR","DF,MF","Stuttgart","deBundesliga","17","2003","0.8","4","3","1","3","0","1","5","20.0","4","0","0","0","2","6","0","0",
"Noah Fatar","frFRA","DF,MF","Angers","frLigue 1","19","2002","0.1","1","0","0","0","1","0","1","0.0","1","0","0","0","1","2","0","0",
"Ansu Fati","esESP","FW","Barcelona","esLa Liga","18","2002","3.7","3","2","0","2","1","1","1","100.0","0","4","0","4","1","4","0","0",
"Julien Faussurier","frFRA","MF,DF","Brest","frLigue 1","34","1987","5.4","10","6","3","3","4","6","13","46.2","7","12","1","11","5","15","6","0",
"Andrea Favilli","itITA","FW","Genoa","itSerie A","24","1997","0.4","1","1","0","0","1","0","0","","0","0","0","0","0","1","2","0",
"Federico Fazio","arARG","DF","Salernitana","itSerie A","34","1987","15.9","17","11","10","6","1","9","12","75.0","3","21","16","5","27","44","67","1",
"Aleix Febas","esESP","MF","Mallorca","esLa Liga","25","1996","1.3","4","1","0","4","0","2","4","50.0","2","0","0","0","0","4","0","0",
"Adrian Fein","deGER","MF","Greuther Fürth","deBundesliga","22","1999","0.4","0","0","0","0","0","0","1","0.0","1","0","0","0","2","2","0","0",
"Nabil Fekir","frFRA","MF","Betis","esLa Liga","28","1993","31.0","43","29","5","25","13","7","36","19.4","29","14","0","14","7","50","7","0",
"Felipe","brBRA","DF","Atlético Madrid","esLa Liga","32","1989","16.7","20","15","11","8","1","8","18","44.4","10","17","11","6","28","48","77","0",
"Luiz Felipe","itITA","DF","Lazio","itSerie A","24","1997","27.7","41","23","21","16","4","20","34","58.8","14","40","33","7","33","74","102","1",
"João Félix","ptPOR","FW,MF","Atlético Madrid","esLa Liga","21","1999","14.0","5","2","1","4","0","1","5","20.0","4","4","1","3","7","12","8","0",
"Ohis Felix Uduokhai","deGER","DF","Augsburg","deBundesliga","23","1997","8.7","9","6","6","3","0","6","11","54.5","5","13","8","5","9","18","33","0",
"Kiko Femenía","esESP","DF","Watford","engPremier League","30","1991","23.8","35","22","23","10","2","21","37","56.8","16","24","8","16","37","72","51","0",
"Evan Ferguson","ieIRL","MF","Brighton","engPremier League","16","2004","0.3","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Nathan Ferguson","engENG","DF","Crystal Palace","engPremier League","20","2000","0.1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Bruno Fernandes","ptPOR","MF","Manchester Utd","engPremier League","26","1994","34.6","54","28","26","22","6","26","91","28.6","65","36","0","36","17","71","42","2",
"Edimilson Fernandes","chSUI","MF,FW","Arminia","deBundesliga","25","1996","3.1","2","0","1","1","0","1","4","25.0","3","2","2","0","2","4","6","0",
"Aitor Fernández","esESP","GK","Levante","esLa Liga","30","1991","13.0","2","1","2","0","0","2","2","100.0","0","0","0","0","0","2","7","0",
"Álex Fernández","esESP","MF","Cádiz","esLa Liga","28","1992","22.8","47","31","22","17","8","21","61","34.4","40","30","7","23","30","77","31","0",
"Álvaro Fernández","esESP","GK","Brentford","engPremier League","23","1998","12.0","0","0","0","0","0","0","0","","0","0","0","0","0","0","5","2",
"Federico Fernández","arARG","DF","Newcastle Utd","engPremier League","32","1989","5.8","3","0","3","0","0","2","5","40.0","3","10","10","0","4","7","28","0",
"Fernandinho","brBRA","MF,DF","Manchester City","engPremier League","36","1985","10.7","21","10","7","10","4","9","27","33.3","18","8","2","6","8","29","13","1",
"Fernando","brBRA","MF,DF","Sevilla","esLa Liga","34","1987","20.6","24","17","14","9","1","12","33","36.4","21","21","13","8","29","53","32","2",
"Alex Ferrari","itITA","DF","Sampdoria","itSerie A","27","1994","18.3","40","22","28","9","3","19","33","57.6","14","31","22","9","39","79","63","1",
"Salvador Ferrer","esESP","DF,MF","Spezia","itSerie A","23","1998","16.6","32","18","15","9","8","12","25","48.0","13","24","12","12","18","50","46","0",
"Jordan Ferri","frFRA","MF","Montpellier","frLigue 1","29","1992","32.3","55","35","28","23","4","29","87","33.3","58","21","5","16","30","85","35","0",
"Riccardo Fiamozzi","itITA","DF","Empoli","itSerie A","28","1993","6.9","7","5","2","2","3","2","4","50.0","2","6","5","1","7","14","12","0",
"Fidel","esESP","MF","Elche","esLa Liga","31","1989","25.1","44","23","18","17","9","14","57","24.6","43","9","1","8","7","51","20","0",
"Karol Fila","plPOL","DF","Strasbourg","frLigue 1","23","1998","6.2","10","8","5","4","1","4","8","50.0","4","7","2","5","4","14","6","0",
"Alfreð Finnbogason","isISL","FW","Augsburg","deBundesliga","32","1989","3.2","3","1","0","2","1","2","4","50.0","2","5","1","4","2","5","8","0",
"Luca Fiordilino","itITA","MF","Venezia","itSerie A","25","1996","7.3","21","13","11","6","4","13","27","48.1","14","14","4","10","11","32","12","0",
"Vincenzo Fiorillo","itITA","GK","Salernitana","itSerie A","31","1990","1.0","0","0","0","0","0","0","0","","0","0","0","0","0","0","1","0",
"Roberto Firmino","brBRA","FW","Liverpool","engPremier League","29","1991","11.0","23","14","5","8","10","3","16","18.8","13","20","0","20","4","27","3","0",
"Junior Firpo","doDOM","DF,MF","Leeds United","engPremier League","24","1996","19.0","61","29","30","26","5","31","59","52.5","28","22","6","16","24","85","37","0",
"Mark Flekken","nlNED","GK","Freiburg","deBundesliga","28","1993","32.0","0","0","0","0","0","0","2","0.0","2","1","0","1","2","2","10","1",
"Ashley Fletcher","engENG","FW","Watford","engPremier League","25","1995","0.3","2","1","1","1","0","1","1","100.0","0","1","1","0","0","2","0","0",
"Alexis Flips","frFRA","MF,DF","Reims","frLigue 1","21","2000","11.7","37","21","21","9","7","22","45","48.9","23","21","0","21","24","61","17","0",
"Alessandro Florenzi","itITA","DF,FW","Milan","itSerie A","30","1991","12.8","28","14","14","7","7","14","32","43.8","18","9","2","7","27","55","10","1",
"Phil Foden","engENG","FW","Manchester City","engPremier League","21","2000","23.6","16","8","10","4","2","7","17","41.2","10","9","0","9","11","27","5","0",
"Mamadou Fofana","mlMLI","DF","Metz","frLigue 1","23","1998","0.4","1","1","0","1","0","1","2","50.0","1","2","1","1","1","2","2","0",
"Seko Fofana","ciCIV","MF","Lens","frLigue 1","26","1995","37.3","27","19","11","13","3","12","58","20.7","46","24","2","22","26","53","17","1",
"Wesley Fofana","frFRA","DF","Leicester City","engPremier League","20","2000","7.0","12","8","11","1","0","7","11","63.6","4","5","2","3","12","24","26","1",
"Youssouf Fofana","frFRA","MF","Monaco","frLigue 1","22","1999","24.3","69","43","19","41","9","29","56","51.8","27","29","7","22","32","101","22","2",
"Thomas Foket","beBEL","DF,FW","Reims","frLigue 1","26","1994","24.8","28","19","12","13","3","18","40","45.0","22","26","4","22","33","61","35","0",
"Thomas Fontaine","mgMAD","DF","Lorient","frLigue 1","30","1991","1.9","2","0","1","0","1","0","1","0.0","1","3","3","0","2","4","4","0",
"José Fontán","esESP","DF","Celta Vigo","esLa Liga","21","2000","3.1","5","3","3","2","0","1","5","20.0","4","3","1","2","10","15","10","0",
"José Fonte","ptPOR","DF","Lille","frLigue 1","37","1983","38.0","23","12","14","7","2","11","25","44.0","14","39","32","7","44","67","159","1",
"Fernando Forestieri","itITA","FW,MF","Udinese","itSerie A","31","1990","0.6","0","0","0","0","0","0","1","0.0","1","1","0","1","0","0","1","0",
"Pablo Fornals","esESP","FW,MF","West Ham","engPremier League","25","1996","31.1","54","28","21","21","12","22","84","26.2","62","49","2","47","27","81","16","1",
"Emil Forsberg","seSWE","MF","RB Leipzig","deBundesliga","29","1991","19.0","21","12","2","11","8","7","22","31.8","15","18","0","18","2","23","2","1",
"Adam Forshaw","engENG","MF","Leeds United","engPremier League","29","1991","17.0","53","23","21","27","5","21","54","38.9","33","17","1","16","19","72","12","2",
"Marcus Forss","fiFIN","FW,MF","Brentford","engPremier League","22","1999","2.3","3","3","0","2","1","2","4","50.0","2","5","0","5","1","4","0","0",
"Fraser Forster","engENG","GK","Southampton","engPremier League","33","1988","19.0","1","0","1","0","0","0","1","0.0","1","0","0","0","0","1","23","2",
"Philipp Förster","deGER","MF,FW","Stuttgart","deBundesliga","26","1995","10.7","20","13","4","12","4","11","26","42.3","15","12","1","11","3","23","2","0",
"Francesco Forte","itITA","FW","Venezia","itSerie A","28","1993","4.7","3","2","0","2","1","2","5","40.0","3","1","0","1","0","3","2","0",
"Steven Fortes","cvCPV","DF","Lens","frLigue 1","29","1992","1.0","2","0","2","0","0","1","2","50.0","1","2","1","1","0","2","4","0",
"Ben Foster","engENG","GK","Watford","engPremier League","38","1983","26.0","0","0","0","0","0","0","3","0.0","3","0","0","0","0","0","9","4",
"Tariqe Fosu","ghGHA","DF","Brentford","engPremier League","25","1995","0.2","0","0","0","0","0","0","0","","0","1","0","1","0","0","0","0",
"Timothy Fosu-Mensah","nlNED","DF","Leverkusen","deBundesliga","23","1998","1.6","5","3","3","1","1","4","4","100.0","0","1","0","1","2","7","2","0",
"Dimitri Foulquier","frFRA","DF","Granada","esLa Liga","28","1993","2.0","0","0","0","0","0","0","1","0.0","1","2","1","1","1","1","2","0",
"Dimitri Foulquier","frFRA","DF","Valencia","esLa Liga","28","1993","26.0","36","17","17","15","4","21","34","61.8","13","19","3","16","29","65","49","0",
"Juan Foyth","arARG","DF","Villarreal","esLa Liga","23","1998","21.4","69","49","35","28","6","35","47","74.5","12","29","7","22","20","89","50","0",
"Gianluca Frabotta","itITA","DF,MF","Hellas Verona","itSerie A","22","1999","0.2","0","0","0","0","0","0","1","0.0","1","1","0","1","1","1","0","0",
"Raphael Framberger","deGER","DF","Augsburg","deBundesliga","25","1995","9.4","26","19","12","10","4","13","27","48.1","14","8","2","6","9","35","25","0",
"Przemysław Frankowski","plPOL","DF","Lens","frLigue 1","26","1995","27.2","57","39","22","27","8","36","74","48.6","38","27","0","27","28","85","52","0",
"Enric Franquesa","esESP","DF,FW","Levante","esLa Liga","24","1997","6.9","5","3","4","0","1","0","1","0.0","1","4","0","4","7","12","11","0",
"Fransérgio","brBRA","MF","Bordeaux","frLigue 1","30","1990","14.0","24","10","8","12","4","12","43","27.9","31","18","6","12","23","47","23","0",
"Ryan Fraser","sctSCO","FW,MF","Newcastle Utd","engPremier League","27","1994","16.3","10","3","5","3","2","5","13","38.5","8","11","1","10","11","21","11","0",
"Davide Frattesi","itITA","MF","Sassuolo","itSerie A","21","1999","31.7","46","16","26","18","2","26","52","50.0","26","44","12","32","29","75","62","1",
"Fred","brBRA","MF","Manchester Utd","engPremier League","28","1993","22.5","63","27","32","24","7","22","79","27.8","57","38","11","27","32","95","24","0",
"Ryan Fredericks","engENG","DF","West Ham","engPremier League","28","1992","3.4","2","2","2","0","0","0","1","0.0","1","2","1","1","4","6","6","0",
"Morten Frendrup","dkDEN","DF,MF","Genoa","itSerie A","20","2001","7.7","40","24","19","13","8","13","29","44.8","16","19","2","17","17","57","7","1",
"Remo Freuler","chSUI","MF","Atalanta","itSerie A","29","1992","26.3","69","39","22","33","14","30","70","42.9","40","48","8","40","35","104","26","1",
"Marvin Friedrich","deGER","DF","Gladbach","deBundesliga","25","1995","6.7","14","8","10","4","0","9","11","81.8","2","5","3","2","5","19","26","0",
"Marvin Friedrich","deGER","DF","Union Berlin","deBundesliga","25","1995","13.0","17","5","14","3","0","10","16","62.5","6","13","7","6","23","40","47","0",
"Jeremie Frimpong","nlNED","DF","Leverkusen","deBundesliga","20","2000","22.8","32","18","19","12","1","12","23","52.2","11","24","6","18","17","49","40","2",
"Christian Früchtl","deGER","GK","Bayern Munich","deBundesliga","21","2000","0.1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Jorge de Frutos","esESP","MF,FW","Levante","esLa Liga","24","1997","19.6","33","15","14","11","8","10","51","19.6","41","11","1","10","12","45","13","0",
"Leo Fuhr Hjelde","noNOR","MF,DF","Leeds United","engPremier League","17","2003","1.7","5","4","3","2","0","3","3","100.0","0","3","3","0","4","9","7","0",
"Chris Führich","deGER","FW,MF","Stuttgart","deBundesliga","23","1998","19.0","28","16","10","10","8","18","39","46.2","21","31","2","29","8","36","9","0",
"Angelo Fulgini","frFRA","MF,FW","Angers","frLigue 1","24","1996","32.5","35","25","8","18","9","14","44","31.8","30","21","5","16","22","57","5","1",
"Marius Funk","deGER","GK","Greuther Fürth","deBundesliga","25","1996","8.0","0","0","0","0","0","0","0","","0","0","0","0","0","0","8","1",
"Stephan Fürstner","deGER","MF","Mainz 05","deBundesliga","33","1987","0.1","0","0","0","0","0","0","2","0.0","2","0","0","0","0","0","1","0",
"Matteo Gabbia","itITA","DF","Milan","itSerie A","21","1999","6.0","4","3","1","3","0","0","4","0.0","4","2","2","0","8","12","12","0",
"Manolo Gabbiadini","itITA","FW,MF","Sampdoria","itSerie A","29","1991","12.7","6","4","3","2","1","1","7","14.3","6","5","2","3","3","9","10","0",
"Mijat Gaćinović","rsSRB","FW,MF","Hoffenheim","deBundesliga","26","1995","1.2","3","3","1","1","1","3","3","100.0","0","1","0","1","1","4","2","0",
"Gianluca Gaetano","itITA","MF","Napoli","itSerie A","21","2000","0.2","1","1","1","0","0","1","2","50.0","1","0","0","0","2","3","0","0",
"Luca Gagliano","itITA","FW,DF","Cagliari","itSerie A","21","2000","0.1","0","0","0","0","0","0","0","","0","1","0","1","0","0","1","0",
"Roberto Gagliardini","itITA","MF","Inter","itSerie A","27","1994","7.2","12","6","7","4","1","1","13","7.7","12","14","5","9","9","21","7","0",
"Riccardo Gagliolo","seSWE","DF","Salernitana","itSerie A","31","1990","12.6","23","12","16","4","3","16","27","59.3","11","15","8","7","28","51","52","0",
