Player, Nation, Position, Club, League, Age, YearBorn, 90s, Tkl, TklW, Def3rdTkl, Mid3rdTkl,Att3rdTkl,DribblersTkl,DribblersTklAtt,DribblersTkl%,DribblersTklLost,Blocks,ShotBlocks,PassBlocks,Interceptions, Interceptions+Tkl, Clearences, ErrorsLeadingToShot, Matches
"Arlind Ajeti","alALB","DF","Crotone","itSerie A","23","1993","14.1","42","23","25","14","3","18","30","60.0","12","27","15","12","34","76","82","0",
"Manuel Akanji","chSUI","DF","Dortmund","deBundesliga","22","1995","10.0","22","15","14","8","0","15","17","88.2","2","11","4","7","7","29","43","2",
"Nathan Aké","nlNED","DF","Bournemouth","engPremier League","22","1995","37.3","53","32","34","16","3","22","40","55.0","18","47","24","23","48","101","246","2",
"Ager Aketxe","esESP","MF","Athletic Club","esLa Liga","23","1993","0.4","1","1","1","0","0","1","2","50.0","1","1","0","1","1","2","0","0",
"Chadrac Akolo","cdCOD","MF,FW","Stuttgart","deBundesliga","22","1995","12.2","20","14","3","12","5","6","14","42.9","8","19","0","19","5","25","5","0",
"Kevin Akpoguma","ngNGA","DF","Hoffenheim","deBundesliga","22","1995","18.8","47","39","29","16","2","24","35","68.6","11","18","4","14","22","69","60","1",
"David Alaba","atAUT","DF","Bayern Munich","deBundesliga","25","1992","17.2","23","14","11","9","3","14","20","70.0","6","21","6","15","10","33","23","0",
"Lucas Alario","arARG","FW","Leverkusen","deBundesliga","24","1992","17.2","16","10","2","12","2","3","8","37.5","5","17","4","13","4","20","16","0",
"David Alba","esESP","DF","Getafe","esLa Liga","18","1999","0.7","1","1","1","0","0","1","1","100.0","0","0","0","0","0","1","7","1",
"Jordi Alba","esESP","DF","Barcelona","esLa Liga","28","1989","30.5","63","42","35","22","6","26","52","50.0","26","34","5","29","68","131","67","1",
"Raúl Albentosa","esESP","DF","La Coruña","esLa Liga","28","1988","19.4","13","6","9","4","0","7","20","35.0","13","26","19","7","26","39","92","1",
"Luis Alberto","esESP","FW,MF","Lazio","itSerie A","24","1992","29.7","39","28","8","23","8","10","44","22.7","34","30","2","28","16","55","7","0",
"Raúl Albiol","esESP","DF","Napoli","itSerie A","31","1985","30.5","29","19","15","14","0","13","19","68.4","6","18","13","5","32","61","129","1",
"Miiko Albornoz","clCHI","DF,MF","Hannover 96","deBundesliga","26","1990","7.8","24","20","17","4","3","11","16","68.8","5","15","2","13","5","29","23","0",
"Marc Albrighton","engENG","MF,FW","Leicester City","engPremier League","27","1989","28.2","52","33","16","29","7","16","52","30.8","36","32","4","28","27","79","34","0",
"Paco Alcácer","esESP","MF,FW","Barcelona","esLa Liga","23","1993","7.7","4","3","0","2","2","0","6","0.0","6","5","0","5","11","15","3","0",
"Pedro Alcalá","esESP","DF","Girona","esLa Liga","28","1989","7.7","9","5","5","4","0","1","3","33.3","2","7","3","4","14","23","41","0",
"Thiago Alcántara","esESP","MF,FW","Bayern Munich","deBundesliga","26","1991","13.9","45","35","11","25","9","15","26","57.7","11","22","3","19","27","72","6","1",
"David Alcibiade","frFRA","DF","Nantes","frLigue 1","25","1991","2.3","9","5","5","3","1","2","4","50.0","2","5","3","2","7","16","8","0",
"Toby Alderweireld","beBEL","DF","Tottenham","engPremier League","28","1989","13.1","19","13","7","11","1","8","15","53.3","7","11","5","6","4","23","55","0",
"Steve Aldo One","cmCMR","DF","La Coruña","esLa Liga","22","1995","1.0","1","0","0","1","0","0","0","","0","0","0","0","0","1","7","0",
"Álex Alegría","esESP","FW","Levante","esLa Liga","24","1992","7.0","8","5","1","3","4","2","6","33.3","4","7","0","7","4","12","9","0",
"Iván Alejo","esESP","MF,FW","Eibar","esLa Liga","22","1995","12.2","20","16","4","9","7","1","10","10.0","9","9","0","9","5","25","1","0",
"Alexander","arARG","MF,FW","Leganés","esLa Liga","28","1988","11.8","14","11","2","11","1","2","12","16.7","10","11","0","11","22","36","4","0",
"Trent Alexander-Arnold","engENG","DF","Liverpool","engPremier League","18","1998","17.5","37","25","23","9","5","22","36","61.1","14","20","5","15","28","65","46","1",
"Alexis","esESP","DF","Alavés","esLa Liga","31","1985","24.3","33","24","24","7","2","20","45","44.4","25","28","14","14","30","63","114","3",
"Alisson","brBRA","GK","Roma","itSerie A","24","1992","37.0","1","0","1","0","0","0","1","0.0","1","0","0","0","2","3","22","4",
"Allan","brBRA","MF","Napoli","itSerie A","26","1991","31.7","107","68","24","65","18","36","104","34.6","68","52","3","49","28","135","16","0",
"Joe Allen","wlsWAL","MF","Stoke City","engPremier League","27","1990","34.9","96","62","41","43","12","27","87","31.0","60","43","9","34","58","154","68","1",
"Dele Alli","engENG","MF,FW","Tottenham","engPremier League","21","1996","32.9","46","30","15","21","10","8","34","23.5","26","33","7","26","19","65","22","1",
"Júnior Alonso","pyPAR","DF","Lille","frLigue 1","24","1993","30.9","58","31","36","22","0","28","50","56.0","22","26","16","10","56","114","153","1",
"José Alonso Lara","esESP","MF","Sevilla","esLa Liga","17","2000","0.1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Marcos Alonso","esESP","DF,MF","Chelsea","engPremier League","26","1990","31.7","51","33","30","18","3","23","44","52.3","21","36","5","31","47","98","76","1",
"Ricky Álvarez","arARG","MF","Sampdoria","itSerie A","29","1988","3.0","4","2","1","3","0","1","4","25.0","3","5","0","5","2","6","3","0",
"Sergio Álvarez","esESP","GK","Celta Vigo","esLa Liga","30","1986","16.4","0","0","0","0","0","0","1","0.0","1","1","0","1","0","0","11","1",
"Yeray Álvarez","esESP","DF","Athletic Club","esLa Liga","22","1995","7.5","12","7","8","4","0","6","9","66.7","3","8","2","6","11","23","18","0",
"Dani Alves","brBRA","DF","Paris S-G","frLigue 1","34","1983","22.9","80","57","45","27","8","33","58","56.9","25","24","3","21","28","108","21","0",
"Ibrahim Amadou","frFRA","MF,DF","Lille","frLigue 1","24","1993","26.7","43","29","24","19","0","14","27","51.9","13","30","13","17","41","84","70","3",
"Eloi Amagat","esESP","MF","Girona","esLa Liga","32","1985","0.2","0","0","0","0","0","0","1","0.0","1","0","0","0","0","0","0","0",
"Morgan Amalfitano","frFRA","MF,FW","Rennes","frLigue 1","32","1985","8.3","8","5","3","3","2","2","5","40.0","3","6","0","6","4","12","7","0",
"Romain Amalfitano","frFRA","MF","Dijon","frLigue 1","27","1989","30.0","59","37","18","38","3","25","69","36.2","44","29","7","22","85","144","35","2",
"Daniel Amartey","ghGHA","DF","Leicester City","engPremier League","22","1994","5.4","8","4","7","1","0","3","7","42.9","4","7","3","4","7","15","21","1",
"Jordi Amat","idIDN","DF,MF","Betis","esLa Liga","25","1992","22.7","32","23","15","16","1","11","24","45.8","13","14","4","10","38","70","77","2",
"Amath","snSEN","MF,FW","Getafe","esLa Liga","21","1996","31.8","78","53","32","28","18","24","89","27.0","65","36","3","33","33","111","20","0",
"Jordan Amavi","frFRA","DF","Marseille","frLigue 1","23","1994","24.4","52","35","32","12","8","23","56","41.1","33","28","11","17","45","97","86","1",
"Stephan Ambrosius","ghGHA","DF","Hamburger SV","deBundesliga","18","1998","0.5","0","0","0","0","0","0","0","","0","2","1","1","1","1","4","0",
"Kelvin Amian","frFRA","DF","Toulouse","frLigue 1","19","1998","35.0","59","43","45","10","4","22","31","71.0","9","25","7","18","45","104","127","1",
"Nadiem Amiri","deGER","MF","Hoffenheim","deBundesliga","20","1996","19.4","39","26","13","21","5","19","42","45.2","23","33","4","29","17","56","7","0",
"Ethan Ampadu","wlsWAL","DF","Chelsea","engPremier League","16","2000","0.1","1","1","0","1","0","0","0","","0","0","0","0","0","1","2","0",
"Nordin Amrabat","maMAR","FW","Watford","engPremier League","30","1987","2.2","6","3","1","5","0","1","3","33.3","2","1","0","1","0","6","2","0",
"Nordin Amrabat","maMAR","FW,MF","Leganés","esLa Liga","30","1987","18.0","19","10","5","10","4","5","17","29.4","12","13","0","13","5","24","2","0",
"Jon Ander Serantes","esESP","GK","Leganés","esLa Liga","27","1989","1.0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","1",
"Joachim Andersen","dkDEN","DF","Sampdoria","itSerie A","21","1996","6.1","8","3","6","2","0","4","4","100.0","0","6","4","2","9","17","41","1",
"Felipe Anderson","brBRA","FW,MF","Lazio","itSerie A","24","1993","12.9","34","21","7","11","16","6","35","17.1","29","17","0","17","11","45","8","1",
"Florin Andone","roROU","FW","La Coruña","esLa Liga","24","1993","18.2","9","7","4","4","1","4","17","23.5","13","9","2","7","3","12","12","0",
"Nícolas Andrade","brBRA","GK","Hellas Verona","itSerie A","29","1988","36.0","2","1","2","0","0","1","4","25.0","3","2","0","2","2","4","16","7",
"Benjamin André","frFRA","MF","Rennes","frLigue 1","26","1990","33.5","93","54","36","50","7","43","113","38.1","70","56","4","52","57","150","96","1",
"Marco Andreolli","itITA","DF","Cagliari","itSerie A","31","1986","20.3","25","17","20","4","1","12","20","60.0","8","24","17","7","30","55","139","0",
"Yoann Andreu","frFRA","DF","Angers","frLigue 1","28","1989","23.0","48","30","40","6","2","16","39","41.0","23","23","5","18","37","85","75","1",
"Miguel Ángel Guerrero","esESP","FW","Leganés","esLa Liga","27","1990","16.0","7","5","0","2","5","1","11","9.1","10","11","0","11","9","16","16","0",
"José Ángel","esESP","DF","Eibar","esLa Liga","27","1989","27.0","61","44","36","19","6","38","58","65.5","20","31","1","30","38","99","76","0",
"Miguel Ángel Moyá","esESP","GK","Real Sociedad","esLa Liga","33","1984","8.5","0","0","0","0","0","0","1","0.0","1","0","0","0","2","2","7","0",
"Miguel Ángel Rubio","esESP","DF","Getafe","esLa Liga","19","1998","0.3","0","0","0","0","0","0","0","","0","0","0","0","0","0","1","0",
"Gabriele Angella","itITA","DF","Udinese","itSerie A","28","1989","9.9","15","13","11","3","1","8","11","72.7","3","11","9","2","21","36","66","0",
"Cristian Ansaldi","arARG","DF","Torino","itSerie A","30","1986","20.8","49","33","25","20","4","14","37","37.8","23","23","5","18","20","69","61","0",
"Luca Antei","itITA","DF","Benevento","itSerie A","25","1992","6.6","19","14","12","7","0","6","11","54.5","5","10","8","2","26","45","35","0",
"Mirco Antenucci","itITA","FW","SPAL","itSerie A","32","1984","28.6","16","13","6","8","2","0","21","0.0","21","14","0","14","11","27","15","0",
"Waldemar Anton","deGER","DF,MF","Hannover 96","deBundesliga","21","1996","25.3","65","49","39","21","5","41","65","63.1","24","56","27","29","39","104","112","3",
"Luca Antonelli","itITA","DF,FW","Milan","itSerie A","30","1987","1.6","1","1","0","0","1","0","2","0.0","2","1","0","1","1","2","8","0",
"Michail Antonio","jmJAM","FW,MF","West Ham","engPremier League","27","1990","15.0","15","9","7","6","2","4","14","28.6","10","14","0","14","13","28","16","0",
"Mirko Antonucci","itITA","FW","Roma","itSerie A","18","1999","0.3","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Vitorino Antunes","ptPOR","DF","Getafe","esLa Liga","30","1987","31.1","58","44","42","14","2","38","74","51.4","36","31","3","28","58","116","89","1",
"Dennis Aogo","deGER","MF,DF","Stuttgart","deBundesliga","30","1987","21.7","35","26","17","18","0","14","22","63.6","8","27","3","24","29","64","27","1",
"Houssem Aouar","dzALG","MF,FW","Lyon","frLigue 1","19","1998","27.0","66","42","22","39","5","20","66","30.3","46","30","0","30","39","105","34","0",
"Alberto Aquilani","itITA","MF","Las Palmas","esLa Liga","33","1984","14.4","33","19","13","17","3","11","31","35.5","20","20","4","16","23","56","23","0",
"Mauro Arambarri","uyURU","MF","Getafe","esLa Liga","21","1995","23.6","56","41","19","30","7","14","47","29.8","33","26","3","23","25","81","36","0",
"Guilherme Arana","brBRA","DF","Sevilla","esLa Liga","20","1997","2.1","4","2","3","1","0","1","1","100.0","0","0","0","0","5","9","8","0",
"Charles Aránguiz","clCHI","MF","Leverkusen","deBundesliga","28","1989","25.6","75","61","17","50","8","33","62","53.2","29","46","5","41","48","123","27","2",
"Luiz Araújo","brBRA","FW,MF","Lille","frLigue 1","21","1996","22.4","41","31","23","17","1","10","47","21.3","37","24","0","24","16","57","11","1",
"Sergio Araujo","arARG","MF,FW","Las Palmas","esLa Liga","25","1992","0.4","3","2","0","0","3","1","1","100.0","0","0","0","0","0","3","0","0",
"Anaitz Arbilla","esESP","DF","Eibar","esLa Liga","30","1987","26.8","38","30","24","12","2","21","40","52.5","19","21","10","11","78","116","108","2",
"Alphonse Areola","frFRA","GK","Paris S-G","frLigue 1","24","1993","34.0","0","0","0","0","0","0","1","0.0","1","0","0","0","0","0","7","4",
"Scott Arfield","caCAN","MF,FW","Burnley","engPremier League","28","1988","14.8","36","26","20","13","3","19","44","43.2","25","22","1","21","11","47","24","0",
"Samuel Armenteros","seSWE","FW","Benevento","itSerie A","27","1990","4.8","4","2","1","3","0","0","3","0.0","3","1","1","0","1","5","3","0",
"Yoël Armougom","frFRA","DF,MF","Caen","frLigue 1","19","1998","1.5","2","1","0","1","1","1","1","100.0","0","1","1","0","1","3","2","1",
"José Arnaiz","esESP","MF","Barcelona","esLa Liga","22","1995","0.1","1","1","0","1","0","0","0","","0","0","0","0","0","1","0","0",
"Marko Arnautović","atAUT","FW,MF","West Ham","engPremier League","28","1989","25.7","21","16","9","8","4","7","19","36.8","12","20","3","17","13","34","35","0",
"Maximilian Arnold","deGER","MF","Wolfsburg","deBundesliga","23","1994","27.3","51","41","23","23","5","25","57","43.9","32","31","4","27","28","79","34","0",
"Jann-Fiete Arp","deGER","FW,MF","Hamburger SV","deBundesliga","17","2000","9.4","7","5","0","3","4","1","7","14.3","6","6","0","6","2","9","7","0",
"Alejandro Arribas","esESP","DF","La Coruña","esLa Liga","28","1989","3.0","2","2","1","1","0","1","5","20.0","4","5","3","2","6","8","8","0",
"Sergio Arribas","esESP","MF","Leganés","esLa Liga","22","1995","0.3","2","2","2","0","0","2","2","100.0","0","0","0","0","1","3","0","0",
"Kepa Arrizabalaga","esESP","GK","Athletic Club","esLa Liga","22","1994","30.0","0","0","0","0","0","0","2","0.0","2","0","0","0","2","2","6","2",
"Harry Arter","ieIRL","MF","Bournemouth","engPremier League","27","1989","10.7","19","16","10","7","2","6","23","26.1","17","18","5","13","9","28","6","0",
"Aythami Artiles","esESP","DF","Las Palmas","esLa Liga","31","1986","2.0","2","2","2","0","0","0","1","0.0","1","2","1","1","2","4","19","0",
"Kwadwo Asamoah","ghGHA","DF","Juventus","itSerie A","28","1988","17.4","28","21","12","14","2","15","23","65.2","8","11","0","11","18","46","30","0",
"Takuma Asano","jpJPN","FW,MF","Stuttgart","deBundesliga","22","1994","8.0","7","5","3","3","1","2","8","25.0","6","7","0","7","3","10","2","0",
"Santiago Ascacíbar","arARG","MF","Stuttgart","deBundesliga","20","1997","26.5","91","65","41","43","7","41","74","55.4","33","45","10","35","47","138","38","1",
"Sergio Asenjo","esESP","GK","Villarreal","esLa Liga","28","1989","23.0","2","2","2","0","0","1","5","20.0","4","0","0","0","0","2","11","2",
"Marco Asensio","esESP","FW,MF","Real Madrid","esLa Liga","21","1996","20.5","26","17","7","13","6","11","26","42.3","15","15","0","15","9","35","2","0",
"Iago Aspas","esESP","FW","Celta Vigo","esLa Liga","29","1987","32.6","26","22","10","10","6","5","34","14.7","29","15","1","14","23","49","11","1",
"Benoît Assou-Ekotto","cmCMR","DF","Metz","frLigue 1","33","1984","11.7","12","9","5","6","1","5","15","33.3","10","7","4","3","46","58","21","0",
"Simon Asta","deGER","MF","Augsburg","deBundesliga","16","2001","0.1","2","1","2","0","0","2","2","100.0","0","1","0","1","0","2","0","0",
"Davide Astori","itITA","DF","Fiorentina","itSerie A","30","1987","25.0","47","31","33","13","1","18","29","62.1","11","29","17","12","51","98","131","2",
"Christian Atsu","ghGHA","FW,MF","Newcastle Utd","engPremier League","25","1992","19.8","17","16","10","7","0","7","20","35.0","13","35","5","30","13","30","27","1",
"Pierre-Emerick Aubameyang","gaGAB","FW","Arsenal","engPremier League","28","1989","11.7","5","4","3","2","0","1","7","14.3","6","14","1","13","3","8","7","0",
"Pierre-Emerick Aubameyang","gaGAB","FW","Dortmund","deBundesliga","28","1989","15.7","5","5","1","1","3","2","8","25.0","6","16","1","15","3","8","1","0",
"Jean-Kévin Augustin","frFRA","FW","RB Leipzig","deBundesliga","20","1997","14.1","16","11","4","11","1","3","7","42.9","4","17","1","16","4","20","4","0",
"Ludwig Augustinsson","seSWE","DF,FW","Werder Bremen","deBundesliga","23","1994","28.1","45","34","22","20","3","22","32","68.8","10","25","3","22","39","84","53","0",
"Yann Aurel Bisseck","deGER","DF,MF","Köln","deBundesliga","16","2000","1.7","2","2","2","0","0","1","1","100.0","0","1","1","0","3","5","8","0",
"Serge Aurier","ciCIV","DF","Tottenham","engPremier League","24","1992","15.9","48","27","27","13","8","11","31","35.5","20","20","1","19","31","79","54","1",
"Charlie Austin","engENG","FW","Southampton","engPremier League","28","1989","11.5","7","5","1","3","3","3","10","30.0","7","15","3","12","1","8","10","0",
"Danilo Avelar","brBRA","DF","Amiens","frLigue 1","28","1989","19.2","41","33","27","9","5","14","45","31.1","31","16","7","9","37","78","83","1",
"Felipe Avenatti","uyURU","FW","Bologna","itSerie A","24","1993","5.2","6","4","1","5","0","1","2","50.0","1","7","1","6","1","7","6","0",
"Durel Avounou","cgCGO","DF,MF","Caen","frLigue 1","19","1997","7.2","16","11","6","9","1","5","17","29.4","12","12","1","11","10","26","25","0",
"Chidozie Awaziem","ngNGA","DF","Nantes","frLigue 1","20","1997","16.8","43","30","33","10","0","28","40","70.0","12","18","11","7","16","59","97","0",
"André Ayew","ghGHA","MF,FW","West Ham","engPremier League","27","1989","9.9","19","14","6","10","3","6","19","31.6","13","5","0","5","4","23","3","0",
"André Ayew","ghGHA","MF,FW","Swansea City","engPremier League","27","1989","10.6","15","10","3","10","2","2","13","15.4","11","13","1","12","5","20","8","0",
"Jordan Ayew","ghGHA","FW,MF","Swansea City","engPremier League","25","1991","31.7","82","60","20","35","27","15","54","27.8","39","43","3","40","24","106","20","1",
"Karim Azamoum","frFRA","MF","Troyes","frLigue 1","27","1990","25.0","84","57","41","37","6","27","68","39.7","41","30","11","19","26","110","61","3",
"César Azpilicueta","esESP","DF","Chelsea","engPremier League","27","1989","37.0","80","59","47","26","7","27","54","50.0","27","48","22","26","54","134","135","1",
"Ludovic Baal","gfGUF","DF","Rennes","frLigue 1","31","1986","12.9","41","27","29","8","4","13","35","37.1","22","13","2","11","15","56","37","1",
"Khouma Babacar","snSEN","FW","Fiorentina","itSerie A","24","1993","5.0","4","4","3","0","1","2","4","50.0","2","0","0","0","2","6","5","0",
"Khouma Babacar","snSEN","FW","Sassuolo","itSerie A","24","1993","8.3","10","6","2","4","4","2","6","33.3","4","8","0","8","3","13","1","0",
"Carlos Bacca","coCOL","FW","Villarreal","esLa Liga","30","1986","27.7","10","2","2","4","4","1","12","8.3","11","16","1","15","8","18","16","0",
"Milan Badelj","hrCRO","MF","Fiorentina","itSerie A","28","1989","26.1","71","41","26","38","7","28","71","39.4","43","48","2","46","71","142","52","3",
"Holger Badstuber","deGER","DF,MF","Stuttgart","deBundesliga","28","1989","24.1","44","32","29","14","1","22","39","56.4","17","27","14","13","41","85","111","4",
"Dylan Bahamboula","cgCGO","FW,MF","Dijon","frLigue 1","22","1995","0.3","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Farès Bahlouli","frFRA","MF,FW","Lille","frLigue 1","22","1995","3.4","10","8","4","3","3","2","7","28.6","5","7","0","7","1","11","1","0",
"Stéphane Bahoken","cmCMR","FW","Strasbourg","frLigue 1","25","1992","18.5","16","11","3","8","5","4","22","18.2","18","18","1","17","9","25","1","0",
"Daniel Baier","deGER","MF","Augsburg","deBundesliga","33","1984","28.2","83","62","38","40","5","46","83","55.4","37","26","5","21","57","140","41","1",
"Leon Bailey","jmJAM","FW,DF","Leverkusen","deBundesliga","19","1997","24.6","16","12","7","4","5","8","13","61.5","5","28","0","28","15","31","6","0",
"Eric Bailly","ciCIV","DF","Manchester Utd","engPremier League","23","1994","11.1","17","10","10","5","2","5","12","41.7","7","11","6","5","25","42","58","1",
"Leighton Baines","engENG","DF","Everton","engPremier League","32","1984","21.2","25","13","18","3","4","9","14","64.3","5","18","6","12","25","50","56","0",
"Riad Bajić","baBIH","FW,MF","Udinese","itSerie A","23","1994","0.9","0","0","0","0","0","0","0","","0","0","0","0","0","0","3","0",
"Marvin Bakalorz","deGER","MF","Hannover 96","deBundesliga","27","1989","22.8","44","25","19","23","2","22","37","59.5","15","38","7","31","20","64","46","1",
"Cédric Bakambu","cdCOD","FW","Villarreal","esLa Liga","26","1991","14.0","10","7","3","6","1","1","7","14.3","6","9","1","8","3","13","27","0",
"Tiemoué Bakayoko","frFRA","MF","Chelsea","engPremier League","22","1994","23.6","64","41","25","32","7","16","48","33.3","32","23","6","17","37","101","38","4",
"Zakaria Bakkali","beBEL","FW,MF","La Coruña","esLa Liga","21","1996","10.1","12","10","7","4","1","4","14","28.6","10","5","0","5","4","16","6","0",
"Ridle Baku","deGER","MF","Mainz 05","deBundesliga","19","1998","2.6","3","3","1","1","1","0","1","0.0","1","3","0","3","3","6","2","0",
"Keita Baldé","snSEN","FW,MF","Monaco","frLigue 1","22","1995","16.4","12","8","5","6","1","1","11","9.1","10","10","1","9","6","18","5","0",
"Sam Baldock","engENG","FW","Brighton","engPremier League","28","1989","0.4","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Gareth Bale","wlsWAL","FW,MF","Real Madrid","esLa Liga","28","1989","20.0","19","13","7","8","4","3","14","21.4","11","13","1","12","12","31","18","0",
"Mikel Balenziaga","esESP","DF","Athletic Club","esLa Liga","29","1988","17.2","34","24","17","13","4","15","27","55.6","12","24","5","19","17","51","61","0",
"Andrija Balić","hrCRO","MF","Udinese","itSerie A","19","1997","12.0","18","9","5","12","1","8","27","29.6","19","6","3","3","16","34","13","0",
"Iván Balliu","alALB","DF","Metz","frLigue 1","25","1992","21.7","34","22","22","6","6","12","28","42.9","16","23","9","14","27","61","64","1",
"Fodé Ballo-Touré","snSEN","DF","Lille","frLigue 1","20","1997","22.8","50","36","29","16","5","21","47","44.7","26","27","2","25","28","78","47","1",
"Florent Balmont","frFRA","MF","Dijon","frLigue 1","37","1980","9.6","14","9","4","9","1","4","25","16.0","21","15","1","14","8","22","5","0",
"Leon Balogun","ngNGA","DF","Mainz 05","deBundesliga","29","1988","13.0","39","32","27","11","1","22","31","71.0","9","21","9","12","32","71","64","0",
"Mario Balotelli","itITA","FW","Nice","frLigue 1","26","1990","25.2","7","4","1","3","3","0","6","0.0","6","9","2","7","8","15","26","0",
"Abdoulaye Bamba","ciCIV","DF","Angers","frLigue 1","27","1990","17.0","29","22","23","6","0","16","30","53.3","14","8","1","7","11","40","52","0",
