Name, Nation, Position, Club, League, Age, YearBorn,MP,Mins,Mn/MP,Min%, 90s,Starts,Mn/Start,CompleteMatches,Subs,Mn/Sub, unusedSub, PointsPerMatch, GoalsScoredOnPitch,GoalsAllowedOnPitch,Scored-Allowed, Scored-Allowed90,gOnOffPlusMinus90,XgGoalsScoredOnPitch,XgGoalsAllowedOnPitch,XgScored-Allowed, XgScored-Allowed90, XgOnOffPlusMinus90
"Eberechi Eze","engENG","MF","Crystal Palace","engPremier League","22","1998","34","2,559","75","74.8","28.4","29","84","19","5","24","2","1.24","30","51","-21","-0.74","-0.32","25.3","43.8","-18.5","-0.65","-0.06",
"Brooklyn Ezeh","deGER","DF,MF","Schalke 04","deBundesliga","19","2001","0","","","","","0","","0","0","","3","","","","","","","","","","","",
"Jokin Ezkieta","esESP","GK","Athletic Club","esLa Liga","23","1996","1","90","90","2.6","1.0","1","90","1","0","","36","0.00","0","2","-2","-2.00","-2.16","0.5","1.0","-0.5","-0.54","-0.70",
"Łukasz Fabiański","plPOL","GK","West Ham","engPremier League","35","1985","35","3,150","90","92.1","35.0","35","90","35","0","","0","1.69","57","44","+13","+0.37","-0.30","49.1","46.7","+2.4","+0.07","-1.36",
"Fabinho","brBRA","DF,MF","Liverpool","engPremier League","26","1993","30","2,567","86","75.1","28.5","28","90","27","2","24","0","1.87","53","29","+24","+0.84","+0.63","51.3","33.5","+17.8","+0.63","-0.08",
"Fábio","brBRA","DF","Nantes","frLigue 1","30","1990","22","1,507","69","44.1","16.7","19","76","11","3","20","7","1.00","16","25","-9","-0.54","-0.58","19.5","21.9","-2.3","-0.14","-0.03",
"Arnau Fàbrega","esESP","GK","Granada","esLa Liga","20","2000","0","","","","","0","","0","0","","19","","","","","","","","","","","",
"Cesc Fàbregas","esESP","MF,FW","Monaco","frLigue 1","33","1987","21","877","42","25.6","9.7","7","70","0","14","28","5","1.76","25","9","+16","+1.64","+1.00","21.2","8.4","+12.8","+1.31","+0.56",
"Fabricio","esESP","GK","Fulham","engPremier League","32","1987","0","","","","","0","","","0","","8","","","","","","","","","","","",
"Bandiougou Fadiga","frFRA","FW,MF","Paris S-G","frLigue 1","19","2001","6","63","11","1.8","0.7","0","","0","6","11","9","3.00","4","0","+4","+5.71","+4.27","2.6","0.9","+1.7","+2.35","+1.33",
"Bandiougou Fadiga","frFRA","MF,FW","Brest","frLigue 1","19","2001","4","43","11","1.3","0.5","0","","0","4","11","9","0.25","1","2","-1","-2.09","-1.69","1.1","1.0","+0.1","+0.17","+0.39",
"Wout Faes","beBEL","DF","Reims","frLigue 1","22","1998","33","2,899","88","84.8","32.2","33","88","31","0","","0","1.21","39","41","-2","-0.06","+0.97","27.7","47.1","-19.4","-0.60","+0.58",
"Nicolò Fagioli","itITA","MF","Juventus","itSerie A","19","2001","1","21","21","0.6","0.2","0","","0","1","21","16","3.00","0","0","0","0.00","-1.03","0.6","0.3","+0.3","+1.27","+0.35",
"Ralf Fährmann","deGER","GK","Schalke 04","deBundesliga","31","1988","22","1,876","85","61.3","20.8","22","85","20","0","","2","0.55","18","50","-32","-1.54","+0.67","18.2","41.0","-22.7","-1.09","+0.26",
"Romain Faivre","frFRA","MF,FW","Brest","frLigue 1","22","1998","36","2,891","80","84.5","32.1","33","86","19","3","22","0","1.11","40","58","-18","-0.56","-0.90","41.9","49.9","-8.0","-0.25","-0.24",
"Simon Falette","gnGUI","DF","Eint Frankfurt","deBundesliga","28","1992","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Fali","esESP","DF,MF","Cádiz","esLa Liga","26","1993","34","2,637","78","77.1","29.3","29","87","23","5","25","2","1.24","28","44","-16","-0.55","+0.14","27.3","43.0","-15.7","-0.53","+0.04",
"Boubacar Fall","snSEN","GK","Saint-Étienne","frLigue 1","19","2001","0","","","","","0","","","0","","4","","","","","","","","","","","",
"Oussama Falouh","maMAR","DF","Angers","frLigue 1","21","1999","0","","","","","0","","","0","","3","","","","","","","","","","","",
"Iago Falque","esESP","FW,MF","Torino","itSerie A","30","1990","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Iago Falque","esESP","MF,FW","Benevento","itSerie A","30","1990","11","358","33","10.5","4.0","4","60","0","7","17","6","0.55","6","7","-1","-0.25","+0.75","5.9","8.4","-2.5","-0.64","-0.02",
"Andri Fannar Baldursson","isISL","MF","Bologna","itSerie A","18","2002","8","217","27","6.3","2.4","1","64","0","7","22","28","0.50","4","6","-2","-0.83","-0.49","3.4","5.8","-2.4","-1.01","-0.85",
"Paolo Faragò","itITA","DF","Bologna","itSerie A","27","1993","1","23","23","0.7","0.3","0","","0","1","23","9","0.00","1","0","+1","+3.91","+4.31","0.7","0.5","+0.2","+0.82","+1.04",
"Paolo Faragò","itITA","DF","Cagliari","itSerie A","27","1993","8","369","46","10.8","4.1","4","81","2","4","11","2","0.75","3","5","-2","-0.49","-0.07","5.7","10.1","-4.4","-1.07","-0.77",
"Davide Faraoni","itITA","DF","Hellas Verona","itSerie A","28","1991","34","2,891","85","84.5","32.1","33","86","28","1","45","0","1.12","34","38","-4","-0.12","-0.46","37.4","40.1","-2.7","-0.09","+0.12",
"Simone Farelli","itITA","GK","Roma","itSerie A","37","1983","0","","","","","0","","0","0","","19","","","","","","","","","","","",
"Mohamed Fares","dzALG","DF","Lazio","itSerie A","24","1996","21","1,139","54","33.3","12.7","12","68","3","9","36","6","1.71","17","21","-4","-0.32","-0.71","17.8","18.0","-0.2","-0.02","-0.45",
"Diego Farias","brBRA","FW","Spezia","itSerie A","30","1990","29","1,514","52","44.3","16.8","17","72","5","12","24","4","1.00","28","31","-3","-0.18","+0.62","22.8","30.8","-7.9","-0.47","+0.04",
"Wuilker Faríñez","veVEN","GK","Lens","frLigue 1","22","1998","3","107","36","3.1","1.2","1","90","1","2","9","35","2.00","1","3","-2","-1.68","-1.76","2.2","2.3","-0.1","-0.07","-0.33",
"Noah Fatar","frFRA","FW,MF","Angers","frLigue 1","18","2002","2","21","11","0.6","0.2","0","","0","2","11","5","0.50","0","1","-1","-4.29","-3.84","0.1","0.3","-0.2","-0.86","-0.58",
"Ansu Fati","esESP","FW","Barcelona","esLa Liga","17","2002","7","431","62","12.6","4.8","6","67","0","1","29","0","1.57","10","5","+5","+1.04","-0.22","7.9","5.4","+2.5","+0.51","-0.40",
"Julien Faussurier","frFRA","DF","Brest","frLigue 1","33","1987","17","955","56","27.9","10.6","9","88","7","8","20","12","1.00","18","19","-1","-0.09","+0.45","16.2","12.9","+3.3","+0.31","+0.73",
"Andrea Favilli","itITA","FW","Hellas Verona","itSerie A","23","1997","11","339","31","9.9","3.8","2","75","1","9","21","7","1.36","3","2","+1","+0.27","+0.35","5.9","5.1","+0.8","+0.21","+0.35",
"Federico Fazio","arARG","DF","Roma","itSerie A","33","1987","6","406","68","11.9","4.5","5","80","3","1","4","17","1.17","5","8","-3","-0.67","-1.05","5.4","8.9","-3.5","-0.78","-1.47",
"Adrian Fein","deGER","MF","Bayern Munich","deBundesliga","21","1999","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Nabil Fekir","frFRA","MF,FW","Betis","esLa Liga","27","1993","33","2,622","79","76.7","29.1","33","79","17","0","","0","1.64","39","37","+2","+0.07","+0.29","38.7","32.5","+6.2","+0.21","+0.65",
"Yassin Fekir","frFRA","FW","Betis","esLa Liga","23","1997","0","","","","","0","","0","0","","13","","","","","","","","","","","",
"Felipe","brBRA","DF","Atlético Madrid","esLa Liga","31","1989","31","2,057","66","60.1","22.9","23","86","20","8","10","6","2.29","36","18","+18","+0.79","-0.80","29.3","25.0","+4.3","+0.19","-0.57",
"Luiz Felipe","itITA","DF","Lazio","itSerie A","23","1997","14","909","65","26.6","10.1","10","77","4","4","35","2","1.79","19","12","+7","+0.69","+0.73","12.9","11.1","+1.8","+0.18","-0.15",
"Lucas Felippe","brBRA","MF","Hellas Verona","itSerie A","20","2000","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"João Félix","ptPOR","FW,MF","Atlético Madrid","esLa Liga","20","1999","31","1,572","51","46.0","17.5","14","73","3","17","33","0","2.26","33","14","+19","+1.09","-0.03","27.3","16.3","+11.0","+0.63","+0.40",
"Ohis Felix Uduokhai","deGER","DF","Augsburg","deBundesliga","22","1997","29","2,610","90","85.3","29.0","29","90","29","0","","0","1.14","28","42","-14","-0.48","+0.32","28.7","46.5","-17.8","-0.61","-0.18",
"Amir Feratovič","siSVN","MF","Roma","itSerie A","18","2002","0","","","","","0","","0","0","","4","","","","","","","","","","","",
"Zinedine Ferhat","dzALG","FW,MF","Nîmes","frLigue 1","27","1993","33","2,957","90","86.5","32.9","33","90","30","0","","0","0.97","39","61","-22","-0.67","+1.08","39.2","55.1","-15.9","-0.49","+0.48",
"Erick Ferigra","ecECU","DF","Torino","itSerie A","21","1999","0","","","","","0","","0","0","","4","","","","","","","","","","","",
"Bruno Fernandes","ptPOR","MF","Manchester Utd","engPremier League","25","1994","37","3,099","84","90.6","34.4","35","87","23","2","29","0","1.92","68","36","+32","+0.93","+1.77","55.6","35.0","+20.6","+0.60","+1.15",
"Edimilson Fernandes","chSUI","MF,FW","Mainz 05","deBundesliga","24","1996","14","841","60","27.5","9.3","9","79","4","5","26","3","0.64","10","17","-7","-0.75","-0.34","15.5","15.3","+0.2","+0.02","+0.12",
"Gedson Fernandes","ptPOR","MF","Tottenham","engPremier League","21","1999","0","","","","","0","","","0","","3","","","","","","","","","","","",
"Matheus Fernandes","brBRA","MF","Barcelona","esLa Liga","22","1998","0","","","","","0","","0","0","","23","","","","","","","","","","","",
"Aitor Fernández","esESP","GK","Levante","esLa Liga","29","1991","29","2,610","90","76.3","29.0","29","90","29","0","","7","1.21","38","44","-6","-0.21","+0.35","33.6","36.3","-2.6","-0.09","+1.07",
"Álex Fernández","esESP","MF","Cádiz","esLa Liga","27","1992","25","1,946","78","56.9","21.6","21","86","14","4","33","0","1.16","21","29","-8","-0.37","+0.48","21.2","24.3","-3.1","-0.14","+0.93",
"Álvaro Fernández","esESP","GK","Huesca","esLa Liga","22","1998","22","1,980","90","57.9","22.0","22","90","22","0","","16","0.91","21","32","-11","-0.50","0.00","24.1","29.4","-5.2","-0.24","+0.02",
"Álvaro Fernández","esESP","GK","Celta Vigo","esLa Liga","20","2000","0","","","","","0","","0","0","","6","","","","","","","","","","","",
"Andrés Fernández","esESP","GK","Huesca","esLa Liga","33","1986","16","1,440","90","42.1","16.0","16","90","16","0","","19","0.88","13","21","-8","-0.50","0.00","14.5","18.7","-4.2","-0.26","-0.02",
"Augusto Fernández","arARG","MF","Cádiz","esLa Liga","34","1986","12","369","31","10.8","4.1","4","65","0","8","14","11","1.50","4","9","-5","-1.22","-0.72","2.9","7.1","-4.2","-1.02","-0.53",
"Carlos Fernández","esESP","FW","Sevilla","esLa Liga","24","1996","5","143","29","4.2","1.6","2","56","0","3","10","5","0.80","1","0","+1","+0.63","+0.11","2.5","1.4","+1.1","+0.72","+0.21",
"Carlos Fernández","esESP","FW,MF","Real Sociedad","esLa Liga","24","1996","11","390","35","11.4","4.3","4","73","0","7","14","1","1.73","8","7","+1","+0.23","-0.36","7.2","7.9","-0.6","-0.14","-0.80",
"Federico Fernández","arARG","DF","Newcastle Utd","engPremier League","31","1989","24","2,079","87","60.8","23.1","24","87","20","0","","3","1.33","31","38","-7","-0.30","+0.30","26.9","37.7","-10.8","-0.47","-0.20",
"Joaquín Fernández","esESP","DF","Valladolid","esLa Liga","24","1996","25","2,073","83","60.6","23.0","24","85","20","1","28","4","0.96","23","36","-13","-0.56","+0.10","24.8","31.2","-6.4","-0.28","+0.15",
"Fernandinho","brBRA","MF","Manchester City","engPremier League","35","1985","21","1,188","57","34.7","13.2","12","85","10","9","19","11","2.38","29","10","+19","+1.44","+0.15","20.6","10.0","+10.5","+0.80","-0.31",
"Fernando","brBRA","MF","Sevilla","esLa Liga","33","1987","31","2,546","82","74.4","28.3","28","88","25","3","29","4","2.13","42","27","+15","+0.53","+0.02","42.4","25.7","+16.7","+0.59","+0.29",
"Alex Ferrari","itITA","DF","Sampdoria","itSerie A","26","1994","12","880","73","25.7","9.8","11","80","8","1","3","20","1.42","13","15","-2","-0.20","-0.20","11.4","14.5","-3.1","-0.31","-0.04",
"David Ferreiro","esESP","MF,FW","Huesca","esLa Liga","32","1988","37","2,527","68","73.9","28.1","29","80","9","8","26","1","0.89","28","34","-6","-0.21","+1.10","30.3","28.5","+1.8","+0.06","+1.19",
"Salvador Ferrer","esESP","DF","Spezia","itSerie A","22","1998","18","1,190","66","34.8","13.2","14","79","10","4","22","11","1.39","24","19","+5","+0.38","+1.39","18.2","19.8","-1.6","-0.12","+0.56",
"Facundo Ferreyra","arARG","FW","Celta Vigo","esLa Liga","29","1991","13","300","23","8.8","3.3","2","66","0","11","15","2","1.46","3","5","-2","-0.60","-0.60","3.2","4.9","-1.7","-0.51","-0.54",
"Jordan Ferri","frFRA","MF","Montpellier","frLigue 1","28","1992","34","2,577","76","75.4","28.6","31","80","14","3","30","0","1.47","47","44","+3","+0.10","+0.64","41.7","44.7","-3.0","-0.10","+1.10",
"Will Ferry","ieIRL","DF,MF","Southampton","engPremier League","19","2000","0","","","","","0","","","0","","16","","","","","","","","","","","",
"Marco Festa","itITA","GK","Crotone","itSerie A","28","1992","1","90","90","2.6","1.0","1","90","1","0","","36","1.00","1","1","0","0.00","+1.27","1.3","1.6","-0.3","-0.29","+0.53",
"Fidel","esESP","MF,DF","Elche","esLa Liga","30","1989","30","2,396","80","70.1","26.6","28","83","19","2","33","0","1.00","26","31","-5","-0.19","+1.22","22.1","40.3","-18.1","-0.68","+0.45",
"Sam Field","engENG","MF","West Brom","engPremier League","22","1998","3","62","21","1.8","0.7","0","","0","3","21","2","0.33","0","2","-2","-2.90","-1.86","0.1","0.9","-0.8","-1.18","-0.35",
"Alfreð Finnbogason","isISL","FW","Augsburg","deBundesliga","31","1989","17","544","32","17.8","6.0","4","64","1","13","22","2","1.29","7","8","-1","-0.17","+0.44","10.0","10.3","-0.3","-0.05","+0.65",
"Ryan Finnigan","engENG","MF","Southampton","engPremier League","16","2003","0","","","","","0","","","0","","2","","","","","","","","","","","",
"Roberto Firmino","brBRA","FW","Liverpool","engPremier League","28","1991","36","2,838","79","83.0","31.5","33","84","16","3","23","0","1.83","57","39","+18","+0.57","-0.67","57.4","36.8","+20.7","+0.65","+0.06",
"Junior Firpo","doDOM","DF,MF","Barcelona","esLa Liga","23","1996","7","289","41","8.5","3.2","3","75","2","4","16","28","2.71","7","2","+5","+1.56","+0.35","5.5","4.2","+1.3","+0.41","-0.49",
"Will Fish","engENG","FW","Manchester Utd","engPremier League","17","2003","1","1","1","0.0","0.0","0","","0","1","1","0","3.00","0","0","0","0.00","-0.76","0.0","0.0","0.0","0.00","-0.49",
"John Fleck","sctSCO","MF","Sheffield Utd","engPremier League","28","1991","31","2,575","83","75.3","28.6","29","87","26","2","31","2","0.71","16","47","-31","-1.08","+0.19","23.7","46.9","-23.3","-0.81","-0.14",
"Mark Flekken","nlNED","GK","Freiburg","deBundesliga","27","1993","3","270","90","8.8","3.0","3","90","3","0","","0","1.33","7","6","+1","+0.33","+0.37","4.3","6.9","-2.6","-0.86","-0.72",
"Juan Flere","arARG","GK","Cádiz","esLa Liga","22","1998","0","","","","","0","","0","0","","14","","","","","","","","","","","",
"Florian Flick","deGER","MF","Schalke 04","deBundesliga","20","2000","4","360","90","11.8","4.0","4","90","4","0","","1","0.75","7","10","-3","-0.75","+1.18","5.0","8.2","-3.2","-0.80","+0.44",
"Alexis Flips","frFRA","MF,FW","Reims","frLigue 1","20","2000","2","43","22","1.3","0.5","0","","0","2","22","5","0.50","1","0","+1","+2.09","+2.33","0.2","0.6","-0.4","-0.88","-0.19",
"Alessandro Florenzi","itITA","DF","Paris S-G","frLigue 1","29","1991","21","1,538","73","45.0","17.1","18","84","10","3","7","5","2.00","35","13","+22","+1.29","-0.43","37.5","14.7","+22.8","+1.33","+0.54",
"Shane Flynn","ieIRL","DF","Leicester City","engPremier League","18","2001","0","","","","","0","","","0","","1","","","","","","","","","","","",
"Kingsley Fobi","ghGHA","DF","Granada","esLa Liga","21","1998","1","45","45","1.3","0.5","0","","0","1","45","0","0.00","0","0","0","0.00","+0.48","0.8","1.4","-0.6","-1.20","-0.81",
"Phil Foden","engENG","FW,MF","Manchester City","engPremier League","20","2000","28","1,616","58","47.3","18.0","17","82","10","11","20","10","2.14","46","16","+30","+1.67","+0.62","32.1","16.0","+16.1","+0.90","-0.19",
"Wes Foderingham","engENG","GK","Sheffield Utd","engPremier League","29","1991","0","","","","","0","","","0","","25","","","","","","","","","","","",
"Mamadou Fofana","mlMLI","MF,DF","Metz","frLigue 1","22","1998","16","1,070","67","31.3","11.9","11","83","8","5","32","21","1.31","14","15","-1","-0.08","+0.03","16.0","16.9","-1.0","-0.08","+0.08",
"Seko Fofana","ciCIV","MF","Lens","frLigue 1","25","1995","30","2,309","77","67.5","25.7","25","87","18","5","26","0","1.43","37","37","0","0.00","-0.08","35.7","35.4","+0.4","+0.01","-0.74",
"Wesley Fofana","frFRA","DF","Leicester City","engPremier League","19","2000","28","2,262","81","66.1","25.1","27","83","22","1","25","1","1.64","43","30","+13","+0.52","+0.13","35.1","28.2","+6.9","+0.28","+0.05",
"Wesley Fofana","frFRA","DF","Saint-Étienne","frLigue 1","19","2000","4","315","79","9.2","3.5","3","90","3","1","45","0","2.25","6","2","+4","+1.14","+1.61","4.9","4.6","+0.3","+0.08","+0.12",
"Youssouf Fofana","frFRA","MF","Monaco","frLigue 1","21","1999","35","2,873","82","84.0","31.9","35","82","24","0","","1","2.09","65","32","+33","+1.03","+0.87","58.8","27.7","+31.0","+0.97","+0.47",
"Thomas Foket","beBEL","DF","Reims","frLigue 1","25","1994","37","3,324","90","97.2","36.9","37","90","36","0","","0","1.14","42","49","-7","-0.19","+0.75","32.5","57.8","-25.4","-0.69","+0.18",
"Ramón Folch","esESP","MF","Elche","esLa Liga","30","1989","1","1","1","0.0","0.0","0","","0","1","1","2","3.00","0","0","0","0.00","+0.55","0.0","0.0","0.0","0.00","+0.82",
"Lamine Fomba","frFRA","MF","Nîmes","frLigue 1","22","1998","32","2,175","68","63.6","24.2","24","83","16","8","24","4","1.09","27","37","-10","-0.41","+1.10","25.8","37.9","-12.1","-0.50","+0.14",
"Thomas Fontaine","mgMAD","DF","Lorient","frLigue 1","29","1991","4","320","80","9.4","3.6","4","80","2","0","","10","0.25","4","9","-5","-1.41","-1.03","3.3","5.9","-2.6","-0.75","-0.71",
"José Fontán","esESP","DF","Celta Vigo","esLa Liga","20","2000","14","652","47","19.1","7.2","7","74","3","7","19","18","1.43","8","16","-8","-1.10","-1.30","9.9","10.8","-0.9","-0.13","-0.14",
"José Fonte","ptPOR","DF","Lille","frLigue 1","36","1983","36","3,185","88","93.1","35.4","36","88","34","0","","0","2.14","58","22","+36","+1.02","-0.90","42.6","28.2","+14.3","+0.41","-1.25",
"Fernando Forestieri","itITA","FW,MF","Udinese","itSerie A","30","1990","19","552","29","16.1","6.1","3","57","0","16","24","6","0.58","9","16","-7","-1.14","-0.86","9.1","11.9","-2.8","-0.46","-0.33",
"Pablo Fornals","esESP","FW,MF","West Ham","engPremier League","24","1996","33","2,572","78","75.2","28.6","31","82","16","2","18","3","1.79","43","33","+10","+0.35","-0.18","42.4","35.5","+7.0","+0.24","+0.27",
"Emil Forsberg","seSWE","FW,MF","RB Leipzig","deBundesliga","28","1991","29","1,539","53","50.3","17.1","20","64","0","9","29","1","1.72","29","20","+9","+0.53","-0.60","31.2","15.3","+15.9","+0.93","-0.20",
"Fraser Forster","engENG","GK","Southampton","engPremier League","32","1988","8","720","90","21.1","8.0","8","90","8","0","","30","1.50","10","11","-1","-0.12","+0.54","9.5","11.8","-2.3","-0.29","+0.02",
"Philipp Förster","deGER","MF","Stuttgart","deBundesliga","25","1995","25","1,509","60","49.3","16.8","17","75","3","8","29","3","1.40","25","24","+1","+0.06","+0.06","22.3","23.9","-1.5","-0.09","-0.13",
"Hernâni Fortes","ptPOR","FW,MF","Levante","esLa Liga","28","1991","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Steven Fortes","cvCPV","DF","Lens","frLigue 1","28","1992","18","1,435","80","42.0","15.9","16","86","11","2","33","18","1.50","24","24","0","0.00","-0.05","24.5","17.5","+6.9","+0.43","+0.31",
"Yassin Fortune","htHAI","FW","Angers","frLigue 1","21","1999","1","15","15","0.4","0.2","0","","0","1","15","0","0.00","0","1","-1","-6.00","-5.55","0.0","0.3","-0.2","-1.40","-1.13",
"Timothy Fosu-Mensah","nlNED","DF","Manchester Utd","engPremier League","22","1998","1","80","80","2.3","0.9","1","80","0","0","","2","0.00","1","2","-1","-1.13","-1.93","1.2","1.5","-0.3","-0.37","-0.88",
"Timothy Fosu-Mensah","nlNED","DF","Leverkusen","deBundesliga","22","1998","6","409","68","13.4","4.5","5","73","2","1","45","1","0.83","6","5","+1","+0.22","-0.22","5.3","6.1","-0.8","-0.18","-0.45",
"Daam Foulon","beBEL","DF","Benevento","itSerie A","21","1999","23","1,021","44","29.9","11.3","11","68","3","12","23","4","1.04","11","18","-7","-0.62","+0.43","11.2","20.1","-8.9","-0.78","-0.23",
"Dimitri Foulquier","frFRA","DF","Granada","esLa Liga","27","1993","32","2,663","83","77.9","29.6","32","83","23","0","","1","1.31","37","50","-13","-0.44","+0.16","32.9","40.4","-7.6","-0.26","+0.64",
"Juan Foyth","arARG","DF,MF","Villarreal","esLa Liga","22","1998","16","1,168","73","34.2","13.0","13","81","9","3","39","7","1.25","21","21","0","0.00","-0.64","20.7","17.3","+3.4","+0.27","-0.15",
"Gianluca Frabotta","itITA","DF,MF","Juventus","itSerie A","21","1999","15","689","46","20.1","7.7","8","79","4","7","9","18","1.93","12","8","+4","+0.52","-0.63","12.5","7.3","+5.2","+0.68","-0.31",
"Raphael Framberger","deGER","DF","Augsburg","deBundesliga","24","1995","21","1,540","73","50.3","17.1","19","78","11","2","29","4","1.24","20","22","-2","-0.12","+0.83","18.2","27.4","-9.2","-0.54","+0.10",
"Denis Franchi","itITA","GK","Paris S-G","frLigue 1","17","2002","0","","","","","0","","","0","","2","","","","","","","","","","","",
"Damiano Franco","itITA","DF","Lazio","itSerie A","18","2002","0","","","","","0","","0","0","","5","","","","","","","","","","","",
"Tyrese Francois","auAUS","DF","Fulham","engPremier League","20","2000","1","15","15","0.4","0.2","0","","0","1","15","0","0.00","0","1","-1","-6.00","-5.34","0.1","0.8","-0.7","-4.33","-4.03",
"Ryan Fraser","sctSCO","FW,MF","Newcastle Utd","engPremier League","26","1994","18","928","52","27.1","10.3","9","76","2","9","27","2","0.78","7","17","-10","-0.97","-0.75","10.7","13.0","-2.2","-0.22","+0.24",
"Fred","brBRA","MF","Manchester Utd","engPremier League","27","1993","30","2,390","80","69.9","26.6","27","84","18","3","41","5","1.97","49","25","+24","+0.90","+0.47","42.2","26.1","+16.1","+0.61","+0.39",
"Jean Freddi Greco","itITA","MF","Torino","itSerie A","19","2001","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Ryan Fredericks","engENG","DF,FW","West Ham","engPremier League","27","1992","14","569","41","16.6","6.3","6","81","3","8","11","15","1.07","7","9","-2","-0.32","-0.85","8.2","8.0","+0.2","+0.04","-0.17",
"Lucas Freitas","brBRA","DF","Valladolid","esLa Liga","19","2001","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Remo Freuler","chSUI","MF","Atalanta","itSerie A","28","1992","34","2,712","80","79.3","30.1","32","84","21","2","14","4","2.24","72","27","+45","+1.49","+1.75","58.0","28.7","+29.3","+0.97","+0.41",
"Marco Friedl","atAUT","DF","Werder Bremen","deBundesliga","22","1998","32","2,785","87","91.0","30.9","31","89","29","1","35","0","0.94","34","53","-19","-0.61","+0.04","30.1","47.2","-17.1","-0.55","+0.48",
"Marvin Friedrich","deGER","DF","Union Berlin","deBundesliga","24","1995","34","3,060","90","100.0","34.0","34","90","34","0","","0","1.47","50","43","+7","+0.21","","46.9","42.8","+4.1","+0.12","",
"Marco Frigerio","itITA","MF","Milan","itSerie A","19","2001","0","","","","","0","","0","0","","4","","","","","","","","","","","",
"Jeremie Frimpong","nlNED","DF,FW","Leverkusen","deBundesliga","19","2000","10","436","44","14.2","4.8","4","74","2","6","23","4","1.40","7","8","-1","-0.21","-0.72","7.9","6.4","+1.5","+0.31","+0.12",
"Julian Frommann","deGER","MF","Arminia","deBundesliga","17","2003","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Jorge de Frutos","esESP","MF","Levante","esLa Liga","23","1997","37","2,186","59","63.9","24.3","22","82","8","15","26","0","1.03","34","38","-4","-0.16","+0.35","26.2","34.5","-8.3","-0.34","+0.01",
"Christian Fuchs","atAUT","DF","Leicester City","engPremier League","34","1986","9","702","78","20.5","7.8","8","86","7","1","11","20","2.00","13","9","+4","+0.51","+0.05","12.5","10.8","+1.8","+0.22","-0.04",
"Angelo Fulgini","frFRA","MF","Angers","frLigue 1","23","1996","33","2,725","83","79.7","30.3","33","83","17","0","","0","1.27","33","46","-13","-0.43","+0.22","33.6","43.4","-9.8","-0.32","-0.21",
"Niclas Füllkrug","deGER","FW","Werder Bremen","deBundesliga","27","1993","19","877","46","28.7","9.7","10","67","1","9","23","1","0.89","11","11","0","0.00","+0.87","10.1","15.3","-5.3","-0.54","+0.08",
"Ramiro Funes Mori","arARG","DF","Villarreal","esLa Liga","29","1991","10","727","73","21.3","8.1","8","89","7","2","7","26","1.60","14","10","+4","+0.50","+0.09","12.9","9.8","+3.1","+0.38","+0.02",
"Alessio Furlanetto","itITA","GK","Lazio","itSerie A","18","2002","0","","","","","0","","0","0","","8","","","","","","","","","","","",
"Darnell Furlong","engENG","DF","West Brom","engPremier League","24","1995","35","2,932","84","85.7","32.6","32","89","31","3","25","3","0.74","29","63","-34","-1.04","+0.25","30.7","58.8","-28.1","-0.86","-0.14",
"Daniel Fuzato","brBRA","GK","Roma","itSerie A","23","1997","5","450","90","13.2","5.0","5","90","5","0","","17","1.40","10","7","+3","+0.60","+0.39","7.7","6.6","+1.1","+0.21","-0.35",
"Baptiste Gabard","frFRA","MF","Saint-Étienne","frLigue 1","20","2000","2","133","67","3.9","1.5","2","67","0","0","","1","0.00","0","3","-3","-2.03","-1.78","1.6","3.8","-2.2","-1.50","-1.52",
"Matteo Gabbia","itITA","DF","Milan","itSerie A","20","1999","8","557","70","16.3","6.2","7","78","6","1","13","16","2.13","12","4","+8","+1.29","+0.51","15.2","5.7","+9.5","+1.53","+1.08",
"Manolo Gabbiadini","itITA","FW","Sampdoria","itSerie A","28","1991","16","870","54","25.4","9.7","10","70","1","6","28","7","1.44","17","8","+9","+0.93","+1.32","12.6","12.5","+0.1","+0.01","+0.40",
"Mijat Gaćinović","rsSRB","DF,MF","Hoffenheim","deBundesliga","25","1995","23","822","36","26.9","9.1","7","72","2","16","20","2","1.09","12","14","-2","-0.22","-0.22","14.7","15.8","-1.2","-0.13","-0.13",
"Roberto Gagliardini","itITA","MF","Inter","itSerie A","26","1994","28","1,232","44","36.0","13.7","14","71","4","14","17","8","2.54","32","13","+19","+1.39","-0.05","25.1","16.6","+8.5","+0.62","-0.44",
"Riccardo Gagliolo","seSWE","DF","Parma","itSerie A","30","1990","28","1,956","70","57.2","21.7","22","81","17","6","28","0","0.57","20","47","-27","-1.24","-0.20","24.5","33.5","-9.0","-0.42","+0.17",
"Adolfo Gaich","arARG","FW","Benevento","itSerie A","21","1999","15","768","51","22.5","8.5","9","68","0","6","25","2","0.53","10","19","-9","-1.05","-0.17","8.9","13.1","-4.1","-0.48","+0.18",
