Name, Nation, Position, Club, League, Age, YearBorn,MP,Mins,Mn/MP,Min%, 90s,Starts,Mn/Start,CompleteMatches,Subs,Mn/Sub, unusedSub, PointsPerMatch, GoalsScoredOnPitch,GoalsAllowedOnPitch,Scored-Allowed, Scored-Allowed90,gOnOffPlusMinus90,XgGoalsScoredOnPitch,XgGoalsAllowedOnPitch,XgScored-Allowed, XgScored-Allowed90, XgOnOffPlusMinus90
"Kevin Schade","deGER","FW,MF","Freiburg","deBundesliga","18","2001","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Fabian Schär","chSUI","DF","Newcastle Utd","engPremier League","28","1991","18","1,246","69","36.4","13.8","13","86","11","5","25","0","1.11","13","21","-8","-0.58","-0.25","13.8","18.5","-4.7","-0.34","+0.08",
"Aurélien Scheidler","frFRA","FW","Dijon","frLigue 1","22","1998","10","342","34","10.0","3.8","3","82","1","7","14","6","0.40","1","9","-8","-2.11","-0.94","2.7","10.9","-8.2","-2.17","-1.28",
"Nicolás Schiappacasse","uyURU","MF","Sassuolo","itSerie A","21","1999","1","15","15","0.4","0.2","0","","0","1","15","7","0.00","0","0","0","0.00","-0.21","0.1","0.0","+0.1","+0.68","+0.60",
"Pasquale Schiattarella","itITA","MF","Benevento","itSerie A","33","1987","29","2,247","77","65.7","25.0","26","83","18","3","27","2","0.79","27","52","-25","-1.00","-0.23","27.3","44.5","-17.2","-0.69","-0.19",
"Patrik Schick","czCZE","FW","Leverkusen","deBundesliga","24","1996","29","1,866","64","61.0","20.7","20","81","12","9","27","0","1.38","34","21","+13","+0.63","+0.55","31.4","25.8","+5.6","+0.27","+0.15",
"Sven Schipplock","deGER","FW,MF","Arminia","deBundesliga","31","1988","32","744","23","24.3","8.3","5","71","0","27","14","1","1.03","6","9","-3","-0.36","+0.53","7.4","15.5","-8.1","-0.98","-0.36",
"Xaver Schlager","atAUT","MF","Wolfsburg","deBundesliga","22","1997","32","2,626","82","85.8","29.2","30","84","15","2","47","0","1.72","51","33","+18","+0.62","-0.63","41.9","36.1","+5.8","+0.20","-0.01",
"Keven Schlotterbeck","deGER","DF","Freiburg","deBundesliga","23","1997","24","1,654","69","54.1","18.4","18","86","16","6","17","7","1.54","33","23","+10","+0.54","+1.18","26.6","26.5","+0.1","+0.01","+0.46",
"Nico Schlotterbeck","deGER","DF","Union Berlin","deBundesliga","20","1999","16","1,285","80","42.0","14.3","15","84","11","1","18","5","1.44","22","20","+2","+0.14","-0.11","20.8","19.9","+0.8","+0.06","-0.11",
"Jeffrey Schlupp","ghGHA","MF","Crystal Palace","engPremier League","27","1992","27","1,428","53","41.8","15.9","15","78","5","12","21","0","1.22","20","26","-6","-0.38","+0.48","17.8","23.6","-5.7","-0.36","+0.47",
"Kasper Schmeichel","dkDEN","GK","Leicester City","engPremier League","33","1986","38","3,420","90","100.0","38.0","38","90","38","0","","0","1.74","68","50","+18","+0.47","","55.8","46.0","+9.8","+0.26","",
"Jonathan Schmid","frFRA","MF,DF","Freiburg","deBundesliga","30","1990","31","2,393","77","78.2","26.6","27","85","17","4","27","0","1.32","38","40","-2","-0.08","-0.35","35.2","39.9","-4.7","-0.18","+0.12",
"Romano Schmid","atAUT","MF,FW","Werder Bremen","deBundesliga","20","2000","22","1,177","54","38.5","13.1","13","74","1","9","24","6","0.86","15","23","-8","-0.61","+0.01","12.5","23.1","-10.6","-0.81","-0.35",
"Benno Schmitz","deGER","DF","Köln","deBundesliga","25","1994","12","416","35","13.6","4.6","4","86","2","8","9","14","1.67","3","9","-6","-1.30","-0.62","5.5","7.3","-1.9","-0.40","-0.02",
"Morgan Schneiderlin","frFRA","MF","Nice","frLigue 1","30","1989","28","2,197","78","64.2","24.4","24","87","21","4","26","2","1.39","30","29","+1","+0.04","+0.34","28.1","34.3","-6.2","-0.25","-0.15",
"Lasse Schöne","dkDEN","MF","Genoa","itSerie A","34","1986","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Alessandro Schöpf","atAUT","FW,MF","Schalke 04","deBundesliga","26","1994","19","942","50","30.8","10.5","10","71","3","9","26","10","0.42","10","33","-23","-2.20","-0.58","11.4","22.9","-11.5","-1.10","+0.14",
"Jerdy Schouten","nlNED","MF","Bologna","itSerie A","23","1997","34","2,512","74","73.5","27.9","28","82","14","6","36","0","1.15","34","44","-10","-0.36","+0.04","40.1","42.9","-2.8","-0.10","+0.41",
"Markus Schubert","deGER","GK","Schalke 04","deBundesliga","22","1998","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Markus Schubert","deGER","GK","Eint Frankfurt","deBundesliga","22","1998","0","","","","","0","","0","0","","30","","","","","","","","","","","",
"Nico Schulz","deGER","DF","Dortmund","deBundesliga","27","1993","13","610","47","19.9","6.8","6","88","5","7","12","14","1.62","13","11","+2","+0.30","-0.70","10.1","10.2","-0.2","-0.03","-0.94",
"Alexander Schwolow","deGER","GK","Hertha BSC","deBundesliga","28","1992","26","2,340","90","76.5","26.0","26","90","26","0","","8","1.08","34","39","-5","-0.19","+0.56","32.3","36.5","-4.2","-0.16","+0.01",
"Paolo Sciortino","frFRA","MF","Marseille","frLigue 1","16","2003","0","","","","","0","","","0","","1","","","","","","","","","","","",
"Christopher Scott","deGER","MF,FW","Bayern Munich","deBundesliga","18","2002","2","34","17","1.1","0.4","0","","0","2","17","2","2.00","1","1","0","0.00","-1.64","0.3","0.7","-0.3","-0.92","-2.00",
"Matteo Scozzarella","itITA","MF","Parma","itSerie A","32","1988","3","153","51","4.5","1.7","3","51","0","0","","3","1.67","2","1","+1","+0.59","+1.83","1.6","1.8","-0.1","-0.06","+0.44",
"Simone Scuffet","itITA","GK","Udinese","itSerie A","24","1996","1","90","90","2.6","1.0","1","90","1","0","","34","0.00","1","2","-1","-1.00","-0.59","0.4","2.0","-1.6","-1.61","-1.47",
"Jacopo Segre","itITA","MF","Torino","itSerie A","23","1997","9","191","21","5.6","2.1","1","90","1","8","13","11","0.78","4","1","+3","+1.41","+2.03","3.1","2.3","+0.8","+0.39","+0.75",
"Davie Selke","deGER","FW","Werder Bremen","deBundesliga","25","1995","23","813","35","26.6","9.0","7","70","3","16","20","4","0.87","6","18","-12","-1.33","-0.97","10.0","13.8","-3.8","-0.42","+0.24",
"Malik Sellouki","frFRA","FW,MF","Nice","frLigue 1","20","2000","4","66","17","1.9","0.7","0","","0","4","17","10","0.00","1","0","+1","+1.36","+1.47","0.7","0.3","+0.4","+0.55","+0.76",
"Matz Sels","beBEL","GK","Strasbourg","frLigue 1","28","1992","6","540","90","15.8","6.0","6","90","6","0","","2","0.83","9","13","-4","-0.67","-0.51","8.0","7.8","+0.2","+0.03","-0.03",
"Nélson Semedo","ptPOR","DF,MF","Wolves","engPremier League","26","1993","34","2,983","88","87.2","33.1","34","88","29","0","","2","1.15","31","45","-14","-0.42","-0.01","31.8","44.1","-12.3","-0.37","-0.24",
"Léo Sena","brBRA","MF","Spezia","itSerie A","24","1995","16","885","55","25.9","9.8","8","82","3","8","29","6","1.25","16","19","-3","-0.31","+0.30","14.9","17.2","-2.3","-0.23","+0.35",
"Marvin Senaya","tgTOG","DF,MF","Strasbourg","frLigue 1","19","2001","0","","","","","0","","","0","","3","","","","","","","","","","","",
"Stefano Sensi","itITA","MF","Inter","itSerie A","24","1995","18","603","34","17.6","6.7","4","62","0","14","26","13","2.61","22","4","+18","+2.69","+1.54","14.1","7.7","+6.4","+0.96","+0.06",
"Jaime Seoane","esESP","MF","Huesca","esLa Liga","23","1997","29","2,064","71","60.4","22.9","23","84","16","6","22","7","0.93","23","27","-4","-0.17","+0.82","21.6","29.5","-8.0","-0.35","-0.25",
"Cheon Seonghoon","krKOR","FW","Augsburg","deBundesliga","19","2000","0","","","","","0","","0","0","","3","","","","","","","","","","","",
"Luigi Sepe","itITA","GK","Parma","itSerie A","29","1991","36","3,240","90","94.7","36.0","36","90","36","0","","2","0.56","35","76","-41","-1.14","+0.36","39.7","56.4","-16.7","-0.46","+0.43",
"Patrick Sequeira","crCRC","GK","Celta Vigo","esLa Liga","21","1999","0","","","","","0","","0","0","","12","","","","","","","","","","","",
"Suat Serdar","deGER","MF","Schalke 04","deBundesliga","23","1997","25","1,953","78","63.8","21.7","24","81","18","1","12","0","0.36","13","56","-43","-1.98","-0.52","17.9","43.4","-25.5","-1.17","+0.05",
"Jean Seri","ciCIV","MF","Bordeaux","frLigue 1","29","1991","12","707","59","20.7","7.9","9","73","3","3","16","2","0.58","10","20","-10","-1.27","-1.14","8.8","13.8","-5.0","-0.64","-0.43",
"Femi Seriki","engENG","MF","Sheffield Utd","engPremier League","18","2002","1","1","1","0.0","0.0","0","","0","1","1","0","0.00","0","0","0","0.00","+1.13","0.0","0.0","0.0","0.00","+0.78",
"Ryan Sessegnon","engENG","DF,FW","Hoffenheim","deBundesliga","20","2000","23","1,574","68","51.4","17.5","17","85","13","6","21","1","1.26","25","27","-2","-0.11","-0.11","25.6","25.3","+0.2","+0.01","+0.10",
"Nils Seufert","deGER","MF,FW","Arminia","deBundesliga","23","1997","13","343","26","11.2","3.8","2","74","0","11","18","12","0.62","3","9","-6","-1.57","-0.91","1.8","7.6","-5.8","-1.52","-0.92",
"Edgar Sevikyan","amARM","MF","Levante","esLa Liga","18","2001","1","8","8","0.2","0.1","0","","0","1","8","8","3.00","0","0","0","0.00","+0.29","0.1","0.0","+0.1","+1.25","+1.60",
"Stephan El Shaarawy","itITA","MF,FW","Roma","itSerie A","27","1992","10","572","57","16.7","6.4","6","79","3","4","25","2","1.20","7","8","-1","-0.16","-0.50","9.9","9.9","0.0","0.00","-0.62",
"Meritan Shabani","alALB","MF","Wolves","engPremier League","21","1999","0","","","","","0","","","0","","3","","","","","","","","","","","",
"Jamie Shackleton","engENG","MF,DF","Leeds United","engPremier League","20","1999","13","461","35","13.5","5.1","3","67","1","10","26","18","1.38","7","11","-4","-0.78","-1.15","7.8","10.1","-2.3","-0.45","-0.45",
"Xherdan Shaqiri","chSUI","MF,FW","Liverpool","engPremier League","28","1991","14","556","40","16.3","6.2","5","76","1","9","20","13","1.07","5","7","-2","-0.32","-1.20","8.4","7.9","+0.4","+0.07","-0.69",
"Billy Sharp","engENG","FW","Sheffield Utd","engPremier League","34","1986","16","735","46","21.5","8.2","7","82","4","9","18","9","0.63","6","15","-9","-1.10","+0.04","8.3","14.4","-6.1","-0.74","+0.04",
"Luke Shaw","engENG","DF","Manchester Utd","engPremier League","25","1995","32","2,654","83","77.6","29.5","30","87","27","2","27","2","1.84","51","33","+18","+0.61","-0.68","41.3","32.7","+8.6","+0.29","-0.89",
"Florent Shehu","chSUI","FW","Lazio","itSerie A","18","2002","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Jonjo Shelvey","engENG","MF","Newcastle Utd","engPremier League","28","1992","30","2,617","87","76.5","29.1","29","89","28","1","26","3","1.33","41","46","-5","-0.17","+1.06","36.4","44.4","-7.9","-0.27","+0.51",
"Eldor Shomurodov","uzUZB","FW","Genoa","itSerie A","25","1995","31","1,677","54","49.0","18.6","16","76","4","15","31","1","1.03","26","23","+3","+0.16","+0.88","19.6","29.8","-10.2","-0.55","+0.04",
"Shola Shoretire","engENG","FW","Manchester Utd","engPremier League","16","2004","2","11","6","0.3","0.1","0","","0","2","6","3","3.00","0","0","0","0.00","-0.77","0.0","0.1","-0.1","-1.15","-1.64",
"Mahame Siby","mlMLI","MF","Strasbourg","frLigue 1","24","1996","7","21","3","0.6","0.2","0","","0","7","3","19","2.43","1","1","0","0.00","+0.24","0.8","0.3","+0.5","+2.09","+2.05",
"Abdoulaye Sidibé","frFRA","MF","Saint-Étienne","frLigue 1","18","2002","1","11","11","0.3","0.1","0","","0","1","11","0","1.00","0","1","-1","-8.18","-7.89","0.0","0.6","-0.6","-4.51","-4.49",
"Djibril Sidibé","frFRA","DF","Monaco","frLigue 1","28","1992","30","1,980","66","57.9","22.0","21","85","17","9","22","0","2.17","45","24","+21","+0.95","+0.14","37.4","17.2","+20.2","+0.92","+0.05",
"Sidnei","brBRA","DF","Betis","esLa Liga","30","1989","11","697","63","20.4","7.7","7","90","7","4","17","21","1.91","8","14","-6","-0.77","-0.97","10.4","10.8","-0.4","-0.05","-0.14",
"Cheikh Sidya Diaby","frFRA","FW","West Brom","engPremier League","20","2000","0","","","","","0","","","0","","1","","","","","","","","","","","",
"Armindo Sieb","deGER","FW","Bayern Munich","deBundesliga","17","2003","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Kaj Sierhuis","nlNED","FW,MF","Reims","frLigue 1","22","1998","24","652","27","19.1","7.2","6","69","1","18","13","13","1.00","11","9","+2","+0.28","+0.60","8.2","11.1","-2.9","-0.40","+0.36",
"Tim Siersleben","deGER","DF","Wolfsburg","deBundesliga","20","2000","1","34","34","1.1","0.4","0","","0","1","34","21","0.00","1","1","0","0.00","-0.71","0.5","0.4","+0.1","+0.30","+0.10",
"Gylfi Sigurðsson","isISL","MF,FW","Everton","engPremier League","30","1989","36","2,253","63","65.9","25.0","24","81","12","12","25","2","1.64","29","29","0","0.00","+0.08","25.8","31.2","-5.4","-0.21","-0.29",
"Kiliann Sildillia","frFRA","DF","Freiburg","deBundesliga","18","2002","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Luca Siligardi","itITA","MF,FW","Crotone","itSerie A","32","1988","4","49","12","1.4","0.5","0","","0","4","12","11","0.50","0","0","0","0.00","+1.25","0.4","0.6","-0.2","-0.39","+0.42",
"Luca Siligardi","itITA","FW,MF","Parma","itSerie A","32","1988","2","34","17","1.0","0.4","0","","0","2","17","0","0.00","1","1","0","0.00","+1.17","0.8","1.0","-0.2","-0.65","-0.17",
"Adrien Silva","ptPOR","MF","Sampdoria","itSerie A","31","1989","24","1,599","67","46.8","17.8","18","78","7","6","32","7","1.63","29","23","+6","+0.34","+0.73","23.9","24.0","-0.1","0.00","+0.52",
"André Silva","ptPOR","FW","Eint Frankfurt","deBundesliga","24","1995","32","2,760","86","90.2","30.7","32","86","20","0","","0","1.78","64","46","+18","+0.59","+1.19","53.8","37.3","+16.6","+0.54","+2.03",
"Bernardo Silva","ptPOR","MF,FW","Manchester City","engPremier League","25","1994","26","2,065","79","60.4","22.9","24","84","17","2","28","10","2.42","52","18","+34","+1.48","+0.35","43.7","15.2","+28.5","+1.24","+0.61",
"Caio Henrique Oliveira Silva","brBRA","DF","Monaco","frLigue 1","23","1997","31","2,368","76","69.2","26.3","26","85","16","5","31","1","2.19","56","17","+39","+1.48","+1.91","52.4","19.2","+33.2","+1.26","+1.18",
"David Silva","esESP","MF","Real Sociedad","esLa Liga","34","1986","21","1,399","67","40.9","15.5","17","76","3","4","26","1","2.14","30","6","+24","+1.54","+1.68","30.1","10.4","+19.7","+1.27","+1.19",
"Fábio Silva","ptPOR","FW","Wolves","engPremier League","18","2002","32","1,369","43","40.0","15.2","11","85","7","21","21","6","1.03","18","29","-11","-0.72","-0.50","16.6","22.3","-5.7","-0.38","-0.06",
"Florent da Silva","frFRA","FW","Lyon","frLigue 1","17","2003","1","3","3","0.1","0.0","0","","0","1","3","4","3.00","0","0","0","0.00","-1.00","0.1","0.0","+0.1","+1.66","+0.61",
"Gabriel Silva","brBRA","DF","Saint-Étienne","frLigue 1","29","1991","4","355","89","10.4","3.9","4","89","3","0","","8","1.50","6","4","+2","+0.51","+0.92","8.0","4.9","+3.1","+0.78","+0.91",
"Gastón Silva","uyURU","DF","Huesca","esLa Liga","26","1994","12","600","50","17.5","6.7","6","74","2","6","26","12","0.75","5","9","-4","-0.60","-0.12","4.6","10.7","-6.1","-0.92","-0.82",
"Rui Silva","ptPOR","GK","Granada","esLa Liga","26","1994","32","2,880","90","84.2","32.0","32","90","32","0","","3","1.31","42","55","-13","-0.41","+0.43","36.0","45.6","-9.5","-0.30","+0.62",
"Thiago Silva","brBRA","DF","Chelsea","engPremier League","35","1984","23","1,935","84","56.6","21.5","23","84","20","0","","2","1.61","33","20","+13","+0.60","+0.06","37.5","16.2","+21.3","+0.99","+0.33",
"Marco Silvestri","itITA","GK","Hellas Verona","itSerie A","29","1991","34","3,060","90","89.5","34.0","34","90","34","0","","4","1.24","38","42","-4","-0.12","-0.62","40.5","44.9","-4.4","-0.13","-0.18",
"Mohamed Simakan","frFRA","DF","Strasbourg","frLigue 1","20","2000","19","1,615","85","47.2","17.9","19","85","15","0","","0","1.05","25","31","-6","-0.33","-0.18","26.4","27.7","-1.3","-0.07","-0.25",
"Usman Simbakoli","frFRA","FW","Lille","frLigue 1","19","2001","0","","","","","0","","","0","","1","","","","","","","","","","","",
"Giovanni Simeone","arARG","FW","Cagliari","itSerie A","25","1995","33","1,740","53","50.9","19.3","19","77","2","14","20","3","0.91","26","37","-11","-0.57","-0.30","24.7","34.9","-10.1","-0.52","-0.29",
"Ellis Simms","engENG","FW","Everton","engPremier League","19","2001","0","","","","","0","","","0","","1","","","","","","","","","","","",
"Moses Simon","ngNGA","FW,MF","Nantes","frLigue 1","25","1995","33","2,324","70","68.0","25.8","28","78","8","5","30","0","1.00","35","34","+1","+0.04","+0.78","34.0","35.0","-0.9","-0.04","+0.27",
"Unai Simón","esESP","GK","Athletic Club","esLa Liga","23","1997","37","3,330","90","97.4","37.0","37","90","37","0","","1","1.24","46","40","+6","+0.16","+2.16","42.3","36.5","+5.8","+0.16","+0.70",
"Lorenzo Simonetti","itITA","MF","Parma","itSerie A","23","1996","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Xavi Simons","nlNED","MF","Paris S-G","frLigue 1","17","2003","1","2","2","0.1","0.0","0","","0","1","2","11","3.00","0","0","0","0.00","-1.53","0.1","0.0","+0.1","+3.77","+2.73",
"Jóan Símun Edmundsson","foFRO","FW,MF","Arminia","deBundesliga","29","1991","5","58","12","1.9","0.6","0","","0","5","12","1","0.60","1","1","0","0.00","+0.78","0.7","1.4","-0.7","-1.07","-0.37",
"Wilfried Singo","ciCIV","DF","Torino","itSerie A","19","2000","28","1,854","66","54.2","20.6","20","83","14","8","24","3","0.89","26","39","-13","-0.63","-0.29","26.3","31.4","-5.1","-0.25","+0.15",
"Daley Sinkgraven","nlNED","DF","Leverkusen","deBundesliga","25","1995","22","1,570","71","51.3","17.4","19","79","12","3","26","5","1.77","29","18","+11","+0.63","+0.45","23.2","18.7","+4.5","+0.26","+0.10",
"Dimitris Siovas","grGRE","DF","Huesca","esLa Liga","31","1988","36","3,071","85","89.8","34.1","34","88","31","2","36","1","0.92","30","49","-19","-0.56","-0.56","35.9","43.1","-7.3","-0.21","+0.34",
"Tobias Sippel","deGER","GK","Gladbach","deBundesliga","32","1988","4","344","86","11.2","3.8","3","90","3","1","74","30","1.25","9","6","+3","+0.78","+0.62","6.2","5.2","+1.0","+0.27","-0.01",
"Salvatore Sirigu","itITA","GK","Torino","itSerie A","33","1987","32","2,880","90","84.2","32.0","32","90","32","0","","3","0.88","42","62","-20","-0.62","-0.79","39.9","53.8","-13.9","-0.43","-0.76",
"Issouf Sissokho","mlMLI","MF,DF","Bordeaux","frLigue 1","18","2002","6","78","13","2.3","0.9","0","","0","6","13","4","1.50","3","1","+2","+2.31","+2.74","1.1","2.1","-1.0","-1.12","-0.84",
"Ibrahima Sissoko","mlMLI","MF","Strasbourg","frLigue 1","22","1997","36","2,581","72","75.5","28.7","29","84","18","7","19","0","1.06","40","38","+2","+0.07","+1.25","42.9","37.6","+5.4","+0.19","+0.54",
"Moussa Sissoko","frFRA","MF","Tottenham","engPremier League","30","1989","25","1,585","63","46.3","17.6","15","89","14","10","25","10","1.56","22","22","0","0.00","-1.13","19.8","22.4","-2.6","-0.15","-0.47",
"Nelson Sissoko","frFRA","DF","Saint-Étienne","frLigue 1","23","1997","9","474","53","13.9","5.3","6","75","4","3","8","11","0.56","3","14","-11","-2.09","-2.06","4.0","9.6","-5.6","-1.06","-1.19",
"Antonio Sivera","esESP","GK","Alavés","esLa Liga","23","1996","1","71","71","2.1","0.8","1","71","0","0","","37","0.00","0","0","0","0.00","+0.56","0.5","0.2","+0.3","+0.43","+0.63",
"Jacques Siwe","frFRA","FW","Dijon","frLigue 1","19","2001","5","169","34","4.9","1.9","2","75","1","3","7","0","1.20","1","3","-2","-1.07","+0.21","1.7","2.9","-1.2","-0.64","+0.40",
"Ellyes Skhiri","tnTUN","MF","Köln","deBundesliga","25","1995","32","2,785","87","91.0","30.9","32","87","26","0","","1","0.91","30","56","-26","-0.84","-0.84","36.5","50.1","-13.6","-0.44","-0.63",
"Łukasz Skorupski","plPOL","GK","Bologna","itSerie A","29","1991","28","2,520","90","73.7","28.0","28","90","28","0","","2","1.25","41","46","-5","-0.18","+0.72","41.0","45.9","-4.9","-0.18","+0.13",
"Andreas Skov Olsen","dkDEN","FW,DF","Bologna","itSerie A","20","1999","26","1,179","45","34.5","13.1","12","72","1","14","23","1","1.08","18","19","-1","-0.08","+0.45","21.0","19.4","+1.6","+0.12","+0.51",
"Robert Skov","dkDEN","FW,MF","Hoffenheim","deBundesliga","24","1996","23","1,164","51","38.0","12.9","12","68","0","11","32","1","1.22","13","17","-4","-0.31","-0.40","16.7","20.3","-3.6","-0.28","-0.39",
"Milan Škriniar","skSVK","DF","Inter","itSerie A","25","1995","32","2,777","87","81.2","30.9","31","89","28","1","26","3","2.44","68","24","+44","+1.43","+0.03","57.3","29.8","+27.6","+0.89","-0.05",
"Steven Skrzybski","deGER","FW,DF","Schalke 04","deBundesliga","27","1992","13","419","32","13.7","4.7","3","84","1","10","17","4","0.46","3","10","-7","-1.50","+0.34","4.5","9.9","-5.4","-1.15","+0.04",
"Petar Škuletić","rsSRB","FW,MF","Montpellier","frLigue 1","30","1990","19","234","12","6.8","2.6","1","54","0","18","10","14","1.42","4","6","-2","-0.77","-0.77","4.6","6.7","-2.1","-0.79","-0.44",
"Islam Slimani","dzALG","FW","Leicester City","engPremier League","32","1988","1","20","20","0.6","0.2","0","","0","1","20","0","0.00","0","1","-1","-4.50","-5.00","0.3","0.3","0.0","+0.22","-0.04",
"Islam Slimani","dzALG","FW","Lyon","frLigue 1","32","1988","18","579","32","16.9","6.4","4","77","2","14","19","0","1.83","17","5","+12","+1.87","+1.04","14.9","6.1","+8.8","+1.36","+0.38",
"William Smallbone","ieIRL","MF","Southampton","engPremier League","20","2000","3","172","57","5.0","1.9","2","68","0","1","36","5","0.00","1","5","-4","-2.09","-1.62","1.9","2.5","-0.6","-0.31","0.00",
"Chris Smalling","engENG","DF","Roma","itSerie A","30","1989","16","1,111","69","32.5","12.3","13","81","11","3","17","0","2.13","23","20","+3","+0.24","-0.03","24.0","12.3","+11.7","+0.95","+0.64",
"Emile Smith Rowe","engENG","MF,FW","Arsenal","engPremier League","20","2000","20","1,440","72","42.1","16.0","18","78","7","2","18","3","2.00","31","10","+21","+1.31","+1.54","25.0","14.8","+10.1","+0.63","+0.70",
"Robert Snodgrass","sctSCO","MF,FW","West Brom","engPremier League","32","1987","8","526","66","15.4","5.8","6","82","3","2","17","2","0.63","7","14","-7","-1.20","-0.14","7.0","7.5","-0.6","-0.09","+0.88",
"Robert Snodgrass","sctSCO","FW,MF","West Ham","engPremier League","32","1987","3","5","2","0.1","0.1","0","","0","3","2","8","1.67","1","0","+1","+18.00","+17.63","0.1","0.4","-0.3","-5.49","-5.67",
"Cédric Soares","ptPOR","DF","Arsenal","engPremier League","28","1991","10","746","75","21.8","8.3","8","87","7","2","26","15","1.70","16","11","+5","+0.60","+0.23","13.2","9.0","+4.2","+0.51","+0.36",
"Rafa Soares","ptPOR","DF","Eibar","esLa Liga","25","1995","19","1,134","60","33.2","12.6","12","81","7","7","23","19","0.79","14","17","-3","-0.24","+0.55","16.0","18.2","-2.2","-0.17","-0.24",
"Rubén Sobrino","esESP","MF,FW","Valencia","esLa Liga","28","1992","5","49","10","1.4","0.5","0","","0","5","10","16","1.40","2","1","+1","+1.84","+1.94","1.3","0.7","+0.6","+1.02","+1.29",
"Rubén Sobrino","esESP","FW,MF","Cádiz","esLa Liga","28","1992","16","1,113","70","32.5","12.4","11","87","7","5","32","0","1.06","10","16","-6","-0.49","+0.14","11.7","20.2","-8.4","-0.68","-0.20",
"Simon Sohm","chSUI","MF","Parma","itSerie A","19","2001","18","899","50","26.3","10.0","8","77","4","10","28","11","0.33","5","28","-23","-2.30","-1.55","7.8","21.3","-13.6","-1.36","-1.18",
"Augusto Solari","arARG","MF","Celta Vigo","esLa Liga","28","1992","16","486","30","14.2","5.4","3","68","0","13","22","0","1.63","9","4","+5","+0.93","+1.14","6.0","7.3","-1.3","-0.25","-0.27",
"Roberto Soldado","esESP","FW","Granada","esLa Liga","35","1985","29","1,438","50","42.0","16.0","16","70","1","13","25","1","1.34","21","25","-4","-0.25","+0.39","17.4","24.5","-7.2","-0.45","-0.09",
"Carlos Soler","esESP","MF","Valencia","esLa Liga","23","1997","32","2,735","85","80.0","30.4","31","88","27","1","10","1","1.13","41","41","0","0.00","+0.39","35.4","40.4","-5.0","-0.16","+0.45",
"Noé Sommer","frFRA","MF","Strasbourg","frLigue 1","19","2001","0","","","","","0","","","0","","1","","","","","","","","","","","",
"Yann Sommer","chSUI","GK","Gladbach","deBundesliga","31","1988","31","2,712","87","88.6","30.1","31","87","30","0","","0","1.45","55","50","+5","+0.17","-0.61","48.8","40.6","+8.2","+0.27","+0.01",
"Son","esESP","DF,MF","Levante","esLa Liga","26","1994","28","1,106","40","32.3","12.3","10","84","6","18","15","10","0.96","9","18","-9","-0.73","-0.65","9.5","18.2","-8.7","-0.71","-0.54",
"Brandon Soppy","frFRA","DF","Rennes","frLigue 1","18","2002","10","559","56","16.3","6.2","5","84","4","5","28","21","1.50","12","5","+7","+1.13","+0.97","9.2","4.5","+4.7","+0.76","+0.60",
"David Soria","esESP","GK","Getafe","esLa Liga","27","1993","28","2,520","90","73.7","28.0","28","90","28","0","","10","0.93","20","31","-11","-0.39","+0.01","25.2","30.0","-4.8","-0.17","-0.07",
"Mario Soriano","esESP","MF","Atlético Madrid","esLa Liga","18","2002","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Roberto Soriano","itITA","MF","Bologna","itSerie A","29","1991","37","3,250","88","95.0","36.1","37","88","32","0","","0","1.11","50","58","-8","-0.22","+2.95","52.2","57.7","-5.5","-0.15","+1.14",
"Alberto Soro","esESP","FW,MF","Granada","esLa Liga","21","1999","15","393","26","11.5","4.4","3","54","0","12","19","14","0.60","6","15","-9","-2.06","-1.79","5.7","9.2","-3.4","-0.78","-0.44",
"Borna Sosa","hrCRO","DF,FW","Stuttgart","deBundesliga","22","1998","26","2,042","79","66.7","22.7","25","80","16","1","32","2","1.58","38","33","+5","+0.22","+0.57","33.5","31.6","+2.0","+0.09","+0.33",
"Hugo Sotelo","esESP","MF","Celta Vigo","esLa Liga","16","2003","1","1","1","0.0","0.0","0","","0","1","1","3","3.00","0","0","0","0.00","+0.05","0.0","0.1","-0.1","-5.21","-5.20",
"Florian Sotoca","frFRA","FW","Lens","frLigue 1","29","1990","33","2,413","73","70.6","26.8","28","82","15","5","22","1","1.42","38","38","0","0.00","-0.09","38.0","32.3","+5.8","+0.21","-0.13",
"Riccardo Sottil","itITA","FW,MF","Cagliari","itSerie A","21","1999","21","1,184","56","34.6","13.2","12","77","0","9","28","1","0.71","21","21","0","0.00","+0.64","19.3","25.7","-6.4","-0.49","-0.16",
"Cheick Souaré","frFRA","MF","Marseille","frLigue 1","17","2002","1","10","10","0.3","0.1","0","","0","1","10","4","1.00","0","0","0","0.00","-0.18","0.0","0.2","-0.2","-1.45","-1.44",
"Tomáš Souček","czCZE","MF","West Ham","engPremier League","25","1995","38","3,419","90","100.0","38.0","38","90","37","0","","0","1.71","62","47","+15","+0.39","+0.39","55.4","48.7","+6.7","+0.18","+0.18",
