Name, Nation, Position, Club, League, Age, YearBorn,MP,Mins,Mn/MP,Min%, 90s,Starts,Mn/Start,CompleteMatches,Subs,Mn/Sub, unusedSub, PointsPerMatch, GoalsScoredOnPitch,GoalsAllowedOnPitch,Scored-Allowed, Scored-Allowed90,gOnOffPlusMinus90,XgGoalsScoredOnPitch,XgGoalsAllowedOnPitch,XgScored-Allowed, XgScored-Allowed90, XgOnOffPlusMinus90
"Osman Bukari","ghGHA","FW,MF","Nantes","frLigue 1","22","1998","24","1,012","42","29.6","11.2","10","67","0","14","25","9","1.25","20","17","+3","+0.27","+0.12","14.6","19.4","-4.8","-0.43","-0.34",
"Aleksander Buksa","plPOL","FW","Genoa","itSerie A","18","2003","4","63","16","1.8","0.7","0","","0","4","16","6","0.25","1","2","-1","-1.43","-0.57","0.5","0.5","0.0","0.00","+0.46",
"Alessandro Buongiorno","itITA","DF","Torino","itSerie A","22","1999","23","1,181","51","34.5","13.1","12","76","5","11","24","13","1.43","22","16","+6","+0.46","+0.50","18.3","17.3","+1.1","+0.08","-0.27",
"Sascha Burchert","deGER","GK","Greuther Fürth","deBundesliga","31","1989","14","1,260","90","41.2","14.0","14","90","14","0","","17","0.71","11","28","-17","-1.21","+0.64","11.9","21.5","-9.6","-0.68","+0.35",
"Delano Burgzorg","srSUR","MF","Mainz 05","deBundesliga","22","1998","3","27","9","0.9","0.3","0","","0","3","9","1","2.00","3","0","+3","+10.00","+9.94","0.5","0.2","+0.3","+0.99","+0.81",
"Jonathan Burkardt","deGER","FW,MF","Mainz 05","deBundesliga","21","2000","34","2,611","77","85.3","29.0","32","80","9","2","34","0","1.35","41","39","+2","+0.07","-0.53","43.9","38.6","+5.3","+0.18","-0.05",
"Nishan Burkart","chSUI","FW,MF","Freiburg","deBundesliga","21","2000","0","","","","","0","","0","0","","4","","","","","","","","","","","",
"Roman Bürki","chSUI","GK","Dortmund","deBundesliga","30","1990","1","90","90","2.9","1.0","1","90","1","0","","2","3.00","2","1","+1","+1.00","+0.03","1.3","1.0","+0.4","+0.38","-0.15",
"Alessandro Burlamaqui","pePER","MF","Valencia","esLa Liga","19","2002","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Dan Burn","engENG","DF","Newcastle Utd","engPremier League","29","1992","16","1,440","90","42.1","16.0","16","90","16","0","","1","1.94","20","18","+2","+0.12","+1.03","18.4","18.7","-0.4","-0.02","+0.82",
"Dan Burn","engENG","DF","Brighton","engPremier League","29","1992","13","1,022","79","29.9","11.4","12","83","10","1","21","2","1.31","10","12","-2","-0.18","-0.18","12.6","13.6","-1.0","-0.09","-0.25",
"Maxime Busi","beBEL","DF","Reims","frLigue 1","21","1999","18","1,296","72","37.9","14.4","13","86","10","5","35","1","1.28","15","19","-4","-0.28","-0.40","14.9","19.5","-4.6","-0.32","-0.15",
"Gianluca Busio","usUSA","MF","Venezia","itSerie A","19","2002","29","1,950","67","57.0","21.7","23","78","10","6","26","5","0.72","15","37","-22","-1.02","-0.22","18.0","38.0","-20.0","-0.92","+0.01",
"Jakob Busk","dkDEN","GK","Union Berlin","deBundesliga","27","1993","0","","","","","0","","0","0","","5","","","","","","","","","","","",
"Oriol Busquets","esESP","MF","Clermont Foot","frLigue 1","22","1999","9","201","22","5.9","2.2","2","65","0","7","10","18","0.44","0","6","-6","-2.69","-1.99","1.8","3.7","-1.9","-0.87","-0.70",
"Sergio Busquets","esESP","MF","Barcelona","esLa Liga","33","1988","36","3,198","89","93.5","35.5","36","89","32","0","","0","1.86","60","36","+24","+0.68","-1.76","57.7","32.0","+25.6","+0.72","-0.64",
"Jack Butland","engENG","GK","Crystal Palace","engPremier League","28","1993","9","765","85","22.4","8.5","8","90","8","1","45","29","1.11","12","13","-1","-0.12","-0.29","8.7","8.9","-0.2","-0.02","-0.22",
"Adrián Butzke","esESP","FW","Granada","esLa Liga","22","1999","1","1","1","0.0","0.0","0","","0","1","1","9","3.00","1","0","+1","+90.00","+90.47","0.4","0.0","+0.4","+38.85","+39.44",
"Marcin Bułka","plPOL","GK","Nice","frLigue 1","21","1999","1","90","90","2.6","1.0","1","90","1","0","","37","0.00","0","1","-1","-1.00","-1.46","1.0","1.5","-0.6","-0.58","-0.95",
"Sam Byram","engENG","DF","Norwich City","engPremier League","27","1993","15","1,027","68","30.0","11.4","11","85","10","4","23","6","0.73","7","27","-20","-1.75","-0.21","10.1","24.7","-14.6","-1.28","-0.21",
"Erick Cabaco","uyURU","DF","Getafe","esLa Liga","26","1995","10","403","40","11.8","4.5","5","70","0","5","11","12","0.73","3","6","-3","-0.67","-0.52","3.2","5.4","-2.2","-0.49","-0.28",
"Willy Caballero","arARG","GK","Southampton","engPremier League","39","1981","2","180","90","5.3","2.0","2","90","2","0","","19","0.50","2","5","-3","-1.50","-0.92","1.3","3.0","-1.7","-0.87","-0.50",
"Rémy Cabella","frFRA","MF,FW","Montpellier","frLigue 1","31","1990","5","313","63","9.2","3.5","3","84","1","2","31","0","0.40","4","8","-4","-1.15","-0.92","5.2","6.0","-0.7","-0.21","+0.18",
"Jimmy Cabot","frFRA","DF","Angers","frLigue 1","27","1994","24","2,008","84","58.7","22.3","24","84","20","0","","0","1.21","29","27","+2","+0.09","+0.92","27.4","26.4","+1.1","+0.05","+0.34",
"Arthur Cabral","brBRA","FW","Fiorentina","itSerie A","23","1998","14","749","54","21.9","8.3","8","78","2","6","21","2","1.57","11","11","0","0.00","-0.27","13.8","8.8","+5.1","+0.61","+0.13",
"Jovane Cabral","cvCPV","FW","Lazio","itSerie A","23","1998","3","190","63","5.6","2.1","2","62","0","1","67","12","1.00","5","4","+1","+0.47","-0.03","5.3","2.0","+3.3","+1.57","+1.45",
"Leandro Cabrera","uyURU","DF","Espanyol","esLa Liga","30","1991","37","3,330","90","97.4","37.0","37","90","37","0","","0","1.14","39","49","-10","-0.27","+2.73","35.3","48.8","-13.5","-0.37","+0.56",
"Liberato Cacace","nzNZL","DF","Empoli","itSerie A","20","2000","10","466","47","13.6","5.2","5","77","2","5","17","5","0.90","5","9","-4","-0.77","-0.29","5.4","8.7","-3.3","-0.63","-0.08",
"Martín Cáceres","uyURU","DF","Cagliari","itSerie A","34","1987","14","832","59","24.3","9.2","9","76","6","5","29","0","0.64","8","17","-9","-0.97","-0.10","8.6","13.9","-5.4","-0.58","-0.01",
"Martín Cáceres","uyURU","DF","Levante","esLa Liga","34","1987","10","663","66","19.4","7.4","9","69","2","1","45","3","1.10","6","13","-7","-0.95","-0.36","7.2","10.5","-3.2","-0.44","-0.55",
"Anthony Caci","frFRA","DF","Strasbourg","frLigue 1","24","1997","37","2,395","65","70.0","26.6","26","85","19","11","16","0","1.68","39","24","+15","+0.56","+0.39","38.6","28.9","+9.7","+0.36","+0.15",
"Mathieu Cafaro","frFRA","MF,FW","Reims","frLigue 1","24","1997","4","192","48","5.6","2.1","3","53","0","1","34","3","1.00","3","4","-1","-0.47","-0.47","1.5","3.7","-2.1","-1.01","-0.82",
"Yannick Cahuzac","frFRA","MF","Lens","frLigue 1","36","1985","17","618","36","18.1","6.9","6","85","2","11","10","19","1.67","14","15","-1","-0.15","-0.63","10.2","8.6","+1.5","+0.22","+0.03",
"Felipe Caicedo","ecECU","FW","Genoa","itSerie A","32","1988","9","284","32","8.3","3.2","1","90","1","8","24","0","0.67","6","6","0","0.00","+0.95","5.5","5.2","+0.3","+0.11","+0.60",
"Felipe Caicedo","ecECU","FW,MF","Lazio","itSerie A","32","1988","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Felipe Caicedo","ecECU","FW,DF","Inter","itSerie A","32","1988","3","23","8","0.7","0.3","0","","0","3","8","10","1.67","0","0","0","0.00","-1.38","0.2","0.9","-0.6","-2.45","-3.59",
"Moisés Caicedo","ecECU","MF","Brighton","engPremier League","19","2001","8","660","83","19.3","7.3","8","83","4","0","","11","2.13","13","6","+7","+0.95","+1.25","10.1","7.2","+2.9","+0.40","+0.39",
"Marc-Aurèle Caillard","frFRA","GK","Metz","frLigue 1","27","1994","19","1,542","81","45.1","17.1","17","90","17","2","6","15","0.89","16","30","-14","-0.82","+0.14","12.9","31.1","-18.2","-1.06","-0.34",
"Jens Cajuste","seSWE","MF,FW","Reims","frLigue 1","21","1999","8","364","46","10.6","4.0","4","64","0","4","28","0","0.63","4","8","-4","-0.99","-1.08","6.1","5.4","+0.6","+0.16","+0.43",
"Cala","esESP","DF","Cádiz","esLa Liga","31","1989","14","947","68","27.7","10.5","10","85","8","4","25","20","0.80","9","23","-14","-1.33","-1.26","8.0","17.3","-9.3","-0.88","-0.90",
"Davide Calabria","itITA","DF","Milan","itSerie A","24","1996","26","2,119","82","62.0","23.5","24","87","17","2","20","1","2.42","40","17","+23","+0.98","-0.06","37.1","22.0","+15.0","+0.64","+0.03",
"Riccardo Calafiori","itITA","DF","Genoa","itSerie A","19","2002","3","82","27","2.4","0.9","1","45","0","2","19","8","0.67","0","3","-3","-3.29","-2.48","0.1","3.3","-3.2","-3.47","-3.10",
"Riccardo Calafiori","itITA","DF","Roma","itSerie A","19","2002","6","174","29","5.1","1.9","2","72","0","4","8","12","2.50","3","3","0","0.00","-0.44","2.6","1.8","+0.7","+0.39","-0.33",
"Mattia Caldara","itITA","DF","Venezia","itSerie A","27","1994","31","2,704","87","79.1","30.0","30","90","30","1","4","5","0.81","27","52","-25","-0.83","+0.42","27.2","56.2","-29.0","-0.97","-0.17",
"Calderón","esESP","DF","Betis","esLa Liga","21","2000","1","65","65","1.9","0.7","0","","0","1","65","2","1.00","1","0","+1","+1.38","+0.82","0.4","0.1","+0.4","+0.49","+0.23",
"Fernando Calero","esESP","DF","Espanyol","esLa Liga","25","1995","16","1,090","68","31.9","12.1","13","81","8","3","12","15","0.88","11","17","-6","-0.50","-0.23","10.0","14.3","-4.3","-0.35","+0.04",
"Duje Ćaleta-Car","hrCRO","DF","Marseille","frLigue 1","24","1996","26","2,057","79","60.1","22.9","24","84","17","2","17","9","1.65","33","25","+8","+0.35","-0.77","32.3","26.3","+6.0","+0.26","-0.61",
"Hakan Çalhanoğlu","trTUR","MF","Inter","itSerie A","27","1994","34","2,480","73","72.5","27.6","33","75","7","1","5","2","2.12","59","21","+38","+1.38","+0.04","54.2","26.6","+27.5","+1.00","-0.44",
"Daniel Caligiuri","itITA","DF,MF","Augsburg","deBundesliga","33","1988","28","2,004","72","65.5","22.3","24","80","8","4","20","4","1.21","26","38","-12","-0.54","-0.11","24.7","36.5","-11.8","-0.53","+0.28",
"José Callejón","esESP","FW","Fiorentina","itSerie A","34","1987","30","1,298","43","38.0","14.4","16","67","3","14","16","8","1.53","21","24","-3","-0.21","-0.67","19.8","19.5","+0.3","+0.02","-0.79",
"Lucas Calodat","frFRA","DF","Saint-Étienne","frLigue 1","19","2002","1","4","4","0.1","0.0","0","","0","1","4","0","0.00","0","1","-1","-22.50","-21.60","0.0","0.3","-0.2","-4.38","-3.86",
"Dominic Calvert-Lewin","engENG","FW","Everton","engPremier League","24","1997","17","1,283","75","37.5","14.3","15","84","9","2","15","3","1.18","23","31","-8","-0.56","+0.07","18.9","21.6","-2.7","-0.19","+0.30",
"Ibrahima Camara","esESP","DF","Atlético Madrid","esLa Liga","18","2003","0","","","","","0","","0","0","","4","","","","","","","","","","","",
"Mahdi Camara","frFRA","MF,DF","Saint-Étienne","frLigue 1","23","1998","35","3,073","88","89.9","34.1","34","89","30","1","46","0","0.74","36","68","-32","-0.94","-0.16","33.4","51.2","-17.8","-0.52","+0.05",
"Mamadou Camara","mlMLI","FW","Troyes","frLigue 1","20","2001","3","40","13","1.2","0.4","0","","0","3","13","5","1.00","1","1","0","0.00","+0.43","0.3","0.6","-0.4","-0.82","-0.52",
"Mamadou Camara","snSEN","MF","Lens","frLigue 1","18","2002","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Víctor Camarasa","esESP","MF,FW","Betis","esLa Liga","27","1994","7","108","15","3.2","1.2","0","","0","7","15","2","1.86","1","2","-1","-0.83","-1.46","1.0","1.9","-0.9","-0.75","-1.04",
"Eduardo Camavinga","frFRA","MF","Real Madrid","esLa Liga","18","2002","26","1,236","48","36.1","13.7","13","71","6","13","24","8","2.42","33","13","+20","+1.46","+0.26","27.7","19.1","+8.6","+0.63","-0.17",
"Eduardo Camavinga","frFRA","MF","Rennes","frLigue 1","18","2002","4","143","36","4.2","1.6","1","68","0","3","25","0","1.25","2","4","-2","-1.26","-2.47","1.3","3.5","-2.2","-1.38","-1.99",
"Andrea Cambiaso","itITA","DF","Genoa","itSerie A","21","2000","26","1,790","69","52.3","19.9","21","78","13","5","28","3","0.62","13","31","-18","-0.91","-0.08","16.2","25.5","-9.3","-0.47","-0.05",
"Axel Camblan","frFRA","FW","Brest","frLigue 1","17","2003","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Sergio Camello","esESP","FW","Atlético Madrid","esLa Liga","20","2001","0","","","","","0","","0","0","","3","","","","","","","","","","","",
"José Campaña","esESP","MF","Levante","esLa Liga","28","1993","20","1,422","71","41.6","15.8","16","79","8","4","40","0","0.95","21","28","-7","-0.44","+0.37","20.6","21.6","-0.9","-0.06","-0.11",
"Chem Campbell","wlsWAL","MF","Wolves","engPremier League","18","2002","1","13","13","0.4","0.1","0","","0","1","13","6","0.00","0","0","0","0.00","+0.13","0.3","0.1","+0.1","+0.83","+1.35",
"Gaizka Campos Bahillo","esESP","GK","Celta Vigo","esLa Liga","24","1997","0","","","","","0","","0","0","","4","","","","","","","","","","","",
"Emre Can","deGER","DF,MF","Dortmund","deBundesliga","27","1994","24","1,690","70","55.2","18.8","19","84","14","5","19","0","2.13","45","22","+23","+1.22","+0.57","33.9","23.0","+10.9","+0.58","+0.13",
"Sergio Canales","esESP","FW,MF","Betis","esLa Liga","30","1991","34","2,791","82","81.6","31.0","33","84","19","1","27","0","1.74","48","31","+17","+0.55","-0.17","38.1","33.0","+5.1","+0.16","-0.55",
"Matteo Cancellieri","itITA","MF,DF","Hellas Verona","itSerie A","19","2002","12","227","19","6.6","2.5","1","61","0","11","15","19","0.17","4","6","-2","-0.79","-1.02","3.7","3.9","-0.2","-0.07","-0.12",
"João Cancelo","ptPOR","DF","Manchester City","engPremier League","27","1994","36","3,227","90","94.4","35.9","36","90","35","0","","1","2.42","88","25","+63","+1.76","-2.91","80.9","23.7","+57.2","+1.59","-1.60",
"Fali Candé","gwGNB","DF","Metz","frLigue 1","23","1998","11","973","88","28.5","10.8","11","88","9","0","","0","0.64","5","18","-13","-1.20","-0.43","6.7","17.9","-11.3","-1.04","-0.23",
"Antonio Candreva","itITA","MF,FW","Sampdoria","itSerie A","34","1987","36","3,119","87","91.2","34.7","36","87","24","0","","0","1.00","44","56","-12","-0.35","+1.15","34.2","48.2","-14.0","-0.40","+1.19",
"Simone Canestrelli","itITA","DF","Empoli","itSerie A","20","2000","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Gianmarco Cangiano","itITA","FW","Bologna","itSerie A","19","2001","0","","","","","0","","0","0","","14","","","","","","","","","","","",
"Lorenzo Cannavale","itITA","FW","Salernitana","itSerie A","19","2002","0","","","","","0","","0","0","","3","","","","","","","","","","","",
"Sergi Canós","esESP","DF,FW","Brentford","engPremier League","24","1997","31","2,083","67","60.9","23.1","25","79","9","6","19","2","1.06","25","35","-10","-0.43","-0.57","25.2","29.0","-3.8","-0.16","-0.24",
"Álex Cantero","esESP","FW,MF","Levante","esLa Liga","21","2000","25","610","24","17.8","6.8","4","68","0","21","16","11","0.68","16","16","0","0.00","+0.80","14.0","11.5","+2.5","+0.36","+0.44",
"Todd Cantwell","engENG","FW,MF","Norwich City","engPremier League","23","1998","8","441","55","12.9","4.9","5","74","2","3","24","4","0.38","2","15","-13","-2.65","-1.20","3.3","11.9","-8.5","-1.74","-0.69",
"Ander Capa","esESP","DF","Athletic Club","esLa Liga","29","1992","1","4","4","0.1","0.0","0","","0","1","4","29","3.00","0","0","0","0.00","-0.18","0.1","0.0","+0.1","+1.75","+1.45",
"Pierrick Capelle","frFRA","MF,DF","Angers","frLigue 1","34","1987","30","1,193","40","34.9","13.3","12","77","2","18","15","5","1.10","16","15","+1","+0.08","+0.56","17.2","16.7","+0.5","+0.04","+0.20",
"Leonardo Capezzi","itITA","MF","Salernitana","itSerie A","26","1995","5","175","35","5.1","1.9","2","65","0","3","15","8","0.80","3","6","-3","-1.54","-0.38","1.8","3.0","-1.2","-0.60","+0.16",
"Capita","aoANG","FW","Lille","frLigue 1","19","2002","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Étienne Capoue","frFRA","MF","Villarreal","esLa Liga","33","1988","30","2,290","76","67.0","25.4","26","83","15","4","33","3","1.43","36","23","+13","+0.51","-0.52","37.0","26.5","+10.5","+0.41","-0.30",
"Gianluca Caprari","itITA","MF,FW","Hellas Verona","itSerie A","28","1993","35","2,739","78","80.1","30.4","33","81","15","2","27","0","1.51","56","40","+16","+0.53","+1.85","41.9","36.9","+5.0","+0.16","+0.63",
"Amay Caprice","frFRA","DF","Marseille","frLigue 1","16","2004","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Francesco Caputo","itITA","FW","Sampdoria","itSerie A","33","1987","36","2,790","78","81.6","31.0","31","85","19","5","33","0","0.97","41","53","-12","-0.39","+0.33","30.7","46.5","-15.9","-0.51","-0.01",
"Francesco Caputo","itITA","FW","Sassuolo","itSerie A","33","1987","2","156","78","4.6","1.7","2","78","0","0","","0","2.00","3","2","+1","+0.58","+0.66","3.0","2.9","+0.2","+0.09","+0.39",
"Maxence Caqueret","frFRA","MF","Lyon","frLigue 1","21","2000","31","2,335","75","68.3","25.9","26","85","22","5","27","0","1.58","40","35","+5","+0.19","-0.64","44.7","35.3","+9.4","+0.36","+0.12",
"Andrea Carboni","itITA","DF","Cagliari","itSerie A","20","2001","30","2,215","74","64.8","24.6","25","84","18","5","21","7","0.77","24","41","-17","-0.69","+0.58","27.5","36.4","-8.9","-0.36","+0.61",
"Franco Carboni","itITA","DF,MF","Inter","itSerie A","18","2003","0","","","","","0","","0","0","","5","","","","","","","","","","","",
"Isaac Carcelen","esESP","DF,MF","Cádiz","esLa Liga","28","1993","25","1,544","62","45.1","17.2","17","81","9","8","21","4","0.96","16","22","-6","-0.35","+0.13","17.0","25.2","-8.1","-0.47","-0.45",
"Dani Cárdenas","esESP","GK","Levante","esLa Liga","24","1997","24","2,160","90","63.2","24.0","24","90","24","0","","12","1.00","36","46","-10","-0.42","+0.65","38.6","36.4","+2.2","+0.09","+0.24",
"Irvin Cardona","mtMLT","FW,MF","Brest","frLigue 1","23","1997","32","1,334","42","39.0","14.8","13","68","0","19","24","3","1.09","18","30","-12","-0.81","-0.98","17.6","24.1","-6.5","-0.44","-0.17",
"Lazar Carević","meMNE","GK","Barcelona","esLa Liga","22","1999","0","","","","","0","","0","0","","7","","","","","","","","","","","",
"Igor Carioca","brBRA","DF","Lorient","frLigue 1","24","1996","28","1,578","56","46.1","17.5","17","86","13","11","11","10","0.86","16","33","-17","-0.97","-0.43","17.7","25.8","-8.1","-0.46","-0.41",
"Carlo","esESP","MF","Villarreal","esLa Liga","20","2001","1","7","7","0.2","0.1","0","","0","1","7","3","3.00","0","0","0","0.00","-0.69","0.6","0.0","+0.6","+7.55","+7.06",
"Diego Carlos","brBRA","DF","Sevilla","esLa Liga","28","1993","34","2,957","87","86.5","32.9","34","87","30","0","","0","1.88","48","27","+21","+0.64","+0.25","37.8","31.4","+6.4","+0.20","+0.39",
"Carmona","esESP","DF","Sevilla","esLa Liga","19","2002","1","24","24","0.7","0.3","0","","0","1","24","14","1.00","0","0","0","0.00","-0.61","0.0","0.1","0.0","-0.11","-0.26",
"Marc Carmona","esESP","DF","Mallorca","esLa Liga","20","2001","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Matteo Carnelos","itITA","GK","Udinese","itSerie A","18","2003","0","","","","","0","","0","0","","11","","","","","","","","","","","",
"Yannick Carrasco","beBEL","FW,MF","Atlético Madrid","esLa Liga","27","1993","34","2,583","76","75.5","28.7","28","83","14","6","45","0","1.91","52","34","+18","+0.63","+0.20","42.2","24.7","+17.5","+0.61","+0.23",
"Álvaro Carreras","esESP","DF,MF","Manchester Utd","engPremier League","18","2003","0","","","","","0","","0","0","","4","","","","","","","","","","","",
"Coke Carrillo","esESP","GK","Celta Vigo","esLa Liga","19","2002","0","","","","","0","","0","0","","18","","","","","","","","","","","",
"Guido Carrillo","arARG","FW","Elche","esLa Liga","30","1991","29","1,168","40","34.2","13.0","11","76","5","18","18","6","1.00","12","20","-8","-0.62","-0.46","12.8","18.7","-5.9","-0.45","+0.33",
"Thomas Carrique","frFRA","DF","Celta Vigo","esLa Liga","22","1999","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Scott Carson","engENG","GK","Manchester City","engPremier League","35","1985","0","","","","","0","","0","0","","18","","","","","","","","","","","",
"Dani Carvajal","esESP","DF","Real Madrid","esLa Liga","29","1992","24","1,551","65","45.4","17.2","17","81","9","7","25","4","2.46","37","13","+24","+1.39","+0.19","34.0","16.5","+17.5","+1.01","+0.52",
"Matis Carvalho","ptPOR","GK","Montpellier","frLigue 1","22","1999","0","","","","","0","","0","0","","11","","","","","","","","","","","",
"William Carvalho","ptPOR","MF","Betis","esLa Liga","29","1992","33","1,805","55","52.8","20.1","20","79","8","13","18","2","1.82","37","25","+12","+0.60","+0.04","32.8","29.1","+3.7","+0.18","-0.17",
"Cesare Casadei","itITA","MF","Inter","itSerie A","18","2003","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Nicolò Casale","itITA","DF","Hellas Verona","itSerie A","23","1998","36","2,586","72","75.6","28.7","30","80","18","6","33","0","1.36","42","40","+2","+0.07","-0.36","37.8","36.9","+0.9","+0.03","-0.03",
"Casemiro","brBRA","MF","Real Madrid","esLa Liga","29","1992","32","2,569","80","75.1","28.5","31","82","22","1","30","2","2.13","52","23","+29","+1.02","-1.10","50.0","33.3","+16.7","+0.59","-0.59",
"Matty Cash","plPOL","DF","Aston Villa","engPremier League","23","1997","38","3,377","89","98.7","37.5","38","89","35","0","","0","1.18","52","50","+2","+0.05","+8.43","43.6","46.6","-3.0","-0.08","+4.08",
"Kiko Casilla","esESP","GK","Elche","esLa Liga","34","1986","14","1,260","90","36.8","14.0","14","90","14","0","","20","0.93","12","17","-5","-0.36","-0.07","11.8","18.9","-7.2","-0.51","+0.25",
"Moreto Cassamã","gwGNB","MF","Reims","frLigue 1","23","1998","17","801","47","23.4","8.9","11","59","0","6","25","9","1.29","11","11","0","0.00","+0.03","8.1","10.6","-2.5","-0.28","-0.06",
"Francesco Cassata","itITA","MF","Genoa","itSerie A","24","1997","1","7","7","0.2","0.1","0","","0","1","7","1","1.00","0","0","0","0.00","+0.87","0.0","0.0","0.0","0.00","+0.44",
"Riccardo Castagnaviz","itITA","MF","Udinese","itSerie A","18","2003","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Timothy Castagne","beBEL","DF","Leicester City","engPremier League","25","1995","27","2,127","79","62.2","23.6","22","88","20","5","39","2","1.52","42","30","+12","+0.51","+1.13","31.8","34.3","-2.6","-0.11","+0.51",
"Koen Casteels","beBEL","GK","Wolfsburg","deBundesliga","29","1992","28","2,520","90","82.4","28.0","28","90","28","0","","0","1.39","39","40","-1","-0.04","+1.63","40.5","38.7","+1.8","+0.06","+0.29",
"Jean-Charles Castelletto","cmCMR","DF","Nantes","frLigue 1","26","1995","28","2,510","90","73.4","27.9","28","90","26","0","","0","1.57","40","35","+5","+0.18","-0.02","36.8","37.5","-0.7","-0.03","+0.61",
"Samu Castillejo","esESP","FW,MF","Milan","itSerie A","26","1995","5","125","25","3.7","1.4","1","45","0","4","20","17","2.00","6","0","+6","+4.32","+3.45","2.4","1.3","+1.1","+0.80","+0.18",
"Gonzalo Castro","deGER","MF,FW","Arminia","deBundesliga","34","1987","12","436","36","14.2","4.8","4","78","1","8","15","3","0.83","3","9","-6","-1.24","-0.55","2.9","9.1","-6.2","-1.29","-0.25",
"Javier Castro","esESP","DF","Celta Vigo","esLa Liga","20","2000","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Jonny Castro","esESP","DF","Wolves","engPremier League","27","1994","13","1,024","79","29.9","11.4","10","89","8","3","45","4","0.85","13","22","-9","-0.79","-0.94","10.7","19.3","-8.6","-0.75","-0.34",
"Gaetano Castrovilli","itITA","MF","Fiorentina","itSerie A","24","1997","23","1,391","60","40.7","15.5","16","73","5","7","33","2","1.74","18","19","-1","-0.06","-0.46","25.0","15.6","+9.4","+0.61","+0.16",
"Danilo Cataldi","itITA","MF","Lazio","itSerie A","26","1994","32","1,707","53","49.9","19.0","19","73","1","13","24","2","1.69","40","29","+11","+0.58","+0.16","26.9","21.3","+5.6","+0.30","+0.19",
"Catena","esESP","DF","Rayo Vallecano","esLa Liga","26","1994","36","3,240","90","94.7","36.0","36","90","36","0","","0","1.17","39","46","-7","-0.19","+1.81","41.6","45.6","-4.0","-0.11","+0.71",
"Craig Cathcart","nirNIR","DF","Watford","engPremier League","32","1989","31","2,396","77","70.1","26.6","27","88","24","4","8","4","0.74","28","55","-27","-1.01","+0.39","31.0","45.8","-14.8","-0.56","+0.29",
"Edinson Cavani","uyURU","FW","Manchester Utd","engPremier League","34","1987","15","766","51","22.4","8.5","7","81","4","8","25","0","1.47","13","10","+3","+0.35","+0.45","12.5","10.8","+1.6","+0.19","+0.15",
"Nicolò Cavuoti","itITA","MF","Cagliari","itSerie A","18","2003","0","","","","","0","","0","0","","4","","","","","","","","","","","",
"Dani Ceballos","esESP","MF","Real Madrid","esLa Liga","24","1996","11","276","25","8.1","3.1","2","80","1","9","13","6","2.64","8","2","+6","+1.96","+0.73","8.0","4.7","+3.3","+1.08","+0.38",
"Pietro Ceccaroni","itITA","DF","Venezia","itSerie A","25","1995","35","3,122","89","91.3","34.7","35","89","34","0","","1","0.66","31","63","-32","-0.92","-0.02","35.3","66.3","-30.9","-0.89","+0.43",
"Federico Ceccherini","itITA","DF","Hellas Verona","itSerie A","29","1992","34","2,358","69","68.9","26.2","29","74","11","5","43","2","1.44","41","41","0","0.00","-0.51","33.6","31.6","+1.9","+0.07","+0.12",
"Emil Ceide","noNOR","FW,MF","Sassuolo","itSerie A","19","2001","6","53","9","1.5","0.6","0","","0","6","9","8","1.67","1","3","-2","-3.40","-3.40","0.9","2.6","-1.7","-2.84","-2.60",
"Zeki Çelik","trTUR","DF","Lille","frLigue 1","24","1997","32","2,696","84","78.8","30.0","30","88","27","2","23","3","1.38","38","38","0","0.00","0.00","41.0","32.5","+8.6","+0.29","+0.03",
"Fabien Centonze","frFRA","DF","Metz","frLigue 1","25","1996","19","1,586","83","46.4","17.6","18","86","17","1","45","0","0.84","21","34","-13","-0.74","+0.29","13.6","25.7","-12.1","-0.68","+0.36",
"Luca Ceppitelli","itITA","DF","Cagliari","itSerie A","31","1989","24","1,445","60","42.3","16.1","16","82","9","8","16","6","0.79","14","31","-17","-1.06","-0.28","16.7","25.1","-8.3","-0.52","+0.10",
"Michele Cerofolini","itITA","GK","Fiorentina","itSerie A","22","1999","0","","","","","0","","0","0","","7","","","","","","","","","","","",
"Noa Cervantés","dzALG","MF","Reims","frLigue 1","18","2003","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Franco Cervi","arARG","MF","Celta Vigo","esLa Liga","27","1994","33","1,801","55","52.7","20.0","21","70","3","12","28","2","1.24","31","22","+9","+0.45","+0.95","22.1","22.8","-0.7","-0.04","+0.07",
"César","esESP","MF","Elche","esLa Liga","20","2001","0","","","","","0","","0","0","","2","","","","","","","","","","","",
