Name, Nation, Position, Club, League, Age, YearBorn,MP,Mins,Mn/MP,Min%, 90s,Starts,Mn/Start,CompleteMatches,Subs,Mn/Sub, unusedSub, PointsPerMatch, GoalsScoredOnPitch,GoalsAllowedOnPitch,Scored-Allowed, Scored-Allowed90,gOnOffPlusMinus90,XgGoalsScoredOnPitch,XgGoalsAllowedOnPitch,XgScored-Allowed, XgScored-Allowed90, XgOnOffPlusMinus90
"Héctor Bellerín","esESP","DF","Arsenal","engPremier League","23","1995","19","1,533","81","44.8","17.0","18","84","15","1","21","0","1.95","36","21","+15","+0.88","+0.55","24.7","20.4","+4.3","+0.25","+0.18",
"Nicky Beloko","chSUI","FW,MF","Fiorentina","itSerie A","18","2000","1","45","45","1.3","0.5","0","","0","1","45","2","0.00","0","0","0","0.00","-0.05","0.3","0.2","+0.1","+0.11","-0.24",
"Andrea Belotti","itITA","FW","Torino","itSerie A","24","1993","37","3,299","89","96.5","36.7","37","89","35","0","","0","1.68","51","35","+16","+0.44","+1.18","45.0","46.1","-1.1","-0.03","+0.01",
"Fran Beltrán","esESP","MF","Celta Vigo","esLa Liga","19","1999","30","1,517","51","44.4","16.9","16","82","9","14","15","6","1.03","24","31","-7","-0.42","-0.32","19.2","29.2","-9.9","-0.59","-0.38",
"Sami Ben Amar","maMAR","FW","Nîmes","frLigue 1","20","1998","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Hatem Ben Arfa","frFRA","FW,MF","Rennes","frLigue 1","31","1987","26","2,033","78","59.4","22.6","23","85","16","3","24","2","1.27","30","30","0","0.00","-0.19","32.2","26.4","+5.7","+0.25","+0.11",
"Wissam Ben Yedder","frFRA","FW","Sevilla","esLa Liga","27","1990","35","2,812","80","82.2","31.2","31","86","21","4","36","2","1.57","56","33","+23","+0.74","+1.92","57.7","34.7","+22.9","+0.73","+0.98",
"Diego Benaglio","chSUI","GK","Monaco","frLigue 1","34","1983","23","2,058","89","60.2","22.9","22","90","22","1","78","11","0.78","20","38","-18","-0.79","-0.72","25.9","33.1","-7.2","-0.31","-0.60",
"Marco Benassi","itITA","MF","Fiorentina","itSerie A","23","1994","32","2,282","71","66.7","25.4","29","76","12","3","23","4","1.16","31","28","+3","+0.12","+0.20","35.1","24.0","+11.2","+0.44","+0.29",
"Medhi Benatia","maMAR","DF","Juventus","itSerie A","31","1987","5","450","90","13.2","5.0","5","90","5","0","","14","2.60","10","3","+7","+1.40","+0.40","8.4","3.7","+4.8","+0.95","+0.34",
"Lars Bender","deGER","MF,DF","Leverkusen","deBundesliga","29","1989","20","1,361","68","44.5","15.1","18","75","9","2","8","1","1.50","29","24","+5","+0.33","-0.31","27.3","16.7","+10.6","+0.70","+0.51",
"Sven Bender","deGER","DF","Leverkusen","deBundesliga","29","1989","27","1,991","74","65.1","22.1","25","79","19","2","3","2","1.81","49","35","+14","+0.63","+0.38","38.4","27.5","+10.9","+0.49","+0.21",
"László Bénes","skSVK","MF,FW","Gladbach","deBundesliga","20","1997","1","27","27","0.9","0.3","0","","0","1","26","4","1.00","0","0","0","0.00","-0.39","0.1","2.7","-2.6","-8.70","-8.78",
"Nicolas Benezet","frFRA","MF,FW","Guingamp","frLigue 1","27","1991","25","1,666","67","48.7","18.5","18","82","12","7","28","0","0.68","11","28","-17","-0.92","+0.26","18.6","23.9","-5.3","-0.28","+0.11",
"Walter Benítez","arARG","GK","Nice","frLigue 1","25","1993","35","3,150","90","92.1","35.0","35","90","35","0","","3","1.57","29","29","0","0.00","+1.67","42.4","46.7","-4.3","-0.12","-0.33",
"Bilal Benkhedim","frFRA","MF","Saint-Étienne","frLigue 1","17","2001","0","","","","","0","","0","0","","3","","","","","","","","","","","",
"Ismaël Bennacer","dzALG","MF","Empoli","itSerie A","20","1997","37","2,961","80","86.6","32.9","32","88","28","5","27","0","1.00","44","60","-16","-0.49","+0.10","45.2","57.3","-12.0","-0.37","-0.52",
"Joe Bennett","engENG","DF","Cardiff City","engPremier League","28","1990","30","2,639","88","77.2","29.3","30","88","28","0","","7","0.83","25","50","-25","-0.85","+0.30","32.7","49.1","-16.5","-0.56","-0.26",
"Ryan Bennett","engENG","DF","Wolves","engPremier League","28","1990","34","3,060","90","89.5","34.0","34","90","34","0","","2","1.65","44","38","+6","+0.18","+1.43","49.5","36.5","+13.0","+0.38","+1.12",
"Yassine Benrahou","frFRA","MF,FW","Bordeaux","frLigue 1","19","1999","4","177","44","5.2","2.0","1","90","1","3","29","2","0.00","0","2","-2","-1.02","-0.85","1.3","1.4","-0.1","-0.05","+0.33",
"Ramy Bensebaini","dzALG","DF","Rennes","frLigue 1","23","1995","25","2,152","86","62.9","23.9","24","86","21","1","78","1","1.36","33","33","0","0.00","-0.21","34.6","28.3","+6.2","+0.26","+0.14",
"Josh Benson","engENG","MF","Burnley","engPremier League","18","1999","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Nabil Bentaleb","dzALG","MF","Schalke 04","deBundesliga","23","1994","25","1,792","72","58.6","19.9","19","84","14","6","32","0","0.84","22","38","-16","-0.80","-0.66","28.0","29.9","-1.9","-0.10","+0.09",
"Rodrigo Bentancur","uyURU","MF","Juventus","itSerie A","21","1997","31","2,003","65","58.6","22.3","21","86","18","10","20","3","2.42","39","16","+23","+1.03","-0.05","32.7","20.4","+12.3","+0.55","-0.25",
"Christian Benteke","beBEL","FW","Crystal Palace","engPremier League","27","1990","16","814","51","23.8","9.0","9","80","3","7","14","4","1.25","11","13","-2","-0.22","-0.22","12.5","15.1","-2.6","-0.29","-0.29",
"Karim Benzema","frFRA","FW","Real Madrid","esLa Liga","30","1987","36","2,953","82","86.3","32.8","35","84","24","1","30","0","1.81","56","39","+17","+0.52","+0.52","57.6","40.0","+17.6","+0.54","+0.16",
"Yassine Benzia","dzALG","MF","Lille","frLigue 1","23","1994","2","160","80","4.7","1.8","2","80","0","0","","0","2.00","3","1","+2","+1.13","+0.21","2.1","1.7","+0.4","+0.22","-0.24",
"Domenico Berardi","itITA","FW,MF","Sassuolo","itSerie A","23","1994","35","2,875","82","84.1","31.9","32","86","26","3","36","1","1.11","45","46","-1","-0.03","+0.96","42.4","45.3","-2.9","-0.09","+0.90",
"Yuri Berchiche","esESP","DF,FW","Athletic Club","esLa Liga","28","1990","35","3,120","89","91.2","34.7","35","89","34","0","","0","1.40","38","40","-2","-0.06","+0.54","38.0","41.0","-2.9","-0.08","-0.28",
"Álex Berenguer","esESP","MF,DF","Torino","itSerie A","23","1995","31","1,486","48","43.5","16.5","15","82","7","16","16","7","1.68","25","16","+9","+0.55","+0.27","22.5","19.9","+2.6","+0.16","+0.33",
"Bartosz Bereszyński","plPOL","DF","Sampdoria","itSerie A","26","1992","27","2,200","81","64.3","24.4","24","90","22","3","17","6","1.44","40","33","+7","+0.29","+0.14","29.2","36.1","-6.9","-0.28","-0.45",
"Jóhann Berg Guðmundsson","isISL","MF","Burnley","engPremier League","27","1990","29","1,752","60","51.2","19.5","19","82","13","10","19","2","1.00","24","39","-15","-0.77","-0.34","23.8","33.9","-10.1","-0.52","-0.11",
"Markel Bergara","esESP","MF","Getafe","esLa Liga","32","1986","3","53","18","1.5","0.6","0","","0","3","17","1","0.67","1","2","-1","-1.70","-2.07","0.4","1.0","-0.6","-0.99","-1.08",
"Robert Berić","siSVN","FW","Saint-Étienne","frLigue 1","27","1991","23","1,175","51","34.4","13.1","12","78","5","11","22","12","1.43","26","13","+13","+1.00","+0.80","20.7","16.7","+4.1","+0.31","+0.22",
"Etrit Berisha","alALB","GK","Atalanta","itSerie A","29","1989","18","1,620","90","47.4","18.0","18","90","18","0","","20","1.67","37","25","+12","+0.67","-0.28","31.7","19.7","+11.9","+0.66","-0.29",
"Valon Berisha","xkKVX","MF,FW","Lazio","itSerie A","25","1993","8","198","25","5.8","2.2","1","76","0","7","17","9","2.13","3","1","+2","+0.91","+0.69","4.4","2.2","+2.2","+0.98","+0.67",
"Bernard","brBRA","FW,MF","Everton","engPremier League","25","1992","34","2,116","62","61.9","23.5","25","77","4","9","21","1","1.44","29","19","+10","+0.43","+0.56","28.9","26.6","+2.3","+0.10","-0.02",
"Federico Bernardeschi","itITA","MF,FW","Juventus","itSerie A","24","1994","28","1,473","53","43.1","16.4","14","79","3","14","26","5","2.43","34","12","+22","+1.34","+0.51","30.6","14.9","+15.7","+0.96","+0.53",
"Bernardo","brBRA","DF","Brighton","engPremier League","23","1995","22","1,752","80","51.2","19.5","19","89","18","3","19","12","1.09","17","29","-12","-0.62","+0.09","16.5","23.6","-7.1","-0.37","+0.54",
"Paul Bernardoni","frFRA","GK","Nîmes","frLigue 1","21","1997","38","3,420","90","100.0","38.0","38","90","38","0","","0","1.39","57","58","-1","-0.03","","50.0","56.5","-6.5","-0.17","",
"Juan Bernat","esESP","DF,MF","Paris S-G","frLigue 1","25","1993","25","1,836","73","53.7","20.4","21","84","15","4","19","0","2.28","55","15","+40","+1.96","+0.26","46.7","20.6","+26.1","+1.28","-0.15",
"Antoine Bernede","frFRA","MF","Paris S-G","frLigue 1","19","1999","2","169","85","4.9","1.9","2","85","1","0","","2","3.00","4","1","+3","+1.60","-0.26","4.5","1.3","+3.2","+1.70","+0.37",
"Tommaso Berni","itITA","GK","Inter","itSerie A","35","1983","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Juan Berrocal","esESP","DF","Sevilla","esLa Liga","19","1999","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Dimitry Bertaud","cdCOD","GK","Montpellier","frLigue 1","20","1998","1","90","90","2.6","1.0","1","90","1","0","","30","1.00","0","0","0","0.00","-0.30","0.5","0.8","-0.3","-0.29","-0.52",
"Andrea Bertolacci","itITA","MF","Milan","itSerie A","27","1991","0","","","","","0","","0","0","","34","","","","","","","","","","","",
"Dorian Bertrand","mgMAD","MF","Angers","frLigue 1","25","1993","0","","","","","0","","0","0","","5","","","","","","","","","","","",
"Ryan Bertrand","engENG","DF","Southampton","engPremier League","28","1989","24","2,160","90","63.2","24.0","24","90","24","0","","1","0.96","26","42","-16","-0.67","-0.38","32.1","34.2","-2.1","-0.09","+0.34",
"Emmanuel Besea","ghGHA","MF","Frosinone","itSerie A","21","1997","0","","","","","0","","0","0","","9","","","","","","","","","","","",
"Daniel Bessa","itITA","MF","Genoa","itSerie A","25","1993","34","2,441","72","71.4","27.1","25","87","15","9","30","3","0.88","26","38","-12","-0.44","+0.11","33.4","37.9","-4.5","-0.17","+0.01",
"Loïc Bessile","tgTOG","DF","Toulouse","frLigue 1","19","1999","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Davide Bettella","itITA","DF","Atalanta","itSerie A","18","2000","0","","","","","0","","0","0","","9","","","","","","","","","","","",
"Marcus Bettinelli","engENG","GK","Fulham","engPremier League","26","1992","7","630","90","18.4","7.0","7","90","7","0","","15","0.71","10","20","-10","-1.43","-0.24","7.6","15.4","-7.8","-1.11","-0.50",
"Jordan Beyer","deGER","DF","Gladbach","deBundesliga","18","2000","9","720","80","23.5","8.0","8","84","7","1","45","5","1.67","14","7","+7","+0.87","+0.64","13.7","14.0","-0.3","-0.04","-0.05",
"Deji Beyreuther","deGER","DF","Eint Frankfurt","deBundesliga","18","1999","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Jonathan Biabiany","frFRA","FW","Parma","itSerie A","30","1988","18","1,069","59","31.3","11.9","12","78","5","6","22","7","1.06","12","26","-14","-1.18","-0.95","13.2","22.8","-9.7","-0.81","-0.22",
"Alessio Bianchi","itITA","MF","Lazio","itSerie A","17","2000","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Giulian Biancone","frFRA","DF","Monaco","frLigue 1","18","2000","1","90","90","2.6","1.0","1","90","1","0","","5","0.00","0","2","-2","-2.00","-1.54","0.6","1.1","-0.4","-0.45","-0.39",
"Ermin Bičakčić","baBIH","DF","Hoffenheim","deBundesliga","28","1990","25","1,790","72","58.5","19.9","20","84","17","5","23","3","1.72","41","30","+11","+0.55","+0.06","43.1","30.7","+12.3","+0.62","-0.16",
"Pedro Bigas","esESP","DF","Eibar","esLa Liga","27","1990","10","585","59","17.1","6.5","7","78","4","3","14","15","1.10","8","13","-5","-0.77","-0.80","7.4","7.1","+0.3","+0.05","-0.22",
"Lucas Biglia","arARG","MF","Milan","itSerie A","32","1986","16","1,114","70","32.6","12.4","13","81","10","3","21","9","1.81","21","15","+6","+0.48","-0.02","20.1","11.9","+8.2","+0.66","+0.69",
"Yohan Bilingi","frFRA","DF","Guingamp","frLigue 1","19","1999","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Philip Billing","dkDEN","MF","Huddersfield","engPremier League","22","1996","27","2,188","81","64.0","24.3","25","85","19","2","28","1","0.52","15","43","-28","-1.15","+0.75","17.5","34.2","-16.6","-0.68","+0.45",
"Cristiano Biraghi","itITA","DF","Fiorentina","itSerie A","25","1992","36","3,194","89","93.4","35.5","36","89","34","0","","1","1.06","41","40","+1","+0.03","-0.37","50.2","36.8","+13.4","+0.38","+0.54",
"Davide Biraschi","itITA","DF","Genoa","itSerie A","24","1994","34","2,841","84","83.1","31.6","32","87","27","2","37","3","1.03","34","48","-14","-0.44","+0.18","37.4","44.7","-7.4","-0.23","-0.39",
"Valter Birsa","siSVN","MF,FW","Cagliari","itSerie A","31","1986","12","353","29","10.3","3.9","4","55","0","8","17","3","1.00","3","6","-3","-0.76","-0.32","5.4","6.3","-1.0","-0.25","+0.31",
"Valter Birsa","siSVN","MF,FW","Chievo","itSerie A","31","1986","17","1,101","65","32.2","12.2","12","80","5","5","27","1","0.65","9","18","-9","-0.74","+0.86","12.6","17.6","-5.0","-0.41","+0.35",
"Yves Bissouma","mlMLI","MF","Brighton","engPremier League","21","1996","28","1,774","63","51.9","19.7","17","88","11","11","26","6","0.93","16","32","-16","-0.81","-0.32","16.9","30.8","-13.8","-0.70","-0.16",
"Leonardo Bittencourt","deGER","MF","Hoffenheim","deBundesliga","24","1993","21","1,069","51","34.9","11.9","13","73","5","8","15","8","1.57","16","21","-5","-0.42","-1.46","21.9","19.8","+2.1","+0.18","-0.78",
"Alejandro Blanco","esESP","FW,MF","Alavés","esLa Liga","19","1998","2","16","8","0.5","0.2","0","","0","2","7","3","1.50","0","2","-2","-11.25","-11.01","0.3","1.1","-0.8","-4.54","-4.24",
"Rubén Blanco","esESP","GK","Celta Vigo","esLa Liga","23","1995","25","2,250","90","65.8","25.0","25","90","25","0","","12","1.08","30","40","-10","-0.40","-0.48","33.3","41.4","-8.1","-0.33","+0.15",
"Ludovic Blas","frFRA","MF,FW","Guingamp","frLigue 1","20","1997","34","2,372","70","69.4","26.4","27","82","15","7","22","2","0.76","20","42","-22","-0.83","+0.71","26.6","35.2","-8.6","-0.33","+0.05",
"Pablo de Blasis","arARG","DF,MF","Eibar","esLa Liga","30","1988","24","1,520","63","44.4","16.9","16","88","13","8","15","8","1.21","16","24","-8","-0.47","-0.66","19.1","18.5","+0.6","+0.03","-0.36",
"Pablo de Blasis","arARG","FW","Mainz 05","deBundesliga","30","1988","1","90","90","2.9","1.0","1","90","1","0","","0","3.00","1","0","+1","+1.00","+1.36","1.2","0.9","+0.4","+0.35","+0.61",
"Alexis Blin","frFRA","MF","Amiens","frLigue 1","21","1996","27","1,990","74","58.2","22.1","25","79","14","2","7","3","1.00","15","27","-12","-0.54","+0.02","20.3","29.3","-9.0","-0.41","-0.07",
"Danny Blum","deGER","MF","Eint Frankfurt","deBundesliga","27","1991","1","3","3","0.1","0.0","0","","0","1","2","0","3.00","0","0","0","0.00","-0.35","0.0","0.2","-0.1","-4.02","-4.22",
"Emmanuel Boateng","ghGHA","FW","Levante","esLa Liga","22","1996","16","699","44","20.4","7.8","7","77","2","9","18","2","1.19","11","15","-4","-0.52","-0.42","10.2","17.0","-6.8","-0.88","-0.37",
"Jérôme Boateng","deGER","DF","Bayern Munich","deBundesliga","29","1988","20","1,693","85","55.3","18.8","19","89","18","1","0","11","2.40","51","17","+34","+1.81","+0.36","45.8","15.2","+30.6","+1.63","-0.21",
"Kevin-Prince Boateng","ghGHA","FW","Sassuolo","itSerie A","31","1987","13","938","72","27.4","10.4","11","80","5","2","32","1","1.23","17","19","-2","-0.19","-0.01","13.4","16.1","-2.7","-0.26","-0.03",
"Kevin-Prince Boateng","ghGHA","FW","Barcelona","esLa Liga","31","1987","3","239","80","7.0","2.7","3","80","2","0","","7","1.33","1","2","-1","-0.38","-1.93","3.0","2.3","+0.7","+0.25","-0.59",
"Antonin Bobichon","frFRA","MF","Nîmes","frLigue 1","22","1995","30","2,153","72","63.0","23.9","24","86","17","6","15","8","1.40","36","34","+2","+0.08","+0.30","31.9","36.3","-4.4","-0.19","-0.04",
"Milos Bocic","rsSRB","FW","Udinese","itSerie A","18","2000","0","","","","","0","","0","0","","5","","","","","","","","","","","",
"Yann Bodiger","frFRA","MF","Toulouse","frLigue 1","23","1995","1","13","13","0.4","0.1","0","","0","1","13","3","0.00","0","0","0","0.00","+0.58","0.1","0.0","+0.1","+0.42","+0.70",
"Mathieu Bodmer","frFRA","MF,FW","Amiens","frLigue 1","35","1982","26","1,073","41","31.4","11.9","10","78","5","16","18","8","0.65","11","21","-10","-0.84","-0.42","10.5","18.8","-8.3","-0.70","-0.46",
"Adam Bodzek","deGER","MF,DF","Düsseldorf","deBundesliga","32","1985","21","1,596","76","52.2","17.7","20","79","11","1","20","5","1.48","28","29","-1","-0.06","+0.87","25.9","32.6","-6.7","-0.38","+0.15",
"Jean-Paul Boëtius","srSUR","MF","Mainz 05","deBundesliga","24","1994","30","2,127","71","69.5","23.6","25","82","16","5","15","2","1.23","36","41","-5","-0.21","+0.37","37.2","41.8","-4.6","-0.20","+0.14",
"Sacha Boey","frFRA","DF","Rennes","frLigue 1","17","2000","1","14","14","0.4","0.2","0","","0","1","14","4","1.00","0","0","0","0.00","-0.08","0.5","0.2","+0.3","+2.13","+1.92",
"Jeremie Boga","ciCIV","FW,MF","Sassuolo","itSerie A","21","1997","25","1,443","58","42.2","16.0","14","83","7","11","26","2","1.12","22","27","-5","-0.31","-0.22","17.5","26.2","-8.6","-0.54","-0.52",
"Willy Boly","ciCIV","DF","Wolves","engPremier League","27","1991","36","3,167","88","92.6","35.2","36","88","34","0","","0","1.42","40","41","-1","-0.03","-0.74","47.9","38.0","+9.9","+0.28","+0.23",
"Léo Bonatini","brBRA","FW","Wolves","engPremier League","24","1994","7","135","19","3.9","1.5","0","","0","7","18","12","1.43","4","0","+4","+2.67","+2.75","5.1","0.8","+4.2","+2.83","+2.67",
"Giacomo Bonaventura","itITA","MF","Milan","itSerie A","28","1989","8","646","81","18.9","7.2","8","81","3","0","","0","1.50","14","10","+4","+0.56","+0.07","11.4","6.9","+4.4","+0.62","+0.52",
"Daniele Bonera","itITA","DF","Villarreal","esLa Liga","37","1981","5","230","46","6.7","2.6","4","57","1","1","2","4","1.20","4","5","-1","-0.39","-0.33","4.5","3.5","+1.0","+0.37","+0.43",
"Gaëtan Bong","cmCMR","DF","Brighton","engPremier League","30","1988","22","1,808","82","52.9","20.1","19","90","19","3","32","16","0.77","18","34","-16","-0.80","-0.29","19.8","38.2","-18.4","-0.91","-0.61",
"Kevin Bonifazi","itITA","DF","SPAL","itSerie A","22","1996","27","2,301","85","67.3","25.6","26","88","23","1","22","7","1.07","34","39","-5","-0.20","+0.37","29.1","36.1","-7.0","-0.28","-0.25",
"Leonardo Bonucci","itITA","DF","Juventus","itSerie A","31","1987","29","2,472","85","72.3","27.5","27","88","26","2","46","6","2.45","50","21","+29","+1.06","+0.01","42.8","26.7","+16.0","+0.58","-0.27",
"Fabio Borini","itITA","FW,DF","Milan","itSerie A","27","1991","20","1,054","53","30.8","11.7","10","85","6","10","21","14","2.00","19","12","+7","+0.60","+0.14","14.5","16.1","-1.6","-0.14","-0.49",
"Robin Bormuth","deGER","DF","Düsseldorf","deBundesliga","22","1995","10","616","62","20.1","6.8","6","91","6","4","18","15","1.40","9","16","-7","-1.02","-0.69","9.2","12.9","-3.7","-0.54","-0.11",
"Brandon Borrello","auAUS","FW,MF","Freiburg","deBundesliga","23","1995","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Artur Boruc","plPOL","GK","Bournemouth","engPremier League","38","1980","12","1,080","90","31.6","12.0","12","90","12","0","","26","1.25","20","18","+2","+0.17","+0.78","17.5","17.9","-0.4","-0.03","+0.10",
"Olivier Boscagli","frFRA","DF","Nice","frLigue 1","20","1997","14","863","62","25.2","9.6","10","82","7","4","10","14","1.36","4","12","-8","-0.83","-0.94","9.2","12.5","-3.3","-0.35","-0.33",
"Gabriel Boschilia","brBRA","FW,MF","Nantes","frLigue 1","22","1996","29","1,319","45","38.6","14.7","14","75","1","15","18","4","1.17","19","23","-4","-0.27","-0.44","19.0","21.7","-2.7","-0.19","-0.39",
"John Bostock","ttTRI","MF","Toulouse","frLigue 1","26","1992","16","984","62","28.8","10.9","10","83","6","6","25","17","0.94","10","16","-6","-0.55","+0.04","13.8","17.3","-3.5","-0.32","-0.05",
"Denis Bouanga","gaGAB","MF,FW","Nîmes","frLigue 1","23","1994","35","2,633","75","77.0","29.3","29","85","15","6","28","1","1.46","41","44","-3","-0.10","-0.33","39.5","41.8","-2.3","-0.08","+0.41",
"Zacharie Boucher","frFRA","GK","Angers","frLigue 1","26","1992","2","180","90","5.3","2.0","2","90","2","0","","30","2.00","2","1","+1","+0.50","+0.67","2.9","2.1","+0.8","+0.39","+0.34",
"Ryad Boudebouz","dzALG","MF,FW","Celta Vigo","esLa Liga","28","1990","11","717","65","21.0","8.0","8","75","2","3","39","3","1.18","9","13","-4","-0.50","-0.34","11.5","14.1","-2.6","-0.32","+0.07",
"Ryad Boudebouz","dzALG","MF,FW","Betis","esLa Liga","28","1990","9","539","60","15.8","6.0","6","76","2","3","28","4","1.22","3","5","-2","-0.33","-0.15","7.3","7.2","+0.1","+0.02","+0.10",
"Mehdi Boudjemaa","dzALG","MF","Guingamp","frLigue 1","20","1998","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Sofiane Boufal","maMAR","MF,FW","Celta Vigo","esLa Liga","24","1993","35","2,085","60","61.0","23.2","25","74","2","10","24","1","1.09","35","36","-1","-0.04","+0.50","28.3","37.3","-9.0","-0.39","-0.03",
"Nassim Boujellab","maMAR","MF","Schalke 04","deBundesliga","19","1999","7","378","54","12.4","4.2","4","85","2","3","12","0","1.00","3","2","+1","+0.24","+0.88","5.3","6.1","-0.8","-0.19","-0.07",
"Arnold Bouka Moutou","cgCGO","DF,FW","Dijon","frLigue 1","29","1988","3","66","22","1.9","0.7","0","","0","3","22","5","0.33","0","2","-2","-2.73","-2.00","0.6","2.3","-1.7","-2.27","-1.82",
"Yassine Bounou","maMAR","GK","Girona","esLa Liga","27","1991","32","2,861","89","83.7","31.8","32","89","31","0","","1","1.06","33","43","-10","-0.31","+0.65","38.8","42.5","-3.7","-0.12","+0.78",
"Mehdi Bourabia","maMAR","MF","Sassuolo","itSerie A","26","1991","32","2,010","63","58.8","22.3","21","82","15","11","27","2","1.13","28","32","-4","-0.18","+0.01","31.5","31.9","-0.5","-0.02","+0.52",
"Benjamin Bourigeaud","frFRA","MF,FW","Rennes","frLigue 1","24","1994","34","2,425","71","70.9","26.9","28","81","13","6","27","2","1.41","37","39","-2","-0.07","-0.53","35.4","35.9","-0.5","-0.02","-0.78",
"Bilal Boutobba","frFRA","FW,MF","Montpellier","frLigue 1","19","1998","2","32","16","0.9","0.4","0","","0","2","16","5","0.50","0","3","-3","-8.44","-8.81","0.7","1.0","-0.3","-0.93","-1.16",
"Umut Bozok","trTUR","FW","Nîmes","frLigue 1","21","1996","25","1,235","49","36.1","13.7","14","76","2","11","16","11","0.96","21","23","-2","-0.15","-0.19","19.7","20.1","-0.4","-0.03","+0.23",
"Filip Bradarić","hrCRO","MF","Cagliari","itSerie A","26","1992","27","1,494","55","43.7","16.6","17","79","8","10","15","8","1.15","14","23","-9","-0.54","-0.12","18.0","26.1","-8.1","-0.49","+0.07",
"Robbie Brady","ieIRL","MF","Burnley","engPremier League","26","1992","16","720","45","21.1","8.0","6","85","2","10","21","5","0.69","8","17","-9","-1.13","-0.66","11.1","13.2","-2.1","-0.26","+0.25",
"Michele Bragantini","itITA","GK","Chievo","itSerie A","17","2001","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Martin Braithwaite","dkDEN","FW","Leganés","esLa Liga","27","1991","19","1,402","74","41.0","15.6","16","83","8","3","26","0","1.21","18","19","-1","-0.06","+0.16","16.4","16.2","+0.2","+0.01","+0.05",
"Federico Brancolini","itITA","GK","Fiorentina","itSerie A","17","2001","0","","","","","0","","0","0","","26","","","","","","","","","","","",
"Julian Brandt","deGER","MF,FW","Leverkusen","deBundesliga","22","1996","33","2,666","81","87.1","29.6","30","85","20","3","35","1","1.67","64","46","+18","+0.61","+0.84","52.6","38.7","+13.9","+0.47","+0.37",
"Darko Brašanac","rsSRB","MF","Alavés","esLa Liga","26","1992","24","1,580","66","46.2","17.6","17","84","10","7","23","7","1.42","18","22","-4","-0.23","+0.11","20.3","24.3","-4.0","-0.23","+0.17",
"Darko Brašanac","rsSRB","MF","Betis","esLa Liga","26","1992","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Claudio Bravo","clCHI","GK","Manchester City","engPremier League","35","1983","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Gabriel Brazão","brBRA","GK","Parma","itSerie A","17","2000","0","","","","","0","","0","0","","12","","","","","","","","","","","",
"Pedro Brazão","ptPOR","MF,FW","Nice","frLigue 1","15","2002","1","14","14","0.4","0.2","0","","0","1","14","0","0.00","0","0","0","0.00","+0.13","0.5","0.0","+0.5","+3.17","+3.28",
"Fabian Bredlow","deGER","GK","Nürnberg","deBundesliga","23","1995","13","1,128","87","36.9","12.5","12","90","12","1","47","19","0.64","10","30","-20","-1.60","-0.57","13.2","18.5","-5.4","-0.43","+0.12",
"Josip Brekalo","hrCRO","FW,MF","Wolfsburg","deBundesliga","20","1998","25","1,415","57","46.2","15.7","15","79","6","10","22","7","1.52","25","28","-3","-0.19","-1.01","18.4","23.4","-5.0","-0.32","-0.55",
"Gleison Bremer","brBRA","DF","Torino","itSerie A","21","1997","5","183","37","5.4","2.0","2","84","1","3","5","33","2.00","3","3","0","0.00","-0.42","2.4","2.8","-0.4","-0.19","-0.17",
"Joshua Brenet","cwCUW","DF","Hoffenheim","deBundesliga","24","1994","14","906","65","29.6","10.1","10","86","7","4","12","16","1.71","23","14","+9","+0.89","+0.52","22.1","14.5","+7.6","+0.75","+0.09",
"Marco Brescianini","itITA","MF","Milan","itSerie A","18","2000","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Rajko Brežančić","rsSRB","DF","Huesca","esLa Liga","28","1989","1","67","67","2.0","0.7","0","","0","1","66","6","0.00","1","2","-1","-1.34","-0.78","0.7","1.1","-0.4","-0.54","-0.29",
"Anthony Briançon","frFRA","DF","Nîmes","frLigue 1","23","1994","33","2,924","89","85.5","32.5","33","89","32","0","","0","1.39","48","48","0","0.00","+0.18","43.3","49.3","-6.0","-0.19","-0.09",
"Jimmy Briand","frFRA","FW","Bordeaux","frLigue 1","32","1985","35","2,495","71","73.0","27.7","28","83","18","7","26","1","1.06","25","34","-9","-0.32","-0.42","29.2","41.1","-12.0","-0.43","-0.26",
"Nicolò Brighenti","itITA","DF","Frosinone","itSerie A","28","1989","11","990","90","28.9","11.0","11","90","11","0","","24","0.55","6","23","-17","-1.55","-0.69","13.9","18.3","-4.5","-0.41","+0.28",
"Matteo Brighi","itITA","MF","Empoli","itSerie A","37","1981","10","231","23","6.8","2.6","1","56","0","9","19","28","1.70","5","4","+1","+0.39","+0.95","5.0","3.2","+1.8","+0.72","+1.09",
