Name, Nation, Position, Club, League, Age, YearBorn,MP,Mins,Mn/MP,Min%, 90s,Starts,Mn/Start,CompleteMatches,Subs,Mn/Sub, unusedSub, PointsPerMatch, GoalsScoredOnPitch,GoalsAllowedOnPitch,Scored-Allowed, Scored-Allowed90,gOnOffPlusMinus90,XgGoalsScoredOnPitch,XgGoalsAllowedOnPitch,XgScored-Allowed, XgScored-Allowed90, XgOnOffPlusMinus90
"Sandro","brBRA","MF","Udinese","itSerie A","29","1989","12","594","50","17.4","6.6","7","65","2","5","28","0","1.42","11","10","+1","+0.15","+0.63","7.2","8.9","-1.7","-0.26","+0.23",
"Sandro","brBRA","MF","Genoa","itSerie A","29","1989","13","711","55","20.8","7.9","9","72","2","4","15","1","0.85","11","18","-7","-0.89","-0.52","10.3","13.3","-3.0","-0.38","-0.27",
"Alex Sandro","brBRA","DF","Juventus","itSerie A","27","1991","31","2,387","77","69.8","26.5","28","84","21","3","11","2","2.55","50","19","+31","+1.17","+0.38","46.0","25.5","+20.4","+0.77","+0.37",
"Leroy Sané","deGER","FW","Manchester City","engPremier League","22","1996","31","1,867","60","54.6","20.7","21","79","11","10","20","6","2.48","54","14","+40","+1.93","+0.07","49.8","14.2","+35.7","+1.72","+0.34",
"Salif Sané","snSEN","DF","Schalke 04","deBundesliga","27","1990","30","2,614","87","85.4","29.0","29","90","29","1","3","0","1.00","33","49","-16","-0.55","-0.15","39.2","42.4","-3.2","-0.11","+0.15",
"Luca Sangalli","esESP","MF,FW","Real Sociedad","esLa Liga","23","1995","18","999","56","29.2","11.1","12","73","3","6","20","10","1.22","15","17","-2","-0.18","-0.22","14.1","16.3","-2.2","-0.20","-0.33",
"Ibrahim Sangaré","ciCIV","MF","Toulouse","frLigue 1","20","1997","28","2,467","88","72.1","27.4","27","90","27","1","37","0","1.04","27","41","-14","-0.51","+0.24","34.2","41.5","-7.3","-0.27","+0.06",
"Younousse Sankharé","snSEN","MF","Bordeaux","frLigue 1","28","1989","22","1,476","67","43.2","16.4","17","80","8","5","23","2","1.18","19","21","-2","-0.12","+0.16","15.9","22.9","-7.0","-0.43","-0.12",
"Baissama Sankoh","gnGUI","MF,FW","Caen","frLigue 1","26","1992","15","651","43","19.0","7.2","6","76","2","9","22","12","1.53","6","8","-2","-0.28","+0.47","6.8","12.9","-6.1","-0.84","+0.03",
"Yaya Sanogo","frFRA","FW","Toulouse","frLigue 1","25","1993","21","1,243","59","36.3","13.8","13","78","6","8","29","6","1.05","11","16","-5","-0.36","+0.34","20.5","19.8","+0.7","+0.05","+0.53",
"Morgan Sanson","frFRA","MF","Marseille","frLigue 1","23","1994","33","2,403","73","70.3","26.7","27","83","17","6","25","2","1.73","49","34","+15","+0.56","+1.18","36.7","28.8","+7.9","+0.29","+0.36",
"Nicola Sansone","itITA","FW","Bologna","itSerie A","26","1991","15","1,139","76","33.3","12.7","13","85","8","2","16","0","1.40","20","16","+4","+0.32","+0.79","20.1","11.5","+8.5","+0.67","+1.10",
"Nicola Sansone","itITA","FW,MF","Villarreal","esLa Liga","26","1991","3","37","12","1.1","0.4","0","","0","3","11","5","0.67","2","0","+2","+4.86","+5.00","0.2","0.3","-0.1","-0.27","-0.24",
"Baptiste Santamaria","frFRA","MF","Angers","frLigue 1","23","1995","38","3,245","85","94.9","36.1","37","87","33","1","18","0","1.21","38","48","-10","-0.28","-2.85","46.2","45.3","+0.9","+0.02","-0.95",
"Roberto Santamaría","esESP","GK","Huesca","esLa Liga","33","1985","20","1,800","90","52.6","20.0","20","90","20","0","","10","1.10","26","30","-4","-0.20","+0.80","27.0","34.2","-7.2","-0.36","-0.23",
"Federico Santander","pyPAR","FW","Bologna","itSerie A","27","1991","32","2,065","65","60.4","22.9","23","83","16","9","17","3","1.00","24","33","-9","-0.39","-0.46","26.6","32.4","-5.8","-0.25","-0.49",
"Davide Santon","itITA","DF","Roma","itSerie A","27","1991","17","1,009","59","29.5","11.2","11","86","9","6","11","13","1.65","19","17","+2","+0.18","-0.42","15.2","16.3","-1.0","-0.09","-0.59",
"Michael Santos","uyURU","FW,MF","Leganés","esLa Liga","25","1993","16","557","35","16.3","6.2","5","71","0","11","18","8","1.13","7","8","-1","-0.16","0.00","8.6","8.0","+0.6","+0.10","+0.14",
"Samir Santos","brBRA","DF","Udinese","itSerie A","23","1994","21","1,797","86","52.5","20.0","21","86","18","0","","2","1.24","23","29","-6","-0.30","+0.14","20.5","29.6","-9.0","-0.45","0.00",
"Antonio Santurro","doDOM","GK","Bologna","itSerie A","26","1992","0","","","","","0","","0","0","","22","","","","","","","","","","","",
"Riccardo Saponara","itITA","MF","Sampdoria","itSerie A","26","1991","22","905","41","26.5","10.1","11","58","1","11","24","9","1.27","16","14","+2","+0.20","-0.05","13.3","14.5","-1.2","-0.12","0.00",
"Pablo Sarabia","esESP","MF,FW","Sevilla","esLa Liga","26","1992","33","2,724","83","79.6","30.3","30","87","23","3","34","0","1.58","55","36","+19","+0.63","+1.14","56.9","34.0","+22.9","+0.76","+0.96",
"Marcelo Saracchi","uyURU","DF","RB Leipzig","deBundesliga","20","1998","9","653","73","21.3","7.3","7","90","6","2","13","16","1.22","12","11","+1","+0.14","-1.10","15.9","10.3","+5.6","+0.76","+0.03",
"Josh Sargent","usUSA","FW","Werder Bremen","deBundesliga","18","2000","10","212","21","6.9","2.4","1","68","0","9","16","8","1.60","6","3","+3","+1.27","+1.08","4.2","2.9","+1.3","+0.56","+0.81",
"Gianluca Saro","itITA","GK","Empoli","itSerie A","18","2000","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Bouna Sarr","snSEN","DF,MF","Marseille","frLigue 1","26","1992","29","2,242","77","65.6","24.9","25","85","20","4","30","4","1.62","35","36","-1","-0.04","-0.73","33.7","29.5","+4.1","+0.17","-0.07",
"Ismaila Sarr","snSEN","FW,MF","Rennes","frLigue 1","20","1998","35","2,788","80","81.5","31.0","32","84","22","3","37","0","1.46","48","39","+9","+0.29","+1.14","46.4","39.2","+7.2","+0.23","+0.13",
"Malang Sarr","frFRA","DF","Nice","frLigue 1","19","1999","35","2,994","86","87.5","33.3","34","88","32","1","2","2","1.51","27","29","-2","-0.06","+0.57","40.2","45.2","-5.0","-0.15","-0.41",
"Lluís Sastre","esESP","MF","Huesca","esLa Liga","32","1986","4","120","30","3.5","1.3","1","93","1","3","9","10","1.00","0","3","-3","-2.25","-1.73","1.3","1.6","-0.2","-0.16","+0.09",
"Giacomo Satalino","itITA","GK","Sassuolo","itSerie A","19","1999","0","","","","","0","","0","0","","17","","","","","","","","","","","",
"Marco Sau","itITA","MF,FW","Sampdoria","itSerie A","30","1987","5","55","11","1.6","0.6","0","","0","5","11","11","0.80","1","2","-1","-1.64","-1.90","1.7","1.1","+0.7","+1.08","+1.22",
"Marco Sau","itITA","FW,MF","Cagliari","itSerie A","30","1987","14","558","40","16.3","6.2","5","74","1","9","21","5","0.86","6","8","-2","-0.32","+0.18","5.2","8.3","-3.1","-0.49","+0.04",
"Téji Savanier","frFRA","MF","Nîmes","frLigue 1","26","1991","32","2,864","90","83.7","31.8","32","90","30","0","","0","1.50","51","48","+3","+0.09","+0.74","42.8","45.8","-3.0","-0.09","+0.48",
"Stefan Savić","meMNE","DF","Atlético Madrid","esLa Liga","27","1991","18","1,398","78","40.9","15.5","17","81","14","1","15","4","2.11","22","12","+10","+0.64","-0.07","18.3","15.2","+3.1","+0.20","+0.10",
"Gianluca Scamacca","itITA","FW","Sassuolo","itSerie A","19","1999","0","","","","","0","","0","0","","9","","","","","","","","","","","",
"András Schäfer","huHUN","MF","Genoa","itSerie A","19","1999","0","","","","","0","","0","0","","6","","","","","","","","","","","",
"Fabian Schär","chSUI","DF","Newcastle Utd","engPremier League","26","1991","24","1,999","83","58.5","22.2","22","87","17","2","45","7","1.71","30","23","+7","+0.32","+1.14","26.4","30.1","-3.7","-0.17","+0.51",
"Ezequiel Schelotto","itITA","DF","Chievo","itSerie A","29","1989","4","143","36","4.2","1.6","2","53","1","2","19","1","0.25","0","1","-1","-0.63","+0.72","1.5","1.9","-0.3","-0.21","+0.45",
"Nicolás Schiappacasse","uyURU","FW,MF","Parma","itSerie A","19","1999","3","81","27","2.4","0.9","1","51","0","2","15","7","0.00","1","5","-4","-4.44","-4.01","1.2","3.0","-1.8","-1.99","-1.37",
"Pasquale Schiattarella","itITA","MF","SPAL","itSerie A","31","1987","28","1,841","66","53.8","20.5","20","82","11","8","26","6","1.18","17","32","-15","-0.73","-0.90","22.3","27.1","-4.8","-0.23","-0.09",
"Patrik Schick","czCZE","FW,MF","Roma","itSerie A","22","1996","24","1,314","55","38.4","14.6","15","78","6","9","17","11","1.75","29","16","+13","+0.89","+0.68","24.4","17.7","+6.6","+0.45","+0.21",
"Julian Schieber","deGER","FW","Augsburg","deBundesliga","29","1989","9","258","29","8.4","2.9","3","64","0","6","11","1","0.89","2","8","-6","-2.09","-1.64","3.3","7.0","-3.8","-1.31","-0.93",
"Christopher Schindler","deGER","DF","Huddersfield","engPremier League","28","1990","37","3,260","88","95.3","36.2","37","88","35","0","","0","0.43","19","71","-52","-1.44","-0.31","27.6","57.7","-30.1","-0.83","+0.29",
"Keven Schlotterbeck","deGER","DF","Freiburg","deBundesliga","21","1997","9","773","86","25.3","8.6","8","90","8","1","52","4","0.44","6","21","-15","-1.75","-1.75","8.5","17.8","-9.3","-1.08","-0.65",
"Nico Schlotterbeck","deGER","DF","Freiburg","deBundesliga","18","1999","4","226","57","7.4","2.5","2","91","2","2","23","2","1.00","3","5","-2","-0.80","-0.38","1.9","4.7","-2.9","-1.14","-0.59",
"Jeffrey Schlupp","ghGHA","MF,FW","Crystal Palace","engPremier League","25","1992","30","1,670","56","48.8","18.6","18","83","11","12","15","4","1.10","23","26","-3","-0.16","-0.21","24.1","28.0","-4.0","-0.21","-0.29",
"Kasper Schmeichel","dkDEN","GK","Leicester City","engPremier League","31","1986","38","3,420","90","100.0","38.0","38","90","38","0","","0","1.37","51","48","+3","+0.08","","52.4","43.7","+8.7","+0.23","",
"Marcel Schmelzer","deGER","DF","Dortmund","deBundesliga","30","1988","9","566","63","18.5","6.3","6","90","5","3","9","11","2.30","20","9","+11","+1.75","+0.81","8.5","6.2","+2.3","+0.37","-0.32",
"Jonathan Schmid","frFRA","DF","Augsburg","deBundesliga","28","1990","28","2,520","90","82.4","28.0","28","90","28","0","","5","1.11","45","58","-13","-0.46","+0.70","36.0","51.7","-15.6","-0.56","-0.54",
"Morgan Schneiderlin","frFRA","MF","Everton","engPremier League","28","1989","14","834","60","24.4","9.3","10","78","7","4","15","5","1.86","16","9","+7","+0.76","+0.72","12.5","6.4","+6.1","+0.66","+0.73",
"Ryan Schofield","engENG","GK","Huddersfield","engPremier League","18","1999","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Alessandro Schöpf","atAUT","MF,DF","Schalke 04","deBundesliga","24","1994","15","1,004","67","32.8","11.2","11","80","8","4","31","3","1.20","15","16","-1","-0.09","+0.65","17.2","14.4","+2.8","+0.25","+0.57",
"Sam Schreck","deGER","MF","Leverkusen","deBundesliga","19","1999","0","","","","","0","","0","0","","7","","","","","","","","","","","",
"Nico Schulz","deGER","DF","Hoffenheim","deBundesliga","25","1993","30","2,537","85","82.9","28.2","29","87","23","1","20","1","1.40","53","48","+5","+0.18","-2.06","61.8","45.0","+16.7","+0.59","-0.55",
"André Schürrle","deGER","FW,MF","Fulham","engPremier League","27","1990","24","1,641","68","48.0","18.2","21","77","7","3","10","4","0.54","16","43","-27","-1.48","-0.47","17.8","31.7","-13.9","-0.76","-0.11",
"Pirmin Schwegler","chSUI","MF","Hannover 96","deBundesliga","31","1987","27","2,075","77","67.8","23.1","25","81","14","2","30","1","0.52","19","45","-26","-1.13","+0.15","24.3","43.5","-19.2","-0.83","+0.20",
"Alexander Schwolow","deGER","GK","Freiburg","deBundesliga","26","1992","33","2,970","90","97.1","33.0","33","90","33","0","","1","1.00","41","60","-19","-0.58","-4.58","40.0","60.0","-20.0","-0.61","-0.38",
"Matteo Scozzarella","itITA","MF","Parma","itSerie A","30","1988","22","1,459","66","42.7","16.2","17","81","4","5","16","3","1.18","20","27","-7","-0.43","+0.16","19.0","26.5","-7.5","-0.46","+0.34",
"Simone Scuffet","itITA","GK","Udinese","itSerie A","22","1996","9","810","90","23.7","9.0","9","90","9","0","","10","0.89","8","13","-5","-0.56","-0.25","9.9","12.7","-2.8","-0.31","+0.19",
"Andrea Seculin","itITA","GK","Chievo","itSerie A","28","1990","2","91","46","2.7","1.0","1","90","1","1","1","12","0.00","1","7","-6","-5.93","-4.74","0.7","4.1","-3.3","-3.29","-2.72",
"Stanley Segarel","mfSMN","FW","Amiens","frLigue 1","24","1994","3","15","5","0.4","0.2","0","","0","3","5","1","0.33","0","1","-1","-6.00","-5.47","0.1","0.8","-0.8","-4.39","-4.02",
"Davie Selke","deGER","FW","Hertha BSC","deBundesliga","23","1995","30","1,739","58","56.8","19.3","16","87","11","14","25","1","1.23","27","33","-6","-0.31","-0.17","27.7","36.7","-9.0","-0.46","-0.36",
"Ole Selnæs","noNOR","MF","Saint-Étienne","frLigue 1","24","1994","20","1,669","83","48.8","18.5","19","86","13","1","27","0","1.75","28","22","+6","+0.32","-0.29","26.4","22.5","+4.0","+0.21","+0.09",
"Matz Sels","beBEL","GK","Strasbourg","frLigue 1","26","1992","37","3,330","90","97.4","37.0","37","90","37","0","","1","1.24","57","48","+9","+0.24","-0.76","40.4","49.5","-9.1","-0.25","+0.53",
"Ken Sema","seSWE","MF,FW","Watford","engPremier League","24","1993","17","754","44","22.0","8.4","9","69","1","8","17","14","1.88","12","9","+3","+0.36","+0.70","10.2","10.6","-0.3","-0.04","+0.32",
"Alfa Semedo","gwGNB","MF","Espanyol","esLa Liga","20","1997","3","45","15","1.3","0.5","0","","0","3","14","1","0.67","0","1","-1","-2.00","-1.97","0.3","0.7","-0.3","-0.69","-0.57",
"Nélson Semedo","ptPOR","DF","Barcelona","esLa Liga","24","1993","26","1,600","62","46.8","17.8","20","76","13","6","12","11","2.46","38","17","+21","+1.18","-0.45","31.4","20.2","+11.2","+0.63","-0.32",
"Rúben Semedo","ptPOR","DF","Huesca","esLa Liga","24","1994","11","850","77","24.9","9.4","9","90","9","2","19","3","0.45","4","16","-12","-1.27","-0.92","8.6","11.9","-3.3","-0.35","-0.13",
"Francesco Semeraro","itITA","DF","Roma","itSerie A","17","2001","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Adrian Šemper","hrCRO","GK","Chievo","itSerie A","20","1998","6","540","90","15.8","6.0","6","90","6","0","","31","1.00","3","8","-5","-0.83","+0.57","3.2","7.8","-4.6","-0.77","-0.16",
"Stefano Sensi","itITA","MF","Sassuolo","itSerie A","22","1995","28","1,972","70","57.7","21.9","23","81","11","5","24","7","1.04","29","40","-11","-0.50","-0.75","26.3","32.7","-6.4","-0.29","-0.13",
"Jaime Seoane","esESP","MF","Real Madrid","esLa Liga","21","1997","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Cheon Seonghoon","krKOR","FW","Augsburg","deBundesliga","17","2000","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Luigi Sepe","itITA","GK","Parma","itSerie A","27","1991","37","3,330","90","97.4","37.0","37","90","37","0","","1","1.11","40","59","-19","-0.51","+0.49","39.2","63.7","-24.5","-0.66","-0.05",
"Suat Serdar","deGER","MF","Schalke 04","deBundesliga","21","1997","26","1,729","67","56.5","19.2","20","77","7","6","32","1","1.08","17","22","-5","-0.26","+0.62","25.4","23.4","+1.9","+0.10","+0.53",
"Jean Seri","ciCIV","MF","Fulham","engPremier League","27","1991","32","2,244","70","65.6","24.9","27","79","14","5","21","2","0.72","26","54","-28","-1.12","+0.33","30.2","44.3","-14.1","-0.57","+0.41",
"Leonardo Sernicola","itITA","FW","Sassuolo","itSerie A","21","1997","1","6","6","0.2","0.1","0","","0","1","6","20","0.00","0","0","0","0.00","+0.18","0.2","0.0","+0.2","+3.54","+3.78",
"Julien Serrano","frFRA","MF,DF","Monaco","frLigue 1","20","1998","3","119","40","3.5","1.3","1","90","1","2","15","3","1.67","1","2","-1","-0.76","-0.27","1.1","1.8","-0.7","-0.51","-0.45",
"Grégory Sertic","frFRA","MF","Marseille","frLigue 1","28","1989","4","108","27","3.2","1.2","1","86","0","3","7","7","2.25","3","3","0","0.00","-0.22","1.7","2.3","-0.6","-0.48","-0.69",
"Ryan Sessegnon","engENG","FW,DF","Fulham","engPremier League","18","2000","35","2,300","66","67.3","25.6","26","82","19","9","17","1","0.71","23","60","-37","-1.45","-0.64","28.7","48.8","-20.1","-0.79","-0.25",
"Steven Sessegnon","engENG","DF,MF","Fulham","engPremier League","18","2000","0","","","","","0","","0","0","","5","","","","","","","","","","","",
"Paik Seung-ho","krKOR","FW,MF","Girona","esLa Liga","21","1997","3","60","20","1.8","0.7","0","","0","3","19","8","0.00","0","0","0","0.00","+0.43","0.8","1.7","-0.9","-1.28","-1.06",
"Stephan El Shaarawy","itITA","FW,MF","Roma","itSerie A","25","1992","28","2,104","75","61.5","23.4","23","82","15","5","44","4","1.89","43","24","+19","+0.81","+0.88","39.1","30.3","+8.8","+0.38","+0.15",
"Meritan Shabani","alALB","MF","Bayern Munich","deBundesliga","19","1999","1","1","1","0.0","0.0","0","","0","1","0","1","3.00","0","0","0","0.00","-1.65","0.0","0.0","0.0","0.00","-1.72",
"Xherdan Shaqiri","chSUI","FW,MF","Liverpool","engPremier League","26","1991","24","1,064","44","31.1","11.8","11","77","4","13","17","13","2.46","34","6","+28","+2.37","+0.88","24.1","9.6","+14.5","+1.23","+0.07",
"Luke Shaw","engENG","DF","Manchester Utd","engPremier League","23","1995","29","2,591","89","75.8","28.8","29","89","28","0","","0","1.79","52","39","+13","+0.45","+0.67","47.8","37.8","+10.0","+0.35","+0.26",
"Jonjo Shelvey","engENG","MF","Newcastle Utd","engPremier League","26","1992","16","948","59","27.7","10.5","10","85","8","6","17","7","0.94","11","13","-2","-0.19","-0.04","11.4","14.7","-3.3","-0.31","+0.10",
"Gaku Shibasaki","jpJPN","MF,FW","Getafe","esLa Liga","26","1992","7","389","56","11.4","4.3","5","71","2","2","17","10","1.43","5","6","-1","-0.23","-0.65","4.4","5.9","-1.5","-0.35","-0.48",
"Gen Shoji","jpJPN","DF","Toulouse","frLigue 1","25","1992","18","1,620","90","47.4","18.0","18","90","18","0","","0","0.89","15","26","-11","-0.61","-0.06","23.0","25.8","-2.8","-0.15","+0.24",
"Djibril Sidibé","frFRA","DF,MF","Monaco","frLigue 1","26","1992","26","2,076","80","60.7","23.1","22","90","22","4","24","0","0.88","21","36","-15","-0.65","-0.38","30.4","31.0","-0.6","-0.03","+0.12",
"Kalidou Sidibé","mlMLI","MF","Toulouse","frLigue 1","19","1999","20","1,259","63","36.8","14.0","18","69","5","2","6","5","1.10","11","18","-7","-0.50","+0.12","15.8","18.3","-2.5","-0.18","+0.17",
"Sidnei","brBRA","DF","Betis","esLa Liga","28","1989","24","1,742","73","50.9","19.4","20","85","16","4","13","10","1.46","22","31","-9","-0.46","-0.52","21.9","29.1","-7.2","-0.37","-0.63",
"Francisco Sierralta","clCHI","DF","Parma","itSerie A","21","1997","6","269","45","7.9","3.0","2","90","2","4","22","8","1.17","4","7","-3","-1.00","-0.52","4.0","6.3","-2.3","-0.77","-0.12",
"Gylfi Sigurðsson","isISL","MF","Everton","engPremier League","28","1989","38","3,117","82","91.1","34.6","36","85","17","2","26","0","1.42","51","41","+10","+0.29","+0.88","46.9","40.2","+6.7","+0.19","+1.02",
"Luca Siligardi","itITA","FW","Parma","itSerie A","30","1988","29","1,639","57","47.9","18.2","19","74","4","10","24","4","0.90","23","27","-4","-0.22","+0.59","20.1","27.6","-7.5","-0.41","+0.47",
"Adrien Silva","ptPOR","MF","Leicester City","engPremier League","29","1989","2","88","44","2.6","1.0","1","80","0","1","8","2","1.50","0","1","-1","-1.02","-1.13","0.5","1.4","-0.9","-0.94","-1.20",
"Adrien Silva","ptPOR","MF","Monaco","frLigue 1","29","1989","15","1,184","79","34.6","13.2","13","88","12","2","21","0","1.40","14","16","-2","-0.15","+0.53","17.9","17.6","+0.3","+0.02","+0.15",
"André Silva","ptPOR","FW","Sevilla","esLa Liga","22","1995","27","2,159","80","63.1","24.0","25","85","18","2","14","1","1.67","34","26","+8","+0.33","-0.17","45.0","29.2","+15.8","+0.66","+0.27",
"Bernardo Silva","ptPOR","MF,FW","Manchester City","engPremier League","23","1994","36","2,854","79","83.5","31.7","31","88","27","5","27","1","2.56","78","22","+56","+1.77","-0.78","69.6","22.3","+47.3","+1.49","-0.46",
"David Silva","esESP","MF","Manchester City","engPremier League","32","1986","33","2,401","73","70.2","26.7","28","83","13","5","17","2","2.61","60","14","+46","+1.72","-0.57","57.0","15.5","+41.5","+1.56","-0.05",
"Gabriel Silva","brBRA","DF","Saint-Étienne","frLigue 1","27","1991","19","1,429","75","41.8","15.9","16","84","10","3","29","0","1.79","17","17","0","0.00","-0.81","21.1","19.9","+1.3","+0.08","-0.15",
"Jonathan Silva","arARG","DF,FW","Leganés","esLa Liga","24","1994","30","2,700","90","78.9","30.0","30","90","30","0","","1","1.33","33","34","-1","-0.03","+0.59","32.8","32.6","+0.2","+0.01","+0.10",
"Jorge Silva","ptPOR","DF","Lazio","itSerie A","19","1999","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Matheus Pereira da Silva","brBRA","MF","Juventus","itSerie A","20","1998","3","92","31","2.7","1.0","1","74","0","2","9","1","0.67","1","0","+1","+0.98","-0.08","0.8","0.4","+0.4","+0.41","-0.25",
"Thiago Silva","brBRA","DF","Paris S-G","frLigue 1","33","1984","25","2,077","83","60.7","23.1","24","86","21","1","18","2","2.60","69","15","+54","+2.34","+1.27","56.9","19.5","+37.4","+1.62","+0.69",
"Xande Silva","ptPOR","FW","West Ham","engPremier League","21","1997","1","18","18","0.5","0.2","0","","0","1","17","4","0.00","0","0","0","0.00","+0.08","0.5","0.2","+0.3","+1.74","+2.13",
"Matías Silvestre","arARG","DF","Empoli","itSerie A","33","1984","34","3,060","90","89.5","34.0","34","90","34","0","","0","1.09","48","62","-14","-0.41","+0.84","49.6","53.7","-4.1","-0.12","+1.67",
"Mohamed Simakan","frFRA","DF","Strasbourg","frLigue 1","18","2000","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Giovanni Simeone","arARG","FW","Fiorentina","itSerie A","23","1995","36","2,454","68","71.8","27.3","27","80","15","9","32","2","1.11","39","32","+7","+0.26","+0.72","40.4","28.3","+12.0","+0.44","+0.35",
"Lorenco Šimić","hrCRO","DF","SPAL","itSerie A","22","1996","8","238","30","7.0","2.6","2","79","1","6","14","22","1.63","1","6","-5","-1.89","-1.69","3.1","4.6","-1.4","-0.55","-0.38",
"Stefan Simić","czCZE","DF","Frosinone","itSerie A","23","1995","0","","","","","0","","0","0","","13","","","","","","","","","","","",
"Stefan Simić","czCZE","DF","Milan","itSerie A","23","1995","0","","","","","0","","0","0","","14","","","","","","","","","","","",
"Moses Simon","ngNGA","DF,MF","Levante","esLa Liga","23","1995","19","785","41","23.0","8.7","8","77","3","11","16","13","0.84","15","12","+3","+0.34","+0.69","13.4","16.3","-2.9","-0.34","+0.32",
"Unai Simón","esESP","GK","Athletic Club","esLa Liga","21","1997","7","630","90","18.4","7.0","7","90","7","0","","31","1.00","9","13","-4","-0.57","-0.57","8.1","12.0","-4.0","-0.57","-0.62",
"Danny Simpson","engENG","DF","Leicester City","engPremier League","31","1987","6","292","49","8.5","3.2","3","82","1","3","15","7","1.83","4","4","0","0.00","-0.09","3.9","3.8","+0.1","+0.02","-0.23",
"Jack Simpson","engENG","DF","Bournemouth","engPremier League","21","1996","6","403","67","11.8","4.5","4","83","2","2","35","11","1.17","7","9","-2","-0.45","-0.09","6.1","9.1","-3.0","-0.67","-0.64",
"Josh Sims","engENG","MF","Southampton","engPremier League","21","1997","7","212","30","6.2","2.4","2","55","0","5","21","3","1.57","4","6","-2","-0.85","-0.34","4.2","2.8","+1.3","+0.57","+0.84",
"Wilfried Singo","ciCIV","DF,MF","Torino","itSerie A","17","2000","0","","","","","0","","0","0","","10","","","","","","","","","","","",
"Giovanni Sio","ciCIV","FW","Montpellier","frLigue 1","29","1989","1","63","63","1.8","0.7","1","63","0","0","","0","0.00","1","1","0","0.00","-0.29","0.6","0.8","-0.2","-0.29","-0.51",
"Dimitris Siovas","grGRE","DF","Leganés","esLa Liga","29","1988","34","2,962","87","86.6","32.9","34","87","31","0","","0","1.24","32","38","-6","-0.18","-0.18","36.6","35.9","+0.6","+0.02","+0.26",
"Tobias Sippel","deGER","GK","Gladbach","deBundesliga","30","1988","0","","","","","0","","0","0","","34","","","","","","","","","","","",
"Salvatore Sirigu","itITA","GK","Torino","itSerie A","31","1987","36","3,169","88","92.7","35.2","36","88","35","0","","0","1.64","48","35","+13","+0.37","-0.35","44.5","43.6","+0.9","+0.02","+0.74",
"Ibrahima Sissoko","mlMLI","MF","Strasbourg","frLigue 1","20","1997","32","2,665","83","77.9","29.6","30","88","24","2","18","3","1.34","42","35","+7","+0.24","-0.12","28.6","36.5","-7.9","-0.27","-0.03",
"Moussa Sissoko","frFRA","MF,FW","Tottenham","engPremier League","28","1989","29","2,330","80","68.1","25.9","27","86","19","2","8","1","1.93","45","28","+17","+0.66","-0.25","35.9","33.5","+2.4","+0.09","-0.35",
"Pione Sisto","dkDEN","FW,MF","Celta Vigo","esLa Liga","23","1995","25","844","34","24.7","9.4","8","69","1","17","17","7","0.88","13","14","-1","-0.11","+0.17","10.2","13.4","-3.2","-0.34","+0.05",
"Sito","esESP","MF","Valencia","esLa Liga","21","1996","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Antonio Sivera","esESP","GK","Alavés","esLa Liga","21","1996","3","270","90","7.9","3.0","3","90","3","0","","33","2.00","5","4","+1","+0.33","+0.68","3.1","3.3","-0.1","-0.05","+0.29",
"Ellyes Skhiri","tnTUN","MF","Montpellier","frLigue 1","23","1995","37","3,090","84","90.4","34.3","35","88","31","2","9","0","1.59","48","36","+12","+0.35","+0.62","45.2","36.1","+9.2","+0.27","+0.52",
"Oliver Skipp","engENG","MF","Tottenham","engPremier League","17","2000","8","220","28","6.4","2.4","2","75","0","6","12","13","2.75","4","1","+3","+1.23","+0.52","2.3","4.4","-2.1","-0.84","-1.12",
"Łukasz Skorupski","plPOL","GK","Bologna","itSerie A","27","1991","38","3,420","90","100.0","38.0","38","90","38","0","","0","1.16","48","56","-8","-0.21","","46.8","49.0","-2.2","-0.06","",
"Milan Škriniar","skSVK","DF","Inter","itSerie A","23","1995","35","3,150","90","92.1","35.0","35","90","35","0","","3","1.80","53","32","+21","+0.60","-0.40","60.9","36.2","+24.7","+0.71","+0.42",
"Steven Skrzybski","deGER","FW,MF","Schalke 04","deBundesliga","25","1992","12","664","55","21.7","7.4","8","72","1","4","23","3","1.08","12","14","-2","-0.27","+0.33","11.6","13.3","-1.7","-0.23","-0.13",
"Petar Škuletić","rsSRB","FW","Montpellier","frLigue 1","28","1990","28","603","22","17.6","6.7","4","76","2","24","12","10","1.32","10","13","-3","-0.45","-0.90","11.4","9.8","+1.6","+0.24","+0.03",
"Callum Slattery","engENG","MF","Southampton","engPremier League","19","1999","3","112","37","3.3","1.2","1","92","1","2","10","7","1.67","1","1","0","0.00","+0.54","1.0","2.7","-1.7","-1.34","-1.16",
"Naïm Sliti","tnTUN","MF,FW","Dijon","frLigue 1","26","1992","35","2,286","65","66.8","25.4","25","80","12","10","30","0","0.89","24","33","-9","-0.35","+1.23","29.9","33.6","-3.7","-0.15","+1.02",
