Name, Nation, Position, Club, League, Age, YearBorn,MP,Mins,Mn/MP,Min%, 90s,Starts,Mn/Start,CompleteMatches,Subs,Mn/Sub, unusedSub, PointsPerMatch, GoalsScoredOnPitch,GoalsAllowedOnPitch,Scored-Allowed, Scored-Allowed90,gOnOffPlusMinus90,XgGoalsScoredOnPitch,XgGoalsAllowedOnPitch,XgScored-Allowed, XgScored-Allowed90, XgOnOffPlusMinus90
"Sergio Akieme","esESP","DF","Almería","esLa Liga","24","1997","29","2,297","79","67.2","25.5","27","84","23","2","9","4","0.93","31","45","-14","-0.55","-0.39","29.6","42.8","-13.3","-0.52","-0.22",
"Ebenezer Akinsanmiro","ngNGA","MF","Inter","itSerie A","17","2004","0","","","","","0","","0","0","","3","","","","","","","","","","","",
"Babatunde Akinsola","ngNGA","FW","Valladolid","esLa Liga","19","2003","1","11","11","0.3","0.1","0","","0","1","11","4","0.00","0","1","-1","-8.18","-7.42","0.2","0.5","-0.3","-2.22","-1.52",
"Salim Akkal","frFRA","MF","Angers","frLigue 1","22","2000","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Maghnes Akliouche","frFRA","MF,FW","Monaco","frLigue 1","20","2002","11","402","37","11.8","4.5","5","61","0","6","16","16","1.82","6","4","+2","+0.45","+0.15","8.6","5.7","+2.9","+0.66","+0.48",
"Paul Akouokou","ciCIV","MF,DF","Betis","esLa Liga","24","1997","12","447","37","13.1","5.0","3","89","2","9","20","19","1.67","2","6","-4","-0.81","-1.08","3.5","8.9","-5.4","-1.08","-1.28",
"Jean-Daniel Akpa-Akpro","ciCIV","MF,FW","Empoli","itSerie A","29","1992","24","1,356","57","39.6","15.1","16","72","2","8","26","0","1.29","17","20","-3","-0.20","+0.19","17.3","22.2","-5.0","-0.33","+0.30",
"Kevin Akpoguma","ngNGA","DF","Hoffenheim","deBundesliga","27","1995","28","1,950","70","63.7","21.7","21","81","14","7","35","3","1.04","22","29","-7","-0.32","-0.16","26.8","30.6","-3.8","-0.17","-0.23",
"David Alaba","atAUT","DF","Real Madrid","esLa Liga","30","1992","23","1,838","80","53.7","20.4","21","86","16","2","19","3","2.30","49","18","+31","+1.52","+1.06","43.8","21.5","+22.3","+1.09","+0.28",
"Ángel Alarcón","esESP","FW,MF","Barcelona","esLa Liga","18","2004","4","25","6","0.7","0.3","0","","0","4","6","10","2.25","0","0","0","0.00","-1.33","0.9","1.0","-0.1","-0.37","-1.49",
"Tomás Alarcón","clCHI","MF","Cádiz","esLa Liga","23","1999","4","223","56","6.5","2.5","2","83","1","2","29","4","0.00","0","7","-7","-2.83","-2.37","1.2","5.3","-4.1","-1.67","-1.22",
"Lucas Alario","arARG","FW,MF","Eint Frankfurt","deBundesliga","29","1992","20","331","17","10.8","3.7","2","78","1","18","10","9","1.25","5","9","-4","-1.09","-1.42","6.1","3.5","+2.6","+0.69","+0.49",
"Jordi Alba","esESP","DF","Barcelona","esLa Liga","33","1989","24","1,419","59","41.5","15.8","14","83","6","10","26","12","2.17","27","8","+19","+1.21","-0.19","30.7","13.3","+17.5","+1.11","-0.01",
"Luis Alberto","esESP","MF","Lazio","itSerie A","29","1992","35","2,442","70","71.4","27.1","27","82","16","8","27","2","1.94","49","19","+30","+1.11","+1.11","39.6","27.7","+11.9","+0.44","+0.63",
"Raúl Albiol","esESP","DF","Villarreal","esLa Liga","36","1985","25","2,119","85","62.0","23.5","24","88","22","1","15","2","1.52","29","23","+6","+0.25","-0.64","33.8","27.7","+6.0","+0.26","-0.14",
"Marc Albrighton","engENG","FW,MF","Leicester City","engPremier League","32","1989","6","237","40","6.9","2.6","1","67","0","5","34","13","1.67","4","3","+1","+0.38","+0.89","4.9","4.3","+0.6","+0.24","+0.62",
"Thiago Alcántara","esESP","MF","Liverpool","engPremier League","31","1991","18","1,254","70","36.7","13.9","14","82","9","4","25","0","1.72","22","23","-1","-0.07","-1.28","23.3","20.6","+2.7","+0.19","-0.55",
"Carlos Alcaraz","arARG","MF,FW","Southampton","engPremier League","19","2002","18","1,029","57","30.1","11.4","13","70","2","5","24","2","0.72","15","25","-10","-0.87","+0.14","12.3","22.7","-10.4","-0.91","-0.43",
"Rubén Alcaraz","esESP","MF","Cádiz","esLa Liga","31","1991","31","2,043","66","59.7","22.7","22","80","10","9","31","0","1.29","18","26","-8","-0.35","+0.63","24.5","34.4","-9.8","-0.43","+0.24",
"Omar Alderete","pyPAR","DF","Getafe","esLa Liga","25","1996","25","2,047","82","59.9","22.7","23","87","19","2","23","6","1.04","19","24","-5","-0.22","+0.17","23.2","27.7","-4.5","-0.20","+0.12",
"Iván Alejo","esESP","MF,FW","Cádiz","esLa Liga","27","1995","31","1,311","42","38.3","14.6","13","69","2","18","23","2","1.06","8","26","-18","-1.24","-1.02","17.1","25.8","-8.7","-0.60","-0.11",
"Doğan Alemdar","trTUR","GK","Rennes","frLigue 1","19","2002","6","406","68","11.9","4.5","4","90","4","2","23","32","1.67","7","8","-1","-0.22","-1.15","6.1","6.1","+0.1","+0.01","-0.50",
"Carles Aleñá","esESP","MF,FW","Getafe","esLa Liga","24","1998","35","2,119","61","62.0","23.5","26","75","7","9","20","0","1.00","17","27","-10","-0.42","-0.36","21.3","25.1","-3.8","-0.16","+0.22",
"Kyle Alex John","engENG","DF,MF","Everton","engPremier League","21","2001","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Trent Alexander-Arnold","engENG","DF","Liverpool","engPremier League","23","1998","37","2,923","79","85.5","32.5","34","85","23","3","16","1","1.78","70","44","+26","+0.80","+0.44","63.1","42.5","+20.7","+0.64","+0.62",
"Alejandro Alfaro","esESP","MF","Elche","esLa Liga","20","2002","1","15","15","0.4","0.2","0","","0","1","15","1","0.00","0","0","0","0.00","+0.98","0.0","0.4","-0.4","-2.24","-1.39",
"Ángel Algobia","esESP","MF","Getafe","esLa Liga","23","1999","26","1,138","44","33.3","12.6","11","71","3","15","24","10","1.19","17","15","+2","+0.16","+0.67","15.6","14.6","+1.1","+0.09","+0.50",
"Mohamed Ali Cho","frFRA","FW,MF","Real Sociedad","esLa Liga","18","2004","19","587","31","17.2","6.5","5","61","0","14","20","5","1.89","11","9","+2","+0.31","-0.14","10.1","6.6","+3.5","+0.53","+0.01",
"Faride Alidou","deGER","DF,MF","Eint Frankfurt","deBundesliga","21","2001","15","182","12","5.9","2.0","0","","0","15","12","10","1.13","3","4","-1","-0.49","-0.71","4.0","2.5","+1.4","+0.69","+0.47",
"Alisson","brBRA","GK","Liverpool","engPremier League","29","1992","37","3,330","90","97.4","37.0","37","90","37","0","","0","1.78","71","43","+28","+0.76","+0.76","67.5","48.9","+18.6","+0.50","-1.67",
"Allan","brBRA","DF,MF","Everton","engPremier League","31","1991","0","","","","","0","","0","0","","5","","","","","","","","","","","",
"Jim Allevinah","gaGAB","DF,FW","Clermont Foot","frLigue 1","27","1995","36","2,244","62","65.6","24.9","25","80","11","11","22","0","1.56","24","33","-9","-0.36","-0.74","30.4","38.0","-7.6","-0.31","-0.07",
"Dele Alli","engENG","MF","Everton","engPremier League","26","1996","2","40","20","1.2","0.4","0","","0","2","20","1","0.00","1","1","0","0.00","+0.61","1.0","1.7","-0.7","-1.57","-1.05",
"Téo Allix","frFRA","DF","Montpellier","frLigue 1","18","2004","0","","","","","0","","0","0","","4","","","","","","","","","","","",
"Pasquale Allocca","itITA","GK","Salernitana","itSerie A","17","2005","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Domingos André Ribeiro Almeida","ptPOR","MF","Valencia","esLa Liga","22","2000","34","2,539","75","74.2","28.2","29","84","14","5","23","2","1.15","30","32","-2","-0.07","+0.03","37.4","32.4","+5.0","+0.18","+0.09",
"Miguel Almirón","pyPAR","FW","Newcastle Utd","engPremier League","28","1994","34","2,491","73","72.8","27.7","29","81","6","5","26","0","1.74","43","22","+21","+0.76","-0.60","45.7","27.6","+18.2","+0.66","-0.71",
"Nando Almodóvar","esESP","GK","Cádiz","esLa Liga","18","2003","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"José Alonso Lara","esESP","MF","Betis","esLa Liga","22","2000","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Marcos Alonso","esESP","DF","Barcelona","esLa Liga","31","1990","24","1,172","49","34.3","13.0","11","80","8","13","22","10","2.29","22","11","+11","+0.84","-0.72","23.2","14.0","+9.2","+0.71","-0.62",
"Mickaël Alphonse","gpGLP","DF","Ajaccio","frLigue 1","33","1989","26","1,361","52","39.8","15.1","14","81","9","12","19","6","0.73","7","30","-23","-1.52","-0.30","12.0","20.9","-8.8","-0.58","-0.19",
"Agustín Álvarez","uyURU","FW,MF","Sassuolo","itSerie A","21","2001","22","368","17","10.8","4.1","1","53","0","21","15","13","0.86","6","9","-3","-0.73","-0.41","4.8","6.3","-1.5","-0.38","-0.48",
"Éder Álvarez Balanta","coCOL","MF,FW","Schalke 04","deBundesliga","29","1993","6","238","40","7.8","2.6","3","50","0","3","29","3","1.50","2","3","-1","-0.38","+0.74","2.7","4.7","-2.0","-0.75","-0.25",
"Carlos Álvarez","esESP","MF","Sevilla","esLa Liga","18","2003","1","10","10","0.3","0.1","0","","0","1","10","7","3.00","0","1","-1","-9.00","-8.84","0.1","0.2","-0.1","-0.67","-0.46",
"Gastón Álvarez","uyURU","DF","Getafe","esLa Liga","22","2000","22","1,501","68","43.9","16.7","16","86","10","6","22","14","1.41","17","15","+2","+0.12","+0.73","20.6","19.7","+0.9","+0.05","+0.54",
"Hugo Álvarez","esESP","DF,MF","Celta Vigo","esLa Liga","19","2003","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Iker Álvarez","adAND","GK","Villarreal","esLa Liga","21","2001","0","","","","","0","","0","0","","17","","","","","","","","","","","",
"Julián Álvarez","arARG","FW,MF","Manchester City","engPremier League","22","2000","31","1,465","47","42.8","16.3","13","85","8","18","20","6","2.42","37","16","+21","+1.29","-0.55","32.3","17.3","+15.0","+0.92","-0.53",
"Yeray Álvarez","esESP","DF","Athletic Club","esLa Liga","27","1995","28","2,332","83","68.2","25.9","27","86","21","1","12","2","1.50","33","30","+3","+0.12","+0.03","33.0","25.1","+7.9","+0.30","-0.48",
"Diego Alves","brBRA","GK","Celta Vigo","esLa Liga","37","1985","0","","","","","0","","0","0","","6","","","","","","","","","","","",
"Steven Alzate","coCOL","MF","Brighton","engPremier League","23","1998","0","","","","","0","","0","0","","5","","","","","","","","","","","",
"Ibrahim Amadou","frFRA","DF,MF","Angers","frLigue 1","29","1993","7","424","61","12.4","4.7","4","90","4","3","21","4","0.14","5","9","-4","-0.85","+0.47","5.9","9.8","-3.9","-0.83","-0.32",
"Selim Amallah","maMAR","MF,FW","Valladolid","esLa Liga","25","1996","7","267","38","7.8","3.0","3","56","0","4","25","2","1.14","6","4","+2","+0.67","+1.59","4.0","5.4","-1.5","-0.50","+0.22",
"Emmanuel Amankwaa Akurugu","ghGHA","DF","Getafe","esLa Liga","20","2001","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Daniel Amartey","ghGHA","DF","Leicester City","engPremier League","27","1994","20","1,610","81","47.1","17.9","18","87","16","2","22","15","0.80","20","27","-7","-0.39","+0.11","19.9","27.5","-7.6","-0.42","-0.17",
"Amath","snSEN","MF,FW","Mallorca","esLa Liga","26","1996","28","1,227","44","35.9","13.6","12","68","3","16","26","3","1.25","13","14","-1","-0.07","+0.13","14.7","15.1","-0.4","-0.03","+0.42",
"Lorenzo Amatucci","itITA","MF","Fiorentina","itSerie A","18","2004","0","","","","","0","","0","0","","4","","","","","","","","","","","",
"Jordan Amavi","frFRA","DF","Getafe","esLa Liga","28","1994","5","200","40","5.8","2.2","1","58","0","4","36","23","0.80","2","2","0","0.00","+0.31","0.6","1.5","-0.9","-0.39","-0.16",
"Lukáš Ambros","czCZE","MF","Wolfsburg","deBundesliga","18","2004","1","17","17","0.6","0.2","0","","0","1","17","8","0.00","0","2","-2","-10.59","-10.91","0.0","1.0","-1.0","-5.36","-5.39",
"Wisdom Amey","itITA","DF","Bologna","itSerie A","16","2005","0","","","","","0","","0","0","","7","","","","","","","","","","","",
"Kelvin Amian","frFRA","DF","Spezia","itSerie A","24","1998","30","2,372","79","69.4","26.4","26","87","22","4","31","0","0.73","21","42","-21","-0.80","+0.06","32.0","41.6","-9.6","-0.37","+0.35",
"Bruno Amione","arARG","DF","Hellas Verona","itSerie A","20","2002","1","58","58","1.7","0.6","1","58","0","0","","3","0.00","2","3","-1","-1.55","-0.83","0.9","1.7","-0.8","-1.27","-0.91",
"Bruno Amione","arARG","DF","Sampdoria","itSerie A","20","2002","26","2,086","80","61.0","23.2","25","83","17","1","22","6","0.62","17","41","-24","-1.04","+0.52","21.7","39.8","-18.0","-0.78","+0.18",
"Nadiem Amiri","deGER","MF,FW","Leverkusen","deBundesliga","25","1996","25","977","39","31.9","10.9","9","75","2","16","19","4","1.44","19","20","-1","-0.09","-0.48","14.4","12.8","+1.6","+0.15","-0.16",
"Samuel Amo-Ameyaw","engENG","MF","Southampton","engPremier League","16","2006","1","4","4","0.1","0.0","0","","0","1","4","0","1.00","0","0","0","0.00","+0.97","0.1","0.7","-0.6","-13.93","-13.34",
"Ethan Ampadu","wlsWAL","DF,MF","Chelsea","engPremier League","21","2000","0","","","","","0","","0","0","","3","","","","","","","","","","","",
"Ethan Ampadu","wlsWAL","DF,MF","Spezia","itSerie A","21","2000","31","2,639","85","77.2","29.3","31","85","22","0","","0","0.75","22","42","-20","-0.68","+0.59","32.6","43.9","-11.3","-0.38","+0.39",
"Sofyan Amrabat","maMAR","MF","Fiorentina","itSerie A","25","1996","29","1,998","69","58.4","22.2","24","79","11","5","23","4","1.41","29","27","+2","+0.09","-0.42","30.5","25.7","+4.8","+0.22","-0.22",
"Ayoub Amraoui","maMAR","DF,FW","Nice","frLigue 1","18","2004","7","294","42","8.6","3.3","3","75","2","4","17","4","1.71","5","3","+2","+0.61","+0.35","6.4","2.9","+3.6","+1.09","+0.83",
"Joseph Anang","ghGHA","GK","West Ham","engPremier League","22","2000","0","","","","","0","","0","0","","7","","","","","","","","","","","",
"Joachim Andersen","dkDEN","DF","Crystal Palace","engPremier League","26","1996","32","2,782","87","81.3","30.9","32","87","30","0","","0","1.31","35","37","-2","-0.06","+0.92","34.0","35.4","-1.3","-0.04","+1.01",
"Djavan Anderson","srSUR","DF,MF","Lazio","itSerie A","27","1995","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Elliot Anderson","engENG","MF,FW","Newcastle Utd","engPremier League","19","2002","22","410","19","12.0","4.6","3","58","0","19","12","12","1.82","8","7","+1","+0.22","-0.80","11.7","5.5","+6.2","+1.37","+0.59",
"Felipe Anderson","brBRA","FW","Lazio","itSerie A","29","1993","38","2,958","78","86.5","32.9","35","82","23","3","28","0","1.95","48","24","+24","+0.73","-0.44","44.1","35.7","+8.3","+0.25","-0.03",
"Benjamin André","frFRA","MF","Lille","frLigue 1","31","1990","34","2,916","86","85.3","32.4","33","88","28","1","23","0","1.76","55","35","+20","+0.62","+0.44","58.6","32.6","+26.0","+0.80","+0.41",
"Marcos André","brBRA","FW,MF","Valencia","esLa Liga","25","1996","17","447","26","13.1","5.0","3","52","0","14","21","5","0.76","9","7","+2","+0.40","+0.55","7.3","7.6","-0.3","-0.06","-0.24",
