Name, Nation, Position, Club, League, Age, YearBorn,MP,Mins,Mn/MP,Min%, 90s,Starts,Mn/Start,CompleteMatches,Subs,Mn/Sub, unusedSub, PointsPerMatch, GoalsScoredOnPitch,GoalsAllowedOnPitch,Scored-Allowed, Scored-Allowed90,gOnOffPlusMinus90,XgGoalsScoredOnPitch,XgGoalsAllowedOnPitch,XgScored-Allowed, XgScored-Allowed90, XgOnOffPlusMinus90
"Ibrahim Maza","dzALG","MF,FW","Hertha BSC","deBundesliga","16","2005","2","71","36","2.3","0.8","0","","0","2","36","4","1.50","2","2","0","0.00","+0.81","1.9","2.4","-0.5","-0.63","-0.02",
"Derek Mazou-Sacko","frFRA","MF","Troyes","frLigue 1","17","2004","1","16","16","0.5","0.2","0","","0","1","16","7","1.00","0","0","0","0.00","+0.95","0.0","0.5","-0.5","-2.64","-1.62",
"Noussair Mazraoui","maMAR","DF","Bayern Munich","deBundesliga","24","1997","19","1,075","57","35.1","11.9","11","81","5","8","23","7","2.32","37","18","+19","+1.59","0.00","28.2","16.1","+12.1","+1.02","-0.15",
"Pasquale Mazzocchi","itITA","DF","Salernitana","itSerie A","27","1995","27","1,958","73","57.3","21.8","23","80","10","4","31","1","1.30","28","34","-6","-0.28","+0.22","21.9","34.7","-12.8","-0.59","+0.50",
"Kevin Mbabu","chSUI","DF,FW","Fulham","engPremier League","27","1995","6","144","24","4.2","1.6","1","44","0","5","20","8","0.67","2","7","-5","-3.12","-3.32","1.4","6.8","-5.3","-3.34","-3.01",
"Noah Mbamba","beBEL","MF","Leverkusen","deBundesliga","17","2005","1","1","1","0.0","0.0","0","","0","1","1","11","0.00","0","0","0","0.00","-0.24","0.0","0.0","0.0","0.00","-0.25",
"Kylian Mbappé","frFRA","FW","Paris S-G","frLigue 1","23","1998","34","2,818","83","82.4","31.3","32","86","26","2","34","0","2.24","73","33","+40","+1.28","-0.07","65.2","42.1","+23.0","+0.74","-0.29",
"Ibrahima Mbaye","snSEN","DF,MF","Bologna","itSerie A","27","1994","0","","","","","0","","0","0","","3","","","","","","","","","","","",
"Mamadou Mbaye","snSEN","DF","Cádiz","esLa Liga","24","1998","14","760","54","22.2","8.4","7","81","6","7","27","14","1.36","5","17","-12","-1.42","-1.05","8.6","15.1","-6.5","-0.77","-0.31",
"Loïc Mbe Soh","frFRA","DF","Nott'ham Forest","engPremier League","21","2001","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Chancel Mbemba","cdCOD","DF","Marseille","frLigue 1","27","1994","36","2,849","79","83.3","31.7","32","86","27","4","26","1","1.94","55","33","+22","+0.69","-0.09","52.8","36.3","+16.5","+0.52","-0.46",
"Luke Mbete-Tatu","engENG","DF","Manchester City","engPremier League","18","2003","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Bryan Mbeumo","cmCMR","FW","Brentford","engPremier League","22","1999","38","2,906","76","85.0","32.3","36","79","10","2","24","0","1.55","50","39","+11","+0.34","+0.17","45.2","40.3","+4.9","+0.15","-0.31",
"Jason Mbock","frFRA","MF,FW","Angers","frLigue 1","22","1999","2","25","13","0.7","0.3","0","","0","2","13","4","0.00","0","2","-2","-7.20","-5.98","0.3","0.6","-0.3","-1.11","-0.56",
"Jean-Manuel Mbom","deGER","MF","Werder Bremen","deBundesliga","22","2000","2","6","3","0.2","0.1","0","","0","2","3","9","0.00","0","2","-2","-30.00","-29.68","0.0","1.1","-1.1","-16.22","-15.90",
"Moustapha Mbow","snSEN","DF","Reims","frLigue 1","22","2000","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Nathanael Mbuku","cdCOD","FW,MF","Reims","frLigue 1","20","2002","6","66","11","1.9","0.7","0","","0","6","11","7","1.00","1","2","-1","-1.36","-1.39","1.7","1.6","+0.2","+0.22","-0.01",
"Nathanael Mbuku","cdCOD","MF,FW","Augsburg","deBundesliga","20","2002","2","34","17","1.1","0.4","0","","0","2","17","11","0.00","1","0","+1","+2.65","+3.30","1.1","0.3","+0.8","+2.15","+2.89",
"Sean McAllister","nirNIR","MF","Everton","engPremier League","19","2002","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"James McArthur","sctSCO","MF","Crystal Palace","engPremier League","34","1987","4","54","14","1.6","0.6","0","","0","4","14","8","1.75","0","0","0","0.00","+0.24","0.7","0.4","+0.2","+0.41","+0.65",
"Kasey McAteer","ieIRL","FW,MF","Leicester City","engPremier League","20","2001","0","","","","","0","","0","0","","3","","","","","","","","","","","",
"Alex McCarthy","engENG","GK","Southampton","engPremier League","32","1989","6","540","90","15.8","6.0","6","90","6","0","","21","0.17","9","17","-8","-1.33","-0.43","7.2","15.0","-7.7","-1.29","-0.81",
"Tom McGill","engENG","GK","Brighton","engPremier League","22","2000","0","","","","","0","","0","0","","6","","","","","","","","","","","",
"John McGinn","sctSCO","MF,FW","Aston Villa","engPremier League","27","1994","34","2,693","79","78.7","29.9","30","86","22","4","26","1","1.59","36","31","+5","+0.17","+0.17","39.4","38.0","+1.4","+0.05","+0.50",
"Scott McKenna","sctSCO","DF","Nott'ham Forest","engPremier League","25","1996","20","1,571","79","45.9","17.5","19","82","16","1","16","5","0.85","14","32","-18","-1.03","-0.45","18.8","28.5","-9.7","-0.56","+0.18",
"Weston McKennie","usUSA","MF","Leeds United","engPremier League","23","1998","19","1,437","76","42.0","16.0","16","85","9","3","28","0","0.68","20","35","-15","-0.94","-0.26","17.6","28.2","-10.6","-0.66","-0.25",
"Weston McKennie","usUSA","MF,DF","Juventus","itSerie A","23","1998","15","1,052","70","30.8","11.7","13","76","6","2","30","1","1.73","15","13","+2","+0.17","-0.63","16.0","14.5","+1.4","+0.12","-0.34",
"Dwight McNeil","engENG","FW,MF","Everton","engPremier League","22","1999","36","2,498","69","73.0","27.8","28","83","19","8","22","2","0.97","26","46","-20","-0.72","-0.43","35.1","50.0","-14.9","-0.54","0.00",
"Scott McTominay","sctSCO","MF","Manchester Utd","engPremier League","25","1996","24","1,160","48","33.9","12.9","10","85","7","14","22","2","2.00","17","20","-3","-0.23","-0.95","19.1","22.5","-3.4","-0.27","-1.09",
"Gary Medel","clCHI","MF,DF","Bologna","itSerie A","34","1987","29","1,478","51","43.2","16.4","17","76","6","12","15","5","1.45","24","25","-1","-0.06","-0.29","18.4","20.4","-2.0","-0.12","+0.01",
"Facundo Medina","arARG","DF","Lens","frLigue 1","23","1999","32","2,779","87","81.3","30.9","32","87","27","0","","2","2.19","52","25","+27","+0.87","-0.81","52.8","33.8","+19.0","+0.62","+0.02",
"Fernando Medrano","esESP","DF","Celta Vigo","esLa Liga","22","2000","1","13","13","0.4","0.1","0","","0","1","13","8","0.00","0","0","0","0.00","+0.26","0.1","0.0","0.0","+0.18","+0.25",
"Ben Mee","engENG","DF","Brentford","engPremier League","32","1989","37","3,269","88","95.6","36.3","37","88","34","0","","1","1.59","56","40","+16","+0.44","+2.82","54.2","45.0","+9.2","+0.25","+1.30",
"Bamo Meïté","ciCIV","DF","Lorient","frLigue 1","20","2001","17","1,503","88","43.9","16.7","16","90","15","1","69","9","1.17","20","23","-3","-0.18","-0.27","19.0","24.9","-5.8","-0.35","+0.02",
"Soualiho Meïté","frFRA","MF","Cremonese","itSerie A","28","1994","31","2,366","76","69.2","26.3","28","82","19","3","21","1","0.84","24","47","-23","-0.87","-0.02","26.0","45.8","-19.8","-0.75","-0.11",
"Farid El Melali","dzALG","DF,FW","Angers","frLigue 1","25","1997","17","806","47","23.6","9.0","9","72","1","8","20","3","0.41","5","15","-10","-1.12","+0.19","7.8","12.9","-5.1","-0.57","-0.03",
"Gonzalo Melero","esESP","MF","Almería","esLa Liga","28","1994","27","1,855","69","54.2","20.6","24","74","1","3","30","2","1.26","34","28","+6","+0.29","+1.56","26.6","29.5","-2.9","-0.14","+0.68",
"Birger Meling","noNOR","DF","Rennes","frLigue 1","27","1994","27","1,209","45","35.4","13.4","10","85","6","17","21","4","1.89","25","14","+11","+0.82","+0.05","20.1","14.8","+5.3","+0.40","-0.09",
"Arthur Melo","brBRA","MF","Liverpool","engPremier League","25","1996","0","","","","","0","","0","0","","7","","","","","","","","","","","",
"Memphis","nlNED","FW","Barcelona","esLa Liga","28","1994","2","114","57","3.3","1.3","2","57","0","0","","6","3.00","4","0","+4","+3.16","+1.91","3.8","0.4","+3.4","+2.72","+1.67",
"Memphis","nlNED","FW","Atlético Madrid","esLa Liga","28","1994","8","270","34","7.9","3.0","3","62","0","5","17","2","2.75","9","1","+8","+2.67","+1.84","5.5","2.0","+3.5","+1.17","+0.68",
"Houboulang Mendes","gwGNB","DF","Almería","esLa Liga","24","1998","14","886","63","25.9","9.8","11","74","4","3","25","20","1.00","12","28","-16","-1.63","-1.63","10.8","21.9","-11.1","-1.13","-0.92",
"Nuno Mendes","ptPOR","DF","Paris S-G","frLigue 1","20","2002","23","1,548","67","45.3","17.2","18","79","8","5","26","1","2.52","45","16","+29","+1.69","+0.72","38.0","19.5","+18.5","+1.08","+0.53",
"Pedro Mendes","ptPOR","DF","Montpellier","frLigue 1","31","1990","1","13","13","0.4","0.1","0","","0","1","13","7","0.00","1","1","0","0.00","-0.08","0.2","1.3","-1.1","-7.91","-7.68",
"Thiago Mendes","brBRA","MF,DF","Lyon","frLigue 1","30","1992","31","2,063","67","60.3","22.9","22","84","14","9","23","6","1.55","32","25","+7","+0.31","-0.42","32.4","29.5","+2.9","+0.13","-0.32",
"Brais Méndez","esESP","MF","Real Sociedad","esLa Liga","25","1997","34","2,407","71","70.4","26.7","28","78","12","6","36","1","1.79","40","25","+15","+0.56","+0.47","36.4","21.4","+15.0","+0.56","+0.14",
"Diego Méndez","esESP","MF","Rayo Vallecano","esLa Liga","18","2003","1","1","1","0.0","0.0","0","","0","1","1","5","1.00","0","0","0","0.00","+0.21","0.0","0.0","0.0","0.00","+0.17",
"Leonardo Mendicino","itITA","MF","Atalanta","itSerie A","16","2006","0","","","","","0","","0","0","","4","","","","","","","","","","","",
"Rodrigo Mendoza","esESP","MF","Elche","esLa Liga","17","2005","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Antoine Mendy","snSEN","DF","Nice","frLigue 1","18","2004","11","518","47","15.1","5.8","7","71","2","4","6","14","1.64","10","5","+5","+0.87","+0.68","8.9","6.4","+2.5","+0.43","+0.12",
"Arial Mendy","snSEN","DF","Clermont Foot","frLigue 1","27","1994","5","223","45","6.5","2.5","1","90","1","4","33","9","0.80","2","3","-1","-0.40","-0.32","1.5","4.4","-2.9","-1.17","-0.95",
"Batista Mendy","frFRA","MF,DF","Angers","frLigue 1","22","2000","35","2,859","82","83.6","31.8","35","82","22","0","","0","0.51","25","71","-46","-1.45","-1.13","32.9","51.5","-18.6","-0.59","-0.24",
"Edouard Mendy","snSEN","GK","Chelsea","engPremier League","30","1992","10","855","86","25.0","9.5","9","90","9","1","45","13","1.10","11","14","-3","-0.32","-0.11","10.3","13.4","-3.2","-0.33","-0.34",
"Ferland Mendy","frFRA","DF","Real Madrid","esLa Liga","27","1995","18","1,351","75","39.5","15.0","17","78","6","1","29","5","2.11","26","17","+9","+0.60","-0.71","26.7","17.0","+9.6","+0.64","-0.53",
"Nampalys Mendy","snSEN","MF","Leicester City","engPremier League","30","1992","19","757","40","22.1","8.4","7","72","2","12","21","14","1.42","12","13","-1","-0.12","+0.42","14.6","12.9","+1.7","+0.20","+0.69",
"Gideon Mensah","ghGHA","DF","Auxerre","frLigue 1","24","1998","26","2,262","87","66.1","25.1","26","87","24","0","","2","0.77","18","45","-27","-1.07","-1.00","30.1","38.5","-8.4","-0.33","+0.25",
"Chris Mepham","wlsWAL","DF","Bournemouth","engPremier League","24","1997","26","2,199","85","64.3","24.4","24","90","23","2","24","7","1.00","23","52","-29","-1.19","-0.82","20.3","41.4","-21.1","-0.86","-0.55",
"Jorge Meré","esESP","DF","Cádiz","esLa Liga","25","1997","10","601","60","17.6","6.7","6","84","4","4","24","6","1.50","6","10","-4","-0.60","+0.01","9.9","12.4","-2.6","-0.38","+0.18",
"Alex Meret","itITA","GK","Napoli","itSerie A","25","1997","34","3,060","90","89.5","34.0","34","90","34","0","","4","2.44","72","24","+48","+1.41","+1.16","58.9","27.2","+31.7","+0.93","+0.61",
"Mikel Merino","esESP","MF","Real Sociedad","esLa Liga","26","1996","33","2,494","76","72.9","27.7","28","84","18","5","30","0","1.85","37","31","+6","+0.22","-0.76","39.0","26.0","+13.0","+0.47","-0.19",
"Quentin Merlin","frFRA","DF","Nantes","frLigue 1","20","2002","24","1,791","75","52.4","19.9","22","81","8","2","10","1","0.96","19","28","-9","-0.45","+0.04","24.3","26.7","-2.3","-0.12","+0.29",
"Davide Merola","itITA","FW","Empoli","itSerie A","22","2000","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Yıldırım Mert Çetin","trTUR","DF","Lecce","itSerie A","25","1997","1","20","20","0.6","0.2","1","20","0","0","","9","0.00","0","1","-1","-4.50","-4.18","0.0","0.7","-0.6","-2.86","-2.71",
"Roque Mesa","esESP","MF","Valladolid","esLa Liga","33","1989","29","1,617","56","47.3","18.0","20","69","3","9","26","6","1.13","15","25","-10","-0.56","+0.44","16.6","28.7","-12.1","-0.67","+0.05",
"Illan Meslier","frFRA","GK","Leeds United","engPremier League","22","2000","34","3,060","90","89.5","34.0","34","90","34","0","","4","0.88","43","67","-24","-0.71","+0.79","42.7","57.9","-15.2","-0.45","+0.70",
"Lionel Messi","arARG","FW,MF","Paris S-G","frLigue 1","35","1987","32","2,837","89","83.0","31.5","32","89","27","0","","0","2.34","77","31","+46","+1.46","+1.00","64.7","38.9","+25.9","+0.82","+0.19",
"Junior Messias","brBRA","FW,DF","Milan","itSerie A","31","1991","25","1,498","60","43.8","16.6","19","70","3","6","29","4","1.80","32","19","+13","+0.78","+0.41","23.4","16.1","+7.4","+0.44","-0.04",
"Amine Messoussa","dzALG","FW","Lille","frLigue 1","17","2004","1","1","1","0.0","0.0","0","","0","1","1","1","3.00","0","0","0","0.00","-0.55","0.0","0.0","0.0","0.00","-0.74",
"Sergio Mestre","esESP","GK","Atlético Madrid","esLa Liga","17","2005","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Thomas Meunier","beBEL","DF","Dortmund","deBundesliga","30","1991","10","585","59","19.1","6.5","7","77","5","3","15","6","2.10","5","9","-4","-0.62","-2.18","11.0","8.8","+2.2","+0.34","-0.59",
"Alexander Meyer","deGER","GK","Dortmund","deBundesliga","31","1991","7","630","90","20.6","7.0","7","90","7","0","","27","1.57","15","12","+3","+0.43","-0.90","12.9","9.9","+3.0","+0.43","-0.49",
"Alessandro Micai","itITA","GK","Salernitana","itSerie A","29","1993","0","","","","","0","","0","0","","9","","","","","","","","","","","",
"Corentin Michel","beBEL","GK","Troyes","frLigue 1","22","2000","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Sven Michel","deGER","FW,MF","Union Berlin","deBundesliga","32","1990","21","495","24","16.2","5.5","2","74","1","19","18","11","1.62","8","5","+3","+0.55","+0.19","6.9","5.3","+1.6","+0.29","+0.51",
"Alex Mighten","engENG","FW","Nott'ham Forest","engPremier League","20","2002","1","8","8","0.2","0.1","0","","0","1","8","5","0.00","0","0","0","0.00","+0.79","0.0","0.2","-0.2","-2.55","-1.90",
"Miguelito","esESP","DF","Mallorca","esLa Liga","21","2001","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Tommaso Milanese","itITA","MF","Cremonese","itSerie A","20","2002","2","27","14","0.8","0.3","0","","0","2","14","18","0.00","0","1","-1","-3.33","-2.48","0.2","0.9","-0.7","-2.19","-1.48",
"Nikola Milenković","rsSRB","DF","Fiorentina","itSerie A","24","1997","27","2,137","79","62.5","23.7","23","86","21","4","39","9","1.48","34","27","+7","+0.29","+0.08","35.4","27.0","+8.5","+0.36","+0.13",
"Lewis Miley","engENG","MF","Newcastle Utd","engPremier League","16","2006","1","15","15","0.4","0.2","0","","0","1","15","3","1.00","0","0","0","0.00","-0.93","0.1","0.9","-0.8","-4.62","-5.50",
"Arkadiusz Milik","plPOL","FW","Juventus","itSerie A","28","1994","27","1,586","59","46.4","17.6","17","77","6","10","28","1","1.74","28","13","+15","+0.85","+0.46","28.0","18.2","+9.8","+0.56","+0.37",
"Arkadiusz Milik","plPOL","FW","Marseille","frLigue 1","28","1994","2","129","65","3.8","1.4","2","65","0","0","","1","2.00","3","1","+2","+1.40","+0.71","1.2","1.8","-0.6","-0.44","-1.08",
"Sergej Milinković-Savić","rsSRB","MF","Lazio","itSerie A","27","1995","36","3,022","84","88.4","33.6","34","87","25","2","37","1","1.89","54","27","+27","+0.80","+0.13","43.9","38.2","+5.6","+0.17","-0.78",
"Vanja Milinković-Savić","rsSRB","GK","Torino","itSerie A","25","1997","38","3,420","90","100.0","38.0","38","90","38","0","","0","1.39","42","41","+1","+0.03","","41.8","40.0","+1.8","+0.05","",
"Éder Militão","brBRA","DF","Real Madrid","esLa Liga","24","1998","33","2,703","82","79.0","30.0","30","88","28","3","22","2","2.00","60","29","+31","+1.03","+0.03","60.7","33.0","+27.6","+0.92","-0.20",
"Luka Milivojević","rsSRB","MF","Crystal Palace","engPremier League","31","1991","18","512","28","15.0","5.7","5","68","1","13","13","16","1.44","5","7","-2","-0.35","-0.13","4.4","7.7","-3.4","-0.59","-0.42",
"Luis Milla","esESP","MF","Getafe","esLa Liga","27","1994","27","1,856","69","54.3","20.6","22","79","12","5","23","3","1.15","15","21","-6","-0.29","0.00","14.0","23.2","-9.2","-0.44","-0.43",
"Pere Milla","esESP","FW,MF","Elche","esLa Liga","29","1992","31","1,843","59","53.9","20.5","21","77","8","10","23","0","0.69","18","45","-27","-1.32","-0.75","21.0","36.6","-15.6","-0.75","+0.23",
"Enzo Millot","frFRA","MF","Stuttgart","deBundesliga","20","2002","23","890","39","29.1","9.9","9","73","2","14","17","6","1.04","14","19","-5","-0.51","-0.22","14.7","16.4","-1.7","-0.17","-0.34",
"Stanley Mills","engENG","MF","Everton","engPremier League","18","2003","0","","","","","0","","0","0","","7","","","","","","","","","","","",
"James Milner","engENG","MF,DF","Liverpool","engPremier League","36","1986","31","913","29","26.7","10.1","7","77","3","24","16","3","1.84","17","12","+5","+0.49","-0.33","21.4","13.6","+7.9","+0.78","+0.31",
"Marko Milovanović","rsSRB","FW","Almería","esLa Liga","18","2003","2","15","8","0.4","0.2","0","","0","2","8","3","0.00","0","1","-1","-6.00","-5.60","0.3","0.7","-0.4","-2.34","-1.90",
"Kim Min-jae","krKOR","DF","Napoli","itSerie A","25","1996","35","3,050","87","89.2","33.9","35","87","30","0","","2","2.40","70","24","+46","+1.36","+0.63","57.0","27.9","+29.1","+0.86","-0.08",
"Yerry Mina","coCOL","DF","Everton","engPremier League","27","1994","7","594","85","17.4","6.6","7","85","5","0","","17","1.00","8","9","-1","-0.15","+0.55","9.2","10.1","-0.9","-0.13","+0.48",
"Takumi Minamino","jpJPN","MF,FW","Monaco","frLigue 1","27","1995","18","724","40","21.2","8.0","10","58","0","8","18","19","1.83","13","9","+4","+0.50","+0.23","13.0","11.2","+1.8","+0.22","-0.02",
"Tyrone Mings","engENG","DF","Aston Villa","engPremier League","29","1993","35","3,150","90","92.1","35.0","35","90","35","0","","1","1.74","50","40","+10","+0.29","+1.95","48.8","48.0","+0.9","+0.02","+1.05",
"Óscar Mingueza","esESP","DF","Celta Vigo","esLa Liga","23","1999","21","1,284","61","37.5","14.3","13","84","8","8","24","6","1.14","15","20","-5","-0.35","-0.14","17.2","16.0","+1.2","+0.08","+0.25",
"Rafa Mir","esESP","FW","Sevilla","esLa Liga","25","1997","26","1,298","50","38.0","14.4","16","71","7","10","16","12","1.15","18","24","-6","-0.42","-0.37","19.2","21.7","-2.5","-0.17","+0.06",
"Aleksei Miranchuk","ruRUS","MF","Torino","itSerie A","26","1995","29","2,089","72","61.1","23.2","24","82","12","5","26","1","1.38","29","24","+5","+0.22","+0.49","23.1","22.6","+0.5","+0.02","-0.06",
"Juan Miranda","esESP","DF","Betis","esLa Liga","22","2000","21","1,472","70","43.0","16.4","16","85","11","5","22","16","1.57","20","18","+2","+0.12","-0.02","23.0","21.5","+1.5","+0.09","+0.10",
"Antonio Mirante","itITA","GK","Milan","itSerie A","39","1983","1","2","2","0.1","0.0","0","","0","1","2","37","3.00","1","0","+1","+45.00","+44.47","1.1","0.0","+1.1","+49.30","+48.87",
"Fabio Miretti","itITA","MF,FW","Juventus","itSerie A","18","2003","27","1,234","46","36.1","13.7","14","67","1","13","23","7","1.78","14","9","+5","+0.36","-0.38","18.6","15.2","+3.4","+0.25","-0.17",
"Filippo Missori","itITA","DF","Roma","itSerie A","18","2004","3","181","60","5.3","2.0","2","90","2","1","1","2","0.33","1","2","-1","-0.50","-0.86","2.5","2.7","-0.1","-0.07","-0.78",
"Tyrick Mitchell","engENG","DF","Crystal Palace","engPremier League","22","1999","36","2,891","80","84.5","32.1","34","84","27","2","19","0","1.17","36","38","-2","-0.06","+1.13","33.5","38.4","-4.8","-0.15","+0.52",
"Kaoru Mitoma","jpJPN","FW,MF","Brighton","engPremier League","25","1997","33","2,318","70","67.8","25.8","24","88","16","9","24","2","1.67","49","35","+14","+0.54","+0.14","53.7","34.8","+19.0","+0.74","+0.40",
"Aleksandar Mitrović","rsSRB","FW","Fulham","engPremier League","27","1994","24","2,008","84","58.7","22.3","23","86","14","1","26","0","1.50","33","30","+3","+0.13","+0.20","31.2","34.8","-3.6","-0.16","+0.72",
"Stefan Mitrović","rsSRB","DF","Getafe","esLa Liga","32","1990","22","1,680","76","49.1","18.7","18","89","16","4","22","16","1.36","16","17","-1","-0.05","+0.46","16.5","19.6","-3.1","-0.17","+0.16",
"Maximilian Mittelstädt","deGER","DF,MF","Hertha BSC","deBundesliga","25","1997","17","849","50","27.7","9.4","7","79","4","10","30","14","0.94","9","15","-6","-0.64","+0.22","11.5","17.4","-5.9","-0.63","-0.03",
"Henrikh Mkhitaryan","amARM","MF","Inter","itSerie A","33","1989","31","1,986","64","58.1","22.1","24","75","6","7","26","1","1.84","44","18","+26","+1.18","+0.99","41.9","18.0","+23.9","+1.09","+0.61",
"Anthony Modeste","frFRA","FW","Dortmund","deBundesliga","34","1988","19","813","43","26.6","9.0","7","83","3","12","19","12","1.79","13","9","+4","+0.44","-0.96","15.0","13.3","+1.6","+0.18","-0.87",
"Luka Modrić","hrCRO","MF","Real Madrid","esLa Liga","36","1985","33","1,744","53","51.0","19.4","19","76","4","14","22","1","2.12","41","20","+21","+1.08","+0.12","34.1","20.4","+13.7","+0.71","-0.52",
"Terem Moffi","ngNGA","FW","Nice","frLigue 1","23","1999","16","1,328","83","38.8","14.8","15","86","9","1","45","0","1.63","22","15","+7","+0.47","+0.30","24.9","19.0","+5.9","+0.40","+0.11",
"Terem Moffi","ngNGA","FW","Lorient","frLigue 1","23","1999","18","1,386","77","40.5","15.4","17","80","6","1","31","0","1.72","25","25","0","0.00","+0.04","18.0","25.5","-7.5","-0.49","-0.21",
"Mostafa Mohamed","egEGY","FW","Nantes","frLigue 1","24","1997","36","1,939","54","56.7","21.5","18","77","6","18","31","1","0.89","27","33","-6","-0.28","+0.45","24.6","32.7","-8.1","-0.38","-0.28",
"Tobias Mohr","deGER","DF,MF","Schalke 04","deBundesliga","26","1995","18","839","47","27.4","9.3","8","76","4","10","23","8","0.78","11","16","-5","-0.54","+0.72","11.9","14.6","-2.8","-0.30","+0.30",
"Johan Mojica","coCOL","DF","Villarreal","esLa Liga","29","1992","17","642","38","18.8","7.1","5","89","4","12","16","18","1.41","9","12","-3","-0.42","-1.13","7.6","13.1","-5.5","-0.77","-1.33",
"Johan Mojica","coCOL","DF,MF","Elche","esLa Liga","29","1992","3","270","90","7.9","3.0","3","90","3","0","","0","0.33","1","5","-4","-1.33","-0.39","2.1","5.6","-3.5","-1.15","-0.32",
"Clinton Mola","engENG","DF","Stuttgart","deBundesliga","21","2001","1","15","15","0.5","0.2","0","","0","1","15","2","1.00","0","0","0","0.00","+0.35","0.1","0.4","-0.3","-1.64","-1.72",
"Nahuel Molina","arARG","DF","Atlético Madrid","esLa Liga","24","1998","33","2,867","87","83.8","31.9","33","87","28","0","","1","2.03","58","28","+30","+0.94","-0.20","51.2","35.1","+16.1","+0.51","-0.25",
"Salvatore Molina","itITA","DF","Monza","itSerie A","30","1992","5","229","46","6.7","2.5","1","79","0","4","38","2","0.20","1","6","-5","-1.97","-1.99","2.4","4.3","-1.8","-0.73","-0.63",
"Florent Mollet","frFRA","MF","Nantes","frLigue 1","30","1991","19","1,089","57","31.8","12.1","11","79","5","8","28","0","0.79","9","21","-12","-0.99","-0.76","12.5","16.9","-4.4","-0.36","-0.16",
"Florent Mollet","frFRA","MF","Schalke 04","deBundesliga","30","1991","9","410","46","13.4","4.6","4","72","1","5","24","3","0.56","3","13","-10","-2.20","-1.31","5.9","8.5","-2.6","-0.58","-0.07",
"Madi Monamay","beBEL","MF","Leverkusen","deBundesliga","16","2006","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Jon Moncayola","esESP","MF,DF","Osasuna","esLa Liga","24","1998","37","2,448","66","71.6","27.2","25","86","16","12","25","0","1.43","24","36","-12","-0.44","-1.09","28.9","33.2","-4.3","-0.16","-0.01",
"Monchu","esESP","MF","Valladolid","esLa Liga","22","1999","33","2,031","62","59.4","22.6","23","78","13","10","24","3","0.97","17","40","-23","-1.02","-0.57","23.4","39.3","-15.9","-0.70","-0.01",
"Eric Monjonell","esESP","DF","Girona","esLa Liga","20","2001","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Diogo Monteiro","ptPOR","DF","Leeds United","engPremier League","17","2005","0","","","","","0","","0","0","","3","","","","","","","","","","","",
"César Montes","mxMEX","DF","Espanyol","esLa Liga","25","1997","20","1,590","80","46.5","17.7","18","87","17","2","11","0","0.90","26","40","-14","-0.79","-0.64","23.0","32.8","-9.8","-0.55","-0.47",
"Daniele Montevago","itITA","FW","Sampdoria","itSerie A","19","2003","6","231","39","6.8","2.6","3","63","1","3","14","3","0.50","0","4","-4","-1.56","-0.34","1.7","2.1","-0.5","-0.19","+0.70",
"Cristóbal Montiel","esESP","MF","Mallorca","esLa Liga","22","2000","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Gonzalo Montiel","arARG","DF","Sevilla","esLa Liga","25","1997","28","1,524","54","44.6","16.9","17","74","8","11","24","6","1.25","18","28","-10","-0.59","-0.73","21.0","26.7","-5.7","-0.34","-0.23",
"Luis Montiel","esESP","MF","Mallorca","esLa Liga","18","2004","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Lorenzo Montipò","itITA","GK","Hellas Verona","itSerie A","26","1996","37","3,330","90","97.4","37.0","37","90","37","0","","0","0.87","31","59","-28","-0.76","-0.76","34.7","48.8","-14.1","-0.38","-0.38",
"Martín Montoya","esESP","DF","Betis","esLa Liga","31","1991","6","453","76","13.2","5.0","6","76","3","0","","28","1.17","6","10","-4","-0.79","-1.07","6.2","7.2","-1.0","-0.20","-0.27",
"Kieffer Moore","wlsWAL","FW","Bournemouth","engPremier League","29","1992","27","1,279","47","37.4","14.2","12","86","8","15","17","8","0.85","11","34","-23","-1.62","-1.16","11.0","25.6","-14.6","-1.02","-0.57",
"Andrew Moran","ieIRL","FW","Brighton","engPremier League","18","2003","1","12","12","0.4","0.1","0","","0","1","12","12","3.00","0","1","-1","-7.50","-8.03","0.1","0.8","-0.7","-5.50","-6.13",
"Álvaro Morata","esESP","FW","Atlético Madrid","esLa Liga","29","1992","36","1,900","53","55.6","21.1","23","68","3","13","25","1","2.03","40","10","+30","+1.42","+1.01","34.2","19.5","+14.7","+0.70","+0.34",
