Name, Nation, Position, Club, League, Age, YearBorn,MP,Mins,Mn/MP,Min%, 90s,Starts,Mn/Start,CompleteMatches,Subs,Mn/Sub, unusedSub, PointsPerMatch, GoalsScoredOnPitch,GoalsAllowedOnPitch,Scored-Allowed, Scored-Allowed90,gOnOffPlusMinus90,XgGoalsScoredOnPitch,XgGoalsAllowedOnPitch,XgScored-Allowed, XgScored-Allowed90, XgOnOffPlusMinus90
"Jeffrey Bruma","nlNED","DF","Wolfsburg","deBundesliga","25","1991","11","990","90","32.4","11.0","11","","11","0","","4","0.55","7","18","-11","-1.00","-0.96","9.4","17.6","-8.2","-0.74","-0.33",
"Bruno","esESP","DF","Brighton","engPremier League","36","1980","25","2,016","81","58.9","22.4","23","","19","2","","10","1.24","16","23","-7","-0.31","+0.52","18.6","28.6","-10.1","-0.45","-0.21",
"Chris Brunt","nirNIR","MF,DF","West Brom","engPremier League","32","1984","26","1,920","74","56.1","21.3","22","","15","4","","9","1.04","22","23","-1","-0.05","+1.39","23.1","25.1","-2.0","-0.09","+0.47",
"Jacob Bruun Larsen","dkDEN","MF,DF","Stuttgart","deBundesliga","18","1998","4","107","27","3.5","1.2","1","","0","3","","6","1.00","0","3","-3","-2.52","-2.61","0.4","1.9","-1.5","-1.25","-1.20",
"Jacob Bruun Larsen","dkDEN","DF","Dortmund","deBundesliga","18","1998","1","7","7","0.2","0.1","0","","0","1","","1","3.00","0","0","0","0.00","-0.50","0.1","0.1","0.0","+0.45","-0.26",
"Lorenzo Bruzzi","itITA","GK","Bologna","itSerie A","17","2000","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Marcel Büchel","liLIE","MF","Hellas Verona","itSerie A","26","1991","23","1,696","74","49.6","18.8","20","","13","3","","6","0.78","17","35","-18","-0.96","+0.61","16.4","36.3","-19.9","-1.05","-0.15",
"Ante Budimir","hrCRO","FW","Crotone","itSerie A","26","1991","22","1,588","72","46.4","17.6","17","","11","5","","2","0.73","11","31","-20","-1.13","-0.84","14.6","26.3","-11.7","-0.66","-0.06",
"Alberto Bueno","esESP","MF,FW","Málaga","esLa Liga","29","1988","11","226","21","6.6","2.5","1","59","0","10","17","9","0.27","1","4","-3","-1.19","-0.24","3.7","4.1","-0.5","-0.19","+0.39",
"Gianluigi Buffon","itITA","GK","Juventus","itSerie A","39","1978","21","1,862","89","54.4","20.7","21","","20","0","","11","2.52","55","14","+41","+1.98","+0.77","30.4","16.5","+13.9","+0.67","-0.14",
"Onur Bulut","trTUR","FW","Freiburg","deBundesliga","23","1994","1","39","39","1.3","0.4","0","","0","1","","0","0.00","0","3","-3","-6.92","-6.30","0.1","1.0","-0.9","-2.01","-1.84",
"Niko Bungert","deGER","DF","Mainz 05","deBundesliga","30","1986","0","","","","","0","","0","0","","4","","","","","","","","","","","",
"Alessandro Buongiorno","itITA","DF","Torino","itSerie A","18","1999","1","9","9","0.3","0.1","0","","0","1","","2","3.00","0","0","0","0.00","-0.21","0.0","0.0","0.0","-0.46","-0.44",
"Nicolás Burdisso","arARG","DF","Torino","itSerie A","36","1981","24","2,069","86","60.5","23.0","23","","22","1","","11","1.46","31","21","+10","+0.43","+0.57","28.4","27.0","+1.5","+0.06","+0.23",
"Guido Burgstaller","atAUT","FW","Schalke 04","deBundesliga","28","1989","32","2,324","73","75.9","25.8","24","","14","8","","0","1.78","41","33","+8","+0.31","-0.67","35.3","33.5","+1.8","+0.07","-0.52",
"Burgui","esESP","MF,FW","Alavés","esLa Liga","23","1993","23","1,034","45","30.2","11.5","12","65","1","11","24","4","0.83","15","12","+3","+0.26","+0.75","15.0","16.5","-1.4","-0.13","+0.48",
"Oliver Burke","sctSCO","FW,MF","West Brom","engPremier League","20","1997","15","367","24","10.7","4.1","2","","0","13","","10","0.20","6","12","-6","-1.47","-0.91","4.8","5.6","-0.8","-0.20","+0.11",
"Reece Burke","engENG","DF","West Ham","engPremier League","20","1996","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Roman Bürki","chSUI","GK","Dortmund","deBundesliga","26","1990","33","2,969","90","97.0","33.0","33","","32","0","","0","1.64","60","43","+17","+0.52","+0.52","63.6","41.1","+22.5","+0.68","-0.62",
"Patrick Burner","mqMTQ","DF","Nice","frLigue 1","21","1996","13","897","69","26.2","10.0","10","88","9","3","5","18","1.69","11","11","0","0.00","-0.04","10.4","12.9","-2.5","-0.25","-0.33",
"Dženis Burnić","baBIH","MF","Stuttgart","deBundesliga","19","1998","6","305","51","10.0","3.4","3","","1","3","","11","0.50","4","3","+1","+0.30","+0.33","4.2","4.0","+0.2","+0.06","+0.17",
"Oriol Busquets","esESP","MF","Barcelona","esLa Liga","18","1999","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Sergio Busquets","esESP","MF","Barcelona","esLa Liga","29","1988","31","2,593","84","75.8","28.8","30","86","22","1","24","2","2.45","72","23","+49","+1.70","-0.58","60.2","31.2","+29.1","+1.01","-0.35",
"Gaëtan Bussmann","frFRA","DF","Mainz 05","deBundesliga","26","1991","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Unai Bustinza","esESP","DF","Leganés","esLa Liga","25","1992","20","1,637","82","47.9","18.2","18","90","17","2","11","10","1.15","18","30","-12","-0.66","-0.41","20.0","21.6","-1.6","-0.09","+0.22",
"Matt Butcher","engENG","MF","Bournemouth","engPremier League","20","1997","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Ludovic Butelle","frFRA","GK","Angers","frLigue 1","34","1983","19","1,652","87","48.3","18.4","19","87","18","0","","0","1.21","21","22","-1","-0.05","+0.40","24.8","20.2","+4.6","+0.25","+0.39",
"Karlo Butić","hrCRO","FW","Torino","itSerie A","18","1998","0","","","","","0","","0","0","","4","","","","","","","","","","","",
"Jack Butland","engENG","GK","Stoke City","engPremier League","24","1993","35","3,150","90","92.1","35.0","35","","35","0","","0","0.91","32","61","-29","-0.83","+0.50","33.8","57.7","-23.9","-0.68","+0.02",
"Sam Byram","engENG","DF,MF","West Ham","engPremier League","23","1993","5","248","50","7.3","2.8","2","","1","3","","7","1.00","4","7","-3","-1.09","-0.61","2.4","4.1","-1.7","-0.62","-0.15",
"Jakub Błaszczykowski","plPOL","FW,MF","Wolfsburg","deBundesliga","31","1985","9","520","58","17.0","5.8","6","","2","3","","2","1.00","8","10","-2","-0.35","+0.01","6.1","10.5","-4.4","-0.76","-0.29",
"Erick Cabaco","uyURU","DF","Levante","esLa Liga","22","1995","14","1,040","74","30.4","11.6","12","86","10","2","7","6","1.43","11","17","-6","-0.52","-0.22","11.8","19.0","-7.2","-0.62","-0.18",
"Willy Caballero","arARG","GK","Chelsea","engPremier League","35","1981","3","270","90","7.9","3.0","3","","3","0","","35","1.33","6","4","+2","+0.67","+0.04","4.2","2.9","+1.3","+0.43","-0.12",
"Yohan Cabaye","frFRA","MF","Crystal Palace","engPremier League","31","1986","31","2,376","77","69.5","26.4","28","","13","3","","2","1.29","32","36","-4","-0.15","+0.37","39.2","30.3","+8.8","+0.33","+0.64",
"Rémy Cabella","frFRA","FW,MF","Marseille","frLigue 1","27","1990","3","64","21","1.9","0.7","0","","0","3","21","1","1.33","2","2","0","0.00","-0.88","2.9","2.3","+0.7","+0.97","+0.01",
"Rémy Cabella","frFRA","MF,FW","Saint-Étienne","frLigue 1","27","1990","26","2,259","87","66.1","25.1","25","89","22","1","22","0","1.54","31","28","+3","+0.12","+0.58","34.3","38.4","-4.1","-0.16","-0.23",
"Gustavo Cabral","arARG","DF","Celta Vigo","esLa Liga","31","1985","26","1,891","73","55.3","21.0","20","87","15","6","27","11","1.27","32","30","+2","+0.10","+0.27","28.8","36.0","-7.1","-0.34","-0.74",
"Rafael Cabral","brBRA","GK","Napoli","itSerie A","27","1990","0","","","","","0","","0","0","","38","","","","","","","","","","","",
"Nicolò Cabras","itITA","GK","Cagliari","itSerie A","16","2001","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Leandro Cabrera","uyURU","DF","Crotone","itSerie A","26","1991","5","365","73","10.7","4.1","4","","3","1","","14","0.20","1","10","-9","-2.22","-1.72","2.3","5.4","-3.1","-0.77","-0.15",
"Leandro Cabrera","uyURU","DF","Getafe","esLa Liga","26","1991","9","720","80","21.1","8.0","8","90","7","1","3","5","1.78","9","6","+3","+0.37","+0.17","8.4","5.9","+2.5","+0.31","+0.11",
"Fabrizio Cacciatore","itITA","DF","Chievo","itSerie A","30","1986","33","2,871","87","83.9","31.9","32","","30","1","","1","1.03","31","51","-20","-0.63","-0.14","30.3","44.7","-14.4","-0.45","+0.65",
"Martín Cáceres","uyURU","DF","Hellas Verona","itSerie A","30","1987","14","1,165","83","34.1","12.9","14","","11","0","","3","0.86","15","27","-12","-0.93","+0.51","13.5","25.2","-11.8","-0.91","+0.11",
"Martín Cáceres","uyURU","DF","Lazio","itSerie A","30","1987","6","441","74","12.9","4.9","4","","4","2","","11","1.83","12","7","+5","+1.02","-0.04","8.2","6.4","+1.8","+0.36","-0.19",
"Anthony Caci","frFRA","DF,MF","Strasbourg","frLigue 1","20","1997","0","","","","","0","","0","0","","6","","","","","","","","","","","",
"Cafú","ptPOR","MF","Metz","frLigue 1","24","1993","10","680","68","19.9","7.6","8","79","5","2","26","3","0.40","2","12","-10","-1.32","-0.27","7.6","14.5","-6.9","-0.91","-0.12",
"Jonathan Cafu","brBRA","FW,MF","Bordeaux","frLigue 1","26","1991","19","633","33","18.5","7.0","5","69","1","14","21","1","1.16","14","10","+4","+0.57","+0.54","11.4","8.6","+2.8","+0.40","+0.24",
"Gary Cahill","engENG","DF","Chelsea","engPremier League","31","1985","27","2,086","77","61.0","23.2","24","","22","3","","7","1.85","35","24","+11","+0.47","-0.40","33.5","22.5","+11.0","+0.47","-0.17",
"Yannick Cahuzac","frFRA","MF","Toulouse","frLigue 1","32","1985","20","1,518","76","44.4","16.9","18","80","13","2","40","12","1.20","14","21","-7","-0.42","+0.01","19.2","22.6","-3.4","-0.20","-0.05",
"Aldo Caiazza","itITA","DF","Udinese","itSerie A","18","1999","0","","","","","0","","0","0","","3","","","","","","","","","","","",
"Felipe Caicedo","ecECU","FW,MF","Lazio","itSerie A","28","1988","22","717","33","21.0","8.0","4","","3","18","","12","1.91","20","15","+5","+0.63","-0.54","16.4","11.2","+5.2","+0.66","+0.17",
"Marc-Aurèle Caillard","frFRA","GK","Guingamp","frLigue 1","23","1994","0","","","","","0","","0","0","","32","","","","","","","","","","","",
"Caiuby","brBRA","FW","Augsburg","deBundesliga","29","1988","33","2,855","87","93.3","31.7","32","","28","1","","0","1.24","42","44","-2","-0.06","+0.38","43.2","38.3","+5.0","+0.16","+0.89",
"Cala","esESP","DF","Getafe","esLa Liga","27","1989","20","1,800","90","52.6","20.0","20","90","20","0","","2","1.25","25","21","+4","+0.20","-0.08","26.6","23.2","+3.3","+0.17","-0.12",
"Davide Calabria","itITA","DF","Milan","itSerie A","20","1996","21","1,564","74","45.7","17.4","18","","15","3","","11","1.95","26","18","+8","+0.46","+0.17","24.9","16.8","+8.1","+0.47","+0.17",
"Mattia Caldara","itITA","DF","Atalanta","itSerie A","23","1994","24","2,160","90","63.2","24.0","24","","24","0","","8","1.75","39","24","+15","+0.62","+0.41","38.7","24.4","+14.3","+0.59","-0.35",
"Carlos Calderón","esESP","MF","Getafe","esLa Liga","22","1995","1","4","4","0.1","0.0","0","","0","1","4","1","1.00","0","0","0","0.00","-0.24","0.0","0.1","-0.1","-1.75","-1.98",
"Luca Caldirola","itITA","DF","Werder Bremen","deBundesliga","26","1991","1","90","90","2.9","1.0","1","","1","0","","15","1.00","1","1","0","0.00","+0.09","0.9","1.0","0.0","-0.05","+0.14",
"Hakan Çalhanoğlu","trTUR","FW,MF","Milan","itSerie A","23","1994","31","2,172","70","63.5","24.1","25","","15","6","","2","1.90","43","20","+23","+0.95","+1.60","36.2","19.9","+16.3","+0.68","+0.82",
"Fabrizio Caligara","itITA","MF","Cagliari","itSerie A","17","2000","1","18","18","0.5","0.2","0","","0","1","","12","1.50","1","1","0","0.00","+0.74","0.0","0.3","-0.3","-1.43","-0.92",
"Fabrizio Caligara","itITA","MF","Juventus","itSerie A","17","2000","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Daniel Caligiuri","itITA","DF,MF","Schalke 04","deBundesliga","29","1988","33","2,917","88","95.3","32.4","32","","31","1","","0","1.88","51","35","+16","+0.49","+0.49","45.0","38.8","+6.2","+0.19","-0.06",
"Lorenzo Callegari","frFRA","MF","Paris S-G","frLigue 1","19","1998","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"José Callejón","esESP","FW","Napoli","itSerie A","30","1987","38","3,238","85","94.7","36.0","38","","22","0","","0","2.39","73","26","+47","+1.31","+0.81","63.8","23.6","+40.2","+1.12","+1.19",
"Jonathan Calleri","arARG","FW","Las Palmas","esLa Liga","23","1993","37","3,109","84","90.9","34.5","34","89","29","3","33","0","0.59","21","67","-46","-1.33","-0.17","35.4","63.3","-27.9","-0.81","+0.39",
"Jan-Ingwer Callsen-Bracker","deGER","DF","Augsburg","deBundesliga","32","1984","0","","","","","0","","0","0","","5","","","","","","","","","","","",
"Simone Calvano","itITA","MF","Hellas Verona","itSerie A","24","1993","15","644","43","18.8","7.2","7","","2","8","","6","0.67","3","20","-17","-2.38","-1.37","3.6","16.2","-12.5","-1.75","-0.95",
"Dominic Calvert-Lewin","engENG","FW","Everton","engPremier League","20","1997","32","1,882","59","55.0","20.9","18","","13","14","","1","1.25","26","29","-3","-0.14","+0.50","23.9","29.0","-5.1","-0.24","+0.15",
"Ignacio Camacho","esESP","MF,DF","Wolfsburg","deBundesliga","27","1990","11","951","86","31.1","10.6","11","","9","0","","0","1.18","10","12","-2","-0.19","+0.24","9.7","13.8","-4.0","-0.38","+0.21",
"Rafael Camacho","ptPOR","FW,MF","Liverpool","engPremier League","17","2000","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Abdoul Camara","gnGUI","FW,MF","Guingamp","frLigue 1","27","1990","14","888","63","26.0","9.9","12","73","3","2","8","2","1.07","6","19","-13","-1.32","-1.39","8.7","11.5","-2.8","-0.28","-0.25",
"Mahdi Camara","frFRA","MF","Saint-Étienne","frLigue 1","19","1998","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Souleymane Camara","snSEN","FW","Montpellier","frLigue 1","34","1982","24","934","39","27.3","10.4","8","77","2","16","20","11","1.08","11","9","+2","+0.19","+0.16","10.7","10.9","-0.3","-0.03","-0.17",
"Víctor Camarasa","esESP","MF","Betis","esLa Liga","23","1994","24","1,252","52","36.6","13.9","14","70","2","10","27","9","1.38","17","27","-10","-0.72","-1.09","16.3","19.8","-3.5","-0.25","-0.27",
"Geoff Cameron","usUSA","DF,MF","Stoke City","engPremier League","32","1985","20","1,525","76","44.6","16.9","17","","14","3","","8","0.90","15","31","-16","-0.94","-0.14","16.9","28.2","-11.4","-0.67","+0.02",
"José Campaña","esESP","MF","Levante","esLa Liga","24","1993","35","2,734","78","79.9","30.4","33","82","22","2","13","1","1.29","36","46","-10","-0.33","+0.20","33.4","50.7","-17.2","-0.56","-0.35",
"Joel Campbell","crCRC","MF,FW","Betis","esLa Liga","25","1992","8","214","27","6.3","2.4","2","76","1","6","11","6","1.63","8","5","+3","+1.26","+1.37","4.3","2.5","+1.9","+0.79","+0.93",
"Tyrese Campbell","engENG","FW","Stoke City","engPremier League","17","1999","4","79","20","2.3","0.9","0","","0","4","","4","0.50","0","2","-2","-2.28","-1.44","0.9","2.2","-1.3","-1.50","-0.84",
"Michele Camporese","itITA","DF","Benevento","itSerie A","25","1992","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Emre Can","deGER","MF","Liverpool","engPremier League","23","1994","26","2,091","80","61.1","23.2","24","","19","2","","3","2.08","56","29","+27","+1.16","-0.12","46.5","23.7","+22.8","+0.98","-0.13",
"Sergio Canales","esESP","MF,FW","Real Sociedad","esLa Liga","26","1991","36","1,928","54","56.4","21.4","20","78","10","16","22","1","1.33","36","32","+4","+0.19","+0.01","29.5","29.2","+0.3","+0.01","-0.15",
"João Cancelo","ptPOR","DF","Inter","itSerie A","23","1994","26","1,851","71","54.1","20.6","20","","18","6","","6","1.73","33","16","+17","+0.83","-0.26","30.5","18.2","+12.4","+0.60","+0.19",
"João Cancelo","ptPOR","MF","Valencia","esLa Liga","23","1994","1","90","90","2.6","1.0","1","90","1","0","","0","3.00","1","0","+1","+1.00","+0.30","1.4","0.2","+1.2","+1.20","+1.02",
"Thomas Candeloro","chSUI","GK","Benevento","itSerie A","17","2000","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Antonio Candreva","itITA","FW","Inter","itSerie A","30","1987","36","2,537","70","74.2","28.2","33","","9","3","","2","1.89","49","26","+23","+0.82","-0.51","39.3","29.7","+9.6","+0.34","-0.68",
"Paolo Cannavaro","itITA","DF","Sassuolo","itSerie A","36","1981","19","1,443","76","42.2","16.0","16","","16","3","","0","1.11","9","28","-19","-1.19","-0.68","20.3","23.9","-3.6","-0.22","-0.27",
"Ander Cantero","esESP","GK","Villarreal","esLa Liga","22","1995","0","","","","","0","","0","0","","10","","","","","","","","","","","",
"Ander Capa","esESP","DF","Eibar","esLa Liga","25","1992","33","2,249","68","65.8","25.0","25","85","20","8","15","3","1.36","28","36","-8","-0.32","-0.47","27.1","29.6","-2.5","-0.10","-0.02",
"Pierrick Capelle","frFRA","MF","Angers","frLigue 1","30","1987","28","1,884","67","55.1","20.9","23","77","7","5","24","0","1.18","24","27","-3","-0.14","+0.27","27.7","22.6","+5.0","+0.24","+0.43",
"Leonardo Capezzi","itITA","MF","Sampdoria","itSerie A","22","1995","6","214","36","6.3","2.4","2","","1","4","","30","2.00","4","5","-1","-0.42","-0.34","3.3","3.7","-0.4","-0.16","+0.01",
"Étienne Capoue","frFRA","MF","Watford","engPremier League","29","1988","23","1,542","67","45.1","17.1","18","","13","5","","13","1.13","15","29","-14","-0.82","-0.53","18.5","23.3","-4.8","-0.28","-0.18",
"Elio Capradossi","ugUGA","DF","Roma","itSerie A","21","1996","2","83","42","2.4","0.9","1","","0","1","","14","3.00","1","0","+1","+1.08","+0.22","1.2","0.5","+0.6","+0.68","-0.01",
"Gianluca Caprari","itITA","FW,MF","Sampdoria","itSerie A","24","1993","34","1,809","53","52.9","20.1","19","","5","15","","3","1.38","25","28","-3","-0.15","-0.09","28.8","30.4","-1.5","-0.08","+0.22",
"Marco Capuano","itITA","DF","Crotone","itSerie A","25","1991","16","1,407","88","41.1","15.6","16","","15","0","","0","1.25","26","22","+4","+0.26","+1.60","17.6","19.7","-2.1","-0.13","+0.85",
"Marco Capuano","itITA","DF","Cagliari","itSerie A","25","1991","9","690","77","20.2","7.7","7","","7","2","","10","1.11","6","12","-6","-0.78","-0.06","7.7","12.9","-5.1","-0.67","-0.20",
"Antonio Caracciolo","itITA","DF","Hellas Verona","itSerie A","27","1990","33","2,857","87","83.5","31.7","32","","31","1","","4","0.73","27","64","-37","-1.17","+0.59","28.4","58.1","-29.8","-0.94","+0.24",
"Yoan Cardinale","frFRA","GK","Nice","frLigue 1","23","1994","10","900","90","26.3","10.0","10","90","10","0","","26","1.00","13","16","-3","-0.30","-0.44","15.5","11.5","+4.0","+0.40","+0.55",
"Diego Carlos","brBRA","DF","Nantes","frLigue 1","24","1993","28","2,291","82","67.0","25.5","27","85","23","1","7","0","1.21","23","31","-8","-0.31","-0.55","27.9","26.5","+1.5","+0.06","-0.12",
"José Carlos","esESP","MF","Málaga","esLa Liga","18","1998","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Lionel Carole","frFRA","DF","Sevilla","esLa Liga","26","1991","6","540","90","15.8","6.0","6","90","6","0","","4","1.00","4","11","-7","-1.17","-1.10","7.0","10.1","-3.1","-0.52","-0.78",
"Yannick Carrasco","beBEL","MF,FW","Atlético Madrid","esLa Liga","23","1993","17","901","53","26.3","10.0","8","75","3","9","33","4","2.29","21","5","+16","+1.60","+0.88","14.9","9.4","+5.5","+0.55","+0.23",
"Michael Carrick","engENG","MF","Manchester Utd","engPremier League","36","1981","2","109","55","3.2","1.2","1","","0","1","","7","1.50","1","0","+1","+0.83","-0.23","1.3","0.7","+0.6","+0.53","+0.14",
"Daniel Carriço","ptPOR","DF","Sevilla","esLa Liga","28","1988","6","460","77","13.5","5.1","5","90","5","1","10","4","1.67","5","8","-3","-0.59","-0.40","8.7","8.3","+0.4","+0.08","-0.06",
"André Carrillo","pePER","FW,MF","Watford","engPremier League","26","1991","28","1,540","55","45.0","17.1","16","","8","12","","3","1.14","20","31","-11","-0.64","-0.21","20.8","26.4","-5.7","-0.33","-0.28",
"Guido Carrillo","arARG","FW","Southampton","engPremier League","26","1991","7","450","64","13.2","5.0","5","","2","2","","1","0.86","5","8","-3","-0.60","-0.12","4.5","6.0","-1.5","-0.30","-0.18",
"Guido Carrillo","arARG","FW","Monaco","frLigue 1","26","1991","15","424","28","12.4","4.7","2","75","1","13","21","3","2.27","14","6","+8","+1.70","+0.74","9.7","5.1","+4.5","+0.96","+0.68",
"Thomas Carrique","frFRA","DF","Bordeaux","frLigue 1","18","1999","1","90","90","2.6","1.0","1","90","1","0","","4","0.00","0","3","-3","-3.00","-3.22","0.8","1.9","-1.2","-1.18","-1.41",
"Andy Carroll","engENG","FW","West Ham","engPremier League","28","1989","16","750","47","21.9","8.3","7","","3","9","","5","1.19","14","12","+2","+0.24","+0.98","11.2","9.9","+1.4","+0.16","+0.83",
"Tom Carroll","engENG","MF","Swansea City","engPremier League","25","1992","37","2,570","69","75.1","28.6","28","","20","9","","1","0.89","18","39","-21","-0.74","+0.01","24.4","44.3","-20.0","-0.70","+0.05",
"Federico Cartabia","arARG","FW,MF","La Coruña","esLa Liga","24","1993","20","1,324","66","38.7","14.7","16","79","3","4","17","1","0.65","17","24","-7","-0.48","+0.86","19.9","19.8","+0.1","+0.01","+0.32",
"Cameron Carter-Vickers","usUSA","DF","Tottenham","engPremier League","19","1997","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Dani Carvajal","esESP","DF","Real Madrid","esLa Liga","25","1992","25","2,222","89","65.0","24.7","25","89","24","0","","1","2.00","61","30","+31","+1.26","-0.17","57.4","27.8","+29.7","+1.20","+0.26",
"Eduardo Carvalho","ptPOR","GK","Chelsea","engPremier League","34","1982","0","","","","","0","","0","0","","3","","","","","","","","","","","",
"Casemiro","brBRA","MF","Real Madrid","esLa Liga","25","1992","30","2,595","87","75.9","28.8","30","87","24","0","","5","2.03","70","33","+37","+1.28","-0.13","60.5","33.4","+27.0","+0.94","-0.72",
"Kiko Casilla","esESP","GK","Real Madrid","esLa Liga","30","1986","10","900","90","26.3","10.0","10","90","10","0","","28","2.00","20","11","+9","+0.90","-0.56","20.7","11.3","+9.4","+0.94","-0.23",
"Francesco Cassata","itITA","MF","Sassuolo","itSerie A","20","1997","10","458","46","13.4","5.1","5","","3","5","","25","1.40","7","10","-3","-0.59","+0.23","4.3","8.0","-3.6","-0.72","-0.75",
"Timothy Castagne","beBEL","DF","Atalanta","itSerie A","21","1995","20","1,500","75","43.9","16.7","17","","12","3","","17","1.80","24","14","+10","+0.60","+0.23","28.4","14.5","+13.9","+0.84","+0.20",
"Leandro Castán","brBRA","DF","Cagliari","itSerie A","30","1986","14","1,141","82","33.4","12.7","13","","11","1","","2","0.93","8","25","-17","-1.34","-0.91","10.2","19.2","-9.0","-0.71","-0.30",
"Leandro Castán","brBRA","DF","Roma","itSerie A","30","1986","0","","","","","0","","0","0","","15","","","","","","","","","","","",
"Koen Casteels","beBEL","GK","Wolfsburg","deBundesliga","25","1992","34","3,060","90","100.0","34.0","34","","34","0","","0","0.97","36","48","-12","-0.35","","34.2","52.0","-17.8","-0.52","",
"Dani Castellano","esESP","DF","Las Palmas","esLa Liga","29","1987","24","2,025","84","59.2","22.5","23","88","20","1","5","5","0.79","19","40","-21","-0.93","+0.94","27.0","38.0","-11.0","-0.49","+0.87",
"Javi Castellano","esESP","MF","Las Palmas","esLa Liga","29","1987","23","1,566","68","45.8","17.4","17","85","12","6","21","9","0.65","10","34","-24","-1.38","-0.12","18.7","33.4","-14.6","-0.84","+0.01",
"Samu Castillejo","esESP","MF,FW","Villarreal","esLa Liga","22","1995","30","2,074","69","60.6","23.0","25","78","10","5","22","1","1.87","43","27","+16","+0.69","+1.30","36.4","31.8","+4.7","+0.20","+0.52",
"Aritz Castro","esESP","GK","Alavés","esLa Liga","19","1998","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Chory Castro","uyURU","MF,FW","Málaga","esLa Liga","32","1984","26","2,061","79","60.3","22.9","26","79","10","0","","2","0.73","18","29","-11","-0.48","+1.24","21.9","30.0","-8.1","-0.35","+0.50",
"Gonzalo Castro","deGER","MF","Dortmund","deBundesliga","30","1987","19","1,206","63","39.4","13.4","16","","9","3","","9","1.74","27","17","+10","+0.75","+0.41","25.0","17.2","+7.9","+0.59","-0.19",
"Jonny Castro","esESP","DF","Celta Vigo","esLa Liga","23","1994","36","3,202","89","93.6","35.6","36","89","34","0","","0","1.31","55","56","-1","-0.03","-0.03","51.2","49.2","+2.0","+0.06","+1.02",
"Lucas Castro","arARG","MF","Chievo","itSerie A","28","1989","25","1,985","79","58.0","22.1","23","","16","2","","3","1.24","26","34","-8","-0.36","+0.58","21.5","28.0","-6.6","-0.30","+0.62",
"Joel Castro Pereira","ptPOR","GK","Manchester Utd","engPremier League","21","1996","0","","","","","0","","0","0","","9","","","","","","","","","","","",
"Rubén Castro","esESP","FW","Betis","esLa Liga","36","1981","10","359","36","10.5","4.0","3","72","1","7","21","7","1.30","8","8","0","0.00","+0.03","7.2","5.0","+2.1","+0.53","+0.68",
"Danilo Cataldi","itITA","MF","Benevento","itSerie A","22","1994","29","2,282","79","66.7","25.4","25","","20","4","","4","0.31","15","57","-42","-1.66","-0.94","21.4","50.0","-28.6","-1.13","-0.64",
"Craig Cathcart","nirNIR","DF","Watford","engPremier League","28","1989","7","523","75","15.3","5.8","5","","5","2","","2","0.86","2","6","-4","-0.69","-0.19","5.3","4.3","+1.0","+0.18","+0.42",
"Romain Caumet","frFRA","MF","Montpellier","frLigue 1","18","1999","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Diego Cavalieri","brBRA","GK","Crystal Palace","engPremier League","34","1982","0","","","","","0","","0","0","","6","","","","","","","","","","","",
"Edinson Cavani","uyURU","FW","Paris S-G","frLigue 1","30","1987","32","2,581","81","75.5","28.7","30","85","20","2","20","0","2.50","93","21","+72","+2.51","+1.76","66.4","24.0","+42.5","+1.48","+0.49",
"Marijan Ćavar","baBIH","MF","Eint Frankfurt","deBundesliga","19","1998","1","32","32","1.0","0.4","0","","0","1","","1","0.00","1","3","-2","-5.63","-5.68","0.9","1.3","-0.4","-1.02","-1.04",
"Dani Ceballos","esESP","MF","Real Madrid","esLa Liga","20","1996","12","401","33","11.7","4.5","4","75","1","8","13","11","2.50","7","6","+1","+0.22","-1.24","8.3","6.2","+2.2","+0.48","-0.71",
"Federico Ceccherini","itITA","DF","Crotone","itSerie A","25","1992","37","3,229","87","94.4","35.9","37","","34","0","","0","0.92","39","62","-23","-0.64","+0.77","33.3","56.3","-23.0","-0.64","-0.18",
"Emanuel Cecchini","arARG","MF,DF","Málaga","esLa Liga","20","1996","2","30","15","0.9","0.3","0","","0","2","15","2","0.00","0","1","-1","-3.00","-2.04","0.3","0.8","-0.5","-1.62","-1.08",
"Petr Čech","czCZE","GK","Arsenal","engPremier League","35","1982","34","3,039","89","88.9","33.8","34","","33","0","","1","1.59","64","48","+16","+0.47","-1.18","60.3","43.1","+17.3","+0.51","-0.25",
