Name, Nation, Position, Club, League, Age, YearBorn,MP,Mins,Mn/MP,Min%, 90s,Starts,Mn/Start,CompleteMatches,Subs,Mn/Sub, unusedSub, PointsPerMatch, GoalsScoredOnPitch,GoalsAllowedOnPitch,Scored-Allowed, Scored-Allowed90,gOnOffPlusMinus90,XgGoalsScoredOnPitch,XgGoalsAllowedOnPitch,XgScored-Allowed, XgScored-Allowed90, XgOnOffPlusMinus90
"Marwin Hitz","chSUI","GK","Dortmund","deBundesliga","31","1987","4","290","73","9.5","3.2","3","90","3","1","20","27","2.50","8","1","+7","+2.17","+1.00","6.1","5.3","+0.8","+0.26","-0.36",
"Ki-Jana Hoever","nlNED","DF,MF","Liverpool","engPremier League","17","2002","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"André Hoffmann","deGER","DF","Düsseldorf","deBundesliga","26","1993","29","2,428","84","79.3","27.0","27","87","23","2","43","3","1.00","30","51","-21","-0.78","+0.65","27.5","45.8","-18.3","-0.68","+0.26",
"Nicolas Höfler","deGER","MF","Freiburg","deBundesliga","29","1990","32","2,783","87","90.9","30.9","31","89","28","1","35","0","1.38","43","42","+1","+0.03","+0.03","42.4","58.7","-16.3","-0.53","-0.01",
"Jonas Hofmann","deGER","MF,FW","Gladbach","deBundesliga","27","1992","24","1,633","68","53.4","18.1","18","85","12","6","18","3","2.00","36","24","+12","+0.66","-0.22","38.3","24.6","+13.7","+0.76","-0.02",
"Jonas Hofmann","deGER","MF","Schalke 04","deBundesliga","22","1997","1","2","2","0.1","0.0","0","","0","1","2","3","1.00","0","0","0","0.00","+0.59","0.1","0.0","+0.1","+3.24","+3.65",
"Marco Höger","deGER","MF","Köln","deBundesliga","29","1989","15","676","45","22.1","7.5","6","68","1","9","30","16","0.60","6","24","-18","-2.40","-2.40","6.7","16.7","-10.0","-1.33","-1.54",
"Rob Holding","engENG","DF","Arsenal","engPremier League","23","1995","8","581","73","17.0","6.5","6","88","5","2","28","10","1.63","11","9","+2","+0.31","+0.12","8.0","10.2","-2.3","-0.35","-0.16",
"José Holebas","grGRE","DF","Watford","engPremier League","35","1984","14","1,025","73","30.0","11.4","11","89","9","3","17","7","0.71","8","28","-20","-1.76","-1.46","12.5","20.5","-8.1","-0.71","-0.66",
"Lucas Höler","deGER","FW,MF","Freiburg","deBundesliga","25","1994","34","2,485","73","81.2","27.6","28","83","12","6","25","0","1.41","39","41","-2","-0.07","-0.54","38.4","55.2","-16.8","-0.61","-0.45",
"Mason Holgate","jmJAM","DF","Everton","engPremier League","22","1996","27","2,054","76","60.1","22.8","24","85","22","3","8","7","1.52","30","34","-4","-0.18","+0.35","32.5","27.9","+4.7","+0.20","+0.35",
"Nathan Holland","engENG","MF","West Ham","engPremier League","21","1998","2","33","17","1.0","0.4","0","","0","2","17","0","0.00","0","1","-1","-2.73","-2.41","0.1","0.4","-0.3","-0.80","-0.41",
"Gerrit Holtmann","phPHI","MF,DF","Paderborn 07","deBundesliga","24","1995","24","1,065","44","34.8","11.8","13","61","2","11","24","7","0.63","11","22","-11","-0.93","+0.24","14.2","23.6","-9.3","-0.79","+0.05",
"Josué Homawoo","tgTOG","DF","Nantes","frLigue 1","21","1997","1","45","45","1.8","0.5","0","","0","1","45","4","1.00","1","1","0","0.00","+0.11","0.2","0.7","-0.5","-0.98","-0.95",
"Franck Honorat","frFRA","FW,DF","Saint-Étienne","frLigue 1","22","1996","12","849","71","33.7","9.4","9","83","6","3","35","2","0.92","14","15","-1","-0.11","+0.70","12.0","10.9","+1.1","+0.12","+0.58",
"Luca Horn","deGER","DF","Wolfsburg","deBundesliga","20","1998","1","6","6","0.2","0.1","0","","0","1","6","5","0.00","0","0","0","0.00","-0.06","0.0","0.0","0.0","0.00","-0.29",
"Timo Horn","deGER","GK","Köln","deBundesliga","26","1993","34","3,060","90","100.0","34.0","34","90","34","0","","0","1.06","51","69","-18","-0.53","","48.9","53.3","-4.4","-0.13","",
"Krisztofer Horváth","huHUN","FW,DF","SPAL","itSerie A","17","2002","3","44","15","1.3","0.5","0","","0","3","15","0","0.33","0","2","-2","-4.09","-2.81","0.3","1.4","-1.1","-2.23","-1.52",
"Conor Hourihane","ieIRL","MF","Aston Villa","engPremier League","28","1991","27","1,534","57","44.9","17.0","18","75","4","9","20","10","1.04","20","29","-9","-0.53","+0.28","21.4","26.3","-4.9","-0.29","+0.60",
"Lukáš Hrádecký","fiFIN","GK","Leverkusen","deBundesliga","29","1989","34","3,060","90","100.0","34.0","34","90","34","0","","0","1.85","61","44","+17","+0.50","","59.1","51.2","+7.8","+0.23","",
"José Hualde","esESP","MF","Osasuna","esLa Liga","21","1998","0","","","","","0","","0","0","","6","","","","","","","","","","","",
"Benjamin Hübner","deGER","DF","Hoffenheim","deBundesliga","30","1989","25","2,070","83","67.6","23.0","25","83","20","0","","2","1.76","42","32","+10","+0.43","+1.34","40.2","38.5","+1.7","+0.07","+0.54",
"Florian Hübner","deGER","DF","Union Berlin","deBundesliga","28","1991","11","850","77","27.8","9.4","9","85","8","2","43","8","1.27","9","14","-5","-0.53","-0.04","14.2","13.3","+1.0","+0.10","+0.66",
"Callum Hudson-Odoi","engENG","FW,MF","Chelsea","engPremier League","18","2000","22","863","39","25.2","9.6","7","85","4","15","18","3","1.77","17","14","+3","+0.31","-0.11","18.1","10.4","+7.7","+0.80","-0.01",
"Will Hughes","engENG","MF","Watford","engPremier League","24","1995","30","2,252","75","65.8","25.0","27","79","13","3","37","3","0.83","23","46","-23","-0.92","-0.53","29.7","39.7","-10.0","-0.40","-0.45",
"Mats Hummels","deGER","DF","Dortmund","deBundesliga","30","1988","31","2,581","83","84.3","28.7","31","83","26","0","","0","2.00","74","36","+38","+1.33","+0.39","51.4","36.2","+15.2","+0.53","-0.39",
"Uwe Hünemeier","deGER","DF","Paderborn 07","deBundesliga","33","1986","16","1,209","76","39.5","13.4","13","88","12","3","22","12","0.69","14","30","-16","-1.19","-0.17","14.6","27.6","-13.0","-0.97","-0.23",
"Adrien Hunou","frFRA","FW,MF","Rennes","frLigue 1","25","1994","23","1,210","53","48.0","13.4","13","80","4","10","17","1","1.74","21","12","+9","+0.67","+0.33","21.5","14.0","+7.6","+0.56","+0.61",
"Jonas Hupe","deGER","GK","Dortmund","deBundesliga","19","1999","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Jannik Huth","deGER","GK","Paderborn 07","deBundesliga","25","1994","6","540","90","17.6","6.0","6","90","6","0","","28","0.17","8","17","-9","-1.50","-0.50","7.3","12.4","-5.1","-0.85","-0.02",
"Elseid Hysaj","alALB","DF","Napoli","itSerie A","25","1994","20","1,481","74","43.3","16.5","17","83","11","3","22","14","2.00","24","17","+7","+0.43","+0.24","21.3","15.7","+5.6","+0.34","-0.18",
"Suk Hyun-jun","krKOR","FW,MF","Reims","frLigue 1","28","1991","13","262","20","10.4","2.9","1","71","0","12","16","5","1.31","3","2","+1","+0.34","+0.18","2.9","3.6","-0.7","-0.24","-0.35",
"Pierre Højbjerg","dkDEN","MF","Southampton","engPremier League","23","1995","33","2,752","83","80.5","30.6","30","90","29","3","18","1","1.27","39","51","-12","-0.39","-0.80","45.5","42.4","+3.2","+0.10","+0.09",
"Simone Iacoponi","itITA","DF","Parma","itSerie A","32","1987","36","3,053","85","89.3","33.9","34","89","32","2","12","1","1.28","48","50","-2","-0.06","-0.30","41.6","56.9","-15.4","-0.45","-0.33",
"Iago","brBRA","DF,MF","Augsburg","deBundesliga","22","1997","10","674","67","22.0","7.5","7","90","7","3","15","8","0.80","9","15","-6","-0.80","-0.35","7.4","15.5","-8.1","-1.09","-0.88",
"Robert Ibáñez","esESP","MF,FW","Osasuna","esLa Liga","26","1993","14","537","38","15.7","6.0","5","72","0","9","20","5","1.14","7","9","-2","-0.34","-0.15","7.3","7.2","+0.1","+0.01","+0.01",
"Roger Ibanez","brBRA","DF","Atalanta","itSerie A","20","1998","0","","","","","0","","0","0","","17","","","","","","","","","","","",
"Roger Ibanez","brBRA","DF","Roma","itSerie A","20","1998","9","614","68","18.0","6.8","7","82","4","2","19","5","2.11","15","8","+7","+1.03","+0.42","14.5","9.1","+5.4","+0.79","+0.20",
"Jordon Ibe","engENG","DF","Bournemouth","engPremier League","23","1995","2","50","25","1.5","0.6","0","","0","2","25","6","0.00","0","1","-1","-1.80","-1.16","0.7","1.2","-0.5","-0.89","-0.44",
"Vedad Ibišević","baBIH","FW","Hertha BSC","deBundesliga","34","1984","25","1,257","50","41.1","14.0","15","74","3","10","15","9","1.28","25","22","+3","+0.21","+0.91","18.8","23.1","-4.3","-0.31","+0.05",
"Vicente Iborra","esESP","MF","Villarreal","esLa Liga","31","1988","34","2,648","78","77.4","29.4","33","79","18","1","28","0","1.59","48","39","+9","+0.31","-0.28","49.4","34.1","+15.3","+0.52","+0.28",
"Didier Ibrahim Ndong","gaGAB","MF","Dijon","frLigue 1","25","1994","27","2,386","88","94.7","26.5","27","88","24","0","","0","1.07","25","35","-10","-0.38","-0.38","28.8","37.1","-8.3","-0.31","-0.57",
"Zlatan Ibrahimović","seSWE","FW","Milan","itSerie A","37","1981","18","1,362","76","39.8","15.1","16","81","11","2","31","0","2.11","34","17","+17","+1.12","+1.12","28.4","19.9","+8.6","+0.57","+0.17",
"Mauro Icardi","arARG","FW","Paris S-G","frLigue 1","26","1993","20","1,267","63","52.1","14.1","14","83","7","6","17","1","2.65","47","16","+31","+2.20","+0.65","42.8","13.3","+29.4","+2.09","+0.41",
"Salvador Ichazo","uyURU","GK","Genoa","itSerie A","27","1992","0","","","","","0","","0","0","","13","","","","","","","","","","","",
"Adam Idah","ieIRL","FW,MF","Norwich City","engPremier League","18","2001","12","228","19","6.7","2.5","1","64","0","11","15","5","0.08","0","9","-9","-3.55","-2.42","1.6","5.9","-4.3","-1.68","-0.97",
"Hubert Idasiak","plPOL","GK","Napoli","itSerie A","17","2002","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Odion Ighalo","ngNGA","FW","Manchester Utd","engPremier League","30","1989","11","101","9","3.0","1.1","0","","0","11","9","2","2.45","3","0","+3","+2.67","+1.94","4.5","1.2","+3.3","+2.94","+2.37",
"Borja Iglesias","esESP","FW","Betis","esLa Liga","26","1993","35","1,922","55","56.2","21.4","21","80","8","14","17","1","1.06","27","30","-3","-0.14","+0.40","27.6","30.6","-3.0","-0.14","-0.09",
"Igor","brBRA","DF","SPAL","itSerie A","21","1998","17","1,337","79","39.1","14.9","15","85","10","2","30","3","0.65","11","24","-13","-0.88","+0.72","17.4","27.2","-9.8","-0.66","+0.12",
"Igor","brBRA","DF","Fiorentina","itSerie A","21","1998","9","611","68","17.9","6.8","6","87","5","3","30","8","1.00","9","10","-1","-0.15","-0.28","11.0","9.2","+1.8","+0.26","+0.16",
"Kelechi Iheanacho","ngNGA","FW","Leicester City","engPremier League","22","1996","20","960","48","28.1","10.7","12","61","2","8","28","9","1.30","18","9","+9","+0.84","+0.22","20.7","11.0","+9.7","+0.91","+0.65",
"Luc Ihorst","deGER","FW","Werder Bremen","deBundesliga","19","2000","1","11","11","0.4","0.1","0","","0","1","11","1","0.00","0","1","-1","-8.18","-7.41","0.2","0.3","-0.1","-0.65","-0.18",
"Jonathan Ikone","frFRA","MF,FW","Lille","frLigue 1","21","1998","28","2,057","73","81.6","22.9","26","76","5","2","36","0","1.75","28","17","+11","+0.48","+1.06","30.6","21.7","+9.0","+0.39","+0.42",
"Yun Il-lok","krKOR","MF,FW","Montpellier","frLigue 1","27","1992","5","121","24","4.8","1.3","1","78","0","4","11","3","0.80","0","2","-2","-1.49","-1.60","1.6","2.6","-1.0","-0.74","-0.80",
"Josip Iličić","siSVN","FW,MF","Atalanta","itSerie A","31","1988","26","1,663","64","48.6","18.5","21","74","7","5","23","1","2.19","51","24","+27","+1.46","+0.28","43.3","19.5","+23.8","+1.29","+0.35",
"Asier Illarramendi","esESP","MF","Real Sociedad","esLa Liga","29","1990","3","216","72","6.3","2.4","3","72","2","0","","1","1.33","2","3","-1","-0.42","-0.67","3.4","3.9","-0.4","-0.18","-0.36",
"Stefan Ilsanker","atAUT","DF","RB Leipzig","deBundesliga","30","1989","6","418","70","13.7","4.6","5","83","4","1","5","12","3.00","15","5","+10","+2.15","+0.99","12.4","4.5","+8.0","+1.71","+0.88",
"Stefan Ilsanker","atAUT","DF,MF","Eint Frankfurt","deBundesliga","30","1989","12","838","70","27.4","9.3","9","86","7","3","22","1","1.25","17","24","-7","-0.75","-0.99","15.5","14.9","+0.5","+0.06","-0.31",
"Giannelli Imbula","cdCOD","MF","Lecce","itSerie A","26","1992","3","130","43","3.8","1.4","1","85","0","2","23","6","1.00","0","3","-3","-2.08","-1.26","1.0","4.8","-3.9","-2.69","-1.96",
"Ciro Immobile","itITA","FW","Lazio","itSerie A","29","1990","37","3,170","86","92.7","35.2","36","87","29","1","38","0","2.11","76","38","+38","+1.08","+1.44","63.2","46.7","+16.5","+0.47","+0.35",
"Iñaki","esESP","GK","Osasuna","esLa Liga","22","1997","0","","","","","0","","0","0","","7","","","","","","","","","","","",
"Roberto Inglese","itITA","FW","Parma","itSerie A","27","1991","17","766","45","22.4","8.5","8","66","1","9","26","0","1.47","11","13","-2","-0.23","-0.27","11.3","10.1","+1.3","+0.15","+0.73",
"Danny Ings","engENG","FW","Southampton","engPremier League","27","1992","38","2,804","74","82.0","31.2","32","83","15","6","23","0","1.37","42","44","-2","-0.06","+0.96","45.0","38.8","+6.2","+0.20","+0.63",
"Marcus Ingvartsen","dkDEN","MF,FW","Union Berlin","deBundesliga","23","1996","28","1,716","61","56.1","19.1","20","77","4","8","22","3","1.25","23","28","-5","-0.26","+0.54","22.2","25.6","-3.5","-0.18","+0.45",
"Garissone Innocent","htHAI","GK","Paris S-G","frLigue 1","19","2000","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Lorenzo Insigne","itITA","FW,MF","Napoli","itSerie A","28","1991","37","2,810","76","82.2","31.2","34","80","18","3","25","1","1.59","49","44","+5","+0.16","-0.73","50.1","39.3","+10.9","+0.35","-0.55",
"Takashi Inui","jpJPN","MF,FW","Eibar","esLa Liga","31","1988","29","1,960","68","57.3","21.8","23","79","13","6","22","7","1.17","24","31","-7","-0.32","+0.30","24.7","33.5","-8.7","-0.40","-0.26",
"Artur Ioniță","mdMDA","MF","Cagliari","itSerie A","28","1990","34","1,897","56","55.5","21.1","21","80","10","13","16","3","1.18","20","31","-11","-0.52","-0.94","20.6","36.4","-15.9","-0.75","-0.68",
"Alexander Isak","seSWE","FW","Real Sociedad","esLa Liga","19","1999","37","1,507","41","44.1","16.7","14","71","1","23","22","1","1.51","25","21","+4","+0.24","+0.05","24.5","21.8","+2.6","+0.16","+0.01",
"Isco","esESP","FW,MF","Real Madrid","esLa Liga","27","1992","23","1,181","51","34.5","13.1","15","71","1","8","15","7","2.39","15","8","+7","+0.53","-0.99","17.7","12.8","+5.0","+0.38","-0.81",
"Nicolas Isimat-Mirin","frFRA","DF","Toulouse","frLigue 1","27","1991","14","1,260","90","50.0","14.0","14","90","14","0","","6","0.29","13","34","-21","-1.50","-0.43","15.1","25.8","-10.7","-0.76","-0.54",
"Jakub Iskra","plPOL","DF","SPAL","itSerie A","16","2002","2","78","39","2.3","0.9","0","","0","2","39","0","0.50","1","1","0","0.00","+1.35","0.8","0.9","-0.1","-0.07","+0.68",
"Ismael","esESP","MF","Alavés","esLa Liga","18","2000","0","","","","","0","","0","0","","7","","","","","","","","","","","",
"Ismael","esESP","MF","Betis","esLa Liga","18","2000","3","83","28","2.4","0.9","1","70","0","2","7","7","1.67","1","1","0","0.00","+0.32","0.6","1.8","-1.2","-1.25","-1.18",
"Gian-Luca Itter","deGER","DF,MF","Freiburg","deBundesliga","20","1999","3","35","12","1.1","0.4","0","","0","3","12","14","1.33","0","0","0","0.00","-0.03","0.4","0.4","0.0","-0.05","+0.48",
"Ander Iturraspe","esESP","MF","Espanyol","esLa Liga","30","1989","8","242","30","7.1","2.7","3","62","0","5","11","7","1.13","4","4","0","0.00","+0.88","5.0","3.5","+1.5","+0.56","+0.95",
"Alex Iwobi","ngNGA","MF,FW","Everton","engPremier League","23","1996","25","1,596","64","46.7","17.7","19","72","6","6","37","5","1.08","23","30","-7","-0.39","-0.15","22.4","24.8","-2.4","-0.14","-0.38",
"Armando Izzo","itITA","DF","Torino","itSerie A","27","1992","31","2,686","87","78.5","29.8","30","89","27","1","30","1","1.16","38","51","-13","-0.44","+0.67","36.9","47.7","-10.7","-0.36","+0.28",
"Jacobo","esESP","DF,MF","Celta Vigo","esLa Liga","22","1997","2","83","42","2.4","0.9","1","80","0","1","3","9","1.00","1","2","-1","-1.08","-0.79","1.5","1.5","0.0","-0.02","+0.14",
"Phil Jagielka","engENG","DF","Sheffield Utd","engPremier League","36","1982","6","244","41","7.1","2.7","2","90","2","4","16","30","2.17","5","6","-1","-0.37","-0.40","3.7","4.8","-1.2","-0.44","-0.25",
"Filip Jagiełło","plPOL","MF","Genoa","itSerie A","21","1997","11","553","50","16.2","6.1","6","74","1","5","22","24","1.45","7","13","-6","-0.98","-0.35","5.9","9.4","-3.5","-0.57","-0.33",
"Alireza Jahanbakhsh","irIRN","FW,MF","Brighton","engPremier League","25","1993","10","311","31","9.1","3.5","3","68","0","7","15","9","1.00","4","4","0","0.00","+0.43","3.6","3.9","-0.2","-0.06","+0.21",
"Mato Jajalo","baBIH","MF","Udinese","itSerie A","31","1988","26","1,649","63","48.2","18.3","19","79","10","7","20","2","1.00","14","27","-13","-0.71","-0.66","19.6","26.8","-7.3","-0.40","-0.17",
"Frederik Jäkel","deGER","DF","RB Leipzig","deBundesliga","18","2001","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Ismail Jakobs","snSEN","FW,DF","Köln","deBundesliga","19","1999","20","1,672","84","54.6","18.6","20","84","13","0","","0","1.40","35","38","-3","-0.16","+0.81","27.2","28.3","-1.2","-0.06","+0.15",
"Christophe Jallet","frFRA","DF","Amiens","frLigue 1","35","1983","12","855","71","33.9","9.5","10","83","8","2","14","10","0.75","9","15","-6","-0.63","+0.07","7.2","12.5","-5.2","-0.55","-0.19",
"Daniel James","wlsWAL","FW","Manchester Utd","engPremier League","21","1997","33","2,287","69","66.9","25.4","26","84","15","7","15","4","1.67","33","29","+4","+0.16","-1.91","37.7","26.0","+11.7","+0.46","-0.55",
"Matty James","engENG","MF","Leicester City","engPremier League","28","1991","1","6","6","0.2","0.1","0","","0","1","6","5","0.00","0","0","0","0.00","-0.69","0.0","0.0","0.0","-0.52","-0.97",
"Reece James","engENG","DF","Chelsea","engPremier League","19","1999","24","1,515","63","44.3","16.8","16","87","13","8","15","5","1.88","26","23","+3","+0.18","-0.39","29.4","15.7","+13.7","+0.81","+0.02",
"Jandrei","brBRA","GK","Genoa","itSerie A","26","1993","0","","","","","0","","0","0","","19","","","","","","","","","","","",
"Alexandre Jankewitz","chSUI","MF","Southampton","engPremier League","17","2001","0","","","","","0","","0","0","","3","","","","","","","","","","","",
"Marko Janković","meMNE","FW,DF","SPAL","itSerie A","24","1995","6","115","19","3.4","1.3","1","70","0","5","9","10","0.00","0","3","-3","-2.35","-1.07","0.9","3.0","-2.1","-1.63","-0.93",
"Jakub Jankto","czCZE","MF,FW","Sampdoria","itSerie A","23","1996","30","2,095","70","61.3","23.3","25","77","11","5","33","5","1.03","35","40","-5","-0.21","+0.60","32.3","33.4","-1.1","-0.05","+0.20",
"Daryl Janmaat","nlNED","DF","Watford","engPremier League","30","1989","8","607","76","17.7","6.7","7","85","5","1","13","4","1.00","5","5","0","0.00","+0.90","8.4","6.7","+1.7","+0.25","+0.60",
"Laurent Jans","luLUX","DF","Paderborn 07","deBundesliga","26","1992","22","1,571","71","51.3","17.5","19","80","10","3","19","12","0.68","19","33","-14","-0.80","+0.59","21.0","31.3","-10.2","-0.59","+0.49",
"Tony Jantschke","deGER","DF","Gladbach","deBundesliga","29","1990","17","1,012","60","33.1","11.2","11","78","6","6","25","11","2.06","21","11","+10","+0.89","+0.19","27.2","15.1","+12.1","+1.08","+0.46",
"Adnan Januzaj","beBEL","FW,MF","Real Sociedad","esLa Liga","24","1995","24","1,167","49","34.1","13.0","13","73","4","11","20","8","1.46","16","15","+1","+0.08","-0.20","16.6","12.9","+3.7","+0.29","+0.21",
"Léo Jardim","brBRA","GK","Lille","frLigue 1","24","1995","0","","","","","0","","0","0","","28","","","","","","","","","","","",
"Rune Jarstein","noNOR","GK","Hertha BSC","deBundesliga","34","1984","29","2,547","88","83.2","28.3","29","88","28","0","","2","1.31","39","46","-7","-0.25","+0.45","35.7","44.5","-8.9","-0.31","+0.14",
"Jason","esESP","MF","Getafe","esLa Liga","25","1994","20","1,175","59","34.4","13.1","14","78","1","6","14","9","1.30","17","15","+2","+0.15","-0.01","13.9","12.9","+1.1","+0.08","+0.12",
"Dennis Jastrzembski","plPOL","MF,FW","Paderborn 07","deBundesliga","19","2000","6","177","30","5.8","2.0","1","62","0","5","23","8","0.50","2","5","-3","-1.53","-0.46","2.1","4.1","-2.0","-0.99","-0.17",
"Corentin Jean","frFRA","DF","Toulouse","frLigue 1","24","1995","1","7","7","0.3","0.1","0","","0","1","6","1","0.00","0","0","0","0.00","+1.29","0.1","0.8","-0.7","-8.78","-8.30",
"Benjamin Jeannot","frFRA","MF,FW","Dijon","frLigue 1","27","1992","2","167","84","6.6","1.9","2","84","1","0","","0","0.00","1","3","-2","-1.08","-0.77","3.1","2.5","+0.6","+0.33","+0.65",
"Tin Jedvaj","hrCRO","DF","Augsburg","deBundesliga","23","1995","31","2,638","85","86.2","29.3","30","87","25","1","21","1","1.13","42","48","-6","-0.20","+2.35","38.6","45.4","-6.9","-0.23","+1.19",
"Tin Jedvaj","hrCRO","DF","Leverkusen","deBundesliga","23","1995","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Jemerson","brBRA","DF,MF","Monaco","frLigue 1","26","1992","13","1,056","81","41.9","11.7","13","81","9","0","","2","1.77","20","15","+5","+0.43","+0.73","23.1","14.4","+8.8","+0.75","+0.91",
"Fredrik Jensen","fiFIN","MF,FW","Augsburg","deBundesliga","21","1997","10","457","46","14.9","5.1","5","76","1","5","15","6","1.10","13","12","+1","+0.20","+0.85","10.3","9.7","+0.6","+0.12","+0.61",
"Lukas Jensen","dkDEN","GK","Burnley","engPremier League","20","1999","0","","","","","0","","0","0","","3","","","","","","","","","","","",
"Jesé","esESP","FW","Paris S-G","frLigue 1","26","1993","1","1","1","0.0","0.0","0","","0","1","0","0","3.00","0","0","0","0.00","-1.89","0.0","0.0","0.0","0.00","-1.89",
"Gabriel Jesus","brBRA","FW","Manchester City","engPremier League","22","1997","34","2,030","60","59.4","22.6","21","81","12","13","26","1","2.12","64","14","+50","+2.22","+1.12","57.6","18.0","+39.6","+1.76","+0.72",
"Juan Jesus","brBRA","DF","Roma","itSerie A","28","1991","4","139","35","4.1","1.5","1","65","0","3","25","20","1.75","4","4","0","0.00","-0.71","3.5","3.2","+0.3","+0.21","-0.44",
"Jime","esESP","MF","Betis","esLa Liga","20","1999","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Javier Jiménez García","esESP","DF","Valencia","esLa Liga","22","1997","0","","","","","0","","0","0","","6","","","","","","","","","","","",
"Raúl Jiménez","mxMEX","FW","Wolves","engPremier League","28","1991","38","3,236","85","94.6","36.0","37","87","20","1","19","0","1.55","48","36","+12","+0.33","+0.82","50.2","32.7","+17.5","+0.49","+1.15",
"Pere Joan","esESP","GK","Mallorca","esLa Liga","17","2002","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"João Pedro","brBRA","FW,MF","Watford","engPremier League","17","2001","3","25","8","0.7","0.3","0","","0","3","8","6","0.00","1","1","0","0.00","+0.74","0.4","0.8","-0.5","-1.62","-1.39",
"Joaquín","esESP","MF,FW","Betis","esLa Liga","38","1981","34","2,060","61","60.2","22.9","25","74","5","9","23","1","1.09","32","33","-1","-0.04","+0.68","33.1","28.6","+4.5","+0.20","+0.74",
"Bogdan Jocic","rsSRB","MF","Hellas Verona","itSerie A","18","2001","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Joelinton","brBRA","FW","Newcastle Utd","engPremier League","22","1996","38","2,683","71","78.5","29.8","32","79","11","6","25","0","1.16","23","46","-23","-0.77","-1.14","25.5","51.0","-25.4","-0.85","-0.28",
"Jakob Johansson","seSWE","MF","Rennes","frLigue 1","29","1990","0","","","","","0","","0","0","","4","","","","","","","","","","","",
"Tyreece John-Jules","engENG","FW","Arsenal","engPremier League","18","2001","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Ben Johnson","engENG","DF","West Ham","engPremier League","19","2000","3","270","90","7.9","3.0","3","90","3","0","","6","1.67","5","3","+2","+0.67","+1.10","3.2","3.1","+0.1","+0.04","+0.48",
"Darnell Johnson","engENG","DF","Leicester City","engPremier League","20","1998","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Fabian Johnson","usUSA","MF,DF","Gladbach","deBundesliga","31","1987","6","271","45","8.9","3.0","3","80","0","3","11","6","1.83","5","4","+1","+0.33","-0.47","5.4","5.3","+0.1","+0.02","-0.81",
"Curtis Jones","engENG","MF","Liverpool","engPremier League","18","2001","6","126","21","3.7","1.4","1","68","0","5","12","10","2.67","4","1","+3","+2.14","+0.80","2.6","0.5","+2.1","+1.49","+0.70",
"Phil Jones","engENG","DF","Manchester Utd","engPremier League","27","1992","2","135","68","3.9","1.5","2","68","1","0","","10","0.50","0","3","-3","-2.00","-2.90","1.4","1.6","-0.2","-0.13","-0.81",
"Frenkie de Jong","nlNED","MF","Barcelona","esLa Liga","22","1997","29","2,115","73","61.8","23.5","24","83","14","5","23","1","2.10","52","26","+26","+1.11","-0.41","41.2","25.3","+16.0","+0.68","-0.15",
"Luuk de Jong","nlNED","FW","Sevilla","esLa Liga","28","1990","35","2,059","59","60.2","22.9","24","78","11","11","17","3","1.94","36","18","+18","+0.79","+0.65","34.6","20.1","+14.5","+0.64","+0.46",
"Jony","esESP","DF,FW","Lazio","itSerie A","28","1991","24","1,177","49","34.4","13.1","14","68","4","10","22","12","2.04","21","15","+6","+0.46","-0.79","21.0","16.3","+4.7","+0.36","-0.13",
"Joan Jordán","esESP","MF","Sevilla","esLa Liga","25","1994","34","2,254","66","65.9","25.0","27","76","10","7","30","0","1.85","30","15","+15","+0.60","+0.21","33.9","20.6","+13.3","+0.53","+0.23",
"Bruno Jordão","ptPOR","FW","Wolves","engPremier League","20","1998","1","7","7","0.2","0.1","0","","0","1","7","11","0.00","0","0","0","0.00","-0.29","0.1","0.2","-0.1","-1.17","-1.60",
"Jorge","brBRA","DF","Monaco","frLigue 1","23","1996","0","","","","","0","","0","0","","3","","","","","","","","","","","",
"Jorginho","itITA","MF","Chelsea","engPremier League","27","1991","31","2,379","77","69.6","26.4","27","85","19","4","23","4","1.65","45","40","+5","+0.19","-0.68","48.0","27.0","+21.0","+0.79","-0.04",
"Jesse Joronen","fiFIN","GK","Brescia","itSerie A","26","1993","29","2,610","90","76.3","29.0","29","90","29","0","","2","0.72","27","59","-32","-1.10","+0.23","29.8","57.6","-27.9","-0.96","-0.59",
"Willian José","brBRA","FW","Real Sociedad","esLa Liga","27","1991","37","2,011","54","58.8","22.3","24","72","5","13","22","0","1.43","32","28","+4","+0.18","-0.08","27.4","25.1","+2.3","+0.10","-0.12",
"Joselu","esESP","FW","Alavés","esLa Liga","29","1990","36","2,782","77","81.3","30.9","31","85","21","5","27","1","1.08","31","47","-16","-0.52","+0.75","36.1","45.6","-9.5","-0.31","+0.96",
"Jota","esESP","FW,MF","Aston Villa","engPremier League","28","1991","10","335","34","9.8","3.7","4","61","0","6","15","11","0.70","1","5","-4","-1.07","-0.43","3.2","5.7","-2.5","-0.66","-0.04",
