Name, Nation, Position, Club, League, Age, YearBorn,MP,Mins,Mn/MP,Min%, 90s,Starts,Mn/Start,CompleteMatches,Subs,Mn/Sub, unusedSub, PointsPerMatch, GoalsScoredOnPitch,GoalsAllowedOnPitch,Scored-Allowed, Scored-Allowed90,gOnOffPlusMinus90,XgGoalsScoredOnPitch,XgGoalsAllowedOnPitch,XgScored-Allowed, XgScored-Allowed90, XgOnOffPlusMinus90
"Paco Alcácer","esESP","FW","Villarreal","esLa Liga","25","1993","13","924","71","27.0","10.3","11","77","3","2","36","1","1.77","14","13","+1","+0.10","-0.37","14.8","11.0","+3.8","+0.37","-0.12",
"Paco Alcácer","esESP","FW","Dortmund","deBundesliga","25","1993","11","530","48","17.3","5.9","6","78","3","5","13","3","1.64","13","12","+1","+0.17","-1.32","12.1","7.8","+4.3","+0.72","+0.16",
"Thiago Alcántara","esESP","MF","Bayern Munich","deBundesliga","28","1991","24","1,771","74","57.9","19.7","20","85","15","4","17","1","2.17","54","23","+31","+1.58","-1.01","54.2","24.8","+29.4","+1.50","-0.05",
"Rubén Alcaraz","esESP","MF","Valladolid","esLa Liga","28","1991","27","1,927","71","56.3","21.4","20","85","16","7","33","3","1.15","17","25","-8","-0.37","-0.19","19.7","30.1","-10.5","-0.49","-0.04",
"Toby Alderweireld","beBEL","DF","Tottenham","engPremier League","30","1989","33","2,957","90","86.5","32.9","33","90","32","0","","5","1.64","53","39","+14","+0.43","+0.43","40.7","45.3","-4.7","-0.14","+0.18",
"Haitam Aleesami","noNOR","DF","Amiens","frLigue 1","28","1991","22","1,916","87","76.0","21.3","21","89","20","1","51","6","0.86","27","42","-15","-0.70","-0.11","23.6","33.1","-9.5","-0.45","-0.09",
"Álex Alegría","esESP","FW","Mallorca","esLa Liga","26","1992","6","109","18","3.2","1.2","0","","0","6","18","1","0.67","2","2","0","0.00","+0.68","1.4","2.5","-1.1","-0.91","-0.33",
"Carles Aleñá","esESP","MF","Barcelona","esLa Liga","21","1998","4","172","43","5.0","1.9","2","68","1","2","19","6","1.75","5","1","+4","+2.09","+0.87","2.8","0.8","+2.0","+1.03","+0.31",
"Carles Aleñá","esESP","MF,FW","Betis","esLa Liga","21","1998","17","735","43","21.5","8.2","7","75","3","10","21","3","0.88","10","12","-2","-0.24","+0.09","9.8","11.9","-2.1","-0.26","-0.21",
"Diego Alende","esESP","DF","Valladolid","esLa Liga","21","1997","0","","","","","0","","0","0","","5","","","","","","","","","","","",
"Rúnar Alex Rúnarsson","isISL","GK","Dijon","frLigue 1","24","1995","11","901","82","35.8","10.0","9","90","9","2","45","15","0.64","8","17","-9","-0.90","-0.84","11.1","14.4","-3.2","-0.32","-0.06",
"Alexander","arARG","MF","Leganés","esLa Liga","30","1988","0","","","","","0","","0","0","","3","","","","","","","","","","","",
"Trent Alexander-Arnold","engENG","DF","Liverpool","engPremier League","20","1998","38","3,175","84","92.8","35.3","35","88","31","3","26","0","2.61","80","32","+48","+1.36","-0.11","65.7","36.7","+29.0","+0.82","+0.04",
"Enrico Alfonso","itITA","GK","Brescia","itSerie A","31","1988","4","279","70","8.2","3.1","4","70","3","0","","23","0.75","4","4","0","0.00","+1.26","7.0","2.9","+4.1","+1.34","+2.35",
"Abdallah Ali Mohamed","kmCOM","DF","Marseille","frLigue 1","20","1999","0","","","","","0","","0","0","","4","","","","","","","","","","","",
"Marco Alia","alALB","GK","Lazio","itSerie A","19","2000","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Rachid Alioui","maMAR","FW","Angers","frLigue 1","27","1992","28","1,563","56","62.0","17.4","17","75","5","11","27","0","1.39","14","21","-7","-0.40","-0.59","16.8","18.2","-1.4","-0.08","-0.30",
"Alisson","brBRA","GK","Liverpool","engPremier League","26","1992","29","2,543","88","74.4","28.3","29","88","27","0","","0","2.48","61","23","+38","+1.34","-0.09","50.0","27.3","+22.7","+0.80","-0.06",
"Allan","brBRA","MF","Napoli","itSerie A","28","1991","23","1,280","56","37.4","14.2","16","75","8","7","11","5","1.52","20","20","0","0.00","-0.46","20.3","17.9","+2.4","+0.17","-0.44",
"Thomas Allan","engENG","MF","Newcastle Utd","engPremier League","19","1999","0","","","","","0","","0","0","","4","","","","","","","","","","","",
"Dele Alli","engENG","MF,FW","Tottenham","engPremier League","23","1996","25","1,847","74","54.0","20.5","21","84","12","4","19","3","1.40","32","25","+7","+0.34","-0.06","29.5","31.2","-1.7","-0.08","+0.18",
"Miguel Almirón","pyPAR","MF,FW","Newcastle Utd","engPremier League","25","1994","36","3,021","84","88.3","33.6","35","85","21","1","58","1","1.22","35","48","-13","-0.39","+1.19","31.7","57.5","-25.8","-0.77","+0.19",
"José Alonso Lara","esESP","MF","Sevilla","esLa Liga","19","2000","0","","","","","0","","0","0","","5","","","","","","","","","","","",
"Marcos Alonso","esESP","DF","Chelsea","engPremier League","28","1990","18","1,430","79","41.8","15.9","15","87","12","3","41","9","2.22","39","18","+21","+1.32","+1.59","31.8","15.7","+16.1","+1.01","+0.36",
"Mickaël Alphonse","gpGLP","DF","Dijon","frLigue 1","30","1989","17","1,378","81","54.7","15.3","15","89","14","2","19","6","0.88","11","23","-12","-0.78","-0.94","15.1","19.3","-4.3","-0.28","+0.01",
"Altube","esESP","GK","Real Madrid","esLa Liga","19","2000","0","","","","","0","","0","0","","10","","","","","","","","","","","",
