Name, Nation, Position, Club, League, Age, YearBorn,MP,Mins,Mn/MP,Min%, 90s,Starts,Mn/Start,CompleteMatches,Subs,Mn/Sub, unusedSub, PointsPerMatch, GoalsScoredOnPitch,GoalsAllowedOnPitch,Scored-Allowed, Scored-Allowed90,gOnOffPlusMinus90,XgGoalsScoredOnPitch,XgGoalsAllowedOnPitch,XgScored-Allowed, XgScored-Allowed90, XgOnOffPlusMinus90
"Yankuba Minteh","gmGAM","FW","Brighton","engPremier League","21-131","2004","12","1,035","86","95.8","11.5","12","86","6","0","","0","1.58","19","14","+5","+0.43","+4.43","17.0","13.7","+3.3","+0.29","+1.31",
"Tiago Gabriel","ptPOR","DF","Lecce","itSerie A","20-339","2004","12","1,002","84","92.8","11.1","11","90","11","1","12","0","0.83","8","12","-4","-0.36","+4.26","8.5","12.9","-4.4","-0.40","+1.56",
"Matty Cash","plPOL","DF","Aston Villa","engPremier League","28-115","1997","12","1,056","88","97.8","11.7","12","88","10","0","","0","1.75","15","10","+5","+0.43","+4.18","10.4","15.2","-4.8","-0.41","+2.03",
"Mikel Jauregizar","esESP","MF","Athletic Club","esLa Liga","22-017","2003","14","1,217","87","96.6","13.5","14","87","11","0","","0","1.43","14","15","-1","-0.07","+4.11","18.7","11.4","+7.3","+0.54","+4.19",
"Arsène Kouassi","bfBFA","DF,MF","Lorient","frLigue 1","21-080","2004","13","1,092","84","93.3","12.1","12","85","7","1","77","0","0.85","14","22","-8","-0.66","+3.96","14.1","16.7","-2.6","-0.22","+0.96",
"Ousmane Camara","mlMLI","DF","Angers","frLigue 1","22-269","2003","13","1,053","81","90.0","11.7","12","86","11","1","18","0","1.23","11","10","+1","+0.09","+3.93","11.4","18.9","-7.5","-0.64","+2.56",
"Jonathan Fischer","dkDEN","GK","Metz","frLigue 1","24-021","2001","14","1,184","85","94.0","13.2","13","90","13","1","14","0","0.79","14","27","-13","-0.99","+3.75","15.4","25.9","-10.5","-0.80","+0.13",
"Jonas Föhrenbach","deGER","DF","Heidenheim","deBundesliga","29-308","1996","12","1,044","87","96.7","11.6","11","87","10","1","84","0","0.67","10","25","-15","-1.29","+3.71","13.1","21.1","-8.0","-0.69","+2.25",
"Manu Sánchez","esESP","DF","Levante","esLa Liga","25-098","2000","13","1,121","86","89.0","12.5","13","86","8","0","","1","0.69","15","19","-4","-0.32","+3.56","17.1","19.4","-2.4","-0.19","+2.31",
"Florian Neuhaus","deGER","MF,FW","Gladbach","deBundesliga","28-259","1997","10","538","54","49.8","6.0","6","72","0","4","26","1","1.30","14","5","+9","+1.51","+3.50","10.0","5.6","+4.3","+0.73","+1.63",
"Kevin Schade","deGER","FW","Brentford","engPremier League","24-003","2001","13","1,084","83","92.6","12.0","12","87","8","1","45","0","1.46","18","14","+4","+0.33","+3.47","19.2","12.4","+6.8","+0.56","+1.62",
"Saúl Coco","gqEQG","DF","Torino","itSerie A","26-294","1999","11","990","90","91.7","11.0","11","90","11","0","","1","1.27","10","16","-6","-0.55","+3.45","12.0","15.8","-3.8","-0.35","+0.87",
"Álex Moreno","esESP","DF","Girona","esLa Liga","32-175","1993","12","1,035","86","88.5","11.5","11","90","11","1","45","0","0.92","11","18","-7","-0.61","+3.39","13.7","18.2","-4.5","-0.39","+2.63",
"Luke Shaw","engENG","DF","Manchester Utd","engPremier League","30-141","1995","12","1,023","85","94.7","11.4","12","85","7","0","","0","1.50","18","16","+2","+0.18","+3.33","18.0","15.4","+2.6","+0.23","-0.87",
"Jean-Luc Dompé","frFRA","FW,MF","Hamburger SV","deBundesliga","30-110","1995","10","731","73","73.8","8.1","8","85","5","2","26","0","0.90","9","8","+1","+0.12","+3.25","12.3","10.4","+1.9","+0.24","+2.33",
"Lassine Sinayoko","mlMLI","FW,MF","Auxerre","frLigue 1","25-357","1999","14","1,167","83","92.6","13.0","14","83","5","0","","0","0.64","8","16","-8","-0.62","+3.25","13.9","18.2","-4.4","-0.34","+1.30",
"Yukinari Sugawara","jpJPN","DF","Werder Bremen","deBundesliga","25-155","2000","11","971","88","89.9","10.8","11","88","9","0","","0","1.45","15","16","-1","-0.09","+3.21","14.7","18.4","-3.8","-0.35","+1.63",
"Enzo Boyomo","cmCMR","DF","Osasuna","esLa Liga","24-054","2001","14","1,234","88","97.9","13.7","14","88","11","0","","0","0.86","12","17","-5","-0.36","+3.10","14.7","17.9","-3.2","-0.24","+1.13",
"Malang Sarr","frFRA","DF","Lens","frLigue 1","26-311","1999","12","1,080","90","92.3","12.0","12","90","12","0","","0","2.33","22","9","+13","+1.08","+3.08","23.3","16.1","+7.2","+0.60","+2.58",
"Can Uzun","trTUR","MF","Eint Frankfurt","deBundesliga","20-019","2005","9","586","65","59.2","6.5","9","65","1","0","","0","1.56","21","10","+11","+1.69","+3.03","12.0","7.0","+5.0","+0.77","+0.82",
"Castello Lukeba","frFRA","DF","RB Leipzig","deBundesliga","22-348","2002","11","990","90","91.7","11.0","11","90","11","0","","1","2.36","21","10","+11","+1.00","+3.00","20.2","14.2","+6.0","+0.55","+0.54",
"Haris Tabakovic","baBIH","FW","Gladbach","deBundesliga","31-163","1994","11","714","65","66.1","7.9","8","77","2","3","32","0","1.18","15","9","+6","+0.76","+2.97","11.9","11.1","+0.7","+0.09","+0.54",
"Jeremy Toljan","deGER","DF","Levante","esLa Liga","31-114","1994","14","1,182","84","93.8","13.1","14","84","8","0","","0","0.64","16","23","-7","-0.53","+2.93","17.7","23.4","-5.7","-0.43","+0.19",
"Romain Del Castillo","frFRA","FW,MF","Brest","frLigue 1","29-246","1996","12","1,017","85","86.9","11.3","12","85","6","0","","0","1.00","17","18","-1","-0.09","+2.85","18.6","16.3","+2.3","+0.20","+1.16",
"Jean-Philippe Gbamin","ciCIV","DF","Metz","frLigue 1","30-066","1995","14","1,190","85","94.4","13.2","14","85","13","0","","0","0.79","14","28","-14","-1.06","+2.80","16.5","25.7","-9.2","-0.70","+2.00",
"Moussa Niakhate","snSEN","DF","Lyon","frLigue 1","29-267","1996","13","1,094","84","93.5","12.2","12","90","12","1","14","0","1.62","17","12","+5","+0.41","+2.78","17.8","14.5","+3.3","+0.27","-1.88",
"Kamaldeen Sulemana","ghGHA","MF","Atalanta","itSerie A","23-288","2002","10","486","49","45.0","5.4","6","70","0","4","17","2","1.20","11","3","+8","+1.48","+2.69","8.1","4.6","+3.6","+0.66","+0.63",
"Berke Özer","trTUR","GK","Lille","frLigue 1","25-189","2000","11","990","90","84.6","11.0","11","90","11","0","","0","2.09","27","14","+13","+1.18","+2.68","24.0","14.8","+9.2","+0.83","+0.71",
"Nnamdi Collins","deGER","DF","Eint Frankfurt","deBundesliga","21-324","2004","9","550","61","55.6","6.1","6","84","4","3","15","2","2.11","22","12","+10","+1.64","+2.66","12.8","6.9","+5.9","+0.96","+1.19",
"Bryan Mbeumo","cmCMR","MF","Manchester Utd","engPremier League","26-115","1999","12","1,045","87","96.8","11.6","12","87","10","0","","0","1.50","19","18","+1","+0.09","+2.66","19.1","16.0","+3.1","+0.27","-0.30",
"Marcus Pedersen","noNOR","DF","Torino","itSerie A","25-137","2000","9","688","76","63.7","7.6","8","85","6","1","11","3","1.22","8","7","+1","+0.13","+2.66","9.5","11.0","-1.5","-0.19","+0.63",
"Joe Scally","usUSA","DF","Gladbach","deBundesliga","22-334","2002","11","896","81","83.0","10.0","10","88","8","1","15","1","1.18","15","13","+2","+0.20","+2.65","13.8","12.4","+1.4","+0.14","+1.38",
"Ylber Ramadani","alALB","MF","Lecce","itSerie A","29-232","1996","12","1,052","88","97.4","11.7","12","88","10","0","","0","0.83","8","15","-7","-0.60","+2.62","8.6","14.3","-5.7","-0.49","+0.68",
"Dan Ndoye","chSUI","FW","Nott'ham Forest","engPremier League","25-036","2000","11","839","76","77.7","9.3","11","76","3","0","","1","1.09","13","13","0","0.00","+2.61","10.1","11.5","-1.4","-0.15","+0.62",
"Axel Witsel","beBEL","MF","Girona","esLa Liga","36-322","1989","10","815","82","69.7","9.1","10","82","6","0","","1","1.00","10","12","-2","-0.22","+2.57","11.3","12.7","-1.4","-0.15","+1.79",
"Paulo Gazzaniga","arARG","GK","Girona","esLa Liga","33-332","1992","12","1,032","86","88.2","11.5","12","86","11","0","","0","0.92","11","19","-8","-0.70","+2.56","13.7","19.4","-5.6","-0.49","+1.74",
"Trevoh Chalobah","engENG","DF","Chelsea","engPremier League","26-148","1999","11","930","85","86.1","10.3","11","85","9","0","","0","1.82","21","7","+14","+1.35","+2.55","20.3","9.3","+10.9","+1.06","+2.69",
"Ilyas Ansah","deGER","MF,FW","Union Berlin","deBundesliga","21-022","2004","12","845","70","78.2","9.4","10","79","2","2","29","0","1.25","13","11","+2","+0.21","+2.51","10.0","11.8","-1.8","-0.19","+1.13",
"Maximilian Arnold","deGER","MF","Wolfsburg","deBundesliga","31-187","1994","10","900","90","90.9","10.0","10","90","10","0","","1","0.80","13","18","-5","-0.50","+2.50","14.2","15.7","-1.5","-0.15","+1.27",
"Musa Al-Taamari","joJOR","DF,FW","Rennes","frLigue 1","28-173","1997","13","746","57","59.2","8.3","7","79","2","6","32","0","1.85","16","4","+12","+1.45","+2.50","14.8","11.2","+3.5","+0.43","+1.07",
"Pedro Neto","ptPOR","FW","Chelsea","engPremier League","25-266","2000","12","919","77","85.1","10.2","12","77","4","0","","0","1.92","20","6","+14","+1.37","+2.49","18.1","9.3","+8.8","+0.86","+1.17",
"Christoph Baumgartner","atAUT","MF","RB Leipzig","deBundesliga","26-121","1999","12","955","80","88.4","10.6","11","85","3","1","22","0","2.17","20","9","+11","+1.04","+2.48","19.1","13.8","+5.3","+0.50","+0.02",
"Casemiro","brBRA","MF","Manchester Utd","engPremier League","33-280","1992","11","671","61","62.1","7.5","10","66","1","1","11","0","1.64","13","6","+7","+0.94","+2.48","12.5","7.9","+4.5","+0.61","+0.88",
"Assan Ouedraogo","deGER","MF","RB Leipzig","deBundesliga","19-205","2006","11","550","50","50.9","6.1","8","68","0","3","3","0","2.27","18","6","+12","+1.96","+2.47","13.1","8.0","+5.0","+0.82","+0.65",
"Leon Avdullahu","xkKVX","MF","Hoffenheim","deBundesliga","21-280","2004","12","1,026","86","95.0","11.4","12","86","9","0","","0","1.92","25","16","+9","+0.79","+2.46","18.7","17.3","+1.4","+0.12","+0.23",
"Álex Grimaldo","esESP","DF","Leverkusen","deBundesliga","30-071","1995","11","929","84","86.0","10.3","11","84","9","0","","1","2.09","27","14","+13","+1.26","+2.45","18.1","11.5","+6.7","+0.64","+0.84",
"Iván Martín","esESP","MF","Girona","esLa Liga","26-289","1999","11","885","80","75.6","9.8","10","87","7","1","20","1","1.00","9","13","-4","-0.41","+2.44","10.6","15.0","-4.4","-0.45","+1.01",
"Marin Pongračić","hrCRO","DF","Fiorentina","itSerie A","28-080","1997","11","989","90","91.6","11.0","11","90","10","0","","1","0.55","10","16","-6","-0.55","+2.42","14.6","15.4","-0.8","-0.08","+1.74",
"Callum Wilson","engENG","FW","West Ham","engPremier League","33-276","1992","9","420","47","38.9","4.7","4","60","0","5","36","3","1.11","10","7","+3","+0.64","+2.42","5.9","5.5","+0.4","+0.08","+1.13",
"Arthur Atta","frFRA","MF","Udinese","itSerie A","22-320","2003","13","1,104","85","94.4","12.3","13","85","8","0","","0","1.38","14","18","-4","-0.33","+2.40","13.6","13.9","-0.3","-0.03","+2.17",
"Lewis Dunk","engENG","DF","Brighton","engPremier League","34-009","1991","12","1,035","86","95.8","11.5","11","90","11","1","45","0","1.58","19","15","+4","+0.35","+2.35","17.5","14.1","+3.3","+0.29","+1.29",
"Guillermo Maripán","clCHI","DF","Torino","itSerie A","31-208","1994","11","921","84","85.3","10.2","11","84","9","0","","1","1.27","11","16","-5","-0.49","+2.34","11.2","16.6","-5.3","-0.52","-0.69",
"Joan García","esESP","GK","Barcelona","esLa Liga","24-210","2001","8","720","90","57.1","8.0","8","90","8","0","","0","2.75","26","5","+21","+2.62","+2.29","17.8","7.6","+10.2","+1.27","+0.96",
"Benjamin André","frFRA","MF","Lille","frLigue 1","35-119","1990","10","889","89","76.0","9.9","10","89","8","0","","0","2.00","22","9","+13","+1.32","+2.28","18.9","10.6","+8.2","+0.83","+0.47",
"Romain Perraud","frFRA","DF","Lille","frLigue 1","28-069","1997","11","883","80","75.5","9.8","11","80","7","0","","1","1.82","25","12","+13","+1.33","+2.27","21.0","12.8","+8.1","+0.83","+0.44",
"Michel Aebischer","chSUI","MF","Pisa","itSerie A","28-328","1997","11","889","81","82.3","9.9","10","84","7","1","45","0","0.91","8","9","-1","-0.10","+2.25","10.3","11.3","-1.0","-0.10","+1.59",
"Konstantinos Koulierakis","grGRE","DF","Wolfsburg","deBundesliga","22-002","2003","10","855","86","86.4","9.5","9","90","9","1","45","1","0.80","12","16","-4","-0.42","+2.25","13.0","15.5","-2.5","-0.26","0.00",
"Robert Sánchez","esESP","GK","Chelsea","engPremier League","28-012","1997","12","994","83","92.0","11.0","12","83","11","0","","0","1.92","22","9","+13","+1.18","+2.22","21.7","12.1","+9.6","+0.87","+2.27",
"Malo Gusto","frFRA","DF,MF","Chelsea","engPremier League","22-195","2003","10","576","58","53.3","6.4","6","81","2","4","23","1","2.20","18","5","+13","+2.03","+2.21","14.2","7.9","+6.3","+0.99","+0.66",
"Rafa Mir","esESP","FW,MF","Elche","esLa Liga","28-165","1997","14","966","69","76.7","10.7","11","81","4","3","25","0","1.14","14","10","+4","+0.37","+2.21","13.3","14.0","-0.8","-0.07","+1.05",
"Moses Simon","ngNGA","FW,MF","Paris FC","frLigue 1","30-141","1995","14","1,005","72","79.8","11.2","12","76","0","2","50","0","1.07","18","17","+1","+0.09","+2.21","16.5","15.4","+1.1","+0.10","+1.30",
"Brennan Johnson","wlsWAL","FW","Tottenham","engPremier League","24-191","2001","12","484","40","41.4","5.4","5","78","1","7","14","1","1.50","12","3","+9","+1.67","+2.20","6.4","8.4","-2.0","-0.37","+0.10",
"Emiliano Martínez","arARG","GK","Aston Villa","engPremier League","33-089","1992","10","900","90","83.3","10.0","10","90","10","0","","0","2.00","15","8","+7","+0.70","+2.20","9.4","12.1","-2.7","-0.27","+1.12",
"Rayan Philippe","frFRA","FW,MF","Hamburger SV","deBundesliga","25-038","2000","11","662","60","66.9","7.4","7","80","1","4","26","0","0.82","8","8","0","0.00","+2.20","10.5","9.2","+1.2","+0.17","+1.63",
"Gautier Lloris","frFRA","DF","Le Havre","frLigue 1","30-135","1995","12","1,023","85","87.4","11.4","12","85","11","0","","0","0.92","11","14","-3","-0.26","+2.19","14.6","12.9","+1.6","+0.15","+2.11",
"Brendan Chardonnet","frFRA","DF","Brest","frLigue 1","30-343","1994","11","971","88","83.0","10.8","11","88","10","0","","1","1.18","16","17","-1","-0.09","+2.17","17.5","14.1","+3.4","+0.32","+1.55",
"Jay Idzes","idIDN","DF","Sassuolo","itSerie A","25-181","2000","12","1,080","90","92.3","12.0","12","90","12","0","","1","1.42","16","14","+2","+0.17","+2.17","13.8","16.7","-3.0","-0.25","+0.54",
"Arijanet Muric","xkKVX","GK","Sassuolo","itSerie A","27-023","1998","12","1,080","90","92.3","12.0","12","90","12","0","","1","1.42","16","14","+2","+0.17","+2.17","13.8","16.7","-3.0","-0.25","+0.54",
"Brenden Aaronson","usUSA","FW,MF","Leeds United","engPremier League","25-039","2000","13","791","61","67.6","8.8","9","79","1","4","20","0","0.85","11","13","-2","-0.23","+2.15","10.1","11.6","-1.5","-0.17","+0.14",
"Esteban Lepaul","frFRA","FW","Rennes","frLigue 1","25-226","2000","12","965","80","76.6","10.7","12","80","3","0","","0","1.75","21","11","+10","+0.93","+2.15","16.8","13.8","+2.9","+0.27","+1.22",
"Kamory Doumbia","mlMLI","MF","Brest","frLigue 1","22-285","2003","9","689","77","58.9","7.7","9","77","1","0","","0","1.33","15","12","+3","+0.39","+2.08","12.8","11.0","+1.8","+0.24","+0.44",
"Azzedine Ounahi","maMAR","MF,FW","Girona","esLa Liga","25-225","2000","8","608","76","52.0","6.8","7","82","3","1","32","0","1.00","8","8","0","0.00","+2.08","8.0","9.9","-1.9","-0.29","+0.85",
"Pedro Porro","esESP","DF","Tottenham","engPremier League","26-078","1999","13","968","74","82.7","10.8","11","84","7","2","21","0","1.38","18","10","+8","+0.74","+2.08","10.6","13.0","-2.4","-0.22","+1.21",
"Jeremy Doku","beBEL","MF,FW","Manchester City","engPremier League","23-187","2002","13","785","60","67.1","8.7","9","76","1","4","25","0","1.92","23","7","+16","+1.83","+2.07","17.9","9.5","+8.5","+0.97","+0.56",
"Santi Comesaña","esESP","MF","Villarreal","esLa Liga","29-056","1996","12","793","66","67.8","8.8","10","73","3","2","30","1","2.17","23","7","+16","+1.82","+2.05","17.6","9.3","+8.3","+0.95","+1.05",
"Tosin Aiyegun","bjBEN","MF,FW","Lorient","frLigue 1","27-157","1998","13","708","54","60.5","7.9","9","68","1","4","25","0","0.85","9","10","-1","-0.13","+2.02","11.3","9.5","+1.8","+0.22","+1.28",
"Wouter Burger","nlNED","MF","Hoffenheim","deBundesliga","24-287","2001","11","902","82","83.5","10.0","11","82","7","0","","0","2.09","22","12","+10","+1.00","+2.01","17.1","14.8","+2.4","+0.24","+0.76",
"Koffi Kouao","ciCIV","DF","Metz","frLigue 1","27-194","1998","13","1,109","85","88.0","12.3","13","85","9","0","","1","0.85","12","24","-12","-0.97","+2.01","14.5","23.6","-9.1","-0.74","+0.56",
"Lorenz Assignon","tgTOG","DF","Stuttgart","deBundesliga","25-161","2000","8","497","62","50.2","5.5","5","90","4","3","16","1","2.38","14","6","+8","+1.45","+2.00","10.0","8.0","+2.0","+0.36","+0.40",
"Mohamed Meité","frFRA","FW","Rennes","frLigue 1","18-050","2007","12","402","34","31.9","4.5","5","50","0","7","22","2","1.67","10","2","+8","+1.79","+2.00","8.4","5.8","+2.6","+0.59","+0.89",
"Benjamin Pavard","frFRA","DF","Marseille","frLigue 1","29-247","1996","11","818","74","64.9","9.1","9","85","7","2","26","0","2.36","28","8","+20","+2.20","+2.00","20.6","7.0","+13.6","+1.50","+1.61",
"Hauke Wahl","deGER","DF","St. Pauli","deBundesliga","31-229","1994","11","990","90","91.7","11.0","11","90","11","0","","0","0.64","10","21","-11","-1.00","+2.00","10.0","16.0","-6.0","-0.54","+0.83",
"Phillipp Mwene","atAUT","DF","Mainz 05","deBundesliga","31-305","1994","11","882","80","89.1","9.8","11","80","5","0","","0","0.55","10","15","-5","-0.51","+1.99","12.8","15.0","-2.3","-0.23","+0.03",
"Morten Frendrup","dkDEN","MF","Genoa","itSerie A","24-237","2001","13","1,053","81","90.0","11.7","12","85","8","1","28","0","0.85","13","17","-4","-0.34","+1.97","14.9","13.2","+1.7","+0.14","-0.90",
"Valentin Rongier","frFRA","MF","Rennes","frLigue 1","30-358","1994","13","1,125","87","89.3","12.5","13","87","12","0","","1","1.77","24","16","+8","+0.64","+1.97","20.6","19.3","+1.3","+0.10","+1.06",
"Georginio Rutter","frFRA","MF,FW","Brighton","engPremier League","23-224","2002","11","766","70","70.9","8.5","9","77","0","2","38","0","1.73","15","8","+7","+0.82","+1.97","12.5","8.3","+4.1","+0.48","+0.85",
"Konrad Laimer","atAUT","DF","Bayern Munich","deBundesliga","28-187","1997","12","876","73","81.1","9.7","10","79","5","2","45","0","2.83","37","5","+32","+3.29","+1.96","25.9","6.7","+19.3","+1.98","+0.04",
"Kenny Tete","nlNED","DF","Fulham","engPremier League","30-052","1995","10","899","90","76.8","10.0","10","90","9","0","","1","1.70","13","10","+3","+0.30","+1.96","10.9","11.4","-0.5","-0.05","+0.53",
"Amad Diallo","ciCIV","DF,MF","Manchester Utd","engPremier League","23-142","2002","11","844","77","78.1","9.4","10","81","7","1","36","0","1.64","15","11","+4","+0.43","+1.95","15.6","10.6","+5.0","+0.53","+1.18",
"Jayden Bogle","engENG","DF","Leeds United","engPremier League","25-126","2000","13","1,138","88","97.3","12.6","13","88","9","0","","0","0.85","13","24","-11","-0.87","+1.94","15.4","17.6","-2.1","-0.17","+1.96",
"Harry Wilson","wlsWAL","FW,MF","Fulham","engPremier League","28-253","1997","12","810","68","69.2","9.0","10","75","1","2","30","0","1.42","12","8","+4","+0.44","+1.94","8.1","7.5","+0.6","+0.06","+0.76",
"Luiz Lúcio Reis Júnior","brBRA","GK","Villarreal","esLa Liga","24-320","2001","10","900","90","76.9","10.0","10","90","10","0","","3","2.50","21","5","+16","+1.60","+1.93","19.2","9.3","+9.9","+0.99","+1.65",
"Junior Adamu","atAUT","FW","Freiburg","deBundesliga","24-177","2001","8","434","54","43.8","4.8","7","61","0","1","6","3","1.25","7","4","+3","+0.62","+1.92","6.8","4.7","+2.1","+0.43","+0.95",
"Nemanja Matić","rsSRB","MF","Sassuolo","itSerie A","37-121","1988","12","1,067","89","91.2","11.9","12","89","10","0","","0","1.42","15","13","+2","+0.17","+1.92","13.1","15.7","-2.6","-0.22","+0.82",
"Arnau Martinez","esESP","DF,MF","Girona","esLa Liga","22-219","2003","12","772","64","66.0","8.6","10","74","4","2","14","1","0.92","10","13","-3","-0.35","+1.91","9.3","14.2","-4.9","-0.57","+0.36",
"Vladyslav Vanat","uaUKR","FW","Girona","esLa Liga","23-330","2002","10","713","71","60.9","7.9","10","71","1","0","","0","1.10","8","10","-2","-0.25","+1.91","8.9","10.6","-1.7","-0.22","+1.22",
"Dominic Calvert-Lewin","engENG","FW","Leeds United","engPremier League","28-259","1997","11","679","62","58.0","7.5","7","82","2","4","26","0","0.73","10","11","-1","-0.13","+1.88","11.2","8.5","+2.7","+0.36","+1.40",
"Mathias Pereira Lage","ptPOR","FW,MF","St. Pauli","deBundesliga","29-000","1996","12","917","76","84.9","10.2","12","76","3","0","","0","0.58","10","19","-9","-0.88","+1.88","8.6","14.4","-5.8","-0.57","+0.30",
"Robin Zentner","deGER","GK","Mainz 05","deBundesliga","31-033","1994","9","786","87","79.4","8.7","9","87","8","0","","0","0.67","8","11","-3","-0.34","+1.86","12.0","11.5","+0.5","+0.06","+1.45",
"Che Adams","sctSCO","FW,MF","Torino","itSerie A","29-140","1996","11","484","44","44.8","5.4","4","69","0","7","30","0","1.27","6","5","+1","+0.19","+1.85","6.9","8.1","-1.2","-0.22","+0.37",
"Yuri Berchiche","esESP","DF","Athletic Club","esLa Liga","35-293","1990","14","1,215","87","96.4","13.5","13","90","13","1","45","0","1.43","14","16","-2","-0.15","+1.85","18.6","12.6","+6.0","+0.44","+1.35",
"Idrissa Gana Gueye","snSEN","MF","Everton","engPremier League","36-065","1989","12","961","80","82.1","10.7","12","80","8","0","","0","1.50","12","11","+1","+0.09","+1.82","14.7","13.3","+1.4","+0.13","+1.88",
"Jhon Arias","coCOL","FW","Wolves","engPremier League","28-070","1997","11","563","51","52.1","6.3","7","69","1","4","20","1","0.18","5","10","-5","-0.80","+1.81","6.8","6.7","+0.1","+0.01","+1.05",
"Lameck Banda","zmZAM","FW","Lecce","itSerie A","24-305","2001","9","414","46","38.3","4.6","4","68","0","5","29","3","1.11","4","2","+2","+0.43","+1.79","4.2","4.3","0.0","-0.01","+0.81",
"Javier Guerra","esESP","MF","Valencia","esLa Liga","22-333","2003","13","790","61","67.5","8.8","10","73","2","3","21","0","1.00","9","10","-1","-0.11","+1.78","10.4","11.4","-1.0","-0.11","+0.89",
"Giorgi Gocholeishvili","geGEO","MF","Hamburger SV","deBundesliga","24-289","2001","8","584","73","59.0","6.5","7","81","0","1","14","0","1.13","6","6","0","0.00","+1.77","6.8","10.8","-3.9","-0.61","-0.58",
"Bahereba Guirassy","frFRA","FW,MF","Nantes","frLigue 1","19-093","2006","11","617","56","52.7","6.9","8","68","0","3","25","0","0.91","7","5","+2","+0.29","+1.76","4.9","9.0","-4.2","-0.61","+0.46",
"Henrikh Mkhitaryan","amARM","MF","Inter","itSerie A","36-313","1989","7","482","69","44.6","5.4","6","76","3","1","29","1","1.71","15","4","+11","+2.05","+1.75","10.2","3.1","+7.1","+1.33","+0.49",
"Jan Virgili","esESP","FW,MF","Mallorca","esLa Liga","19-127","2006","9","523","58","41.5","5.8","6","78","1","3","19","0","1.00","10","7","+3","+0.52","+1.74","7.4","8.8","-1.4","-0.25","+0.84",
"Mateus Fernandes","ptPOR","MF,FW","West Ham","engPremier League","21-143","2004","10","716","72","66.3","8.0","9","77","3","1","26","0","1.10","10","12","-2","-0.25","+1.73","8.1","11.2","-3.2","-0.40","+0.62",
"Philipp Sander","deGER","MF,DF","Gladbach","deBundesliga","27-282","1998","9","662","74","61.3","7.4","8","79","3","1","30","1","0.89","11","8","+3","+0.41","+1.70","11.2","8.7","+2.5","+0.34","+1.13",
"Filippo Terracciano","itITA","DF","Cremonese","itSerie A","22-295","2003","11","979","89","90.6","10.9","11","89","9","0","","0","1.27","11","12","-1","-0.09","+1.69","9.2","14.5","-5.3","-0.49","+1.92",
