Player, Nation, Position, Club, League, Age, YearBorn, 90s, Goals, Shots, SoT, SoT%, Sh/90, SoT/90,G/Sh,G/SoT,DistAvg, FKAtt,PKMade,PKAtt, xG, npxG, npxG/Sh, G-xG, np:G-xG, Matches
"Gianluigi Donnarumma","itITA","GK","Manchester City","engPremier League","26-273","1999","9.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Patrick Dorgu","dkDEN","DF","Manchester Utd","engPremier League","21-030","2004","7.6","0","7","1","14.3","0.92","0.13","0.00","0.00","17.2","0","0","0","0.7","0.7","0.10","-0.7","-0.7",
"Niklas Dorsch","deGER","MF","Heidenheim","deBundesliga","27-314","1998","7.3","0","8","2","25.0","1.10","0.28","0.00","0.00","23.3","1","0","0","0.3","0.3","0.03","-0.3","-0.3",
"Lohann Doucet","frFRA","MF","Paris FC","frLigue 1","23-072","2002","1.0","1","2","1","50.0","1.98","0.99","0.50","1.00","14.4","0","0","0","0.3","0.3","0.15","+0.7","+0.7",
"Fodé Doucouré","mlMLI","MF,FW","Le Havre","frLigue 1","24-295","2001","6.2","2","10","4","40.0","1.62","0.65","0.20","0.50","16.1","0","0","0","1.2","1.2","0.12","+0.8","+0.8",
"Désiré Doué","frFRA","FW,MF","Paris S-G","frLigue 1","20-175","2005","3.5","1","9","2","22.2","2.60","0.58","0.11","0.50","20.9","2","0","0","1.0","1.0","0.11","0.0","0.0",
"Guela Doué","ciCIV","DF","Strasbourg","frLigue 1","23-039","2002","8.2","1","3","2","66.7","0.36","0.24","0.33","0.50","18.1","0","0","0","1.0","1.0","0.33","0.0","0.0",
"Ismaël Doukouré","frFRA","DF,MF","Strasbourg","frLigue 1","22-124","2003","7.2","0","1","0","0.0","0.14","0.00","0.00","","8.5","0","0","0","0.2","0.2","0.19","-0.2","-0.2",
"Kamory Doumbia","mlMLI","MF","Brest","frLigue 1","22-280","2003","7.7","3","21","6","28.6","2.74","0.78","0.14","0.50","17.9","0","0","0","1.8","1.8","0.09","+1.2","+1.2",
"Anastasios Douvikas","grGRE","FW","Como","itSerie A","26-115","1999","5.3","2","13","6","46.2","2.47","1.14","0.15","0.33","13.5","0","0","0","1.5","1.5","0.11","+0.5","+0.5",
"Artem Dovbyk","uaUKR","FW","Roma","itSerie A","28-157","1997","3.6","2","9","4","44.4","2.48","1.10","0.22","0.50","9.5","0","0","0","2.0","2.0","0.23","0.0","0.0",
"Max Dowman","engENG","FW","Arsenal","engPremier League","15-329","2009","0.3","0","3","0","0.0","9.31","0.00","0.00","","17.3","0","0","0","0.1","0.1","0.05","-0.1","-0.1",
"Domingos Duarte","ptPOR","DF","Getafe","esLa Liga","30-260","1995","10.5","0","5","1","20.0","0.48","0.10","0.00","0.00","8.4","0","0","0","0.4","0.4","0.08","-0.4","-0.4",
"Martin Dúbravka","skSVK","GK","Burnley","engPremier League","36-314","1989","12.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Denzel Dumfries","nlNED","DF","Inter","itSerie A","29-221","1996","8.0","1","9","3","33.3","1.13","0.38","0.11","0.33","11.8","0","0","0","1.5","1.5","0.16","-0.5","-0.5",
"Lewis Dunk","engENG","DF","Brighton","engPremier League","34-004","1991","11.5","0","8","0","0.0","0.70","0.00","0.00","","18.8","2","0","0","0.6","0.6","0.07","-0.6","-0.6",
"Pablo Durán","esESP","FW,MF","Celta Vigo","esLa Liga","24-184","2001","6.5","2","13","5","38.5","1.99","0.76","0.15","0.40","13.7","0","0","0","1.8","1.8","0.14","+0.2","+0.2",
"Hugo Duro","esESP","FW","Valencia","esLa Liga","26-015","1999","7.2","4","12","6","50.0","1.66","0.83","0.33","0.67","10.8","0","0","0","2.6","2.6","0.21","+1.4","+1.4",
"Paulo Dybala","arARG","FW,MF","Roma","itSerie A","32-010","1993","5.0","1","16","7","43.8","3.21","1.40","0.06","0.14","21.4","4","0","1","2.2","1.4","0.09","-1.2","-0.4",
"Edin Džeko","baBIH","FW","Fiorentina","itSerie A","39-253","1986","2.5","0","4","1","25.0","1.62","0.41","0.00","0.00","11.3","0","0","0","0.3","0.3","0.07","-0.3","-0.3",
"Adam Dźwigała","plPOL","DF","St. Pauli","deBundesliga","30-061","1995","4.5","1","1","1","100.0","0.22","0.22","1.00","1.00","9.3","0","0","0","0.0","0.0","0.05","+1.0","+1.0",
"Aron Dønnum","noNOR","MF,DF","Toulouse","frLigue 1","27-219","1998","12.0","3","14","4","28.6","1.17","0.33","0.00","0.00","20.8","1","3","3","3.4","1.1","0.08","-0.4","-1.1",
"Simon Ebonog","cmCMR","MF","Le Havre","frLigue 1","21-101","2004","5.0","0","6","0","0.0","1.21","0.00","0.00","","21.1","0","0","0","0.7","0.7","0.11","-0.7","-0.7",
"Enzo Ebosse","cmCMR","DF","Hellas Verona","itSerie A","26-259","1999","0.6","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Claudio Echeverri","arARG","MF,FW","Leverkusen","deBundesliga","19-327","2006","1.2","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Éderson","brBRA","MF","Atalanta","itSerie A","26-141","1999","6.5","0","7","3","42.9","1.07","0.46","0.00","0.00","18.2","0","0","0","0.4","0.4","0.06","-0.4","-0.4",
"Noah Edjouma","frFRA","FW,MF","Toulouse","frLigue 1","20-052","2005","2.4","0","5","3","60.0","2.07","1.24","0.00","0.00","17.0","0","0","0","0.3","0.3","0.06","-0.3","-0.3",
"Odsonne Édouard","frFRA","FW","Crystal Palace","engPremier League","27-313","1998","0.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Odsonne Édouard","frFRA","FW","Lens","frLigue 1","27-313","1998","6.6","5","14","10","71.4","2.12","1.51","0.29","0.40","11.7","0","1","1","4.0","3.2","0.23","+1.0","+0.8",
"Marcus Edwards","engENG","FW,MF","Burnley","engPremier League","26-357","1998","0.3","0","2","1","50.0","7.50","3.75","0.00","0.00","18.9","1","0","0","0.1","0.1","0.05","-0.1","-0.1",
"CJ Egan-Riley","engENG","DF","Marseille","frLigue 1","22-327","2003","4.6","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Maximilian Eggestein","deGER","MF","Freiburg","deBundesliga","28-352","1996","11.0","2","12","2","16.7","1.09","0.18","0.17","1.00","17.5","0","0","0","1.1","1.1","0.09","+0.9","+0.9",
"Kingsley Ehizibue","nlNED","DF","Udinese","itSerie A","30-184","1995","5.9","0","1","0","0.0","0.17","0.00","0.00","","13.7","0","0","0","0.1","0.1","0.12","-0.1","-0.1",
"Ovie Ejaria","engENG","MF","Oviedo","esLa Liga","28-007","1997","1.7","0","2","1","50.0","1.16","0.58","0.00","0.00","24.8","0","0","0","0.0","0.0","0.02","0.0","0.0",
"Chidera Ejuke","ngNGA","FW,MF","Sevilla","esLa Liga","27-327","1998","3.3","0","8","0","0.0","2.42","0.00","0.00","","18.8","0","0","0","0.8","0.8","0.10","-0.8","-0.8",
"Hjalmar Ekdal","seSWE","DF","Burnley","engPremier League","27-035","1998","5.9","0","3","1","33.3","0.51","0.17","0.00","0.00","8.4","0","0","0","0.2","0.2","0.07","-0.2","-0.2",
"Jeff Ekhator","itITA","FW","Genoa","itSerie A","19-014","2006","3.4","1","8","2","25.0","2.35","0.59","0.13","0.50","14.0","0","0","0","1.4","1.4","0.18","-0.4","-0.4",
"Hugo Ekitike","frFRA","FW","Liverpool","engPremier League","23-158","2002","7.4","3","16","4","25.0","2.16","0.54","0.19","0.75","16.3","0","0","0","2.3","2.3","0.15","+0.7","+0.7",
"Jurgen Ekkelenkamp","nlNED","MF","Udinese","itSerie A","25-234","2000","5.2","0","5","3","60.0","0.96","0.58","0.00","0.00","24.7","1","0","0","0.8","0.8","0.15","-0.8","-0.8",
"Jacques Ekomie","gaGAB","DF","Angers","frLigue 1","22-098","2003","9.2","0","4","2","50.0","0.44","0.22","0.00","0.00","10.7","0","0","0","0.6","0.6","0.16","-0.6","-0.6",
"Caleb Ekuban","ghGHA","FW","Genoa","itSerie A","31-247","1994","3.2","1","11","3","27.3","3.39","0.92","0.09","0.33","14.6","0","0","0","1.3","1.3","0.12","-0.3","-0.3",
"Anthony Elanga","seSWE","FW,MF","Newcastle Utd","engPremier League","23-212","2002","4.7","0","4","1","25.0","0.85","0.21","0.00","0.00","12.9","0","0","0","0.8","0.8","0.20","-0.8","-0.8",
"Daniel Elfadli","lyLBY","DF","Hamburger SV","deBundesliga","28-233","1997","8.3","0","2","1","50.0","0.24","0.12","0.00","0.00","18.1","0","0","0","0.1","0.1","0.03","-0.1","-0.1",
"Unai Elgezabal","esESP","DF,MF","Levante","esLa Liga","32-214","1993","9.9","0","1","0","0.0","0.10","0.00","0.00","","5.5","0","0","0","0.6","0.6","0.56","-0.6","-0.6",
"Mikael Ellertsson","isISL","FW,DF","Genoa","itSerie A","23-259","2002","9.1","1","9","4","44.4","0.99","0.44","0.11","0.25","15.9","0","0","0","1.5","1.5","0.16","-0.5","-0.5",
"Harvey Elliott","engENG","MF,FW","Liverpool","engPremier League","22-235","2003","0.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Harvey Elliott","engENG","MF,FW","Aston Villa","engPremier League","22-235","2003","1.1","0","3","0","0.0","2.76","0.00","0.00","","15.3","0","0","0","0.2","0.2","0.06","-0.2","-0.2",
"Elif Elmas","mkMKD","MF,FW","Napoli","itSerie A","26-062","1999","3.8","0","8","3","37.5","2.11","0.79","0.00","0.00","17.8","0","0","0","0.8","0.8","0.10","-0.8","-0.8",
"Aritz Elustondo","esESP","DF","Real Sociedad","esLa Liga","31-242","1994","1.1","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Nico Elvedi","chSUI","DF","Gladbach","deBundesliga","29-056","1996","11.0","0","4","0","0.0","0.36","0.00","0.00","","11.7","0","0","0","0.2","0.2","0.05","-0.2","-0.2",
"Breel Embolo","chSUI","FW","Rennes","frLigue 1","28-284","1997","6.7","4","12","8","66.7","1.78","1.19","0.33","0.50","12.9","0","0","0","2.8","2.8","0.24","+1.2","+1.2",
"Emanuel Emegha","nlNED","FW","Strasbourg","frLigue 1","22-295","2003","4.4","4","15","6","40.0","3.44","1.38","0.27","0.67","12.2","1","0","0","3.5","3.5","0.23","+0.5","+0.5",
"Emersonn","brBRA","FW","Toulouse","frLigue 1","21-132","2004","6.2","1","25","5","20.0","4.06","0.81","0.04","0.20","12.8","0","0","0","3.4","3.4","0.13","-2.4","-2.4",
"Julio Enciso","pyPAR","MF,FW","Strasbourg","frLigue 1","21-306","2004","3.8","0","14","5","35.7","3.64","1.30","0.00","0.00","20.0","0","0","0","1.7","1.7","0.12","-1.7","-1.7",
"Wataru Endo","jpJPN","MF,DF","Liverpool","engPremier League","32-289","1993","0.4","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Endrick","brBRA","FW","Real Madrid","esLa Liga","19-127","2006","0.1","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Yannik Engelhardt","deGER","MF","Gladbach","deBundesliga","24-291","2001","7.9","1","7","3","42.9","0.89","0.38","0.14","0.33","17.3","0","0","0","0.7","0.7","0.11","+0.3","+0.3",
"Christian Eriksen","dkDEN","MF","Wolfsburg","deBundesliga","33-284","1992","4.8","0","9","3","33.3","1.88","0.63","0.00","0.00","23.3","1","0","0","0.8","0.8","0.09","-0.8","-0.8",
"Aarón Escandell","esESP","GK","Oviedo","esLa Liga","30-059","1995","13.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Carlos Espí","esESP","FW","Levante","esLa Liga","20-124","2005","0.8","0","1","0","0.0","1.23","0.00","0.00","","14.0","0","0","0","0.0","0.0","0.03","0.0","0.0",
"Alfonso Espino","uyURU","FW,DF","Rayo Vallecano","esLa Liga","33-324","1992","2.1","1","2","2","100.0","0.96","0.96","0.50","0.50","13.9","0","0","0","0.8","0.8","0.41","+0.2","+0.2",
"Francesco Esposito","itITA","FW","Inter","itSerie A","20-150","2005","3.8","1","13","4","30.8","3.41","1.05","0.08","0.25","11.1","0","0","0","1.5","1.5","0.12","-0.5","-0.5",
"Sebastiano Esposito","itITA","FW,MF","Cagliari","itSerie A","23-146","2002","8.8","2","15","2","13.3","1.71","0.23","0.13","1.00","20.6","1","0","0","1.1","1.1","0.07","+0.9","+0.9",
"Romain Esse","engENG","FW","Crystal Palace","engPremier League","20-196","2005","0.3","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Samuel Essende","cdCOD","FW","Augsburg","deBundesliga","27-306","1998","2.4","1","7","3","42.9","2.89","1.24","0.14","0.33","15.8","0","0","0","0.9","0.9","0.13","+0.1","+0.1",
"Marco Esteban","esESP","DF","Oviedo","esLa Liga","19-328","2006","0.5","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Maxime Estève","frFRA","DF","Burnley","engPremier League","23-183","2002","11.9","0","4","1","25.0","0.34","0.08","0.00","0.00","13.0","0","0","0","0.2","0.2","0.05","-0.2","-0.2",
"Nahuel Estévez","arARG","MF","Parma","itSerie A","30-011","1995","3.5","0","2","0","0.0","0.58","0.00","0.00","","24.5","0","0","0","0.1","0.1","0.04","-0.1","-0.1",
"Pervis Estupiñán","ecECU","DF","Milan","itSerie A","27-308","1998","4.9","0","5","0","0.0","1.02","0.00","0.00","","23.4","0","0","0","0.1","0.1","0.02","-0.1","-0.1",
"Karl Etta Eyong","cmCMR","FW","Villarreal","esLa Liga","22-042","2003","2.8","1","7","3","42.9","2.46","1.05","0.14","0.33","12.4","0","0","0","0.9","0.9","0.13","+0.1","+0.1",
"Karl Etta Eyong","cmCMR","FW","Levante","esLa Liga","22-042","2003","8.8","5","21","10","47.6","2.38","1.13","0.24","0.50","14.6","0","0","1","5.2","4.4","0.21","-0.2","+0.6",
"Evanilson","brBRA","FW","Bournemouth","engPremier League","26-050","1999","9.0","1","23","6","26.1","2.55","0.67","0.04","0.17","11.9","0","0","0","2.0","2.0","0.09","-1.0","-1.0",
"Edu Expósito","esESP","MF","Espanyol","esLa Liga","29-116","1996","9.7","0","14","3","21.4","1.45","0.31","0.00","0.00","26.6","1","0","0","0.7","0.7","0.05","-0.7","-0.7",
"Eberechi Eze","engENG","MF,FW","Arsenal","engPremier League","27-149","1998","7.9","4","25","10","40.0","3.18","1.27","0.16","0.40","17.4","0","0","0","2.3","2.3","0.09","+1.7","+1.7",
"Eberechi Eze","engENG","MF","Crystal Palace","engPremier League","27-149","1998","0.9","0","6","2","33.3","6.51","2.17","0.00","0.00","32.4","0","0","0","0.2","0.2","0.04","-0.2","-0.2",
"Abde Ezzalzouli","maMAR","FW","Betis","esLa Liga","23-343","2001","6.7","3","22","8","36.4","3.30","1.20","0.14","0.38","19.3","1","0","0","2.9","2.9","0.13","+0.1","+0.1",
"Giovanni Fabbian","itITA","MF","Bologna","itSerie A","22-315","2003","4.8","0","8","0","0.0","1.68","0.00","0.00","","13.4","0","0","0","1.1","1.1","0.13","-1.1","-1.1",
"Alieu Fadera","gmGAM","FW","Sassuolo","itSerie A","24-022","2001","4.4","1","7","2","28.6","1.59","0.45","0.14","0.50","17.7","1","0","0","1.0","1.0","0.14","0.0","0.0",
"Nicolò Fagioli","itITA","MF","Fiorentina","itSerie A","24-286","2001","5.9","0","2","0","0.0","0.34","0.00","0.00","","27.9","0","0","0","0.0","0.0","0.02","0.0","0.0",
"Omar Falah","esESP","DF,MF","Oviedo","esLa Liga","22-077","2003","0.2","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Wladimiro Falcone","itITA","GK","Lecce","itSerie A","30-227","1995","12.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Ansu Fati","esESP","MF,FW","Monaco","frLigue 1","23-025","2002","4.5","5","15","5","33.3","3.32","1.11","0.13","0.40","15.8","0","3","4","6.8","3.5","0.24","-1.8","-1.5",
"Abdoulaye Faye","snSEN","DF","Lorient","frLigue 1","21-064","2004","6.4","0","6","1","16.7","0.94","0.16","0.00","0.00","11.0","0","0","0","0.5","0.5","0.08","-0.5","-0.5",
"Jacopo Fazzini","itITA","MF,FW","Fiorentina","itSerie A","22-254","2003","4.3","0","7","1","14.3","1.64","0.23","0.00","0.00","23.0","0","0","0","0.3","0.3","0.04","-0.3","-0.3",
"Aleix Febas","esESP","MF","Elche","esLa Liga","29-296","1996","13.0","1","9","4","44.4","0.69","0.31","0.11","0.25","17.4","0","0","0","0.9","0.9","0.09","+0.1","+0.1",
"Mattia Felici","itITA","FW,DF","Cagliari","itSerie A","24-222","2001","4.3","2","8","5","62.5","1.85","1.15","0.25","0.40","16.8","0","0","0","0.7","0.7","0.08","+1.3","+1.3",
"Luiz Felipe","itITA","DF","Rayo Vallecano","esLa Liga","28-248","1997","2.4","0","1","1","100.0","0.41","0.41","0.00","0.00","10.7","0","0","0","0.1","0.1","0.06","-0.1","-0.1",
"Robin Fellhauer","deGER","MF,DF","Augsburg","deBundesliga","27-308","1998","9.5","1","12","3","25.0","1.26","0.32","0.08","0.33","16.7","0","0","0","0.7","0.7","0.06","+0.3","+0.3",
"Kiko Femenía","esESP","DF,FW","Getafe","esLa Liga","34-296","1991","6.7","0","1","0","0.0","0.15","0.00","0.00","","34.4","0","0","0","0.0","0.0","0.01","0.0","0.0",
"Evan Ferguson","ieIRL","FW","Roma","itSerie A","21-037","2004","3.7","1","9","4","44.4","2.43","1.08","0.11","0.25","15.7","0","0","0","0.8","0.8","0.09","+0.2","+0.2",
"Lewis Ferguson","sctSCO","MF","Bologna","itSerie A","26-093","1999","5.9","0","4","1","25.0","0.67","0.17","0.00","0.00","20.1","0","0","0","0.2","0.2","0.05","-0.2","-0.2",
"Bruno Fernandes","ptPOR","MF","Manchester Utd","engPremier League","31-078","1994","11.9","2","27","7","25.9","2.27","0.59","0.04","0.14","21.2","2","1","3","5.0","2.7","0.10","-3.0","-1.7",
"Mateus Fernandes","ptPOR","MF,FW","West Ham","engPremier League","21-138","2004","8.0","1","6","1","16.7","0.75","0.13","0.17","1.00","23.7","0","0","0","0.5","0.5","0.08","+0.5","+0.5",
"Enzo Fernández","arARG","MF","Chelsea","engPremier League","24-312","2001","10.8","4","23","11","47.8","2.13","1.02","0.13","0.27","16.8","2","1","1","5.4","4.6","0.20","-1.4","-1.6",
"Ezequiél Fernández","arARG","MF","Leverkusen","deBundesliga","23-123","2002","3.3","0","3","0","0.0","0.91","0.00","0.00","","24.0","0","0","0","0.1","0.1","0.04","-0.1","-0.1",
"Manu Fernández","esESP","DF","Celta Vigo","esLa Liga","24-216","2001","5.2","0","2","0","0.0","0.39","0.00","0.00","","29.9","0","0","0","0.0","0.0","0.02","0.0","0.0",
"Pedro Fernandez","esESP","MF,FW","Barcelona","esLa Liga","17-317","2008","0.8","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Pelayo Fernandez","esESP","DF","Rayo Vallecano","esLa Liga","22-210","2003","0.5","0","1","0","0.0","2.00","0.00","0.00","","10.4","0","0","0","0.0","0.0","0.04","0.0","0.0",
"Roberto Férnandez","esESP","FW,MF","Espanyol","esLa Liga","23-145","2002","9.8","3","28","10","35.7","2.87","1.02","0.11","0.30","14.2","0","0","0","3.6","3.6","0.13","-0.6","-0.6",
"Toni Fernández","esESP","FW","Barcelona","esLa Liga","17-133","2008","0.5","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Matias Fernandez-Pardo","beBEL","FW","Lille","frLigue 1","20-295","2005","9.8","2","22","9","40.9","2.24","0.92","0.09","0.22","14.8","0","0","0","2.5","2.5","0.12","-0.5","-0.5",
"Max Finkgräfe","deGER","FW","RB Leipzig","deBundesliga","21-243","2004","0.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Junior Firpo","doDOM","DF","Betis","esLa Liga","29-095","1996","4.8","0","4","0","0.0","0.84","0.00","0.00","","8.9","0","0","0","0.4","0.4","0.10","-0.4","-0.4",
"Jonathan Fischer","dkDEN","GK","Metz","frLigue 1","24-016","2001","12.2","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Kilian Fischer","deGER","DF","Wolfsburg","deBundesliga","25-044","2000","6.7","0","2","0","0.0","0.30","0.00","0.00","","21.7","0","0","0","0.1","0.1","0.05","-0.1","-0.1",
"Mark Flekken","nlNED","GK","Leverkusen","deBundesliga","32-165","1993","11.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Zian Flemming","nlNED","FW,MF","Burnley","engPremier League","27-116","1998","4.6","3","10","4","40.0","2.15","0.86","0.30","0.75","16.1","0","0","0","1.2","1.2","0.12","+1.8","+1.8",
"Romano Floriani","itITA","DF,FW","Cremonese","itSerie A","22-302","2003","5.2","0","2","0","0.0","0.38","0.00","0.00","","21.5","0","0","0","0.1","0.1","0.04","-0.1","-0.1",
"Phil Foden","engENG","MF","Manchester City","engPremier League","25-181","2000","8.9","1","18","3","16.7","2.03","0.34","0.06","0.33","18.1","1","0","0","1.8","1.8","0.10","-0.8","-0.8",
"Malick Fofana","beBEL","FW","Lyon","frLigue 1","20-239","2005","8.0","2","18","9","50.0","2.25","1.12","0.11","0.22","14.9","0","0","0","2.7","2.7","0.15","-0.7","-0.7",
"Rayan Fofana","frFRA","FW","Lens","frLigue 1","19-286","2006","4.7","2","20","7","35.0","4.22","1.48","0.10","0.29","15.4","0","0","0","3.0","3.0","0.15","-1.0","-1.0",
"Seko Fofana","ciCIV","MF","Rennes","frLigue 1","30-202","1995","7.1","1","8","2","25.0","1.12","0.28","0.13","0.50","22.4","0","0","0","0.9","0.9","0.11","+0.1","+0.1",
"Wesley Fofana","frFRA","DF","Chelsea","engPremier League","24-343","2000","3.4","0","1","0","0.0","0.29","0.00","0.00","","6.0","0","0","0","0.1","0.1","0.13","-0.1","-0.1",
"Youssouf Fofana","frFRA","MF","Milan","itSerie A","26-319","1999","10.9","1","21","8","38.1","1.93","0.74","0.05","0.13","19.2","0","0","0","2.0","2.0","0.10","-1.0","-1.0",
"Jonas Föhrenbach","deGER","DF","Heidenheim","deBundesliga","29-303","1996","10.6","1","2","1","50.0","0.19","0.09","0.50","1.00","12.0","0","0","0","0.4","0.4","0.22","+0.6","+0.6",
"Francesco Folino","itITA","DF","Cremonese","itSerie A","23-306","2002","0.4","1","1","1","100.0","2.81","2.81","1.00","1.00","8.0","0","0","0","0.1","0.1","0.12","+0.9","+0.9",
"Michael Folorunsho","itITA","MF,FW","Cagliari","itSerie A","27-291","1998","10.9","0","14","2","14.3","1.28","0.18","0.00","0.00","17.2","0","0","0","1.1","1.1","0.08","-1.1","-1.1",
"Álex Forés","esESP","FW","Oviedo","esLa Liga","24-227","2001","1.4","0","5","2","40.0","3.66","1.46","0.00","0.00","13.7","0","0","0","0.5","0.5","0.11","-0.5","-0.5",
"Pablo Fornals","esESP","MF","Betis","esLa Liga","29-276","1996","11.7","2","15","5","33.3","1.28","0.43","0.13","0.40","21.1","0","0","0","1.0","1.0","0.06","+1.0","+1.0",
"Héctor Fort","esESP","DF,MF","Elche","esLa Liga","19-115","2006","2.2","0","8","2","25.0","3.69","0.92","0.00","0.00","21.2","0","0","0","0.3","0.3","0.04","-0.3","-0.3",
"Niccolò Fortini","itITA","DF,MF","Fiorentina","itSerie A","19-285","2006","3.7","0","4","1","25.0","1.09","0.27","0.00","0.00","25.5","0","0","0","0.1","0.1","0.03","-0.1","-0.1",
"Lyle Foster","zaRSA","FW","Burnley","engPremier League","25-083","2000","6.6","2","8","2","25.0","1.20","0.30","0.25","1.00","14.2","0","0","0","1.3","1.3","0.16","+0.7","+0.7",
"Dimitri Foulquier","frFRA","DF","Valencia","esLa Liga","32-247","1993","7.1","0","1","0","0.0","0.14","0.00","0.00","","9.7","0","0","0","0.0","0.0","0.05","0.0","0.0",
"Juan Foyth","arARG","DF","Villarreal","esLa Liga","27-317","1998","6.0","0","1","0","0.0","0.17","0.00","0.00","","8.1","0","0","0","0.1","0.1","0.10","-0.1","-0.1",
"Alejandro Francés","esESP","DF","Girona","esLa Liga","23-116","2002","2.9","0","1","1","100.0","0.35","0.35","0.00","0.00","27.4","0","0","0","0.0","0.0","0.02","0.0","0.0",
"Przemysław Frankowski","plPOL","DF","Rennes","frLigue 1","30-227","1995","6.8","0","4","1","25.0","0.59","0.15","0.00","0.00","22.3","1","0","0","0.1","0.1","0.03","-0.1","-0.1",
"Davide Frattesi","itITA","MF,FW","Inter","itSerie A","26-034","1999","2.3","0","7","3","42.9","3.07","1.32","0.00","0.00","14.9","0","0","0","0.9","0.9","0.13","-0.9","-0.9",
"Oscar Fraulo","dkDEN","MF,DF","Gladbach","deBundesliga","21-354","2003","0.5","1","1","1","100.0","2.09","2.09","1.00","1.00","6.3","0","0","0","0.4","0.4","0.36","+0.6","+0.6",
"Morten Frendrup","dkDEN","MF","Genoa","itSerie A","24-232","2001","10.7","0","3","1","33.3","0.28","0.09","0.00","0.00","17.2","0","0","0","0.2","0.2","0.07","-0.2","-0.2",
"Martin Frese","dkDEN","DF","Hellas Verona","itSerie A","27-325","1998","9.4","0","10","4","40.0","1.06","0.43","0.00","0.00","21.4","3","0","0","0.4","0.4","0.04","-0.4","-0.4",
"Remo Freuler","chSUI","MF","Bologna","itSerie A","33-224","1992","7.6","0","2","0","0.0","0.26","0.00","0.00","","25.7","0","0","0","0.0","0.0","0.02","0.0","0.0",
"Marco Friedl","atAUT","DF","Werder Bremen","deBundesliga","27-254","1998","9.9","0","3","0","0.0","0.30","0.00","0.00","","27.4","0","0","0","0.1","0.1","0.02","-0.1","-0.1",
"Marvin Friedrich","deGER","DF","Gladbach","deBundesliga","29-347","1995","1.3","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Jeremie Frimpong","nlNED","DF,MF","Liverpool","engPremier League","24-350","2000","1.0","0","2","1","50.0","2.09","1.05","0.00","0.00","19.4","0","0","0","0.1","0.1","0.04","-0.1","-0.1",
"Jorge de Frutos","esESP","FW,MF","Rayo Vallecano","esLa Liga","28-278","1997","10.4","4","20","9","45.0","1.93","0.87","0.20","0.44","11.7","0","0","0","3.5","3.5","0.17","+0.5","+0.5",
"Chris Führich","deGER","FW,MF","Stuttgart","deBundesliga","27-320","1998","3.7","1","10","5","50.0","2.74","1.37","0.10","0.20","23.5","0","0","0","0.3","0.3","0.03","+0.7","+0.7",
"Joel Fujita","jpJPN","MF","St. Pauli","deBundesliga","23-282","2002","10.8","0","9","1","11.1","0.84","0.09","0.00","0.00","25.3","0","0","0","0.3","0.3","0.04","-0.3","-0.3",
"Niclas Füllkrug","deGER","FW","West Ham","engPremier League","32-289","1993","4.4","0","8","3","37.5","1.82","0.68","0.00","0.00","9.3","0","0","0","0.8","0.8","0.10","-0.8","-0.8",
"Matteo Gabbia","itITA","DF","Milan","itSerie A","26-035","1999","12.0","0","7","1","14.3","0.58","0.08","0.00","0.00","8.6","0","0","0","0.4","0.4","0.05","-0.4","-0.4",
"Tiago Gabriel","ptPOR","DF","Lecce","itSerie A","20-334","2004","11.1","1","9","2","22.2","0.81","0.18","0.11","0.50","10.9","0","0","0","1.2","1.2","0.13","-0.2","-0.2",
"Gianluca Gaetano","itITA","MF,FW","Cagliari","itSerie A","25-204","2000","4.5","0","13","5","38.5","2.92","1.12","0.00","0.00","24.1","5","0","0","0.6","0.6","0.05","-0.6","-0.6",
