Name, Nation, Position, Club, League, Age, YearBorn, 90s,Touches, DefPenTouches, Def3rdTouches,Mid3rdTouches,Att3rdTouches, AttPenAreaTouches,LiveBallTouches, TakeOnAtt,TakeOnSucc,TakeOnSucc%,TackledDuringTakeOn,TackledDuringTakeOn%, Carries,CarryDistTot, ProgressiveCarryDist,ProgressiveCarries,CarriesIntoFinal3rd, CarriesIntoPenArea, MisControls, Dispossessed, PassesRecieved,ProgPassesRecieved
"Iker Muñoz","esESP","MF","Osasuna","esLa Liga","21","2002","6.8","365","14","56","235","75","7","365","4","2","50.0","2","50.0","184","706","314","6","3","0","6","4","242","10",
"Javier Muñoz","esESP","MF,DF","Las Palmas","esLa Liga","29","1995","28.8","1411","44","272","814","342","32","1411","36","21","58.3","13","36.1","700","3825","1599","36","29","7","29","15","939","91",
"Víctor Muñoz","esESP","FW,DF","Real Madrid","esLa Liga","21","2003","0.4","17","0","1","0","16","4","17","2","0","0.0","2","100.0","15","142","40","3","1","2","1","1","16","9",
"Arijanet Muric","xkKVX","GK","Ipswich Town","engPremier League","25","1998","18.0","689","559","672","18","0","0","689","0","0","","0","","405","2088","1178","0","0","0","3","1","321","0",
"Murillo","brBRA","DF","Nott'ham Forest","engPremier League","22","2002","35.4","1918","421","989","840","105","24","1918","37","27","73.0","10","27.0","821","4254","2531","22","25","1","19","10","989","5",
"Vedat Muriqi","xkKVX","FW","Mallorca","esLa Liga","30","1994","22.9","733","48","75","358","307","114","730","26","9","34.6","15","57.7","334","1463","476","23","12","10","55","26","550","103",
"Jacob Murphy","engENG","FW","Newcastle Utd","engPremier League","29","1995","26.2","1271","27","188","474","622","92","1271","69","35","50.7","31","44.9","733","4416","2339","79","40","27","32","37","911","231",
"Bob Murphy Omoregbe","itITA","MF","Milan","itSerie A","20","2003","0.0","2","0","0","0","2","1","2","0","0","","0","","1","13","9","0","0","0","0","0","1","1",
"Yunus Musah","usUSA","MF,FW","Milan","itSerie A","21","2002","17.5","888","19","144","468","293","37","888","37","21","56.8","12","32.4","581","4052","2074","51","44","12","46","13","671","74",
"Jamal Musiala","deGER","MF","Bayern Munich","deBundesliga","21","2003","20.0","1278","7","94","565","636","163","1278","141","72","51.1","59","41.8","792","4412","2300","71","48","36","67","33","1031","156",
"Florent Muslija","xkKVX","FW,MF","Freiburg","deBundesliga","26","1998","1.9","121","3","17","42","62","3","121","7","4","57.1","2","28.6","83","435","191","5","7","2","7","1","86","14",
"Almoatasem Al Musrati","lyLBY","MF","Monaco","frLigue 1","28","1996","4.3","339","6","55","209","76","7","339","4","2","50.0","2","50.0","195","757","401","2","5","0","3","2","237","5",
"Juan Musso","arARG","GK","Atalanta","itSerie A","30","1994","1.0","35","30","35","0","0","0","35","0","0","","0","","12","91","48","0","0","0","0","0","10","0",
"Juan Musso","arARG","GK","Atlético Madrid","esLa Liga","30","1994","2.0","61","58","61","0","0","0","61","0","0","","0","","42","224","157","0","0","0","0","0","31","0",
"Kingstone Mutandwa","zmZAM","FW,MF","Cagliari","itSerie A","21","2003","1.4","44","0","4","24","16","4","44","3","1","33.3","2","66.7","25","183","41","1","1","0","7","0","31","7",
"Junior Mwanga","frFRA","MF","Le Havre","frLigue 1","21","2003","10.6","555","27","156","322","88","12","555","16","7","43.8","9","56.3","315","1751","844","15","7","2","9","15","342","15",
"Junior Mwanga","frFRA","MF","Strasbourg","frLigue 1","21","2003","3.3","177","6","55","113","13","1","177","6","2","33.3","4","66.7","99","428","138","2","2","0","5","6","119","2",
"Phillipp Mwene","atAUT","DF","Mainz 05","deBundesliga","30","1994","29.0","1555","68","356","628","586","49","1555","50","22","44.0","25","50.0","775","4375","1993","62","49","12","47","26","893","144",
"Vitaliy Mykolenko","uaUKR","DF","Everton","engPremier League","25","1999","34.2","1678","125","525","713","452","32","1678","20","8","40.0","9","45.0","697","2825","1506","33","28","1","23","11","860","99",
"Joakim Mæhle","dkDEN","DF","Wolfsburg","deBundesliga","27","1997","24.3","1464","65","442","639","395","43","1464","60","19","31.7","38","63.3","791","4166","2155","59","42","6","37","8","844","117",
"Obite N'Dicka","ciCIV","DF","Roma","itSerie A","24","1999","38.0","2823","360","1348","1401","85","26","2823","3","0","0.0","2","66.7","1734","8749","4009","29","19","0","20","3","2065","5",
"Konan N'dri","ciCIV","FW,MF","Lecce","itSerie A","23","2000","3.4","122","1","5","36","82","9","122","20","7","35.0","9","45.0","78","819","424","16","13","2","11","8","84","22",
"Loïc N'Gatta","frFRA","DF","Auxerre","frLigue 1","20","2003","0.1","19","2","3","13","3","0","19","0","0","","0","","12","101","60","2","0","0","1","2","13","0",
"Nathan N'Goumou","cmCMR","FW","Gladbach","deBundesliga","24","2000","9.2","386","13","68","132","192","55","386","27","9","33.3","12","44.4","215","1456","851","30","18","16","12","11","258","85",
"Djylian N'Guessan","frFRA","FW","Saint-Étienne","frLigue 1","15","2008","2.0","80","0","10","39","31","9","80","10","2","20.0","7","70.0","49","218","58","1","1","2","4","4","61","16",
"Stanley N'Soki","frFRA","DF","Hoffenheim","deBundesliga","25","1999","14.5","1005","110","480","486","50","4","1005","16","11","68.8","3","18.8","529","2262","1033","10","8","0","16","5","615","6",
"Mickael Nade","frFRA","DF","Saint-Étienne","frLigue 1","25","1999","25.6","1665","280","841","785","51","10","1665","8","3","37.5","4","50.0","825","3565","2148","17","11","1","16","5","1076","2",
"Bilal Nadir","maMAR","MF","Marseille","frLigue 1","20","2003","4.3","305","7","44","159","107","11","305","9","4","44.4","2","22.2","167","1027","563","18","12","3","7","8","232","25",
"Mahamadou Nagida","cmCMR","DF","Rennes","frLigue 1","19","2005","4.8","289","8","64","118","113","9","289","14","5","35.7","5","35.7","169","1217","674","22","12","3","10","7","179","55",
"Keito Nakamura","jpJPN","FW,MF","Reims","frLigue 1","24","2000","29.4","1110","28","179","391","554","129","1110","78","30","38.5","45","57.7","675","4372","2356","90","45","33","67","43","776","197",
"Sebastian Nanasi","seSWE","MF,FW","Strasbourg","frLigue 1","22","2002","23.4","992","22","141","471","393","73","992","40","19","47.5","19","47.5","557","2735","1563","53","41","15","20","15","690","127",
"Yael Nandjou","frFRA","DF","Nice","frLigue 1","19","2005","1.7","89","10","32","35","23","6","89","1","1","100.0","0","0.0","27","82","52","2","0","1","1","0","40","9",
"Nikolas Nartey","dkDEN","MF","Stuttgart","deBundesliga","24","2000","0.2","9","3","6","1","2","0","9","0","0","","0","","3","17","3","0","0","0","0","0","2","0",
"Matija Nastasić","rsSRB","DF","Leganés","esLa Liga","31","1993","23.4","1128","190","638","476","15","7","1128","1","1","100.0","0","0.0","499","2052","1051","1","1","0","5","0","626","0",
"Natan","brBRA","DF","Betis","esLa Liga","23","2001","24.2","1514","197","813","671","42","19","1514","3","2","66.7","0","0.0","929","4788","2750","12","5","0","15","8","994","6",
"Pau Navarro","esESP","DF","Villarreal","esLa Liga","19","2005","10.2","668","51","283","323","66","2","668","7","3","42.9","4","57.1","322","1190","568","3","3","0","4","4","403","7",
"Roberto Navarro","esESP","MF,FW","Mallorca","esLa Liga","22","2002","14.2","683","16","112","316","278","42","683","67","35","52.2","21","31.3","425","2777","1409","45","46","10","47","34","441","85",
"Jesús Navas","esESP","FW,MF","Sevilla","esLa Liga","38","1985","4.7","295","6","40","124","131","5","295","6","4","66.7","2","33.3","150","837","453","13","7","1","5","4","219","48",
"Michel Ndary Adopo","frFRA","MF","Cagliari","itSerie A","24","2000","26.8","1222","51","268","713","254","32","1222","42","19","45.2","20","47.6","656","2774","1212","20","21","1","39","26","783","61",
"Youssouf Ndayishimiye","biBDI","DF","Nice","frLigue 1","25","1998","21.5","1581","179","648","866","83","10","1581","8","6","75.0","2","25.0","906","4350","2619","17","12","0","14","7","1040","9",
"Iliman Ndiaye","snSEN","FW","Everton","engPremier League","24","2000","27.0","1084","36","219","451","464","83","1082","143","68","47.6","64","44.8","621","4800","2367","86","44","32","55","44","674","122",
"Junior Ndiaye","frFRA","FW","Montpellier","frLigue 1","19","2005","4.9","124","2","10","63","51","16","124","8","2","25.0","4","50.0","61","327","142","5","4","5","14","4","90","26",
"Rassoul Ndiaye","snSEN","MF","Le Havre","frLigue 1","22","2001","11.8","578","34","172","260","151","22","578","12","3","25.0","9","75.0","261","1223","450","6","5","0","15","4","324","30",
"Wilfred Ndidi","ngNGA","MF","Leicester City","engPremier League","27","1996","25.8","1400","119","461","699","253","61","1400","33","13","39.4","18","54.5","670","2727","1101","18","23","2","37","33","834","75",
"Wilfried Ndollo","cmCMR","DF","Montpellier","frLigue 1","19","2005","4.5","251","9","83","97","74","2","251","8","1","12.5","3","37.5","119","554","257","5","2","1","11","5","143","18",
"Tanguy Ndombele","frFRA","MF","Nice","frLigue 1","27","1996","12.6","611","17","100","398","120","25","611","47","25","53.2","19","40.4","366","1783","923","22","8","6","28","21","436","36",
"Cher Ndour","itITA","MF,DF","Fiorentina","itSerie A","20","2004","4.5","265","7","50","146","72","8","265","4","2","50.0","1","25.0","155","988","388","12","7","1","5","6","186","26",
"Dan Ndoye","chSUI","FW","Bologna","itSerie A","23","2000","23.8","1021","4","74","410","560","105","1019","96","37","38.5","43","44.8","755","5756","3035","132","54","50","82","46","825","231",
"Paul Nebel","deGER","MF","Mainz 05","deBundesliga","21","2002","26.1","1516","29","182","635","717","73","1516","64","25","39.1","36","56.3","894","4572","1820","67","45","19","67","43","1079","219",
"Kosta Nedeljković","rsSRB","DF","Aston Villa","engPremier League","18","2005","1.4","66","4","15","32","19","0","66","2","1","50.0","1","50.0","27","101","33","1","0","0","1","0","32","0",
"Kosta Nedeljković","rsSRB","DF","RB Leipzig","deBundesliga","18","2005","5.3","283","16","66","116","102","5","283","4","1","25.0","2","50.0","120","670","346","10","7","1","4","1","170","27",
"Loïc Nego","huHUN","DF,FW","Le Havre","frLigue 1","33","1991","27.3","1469","96","476","693","312","34","1469","32","17","53.1","12","37.5","742","3703","2302","64","38","3","19","9","900","123",
"Ivan Nekić","hrCRO","DF","Holstein Kiel","deBundesliga","23","2000","0.8","50","3","29","21","0","0","50","1","0","0.0","1","100.0","19","44","10","0","0","0","1","1","35","0",
"Reiss Nelson","engENG","FW","Arsenal","engPremier League","24","1999","0.0","2","0","1","1","0","0","2","0","0","","0","","1","4","4","0","0","0","0","0","1","0",
"Reiss Nelson","engENG","FW","Fulham","engPremier League","24","1999","5.4","347","5","30","110","212","35","347","35","13","37.1","13","37.1","259","1956","960","45","25","21","14","8","274","63",
"Victor Nelsson","dkDEN","DF","Roma","itSerie A","25","1998","2.1","141","6","61","73","8","2","141","1","1","100.0","0","0.0","66","269","149","0","0","0","4","0","99","0",
"David Nemeth","atAUT","DF","St. Pauli","deBundesliga","23","2001","23.7","1338","158","666","622","58","10","1338","9","4","44.4","5","55.6","697","3670","1853","14","9","0","12","3","833","5",
"David Neres","brBRA","FW","Napoli","itSerie A","27","1997","14.3","724","8","73","287","388","60","724","75","33","44.0","36","48.0","443","3801","1903","73","37","30","38","23","513","143",
"Neto","brBRA","GK","Bournemouth","engPremier League","35","1989","2.0","70","60","70","0","0","0","70","0","0","","0","","35","148","99","0","0","0","0","0","28","0",
"Pedro Neto","ptPOR","FW","Chelsea","engPremier League","24","2000","25.2","1153","13","100","336","735","116","1153","104","34","32.7","46","44.2","746","6336","3342","126","57","45","45","30","838","253",
"Luca Netz","deGER","DF","Gladbach","deBundesliga","21","2003","10.8","666","44","241","257","172","17","666","21","6","28.6","14","66.7","288","1198","668","16","11","3","14","10","387","55",
"Manuel Neuer","deGER","GK","Bayern Munich","deBundesliga","38","1986","22.0","956","553","900","58","0","0","956","1","1","100.0","0","0.0","638","3260","1880","0","0","0","0","0","697","0",
"Florian Neuhaus","deGER","MF","Gladbach","deBundesliga","27","1997","4.2","292","11","68","176","52","9","292","9","5","55.6","4","44.4","159","871","530","10","10","1","9","1","193","8",
"João Neves","ptPOR","MF,DF","Paris S-G","frLigue 1","19","2004","20.5","1851","46","323","1051","494","55","1851","30","16","53.3","11","36.7","1018","4913","2262","35","44","3","26","16","1397","80",
"Yvan Neyou","cmCMR","MF","Leganés","esLa Liga","27","1997","25.7","1379","45","325","878","194","9","1379","42","19","45.2","17","40.5","806","3496","1480","24","26","1","28","21","934","30",
"Cyril Ngonge","beBEL","FW","Napoli","itSerie A","24","2000","2.4","145","2","14","58","74","10","145","21","7","33.3","10","47.6","93","599","276","7","5","4","4","7","110","36",
"Mikayil Ngor Faye","snSEN","DF","Rennes","frLigue 1","20","2004","7.6","617","41","241","336","49","7","617","6","2","33.3","4","66.7","386","1726","960","12","6","1","9","4","415","4",
"Steve Ngoura","frFRA","FW","Le Havre","frLigue 1","19","2005","3.2","106","3","9","45","56","18","106","12","7","58.3","5","41.7","54","277","104","3","5","1","14","9","74","19",
"Bernard Nguene","cmCMR","FW","Nice","frLigue 1","17","2006","0.1","5","0","0","3","2","0","5","1","0","0.0","1","100.0","4","11","5","0","0","0","1","0","5","1",
"Moussa Niakhate","snSEN","DF","Lyon","frLigue 1","28","1996","30.3","2133","277","1034","1032","77","7","2133","3","3","100.0","0","0.0","1331","7461","4792","34","14","0","9","4","1510","5",
"Abdoulaye Niakhate Ndiaye","snSEN","DF","Brest","frLigue 1","22","2002","19.0","1203","192","726","448","33","21","1203","8","2","25.0","6","75.0","598","3157","1594","5","2","0","15","5","740","4",
"Ibrahima Niane","snSEN","FW","Angers","frLigue 1","25","1999","10.5","312","8","27","146","145","50","311","19","6","31.6","11","57.9","182","934","424","19","15","8","35","17","230","50",
"Tanguy Nianzou","frFRA","DF","Sevilla","esLa Liga","22","2002","5.8","376","49","205","162","11","6","376","3","3","100.0","0","0.0","207","924","408","4","3","0","3","0","263","0",
"Cheikh Niasse","snSEN","MF","Hellas Verona","itSerie A","24","2000","8.4","353","17","78","201","78","9","353","7","1","14.3","5","71.4","160","672","248","5","2","1","14","7","181","15",
"Rasmus Nicolaisen","dkDEN","DF","Toulouse","frLigue 1","27","1997","6.9","445","58","217","213","18","8","445","2","1","50.0","1","50.0","268","1220","626","3","0","0","1","2","289","2",
"Moritz Nicolas","deGER","GK","Gladbach","deBundesliga","26","1997","18.2","838","692","835","3","0","0","838","0","0","","0","","575","2773","1548","0","0","0","0","0","508","0",
"Hans Nicolussi Caviglia","itITA","MF","Venezia","itSerie A","24","2000","31.8","1739","85","389","997","375","11","1739","50","17","34.0","29","58.0","901","4565","1704","20","24","1","40","37","1027","22",
"Julian Niehues","deGER","MF","Heidenheim","deBundesliga","23","2001","1.7","106","11","36","60","10","2","106","2","1","50.0","1","50.0","43","154","79","0","0","0","2","1","67","3",
"Oliver Nielsen","dkDEN","DF","Lazio","itSerie A","21","2003","0.4","23","3","9","12","2","0","23","0","0","","0","","10","28","11","0","0","0","0","0","13","0",
"Saúl Ñíguez","esESP","MF","Sevilla","esLa Liga","29","1994","17.3","904","35","206","482","226","49","904","28","12","42.9","13","46.4","386","1971","829","13","15","3","26","13","536","39",
"Tamás Nikitscher","huHUN","MF,DF","Valladolid","esLa Liga","24","1999","9.5","401","29","143","233","31","6","401","7","5","71.4","1","14.3","189","1151","400","2","5","0","6","9","236","7",
"Adrian Niño","esESP","FW","Atlético Madrid","esLa Liga","20","2004","0.1","2","0","0","0","2","2","2","0","0","","0","","1","4","0","0","0","0","0","0","1","1",
"Alieu Njie","seSWE","FW,MF","Torino","itSerie A","19","2005","4.4","167","2","21","61","86","14","167","19","7","36.8","11","57.9","108","748","276","10","7","5","14","9","115","26",
"Justin Njinmah","deGER","FW,MF","Werder Bremen","deBundesliga","23","2000","10.6","349","2","17","124","213","58","349","27","11","40.7","14","51.9","230","1424","711","33","16","12","23","7","264","103",
