Player,Nation,Position,Club,Leauge,Age,YearBorn,90s,SCA,SCA90,scLivePass,scDeadPass,scTake-on,scShots,scFouls,scDefense,GCA,GCA90,gcLivePass,gcDeadPass,gcTake-on,gcShots,gcFouls,gcDefense,Matches
"Sergio Escudero","esESP","DF,FW","Sevilla","esLa Liga","28","1989","17.2","33","1.92","26","2","2","1","2","0","2","0.12","2","0","0","0","0","0",
"Bernardo Espinosa","coCOL","DF","Girona","esLa Liga","29","1989","30.3","18","0.59","16","0","0","2","0","0","2","0.07","1","0","0","1","0","0",
"Michael Esser","deGER","GK","Hannover 96","deBundesliga","30","1987","32.0","12","0.37","10","2","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Alexander Esswein","deGER","MF,FW","Stuttgart","deBundesliga","28","1990","13.9","46","3.30","33","2","3","3","4","1","4","0.29","2","0","0","1","1","0",
"Neil Etheridge","phPHI","GK","Cardiff City","engPremier League","28","1990","38.0","11","0.29","7","4","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Beñat Etxebarria","esESP","MF","Athletic Club","esLa Liga","31","1987","22.6","66","2.92","36","27","0","3","0","0","3","0.13","0","3","0","0","0","0",
"Xabier Etxeita","esESP","DF","Huesca","esLa Liga","30","1987","29.7","17","0.57","11","1","0","4","0","1","0","0.00","0","0","0","0","0","0",
"Lucas Evangelista","brBRA","FW,MF","Nantes","frLigue 1","23","1995","8.0","18","2.25","12","0","0","0","5","1","1","0.12","1","0","0","0","0","0",
"Jonny Evans","nirNIR","DF","Leicester City","engPremier League","30","1988","22.2","12","0.54","10","0","0","2","0","0","1","0.05","0","0","0","1","0","0",
"Ewerton","brBRA","DF","Nürnberg","deBundesliga","29","1989","14.9","6","0.40","5","0","0","1","0","0","0","0.00","0","0","0","0","0","0",
"Valentin Eysseric","frFRA","FW,MF","Fiorentina","itSerie A","26","1992","4.0","16","4.02","13","3","0","0","0","0","1","0.25","1","0","0","0","0","0",
"Valentin Eysseric","frFRA","MF,FW","Nantes","frLigue 1","26","1992","2.3","14","6.03","3","5","1","2","3","0","0","0.00","0","0","0","0","0","0",
"Marco Fabián","mxMEX","FW","Eint Frankfurt","deBundesliga","29","1989","0.7","1","1.45","0","0","1","0","0","0","0","0.00","0","0","0","0","0","0",
"Łukasz Fabiański","plPOL","GK","West Ham","engPremier League","33","1985","38.0","5","0.13","4","1","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Fabinho","brBRA","MF","Liverpool","engPremier League","24","1993","22.4","42","1.87","33","0","2","2","3","2","5","0.22","4","0","0","0","1","0",
"Fábio","brBRA","DF,FW","Nantes","frLigue 1","28","1990","14.2","33","2.33","25","3","1","0","1","3","4","0.28","4","0","0","0","0","0",
"Cesc Fàbregas","esESP","MF","Chelsea","engPremier League","31","1987","2.0","8","4.00","8","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Cesc Fàbregas","esESP","MF","Monaco","frLigue 1","31","1987","10.7","41","3.82","31","9","0","1","0","0","3","0.28","3","0","0","0","0","0",
"Fabricio","esESP","GK","Fulham","engPremier League","30","1987","2.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Ralf Fährmann","deGER","GK","Schalke 04","deBundesliga","29","1988","16.3","1","0.06","0","1","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Romain Faivre","frFRA","MF","Monaco","frLigue 1","20","1998","1.0","1","1.00","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Fayçal Fajr","maMAR","MF","Caen","frLigue 1","29","1988","36.0","128","3.56","66","38","3","5","14","2","13","0.36","6","4","0","1","2","0",
"Radamel Falcao","coCOL","FW","Monaco","frLigue 1","32","1986","28.4","46","1.62","30","0","5","4","7","0","3","0.11","2","0","0","1","0","0",
"Diego Falcinelli","itITA","FW","Bologna","itSerie A","27","1991","7.8","15","1.91","9","0","0","2","2","2","2","0.25","2","0","0","0","0","0",
"Simon Falette","gnGUI","DF","Eint Frankfurt","deBundesliga","26","1992","6.7","3","0.45","3","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Iago Falque","esESP","FW,MF","Torino","itSerie A","28","1990","17.9","107","5.97","77","21","2","5","1","1","10","0.56","4","3","0","1","1","1",
"Paolo Faragò","itITA","MF,DF","Cagliari","itSerie A","25","1993","18.9","49","2.59","36","2","3","3","3","2","4","0.21","3","0","0","1","0","0",
"Mohamed Fares","dzALG","DF","SPAL","itSerie A","22","1996","32.8","80","2.44","59","4","4","7","3","3","3","0.09","0","1","1","1","0","0",
"Diego Farias","brBRA","FW","Empoli","itSerie A","28","1990","13.3","41","3.09","33","1","2","2","3","0","8","0.60","6","0","1","0","1","0",
"Diego Farias","brBRA","FW","Cagliari","itSerie A","28","1990","7.8","18","2.31","12","0","2","3","0","1","0","0.00","0","0","0","0","0","0",
"Andrea Favilli","itITA","FW,DF","Genoa","itSerie A","21","1997","1.9","7","3.71","4","0","1","1","0","1","2","1.06","1","0","0","0","0","1",
"Federico Fazio","arARG","DF","Roma","itSerie A","31","1987","31.2","21","0.67","17","0","1","1","0","2","2","0.06","2","0","0","0","0","0",
"Zouhair Feddal","maMAR","DF","Betis","esLa Liga","29","1989","18.9","17","0.90","14","0","0","2","0","1","1","0.05","1","0","0","0","0","0",
"Nabil Fekir","frFRA","MF","Lyon","frLigue 1","25","1993","22.1","130","5.89","80","16","13","11","10","0","13","0.59","11","0","1","0","1","0",
"Yassin Fekir","frFRA","FW","Lyon","frLigue 1","21","1997","0.1","1","7.50","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Felipe","brBRA","DF","Hannover 96","deBundesliga","31","1987","12.2","4","0.33","2","0","0","1","1","0","2","0.16","0","0","0","1","1","0",
"Luiz Felipe","itITA","DF","Lazio","itSerie A","21","1997","14.3","9","0.63","9","0","0","0","0","0","2","0.14","2","0","0","0","0","0",
"Ohis Felix Uduokhai","deGER","DF","Wolfsburg","deBundesliga","20","1997","2.7","4","1.48","4","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Marouane Fellaini","beBEL","MF","Manchester Utd","engPremier League","30","1987","8.4","13","1.56","9","1","0","0","3","0","2","0.24","1","0","0","0","1","0",
"Kiko Femenía","esESP","DF","Watford","engPremier League","27","1991","22.8","35","1.54","28","4","1","0","2","0","4","0.18","4","0","0","0","0","0",
"Edimilson Fernandes","chSUI","MF","Fiorentina","itSerie A","22","1996","21.9","60","2.74","56","0","1","2","1","0","4","0.18","2","0","0","2","0","0",
"Gelson Fernandes","chSUI","MF","Eint Frankfurt","deBundesliga","31","1986","24.7","13","0.53","11","0","0","0","0","2","1","0.04","1","0","0","0","0","0",
"Aitor Fernández","esESP","GK","Levante","esLa Liga","27","1991","16.0","2","0.12","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Andrés Fernández","esESP","GK","Villarreal","esLa Liga","31","1986","6.0","2","0.33","1","1","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Borja Fernández","esESP","MF,DF","Valladolid","esLa Liga","37","1981","9.3","9","0.96","6","0","0","1","2","0","0","0.00","0","0","0","0","0","0",
"Federico Fernández","arARG","DF","Newcastle Utd","engPremier League","29","1989","16.5","11","0.67","9","1","0","0","0","1","2","0.12","2","0","0","0","0","0",
"Joaquín Fernández","esESP","DF,MF","Valladolid","esLa Liga","22","1996","9.3","4","0.43","3","0","0","1","0","0","0","0.00","0","0","0","0","0","0",
"Valery Fernández","esESP","DF,FW","Girona","esLa Liga","18","1999","9.9","18","1.83","11","2","1","0","4","0","1","0.10","1","0","0","0","0","0",
"Fernandinho","brBRA","MF","Manchester City","engPremier League","33","1985","26.4","72","2.73","61","0","1","2","4","4","10","0.38","8","0","0","0","1","1",
"Juan Ferney Otero","coCOL","FW,MF","Amiens","frLigue 1","23","1995","24.2","66","2.73","51","4","3","3","5","0","6","0.25","5","0","0","1","0","0",
"Alex Ferrari","itITA","DF","Sampdoria","itSerie A","24","1994","6.0","3","0.50","2","0","0","0","1","0","0","0.00","0","0","0","0","0","0",
"David Ferreiro","esESP","MF,FW","Huesca","esLa Liga","30","1988","25.3","101","3.99","52","27","6","6","7","3","6","0.24","3","3","0","0","0","0",
"Facundo Ferreyra","arARG","FW","Espanyol","esLa Liga","27","1991","2.3","6","2.56","4","0","0","1","1","0","0","0.00","0","0","0","0","0","0",
"Jordan Ferri","frFRA","MF","Nîmes","frLigue 1","26","1992","20.8","64","3.07","56","0","3","2","2","1","7","0.34","4","0","0","2","1","0",
"Jordan Ferri","frFRA","MF","Lyon","frLigue 1","26","1992","1.3","2","1.55","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Oliver Fink","deGER","MF","Düsseldorf","deBundesliga","36","1982","11.7","26","2.22","17","1","2","1","2","3","4","0.34","2","0","1","0","0","1",
"Alfreð Finnbogason","isISL","FW","Augsburg","deBundesliga","29","1989","14.8","39","2.63","32","0","2","2","3","0","6","0.40","3","0","1","0","2","0",
"Roberto Firmino","brBRA","FW,MF","Liverpool","engPremier League","26","1991","29.0","116","4.00","90","0","9","10","3","4","17","0.59","12","0","3","1","1","0",
"Junior Firpo","doDOM","DF,FW","Betis","esLa Liga","21","1996","21.5","36","1.67","27","0","5","1","2","1","4","0.19","4","0","0","0","0","0",
"Mathieu Flamini","frFRA","MF","Getafe","esLa Liga","34","1984","5.0","4","0.80","3","0","0","0","1","0","1","0.20","1","0","0","0","0","0",
"Mark Flekken","nlNED","GK","Freiburg","deBundesliga","25","1993","1.0","1","1.00","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Sergio Floccari","itITA","FW","SPAL","itSerie A","36","1981","10.8","17","1.57","12","0","0","0","5","0","4","0.37","1","0","0","0","3","0",
"Alessandro Florenzi","itITA","DF,FW","Roma","itSerie A","27","1991","24.2","94","3.88","67","15","2","5","3","2","10","0.41","8","2","0","0","0","0",
"Phil Foden","engENG","MF","Manchester City","engPremier League","18","2000","3.7","16","4.29","11","0","3","0","2","0","1","0.27","1","0","0","0","0","0",
"Guessouma Fofana","mrMTN","MF","Amiens","frLigue 1","25","1992","2.1","2","0.97","0","0","0","0","1","1","0","0.00","0","0","0","0","0","0",
"Guessouma Fofana","mrMTN","MF","Guingamp","frLigue 1","25","1992","5.3","4","0.75","2","1","0","1","0","0","0","0.00","0","0","0","0","0","0",
"Seko Fofana","ciCIV","MF","Udinese","itSerie A","23","1995","29.3","102","3.48","81","1","12","5","3","0","9","0.31","8","0","1","0","0","0",
"Wesley Fofana","frFRA","DF","Saint-Étienne","frLigue 1","17","2000","1.8","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Youssouf Fofana","frFRA","MF","Strasbourg","frLigue 1","19","1999","10.1","17","1.68","11","0","4","0","2","0","2","0.20","2","0","0","0","0","0",
"Thomas Foket","beBEL","DF","Reims","frLigue 1","23","1994","32.0","40","1.25","34","5","0","0","1","0","1","0.03","0","1","0","0","0","0",
"Thomas Fontaine","mgMAD","DF,MF","Reims","frLigue 1","27","1991","4.7","3","0.64","3","0","0","0","0","0","1","0.21","1","0","0","0","0","0",
"José Fonte","ptPOR","DF","Lille","frLigue 1","34","1983","34.6","26","0.75","22","1","0","3","0","0","2","0.06","2","0","0","0","0","0",
"Rui Fonte","ptPOR","FW,MF","Lille","frLigue 1","28","1990","7.0","13","1.87","12","0","0","1","0","0","1","0.14","1","0","0","0","0","0",
"Pablo Fornals","esESP","MF,FW","Villarreal","esLa Liga","22","1996","27.5","107","3.88","87","3","7","5","3","2","7","0.25","7","0","0","0","0","0",
"Emil Forsberg","seSWE","MF,FW","RB Leipzig","deBundesliga","26","1991","13.9","70","5.04","50","10","3","4","3","0","15","1.08","10","1","1","2","1","0",
"Fraser Forster","engENG","GK","Southampton","engPremier League","30","1988","1.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Steven Fortes","cvCPV","DF","Toulouse","frLigue 1","26","1992","1.5","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Iver Fossum","noNOR","MF","Hannover 96","deBundesliga","22","1996","5.1","16","3.16","12","4","0","0","0","0","1","0.20","1","0","0","0","0","0",
"Ben Foster","engENG","GK","Watford","engPremier League","35","1983","38.0","9","0.24","5","4","0","0","0","0","1","0.03","0","1","0","0","0","0",
"Timothy Fosu-Mensah","nlNED","DF","Fulham","engPremier League","20","1998","8.8","11","1.25","10","0","0","0","0","1","0","0.00","0","0","0","0","0","0",
"Dimitri Foulquier","frFRA","MF,DF","Getafe","esLa Liga","25","1993","20.0","28","1.40","17","0","7","1","3","0","3","0.15","1","0","2","0","0","0",
"Juan Foyth","arARG","DF","Tottenham","engPremier League","20","1998","9.9","10","1.01","7","0","1","0","1","1","1","0.10","1","0","0","0","0","0",
"Raphael Framberger","deGER","DF,MF","Augsburg","deBundesliga","22","1995","6.1","13","2.14","8","1","2","0","2","0","0","0.00","0","0","0","0","0","0",
"Simon Francis","engENG","DF","Bournemouth","engPremier League","33","1985","13.7","26","1.90","24","1","1","0","0","0","4","0.29","3","0","1","0","0","0",
"Mike Frantz","deGER","MF,FW","Freiburg","deBundesliga","31","1986","24.6","35","1.42","27","1","2","0","4","1","3","0.12","1","0","0","0","1","1",
"Ryan Fraser","sctSCO","MF,FW","Bournemouth","engPremier League","24","1994","35.2","149","4.24","90","43","8","4","4","0","21","0.60","11","8","2","0","0","0",
"Pierluigi Frattali","itITA","GK","Parma","itSerie A","32","1985","1.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Fred","brBRA","MF","Manchester Utd","engPremier League","25","1993","11.6","31","2.68","25","3","0","1","2","0","2","0.17","2","0","0","0","0","0",
"Ryan Fredericks","engENG","DF","West Ham","engPremier League","25","1992","12.1","14","1.16","8","2","2","1","1","0","1","0.08","0","0","1","0","0","0",
"Remo Freuler","chSUI","MF","Atalanta","itSerie A","26","1992","33.6","116","3.46","102","2","2","7","2","1","16","0.48","11","1","0","2","2","0",
"Nicolas Frey","frFRA","DF","Chievo","itSerie A","34","1984","2.5","3","1.19","3","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Marco Friedl","atAUT","DF","Werder Bremen","deBundesliga","20","1998","5.3","1","0.19","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Alexander Fuchs","deGER","MF,FW","Nürnberg","deBundesliga","21","1997","7.3","19","2.61","14","0","1","3","1","0","0","0.00","0","0","0","0","0","0",
"Christian Fuchs","atAUT","DF","Leicester City","engPremier League","32","1986","2.3","11","4.78","10","0","0","0","0","1","0","0.00","0","0","0","0","0","0",
"Javi Fuego","esESP","MF","Villarreal","esLa Liga","34","1984","2.6","4","1.55","3","1","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Angelo Fulgini","frFRA","MF,FW","Angers","frLigue 1","21","1996","18.2","69","3.80","51","7","3","3","5","0","2","0.11","1","0","0","0","1","0",
"Niclas Füllkrug","deGER","FW","Hannover 96","deBundesliga","25","1993","12.4","33","2.67","26","0","1","3","3","0","6","0.49","5","0","0","0","1","0",
"Ramiro Funes Mori","arARG","DF,MF","Villarreal","esLa Liga","27","1991","29.2","26","0.89","17","0","0","6","1","2","2","0.07","1","0","0","1","0","0",
"Manolo Gabbiadini","itITA","FW,MF","Southampton","engPremier League","26","1991","5.3","10","1.89","7","0","1","0","2","0","1","0.19","1","0","0","0","0","0",
"Manolo Gabbiadini","itITA","FW","Sampdoria","itSerie A","26","1991","9.0","31","3.44","22","5","1","0","2","1","4","0.44","3","0","0","0","1","0",
"Mijat Gaćinović","rsSRB","MF","Eint Frankfurt","deBundesliga","23","1995","18.1","52","2.88","46","2","1","1","2","0","7","0.39","6","0","0","0","1","0",
"Gianluca Gaetano","itITA","MF,FW","Napoli","itSerie A","18","2000","0.1","2","22.50","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Roberto Gagliardini","itITA","MF","Inter","itSerie A","24","1994","12.1","31","2.57","30","1","0","0","0","0","1","0.08","1","0","0","0","0","0",
"Riccardo Gagliolo","seSWE","DF","Parma","itSerie A","28","1990","33.8","37","1.09","30","2","0","3","1","1","7","0.21","4","2","0","1","0","0",
"Milan Gajić","rsSRB","DF","Bordeaux","frLigue 1","22","1996","1.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Javi Galán","esESP","DF,FW","Huesca","esLa Liga","23","1994","16.0","33","2.06","21","2","4","1","4","1","3","0.19","2","0","0","1","0","0",
"Sam Gallagher","engENG","FW","Southampton","engPremier League","22","1995","0.4","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Álex Gallar","esESP","MF,FW","Huesca","esLa Liga","26","1992","11.2","49","4.37","29","8","7","5","0","0","4","0.36","1","0","2","1","0","0",
"Enric Gallego","esESP","FW","Huesca","esLa Liga","31","1986","17.1","40","2.34","28","1","2","0","7","2","3","0.18","2","0","1","0","0","0",
"Álex Gálvez","esESP","DF","Rayo Vallecano","esLa Liga","29","1989","15.7","13","0.83","13","0","0","0","0","0","1","0.06","1","0","0","0","0","0",
"Kévin Gameiro","frFRA","FW","Valencia","esLa Liga","31","1987","17.9","52","2.90","42","0","2","2","4","2","6","0.33","4","0","0","1","1","0",
"Idrissa Gana Gueye","snSEN","MF","Everton","engPremier League","28","1989","31.4","61","1.95","51","0","3","4","2","1","8","0.26","7","0","1","0","0","0",
"Ignatius Ganago","cmCMR","FW","Nice","frLigue 1","19","1999","11.5","30","2.61","17","0","6","4","3","0","2","0.17","1","0","0","0","1","0",
"Cristian Ganea","roROU","DF","Athletic Club","esLa Liga","26","1992","0.5","2","3.67","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Ganso","brBRA","MF,FW","Amiens","frLigue 1","28","1989","5.8","25","4.33","22","3","0","0","0","0","3","0.52","2","1","0","0","0","0",
"Ezequiel Garay","arARG","DF","Valencia","esLa Liga","31","1986","23.7","12","0.51","11","0","0","1","0","0","0","0.00","0","0","0","0","0","0",
"Borja Garcés","esESP","FW","Atlético Madrid","esLa Liga","18","1999","0.2","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Alberto García","esESP","GK","Rayo Vallecano","esLa Liga","33","1985","17.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Aleix García","esESP","MF","Girona","esLa Liga","21","1997","18.5","63","3.41","30","29","0","1","2","1","4","0.22","3","1","0","0","0","0",
"Álvaro García","esESP","FW,MF","Rayo Vallecano","esLa Liga","25","1992","19.6","45","2.29","38","2","1","2","2","0","5","0.25","4","0","0","1","0","0",
"Borja García","esESP","MF,FW","Girona","esLa Liga","27","1990","29.2","78","2.67","61","4","2","3","7","1","6","0.21","5","0","0","0","1","0",
"Dani García","esESP","MF","Athletic Club","esLa Liga","28","1990","27.5","23","0.84","22","0","0","0","0","1","4","0.15","4","0","0","0","0","0",
"Javi García","esESP","DF,MF","Betis","esLa Liga","31","1987","5.8","2","0.34","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Manu García","esESP","MF","Alavés","esLa Liga","32","1986","25.9","41","1.58","28","0","1","3","7","2","1","0.04","1","0","0","0","0","0",
"Manu García","esESP","MF","Toulouse","frLigue 1","20","1998","20.5","58","2.83","47","0","3","2","5","1","5","0.24","5","0","0","0","0","0",
"Raúl García","esESP","MF,FW","Athletic Club","esLa Liga","32","1986","26.3","61","2.32","41","0","5","11","3","1","9","0.34","6","0","0","3","0","0",
"Raúl García","esESP","DF","Leganés","esLa Liga","29","1989","4.2","3","0.71","1","1","0","0","1","0","0","0.00","0","0","0","0","0","0",
"Raúl García","esESP","DF","Girona","esLa Liga","29","1989","9.4","10","1.06","6","3","1","0","0","0","1","0.11","1","0","0","0","0","0",
"Sergio García","esESP","FW,MF","Espanyol","esLa Liga","35","1983","16.5","61","3.70","45","4","4","5","2","1","6","0.36","3","0","1","2","0","0",
"James Garner","engENG","MF","Manchester Utd","engPremier League","17","2001","0.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Mario Gaspar","esESP","DF","Villarreal","esLa Liga","27","1990","28.9","47","1.63","36","4","3","2","1","1","4","0.14","3","0","0","1","0","0",
"Paulo Gazzaniga","arARG","GK","Tottenham","engPremier League","26","1992","3.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Marcello Gazzola","itITA","DF,MF","Parma","itSerie A","33","1985","10.2","11","1.07","7","3","0","0","1","0","0","0.00","0","0","0","0","0","0",
"Jean-Philippe Gbamin","ciCIV","MF","Mainz 05","deBundesliga","22","1995","29.7","60","2.02","52","1","2","4","0","1","3","0.10","2","0","1","0","0","0",
"David de Gea","esESP","GK","Manchester Utd","engPremier League","27","1990","38.0","4","0.11","1","3","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Theodor Gebre Selassie","czCZE","DF","Werder Bremen","deBundesliga","31","1986","31.3","60","1.92","42","4","1","6","4","3","10","0.32","6","0","1","2","1","0",
"Dennis Geiger","deGER","MF","Hoffenheim","deBundesliga","20","1998","2.7","13","4.76","6","5","0","0","1","1","2","0.73","0","1","0","0","1","0",
"Jérémy Gélin","frFRA","DF,MF","Rennes","frLigue 1","21","1997","14.2","18","1.27","15","0","1","0","1","1","2","0.14","2","0","0","0","0","0",
"Romain Genevois","htHAI","DF","Caen","frLigue 1","30","1987","4.0","1","0.25","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Christian Gentner","deGER","MF,FW","Stuttgart","deBundesliga","32","1985","22.4","50","2.23","43","0","1","2","3","1","8","0.36","7","0","1","0","0","0",
"Yannick Gerhardt","deGER","MF","Wolfsburg","deBundesliga","24","1994","27.3","67","2.46","54","1","0","6","6","0","9","0.33","4","0","0","4","1","0",
"Valère Germain","frFRA","FW","Marseille","frLigue 1","28","1990","24.1","46","1.91","38","0","0","4","4","0","7","0.29","6","0","0","1","0","0",
"Gerson","brBRA","MF,FW","Fiorentina","itSerie A","21","1997","27.0","103","3.82","83","0","4","2","10","4","9","0.33","6","0","1","0","1","1",
"Gervinho","ciCIV","FW","Parma","itSerie A","31","1987","25.6","70","2.74","33","0","22","7","8","0","12","0.47","4","0","5","2","1","0",
"Willem Geubbels","frFRA","MF","Monaco","frLigue 1","16","2001","0.1","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Lamine Ghezali","frFRA","FW,MF","Saint-Étienne","frLigue 1","19","1999","0.5","1","2.05","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Rachid Ghezzal","dzALG","FW,MF","Leicester City","engPremier League","26","1992","8.3","44","5.33","32","6","3","2","1","0","0","0.00","0","0","0","0","0","0",
"Paolo Ghiglione","itITA","DF","Frosinone","itSerie A","21","1997","5.7","10","1.75","9","0","1","0","0","0","0","0.00","0","0","0","0","0","0",
"Saman Ghoddos","irIRN","FW,MF","Amiens","frLigue 1","24","1993","20.3","68","3.35","30","23","1","7","7","0","4","0.20","3","1","0","0","0","0",
"Faouzi Ghoulam","dzALG","DF","Napoli","itSerie A","27","1991","12.8","48","3.74","35","11","1","1","0","0","5","0.39","3","2","0","0","0","0",
"Emanuele Giaccherini","itITA","MF,FW","Chievo","itSerie A","33","1985","22.3","94","4.21","57","26","2","4","5","0","6","0.27","2","2","0","1","1","0",
"Morgan Gibbs-White","engENG","MF,FW","Wolves","engPremier League","18","2000","7.4","18","2.45","14","3","1","0","0","0","3","0.41","2","0","1","0","0","0",
"Ben Gibson","engENG","DF","Burnley","engPremier League","25","1993","0.7","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Fabian Giefer","deGER","GK","Augsburg","deBundesliga","28","1990","4.0","2","0.50","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Niko Gießelmann","deGER","DF","Düsseldorf","deBundesliga","26","1991","28.8","66","2.29","41","10","3","6","6","0","9","0.31","5","1","0","1","2","0",
"Bryan Gil","esESP","MF,FW","Sevilla","esLa Liga","17","2001","1.9","6","3.23","4","0","2","0","0","0","2","1.08","1","0","1","0","0","0",
"Daniel Ginczek","deGER","FW","Wolfsburg","deBundesliga","27","1991","14.2","35","2.47","22","0","6","3","4","0","6","0.42","4","0","1","1","0","0",
"Matthias Ginter","deGER","DF","Gladbach","deBundesliga","24","1994","26.4","31","1.17","21","0","0","8","1","1","2","0.08","1","0","0","1","0","0",
"Andrei Girotto","brBRA","MF","Nantes","frLigue 1","26","1992","16.4","18","1.10","15","0","0","1","0","2","0","0.00","0","0","0","0","0","0",
"Olivier Giroud","frFRA","FW","Chelsea","engPremier League","31","1986","9.4","30","3.19","28","0","0","1","0","1","4","0.43","3","0","0","1","0","0",
"Kamil Glik","plPOL","DF","Monaco","frLigue 1","30","1988","33.0","11","0.33","10","0","0","1","0","0","2","0.06","2","0","0","0","0","0",
"Serge Gnabry","deGER","FW,MF","Bayern Munich","deBundesliga","23","1995","19.6","78","3.98","57","1","8","9","2","1","15","0.77","10","0","1","4","0","0",
"Joris Gnagnon","frFRA","DF,MF","Sevilla","esLa Liga","21","1997","5.0","5","1.01","2","0","0","2","0","1","0","0.00","0","0","0","0","0","0",
"Eddy Gnahoré","frFRA","MF","Amiens","frLigue 1","24","1993","24.9","61","2.45","49","1","7","3","0","1","7","0.28","5","0","1","0","0","1",
"Massimo Gobbi","itITA","DF","Parma","itSerie A","37","1980","13.1","21","1.60","18","1","0","0","1","1","1","0.08","1","0","0","0","0","0",
"Kevin Goden","deGER","DF,MF","Nürnberg","deBundesliga","19","1999","3.0","2","0.66","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Diego Godín","uyURU","DF","Atlético Madrid","esLa Liga","32","1986","27.9","13","0.47","10","0","0","2","0","1","3","0.11","2","0","0","1","0","0",
"Mauro Goicoechea","uyURU","GK","Toulouse","frLigue 1","30","1988","7.9","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Edoardo Goldaniga","itITA","DF","Frosinone","itSerie A","24","1993","29.0","31","1.07","20","4","0","1","5","1","3","0.10","3","0","0","0","0","0",
"Pierluigi Gollini","itITA","GK","Atalanta","itSerie A","23","1995","20.0","2","0.10","0","2","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Aleksandr Golovin","ruRUS","MF,FW","Monaco","frLigue 1","22","1996","25.4","81","3.18","56","5","3","8","6","3","7","0.28","6","1","0","0","0","0",
"André Gomes","ptPOR","MF","Everton","engPremier League","25","1993","22.0","46","2.09","34","0","7","3","2","0","2","0.09","1","0","1","0","0","0",
"Angel Gomes","engENG","MF,FW","Manchester Utd","engPremier League","17","2000","0.3","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Ibai Gómez","esESP","FW","Athletic Club","esLa Liga","28","1989","6.4","26","4.03","17","9","0","0","0","0","2","0.31","2","0","0","0","0","0",
"Ibai Gómez","esESP","MF,FW","Alavés","esLa Liga","28","1989","16.1","46","2.86","24","14","3","3","2","0","4","0.25","3","0","1","0","0","0",
"Joe Gomez","engENG","DF","Liverpool","engPremier League","21","1997","11.8","11","0.93","11","0","0","0","0","0","1","0.08","1","0","0","0","0","0",
"Mario Gómez","deGER","FW","Stuttgart","deBundesliga","33","1985","24.6","48","1.95","37","0","3","6","0","2","5","0.20","3","0","0","2","0","0",
"Maxi Gómez","uyURU","FW","Celta Vigo","esLa Liga","21","1996","32.9","77","2.34","54","0","4","8","11","0","12","0.36","8","0","0","2","2","0",
"Moi Gómez","esESP","MF","Huesca","esLa Liga","24","1994","33.9","103","3.03","70","24","4","3","1","1","12","0.35","7","3","1","0","1","0",
"Papu Gómez","arARG","MF,FW","Atalanta","itSerie A","30","1988","32.2","225","6.98","136","65","9","9","5","1","24","0.74","17","4","3","0","0","0",
