Player,Nation,Position,Club,Leauge,Age,YearBorn,90s,SCA,SCA90,scLivePass,scDeadPass,scTake-on,scShots,scFouls,scDefense,GCA,GCA90,gcLivePass,gcDeadPass,gcTake-on,gcShots,gcFouls,gcDefense,Matches
"Matt Ritchie","sctSCO","DF,MF","Newcastle Utd","engPremier League","28","1989","32.5","109","3.35","61","33","5","5","4","1","12","0.37","6","3","2","1","0","0",
"Cristian Rivera","esESP","MF","Huesca","esLa Liga","21","1997","18.8","36","1.92","30","0","1","3","2","0","0","0.00","0","0","0","0","0","0",
"Arjen Robben","nlNED","FW,MF","Bayern Munich","deBundesliga","34","1984","6.3","33","5.23","25","4","2","2","0","0","0","0.00","0","0","0","0","0","0",
"Rober","esESP","DF","Levante","esLa Liga","23","1995","31.7","24","0.76","20","0","1","2","0","1","1","0.03","1","0","0","0","0","0",
"Sergi Roberto","esESP","DF,MF","Barcelona","esLa Liga","26","1992","23.2","52","2.24","44","3","0","1","4","0","10","0.43","8","1","0","0","1","0",
"Patrick Roberts","engENG","MF,FW","Girona","esLa Liga","21","1997","6.7","25","3.74","16","1","7","1","0","0","3","0.45","2","0","0","1","0","0",
"Andrew Robertson","sctSCO","DF","Liverpool","engPremier League","24","1994","35.7","94","2.63","87","1","3","1","2","0","18","0.50","17","0","1","0","0","0",
"Joel Robles","esESP","GK","Betis","esLa Liga","28","1990","5.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Marc Roca","esESP","MF","Espanyol","esLa Liga","21","1996","34.6","70","2.02","64","1","0","3","0","2","6","0.17","5","1","0","0","0","0",
"Christopher Rocchia","frFRA","DF","Marseille","frLigue 1","20","1998","0.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Kenny Rocha Santos","cvCPV","MF","Saint-Étienne","frLigue 1","18","2000","0.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Rubén Rochina","esESP","MF","Levante","esLa Liga","27","1991","20.0","78","3.84","43","12","10","5","7","1","11","0.54","6","3","1","1","0","0",
"Sebastian Rode","deGER","MF","Eint Frankfurt","deBundesliga","27","1990","10.3","31","3.02","19","10","2","0","0","0","0","0.00","0","0","0","0","0","0",
"Ronny Rodelin","frFRA","MF,FW","Guingamp","frLigue 1","28","1989","8.8","29","3.32","24","0","2","1","2","0","1","0.11","1","0","0","0","0","0",
"Rodri","esESP","MF","Atlético Madrid","esLa Liga","22","1996","30.4","46","1.51","41","1","1","3","0","0","4","0.13","3","0","0","1","0","0",
"Rodrigo","esESP","FW","Valencia","esLa Liga","27","1991","28.1","84","2.99","62","1","6","7","7","1","14","0.50","12","1","0","0","0","1",
"Kévin Rodrigues","ptPOR","DF","Real Sociedad","esLa Liga","24","1994","5.4","15","2.79","11","1","1","0","2","0","0","0.00","0","0","0","0","0","0",
"Alejandro Rodríguez","esESP","MF","Empoli","itSerie A","27","1991","0.3","1","3.60","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Ángel Rodríguez","esESP","FW","Getafe","esLa Liga","31","1987","20.2","46","2.28","27","0","5","7","6","1","7","0.35","4","0","3","0","0","0",
"Óscar Rodríguez Arnaiz","esESP","MF","Leganés","esLa Liga","20","1998","27.8","91","3.27","52","21","6","6","6","0","9","0.32","3","3","1","1","1","0",
"James Rodríguez","coCOL","MF","Bayern Munich","deBundesliga","27","1991","12.6","83","6.58","56","19","1","6","1","0","8","0.63","5","2","0","0","1","0",
"Ricardo Rodríguez","chSUI","DF","Milan","itSerie A","25","1992","33.9","60","1.77","53","3","2","0","1","1","5","0.15","4","0","1","0","0","0",
"Marko Rog","hrCRO","MF","Napoli","itSerie A","23","1995","3.7","4","1.08","2","0","0","0","0","2","1","0.27","1","0","0","0","0","0",
"Marko Rog","hrCRO","MF","Sevilla","esLa Liga","23","1995","4.0","11","2.77","8","0","2","0","0","1","0","0.00","0","0","0","0","0","0",
"Rogério","brBRA","DF,MF","Sassuolo","itSerie A","20","1998","29.7","34","1.15","28","4","0","1","1","0","3","0.10","1","0","0","1","1","0",
"Marcos Rojo","arARG","DF","Manchester Utd","engPremier League","28","1990","2.4","3","1.27","2","0","0","1","0","0","1","0.42","0","0","0","1","0","0",
"Diego Rolán","uyURU","MF,FW","Leganés","esLa Liga","25","1993","2.4","10","4.19","7","0","0","2","1","0","0","0.00","0","0","0","0","0","0",
"Diego Rolán","uyURU","MF,FW","Alavés","esLa Liga","25","1993","3.3","7","2.11","3","0","1","1","2","0","1","0.30","0","0","0","1","0","0",
"Rolando","ptPOR","DF","Marseille","frLigue 1","32","1985","8.9","4","0.45","3","1","0","0","0","0","1","0.11","1","0","0","0","0","0",
"Esteban Rolón","arARG","MF","Genoa","itSerie A","23","1995","11.6","23","1.98","15","1","2","2","3","0","0","0.00","0","0","0","0","0","0",
"Filippo Romagna","itITA","DF","Cagliari","itSerie A","21","1997","16.4","2","0.12","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Alessio Romagnoli","itITA","DF","Milan","itSerie A","23","1995","31.6","20","0.63","17","0","0","2","0","1","3","0.09","2","0","0","1","0","0",
"Alaixys Romao","tgTOG","MF","Reims","frLigue 1","34","1984","35.1","34","0.97","29","0","1","2","2","0","5","0.14","4","0","0","1","0","0",
"Cristian Romero","arARG","DF","Genoa","itSerie A","20","1998","26.0","14","0.54","11","1","0","1","1","0","3","0.12","1","0","0","1","1","0",
"Oriol Romeu","esESP","MF","Southampton","engPremier League","26","1991","23.7","31","1.31","25","0","0","6","0","0","3","0.13","2","0","0","1","0","0",
"Rômulo","itITA","MF,FW","Genoa","itSerie A","31","1987","15.0","44","2.93","23","14","3","3","0","1","3","0.20","2","1","0","0","0","0",
"Rômulo","itITA","DF","Lazio","itSerie A","31","1987","8.6","19","2.20","16","3","0","0","0","0","2","0.23","2","0","0","0","0","0",
"Cristiano Ronaldo","ptPOR","FW","Juventus","itSerie A","33","1985","29.9","145","4.85","92","2","10","23","17","1","14","0.47","8","0","1","4","1","0",
"Facundo Roncaglia","arARG","DF","Valencia","esLa Liga","31","1987","6.7","4","0.60","4","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Facundo Roncaglia","arARG","DF","Celta Vigo","esLa Liga","31","1987","11.9","4","0.34","1","3","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Salomón Rondón","veVEN","FW","Newcastle Utd","engPremier League","28","1989","28.9","73","2.52","61","0","2","7","2","1","11","0.38","7","0","0","4","0","0",
"Valentin Rongier","frFRA","MF","Nantes","frLigue 1","23","1994","35.8","175","4.88","116","39","5","8","6","1","12","0.33","8","2","1","1","0","0",
"Marten de Roon","nlNED","MF","Atalanta","itSerie A","27","1991","33.1","89","2.69","82","0","1","2","1","3","8","0.24","8","0","0","0","0","0",
"Roberto Rosales","veVEN","DF","Espanyol","esLa Liga","29","1988","19.4","40","2.06","26","6","2","3","0","3","4","0.21","4","0","0","0","0","0",
"Danny Rose","engENG","DF","Tottenham","engPremier League","28","1990","20.0","60","3.00","38","6","4","4","6","2","9","0.45","6","1","0","1","1","0",
"Valentin Rosier","frFRA","DF,MF","Dijon","frLigue 1","21","1996","16.2","32","1.97","26","2","2","0","2","0","5","0.31","4","0","1","0","0","0",
"Luca Rossettini","itITA","DF","Chievo","itSerie A","33","1985","20.3","4","0.20","4","0","0","0","0","0","1","0.05","1","0","0","0","0","0",
"Francesco Rossi","itITA","GK","Atalanta","itSerie A","27","1991","0.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Jérôme Roussillon","frFRA","DF","Wolfsburg","deBundesliga","25","1993","27.3","57","2.08","44","3","6","4","0","0","9","0.33","8","0","1","0","0","0",
"Nolan Roux","frFRA","FW","Guingamp","frLigue 1","30","1988","17.1","42","2.46","25","0","1","5","10","1","3","0.18","2","0","0","0","1","0",
"Aaron Rowe","engENG","FW","Huddersfield","engPremier League","17","2000","0.8","1","1.30","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Waldo Rubio","esESP","MF","Valladolid","esLa Liga","22","1995","5.5","15","2.74","12","1","2","0","0","0","1","0.18","1","0","0","0","0","0",
"John Ruddy","engENG","GK","Wolves","engPremier League","31","1986","1.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Antonio Rüdiger","deGER","DF","Chelsea","engPremier League","25","1993","31.9","32","1.00","26","0","0","5","0","1","3","0.09","1","0","0","2","0","0",
"Sebastian Rudy","deGER","MF","Schalke 04","deBundesliga","28","1990","15.1","31","2.06","26","3","0","1","0","1","1","0.07","1","0","0","0","0","0",
"Stéphane Ruffier","frFRA","GK","Saint-Étienne","frLigue 1","31","1986","37.0","2","0.05","1","1","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Daniele Rugani","itITA","DF","Juventus","itSerie A","24","1994","15.0","4","0.27","3","0","0","1","0","0","0","0.00","0","0","0","0","0","0",
"Mário Rui","ptPOR","DF","Napoli","itSerie A","27","1991","15.7","60","3.81","55","2","1","0","2","0","4","0.25","4","0","0","0","0","0",
"Abel Ruiz","esESP","FW","Barcelona","esLa Liga","18","2000","0.2","1","4.09","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Fabián Ruiz Peña","esESP","MF","Napoli","itSerie A","22","1996","22.1","128","5.78","107","0","12","4","1","4","9","0.41","5","0","3","0","0","1",
"Víctor Ruiz","esESP","DF","Villarreal","esLa Liga","29","1989","21.9","21","0.96","20","0","0","1","0","0","3","0.14","2","0","0","1","0","0",
"Gerónimo Rulli","arARG","GK","Real Sociedad","esLa Liga","26","1992","27.0","5","0.19","2","3","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Lukas Rupp","deGER","MF,DF","Hoffenheim","deBundesliga","27","1991","0.3","1","3.60","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Marco Russ","deGER","DF","Eint Frankfurt","deBundesliga","32","1985","4.2","4","0.95","3","0","0","0","1","0","1","0.24","1","0","0","0","0","0",
"Mathew Ryan","auAUS","GK","Brighton","engPremier League","26","1992","34.0","3","0.09","3","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Frederik Rønnow","dkDEN","GK","Eint Frankfurt","deBundesliga","25","1992","1.4","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Idriss Saadi","dzALG","FW,MF","Strasbourg","frLigue 1","26","1992","0.1","1","9.00","1","0","0","0","0","0","1","9.00","1","0","0","0","0","0",
"Youssouf Sabaly","snSEN","DF","Bordeaux","frLigue 1","25","1993","21.2","36","1.70","29","0","3","1","3","0","1","0.05","1","0","0","0","0","0",
"Abdelhamid Sabiri","maMAR","FW","Huddersfield","engPremier League","21","1996","0.5","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Marcel Sabitzer","atAUT","MF","RB Leipzig","deBundesliga","24","1994","26.1","83","3.18","67","2","1","9","3","1","7","0.27","6","0","0","1","0","0",
"Ihsan Sacko","frFRA","FW","Nice","frLigue 1","21","1997","4.9","13","2.65","9","0","1","1","2","0","3","0.61","1","0","0","1","1","0",
"Nuri Şahin","trTUR","MF","Werder Bremen","deBundesliga","29","1988","16.4","32","1.95","22","7","0","2","0","1","1","0.06","0","1","0","0","0","0",
"Samuel Şahin-Radlinger","atAUT","GK","Hannover 96","deBundesliga","25","1992","1.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Wesley Saïd","frFRA","FW,MF","Dijon","frLigue 1","23","1995","25.0","66","2.64","38","4","11","9","2","2","7","0.28","2","0","3","2","0","0",
"Allan Saint-Maximin","frFRA","FW","Nice","frLigue 1","21","1997","32.2","139","4.31","72","7","40","8","12","0","11","0.34","5","0","4","0","2","0",
"Théo Sainte-Luce","frFRA","MF","Nîmes","frLigue 1","19","1998","0.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Romain Saïss","maMAR","MF,DF","Wolves","engPremier League","28","1990","12.8","13","1.02","12","0","0","0","1","0","0","0.00","0","0","0","0","0","0",
"Samuel Sáiz","esESP","MF","Getafe","esLa Liga","27","1991","3.4","10","2.95","5","3","2","0","0","0","0","0.00","0","0","0","0","0","0",
"Bukayo Saka","engENG","FW","Arsenal","engPremier League","16","2001","0.1","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Hiroki Sakai","jpJPN","DF","Marseille","frLigue 1","28","1990","26.4","70","2.65","53","8","0","2","5","2","7","0.27","6","1","0","0","0","0",
"Diafra Sakho","snSEN","FW","Rennes","frLigue 1","28","1989","1.6","2","1.25","1","0","1","0","0","0","0","0.00","0","0","0","0","0","0",
"Mamadou Sakho","frFRA","DF","Crystal Palace","engPremier League","28","1990","26.8","18","0.67","15","2","1","0","0","0","1","0.04","1","0","0","0","0","0",
"Bakary Sako","mlMLI","FW","Crystal Palace","engPremier League","30","1988","0.3","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Emiliano Sala","arARG","FW","Nantes","frLigue 1","27","1990","15.2","39","2.56","31","0","1","0","6","1","4","0.26","3","0","0","0","1","0",
"Jacopo Sala","itITA","DF","Sampdoria","itSerie A","26","1991","16.9","38","2.25","30","2","3","1","1","1","6","0.36","6","0","0","0","0","0",
"Mohamed Salah","egEGY","FW","Liverpool","engPremier League","26","1992","36.1","160","4.43","104","4","26","12","14","0","21","0.58","8","1","4","3","5","0",
"Bartosz Salamon","plPOL","DF","Frosinone","itSerie A","27","1991","19.2","15","0.78","14","0","0","0","0","1","1","0.05","1","0","0","0","0","0",
"Carlos Salcedo","mxMEX","DF","Eint Frankfurt","deBundesliga","24","1993","5.1","3","0.59","3","0","0","0","0","0","1","0.20","1","0","0","0","0","0",
"William Saliba","frFRA","DF","Saint-Étienne","frLigue 1","17","2001","14.2","4","0.28","4","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Yannis Salibur","frFRA","FW,MF","Saint-Étienne","frLigue 1","27","1991","9.8","49","4.98","27","3","6","9","4","0","6","0.61","2","2","0","0","2","0",
"Yannis Salibur","frFRA","MF","Guingamp","frLigue 1","27","1991","0.2","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Roland Sallai","huHUN","MF","Freiburg","deBundesliga","21","1997","5.9","13","2.22","8","0","1","2","2","0","0","0.00","0","0","0","0","0","0",
"Edgar Salli","cmCMR","FW,MF","Nürnberg","deBundesliga","25","1992","1.3","1","0.78","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Brice Samba","frFRA","GK","Caen","frLigue 1","24","1994","38.0","8","0.21","6","2","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Junior Sambia","frFRA","MF,FW","Montpellier","frLigue 1","21","1996","10.3","46","4.46","23","11","5","1","6","0","3","0.29","0","1","1","0","1","0",
"Paolo Sammarco","itITA","MF","Frosinone","itSerie A","35","1983","6.1","19","3.09","14","1","2","1","0","1","0","0.00","0","0","0","0","0","0",
"Frédéric Sammaritano","frFRA","FW,MF","Dijon","frLigue 1","32","1986","6.0","14","2.34","11","1","0","1","0","1","1","0.17","1","0","0","0","0","0",
"Mikel San José","esESP","MF","Athletic Club","esLa Liga","29","1989","19.3","30","1.56","27","0","2","1","0","0","3","0.16","2","0","0","1","0","0",
"Antonio Sanabria","pyPAR","FW","Genoa","itSerie A","22","1996","8.5","16","1.88","11","0","0","2","3","0","0","0.00","0","0","0","0","0","0",
"Antonio Sanabria","pyPAR","FW","Betis","esLa Liga","22","1996","9.0","10","1.11","6","0","2","0","2","0","1","0.11","0","0","0","0","1","0",
"Renato Sanches","ptPOR","MF","Bayern Munich","deBundesliga","20","1997","6.4","32","4.99","16","4","7","1","3","1","4","0.62","1","0","1","1","0","1",
"Alexis Sánchez","clCHI","FW,MF","Manchester Utd","engPremier League","29","1988","9.8","45","4.60","33","0","5","2","5","0","6","0.61","4","0","0","2","0","0",
"Carlos Sánchez","coCOL","MF","West Ham","engPremier League","32","1986","2.7","7","2.57","6","1","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Davinson Sánchez","coCOL","DF","Tottenham","engPremier League","22","1996","21.6","14","0.65","12","0","0","2","0","0","2","0.09","0","0","0","2","0","0",
"Javi Sánchez","esESP","DF","Real Madrid","esLa Liga","21","1997","0.5","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Víctor Sánchez","esESP","MF","Espanyol","esLa Liga","30","1987","14.1","24","1.71","20","2","0","0","1","1","1","0.07","1","0","0","0","0","0",
"Jadon Sancho","engENG","FW,MF","Dortmund","deBundesliga","18","2000","27.3","138","5.05","96","17","15","3","7","0","32","1.17","24","2","2","1","3","0",
"Sandro","brBRA","MF","Udinese","itSerie A","29","1989","6.6","11","1.67","8","0","1","2","0","0","0","0.00","0","0","0","0","0","0",
"Sandro","brBRA","MF","Genoa","itSerie A","29","1989","7.9","19","2.41","17","0","0","0","0","2","2","0.25","2","0","0","0","0","0",
"Alex Sandro","brBRA","DF","Juventus","itSerie A","27","1991","26.5","77","2.90","69","2","2","1","2","1","6","0.23","5","0","0","0","0","1",
"Leroy Sané","deGER","FW","Manchester City","engPremier League","22","1996","20.7","87","4.20","53","9","14","6","4","1","15","0.72","13","0","2","0","0","0",
"Salif Sané","snSEN","DF","Schalke 04","deBundesliga","27","1990","29.0","24","0.83","21","0","1","1","1","0","2","0.07","2","0","0","0","0","0",
"Luca Sangalli","esESP","MF,FW","Real Sociedad","esLa Liga","23","1995","11.1","25","2.25","14","0","2","1","6","2","3","0.27","2","0","0","0","1","0",
"Ibrahim Sangaré","ciCIV","MF","Toulouse","frLigue 1","20","1997","27.4","56","2.04","46","1","2","5","2","0","3","0.11","1","0","0","2","0","0",
"Younousse Sankharé","snSEN","MF","Bordeaux","frLigue 1","28","1989","16.4","40","2.44","32","1","3","1","2","1","3","0.18","3","0","0","0","0","0",
"Baissama Sankoh","gnGUI","MF,FW","Caen","frLigue 1","26","1992","7.2","7","0.97","4","0","0","1","2","0","1","0.14","1","0","0","0","0","0",
"Yaya Sanogo","frFRA","FW","Toulouse","frLigue 1","25","1993","13.8","37","2.68","20","0","2","11","4","0","5","0.36","2","0","0","2","1","0",
"Morgan Sanson","frFRA","MF","Marseille","frLigue 1","23","1994","26.7","67","2.51","53","0","4","2","5","3","9","0.34","6","0","1","1","1","0",
"Nicola Sansone","itITA","FW","Bologna","itSerie A","26","1991","12.7","51","4.03","35","1","2","5","7","1","8","0.63","5","1","0","1","1","0",
"Nicola Sansone","itITA","FW,MF","Villarreal","esLa Liga","26","1991","0.4","1","2.50","1","0","0","0","0","0","1","2.50","1","0","0","0","0","0",
"Baptiste Santamaria","frFRA","MF","Angers","frLigue 1","23","1995","36.1","48","1.33","36","0","4","3","4","1","3","0.08","3","0","0","0","0","0",
"Roberto Santamaría","esESP","GK","Huesca","esLa Liga","33","1985","20.0","7","0.35","3","4","0","0","0","0","1","0.05","1","0","0","0","0","0",
"Federico Santander","pyPAR","FW","Bologna","itSerie A","27","1991","22.9","71","3.09","56","1","0","10","4","0","4","0.17","4","0","0","0","0","0",
"Davide Santon","itITA","DF","Roma","itSerie A","27","1991","11.2","28","2.50","22","2","0","0","4","0","3","0.27","1","0","0","0","2","0",
"Michael Santos","uyURU","FW,MF","Leganés","esLa Liga","25","1993","6.2","18","2.91","12","0","1","3","1","1","4","0.65","4","0","0","0","0","0",
"Samir Santos","brBRA","DF","Udinese","itSerie A","23","1994","20.0","23","1.15","17","2","2","1","0","1","2","0.10","2","0","0","0","0","0",
"Riccardo Saponara","itITA","MF","Sampdoria","itSerie A","26","1991","10.1","51","5.08","40","2","5","1","2","1","8","0.80","7","0","1","0","0","0",
"Pablo Sarabia","esESP","MF,FW","Sevilla","esLa Liga","26","1992","30.3","152","5.02","120","18","4","5","5","0","21","0.69","20","1","0","0","0","0",
"Marcelo Saracchi","uyURU","DF","RB Leipzig","deBundesliga","20","1998","7.3","17","2.34","14","2","1","0","0","0","1","0.14","1","0","0","0","0","0",
"Josh Sargent","usUSA","FW","Werder Bremen","deBundesliga","18","2000","2.4","4","1.70","3","0","0","0","1","0","1","0.42","0","0","0","0","1","0",
"Bouna Sarr","snSEN","DF,MF","Marseille","frLigue 1","26","1992","24.9","70","2.81","54","4","5","3","3","1","7","0.28","3","2","0","2","0","0",
"Ismaila Sarr","snSEN","FW,MF","Rennes","frLigue 1","20","1998","31.0","113","3.65","63","0","15","10","22","3","18","0.58","10","0","4","1","3","0",
"Malang Sarr","frFRA","DF","Nice","frLigue 1","19","1999","33.3","18","0.54","17","0","0","1","0","0","2","0.06","2","0","0","0","0","0",
"Lluís Sastre","esESP","MF","Huesca","esLa Liga","32","1986","1.3","2","1.50","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Marco Sau","itITA","MF,FW","Sampdoria","itSerie A","30","1987","0.6","1","1.64","0","0","0","0","1","0","1","1.64","0","0","0","0","1","0",
"Marco Sau","itITA","FW,MF","Cagliari","itSerie A","30","1987","6.2","16","2.58","12","1","0","1","2","0","2","0.32","1","0","0","0","1","0",
"Téji Savanier","frFRA","MF","Nîmes","frLigue 1","26","1991","31.8","156","4.90","71","64","7","5","6","3","21","0.66","9","10","2","0","0","0",
"Stefan Savić","meMNE","DF","Atlético Madrid","esLa Liga","27","1991","15.5","8","0.52","5","0","0","2","1","0","2","0.13","1","0","0","1","0","0",
"Fabian Schär","chSUI","DF","Newcastle Utd","engPremier League","26","1991","22.2","32","1.44","29","0","2","1","0","0","1","0.05","1","0","0","0","0","0",
"Ezequiel Schelotto","itITA","DF","Chievo","itSerie A","29","1989","1.6","6","3.75","5","0","0","1","0","0","0","0.00","0","0","0","0","0","0",
"Nicolás Schiappacasse","uyURU","FW,MF","Parma","itSerie A","19","1999","0.9","5","5.56","1","0","2","0","2","0","0","0.00","0","0","0","0","0","0",
"Pasquale Schiattarella","itITA","MF","SPAL","itSerie A","31","1987","20.5","74","3.62","50","18","0","1","4","1","8","0.39","4","4","0","0","0","0",
"Patrik Schick","czCZE","FW,MF","Roma","itSerie A","22","1996","14.6","34","2.33","23","0","3","6","2","0","5","0.34","1","0","1","1","2","0",
"Julian Schieber","deGER","FW","Augsburg","deBundesliga","29","1989","2.9","6","2.09","4","0","0","1","1","0","0","0.00","0","0","0","0","0","0",
"Christopher Schindler","deGER","DF","Huddersfield","engPremier League","28","1990","36.2","15","0.41","13","1","0","0","1","0","1","0.03","1","0","0","0","0","0",
"Keven Schlotterbeck","deGER","DF","Freiburg","deBundesliga","21","1997","8.6","2","0.23","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Nico Schlotterbeck","deGER","DF","Freiburg","deBundesliga","18","1999","2.5","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Jeffrey Schlupp","ghGHA","MF,FW","Crystal Palace","engPremier League","25","1992","18.6","26","1.40","22","0","1","1","2","0","3","0.16","1","0","1","0","1","0",
"Kasper Schmeichel","dkDEN","GK","Leicester City","engPremier League","31","1986","38.0","2","0.05","1","1","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Marcel Schmelzer","deGER","DF","Dortmund","deBundesliga","30","1988","6.3","10","1.59","7","1","0","1","1","0","2","0.32","2","0","0","0","0","0",
"Jonathan Schmid","frFRA","DF","Augsburg","deBundesliga","28","1990","28.0","84","3.00","52","25","2","1","2","2","11","0.39","8","3","0","0","0","0",
"Morgan Schneiderlin","frFRA","MF","Everton","engPremier League","28","1989","9.3","15","1.62","15","0","0","0","0","0","2","0.22","2","0","0","0","0","0",
"Alessandro Schöpf","atAUT","MF,DF","Schalke 04","deBundesliga","24","1994","11.2","27","2.42","23","0","1","2","1","0","2","0.18","1","0","0","0","1","0",
"Nico Schulz","deGER","DF","Hoffenheim","deBundesliga","25","1993","28.2","114","4.04","91","3","10","4","5","1","11","0.39","9","1","0","0","1","0",
"André Schürrle","deGER","FW,MF","Fulham","engPremier League","27","1990","18.2","44","2.42","36","0","2","4","2","0","2","0.11","1","0","0","1","0","0",
"Pirmin Schwegler","chSUI","MF","Hannover 96","deBundesliga","31","1987","23.1","70","3.04","34","28","0","1","3","4","4","0.17","3","1","0","0","0","0",
"Alexander Schwolow","deGER","GK","Freiburg","deBundesliga","26","1992","33.0","16","0.48","10","5","0","0","1","0","1","0.03","0","1","0","0","0","0",
"Matteo Scozzarella","itITA","MF","Parma","itSerie A","30","1988","16.2","34","2.10","18","13","1","1","0","1","7","0.43","4","2","0","0","0","1",
"Simone Scuffet","itITA","GK","Udinese","itSerie A","22","1996","9.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Andrea Seculin","itITA","GK","Chievo","itSerie A","28","1990","1.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Stanley Segarel","mfSMN","FW","Amiens","frLigue 1","24","1994","0.2","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Davie Selke","deGER","FW","Hertha BSC","deBundesliga","23","1995","19.3","48","2.48","27","0","6","9","6","0","10","0.52","5","0","3","1","1","0",
"Ole Selnæs","noNOR","MF","Saint-Étienne","frLigue 1","24","1994","18.5","43","2.32","34","6","0","1","1","1","7","0.38","4","1","0","1","0","1",
"Matz Sels","beBEL","GK","Strasbourg","frLigue 1","26","1992","37.0","4","0.11","1","3","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Ken Sema","seSWE","MF,FW","Watford","engPremier League","24","1993","8.4","22","2.63","15","0","4","3","0","0","2","0.24","2","0","0","0","0","0",
"Alfa Semedo","gwGNB","MF","Espanyol","esLa Liga","20","1997","0.5","2","4.00","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Nélson Semedo","ptPOR","DF","Barcelona","esLa Liga","24","1993","17.8","18","1.01","13","1","1","0","3","0","2","0.11","0","0","0","0","2","0",
"Rúben Semedo","ptPOR","DF","Huesca","esLa Liga","24","1994","9.4","5","0.53","4","0","0","1","0","0","0","0.00","0","0","0","0","0","0",
"Adrian Šemper","hrCRO","GK","Chievo","itSerie A","20","1998","6.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Stefano Sensi","itITA","MF","Sassuolo","itSerie A","22","1995","21.9","107","4.88","75","23","2","2","2","3","7","0.32","5","1","0","0","1","0",
"Luigi Sepe","itITA","GK","Parma","itSerie A","27","1991","37.0","5","0.14","3","2","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Suat Serdar","deGER","MF","Schalke 04","deBundesliga","21","1997","19.2","38","1.98","23","0","6","4","4","1","1","0.05","0","0","0","0","1","0",
"Jean Seri","ciCIV","MF","Fulham","engPremier League","27","1991","24.9","104","4.17","64","34","2","3","1","0","7","0.28","4","2","1","0","0","0",
"Leonardo Sernicola","itITA","FW","Sassuolo","itSerie A","21","1997","0.1","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Julien Serrano","frFRA","MF,DF","Monaco","frLigue 1","20","1998","1.3","1","0.76","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Grégory Sertic","frFRA","MF","Marseille","frLigue 1","28","1989","1.2","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Ryan Sessegnon","engENG","FW,DF","Fulham","engPremier League","18","2000","25.6","73","2.86","46","11","9","3","3","1","8","0.31","6","1","1","0","0","0",
"Paik Seung-ho","krKOR","FW,MF","Girona","esLa Liga","21","1997","0.7","1","1.50","0","0","0","0","1","0","0","0.00","0","0","0","0","0","0",
"Stephan El Shaarawy","itITA","FW,MF","Roma","itSerie A","25","1992","23.4","90","3.85","70","1","8","9","2","0","12","0.51","8","0","1","1","2","0",
