Name,Value,Fee,From,Direction
"Benjamin Henrichs","€12.00m","End of loanJun 30, 2021","Monaco","Joined"
"Donyell Malen","€30.00m","€30.00m","PSV","Left"
"Gregor Kobel","€13.00m","€15.00m","Stuttgart","Left"
"Soumaïla Coulibaly","-","free transfer","Paris SG U19","Left"
"Marin Pongracic","€8.50m","loan transfer","Wolfsburg","Left"
"Ansgar Knauff","€3.00m","-","B. Dortmund II","Left"
"Jeremy Toljan","€5.00m","End of loanJun 30, 2021","Sassuolo","Left"
"Marius Wolf","€4.00m","End of loanJun 30, 2021","1.FC Köln","Left"
"Immanuel Pherai","€700k","End of loanJun 30, 2021","PEC Zwolle","Left"
"Sergio Gómez","€2.50m","End of loanJun 30, 2021","SD Huesca","Left"
"Leonardo Balerdi","€8.00m","End of loanJun 30, 2021","Marseille","Left"
"Jadon Sancho","€100.00m","€85.00m","Man Utd","Joined"
"Leonardo Balerdi","€8.00m","€11.00m","Marseille","Joined"
"Thomas Delaney","€15.00m","€6.00m","Sevilla FC","Joined"
"Jeremy Toljan","€5.00m","€3.50m","Sassuolo","Joined"
"Sergio Gómez","€2.50m","€3.50m","RSC Anderlecht","Joined"
"Ansgar Knauff","€3.00m","Loan fee:€400k","Frankfurt","Joined"
"Tobias Raschl","€600k","€100k","Greuther Fürth","Joined"
"Lukasz Piszczek","€750k","free transfer","Goczalkowice","Joined"
"Immanuel Pherai","€700k","-","B. Dortmund II","Joined"
"Sebastiaan Bornauw","€12.00m","€14.10m","1.FC Köln","Left"
"Jonas Wind","€7.00m","€12.00m","Copenhagen","Left"
"Luca Waldschmidt","€15.00m","€12.00m","Benfica","Left"
"Micky van de Ven","€1.30m","€8.50m","FC Volendam","Left"
"Aster Vranckx","€6.80m","€8.00m","KV Mechelen","Left"
"Lukas Nmecha","€12.00m","€8.00m","Man City","Left"
"Maximilian Philipp","€7.00m","€7.50m","Dynamo Moscow","Left"
"Kevin Paredes","€4.00m","€6.68m","D.C. United","Left"
"Max Kruse","€3.50m","€5.00m","Union Berlin","Left"
"Felix Nmecha","€450k","free transfer","Man City U23","Left"
"Yun-sang Hong","€50k","?","Pohang Steelers","Left"
"Dodi Lukébakio","€13.00m","loan transfer","Hertha BSC","Left"
"Ulysses Llanez","€200k","-","Wolfsburg II","Left"
"Jannis Lang","€200k","-","Wolfsburg II","Left"
"Bryang Kayo","€150k","-","Wolfsburg II","Left"
"Philipp Schulze","-","-","Wolfsburg U19","Left"
"Dominik Marx","€100k","-","Wolfsburg II","Left"
"Marcel Beifus","€100k","-","Wolfsburg II","Left"
"Anselmo García MacNulty","-","-","Wolfsburg U19","Left"
"Elvis Rexhbecaj","€4.00m","End of loanJun 30, 2021","1.FC Köln","Left"
"Marvin Stefaniak","€300k","End of loanJun 30, 2021","Dynamo Dresden","Left"
"Omar Marmoush","€2.00m","End of loanJun 30, 2021","St. Pauli","Left"
"Felix Klaus","€1.50m","End of loanJun 30, 2021","F. Düsseldorf","Left"
"William","€4.00m","End of loanJun 30, 2021","FC Schalke 04","Left"
"Bryang Kayo","€150k","End of loanJan 30, 2022","Viktoria Berlin","Left"
"Wout Weghorst","€20.00m","€17.50m","Burnley","Joined"
"Victor Sá","€3.00m","€2.85m","Al-Jazira","Joined"
"Felix Klaus","€1.50m","€1.10m","F. Düsseldorf","Joined"
"Josip Brekalo","€12.00m","Loan fee:€1.00m","Torino","Joined"
"Tim Siersleben","€250k","Loan fee:€150k","Heidenheim","Joined"
"Marcel Beifus","€100k","€100k","St. Pauli","Joined"
"Marvin Stefaniak","€300k","free transfer","Würzb. Kickers","Joined"
"Admir Mehmedi","€1.50m","free transfer","Antalyaspor","Joined"
"Jeffrey Bruma","€1.20m","free transfer","Kasimpasa","Joined"
"Ulysses Llanez","€200k","loan transfer","SKN St. Pölten","Joined"
"Marin Pongracic","€8.50m","loan transfer","Dortmund","Joined"
"Lino Kasten","€100k","loan transfer","SKN St. Pölten","Joined"
"Jannis Lang","€200k","?","Erzgebirge Aue","Joined"
"Daniel Ginczek","€1.20m","?","F. Düsseldorf","Joined"
"Omar Marmoush","€2.00m","loan transfer","Stuttgart","Joined"
"Josuha Guilavogui","€4.00m","loan transfer","G. Bordeaux","Joined"
"Bryang Kayo","€150k","loan transfer","Nuremberg II","Joined"
"Elvis Rexhbecaj","€4.00m","loan transfer","VfL Bochum","Joined"
"Bryang Kayo","€150k","loan transfer","Viktoria Berlin","Joined"
"Yun-sang Hong","€50k","loan transfer","SKN St. Pölten","Joined"
"Dominik Marx","€100k","-","Without Club","Joined"
"Maximilian Philipp","€7.00m","End of loanJun 30, 2021","Dynamo Moscow","Joined"
"Jesper Lindstrøm","€7.00m","€7.00m","Bröndby IF","Left"
"Sam Lammers","€6.00m","Loan fee:€3.60m","Atalanta","Left"
"Igor Matanovic","€500k","€1.84m","St. Pauli","Left"
"Jens Petter Hauge","€9.50m","Loan fee:€1.60m","AC Milan","Left"
"Ansgar Knauff","€3.00m","Loan fee:€400k","Dortmund","Left"
"Jens Grahl","€200k","€250k","Stuttgart","Left"
"Diant Ramaj","€250k","€100k","Heidenheim","Left"
"Fabio Blanco","-","free transfer","Valencia U19","Left"
"Christopher Lenz","€5.00m","free transfer","Union Berlin","Left"
"Enrique Herrero","-","free transfer","Villarreal Yth.","Left"
"Rafael Borré","€17.00m","free transfer","River Plate","Left"
"Kristijan Jakic","€4.00m","loan transfer","Dinamo Zagreb","Left"
"Martin Pecar","-","-","Frankfurt U19","Left"
"Jan Schröder","-","-","Frankfurt U19","Left"
"Antonio Foti","-","-","Frankfurt U19","Left"
"Dejan Joveljić","€4.00m","End of loanJun 30, 2021","Wolfsberger AC","Left"
"Gonçalo Paciência","€5.00m","End of loanJun 30, 2021","FC Schalke 04","Left"
"Nils Stendera","€100k","End of loanJun 30, 2021","Lok Leipzig","Left"
"Frederik Rönnow","€2.50m","End of loanJun 30, 2021","FC Schalke 04","Left"
"Danny da Costa","€6.00m","End of loanJun 30, 2021","Mainz","Left"
"Rodrigo Zalazar","€2.50m","End of loanJun 30, 2021","St. Pauli","Left"
"André Silva","€45.00m","€23.00m","Leipzig","Joined"
"Dejan Joveljić","€4.00m","€3.50m","LA Galaxy","Joined"
"Frederik Rönnow","€2.50m","€1.00m","Union Berlin","Joined"
"Fabio Blanco","€750k","€500k","Barcelona B","Joined"
"Steven Zuber","€3.50m","Loan fee:€400k","AEK Athens","Joined"
"Yannick Brugger","€100k","free transfer","Admira Wacker","Joined"
"Jabez Makanda","€200k","free transfer","FK Pirmasens","Joined"
"Jetro Willems","€2.50m","free transfer","Greuther Fürth","Joined"
"Nils Stendera","€100k","free transfer","Hessen Kassel","Joined"
"Igor Matanovic","€500k","loan transfer","St. Pauli","Joined"
"Felix Irorere","€200k","?","Karlsruher SC","Joined"
"Rodrigo Zalazar","€2.50m","loan transfer","FC Schalke 04","Joined"
"Ali Akman","€1.50m","loan transfer","NEC Nijmegen","Joined"
"Fynn Otto","€200k","loan transfer","Hallescher FC","Joined"
"Martin Pecar","€300k","loan transfer","Austria Vienna","Joined"
"Lukas Fahrnberger","€200k","-","Retired","Joined"
"Elias Bördner","€250k","loan transfer","Viktoria Köln","Joined"
"Markus Schubert","€1.80m","End of loanJun 30, 2021","FC Schalke 04","Joined"
"Amin Younes","€1.50m","End of loanJan 18, 2022","Napoli","Joined"
"Luka Jović","€20.00m","End of loanJun 30, 2021","Real Madrid","Joined"
"Odilon Kossounou","€13.00m","€23.00m","Club Brugge","Left"
"Amine Adli","€6.00m","€7.50m","Toulouse","Left"
"Mitchel Bakker","€10.00m","€7.00m","PSG","Left"
"Robert Andrich","€7.00m","€6.50m","Union Berlin","Left"
"Piero Hincapié","€8.00m","€6.35m","CA Talleres","Left"
"Sardar Azmoun","€25.00m","€2.50m","Zenit S-Pb","Left"
"Zidan Sertdemir","-","€2.50m","Nordsjaell. U19","Left"
"Andrey Lunev","€5.00m","free transfer","Zenit S-Pb","Left"
"Yannik Schlößer","-","-","Leverkusen U19","Left"
"Panagiotis Retsos","€4.50m","End of loanJun 30, 2021","Saint-Étienne","Left"
"Lennart Grill","€1.50m","End of loanDec 31, 2021","Brann","Left"
"Joel Pohjanpalo","€2.50m","End of loanJun 30, 2021","Union Berlin","Left"
"Leon Bailey","€35.00m","€32.00m","Aston Villa","Joined"
"Wendell","€6.50m","€4.30m","Porto","Joined"
"Tin Jedvaj","€3.00m","€4.00m","Loko Moscow","Joined"
"Demarai Gray","€8.00m","€2.00m","Everton","Joined"
"Emrehan Gedikli","€1.00m","€800k","Trabzonspor","Joined"
"Nadiem Amiri","€11.00m","Loan fee:€240k","Genoa","Joined"
"Cem Türkmen","€400k","free transfer","Clermont Foot","Joined"
"Aleksandar Dragovic","€3.50m","free transfer","Red Star","Joined"
"Sven Bender","-","free transfer","TSV Brannenburg","Joined"
"Lars Bender","-","free transfer","TSV Brannenburg","Joined"
"Panagiotis Retsos","€3.50m","free transfer","Hellas Verona","Joined"
"Yannik Schlößer","-","loan transfer","Nuremberg II","Joined"
"Mitchell Weiser","€3.00m","loan transfer","Werder Bremen","Joined"
"Joel Pohjanpalo","€2.50m","loan transfer","C. Rizespor","Joined"
"Lennart Grill","€1.50m","loan transfer","Brann","Joined"
"Santiago Arias","€6.00m","End of loanJun 30, 2021","Atlético","Joined"
"Taiwo Awoniyi","€5.00m","€8.55m","Liverpool","Left"
"Sven Michel","€800k","€2.50m","SC Paderborn","Left"
"Tymoteusz Puchacz","€3.50m","€2.50m","Lech Poznan","Left"
"Leon Dajaku","€1.80m","€1.50m","FC Bayern II","Left"
"Frederik Rönnow","€2.50m","€1.00m","Frankfurt","Left"
"András Schäfer","€1.60m","€1.00m","Dunajska Streda","Left"
"Kevin Möhwald","€3.00m","€1.00m","Werder Bremen","Left"
"Keita Endo","€1.30m","€900k","Yokohama F. M.","Left"
"Julius Kade","€450k","€500k","Dynamo Dresden","Left"
"Rick van Drongelen","€2.50m","€500k","Hamburg","Left"
"Dominique Heintz","€3.00m","€150k","Freiburg","Left"
"Paul Jaeckel","€2.00m","free transfer","Greuther Fürth","Left"
"Kevin Behrens","€900k","free transfer","SV Sandhausen","Left"
"Paweł Wszołek","€2.50m","free transfer","Legia Warszawa","Left"
"Genki Haraguchi","€2.50m","free transfer","Hannover 96","Left"
"Bastian Oczipka","€600k","free transfer","FC Schalke 04","Left"
"Levin Öztunali","€2.50m","free transfer","Mainz","Left"
"Rani Khedira","€5.00m","free transfer","Augsburg","Left"
"Andreas Voglsammer","€1.70m","free transfer","Arm. Bielefeld","Left"
"Timo Baumgartl","€3.00m","loan transfer","PSV","Left"
"Suleiman Abdullahi","€500k","End of loanJun 30, 2021","E. Braunschweig","Left"
"Nicolai Rapp","€700k","End of loanJun 30, 2021","Darmstadt 98","Left"
"Laurenz Dehl","€250k","End of loanJun 30, 2021","Hallescher FC","Left"
"Robert Andrich","€7.00m","€6.50m","Leverkusen","Joined"
"Marvin Friedrich","€10.00m","€5.50m","Mönchengladbach","Joined"
"Max Kruse","€3.50m","€5.00m","Wolfsburg","Joined"
"Marius Bülter","€1.70m","€800k","FC Schalke 04","Joined"
"Marcus Ingvartsen","€3.50m","Loan fee:€600k","Mainz","Joined"
"Julius Kade","€450k","€500k","Dynamo Dresden","Joined"
"Sebastian Griesbeck","€1.00m","€250k","Greuther Fürth","Joined"
"Nicolai Rapp","€700k","€200k","Werder Bremen","Joined"
"Tymoteusz Puchacz","€2.50m","Loan fee:€200k","Trabzonspor","Joined"
"Cedric Teuchert","€1.50m","free transfer","Hannover 96","Joined"
"Nikolai Kemlein","€100k","free transfer","Hertha BSC II","Joined"
"Akaki Gogia","€650k","free transfer","FC Zürich","Joined"
"Florian Hübner","€800k","free transfer","1.FC Nuremberg","Joined"
"Christian Gentner","€500k","free transfer","FC Luzern","Joined"
"Christopher Lenz","€5.00m","free transfer","Frankfurt","Joined"
"Leon Dajaku","€1.80m","loan transfer","Sunderland","Joined"
"Rick van Drongelen","€1.50m","loan transfer","KV Mechelen","Joined"
"Paweł Wszołek","€1.00m","loan transfer","Legia Warszawa","Joined"
"Fabio Schneider","€200k","loan transfer","KuPS","Joined"
"Joel Pohjanpalo","€2.50m","End of loanJun 30, 2021","Leverkusen","Joined"
"Loris Karius","€2.00m","End of loanJun 30, 2021","Liverpool","Joined"
"Taiwo Awoniyi","€5.00m","End of loanJun 30, 2021","Liverpool","Joined"
"Leon Dajaku","€1.80m","End of loanJun 30, 2021","FC Bayern II","Joined"
"Petar Musa","€2.00m","End of loanJun 30, 2021","Slavia Praha","Joined"
"Nico Schlotterbeck","€7.50m","End of loanJun 30, 2021","Freiburg","Joined"
"Keita Endo","€1.30m","End of loanJun 30, 2021","Yokohama F. M.","Joined"
"Hannes Wolf","€8.00m","€9.50m","Leipzig","Left"
"Marvin Friedrich","€10.00m","€5.50m","Union Berlin","Left"
"Luca Netz","€5.00m","€2.00m","Hertha BSC","Left"
"Conor Noß","€100k","-","M'gladbach II","Left"
"Jonas Kersken","€100k","-","M'gladbach II","Left"
"Manu Koné","€7.00m","End of loanJun 30, 2021","Toulouse","Left"
"Moritz Nicolas","€250k","End of loanJun 30, 2021","VfL Osnabrück","Left"
"Keanan Bennetts","€1.30m","End of loanJun 30, 2021","Ipswich","Left"
"László Bénes","€4.00m","End of loanJun 30, 2021","Augsburg","Left"
"Andreas Poulsen","€800k","End of loanJun 30, 2021","Austria Vienna","Left"
"Denis Zakaria","€27.00m","€11.35m","Juventus","Joined"
"Andreas Poulsen","€800k","Loan fee:€100k","FC Ingolstadt","Joined"
"Michael Lang","€800k","free transfer","Basel","Joined"
"Julio Villalba","€350k","free transfer","Guayaquil City","Joined"
"Max Grün","€150k","free transfer","Aschaffenburg","Joined"
"Oscar Wendt","€600k","free transfer","IFK Göteborg","Joined"
"Moritz Nicolas","€250k","loan transfer","Viktoria Köln","Joined"
"Hannes Wolf","€5.00m","loan transfer","Swansea","Joined"
"Rocco Reitz","€500k","loan transfer","Sint-Truiden","Joined"
"Torben Müsel","€400k","loan transfer","KAS Eupen","Joined"
"Famana Quizera","€200k","loan transfer","Académico Viseu","Joined"
"Ibrahima Traoré","-","-","Career break","Joined"
"Kaan Kurt","€250k","-","M'gladbach II","Joined"
"Valentino Lazaro","€10.00m","End of loanJun 30, 2021","Inter","Joined"
"Hannes Wolf","€8.00m","End of loanJun 30, 2021","Leipzig","Joined"
"Florian Müller","€8.00m","€5.00m","Mainz","Left"
"Naouirou Ahamada","€1.80m","€4.10m","Juventus U23","Left"
"Wahid Faghir","€3.00m","€3.50m","Vejle BK","Left"
"Chris Führich","€2.50m","€2.50m","SC Paderborn","Left"
"Enzo Millot","€1.00m","€1.75m","Monaco","Left"
"Tiago Tomás","€5.00m","Loan fee:€500k","Sporting","Left"
"Hiroki Ito","€550k","Loan fee:€100k","Júbilo Iwata","Left"
"Ömer Beyaz","€1.00m","free transfer","Fenerbahçe","Left"
"Omar Marmoush","€2.00m","loan transfer","Wolfsburg","Left"
"Alexis Tibidi","€700k","-","Stuttgart U19","Left"
"Florian Schock","€75k","-","Stuttgart II","Left"
"Mohamed Sankoh","€1.00m","-","Stuttgart II","Left"
"Maxime Awoudja","€400k","End of loanJun 30, 2021","Türkgücü Münch.","Left"
"Pablo Maffeo","€3.50m","End of loanJun 30, 2021","SD Huesca","Left"
"Nikolas Nartey","€1.20m","End of loanJun 30, 2021","SV Sandhausen","Left"
"Nico González","€22.00m","€27.37m","Fiorentina","Joined"
"Gregor Kobel","€13.00m","€15.00m","Dortmund","Joined"
"Marc Oliver Kempf","€7.00m","€500k","Hertha BSC","Joined"
"Pablo Maffeo","€3.50m","Loan fee:€500k","RCD Mallorca","Joined"
"Jens Grahl","€200k","€250k","Frankfurt","Joined"
"Darko Churlinov","€1.00m","Loan fee:€100k","FC Schalke 04","Joined"
"Hamadi Al-Ghaddioui","€800k","€70k","Pafos","Joined"
"Marcin Kaminski","€800k","free transfer","FC Schalke 04","Joined"
"Luca Mack","€250k","?","Újpest FC","Joined"
"Antonis Aidonis","€300k","loan transfer","Dynamo Dresden","Joined"
"Maxime Awoudja","€400k","loan transfer","WSG Tirol","Joined"
"Momo Cissé","€400k","loan transfer","Wisla Kraków","Joined"
"Gonzalo Castro","€1.40m","-","Without Club","Joined"
"Philipp Klement","€1.00m","loan transfer","SC Paderborn","Joined"
"Naouirou Ahamada","€1.80m","End of loanJun 30, 2021","Juventus U23","Joined"
"Maximilian Eggestein","€7.50m","€5.00m","Werder Bremen","Left"
"Hugo Siquet","€7.00m","€4.50m","Standard Liège","Left"
"Noah Weißhaupt","€400k","-","SC Freiburg II","Left"
"Kiliann Sildillia","€450k","-","SC Freiburg II","Left"
"Kimberly Ezekwem","€300k","-","SC Freiburg II","Left"
"Kevin Schade","€450k","-","SC Freiburg II","Left"
"Nishan Burkart","€300k","-","SC Freiburg II","Left"
"Noah Atubolu","€350k","-","SC Freiburg II","Left"
"Patrick Kammerbauer","€400k","End of loanJun 30, 2021","E. Braunschweig","Left"
"Amir Abrashi","€800k","End of loanJun 30, 2021","Basel","Left"
"Florian Kath","€250k","End of loanJun 30, 2021","1.FC Magdeburg","Left"
"Brandon Borrello","€600k","End of loanJun 30, 2021","F. Düsseldorf","Left"
"Nico Schlotterbeck","€7.50m","End of loanJun 30, 2021","Union Berlin","Left"
"Chima Okoroji","€700k","End of loanJun 30, 2021","SC Paderborn","Left"
"Baptiste Santamaria","€15.00m","€14.00m","Stade Rennais","Joined"
"Brandon Borrello","€600k","€250k","Dynamo Dresden","Joined"
"Dominique Heintz","€3.00m","€150k","Union Berlin","Joined"
"Chima Okoroji","€700k","€100k","SV Sandhausen","Joined"
"Lino Tempelmann","€900k","Loan fee:€50k","1.FC Nuremberg","Joined"
"Chang-hoon Kwon","€2.00m","free transfer","Suwon Bluewings","Joined"
"Florian Kath","€250k","free transfer","1.FC Magdeburg","Joined"
"Amir Abrashi","€800k","free transfer","Grasshoppers","Joined"
"Patrick Kammerbauer","€400k","-","SC Freiburg II","Joined"
"Niclas Thiede","€200k","loan transfer","SC Verl","Joined"
"Florian Müller","€8.00m","End of loanJun 30, 2021","Mainz","Joined"
"Guus Til","€4.50m","End of loanJun 30, 2021","Spartak Moscow","Joined"
"David Raum","€5.00m","free transfer","Greuther Fürth","Left"
"Angelo Stiller","€2.50m","free transfer","FC Bayern II","Left"
"Sebastian Rudy","€3.00m","free transfer","FC Schalke 04","Left"
"Chris Richards","€7.50m","loan transfer","Bayern Munich","Left"
"Justin Che","€3.00m","loan transfer","Dallas","Left"
"Nahuel Noll","-","-","Hoffenheim U19","Left"
"Fisnik Asllani","€400k","-","Hoffenheim II","Left"
"Tom Bischof","-","-","Hoffenheim U17","Left"
"Justin Hoogma","€1.50m","End of loanJan 23, 2022","Greuther Fürth","Left"
"Bruno Nazário","€800k","End of loanDec 31, 2021","América-MG","Left"
"Jacob Bruun Larsen","€5.50m","End of loanJun 30, 2021","RSC Anderlecht","Left"
"João Klauss","€3.50m","End of loanJan 30, 2022","Standard Liège","Left"
"Lucas Ribeiro","€2.00m","End of loanDec 31, 2021","Internacional","Left"
"Justin Hoogma","€2.00m","End of loanJun 30, 2021","Utrecht","Left"
"Ishak Belfodil","€2.80m","€500k","Hertha BSC","Joined"
"João Klauss","€3.50m","Loan fee:€200k","Sint-Truiden","Joined"
"Sargis Adamyan","€3.00m","Loan fee:€100k","Club Brugge","Joined"
"Maximilian Beier","€2.00m","Loan fee:€50k","Hannover 96","Joined"
"Joshua Brenet","€500k","free transfer","Twente FC","Joined"
"Bruno Nazário","€800k","free transfer","Vasco da Gama","Joined"
"Justin Hoogma","€1.50m","?","Heracles Almelo","Joined"
"Konstantinos Stafylidis","€1.20m","loan transfer","VfL Bochum","Joined"
"Justin Hoogma","€2.00m","loan transfer","Greuther Fürth","Joined"
"Melayro Bogarde","€1.50m","loan transfer","FC Groningen","Joined"
"Lucas Ribeiro","€2.00m","loan transfer","Ceará SC","Joined"
"Mijat Gacinovic","€2.80m","loan transfer","Panathinaikos","Joined"
"Chris Richards","€7.50m","End of loanJun 30, 2021","Bayern Munich","Joined"
"Sebastian Rudy","€3.00m","End of loanJun 30, 2021","FC Schalke 04","Joined"
"Ryan Sessegnon","€18.00m","End of loanJun 30, 2021","Tottenham","Joined"
"Anton Stach","€2.50m","€4.50m","Greuther Fürth","Left"
"Silvan Widmer","€4.00m","€2.50m","Basel","Left"
"Marcus Ingvartsen","€3.50m","Loan fee:€600k","Union Berlin","Left"
"Delano Burgzorg","€750k","Loan fee:€300k","Heracles Almelo","Left"
"Jae-sung Lee","€3.00m","free transfer","Holstein Kiel","Left"
"Anderson Lucoqui","€1.00m","free transfer","Arm. Bielefeld","Left"
"Lasse Rieß","€100k","-","FSV Mainz 05 II","Left"
"David Nemeth","€4.00m","-","FSV Mainz 05 II","Left"
"Jonathan Meier","€600k","End of loanJun 30, 2021","Dynamo Dresden","Left"
"Edimilson Fernandes","€2.80m","End of loanFeb 14, 2022","Arm. Bielefeld","Left"
"Dong-won Ji","€800k","End of loanJun 30, 2021","E. Braunschweig","Left"
"Jean-Philippe Mateta","€5.00m","End of loanJan 30, 2022","Crystal Palace","Left"
"Issah Abass","€700k","End of loanJun 30, 2021","Twente FC","Left"
"Aarón Martín","€4.50m","End of loanJun 30, 2021","Celta de Vigo","Left"
"Florian Müller","€8.00m","End of loanJun 30, 2021","Freiburg","Left"
"Jean-Philippe Mateta","€5.00m","€11.00m","Crystal Palace","Joined"
"Florian Müller","€8.00m","€5.00m","Stuttgart","Joined"
"Pierre Kunde","€3.50m","€1.80m","Olympiacos","Joined"
"Luca Kilian","€1.30m","Loan fee:€250k","1.FC Köln","Joined"
"Ádám Szalai","€800k","free transfer","Basel","Joined"
"Robin Quaison","€7.50m","free transfer","Al-Ettifaq","Joined"
"Dong-won Ji","€800k","free transfer","FC Seoul","Joined"
"Phillipp Mwene","€2.20m","free transfer","PSV","Joined"
"Levin Öztunali","€2.50m","free transfer","Union Berlin","Joined"
"Danny Latza","€1.50m","free transfer","FC Schalke 04","Joined"
"Marlon Mustapha","€300k","loan transfer","Admira Wacker","Joined"
"Issah Abass","€700k","loan transfer","HNK Rijeka","Joined"
"Edimilson Fernandes","€5.00m","loan transfer","Arm. Bielefeld","Joined"
"Edimilson Fernandes","€2.80m","loan transfer","Young Boys","Joined"
"Jonathan Meier","€600k","loan transfer","Hansa Rostock","Joined"
"Marius Liesegang","€100k","-","FSV Mainz 05 II","Joined"
"Omer Hanin","€200k","-","FSV Mainz 05 II","Joined"
"Robert Glatzel","€2.50m","End of loanJun 30, 2021","Cardiff","Joined"
"Danny da Costa","€6.00m","End of loanJun 30, 2021","Frankfurt","Joined"
"Ricardo Pepi","€8.00m","€16.36m","Dallas","Left"
"Niklas Dorsch","€8.00m","€7.00m","KAA Gent","Left"
"Arne Maier","€7.00m","Loan fee:€500k","Hertha BSC","Left"
"Daniel Klein","€100k","€200k","Hoffenheim II","Left"
"Lasse Günther","€1.00m","free transfer","FC Bayern U19","Left"
"Andi Zeqiri","€2.50m","loan transfer","Brighton","Left"
"Lukas Petkov","€200k","-","FC Augsburg II","Left"
"Tim Civeja","€300k","-","FC Augsburg II","Left"
"Maurice Malone","€650k","End of loanJun 30, 2021","Wehen Wiesbaden","Left"
"Frederik Winther","€700k","End of loanJun 30, 2021","Lyngby BK","Left"
"Jozo Stanic","€500k","End of loanJun 30, 2021","FSV Zwickau","Left"
"Kevin Danso","€5.00m","End of loanJun 30, 2021","F. Düsseldorf","Left"
"Sergio Córdova","€1.20m","End of loanJun 30, 2021","Arm. Bielefeld","Left"
"Kevin Danso","€5.00m","€8.00m","Lens","Joined"
"Marco Richter","€5.00m","€7.10m","Hertha BSC","Joined"
"Maurice Malone","€650k","Loan fee:€200k","Heidenheim","Joined"
"Marek Suchy","€500k","free transfer","Mlada Boleslav","Joined"
"Rani Khedira","€5.00m","free transfer","Union Berlin","Joined"
"Lukas Petkov","€200k","loan transfer","SC Verl","Joined"
"Jozo Stanic","€500k","loan transfer","Wehen Wiesbaden","Joined"
"Sergio Córdova","€1.00m","loan transfer","Salt Lake","Joined"
"Julian Schieber","-","-","Retired","Joined"
"Benjamin Leneis","€200k","loan transfer","1.FC Magdeburg","Joined"
"László Bénes","€4.00m","End of loanJun 30, 2021","Mönchengladbach","Joined"
"Suat Serdar","€9.00m","€8.00m","FC Schalke 04","Left"
"Marco Richter","€5.00m","€7.10m","Augsburg","Left"
"Myziane Maolida","€7.00m","€4.00m","Nice","Left"
"Jurgen Ekkelenkamp","€3.20m","€3.00m","Ajax","Left"
"Oliver Christensen","€1.50m","€3.00m","Odense BK","Left"
"Dong-jun Lee","€1.20m","€800k","Ulsan Hyundai","Left"
"Marc Oliver Kempf","€7.00m","€500k","Stuttgart","Left"
"Kelian Nsona","€1.20m","€500k","SM Caen","Left"
"Ishak Belfodil","€2.80m","€500k","Hoffenheim","Left"
"Stevan Jovetić","€5.00m","free transfer","Monaco","Left"
"Fredrik Bjørkan","€1.40m","free transfer","Bodø/Glimt","Left"
"Kevin-Prince Boateng","€2.00m","free transfer","Monza","Left"
"Anton Kade","-","-","Hertha BSC U19","Left"
"Linus Gechter","€700k","-","Hertha BSC U19","Left"
"Marcel Lotka","€200k","-","Hertha BSC II","Left"
"Dennis Jastrzembski","€450k","End of loanJun 30, 2021","W. Mannheim","Left"
"Arne Maier","€7.00m","End of loanJun 30, 2021","Arm. Bielefeld","Left"
"Davie Selke","€2.80m","End of loanJun 30, 2021","Werder Bremen","Left"
"Matheus Cunha","€30.00m","€35.00m","Atlético","Joined"
"Jhon Córdoba","€15.00m","€20.00m","Krasnodar","Joined"
"Luca Netz","€5.00m","€2.00m","Mönchengladbach","Joined"
"Arne Maier","€7.00m","Loan fee:€500k","Augsburg","Joined"
"Dennis Jastrzembski","€1.00m","free transfer","Slask Wroclaw","Joined"
"Mathew Leckie","€1.00m","free transfer","Melbourne City","Joined"
"Javairô Dilrosun","€9.00m","loan transfer","G. Bordeaux","Joined"
"Krzysztof Piatek","€10.00m","loan transfer","Fiorentina","Joined"
"Deyovaisio Zeefuik","€3.50m","loan transfer","Blackburn","Joined"
"Daishawn Redan","€2.20m","loan transfer","PEC Zwolle","Joined"
"Jordan Torunarigha","€5.00m","loan transfer","KAA Gent","Joined"
"Dodi Lukébakio","€13.00m","loan transfer","Wolfsburg","Joined"
"Omar Alderete","€4.50m","loan transfer","Valencia","Joined"
"Jessic Ngankam","€1.20m","loan transfer","Greuther Fürth","Joined"
"Eduard Löwen","€3.00m","loan transfer","VfL Bochum","Joined"
"Ruwen Werthmüller","€125k","-","Hertha BSC II","Joined"
"Sami Khedira","-","-","Retired","Joined"
"Nemanja Radonjic","€6.00m","End of loanJun 30, 2021","Marseille","Joined"
"Mattéo Guendouzi","€20.00m","End of loanJun 30, 2021","Arsenal","Joined"
"George Bello","€4.00m","€1.80m","Atlanta","Left"
"Burak İnce","€2.50m","€1.35m","Altinordu","Left"
"Gui Ramos","€800k","€1.20m","Feirense","Left"
"Robin Hack","€3.00m","€1.20m","1.FC Nuremberg","Left"
"Masaya Okugawa","€2.50m","€1.00m","Salzburg","Left"
"Florian Krüger","€4.00m","€1.00m","Erzgebirge Aue","Left"
"Bryan Lasme","€2.00m","€800k","FC Sochaux","Left"
"Patrick Wimmer","€1.50m","€700k","Austria Vienna","Left"
"Stefanos Kapino","€700k","€300k","Werder Bremen","Left"
"Lennart Czyborra","€3.50m","Loan fee:€75k","Genoa","Left"
"Janni Serra","€2.00m","free transfer","Holstein Kiel","Left"
"Sebastian Vasiliadis","€2.00m","free transfer","SC Paderborn","Left"
"Alessandro Schöpf","€1.50m","free transfer","FC Schalke 04","Left"
