Name,Value,Fee,From,Direction
"Stéphane Diarra","€800k","€2.50m","Le Mans FC","Left"
"Thomas Monconduit","€2.00m","€2.00m","Amiens SC","Left"
"Quentin Boisgard","€1.60m","€2.00m","Toulouse","Left"
"Jérémy Morel","€250k","free transfer","Stade Rennais","Left"
"Matthieu Dreyer","€325k","free transfer","Amiens SC","Left"
"Thomas Callens","€150k","free transfer","SM Caen","Left"
"Tiago Ilori","€1.00m","loan transfer","Sporting","Left"
"Andreaw Gravillon","€3.50m","loan transfer","Inter","Left"
"Trevoh Chalobah","€2.70m","loan transfer","Chelsea U23","Left"
"Samuel Loric","-","-","Lorient B","Left"
"Teddy Bartouche-Selbonne","-","-","Lorient B","Left"
"Peter Ouaneh","€300k","End of loanJun 30, 2020","Le Puy Foot","Left"
"Mohamed Mara","€475k","End of loanJun 30, 2020","Paris FC","Left"
"Mamadou Kamissoko","€300k","End of loanJun 30, 2020","Pau FC","Left"
"Wilfried Ebane","€150k","End of loanJun 30, 2020","USL Dunkerque","Left"
"Illan Meslier","€4.50m","End of loanJul 23, 2020","Leeds","Left"
"Gaëtan Courtet","€650k","End of loanJun 30, 2020","AC Ajaccio","Left"
"Moussa Guel","€250k","End of loanJun 30, 2020","Quevilly Rouen","Left"
"Illan Meslier","€4.50m","€6.50m","Leeds","Joined"
"Jimmy Cabot","€800k","free transfer","Angers SCO","Joined"
"Mohamed Mara","-","free transfer","Thonon Évian","Joined"
"Mamadou Kamissoko","€300k","free transfer","Pau FC","Joined"
"Joris Sainati","€300k","free transfer","AC Ajaccio","Joined"
"Maxime Etuin","€475k","free transfer","Le Mans FC","Joined"
"Romain Cagnon","€150k","free transfer","US Créteil-L","Joined"
"Quentin Lecoeuche","€550k","loan transfer","AC Ajaccio","Joined"
"Maxime Pattier","€150k","loan transfer","Stade Briochin","Joined"
"Samuel Loric","-","loan transfer","US Avranches","Joined"
"Julien Ponceau","€1.80m","loan transfer","Rodez AF","Joined"
"Peter Ouaneh","€300k","?","Concarneau","Joined"
"Moussa Guel","€250k","?","Valenciennes FC","Joined"
"Gaëtan Courtet","€900k","?","AC Ajaccio","Joined"
"Umut Bozok","€1.50m","loan transfer","Troyes","Joined"
"Wilfried Ebane","€150k","-","Without Club","Joined"
"Jonathan Martins Pereira","-","-","Retired","Joined"
"Armand Laurienté","€450k","End of loanJun 30, 2020","Stade Rennais","Joined"
"Yann Kitala","€350k","End of loanJun 30, 2020","Olymp. Lyon B","Joined"
"Seko Fofana","€9.50m","€8.50m","Udinese","Left"
"Ignatius Ganago","€3.60m","€6.00m","Nice","Left"
"Facundo Medina","€4.50m","€3.50m","CA Talleres","Left"
"Corentin Jean","€1.60m","€1.00m","Toulouse","Left"
"Loïc Badé","-","free transfer","Le Havre AC","Left"
"Jonathan Clauss","€1.20m","free transfer","Arm. Bielefeld","Left"
"Gaël Kakuta","€2.80m","loan transfer","Amiens SC","Left"
"Issiaga Sylla","€2.80m","loan transfer","Toulouse","Left"
"Arnaud Kalimuendo","€1.00m","loan transfer","PSG","Left"
"Wuilker Fariñez","€4.50m","loan transfer","Millonarios","Left"
"David Da Costa","-","-","RC Lens B","Left"
"Tom Ducrocq","€150k","-","RC Lens B","Left"
"Gaëtan Robail","€1.20m","End of loanJan 11, 2021","Guingamp","Left"
"Arial Mendy","€475k","End of loanJun 30, 2020","US Orléans","Left"
"Cyrille Bayala","€650k","End of loanJun 30, 2020","AC Ajaccio","Left"
"Cyrille Bayala","€600k","free transfer","AC Ajaccio","Joined"
"Arial Mendy","€475k","free transfer","Servette FC","Joined"
"Guillaume Gillet","€400k","free transfer","R Charleroi SC","Joined"
"Didier Desprez","€300k","free transfer","Paris FC","Joined"
"Charles Boli","€200k","loan transfer","Paris FC","Joined"
"Tom Ducrocq","€150k","loan transfer","SC Bastia","Joined"
"Gaëtan Robail","€1.20m","loan transfer","Guingamp","Joined"
"Thomas Vincensini","€300k","loan transfer","SC Bastia","Joined"
"Jules Keita","€1.30m","loan transfer","CSKA Sofia","Joined"
"Gaëtan Robail","€1.20m","loan transfer","Valenciennes FC","Joined"
"Manuel Perez","€650k","?","Grenoble","Joined"
"Aleksandar Radovanovic","€600k","?","KV Kortrijk","Joined"
"Mouaad Madri","€400k","-","Without Club","Joined"
"Corentin Jean","€1.60m","End of loanJun 30, 2020","Toulouse","Joined"
"Vítor Costa","€600k","End of loanJun 30, 2020","Inter de Lages","Joined"
"Amadou Onana","€3.00m","€13.57m","Hamburg","Left"
"Edon Zhegrova","€2.00m","€7.00m","Basel","Left"
"Gabriel Gudmundsson","€1.80m","€6.00m","FC Groningen","Left"
"Ivo Grbic","€3.50m","loan transfer","Atlético","Left"
"Hatem Ben Arfa","€2.00m","-","Without Club","Left"
"Hervé Koffi","€2.40m","End of loanJun 30, 2021","Mouscron","Left"
"Thiago Maia","€5.00m","End of loanDec 31, 2021","Flamengo","Left"
"Scotty Sadzoute","€600k","End of loanJun 30, 2021","Pau FC","Left"
"Rominigue Kouamé","€2.00m","End of loanJun 30, 2021","Troyes","Left"
"Jean Onana","€900k","End of loanJun 30, 2021","Mouscron","Left"
"Cheikh Niasse","€800k","End of loanJun 30, 2021","Panathinaikos","Left"
"Angel Gomes","€6.00m","End of loanJun 30, 2021","Boavista","Left"
"Kouadio-Yves Dabila","€1.20m","End of loanJun 30, 2021","Mouscron","Left"
"Léo Jardim","€3.00m","End of loanJun 30, 2021","Boavista","Left"
"Adama Soumaoro","€4.00m","End of loanJun 30, 2021","Bologna","Left"
"Adam Jakubech","€600k","End of loanJun 30, 2021","KV Kortrijk","Left"
"Boubakary Soumaré","€28.00m","€20.00m","Leicester","Joined"
"Mike Maignan","€25.00m","€16.40m","AC Milan","Joined"
"Jonathan Ikoné","€22.00m","€15.40m","Fiorentina","Joined"
"Luiz Araújo","€10.00m","€11.50m","Atlanta","Joined"
"Thiago Maia","€5.00m","€4.00m","Flamengo","Joined"
"Reinildo Mandava","€10.00m","€3.00m","Atlético","Joined"
"Rominigue Kouamé","€2.00m","€2.50m","Troyes","Joined"
"Adama Soumaoro","€4.00m","€2.10m","Bologna","Joined"
"Jean Onana","€900k","€2.00m","G. Bordeaux","Joined"
"Cheikh Niasse","€1.00m","€900k","Young Boys","Joined"
"Hervé Koffi","€2.40m","€500k","R Charleroi SC","Joined"
"Scotty Sadzoute","€600k","€400k","OH Leuven","Joined"
"Yusuf Yazıcı","€15.00m","Loan fee:€350k","CSKA Moscow","Joined"
"Eugenio Pizzuto","€300k","free transfer","Braga B","Joined"
"Lucas Chevalier","€500k","loan transfer","Valenciennes FC","Joined"
"Kouadio-Yves Dabila","€1.20m","loan transfer","RFC Seraing","Joined"
"Achraf Hakimi","€60.00m","€68.00m","Inter","Left"
"Danilo Pereira","€20.00m","€16.00m","Porto","Left"
"Nuno Mendes","€40.00m","Loan fee:€7.00m","Sporting","Left"
"Lionel Messi","€80.00m","free transfer","Barcelona","Left"
"Georginio Wijnaldum","€30.00m","free transfer","Liverpool","Left"
"Sergio Ramos","€10.00m","free transfer","Real Madrid","Left"
"Gianluigi Donnarumma","€60.00m","free transfer","AC Milan","Left"
"Edouard Michut","€1.00m","-","Paris SG U19","Left"
"Teddy Alloh","-","-","Paris SG U19","Left"
"Nathan Bitumazala","-","-","Paris SG U19","Left"
"Anfane Ahamada","-","-","Paris SG U19","Left"
"Tidjany Touré","-","-","Paris SG U19","Left"
"Kenny Nagera","-","-","Paris SG U19","Left"
"Denis Franchi","€250k","-","Paris SG U19","Left"
"Thierno Baldé","-","-","Paris SG U19","Left"
"Xavi Simons","€1.50m","-","Paris SG U19","Left"
"Garissone Innocent","€300k","End of loanDec 20, 2021","Vannes","Left"
"Kenny Nagera","€400k","End of loanJan 16, 2022","SC Bastia","Left"
"Junior Dina Ebimbe","€6.00m","End of loanJun 30, 2021","Dijon","Left"
"Bandiougou Fadiga","€1.20m","End of loanJun 30, 2021","Stade Brestois","Left"
"Marcin Bulka","€800k","End of loanJun 30, 2021","LB Châteauroux","Left"
"Arnaud Kalimuendo","€10.00m","End of loanJun 30, 2021","Lens","Left"
"Garissone Innocent","€300k","End of loanJun 30, 2021","SM Caen","Left"
"Alphonse Areola","€17.00m","End of loanJun 30, 2021","Fulham","Left"
"Mitchel Bakker","€10.00m","€7.00m","Leverkusen","Joined"
"Pablo Sarabia","€25.00m","Loan fee:€2.00m","Sporting","Joined"
"Alphonse Areola","€17.00m","Loan fee:€2.00m","West Ham","Joined"
"Kays Ruiz-Atil","€3.00m","free transfer","Barcelona B","Joined"
"Kenny Nagera","€400k","loan transfer","US Avranches","Joined"
"Timothée Pembélé","€4.00m","loan transfer","G. Bordeaux","Joined"
"Kenny Nagera","-","loan transfer","SC Bastia","Joined"
"Thierno Baldé","-","loan transfer","Le Havre AC","Joined"
"Arnaud Kalimuendo","€10.00m","loan transfer","Lens","Joined"
"Teddy Alloh","€250k","loan transfer","KAS Eupen","Joined"
"Garissone Innocent","€300k","loan transfer","Vannes","Joined"
"Sergio Rico","€5.00m","loan transfer","RCD Mallorca","Joined"
"Rafinha","€12.00m","loan transfer","Real Sociedad","Joined"
"Marcin Bulka","€800k","loan transfer","Nice","Joined"
"Bandiougou Fadiga","€1.20m","-","Paris SG B","Joined"
"Danilo Pereira","€20.00m","End of loanJun 30, 2021","Porto","Joined"
"Moise Kean","€35.00m","End of loanJun 30, 2021","Everton","Joined"
"Alessandro Florenzi","€13.00m","End of loanJun 30, 2021","Roma","Joined"
"Myron Boadu","€14.00m","€17.00m","AZ Alkmaar","Left"
"Vanderson","€8.50m","€11.00m","Grêmio","Left"
"Jean Lucas","€4.50m","€11.00m","Lyon","Left"
"Ismail Jakobs","€7.00m","€7.30m","1.FC Köln","Left"
"Alexander Nübel","€6.00m","loan transfer","Bayern Munich","Left"
"Benjamin Henrichs","€12.00m","End of loanJun 30, 2021","Leipzig","Left"
"Anthony Musaba","€2.20m","End of loanJun 30, 2021","Cercle Brugge","Left"
"Wilson Isidor","€1.50m","End of loanJun 30, 2021","Bastia-Borgo","Left"
"Adrien Bongiovanni","€550k","End of loanJun 30, 2021","FC Den Bosch","Left"
"Jean Marcelin","€5.00m","End of loanJun 30, 2021","Cercle Brugge","Left"
"Loïc Badiashile","€400k","End of loanJun 30, 2021","Las Rozas CF","Left"
"Gil Dias","€3.00m","End of loanJun 30, 2021","Famalicão","Left"
"Pietro Pellegri","€5.00m","End of loanJan 26, 2022","AC Milan","Left"
"Pelé","€2.00m","End of loanJun 30, 2021","Rio Ave","Left"
"Keita Baldé","€8.00m","End of loanJun 30, 2021","Sampdoria","Left"
"Jean-Eudes Aholou","€4.00m","End of loanJun 30, 2021","R. Strasbourg","Left"
"Jorge","€3.20m","End of loanJun 30, 2021","Basel","Left"
"Antonio Barreca","€2.00m","End of loanJun 30, 2021","Fiorentina","Left"
"Giulian Biancone","€1.30m","End of loanJun 30, 2021","Cercle Brugge","Left"
"Arthur Zagré","€2.50m","End of loanJun 30, 2021","Dijon","Left"
"Strahinja Pavlović","€8.00m","End of loanJun 30, 2021","Cercle Brugge","Left"
"Henry Onyekuru","€7.00m","End of loanJun 30, 2021","Galatasaray","Left"
"Benjamin Henrichs","€12.00m","€15.00m","Leipzig","Joined"
"Fodé Ballo-Touré","€6.50m","€5.40m","AC Milan","Joined"
"Henry Onyekuru","€7.00m","€4.50m","Olympiacos","Joined"
"Wilson Isidor","€3.00m","€3.50m","Loko Moscow","Joined"
"Giulian Biancone","€1.30m","€2.50m","Troyes","Joined"
"Enzo Millot","€1.00m","€1.75m","Stuttgart","Joined"
"Gil Dias","€3.00m","€1.50m","Benfica","Joined"
"Pietro Pellegri","€6.00m","Loan fee:€493k","AC Milan","Joined"
"Stevan Jovetić","€5.00m","free transfer","Hertha BSC","Joined"
"Jorge","€3.20m","free transfer","Palmeiras","Joined"
"Keita Baldé","€8.00m","free transfer","Cagliari","Joined"
"Youssef Aït Bennasser","€2.00m","free transfer","Adanaspor","Joined"
"Benjamin Lecomte","€10.00m","loan transfer","Atlético","Joined"
"Strahinja Pavlović","€8.00m","loan transfer","Basel","Joined"
"Antonio Barreca","€2.00m","loan transfer","Lecce","Joined"
"Anthony Musaba","€2.20m","loan transfer","Heerenveen","Joined"
"Willem Geubbels","€6.00m","loan transfer","FC Nantes","Joined"
"Jean-Eudes Aholou","€4.00m","loan transfer","R. Strasbourg","Joined"
"Pietro Pellegri","€5.00m","loan transfer","Torino","Joined"
"Arthur Zagré","€2.50m","loan transfer","Utrecht","Joined"
"Loïc Badiashile","€400k","-","Without Club","Joined"
"Julien Serrano","€750k","-","Without Club","Joined"
"Adrien Bongiovanni","€550k","-","Without Club","Joined"
"Florentino","€10.00m","End of loanJun 30, 2021","Benfica","Joined"
"Romain Faivre","€15.00m","€15.00m","Stade Brestois","Left"
"Xherdan Shaqiri","€12.00m","€6.00m","Liverpool","Left"
"Tanguy Ndombélé","€38.00m","Loan fee:€1.42m","Tottenham","Left"
"Emerson","€14.00m","Loan fee:€500k","Chelsea","Left"
"Henrique Silva","€950k","free transfer","Vasco da Gama","Left"
"Damien Da Silva","€2.00m","free transfer","Stade Rennais","Left"
"Jérôme Boateng","€8.50m","-","Without Club","Left"
"Castello Lukeba","-","-","Olymp. Lyon B","Left"
"Habib Keïta","-","-","Olymp. Lyon B","Left"
"Malo Gusto","€500k","-","Olymp. Lyon B","Left"
"Malcolm Barcola","€250k","-","Olymp. Lyon B","Left"
"Florent Sanchez","€500k","-","Olymp. Lyon B","Left"
"Bradley Barcola","-","-","Olymp. Lyon B","Left"
"Tetê","€20.00m","loan transfer","Shakhtar D.","Left"
"Yahya Soumaré","€400k","End of loanDec 3, 2021","Dijon","Left"
"Youssouf Koné","€1.60m","End of loanJun 30, 2021","Hatayspor","Left"
"Moussa Dembélé","€20.00m","End of loanJun 30, 2021","Atlético","Left"
"Jean Lucas","€4.50m","End of loanJun 30, 2021","Stade Brestois","Left"
"Jeff Reine-Adélaïde","€22.00m","End of loanJun 30, 2021","Nice","Left"
"Joachim Andersen","€22.00m","End of loanJun 30, 2021","Fulham","Left"
"Lenny Pintor","€2.00m","End of loanJun 30, 2021","Troyes","Left"
"Pape Cheikh","€2.50m","End of loanJun 30, 2021","Dijon","Left"
"Bruno Guimarães","€30.00m","€42.10m","Newcastle","Joined"
"Joachim Andersen","€22.00m","€17.50m","Crystal Palace","Joined"
"Maxwel Cornet","€12.00m","€15.00m","Burnley","Joined"
"Jean Lucas","€4.50m","€11.00m","Monaco","Joined"
"Xherdan Shaqiri","€8.00m","€7.00m","Chicago","Joined"
"Melvin Bard","€5.00m","€3.00m","Nice","Joined"
"Islam Slimani","€2.50m","free transfer","Sporting","Joined"
"Djamel Eddine Benlamri","€1.10m","free transfer","Qatar SC","Joined"
"Marcelo","€1.50m","free transfer","G. Bordeaux","Joined"
"Memphis Depay","€45.00m","free transfer","Barcelona","Joined"
"Yahya Soumaré","€400k","loan transfer","Dijon","Joined"
"Youssouf Koné","€1.60m","loan transfer","Troyes","Joined"
"Cenk Özkacar","€1.20m","loan transfer","OH Leuven","Joined"
"Florent Sanchez","€500k","loan transfer","FC Villefranche","Joined"
"Yahya Soumaré","€400k","loan transfer","FC Annecy","Joined"
"Mattia De Sciglio","€7.50m","End of loanJun 30, 2021","Juventus","Joined"
"Gerson","€20.00m","€20.50m","Flamengo","Left"
"Pol Lirola","€9.00m","€13.00m","Fiorentina","Left"
"Leonardo Balerdi","€8.00m","€11.00m","Dortmund","Left"
"Luan Peres","€2.00m","€4.50m","Santos","Left"
"Konrad de la Fuente","€4.00m","€3.00m","Barcelona B","Left"
"Pau López","€10.00m","Loan fee:€720k","Roma","Left"
"Samuel Gigot","€11.00m","€500k","Spartak Moscow","Left"
"Cengiz Ünder","€18.00m","Loan fee:€500k","Roma","Left"
"Bamba Dieng","€700k","€400k","Diambars FC","Left"
"Cédric Bakambu","€12.00m","free transfer","BJ Guoan","Left"
"Sead Kolasinac","€3.00m","free transfer","Arsenal","Left"
"Amine Harit","€10.00m","loan transfer","FC Schalke 04","Left"
"William Saliba","€18.00m","loan transfer","Arsenal","Left"
"Mattéo Guendouzi","€20.00m","loan transfer","Arsenal","Left"
"Oussama Targhalline","€200k","-","Marseille B","Left"
"Darío Benedetto","€3.50m","End of loanJan 20, 2022","Elche CF","Left"
"Nemanja Radonjic","€6.00m","End of loanJun 30, 2021","Hertha BSC","Left"
"Kevin Strootman","€5.00m","End of loanJun 30, 2021","Genoa","Left"
"Ahmadou Dia","€200k","End of loanMar 23, 2021","FC Dordrecht","Left"
"Maxime Lopez","€10.00m","End of loanJun 30, 2021","Sassuolo","Left"
"Darío Benedetto","€3.50m","€3.00m","Boca Juniors","Joined"
"Maxime Lopez","€10.00m","€2.50m","Sassuolo","Joined"
"Hiroki Sakai","€4.00m","€1.50m","Urawa Reds","Joined"
"Nemanja Radonjic","€6.00m","Loan fee:€1.00m","Benfica","Joined"
"Christopher Rocchia","€1.00m","free transfer","Dijon","Joined"
"Saîf-Eddine Khaoui","€1.80m","free transfer","Clermont Foot","Joined"
"Valère Germain","€3.00m","free transfer","Montpellier","Joined"
"Florian Thauvin","€17.00m","free transfer","Tigres UANL","Joined"
"Darío Benedetto","€7.00m","loan transfer","Elche CF","Joined"
"Samuel Gigot","€11.00m","loan transfer","Spartak Moscow","Joined"
"Lucas Perrin","€1.80m","loan transfer","R. Strasbourg","Joined"
"Jordan Amavi","€7.00m","loan transfer","Nice","Joined"
"Kevin Strootman","€5.00m","loan transfer","Cagliari","Joined"
"Ahmadou Dia","€200k","-","Without Club","Joined"
"Yuto Nagatomo","€800k","-","Without Club","Joined"
"Yohann Pelé","€250k","-","Retired","Joined"
"Leonardo Balerdi","€8.00m","End of loanJun 30, 2021","Dortmund","Joined"
"Olivier Ntcham","€3.00m","End of loanJun 30, 2021","Celtic","Joined"
"Pol Lirola","€9.00m","End of loanJun 30, 2021","Fiorentina","Joined"
"Michaël Cuisance","€7.00m","End of loanJun 30, 2021","Bayern Munich","Joined"
"Loïc Badé","€12.00m","€17.00m","Lens","Left"
"Kamaldeen Sulemana","€9.00m","€17.00m","Nordsjaelland","Left"
"Gaëtan Laborde","€15.00m","€15.00m","Montpellier","Left"
"Baptiste Santamaria","€15.00m","€14.00m","Freiburg","Left"
"Lovro Majer","€13.00m","€12.00m","Dinamo Zagreb","Left"
"Doğan Alemdar","€2.40m","€3.74m","Kayserispor","Left"
"Birger Meling","€3.50m","€3.00m","Nîmes Olympique","Left"
"Andy Diouf","-","-","Rennes B","Left"
"Lesley Ugochukwu","€300k","-","Rennes B","Left"
"Loum Tchaouna","-","-","Rennes B","Left"
"Matthis Abline","-","-","Rennes B","Left"
"Franck Rivollier","-","-","Rennes B","Left"
"Lorenz Assignon","€500k","-","Rennes B","Left"
"Warmed Omari","€200k","-","Rennes B","Left"
"Mathys Tel","-","-","Rennes U19","Left"
"Metehan Güclü","€300k","End of loanJun 30, 2021","Valenciennes FC","Left"
"Rafik Guitane","€2.50m","End of loanJun 30, 2021","Marítimo","Left"
"Hakim El Mokeddem","€250k","End of loanJun 30, 2021","FC Sète 34","Left"
"Jordan","€5.00m","End of loanJun 30, 2021","Young Boys","Left"
"Lilian Brassier","€2.50m","End of loanJun 30, 2021","Stade Brestois","Left"
"Jérémy Gélin","€3.50m","End of loanJun 30, 2021","Royal Antwerp","Left"
"Sacha Boey","€2.50m","End of loanJun 30, 2021","Dijon","Left"
"M'Baye Niang","€4.50m","End of loanJun 30, 2021","Al-Ahli","Left"
"Eduardo Camavinga","€55.00m","€31.00m","Real Madrid","Joined"
"Sacha Boey","€2.50m","€5.65m","Galatasaray","Joined"
"Faitout Maouassa","€12.00m","€4.00m","Club Brugge","Joined"
"Jordan","€5.00m","€2.50m","Young Boys","Joined"
"Brandon Soppy","€7.00m","€2.00m","Udinese","Joined"
"Lilian Brassier","€2.50m","€1.75m","Stade Brestois","Joined"
"Romain Del Castillo","€4.50m","€1.50m","Stade Brestois","Joined"
"Gerzino Nyamsi","€3.50m","€1.50m","R. Strasbourg","Joined"
"Damien Da Silva","€2.00m","free transfer","Lyon","Joined"
"Rafik Guitane","€2.50m","free transfer","Stade Reims","Joined"
"M'Baye Niang","€4.50m","free transfer","G. Bordeaux","Joined"
"Franck Rivollier","-","loan transfer","Stade Briochin","Joined"
"Matthis Abline","€2.00m","loan transfer","Le Havre AC","Joined"
"James Léa Siliki","€4.00m","loan transfer","Middlesbrough","Joined"
"Metehan Güclü","€300k","loan transfer","FC Emmen","Joined"
"Yann Gboho","€4.50m","loan transfer","Vitesse","Joined"
"Clément Grenier","€4.00m","-","Without Club","Joined"
"Hakim El Mokeddem","€250k","-","Without Club","Joined"
"Steven Nzonzi","€8.00m","End of loanJun 30, 2021","Roma","Joined"
"Dalbert","€4.00m","End of loanJun 30, 2021","Inter","Joined"
"Daniele Rugani","€10.00m","End of loanJan 31, 2021","Juventus","Joined"
"Kevin Danso","€5.00m","€8.00m","Augsburg","Left"
"Gaël Kakuta","€8.00m","€5.00m","Amiens SC","Left"
"Patrick Berg","€1.60m","€4.50m","Bodø/Glimt","Left"
"Przemyslaw Frankowski","€2.00m","€2.30m","Chicago","Left"
"Deiver Machado","€900k","€1.80m","Toulouse","Left"
"Wuilker Fariñez","€2.50m","€1.50m","Millonarios","Left"
"Wesley Saïd","€1.50m","free transfer","Toulouse","Left"
"Christopher Wooh","€600k","free transfer","AS Nancy","Left"
"Mamadou Camara","-","?","Sacré Cœur","Left"
"Arnaud Kalimuendo","€10.00m","loan transfer","PSG","Left"
"Boubakar Camara","-","-","RC Lens B","Left"
"Jonathan Varane","-","-","RC Lens B","Left"
"Ibrahima Baldé","-","-","RC Lens B","Left"
"Valentin Belon","€150k","End of loanJun 30, 2021","Stade Lavallois","Left"
"Charles Boli","€500k","End of loanJun 30, 2021","Paris FC","Left"
"Jules Keita","€500k","End of loanJun 30, 2021","CSKA Sofia","Left"
"Thomas Vincensini","€400k","End of loanJun 30, 2021","SC Bastia","Left"
"Loïc Badé","€12.00m","€17.00m","Stade Rennais","Joined"
"Clément Michelin","€2.50m","€1.00m","AEK Athens","Joined"
"Zakaria Diallo","€300k","free transfer","Al-Shabab","Joined"
"Cheick Traoré","€800k","free transfer","Dijon","Joined"
"Thomas Vincensini","€400k","free transfer","SC Bastia","Joined"
"Boubakar Camara","-","loan transfer","Le Mans FC","Joined"
"Ismaël Boura","€1.50m","loan transfer","Le Havre AC","Joined"
"Jonathan Varane","€300k","loan transfer","Rodez AF","Joined"
"Tony Mauricio","€2.00m","?","FC Sochaux","Joined"
"Steven Fortes","€800k","loan transfer","KV Oostende","Joined"
"Simon Banza","€2.50m","loan transfer","Famalicão","Joined"
"Charles Boli","€500k","loan transfer","LR Vicenza","Joined"
"Jules Keita","€500k","-","Without Club","Joined"
"Valentin Belon","€150k","-","Retired","Joined"
"Arnaud Kalimuendo","€10.00m","End of loanJun 30, 2021","PSG","Joined"
"Gaël Kakuta","€8.00m","End of loanJun 30, 2021","Amiens SC","Joined"
"Issiaga Sylla","€2.00m","End of loanJun 30, 2021","Toulouse","Joined"
"Wuilker Fariñez","€2.50m","End of loanJun 30, 2021","Millonarios","Joined"
"Matheus Thuler","€500k","Loan fee:€200k","Flamengo","Left"
"Rémy Cabella","€8.00m","free transfer","Krasnodar","Left"
"Valère Germain","€3.00m","free transfer","Marseille","Left"
"Mamadou Sakho","€6.00m","free transfer","Crystal Palace","Left"
"Léo Leroy","€1.50m","free transfer","LB Châteauroux","Left"
"Gabriel Barès","€800k","?","Lausanne-Sport","Left"
"Nicholas Gioacchini","€1.50m","loan transfer","SM Caen","Left"
"Sacha Delaye","-","-","Montpellier B","Left"
"Maxime Estève","-","-","Montpellier B","Left"
"Yanis Guermouche","-","-","Montpellier B","Left"
"Thibaut Vargas","€400k","End of loanJun 30, 2021","LB Châteauroux","Left"
"Kylian Kaïboue","€400k","End of loanJun 30, 2021","FC Sète 34","Left"
"Gaëtan Laborde","€15.00m","€15.00m","Stade Rennais","Joined"
"Andy Delort","€16.00m","€10.00m","Nice","Joined"
"Petar Skuletic","€700k","free transfer","Sabah FK","Joined"
"Damien Le Tallec","€1.80m","free transfer","AEK Athens","Joined"
"Daniel Congré","€500k","free transfer","Dijon","Joined"
"Yanis Ammour","€200k","free transfer","AEK Athens B","Joined"
"Il-lok Yun","€1.00m","free transfer","Ulsan Hyundai","Joined"
"Samy Benchamma","€300k","free transfer","Chamois Niort","Joined"
"Keagan Dolly","€1.00m","free transfer","Kaizer Chiefs","Joined"
"Kylian Kaïboue","€400k","free transfer","SC Bastia","Joined"
"Clément Vidal","€450k","loan transfer","AC Ajaccio","Joined"
"Thibaut Vargas","€400k","?","LB Châteauroux","Joined"
"Mathías Suárez","€500k","loan transfer","Mvd City Torque","Joined"
"Hilton","-","-","Career break","Joined"
"Jean-Clair Todibo","€12.00m","€16.50m","Barcelona","Left"
"Calvin Stengs","€14.00m","€15.00m","AZ Alkmaar","Left"
"Andy Delort","€16.00m","€10.00m","Montpellier","Left"
"Billal Brahimi","€1.20m","€7.00m","Angers SCO","Left"
"Pablo Rosario","€6.00m","€6.00m","PSV","Left"
"Mario Lemina","€10.00m","€5.50m","Southampton","Left"
"Melvin Bard","€5.00m","€3.00m","Lyon","Left"
"Jean N'Guessan","-","?","RC Abidjan","Left"
"Jordan Amavi","€7.00m","loan transfer","Marseille","Left"
"Marcin Bulka","€800k","loan transfer","PSG","Left"
"Justin Kluivert","€14.00m","loan transfer","Roma","Left"
"Hicham Mahou","€800k","End of loanJun 30, 2021","Lausanne-Sport","Left"
"Danilo Barbosa","€6.00m","End of loanDec 31, 2021","Palmeiras","Left"
"Racine Coly","€1.30m","End of loanJun 30, 2021","Amiens SC","Left"
"Wylan Cyprien","€6.00m","End of loanJun 30, 2021","Parma","Left"
"Armel Zohouri","€500k","End of loanJun 30, 2021","Lausanne-Sport","Left"
"Trazié Thomas","€500k","End of loanJun 30, 2021","Lausanne-Sport","Left"
"Evann Guessand","€2.00m","End of loanJun 30, 2021","Lausanne-Sport","Left"
"Lucas Da Cunha","€3.00m","End of loanJun 30, 2021","Lausanne-Sport","Left"
"Pedro Brazão","€1.20m","End of loanJun 30, 2021","Lausanne-Sport","Left"
"Ihsan Sacko","€500k","End of loanJun 30, 2021","Cosenza","Left"
"Ibrahim Cissé","€500k","End of loanJun 30, 2021","LB Châteauroux","Left"
"Wylan Cyprien","€6.00m","€7.65m","Parma","Joined"
"Stanley Nsoki","€5.00m","€6.50m","Club Brugge","Joined"
"Myziane Maolida","€7.00m","€4.00m","Hertha BSC","Joined"
"Hassane Kamara","€6.00m","€4.00m","Watford","Joined"
"Pierre Lees-Melou","€7.00m","€3.90m","Norwich","Joined"
"Hicham Mahou","€800k","free transfer","Lausanne-Sport","Joined"
"Racine Coly","€1.30m","free transfer","Estoril","Joined"
"Alexis Trouillet","€2.00m","loan transfer","AJ Auxerre","Joined"
"Ibrahim Cissé","€500k","loan transfer","Le Mans FC","Joined"
"Lucas Da Cunha","€3.00m","loan transfer","Clermont Foot","Joined"
"Trazié Thomas","€500k","?","Lausanne-Sport","Joined"
"Armel Zohouri","€500k","?","Lausanne-Sport","Joined"
"Pedro Brazão","€1.20m","?","Famalicão","Joined"
"Jean N'Guessan","-","loan transfer","Lausanne-Sport","Joined"
"Dan Ndoye","€4.00m","loan transfer","Basel","Joined"
"Robson Bambu","€3.00m","loan transfer","Corinthians","Joined"
"Andy Pelmard","€4.00m","loan transfer","Basel","Joined"
"Yoan Cardinale","€600k","-","Without Club","Joined"
"Deji Sotona","€300k","loan transfer","Brentford B","Joined"
"Jean-Clair Todibo","€12.00m","End of loanJun 30, 2021","Barcelona","Joined"
