Name,Value,Fee,From,Direction
"Adrien Silva","€25.00m","€20.50m","Sporting","Left"
"Vicente Iborra","€9.00m","€15.00m","Sevilla FC","Left"
"Harry Maguire","€8.00m","€13.70m","Hull City","Left"
"Aleksandar Dragovic","€12.00m","Loan fee:€2.50m","Leverkusen","Left"
"Eldin Jakupović","€1.00m","€2.30m","Hull City","Left"
"Fousseni Diabaté","-","€2.00m","G. Ajaccio","Left"
"Sam Hughes","-","€145k","Chester","Left"
"George Thomas","€250k","free transfer","Coventry","Left"
"Hamza Choudhury","€250k","-","Leicester U23","Left"
"Leonardo Ulloa","€5.00m","End of loanMay 31, 2018","Brighton","Left"
"Callum Elder","€250k","End of loanMay 31, 2018","Wigan","Left"
"Islam Slimani","€18.00m","End of loanMay 31, 2018","Newcastle","Left"
"Andy King","€3.00m","End of loanMay 31, 2018","Swansea","Left"
"Danny Drinkwater","€9.00m","€37.90m","Chelsea","Joined"
"Tom Lawrence","€2.50m","€5.50m","Derby","Joined"
"Ron-Robert Zieler","€7.00m","€4.00m","Stuttgart","Joined"
"Islam Slimani","€22.00m","Loan fee:€2.20m","Newcastle","Joined"
"Bartosz Kapustka","€6.00m","Loan fee:€500k","Freiburg","Joined"
"Nampalys Mendy","€10.00m","loan transfer","Nice","Joined"
"Ahmed Musa","€15.00m","loan transfer","CSKA Moscow","Joined"
"Leonardo Ulloa","€5.00m","loan transfer","Brighton","Joined"
"Callum Elder","€250k","loan transfer","Wigan","Joined"
"Andy King","€3.00m","loan transfer","Swansea","Joined"
"Michael Cain","€100k","-","Without Club","Joined"
"Marcin Wasilewski","€50k","-","Without Club","Joined"
"Molla Wagué","€1.50m","End of loanJun 30, 2017","Granada CF","Joined"
"Kevin Wimmer","€7.00m","€19.40m","Tottenham","Left"
"Badou Ndiaye","€7.00m","€16.00m","Galatasaray","Left"
"Kurt Zouma","€15.00m","Loan fee:€7.80m","Chelsea","Left"
"Bruno Martins Indi","€11.00m","€7.70m","Porto","Left"
"Moritz Bauer","€3.00m","€6.20m","Rubin Kazan","Left"
"Konstantinos Stafylidis","€3.50m","Loan fee:€600k","Augsburg","Left"
"Darren Fletcher","€2.00m","free transfer","West Brom","Left"
"Eric-Maxim Choupo-Moting","€6.00m","free transfer","FC Schalke 04","Left"
"Josh Tymon","€1.00m","free transfer","Hull City","Left"
"Jesé","€7.50m","loan transfer","PSG","Left"
"Tom Edwards","-","-","Stoke City U23","Left"
"Ryan Sweeney","€250k","End of loanMay 31, 2018","Bristol Rovers","Left"
"Josh Tymon","€2.00m","End of loanMay 31, 2018","MK Dons","Left"
"Harry Souttar","€200k","End of loanMay 14, 2018","Ross County","Left"
"Dom Telford","€100k","End of loanMay 31, 2018","Bristol Rovers","Left"
"Bojan Krkic","€5.00m","End of loanJun 30, 2017","Mainz","Left"
"Joselu","€3.50m","End of loanJun 30, 2017","Dep. La Coruña","Left"
"Philipp Wollscheid","€2.50m","End of loanJun 30, 2017","Wolfsburg","Left"
"Marko Arnautovic","€15.00m","€22.30m","West Ham","Joined"
"Joselu","€3.50m","€5.50m","Newcastle","Joined"
"Philipp Wollscheid","€2.50m","€2.50m","FC Metz","Joined"
"Jonathan Walters","€2.50m","€2.30m","Burnley","Joined"
"Glenn Whelan","€2.50m","€1.70m","Aston Villa","Joined"
"Phil Bardsley","€1.50m","€840k","Burnley","Joined"
"George Waring","€250k","free transfer","Tranmere","Joined"
"Bojan Krkic","€5.00m","loan transfer","Alavés","Joined"
"Giannelli Imbula","€12.00m","loan transfer","Toulouse","Joined"
"Marc Muniesa","€3.00m","loan transfer","Girona","Joined"
"Ryan Sweeney","€250k","loan transfer","Bristol Rovers","Joined"
"Dom Telford","-","loan transfer","Bristol Rovers","Joined"
"Harry Souttar","-","loan transfer","Ross County","Joined"
"Josh Tymon","€2.00m","loan transfer","MK Dons","Joined"
"Shay Given","€250k","-","Retired","Joined"
"Bruno Martins Indi","€11.00m","End of loanJun 30, 2017","Porto","Joined"
"Kurt Zouma","€15.00m","End of loanMay 31, 2018","Chelsea","Joined"
"Mamadou Sakho","€15.00m","€28.20m","Liverpool","Left"
"Alexander Sørloth","€2.00m","€16.00m","Midtjylland","Left"
"Jaïro Riedewald","€5.00m","€9.00m","Ajax","Left"
"Jaroslaw Jach","€2.00m","€2.75m","Zaglebie Lubin","Left"
"Dion Henry","€50k","free transfer","Peterborough","Left"
"Ruben Loftus-Cheek","€5.00m","loan transfer","Chelsea","Left"
"Timothy Fosu-Mensah","€2.50m","loan transfer","Man Utd","Left"
"Erdal Rakip","€1.20m","loan transfer","Benfica","Left"
"Diego Cavalieri","€1.75m","-","Without Club","Left"
"Aaron Wan-Bissaka","-","-","Palace U23","Left"
"Keshi Anderson","€100k","End of loanJan 15, 2018","Swindon Town","Left"
"Jonny Williams","€1.00m","End of loanMay 31, 2018","Sunderland","Left"
"Ryan Inniss","€75k","End of loanMay 31, 2018","Colchester Utd.","Left"
"Sullay Kaikai","€500k","End of loanMay 31, 2018","Charlton","Left"
"Kwesi Appiah","€250k","End of loanJun 30, 2017","Viking","Left"
"Steve Mandanda","€8.00m","€3.00m","Marseille","Joined"
"Hiram Boateng","€500k","free transfer","Exeter City","Joined"
"Zeki Fryers","€1.50m","free transfer","Barnsley","Joined"
"Fraizer Campbell","€2.00m","free transfer","Hull City","Joined"
"Kwesi Appiah","€250k","free transfer","AFC Wimbledon","Joined"
"Ryan Inniss","€75k","loan transfer","Colchester Utd.","Joined"
"Keshi Anderson","€100k","loan transfer","Swindon Town","Joined"
"Freddie Ladapo","€250k","?","Southend United","Joined"
"Keshi Anderson","€100k","?","Swindon Town","Joined"
"Jordon Mutch","€2.50m","loan transfer","Vancouver","Joined"
"Sullay Kaikai","€500k","loan transfer","Charlton","Joined"
"Jonny Williams","€1.00m","loan transfer","Sunderland","Joined"
"Kleton Perntreou","-","-","Without Club","Joined"
"Joe Ledley","€3.50m","-","Without Club","Joined"
"Jonathan Benteke","€400k","-","Without Club","Joined"
"Mathieu Flamini","€2.00m","-","Without Club","Joined"
"Timothy Fosu-Mensah","€7.00m","End of loanMay 31, 2018","Man Utd","Joined"
"Ruben Loftus-Cheek","€15.00m","End of loanMay 31, 2018","Chelsea","Joined"
"André Ayew","€18.00m","€22.80m","West Ham","Left"
"Sam Clucas","€2.50m","€16.30m","Hull City","Left"
"Wilfried Bony","€18.00m","€13.00m","Man City","Left"
"Roque Mesa","€12.00m","€12.50m","UD Las Palmas","Left"
"Renato Sanches","€22.00m","Loan fee:€8.50m","Bayern Munich","Left"
"Cian Harries","€75k","€285k","Coventry","Left"
"Erwin Mulder","€2.50m","free transfer","Heerenveen","Left"
"Jack Withers","-","?","Boston Utd","Left"
"Courtney Baker-Richardson","-","?","Leamington","Left"
"Andy King","€3.00m","loan transfer","Leicester","Left"
"Tammy Abraham","€8.00m","loan transfer","Chelsea","Left"
"Connor Roberts","€250k","-","Swansea U23","Left"
"Oli McBurnie","€1.00m","End of loanMay 31, 2018","Barnsley","Left"
"Jack Withers","-","End of loanMay 31, 2018","Boston Utd","Left"
"Bafétimbi Gomis","€5.00m","End of loanJun 30, 2017","Marseille","Left"
"Adam King","€150k","End of loanMay 31, 2018","Mansfield Town","Left"
"Jay Fulton","€500k","End of loanMay 31, 2018","Wigan","Left"
"Botti Biabi","€100k","End of loanJan 1, 2018","Hamilton Acad.","Left"
"Matt Grimes","€1.00m","End of loanMay 31, 2018","Northampton","Left"
"Connor Roberts","€250k","End of loanJan 3, 2018","Middlesbrough","Left"
"Franck Tabanou","€2.00m","End of loanJun 30, 2017","Granada CF","Left"
"Gylfi Sigurdsson","€25.00m","€49.40m","Everton","Joined"
"Fernando Llorente","€6.00m","€15.10m","Tottenham","Joined"
"Jack Cork","€5.00m","€9.10m","Burnley","Joined"
"Stephen Kingsley","€750k","€3.30m","Hull City","Joined"
"Bafétimbi Gomis","€5.00m","€2.50m","Galatasaray","Joined"
"Modou Barrow","€3.00m","€1.70m","Reading","Joined"
"Franck Tabanou","€2.00m","free transfer","Guingamp","Joined"
"Mark Birighitti","€1.00m","free transfer","NAC Breda","Joined"
"Liam Shephard","€75k","free transfer","Peterborough","Joined"
"Marvin Emnes","€1.00m","free transfer","Akhisarspor","Joined"
"Jack Withers","-","loan transfer","Boston Utd","Joined"
"Adam King","€150k","loan transfer","Mansfield Town","Joined"
"Jefferson Montero","€4.50m","loan transfer","Getafe","Joined"
"Jay Fulton","€500k","loan transfer","Wigan","Joined"
"Matt Grimes","€1.50m","loan transfer","Northampton","Joined"
"Oli McBurnie","€1.00m","loan transfer","Barnsley","Joined"
"Roque Mesa","€10.00m","loan transfer","Sevilla FC","Joined"
"Botti Biabi","€100k","loan transfer","Hamilton Acad.","Joined"
"Connor Roberts","€250k","loan transfer","Middlesbrough","Joined"
"Jordi Amat","€2.50m","loan transfer","Real Betis","Joined"
"Borja Bastón","€10.00m","loan transfer","Málaga CF","Joined"
"Gerhard Tremmel","-","-","Retired","Joined"
"Andy King","€3.00m","End of loanMay 31, 2018","Leicester","Joined"
"Tammy Abraham","€10.00m","End of loanMay 31, 2018","Chelsea","Joined"
"Chris Wood","€6.00m","€16.40m","Leeds","Left"
"Jack Cork","€5.00m","€9.10m","Swansea","Left"
"Nahki Wells","€5.00m","€5.40m","Huddersfield","Left"
"Jonathan Walters","€2.50m","€2.30m","Stoke City","Left"
"Aaron Lennon","€5.00m","€1.70m","Everton","Left"
"Phil Bardsley","€1.50m","€840k","Stoke City","Left"
"Charlie Taylor","€5.00m","free transfer","Leeds","Left"
"Adam Legzdins","€250k","?","Birmingham","Left"
"Georges-Kevin N'Koudou","€7.00m","loan transfer","Tottenham","Left"
"Anders Lindegaard","€1.00m","-","Without Club","Left"
"Conor Mitchell","-","-","FC Burnley U23","Left"
"Tom Anderson","€250k","End of loanJan 30, 2018","Port Vale","Left"
"Luke Hendrie","€250k","End of loanJan 6, 2018","Bradford","Left"
"Conor Mitchell","-","End of loanDec 7, 2017","Chester","Left"
"Chris Long","€750k","End of loanMay 31, 2018","Northampton","Left"
"Aiden O'Neill","€100k","End of loanJan 2, 2018","Fleetwood","Left"
"Alex Whitmore","€50k","End of loanJan 4, 2018","Bury","Left"
"Ntumba Massanka","-","End of loanJan 2, 2018","Wrexham","Left"
"Tom Anderson","€250k","End of loanMay 31, 2018","Doncaster","Left"
"Rouwen Hennings","€1.50m","End of loanJun 30, 2017","F. Düsseldorf","Left"
"Michael Keane","€18.00m","€28.50m","Everton","Joined"
"Andre Gray","€10.00m","€20.40m","Watford","Joined"
"Tendayi Darikwa","€500k","€1.10m","Nott'm Forest","Joined"
"Alex Whitmore","€50k","free transfer","Chesterfield","Joined"
"Harry Flowers","-","free transfer","Guiseley","Joined"
"George Green","€150k","free transfer","Viking","Joined"
"Michael Kightly","€1.00m","free transfer","Southend United","Joined"
"Rouwen Hennings","€1.50m","free transfer","F. Düsseldorf","Joined"
"George Boyd","€4.00m","free transfer","Sheff Wed","Joined"
"Fredrik Ulvestad","€750k","free transfer","Djurgården","Joined"
"Conor Mitchell","-","loan transfer","Chester","Joined"
"Tom Anderson","€250k","loan transfer","Port Vale","Joined"
"Alex Whitmore","€50k","loan transfer","Bury","Joined"
"Ntumba Massanka","-","loan transfer","Wrexham","Joined"
"Tom Anderson","€250k","loan transfer","Doncaster","Joined"
"Luke Hendrie","€250k","?","Shrewsbury","Joined"
"Chris Long","€1.00m","loan transfer","Northampton","Joined"
"Aiden O'Neill","€100k","loan transfer","Fleetwood","Joined"
"Luke Hendrie","€250k","loan transfer","Bradford","Joined"
"Paul Robinson","-","-","Retired","Joined"
"Joey Barton","€1.00m","-","Retired","Joined"
"Georges-Kevin N'Koudou","€7.00m","End of loanMay 31, 2018","Tottenham","Joined"
"Andre Gray","€10.00m","€20.40m","Burnley","Left"
"Richarlison","€2.00m","€12.40m","Fluminense","Left"
"Tom Cleverley","€8.00m","€9.30m","Everton","Left"
"Will Hughes","€8.00m","€9.10m","Derby","Left"
"Nathaniel Chalobah","€5.00m","€6.30m","Chelsea","Left"
"Dodi Lukébakio","€3.00m","€5.00m","R Charleroi SC","Left"
"Pontus Dahlberg","€800k","€3.90m","IFK Göteborg","Left"
"Marvin Zeegelaar","€3.50m","€3.00m","Sporting","Left"
"Dimitri Foulquier","€2.00m","€2.00m","Granada CF","Left"
"André Carrillo","€6.00m","Loan fee:€1.00m","Benfica","Left"
"Gerard Deulofeu","€14.00m","Loan fee:€1.00m","Barcelona","Left"
"Daniel Bachmann","€250k","free transfer","Stoke City U23","Left"
"Jorge Segura","€200k","free transfer","Envigado","Left"
"Kiko Femenía","€4.00m","free transfer","Alavés","Left"
"Didier Ndong","€10.00m","loan transfer","Sunderland","Left"
"Molla Wagué","€1.50m","loan transfer","Udinese","Left"
"Pervis Estupiñán","€400k","?","Udinese","Left"
"Luis Suárez","€150k","?","Leones FC","Left"
"Orestis Karnezis","€4.00m","loan transfer","Udinese","Left"
"Uche Agbo","€3.00m","End of loanJun 30, 2017","Granada CF","Left"
"Steven Berghuis","€5.50m","End of loanJun 30, 2017","Feyenoord","Left"
"Mario Suárez","€6.00m","End of loanJun 30, 2017","Valencia","Left"
"Costel Pantilimon","€1.50m","End of loanMay 31, 2018","Nott'm Forest","Left"
"Jorge Segura","€200k","End of loanFeb 5, 2018","R. Valladolid B","Left"
"Cucho Hernández","€450k","End of loanJun 30, 2017","CD América","Left"
"Sven Kums","€5.00m","End of loanJun 30, 2017","Udinese","Left"
"Obbi Oulare","€2.00m","End of loanJun 30, 2017","Willem II","Left"
"Juanfran Moreno","€5.00m","End of loanJun 30, 2017","Dep. La Coruña","Left"
"Mauro Zárate","€1.80m","End of loanJan 3, 2018","Al-Nasr","Left"
"Costel Pantilimon","€1.50m","End of loanJan 30, 2018","Dep. La Coruña","Left"
"Mathias Ranégie","€400k","End of loanJun 30, 2017","Udinese","Left"
"Juan Carlos Paredes","€1.75m","End of loanJun 30, 2017","Olympiacos","Left"
"Steven Berghuis","€5.50m","€6.50m","Feyenoord","Joined"
"Sven Kums","€5.00m","€6.50m","RSC Anderlecht","Joined"
"Uche Agbo","€3.00m","€2.50m","Standard Liège","Joined"
"Valon Behrami","€2.50m","€2.00m","Udinese","Joined"
"Juanfran Moreno","€5.00m","€1.00m","Dep. La Coruña","Joined"
"Mauro Zárate","€1.80m","Loan fee:€240k","Vélez Sarsfield","Joined"
"Giedrius Arlauskis","€1.00m","free transfer","CFR Cluj","Joined"
"Mathias Ranégie","€400k","free transfer","Häcken","Joined"
"Ben Watson","€1.00m","free transfer","Nott'm Forest","Joined"
"Juan Carlos Paredes","€1.75m","free transfer","CS Emelec","Joined"
"Rene Gilmartin","€250k","free transfer","Colchester Utd.","Joined"
"Pontus Dahlberg","€800k","loan transfer","IFK Göteborg","Joined"
"Luis Suárez","€150k","loan transfer","R. Valladolid B","Joined"
"Mauro Zárate","€2.00m","loan transfer","Al-Nasr","Joined"
"Mario Suárez","€6.00m","?","GZ Hengfeng","Joined"
"Jorge Segura","€200k","loan transfer","Indep. Medellín","Joined"
"Costel Pantilimon","€3.00m","loan transfer","Dep. La Coruña","Joined"
"Nordin Amrabat","€4.50m","loan transfer","CD Leganés","Joined"
"Brice Dja Djedje","€2.00m","loan transfer","Lens","Joined"
"Isaac Success","€4.00m","loan transfer","Málaga CF","Joined"
"Costel Pantilimon","€1.50m","loan transfer","Nott'm Forest","Joined"
"Pervis Estupiñán","€400k","loan transfer","UD Almería","Joined"
"Jorge Segura","€200k","loan transfer","R. Valladolid B","Joined"
"Cucho Hernández","€450k","loan transfer","SD Huesca","Joined"
"Dimitri Foulquier","€2.00m","loan transfer","R. Strasbourg","Joined"
"Obbi Oulare","€2.00m","loan transfer","Royal Antwerp","Joined"
"Tom Cleverley","€8.00m","End of loanJun 30, 2017","Everton","Joined"
"Didier Ndong","€8.00m","End of loanMay 31, 2018","Sunderland","Joined"
"Camilo Zúñiga","€1.50m","End of loanJun 30, 2017","Napoli","Joined"
"M'Baye Niang","€15.00m","End of loanJun 30, 2017","AC Milan","Joined"
"Jacob Murphy","€1.00m","€11.30m","Norwich","Left"
"Florian Lejeune","€5.00m","€10.00m","SD Eibar","Left"
"Christian Atsu","€5.00m","€7.50m","Chelsea","Left"
"Joselu","€3.50m","€5.50m","Stoke City","Left"
"Javier Manquillo","€4.00m","€5.00m","Atlético","Left"
"Mikel Merino","€2.50m","Loan fee:€3.00m","Dortmund","Left"
"Islam Slimani","€22.00m","Loan fee:€2.20m","Leicester","Left"
"Martin Dúbravka","€900k","Loan fee:€2.00m","Sparta Prague","Left"
"Kenedy","€7.00m","loan transfer","Chelsea","Left"
"Jamie Sterry","€75k","End of loanMay 31, 2018","Crewe Alexandra","Left"
"Aleksandar Mitrović","€8.00m","End of loanMay 31, 2018","Fulham","Left"
"Freddie Woodman","€500k","End of loanMay 14, 2018","Aberdeen FC","Left"
"Florian Thauvin","€18.00m","End of loanJun 30, 2017","Marseille","Left"
"Jack Colback","€3.50m","End of loanMay 31, 2018","Nott'm Forest","Left"
"Dan Barlaser","-","End of loanApr 11, 2018","Crewe Alexandra","Left"
"Ivan Toney","€500k","End of loanMay 31, 2018","Scunthorpe Utd.","Left"
"Adam Armstrong","€1.50m","End of loanMay 31, 2018","Blackburn","Left"
"Tim Krul","€4.00m","End of loanSep 19, 2017","Brighton","Left"
"Stuart Findlay","€250k","End of loanMay 14, 2018","Kilmarnock FC","Left"
"Ivan Toney","€500k","End of loanJan 10, 2018","Wigan","Left"
"Adam Armstrong","€1.50m","End of loanJan 1, 2018","Bolton","Left"
"Tim Krul","€4.00m","End of loanJun 30, 2017","AZ Alkmaar","Left"
"Lubomir Satka","€250k","End of loanJun 30, 2017","Dunajska Streda","Left"
"Emmanuel Rivière","€1.50m","End of loanJun 30, 2017","CA Osasuna","Left"
"Henri Saivet","€5.00m","End of loanJun 30, 2017","Saint-Étienne","Left"
"Kevin Mbabu","€750k","End of loanJun 30, 2017","Young Boys","Left"
"Siem de Jong","€5.50m","End of loanJun 30, 2017","PSV","Left"
"Florian Thauvin","€18.00m","€11.00m","Marseille","Joined"
"Grant Hanley","€4.50m","€3.80m","Norwich","Joined"
"Daryl Murphy","€1.50m","€2.30m","Nott'm Forest","Joined"
"Siem de Jong","€5.50m","€2.30m","Ajax","Joined"
"Emmanuel Rivière","€1.50m","€1.10m","FC Metz","Joined"
"Aleksandar Mitrović","€8.00m","Loan fee:€600k","Fulham","Joined"
"Kevin Mbabu","€750k","€120k","Young Boys","Joined"
"Tim Krul","€4.00m","free transfer","Brighton","Joined"
"Yoan Gouffran","€3.50m","free transfer","Göztepe","Joined"
"Lubomir Satka","€250k","free transfer","Dunajska Streda","Joined"
"Haris Vuckic","€500k","free transfer","Twente FC","Joined"
"Sammy Ameobi","€2.50m","free transfer","Bolton","Joined"
"Vurnon Anita","€4.00m","free transfer","Leeds","Joined"
"Jamie Sterry","€75k","loan transfer","Crewe Alexandra","Joined"
"Ivan Toney","€500k","loan transfer","Scunthorpe Utd.","Joined"
"Jack Colback","€3.50m","loan transfer","Nott'm Forest","Joined"
"Dan Barlaser","-","loan transfer","Crewe Alexandra","Joined"
"Adam Armstrong","€1.50m","loan transfer","Blackburn","Joined"
"Tim Krul","€4.00m","loan transfer","Brighton","Joined"
"Achraf Lazaar","€2.50m","loan transfer","Benevento","Joined"
"Henri Saivet","€5.00m","loan transfer","Sivasspor","Joined"
"Stuart Findlay","€100k","loan transfer","Kilmarnock FC","Joined"
"Rolando Aarons","€750k","loan transfer","Hellas Verona","Joined"
"Ivan Toney","€500k","loan transfer","Wigan","Joined"
"Adam Armstrong","€1.50m","loan transfer","Bolton","Joined"
"Matz Sels","€5.00m","loan transfer","RSC Anderlecht","Joined"
"Freddie Woodman","€500k","loan transfer","Aberdeen FC","Joined"
"Islam Slimani","€18.00m","End of loanMay 31, 2018","Leicester","Joined"
"Christian Atsu","€5.00m","End of loanJun 30, 2017","Chelsea","Joined"
"José Izquierdo","€14.00m","€18.00m","Club Brugge","Left"
