Name,Value,Fee,From,Direction
"Ivi López","€1.00m","loan transfer","SD Huesca","Joined"
"Armando Sadiku","€700k","loan transfer","Málaga CF","Joined"
"Cheick Doukouré","€1.00m","loan transfer","SD Huesca","Joined"
"Raphael Dwamena","€2.50m","loan transfer","Real Zaragoza","Joined"
"Koke Vegas","€800k","loan transfer","Dep. La Coruña","Joined"
"Róber Pier","€2.50m","End of loanJun 30, 2019","Dep. La Coruña","Joined"
"Rúben Vezo","€6.00m","End of loanJun 30, 2019","Valencia","Joined"
"Borja Mayoral","€4.00m","End of loanJun 30, 2019","Real Madrid","Joined"
"Pablo Hervías","€700k","€1.00m","SD Eibar","Left"
"Sekou Gassama","€500k","€400k","UD Almería","Left"
"Pedro Porro","€10.00m","loan transfer","Man City","Left"
"Jorge de Frutos","€5.00m","loan transfer","Real Madrid","Left"
"Sandro Ramírez","€4.00m","loan transfer","Everton","Left"
"Federico Barba","€2.00m","loan transfer","Chievo Verona","Left"
"Javi Sánchez","€2.00m","loan transfer","Real Madrid","Left"
"Mohammed Salisu","€250k","-","Valladolid Prom","Left"
"Marcos André","€400k","-","Valladolid Prom","Left"
"Hatem Ben Arfa","€6.00m","-","Without Club","Left"
"Moctar El Hacen","€200k","-","Valladolid Prom","Left"
"Raúl Carnero","€1.00m","loan transfer","Getafe","Left"
"Andriy Lunin","€7.50m","loan transfer","Real Madrid","Left"
"José Antonio Caro","€600k","End of loanJan 12, 2020","Ponferradina","Left"
"Álvaro Aguado","€600k","End of loanJun 30, 2019","Córdoba CF","Left"
"Chris Ramos","€250k","End of loanJun 30, 2019","Sevilla Atl.","Left"
"Antonio Domínguez","€150k","End of loanJun 30, 2019","CE Sabadell","Left"
"David Mayoral","€300k","End of loanJun 30, 2019","AD Alcorcón","Left"
"Fede San Emeterio","€5.00m","End of loanJun 30, 2019","Granada CF","Left"
"José Antonio Caro","€400k","End of loanJun 30, 2019","Albacete","Left"
"Matheus Fernandes","€3.50m","loan transfer","Barcelona","Left"
"Fernando Calero","€10.00m","€8.00m","Espanyol","Joined"
"David Mayoral","€300k","free transfer","UCAM Murcia","Joined"
"Antonio Domínguez","€150k","free transfer","Algeciras CF","Joined"
"Sekou Gassama","€500k","loan transfer","CF Fuenlabrada","Joined"
"José Antonio Caro","€400k","loan transfer","Ponferradina","Joined"
"Álvaro Aguado","€600k","loan transfer","CD Numancia","Joined"
"Luismi Sánchez","€600k","loan transfer","Real Oviedo","Joined"
"Moctar El Hacen","€200k","loan transfer","CD Lugo","Joined"
"Chris Ramos","€250k","loan transfer","CD Badajoz","Joined"
"Anuar","€1.50m","loan transfer","Panathinaikos","Joined"
"Moi Delgado","€300k","loan transfer","Racing","Joined"
"Borja Fernández","-","-","Retired","Joined"
"Marcos André","€400k","loan transfer","CD Mirandés","Joined"
"Jorge de Frutos","€2.50m","End of loanJan 16, 2020","Real Madrid","Joined"
"Keko Gontán","€2.00m","End of loanJun 30, 2019","Málaga CF","Joined"
"Matheus Fernandes","€3.20m","End of loanJul 31, 2020","Barcelona","Joined"
"Andriy Lunin","€3.00m","End of loanJan 14, 2020","Real Madrid","Joined"
"Federico Barba","€1.50m","End of loanJan 23, 2020","Chievo Verona","Joined"
"Pablo Hervías","€700k","End of loanJun 30, 2019","SD Eibar","Joined"
"Yoel Rodríguez","€1.50m","End of loanJun 30, 2019","SD Eibar","Joined"
"Duje Cop","€1.50m","End of loanJun 30, 2019","Standard Liège","Joined"
"Daniele Verde","€2.50m","End of loanJun 30, 2019","Roma","Joined"
"Denis Suárez","€12.00m","€12.90m","Barcelona","Left"
"Joseph Aidoo","€4.00m","€8.00m","Genk","Left"
"Rafinha","€15.00m","Loan fee:€1.50m","Barcelona","Left"
"Jeison Murillo","€8.00m","Loan fee:€1.00m","Sampdoria","Left"
"Fedor Smolov","€9.00m","Loan fee:€700k","Loko Moscow","Left"
"Pape Cheikh","€7.00m","Loan fee:€500k","Lyon","Left"
"Nolito","€1.60m","free transfer","Sevilla FC","Left"
"Santi Mina","€30.00m","free transfer","Valencia","Left"
"Jorge Sáenz","€3.00m","loan transfer","Valencia","Left"
"Filip Bradaric","€4.00m","loan transfer","Cagliari","Left"
"Iván Villar","€300k","-","Celta Vigo B","Left"
"Juan Hernández","€500k","End of loanJun 30, 2019","Cádiz CF","Left"
"Emre Mor","€1.50m","End of loanJan 31, 2020","Galatasaray","Left"
"Claudio Beauvue","€2.50m","End of loanJun 30, 2019","SM Caen","Left"
"Robert Mazan","€300k","End of loanJun 30, 2019","Venezia","Left"
"Gabriel Fernández","€3.00m","End of loanJun 30, 2019","Peñarol","Left"
"Dennis Eckert Ayensa","€1.20m","End of loanJun 30, 2019","Excelsior","Left"
"Facundo Roncaglia","€2.50m","End of loanJun 30, 2019","Valencia","Left"
"Stanislav Lobotka","€20.00m","€24.00m","Napoli","Joined"
"Maxi Gómez","€40.00m","€14.50m","Valencia","Joined"
"Mathias Jensen","€2.50m","€3.80m","Brentford","Joined"
"Andrew Hjulsager","€1.00m","€500k","KV Oostende","Joined"
"Emre Mor","€1.50m","Loan fee:€410k","Olympiacos","Joined"
"Facundo Roncaglia","€2.50m","€250k","CA Osasuna","Joined"
"Emre Mor","€2.00m","Loan fee:€190k","Galatasaray","Joined"
"Claudio Beauvue","€1.50m","free transfer","Dep. La Coruña","Joined"
"Dennis Eckert Ayensa","€1.20m","free transfer","FC Ingolstadt","Joined"
"Gustavo Cabral","€1.50m","free transfer","Pachuca","Joined"
"Nemanja Radoja","€3.00m","free transfer","Levante","Joined"
"Robert Mazan","€300k","loan transfer","CD Tenerife","Joined"
"Jozabed Sánchez","€2.00m","loan transfer","Girona","Joined"
"David Costas","€2.00m","loan transfer","UD Almería","Joined"
"Sofiane Boufal","€12.00m","End of loanJun 30, 2019","Southampton","Joined"
"Wesley Hoedt","€12.00m","End of loanJun 30, 2019","Southampton","Joined"
"Ryad Boudebouz","€6.00m","End of loanJun 30, 2019","Real Betis","Joined"
"Rubén García","€3.50m","€3.50m","Levante","Left"
"Chimy Ávila","€5.00m","€2.70m","San Lorenzo","Left"
"Marc Cardona","€1.50m","€2.50m","Barcelona","Left"
"Rober Ibáñez","€1.00m","€2.00m","Getafe","Left"
"Brandon Thomas","€2.00m","€2.00m","Stade Rennais","Left"
"Darko Brasanac","€2.00m","€1.00m","Real Betis","Left"
"José Manuel Arnáiz","€2.50m","Loan fee:€500k","CD Leganés","Left"
"Facundo Roncaglia","€2.50m","€250k","Celta de Vigo","Left"
"Jaume Grau","€300k","free transfer","RM Castilla","Left"
"Adrián López","€2.50m","free transfer","Porto","Left"
"Toni Lato","€2.00m","loan transfer","Valencia","Left"
"Raúl Navas","€3.00m","loan transfer","Real Sociedad","Left"
"Pervis Estupiñán","€2.00m","loan transfer","Watford","Left"
"Enric Gallego","€1.50m","loan transfer","Getafe","Left"
"Iván Barbero","€100k","-","Osasuna B","Left"
"Juan Pérez","€200k","-","Osasuna B","Left"
"Jon Moncayola","€50k","-","Osasuna B","Left"
"Miguel Díaz","€200k","End of loanJun 30, 2019","Real Murcia","Left"
"David Rodríguez","€400k","End of loanJun 30, 2019","CD Numancia","Left"
"Imanol García","€500k","End of loanJun 30, 2019","Gimnàstic","Left"
"Antonio Otegui","€300k","End of loanJun 30, 2019","UD Melilla","Left"
"Iván Barbero","€100k","Loan fee:€300k","UD Almería","Joined"
"Lillo Castellano","€700k","free transfer","Maccabi Haifa","Joined"
"Carlos Clerc","€2.00m","free transfer","Levante","Joined"
"Imanol García","€500k","free transfer","Córdoba CF","Joined"
"David Rodríguez","€400k","free transfer","Racing","Joined"
"Miguel Díaz","€200k","free transfer","CD Tudelano","Joined"
"Juan Villar","€800k","loan transfer","Rayo Vallecano","Joined"
"Antonio Otegui","€300k","loan transfer","CD Numancia","Joined"
"Jaume Grau","€300k","loan transfer","CD Lugo","Joined"
"Luis Perea","€500k","loan transfer","AD Alcorcón","Joined"
"Brandon Thomas","€1.50m","loan transfer","Girona","Joined"
"Xisco","€500k","-","Without Club","Joined"
"Miguel Olavide","€400k","-","Without Club","Joined"
"Rubén García","€3.50m","End of loanJun 30, 2019","Levante","Joined"
"Rober Ibáñez","€1.00m","End of loanJun 30, 2019","Getafe","Joined"
"Brandon Thomas","€2.00m","End of loanJun 30, 2019","Stade Rennais","Joined"
"Darwin Machís","€3.00m","€5.00m","Udinese","Left"
"Domingos Duarte","€2.50m","€3.49m","Sporting","Left"
"Antoñín","€1.50m","€1.50m","Málaga CF","Left"
"Yan Eteki","€1.00m","€1.00m","Sevilla FC","Left"
"Fede Vico","€1.50m","€250k","CD Leganés","Left"
"Roberto Soldado","€1.00m","free transfer","Fenerbahçe","Left"
"Neyder Lozano","€600k","free transfer","Elche CF","Left"
"İsmail Köybaşı","€500k","free transfer","Fenerbahçe","Left"
"José Antonio Martínez","€1.20m","loan transfer","SD Eibar","Left"
"Carlos Fernández","€2.00m","loan transfer","Sevilla FC","Left"
"Maxime Gonalons","€4.00m","loan transfer","Roma","Left"
"Dimitri Foulquier","€2.50m","loan transfer","Watford","Left"
"Gil Dias","€4.00m","loan transfer","Monaco","Left"
"Yangel Herrera","€2.00m","loan transfer","Man City","Left"
"Carlos Neva","€200k","-","Recre Granada","Left"
"Jesús Vallejo","€10.00m","loan transfer","Real Madrid","Left"
"Pablo Vázquez","€300k","End of loanJun 30, 2019","CyD Leonesa","Left"
"Bernardo Cruz","€600k","End of loanJan 10, 2020","AD Alcorcón","Left"
"Raúl Baena","€800k","End of loanJun 30, 2019","Melb. Victory","Left"
"Sergio Peña","€700k","End of loanJun 30, 2019","Tondela","Left"
"Adri Castellano","€300k","€300k","CD Numancia","Joined"
"Pablo Vázquez","€300k","free transfer","CD Badajoz","Joined"
"Sergio Peña","€700k","free transfer","FC Emmen","Joined"
"Raúl Baena","€800k","free transfer","Atromitos","Joined"
"Adrián Ramos","€1.00m","free transfer","CD América","Joined"
"Bernardo Cruz","€800k","loan transfer","AD Alcorcón","Joined"
"Bernardo Cruz","€600k","loan transfer","CD Numancia","Joined"
"José Antonio González","€300k","loan transfer","Córdoba CF","Joined"
"Fran Rico","-","-","Retired","Joined"
"Alberto Martín","€600k","-","Without Club","Joined"
"Nicolás Aguirre","€1.00m","-","Without Club","Joined"
"Rodri Ríos","€800k","-","Without Club","Joined"
"Fede Vico","€1.50m","End of loanJun 30, 2019","CD Leganés","Joined"
"Dani Ojeda","€400k","End of loanJun 30, 2019","CD Leganés","Joined"
"Álex Pozo","€2.50m","End of loanJun 30, 2019","Sevilla FC","Joined"
"Fede San Emeterio","€5.00m","End of loanJun 30, 2019","Real Valladolid","Joined"
"José Antonio Martínez","€1.20m","End of loanJun 30, 2019","SD Eibar","Joined"
"Ante Budimir","€1.40m","€2.20m","Crotone","Left"
"Yannis Salibur","€3.50m","€2.00m","Guingamp","Left"
"Martin Valjent","€1.50m","€1.50m","Chievo Verona","Left"
"Igor Zlatanovic","€1.25m","€1.30m","Radnik","Left"
"Leonardo Koutris","€4.50m","Loan fee:€500k","Olympiacos","Left"
"Álex Alegría","€800k","free transfer","Real Betis","Left"
"Aleksandar Sedlar","€900k","free transfer","Piast Gliwice","Left"
"Pablo Chavarría","€2.50m","free transfer","Stade Reims","Left"
"Josep Señé","€250k","free transfer","CyD Leonesa","Left"
"Aleix Febas","€4.00m","free transfer","RM Castilla","Left"
"Aleksandar Trajkovski","€2.00m","free transfer","Palermo","Left"
"Sung-yueng Ki","€4.50m","free transfer","Newcastle","Left"
"Iñigo Ruiz de Galarreta","€2.00m","?","UD Las Palmas","Left"
"Abdul Rahman Baba","€5.00m","loan transfer","Chelsea","Left"
"Cucho Hernández","€10.00m","loan transfer","Watford","Left"
"Lumor Agbenyenu","€1.40m","loan transfer","Sporting","Left"
"Fabri","€4.00m","loan transfer","Fulham","Left"
"Álex Pozo","€5.00m","loan transfer","Sevilla FC","Left"
"Takefusa Kubo","€2.00m","loan transfer","Real Madrid","Left"
"Pierre Cornud","€300k","End of loanJun 30, 2019","R. B. Linense","Left"
"Fer Cano","€250k","End of loanJun 30, 2019","Lleida Esportiu","Left"
"Bryan Reyna","€100k","End of loanJun 30, 2019","CD Alcoyano","Left"
"Antonio Sánchez","€250k","End of loanJun 30, 2019","Barakaldo CF","Left"
"Álvaro Bustos","€250k","End of loanJun 30, 2019","Pontevedra CF","Left"
"Pierre Cornud","€300k","End of loanJan 28, 2020","Oviedo Vetusta","Left"
"Bryan Reyna","€100k","End of loanDec 31, 2019","Barakaldo CF","Left"
"Sergio Moyita","€300k","End of loanJun 30, 2019","FC Cartagena","Left"
"Pol Roigé","€250k","End of loanJun 30, 2019","Hércules CF","Left"
"Alejandro Faurlín","€200k","End of loanJun 30, 2019","Marbella FC","Left"
"Carlos Castro","€800k","End of loanJun 30, 2019","Elche CF","Left"
"Sergio Buenacasa","€300k","End of loanJan 8, 2020","Ponferradina","Left"
"Pol Roigé","€250k","free transfer","GIF Sundsvall","Joined"
"Leandro Montagud","€300k","free transfer","CyD Leonesa","Joined"
"Salva Ruiz","€400k","free transfer","Valencia","Joined"
"Álvaro Bustos","€250k","free transfer","Pontevedra CF","Joined"
"Alejandro Faurlín","€200k","free transfer","Marbella FC","Joined"
"Fer Cano","€250k","free transfer","Lleida Esportiu","Joined"
"Aridai Cabrera","€400k","free transfer","UD Las Palmas","Joined"
"Pablo Valcarce","€500k","loan transfer","Ponferradina","Joined"
"Álex Alegría","€800k","loan transfer","Extremadura","Joined"
"Bryan Reyna","€100k","loan transfer","Barakaldo CF","Joined"
"Iñigo Ruiz de Galarreta","€2.00m","loan transfer","UD Las Palmas","Joined"
"Pierre Cornud","€300k","loan transfer","Oviedo Vetusta","Joined"
"Antonio Sánchez","€250k","loan transfer","CD Mirandés","Joined"
"Igor Zlatanovic","€1.25m","loan transfer","CD Numancia","Joined"
"Enzo Lombardo","€200k","loan transfer","Racing","Joined"
"Álex López","€500k","loan transfer","Extremadura","Joined"
"Sergio Moyita","€300k","loan transfer","R. Majadahonda","Joined"
"Bryan Reyna","€100k","loan transfer","Las Rozas CF","Joined"
"Sergio Buenacasa","€300k","loan transfer","Málaga CF","Joined"
"Stoichkov","€300k","loan transfer","AD Alcorcón","Joined"
"Carlos Castro","€800k","loan transfer","CD Lugo","Joined"
"Pierre Cornud","€300k","loan transfer","UD Ibiza","Joined"
"Sergio Buenacasa","€300k","loan transfer","Ponferradina","Joined"
"Franco Russo","€300k","loan transfer","Ponferradina","Joined"
"Pervis Estupiñán","€2.00m","End of loanJun 30, 2019","Watford","Joined"
"Martin Valjent","€1.50m","End of loanJun 30, 2019","Chievo Verona","Joined"
"Ante Budimir","€1.40m","End of loanJun 30, 2019","Crotone","Joined"
"Nikola Stojiljkovic","€800k","End of loanJun 30, 2019","Braga","Joined"
"Leo Suárez","€1.00m","End of loanJun 30, 2019","Villarreal","Joined"
"Takefusa Kubo","€13.50m","End of loanJul 20, 2020","RCD Mallorca","Left"
"Óscar Rodríguez","€11.00m","End of loanJul 20, 2020","CD Leganés","Left"
"Sergio Reguilón","€25.00m","End of loanAug 22, 2020","Sevilla FC","Left"
"Martin Ødegaard","€45.00m","End of loanJul 20, 2020","Real Sociedad","Left"
"Luca Zidane","€1.80m","End of loanJul 20, 2020","Racing","Left"
"Dani Gómez","€900k","End of loanJul 21, 2020","CD Tenerife","Left"
"Javi Sánchez","€1.20m","End of loanJun 30, 2020","Real Valladolid","Left"
"Borja Mayoral","€3.20m","End of loanJul 20, 2020","Levante","Left"
"Alberto Soro","€2.70m","End of loanAug 17, 2020","Real Zaragoza","Left"
"Jesús Vallejo","€6.00m","End of loanJul 20, 2020","Granada CF","Left"
"Takefusa Kubo","€20.00m","End of loanJan 7, 2021","Villarreal","Left"
"Andriy Lunin","€2.70m","End of loanJul 21, 2020","Real Oviedo","Left"
"Jorge de Frutos","€2.00m","End of loanJul 21, 2020","Rayo Vallecano","Left"
"Achraf Hakimi","€54.00m","End of loanJun 30, 2020","Dortmund","Left"
"Álvaro Odriozola","€16.00m","End of loanAug 24, 2020","Bayern Munich","Left"
"Achraf Hakimi","€54.00m","€43.00m","Inter","Joined"
"Sergio Reguilón","€25.00m","€30.00m","Tottenham","Joined"
"Óscar Rodríguez","€15.00m","€13.50m","Sevilla FC","Joined"
"Jorge de Frutos","€2.00m","€6.00m","Levante","Joined"
"Javi Sánchez","€1.20m","€3.00m","Real Valladolid","Joined"
"Alberto Soro","€2.70m","€2.50m","Granada CF","Joined"
"Borja Mayoral","€10.00m","Loan fee:€2.50m","Roma","Joined"
"Dani Gómez","€900k","€2.00m","Levante","Joined"
"Martin Ødegaard","€40.00m","Loan fee:€2.00m","Arsenal","Joined"
"Takefusa Kubo","€20.00m","Loan fee:€1.25m","Getafe","Joined"
"Takefusa Kubo","€30.00m","Loan fee:€1.25m","Villarreal","Joined"
"Luka Jović","€20.00m","Loan fee:€1.00m","Frankfurt","Joined"
"Brahim Díaz","€13.50m","Loan fee:€200k","AC Milan","Joined"
"Luca Zidane","€1.80m","free transfer","Rayo Vallecano","Joined"
"James Rodríguez","€32.00m","free transfer","Everton","Joined"
"Gareth Bale","€28.00m","loan transfer","Tottenham","Joined"
"Jesús Vallejo","€6.00m","loan transfer","Granada CF","Joined"
"Reinier","€22.50m","loan transfer","Dortmund","Joined"
"Alphonse Areola","€13.00m","End of loanAug 11, 2020","PSG","Joined"
"Miralem Pjanić","€45.00m","€60.00m","Juventus","Left"
"Francisco Trincão","€16.00m","€30.94m","Braga","Left"
"Sergiño Dest","€18.00m","€21.00m","Ajax","Left"
"Óscar Mingueza","€200k","-","Barcelona B","Left"
"Monchu","€900k","-","Barcelona B","Left"
"Ronald Araujo","€10.00m","-","Barcelona B","Left"
"Riqui Puig","€9.00m","-","Barcelona B","Left"
"Ansu Fati","€50.00m","-","Barcelona B","Left"
"Moussa Wagué","€6.00m","End of loanDec 31, 2020","PAOK","Left"
"Marc Cucurella","€18.00m","End of loanJun 30, 2020","Getafe","Left"
"Juan Miranda","€4.00m","End of loanJun 30, 2020","FC Schalke 04","Left"
"Jean-Clair Todibo","€12.00m","End of loanJan 31, 2021","Benfica","Left"
"Moussa Wagué","€6.70m","End of loanJun 30, 2020","Nice","Left"
"Carles Pérez","€9.00m","End of loanAug 31, 2020","Roma","Left"
"Jean-Clair Todibo","€9.00m","End of loanJun 30, 2020","FC Schalke 04","Left"
"Carles Aleñá","€18.00m","End of loanJul 20, 2020","Real Betis","Left"
"Rafinha","€9.50m","End of loanJul 20, 2020","Celta de Vigo","Left"
"Philippe Coutinho","€56.00m","End of loanAug 31, 2020","Bayern Munich","Left"
"Arthur Melo","€56.00m","€80.60m","Juventus","Joined"
"Nélson Semedo","€40.00m","€32.00m","Wolves","Joined"
"Carles Pérez","€9.00m","€13.00m","Roma","Joined"
"Marc Cucurella","€18.00m","€11.80m","Getafe","Joined"
"Luis Suárez","€28.00m","€9.00m","Atlético","Joined"
"Ivan Rakitic","€20.00m","€3.50m","Sevilla FC","Joined"
"Jean-Clair Todibo","€14.00m","Loan fee:€2.00m","Benfica","Joined"
"Rafinha","€9.50m","€1.50m","PSG","Joined"
"Arturo Vidal","€11.00m","€1.00m","Inter","Joined"
"Arda Turan","€650k","free transfer","Galatasaray","Joined"
"Carles Aleñá","€15.00m","loan transfer","Getafe","Joined"
