Name,Value,Fee,From,Direction
"Álvaro Jiménez","€400k","free transfer","Albacete","Left"
"Milutin Osmajic","€175k","?","Sutjeska Niksic","Left"
"Rubén Sobrino","€1.50m","?","Valencia","Left"
"Oussama Idrissi","€7.00m","loan transfer","Sevilla FC","Left"
"Rubén Alcaraz","€3.00m","loan transfer","Real Valladolid","Left"
"Fede San Emeterio","€2.00m","loan transfer","Real Valladolid","Left"
"Florin Andone","€2.00m","loan transfer","Brighton","Left"
"Víctor Chust","€400k","loan transfer","Real Madrid","Left"
"Álvaro Giménez","€1.50m","End of loanJun 30, 2021","RCD Mallorca","Left"
"David Mayoral","€400k","End of loanJun 30, 2021","FC Hermannstadt","Left"
"Nano Mesa","€500k","End of loanJun 30, 2021","UD Logroñés","Left"
"Jean-Pierre Rhyner","€300k","End of loanJun 30, 2021","FC Emmen","Left"
"Caye Quintana","€400k","End of loanJun 30, 2021","Málaga CF","Left"
"Sergio González","€500k","End of loanJun 30, 2021","CD Tenerife","Left"
"Gaspar Panadero","€300k","End of loanJun 30, 2021","Ponferradina","Left"
"Dani Sotres","€250k","End of loanJun 30, 2021","R. Majadahonda","Left"
"José Matos","€700k","End of loanJun 30, 2021","Málaga CF","Left"
"Caye Quintana","€400k","free transfer","Slask Wroclaw","Joined"
"Marcos Mauro","€1.20m","free transfer","FC Juárez","Joined"
"Pedro Alcalá","€600k","free transfer","FC Cartagena","Joined"
"Gaspar Panadero","€300k","free transfer","Qarabağ","Joined"
"José Matos","€700k","free transfer","Burgos CF","Joined"
"Sergio González","€500k","free transfer","CD Tenerife","Joined"
"Jean-Pierre Rhyner","€300k","free transfer","Volos NPS","Joined"
"Dani Sotres","€250k","free transfer","CyD Leonesa","Joined"
"Álvaro Giménez","€1.50m","loan transfer","Real Zaragoza","Joined"
"Milutin Osmajic","€400k","loan transfer","Bandirmaspor","Joined"
"Álvaro Jiménez","€600k","loan transfer","UD Ibiza","Joined"
"Jon Ander Garrido","€400k","loan transfer","CD Mirandés","Joined"
"Martín Calderón","€500k","loan transfer","CD Mirandés","Joined"
"Jorge Pombo","€1.00m","loan transfer","Real Oviedo","Joined"
"Nano Mesa","€500k","loan transfer","Real Zaragoza","Joined"
"Augusto Fernández","€300k","-","Retired","Joined"
"Filip Malbasic","€1.20m","-","Without Club","Joined"
"Rubén Sobrino","€1.50m","End of loanJun 30, 2021","Valencia","Joined"
"Ivan Saponjic","€1.20m","End of loanJun 30, 2021","Atlético","Joined"
"Conan Ledesma","€5.00m","End of loanJun 30, 2021","Rosario Central","Joined"
"Jairo Izquierdo","€800k","End of loanJun 30, 2021","Girona","Joined"
"David Mayoral","€400k","loan transfer","CD Lugo","Joined"
"Landry Dimata","€3.00m","€2.20m","RSC Anderlecht","Left"
"Álvaro Vadillo","€700k","€1.80m","Celta de Vigo","Left"
"Sergi Gómez","€3.00m","€1.00m","Sevilla FC","Left"
"Miguel Llambrich","€1.60m","€500k","Villarreal","Left"
"Tonny Vilhena","€7.50m","Loan fee:€500k","Krasnodar","Left"
"Aleix Vidal","€2.00m","free transfer","Sevilla FC","Left"
"Yangel Herrera","€18.00m","loan transfer","Man City","Left"
"Manu Morlanes","€5.00m","loan transfer","Villarreal","Left"
"Loren Morón","€9.00m","loan transfer","Real Betis","Left"
"Joan García","€150k","-","RCD Espanyol B","Left"
"Víctor Gómez","€2.50m","End of loanJun 30, 2021","CD Mirandés","Left"
"Lluís López","€800k","free transfer","Real Zaragoza","Joined"
"Matías Vargas","€1.80m","loan transfer","Adana Demirspor","Joined"
"Álvaro Vadillo","€1.00m","loan transfer","Málaga CF","Joined"
"Víctor Gómez","€2.50m","loan transfer","Málaga CF","Joined"
"Pol Lozano","€800k","loan transfer","Girona","Joined"
"Landry Dimata","€3.00m","End of loanJun 30, 2021","RSC Anderlecht","Joined"
"Álvaro Vadillo","€700k","End of loanJun 30, 2021","Celta de Vigo","Joined"
"Miguel Llambrich","€1.60m","End of loanJun 30, 2021","Villarreal","Joined"
"Ante Budimir","€9.00m","€8.00m","RCD Mallorca","Left"
"Jonás Ramalho","€1.00m","€700k","Girona","Left"
"Cote","€1.50m","free transfer","SD Eibar","Left"
"Jesús Areso","€300k","free transfer","Bilbao Athletic","Left"
"Kike García","€2.80m","free transfer","SD Eibar","Left"
"Javi Ontiveros","€5.00m","loan transfer","Villarreal","Left"
"Manu Sánchez","€8.00m","loan transfer","Atlético","Left"
"Javi Martínez","€1.20m","-","Osasuna B","Left"
"Kike Saverio","€200k","-","Osasuna B","Left"
"Jaume Grau","€800k","End of loanJun 30, 2021","Tondela","Left"
"Rober Ibáñez","€500k","End of loanJun 30, 2021","CD Leganés","Left"
"Iván Barbero","€300k","End of loanJun 30, 2021","AD Alcorcón","Left"
"Marc Cardona","€600k","End of loanJun 30, 2021","RCD Mallorca","Left"
"Brandon Thomas","€600k","End of loanJun 30, 2021","CD Leganés","Left"
"Jaume Grau","€800k","free transfer","Real Zaragoza","Joined"
"Facundo Roncaglia","€1.00m","free transfer","Aris Limassol","Joined"
"Enric Gallego","€1.00m","free transfer","CD Tenerife","Joined"
"Brandon Thomas","€600k","free transfer","Málaga CF","Joined"
"Rubén Martínez","€500k","free transfer","AEK Larnaca","Joined"
"Rober Ibáñez","€500k","loan transfer","CD Leganés","Joined"
"Kike Saverio","€200k","loan transfer","Ponferradina","Joined"
"Marc Cardona","€600k","loan transfer","Go Ahead Eagles","Joined"
"Adrián López","€1.20m","-","Without Club","Joined"
"Javi Ontiveros","€3.00m","End of loanJan 28, 2022","Villarreal","Joined"
"Jonathan Calleri","€5.00m","End of loanJun 30, 2021","CD Maldonado","Joined"
"Jony","€2.80m","End of loanJun 30, 2021","Lazio","Joined"
"Ante Budimir","€9.00m","End of loanJun 30, 2021","RCD Mallorca","Joined"
"Manu Sánchez","€8.00m","End of loanJun 30, 2021","Atlético","Joined"
"Jonás Ramalho","€1.00m","End of loanJun 30, 2021","Girona","Joined"
"Roberto Soldado","€1.20m","€500k","Granada CF","Left"
"Enric Franquesa","€800k","€375k","Villarreal","Left"
"Martín Cáceres","€900k","free transfer","Cagliari","Left"
"Roger Brugué","€200k","free transfer","Gimnàstic","Left"
"Marcelo Saracchi","€4.50m","-","Without Club","Left"
"Álex Cantero","€700k","-","Atl. Levante","Left"
"Álex Blesa","€300k","-","Atl. Levante","Left"
"Shkodran Mustafi","€2.50m","-","Without Club","Left"
"Koke Vegas","€500k","End of loanJun 30, 2021","RCD Mallorca","Left"
"Hernâni","€1.20m","End of loanJun 30, 2021","Al-Wehda","Left"
"Arturo Molina","€300k","End of loanJun 30, 2021","Castellón","Left"
"Pablo Martínez","€600k","End of loanJun 30, 2021","CD Mirandés","Left"
"Pepelu","€2.50m","End of loanJun 30, 2021","Vit. Guimarães","Left"
"Rubén Rochina","€2.80m","free transfer","Granada CF","Joined"
"Toño García","€800k","free transfer","SD Eibar","Joined"
"Cheick Doukouré","€600k","free transfer","CD Leganés","Joined"
"Arturo Molina","€300k","free transfer","CF Fuenlabrada","Joined"
"Sergio León","€1.20m","free transfer","Real Valladolid","Joined"
"Roger Brugué","€200k","loan transfer","CD Mirandés","Joined"
"Álex Blesa","€300k","loan transfer","Castellón","Joined"
"Pablo Martínez","€1.50m","loan transfer","SD Huesca","Joined"
"Hernâni","€1.20m","-","Without Club","Joined"
"Koke Vegas","€500k","-","Without Club","Joined"
"Marcos André","€3.50m","€8.50m","Real Valladolid","Left"
"Giorgi Mamardashvili","€3.00m","€3.85m","Dinamo Tbilisi","Left"
"Dimitri Foulquier","€3.50m","€2.50m","Granada CF","Left"
"Eray Cömert","€1.80m","€800k","Basel","Left"
"Bryan Gil","€28.00m","Loan fee:€500k","Tottenham","Left"
"Giorgi Mamardashvili","€800k","Loan fee:€200k","Dinamo Tbilisi","Left"
"Ilaix Moriba","€20.00m","loan transfer","Leipzig","Left"
"Hélder Costa","€10.00m","loan transfer","Leeds","Left"
"Hugo Duro","€5.00m","loan transfer","Getafe","Left"
"Omar Alderete","€4.50m","loan transfer","Hertha BSC","Left"
"Koba Koindredi","€1.00m","-","Valencia B","Left"
"Jesús Vázquez","€500k","-","Valencia B","Left"
"Jorge Sáenz","€700k","End of loanJan 29, 2022","Marítimo","Left"
"Rubén Sobrino","€1.50m","End of loanJun 30, 2021","Cádiz CF","Left"
"Javi Jiménez","€200k","End of loanJun 30, 2021","Albacete","Left"
"Jorge Sáenz","€1.00m","End of loanJun 30, 2021","Celta de Vigo","Left"
"Daniel Wass","€6.00m","€2.70m","Atlético","Joined"
"Álex Blanco","€1.20m","free transfer","Como","Joined"
"Javi Jiménez","€200k","free transfer","Albacete","Joined"
"Cristiano Piccini","€1.50m","free transfer","Red Star","Joined"
"Kévin Gameiro","€3.00m","free transfer","R. Strasbourg","Joined"
"Jason Remeseiro","€2.50m","free transfer","Alavés","Joined"
"Kang-in Lee","€10.00m","free transfer","RCD Mallorca","Joined"
"Rubén Sobrino","€1.50m","?","Cádiz CF","Joined"
"Manu Vallejo","€5.00m","loan transfer","Alavés","Joined"
"Jorge Sáenz","€700k","loan transfer","CD Mirandés","Joined"
"Jorge Sáenz","€1.00m","loan transfer","Marítimo","Joined"
"Cristian Rivero","€300k","loan transfer","AD Alcorcón","Joined"
"Eliaquim Mangala","€2.50m","-","Without Club","Joined"
"Christian Oliva","€4.00m","End of loanJun 30, 2021","Cagliari","Joined"
"Ferro","€5.00m","End of loanJun 30, 2021","Benfica","Joined"
"Patrick Cutrone","€9.00m","End of loanJun 30, 2021","Wolves","Joined"
"Jakub Jankto","€11.00m","€5.16m","Sampdoria","Left"
"Carles Aleñá","€15.00m","€5.00m","Barcelona","Left"
"Jonathan Silva","€1.50m","€2.50m","CD Leganés","Left"
"Stefan Mitrovic","€2.20m","€1.00m","R. Strasbourg","Left"
"Sandro Ramírez","€3.50m","Loan fee:€1.00m","SD Huesca","Left"
"Borja Mayoral","€10.00m","Loan fee:€500k","Roma","Left"
"Darío Poveda","€400k","free transfer","Atl. Madrileño","Left"
"Diego Conde","€300k","free transfer","Atl. Madrileño","Left"
"Jorge Cuenca","€6.00m","loan transfer","Villarreal","Left"
"Florentino","€10.00m","loan transfer","Benfica","Left"
"Gonzalo Villar","€10.00m","loan transfer","Roma","Left"
"José Juan Macías","€10.00m","loan transfer","Chivas","Left"
"Vitolo","€4.00m","loan transfer","Atlético","Left"
"Óscar Rodríguez","€10.00m","loan transfer","Sevilla FC","Left"
"Okay Yokuşlu","€3.50m","loan transfer","Celta de Vigo","Left"
"Gastón Álvarez","€500k","loan transfer","Boston River","Left"
"Miguel Rubio","€150k","-","Getafe CF B","Left"
"Juan Iglesias","€250k","-","Getafe CF B","Left"
"Jack Harper","€500k","End of loanJun 30, 2021","Villarreal CF B","Left"
"Amath Ndiaye","€4.00m","End of loanJun 30, 2021","RCD Mallorca","Left"
"Ignasi Miquel","€1.00m","End of loanJun 30, 2021","CD Leganés","Left"
"Hugo Duro","€5.00m","End of loanJun 30, 2021","RM Castilla","Left"
"Marc Cucurella","€20.00m","€18.00m","Brighton","Joined"
"Amath Ndiaye","€4.00m","€3.00m","RCD Mallorca","Joined"
"Francisco Portillo","€1.20m","free transfer","UD Almería","Joined"
"Xabi Etxeita","€800k","free transfer","SD Eibar","Joined"
"Ángel Rodríguez","€3.00m","free transfer","RCD Mallorca","Joined"
"David Timor","€1.20m","free transfer","SD Huesca","Joined"
"Allan Nyom","€1.50m","free transfer","CD Leganés","Joined"
"Miguel Rubio","€150k","loan transfer","Burgos CF","Joined"
"Jack Harper","€500k","loan transfer","Racing","Joined"
"Ignasi Miquel","€1.00m","loan transfer","SD Huesca","Joined"
"Hugo Duro","€5.00m","loan transfer","Valencia","Joined"
"Chema Rodríguez","€800k","loan transfer","SD Eibar","Joined"
"Darío Poveda","€600k","loan transfer","SD Huesca","Joined"
"José Juan Macías","€7.00m","End of loanJan 31, 2022","Chivas","Joined"
"Cucho Hernández","€9.00m","End of loanJun 30, 2021","Watford","Joined"
"Soufiane Chakla","€800k","End of loanJun 30, 2021","Villarreal","Joined"
"Takefusa Kubo","€15.00m","End of loanJun 30, 2021","Real Madrid","Joined"
"Carles Aleñá","€15.00m","End of loanJun 30, 2021","Barcelona","Joined"
"Darío Poveda","€400k","End of loanJun 30, 2021","Atl. Madrileño","Joined"
"Mamadou Sylla","€1.50m","€1.15m","Girona","Left"
"Nahuel Tenaglia","€5.20m","Loan fee:€450k","CA Talleres","Left"
"Toni Moya","€400k","free transfer","Atl. Madrileño","Left"
"Taichi Hara","€1.20m","free transfer","NK Istra","Left"
"Jason Remeseiro","€2.50m","free transfer","Valencia","Left"
"Miguel de la Fuente","€500k","free transfer","Valladolid Prom","Left"
"Florian Lejeune","€4.50m","?","Newcastle","Left"
"Mamadou Loum","€2.50m","loan transfer","Porto","Left"
"Facundo Pellistri","€6.00m","loan transfer","Man Utd","Left"
"Matt Miazga","€3.00m","loan transfer","Chelsea","Left"
"Gonzalo Escalante","€2.00m","loan transfer","Lazio","Left"
"Manu Vallejo","€5.00m","loan transfer","Valencia","Left"
"Iván Martín","€800k","loan transfer","Villarreal","Left"
"Manu García","€4.00m","loan transfer","Sporting Gijón","Left"
"Einar Galilea","€200k","End of loanJun 30, 2021","NK Istra","Left"
"Rafa Páez","€50k","End of loanJun 30, 2021","NK Istra","Left"
"Antonio Perera","€250k","End of loanMay 30, 2022","NK Istra","Left"
"Ramón Miérez","€5.00m","End of loanJun 30, 2021","NK Osijek","Left"
"Carlos Isaac","€200k","End of loanJun 30, 2021","Albacete","Left"
"José Luis Rodríguez","€500k","End of loanJun 30, 2021","CD Lugo","Left"
"Olivier Verdon","€1.20m","End of loanJun 30, 2021","Ludogorets","Left"
"Javi Muñoz","€700k","End of loanJun 30, 2021","CD Mirandés","Left"
"Saúl García","€700k","End of loanJun 30, 2021","Sporting Gijón","Left"
"Rafa Navarro","€300k","End of loanJun 30, 2021","NK Istra","Left"
"Fabrice Ondoa","€250k","End of loanJun 30, 2021","NK Istra","Left"
"Ramón Miérez","€5.00m","€2.50m","NK Osijek","Joined"
"Olivier Verdon","€1.20m","€1.00m","Ludogorets","Joined"
"Einar Galilea","€200k","free transfer","NK Istra","Joined"
"Rafa Páez","€50k","free transfer","Mar Menor FC","Joined"
"Rafa Navarro","€300k","free transfer","NK Istra","Joined"
"Manu García","€800k","free transfer","Aris Limassol","Joined"
"Javi Muñoz","€700k","free transfer","SD Eibar","Joined"
"Lucas Pérez","€3.00m","free transfer","Elche CF","Joined"
"Rodrigo Ely","€2.20m","free transfer","Nott'm Forest","Joined"
"Borja Sainz","€2.00m","loan transfer","Real Zaragoza","Joined"
"José Luis Rodríguez","€500k","loan transfer","Sporting Gijón","Joined"
"Mamadou Sylla","€1.20m","loan transfer","Rayo Vallecano","Joined"
"Taichi Hara","€1.20m","loan transfer","Sint-Truiden","Joined"
"Carlos Isaac","€200k","loan transfer","Real Oviedo","Joined"
"Tachi","€800k","loan transfer","CF Fuenlabrada","Joined"
"Burgui","€800k","-","Without Club","Joined"
"Jota Peleteiro","€1.80m","-","Retired","Joined"
"Fabrice Ondoa","€250k","-","Without Club","Joined"
"Iván Martín","€800k","End of loanJan 26, 2022","Villarreal","Joined"
"Rodrigo Battaglia","€4.00m","End of loanJun 30, 2021","Sporting","Joined"
"Florian Lejeune","€4.50m","End of loanJun 30, 2021","Newcastle","Joined"
"Facundo Pellistri","€6.00m","End of loanJun 30, 2021","Man Utd","Joined"
"Iñigo Córdoba","€2.00m","End of loanJun 30, 2021","Athletic Club","Joined"
"Iván Marcone","€3.00m","€4.00m","Boca Juniors","Left"
"Lucas Boyé","€3.50m","€3.00m","Torino","Left"
"Johan Mojica","€2.00m","€1.20m","Girona","Left"
"Pedro Bigas","€1.20m","free transfer","SD Eibar","Left"
"Omar Mascarell","€4.50m","free transfer","FC Schalke 04","Left"
"Lucas Pérez","€3.00m","free transfer","Alavés","Left"
"Gerard Gumbau","€1.00m","free transfer","Girona","Left"
"Enzo Roco","€2.00m","free transfer","Karagümrük","Left"
"Darío Benedetto","€7.00m","loan transfer","Marseille","Left"
"Kiko Casilla","€800k","loan transfer","Leeds","Left"
"Lucas Olaza","€3.00m","loan transfer","Real Valladolid","Left"
"Kike Pérez","€1.00m","loan transfer","Real Valladolid","Left"
"José Salinas","-","-","Elche Ilicitano","Left"
"Axel Werner","€1.50m","-","Without Club","Left"
"Javier Pastore","€1.50m","-","Without Club","Left"
"Ezequiel Ponce","€7.00m","loan transfer","Spartak Moscow","Left"
"Mourad El Ghezouani","€100k","End of loanJun 30, 2021","CD Alcoyano","Left"
"Ramón Folch","€300k","End of loanJun 30, 2021","CD Tenerife","Left"
"Manu Justo","€250k","End of loanJun 30, 2021","Celta Vigo B","Left"
"Lucas Pérez","€2.50m","€200k","Cádiz CF","Joined"
"Luismi Sánchez","€500k","free transfer","Real Oviedo","Joined"
"Nuke Mfulu","€800k","free transfer","UD Las Palmas","Joined"
"Miguel Cifuentes","€600k","free transfer","UD Ibiza","Joined"
"Ramón Folch","€300k","free transfer","CE Sabadell","Joined"
"Dani Calvo","€1.50m","free transfer","Real Oviedo","Joined"
"Josema","€800k","loan transfer","Real Valladolid","Joined"
"Manu Justo","€250k","loan transfer","Racing","Joined"
"Axel Werner","€900k","loan transfer","Arsenal Sarandí","Joined"
"Mourad El Ghezouani","€100k","loan transfer","CD Alcoyano","Joined"
"José Salinas","-","loan transfer","Unionistas CF","Joined"
"Víctor Rodríguez","€800k","-","Without Club","Joined"
"Nino","-","-","Retired","Joined"
"Darío Benedetto","€3.50m","End of loanJan 20, 2022","Marseille","Joined"
"Paulo Gazzaniga","€3.00m","End of loanJun 30, 2021","Tottenham","Joined"
"Johan Mojica","€2.00m","End of loanJun 30, 2021","Girona","Joined"
"Iván Marcone","€3.00m","End of loanJun 30, 2021","Boca Juniors","Joined"
"Lucas Boyé","€3.50m","End of loanJun 30, 2021","Torino","Joined"
"Matthew Hoppe","€4.50m","€3.50m","FC Schalke 04","Left"
"Amath Ndiaye","€4.00m","€3.00m","Getafe","Left"
"Dominik Greif","€1.00m","€2.50m","Slo. Bratislava","Left"
"Vedat Muriqi","€6.00m","Loan fee:€500k","Lazio","Left"
"Pablo Maffeo","€3.50m","Loan fee:€500k","Stuttgart","Left"
"Giovanni González","€2.00m","free transfer","Peñarol","Left"
"Kang-in Lee","€10.00m","free transfer","Valencia","Left"
"Jaume Costa","€2.00m","free transfer","Villarreal","Left"
"Ángel Rodríguez","€3.00m","free transfer","Getafe","Left"
"Sergio Rico","€5.00m","loan transfer","PSG","Left"
"Takefusa Kubo","€15.00m","loan transfer","Real Madrid","Left"
"Rodrigo Battaglia","€4.00m","loan transfer","Sporting","Left"
"Fer Niño","€3.00m","loan transfer","Villarreal","Left"
"Clément Grenier","€3.00m","-","Without Club","Left"
"Ante Budimir","€9.00m","End of loanJun 30, 2021","CA Osasuna","Left"
"Aleksandar Trajkovski","€350k","End of loanJan 30, 2022","Aalborg BK","Left"
"Stoichkov","€1.00m","End of loanJun 30, 2021","CE Sabadell","Left"
"Álex Alegría","€500k","End of loanJun 30, 2021","Real Zaragoza","Left"
"Josep Señé","€400k","End of loanJun 30, 2021","Castellón","Left"
"Igor Zlatanovic","€500k","End of loanJun 30, 2021","Castellón","Left"
"Pablo Valcarce","€600k","End of loanJun 30, 2021","Ponferradina","Left"
"Ante Budimir","€9.00m","€8.00m","CA Osasuna","Joined"
"Stoichkov","€1.00m","€1.00m","SD Eibar","Joined"
"Fran Gámez","€500k","free transfer","Real Zaragoza","Joined"
"Aleksandar Trajkovski","€350k","free transfer","Al-Fayha","Joined"
"Josep Señé","€400k","free transfer","CD Lugo","Joined"
"Pablo Valcarce","€600k","free transfer","Burgos CF","Joined"
"Enzo Lombardo","€400k","free transfer","SD Huesca","Joined"
"Igor Zlatanovic","€500k","free transfer","Maccabi Netanya","Joined"
"Miquel Parera","€200k","free transfer","Racing","Joined"
"Álex Alegría","€500k","loan transfer","Burgos CF","Joined"
"Jordi Mboula","€1.50m","loan transfer","Estoril","Joined"
"Joan Sastre","€1.60m","loan transfer","PAOK","Joined"
"Aleix Febas","€1.00m","loan transfer","Málaga CF","Joined"
"Lago Júnior","€1.40m","loan transfer","SD Huesca","Joined"
"Aleksandar Trajkovski","€400k","loan transfer","Aalborg BK","Joined"
"Braian Cufré","€3.00m","loan transfer","Málaga CF","Joined"
"Álex López","€300k","-","Without Club","Joined"
"Marc Cardona","€600k","End of loanJun 30, 2021","CA Osasuna","Joined"
"Amath Ndiaye","€4.00m","End of loanJun 30, 2021","Getafe","Joined"
"Álvaro Giménez","€1.50m","End of loanJun 30, 2021","Cádiz CF","Joined"
"Murilo","€600k","End of loanJun 30, 2021","Braga","Joined"
"Víctor Mollejo","€3.00m","End of loanAug 30, 2021","Atlético","Joined"
"Koke Vegas","€500k","End of loanJun 30, 2021","Levante","Joined"
"Fran García","€3.00m","€2.00m","RM Castilla","Left"
"Randy Nteka","€1.30m","€1.30m","CF Fuenlabrada","Left"
"Pathé Ciss","€800k","€1.00m","CF Fuenlabrada","Left"
"Radamel Falcao","€2.20m","free transfer","Galatasaray","Left"
"Iván Balliu","€1.00m","free transfer","UD Almería","Left"
"Unai López","€12.00m","loan transfer","Athletic Club","Left"
"Nikola Maras","€1.50m","loan transfer","UD Almería","Left"
"Sergi Guardiola","€3.00m","loan transfer","Real Valladolid","Left"
"Kévin Rodrigues","€3.50m","loan transfer","Real Sociedad","Left"
"Martín Merquelanz","€2.00m","loan transfer","Real Sociedad","Left"
"Mamadou Sylla","€1.20m","loan transfer","Alavés","Left"
"Jorge Moreno","-","-","Rayo B","Left"
"Iván Arboleda","€2.50m","-","Without Club","Left"
"Lass Bangoura","€300k","End of loanDec 31, 2021","CS Emelec","Left"
"Sergio Moreno","€400k","End of loanJun 30, 2021","CD Mirandés","Left"
"Adri Carrasco","€100k","End of loanJun 30, 2021","Las Rozas CF","Left"
"Luis Advíncula","€1.20m","€2.20m","Boca Juniors","Joined"
"Miguel Ángel Guerrero","€800k","free transfer","UD Ibiza","Joined"
"Yacine Qasmi","€600k","free transfer","CD Leganés","Joined"
"Emiliano Velázquez","€1.00m","free transfer","Santos","Joined"
"Adri Carrasco","€100k","free transfer","Salamanca CF","Joined"
"Lass Bangoura","€300k","loan transfer","PAS Lamia","Joined"
"Joni Montiel","€300k","loan transfer","Real Oviedo","Joined"
"Miguel Ángel Morro","€600k","loan transfer","CF Fuenlabrada","Joined"
"Jorge Moreno","-","loan transfer","CyD Leonesa","Joined"
"José Pozo","€1.20m","loan transfer","Al-Ahli SC","Joined"
"Sergio Moreno","€400k","loan transfer","SD Amorebieta","Joined"
"Andrés Martín","€1.20m","loan transfer","CD Tenerife","Joined"
"Iván Arboleda","€2.00m","loan transfer","Newell's","Joined"
"Leonardo Ulloa","-","-","Retired","Joined"
"Alberto García","€100k","-","Retired","Joined"
"Martín Pascual","€400k","loan transfer","Villarreal CF B","Joined"
"Iván Martos","€400k","End of loanJun 30, 2021","UD Almería","Joined"
"Antoñín","€1.50m","End of loanJun 30, 2021","Granada CF","Joined"
"Fran García","€3.00m","End of loanJun 30, 2021","RM Castilla","Joined"
"Aurélien Tchouaméni","€60.00m","€80.00m","Monaco","Left"
"Antonio Rüdiger","€40.00m","free transfer","Chelsea","Left"
"Reinier","€2.00m","End of loanJun 30, 2023","Girona","Left"
"Juanmi Latasa","€1.00m","-","RM Castilla","Left"
"Antonio Blanco","€5.00m","-","RM Castilla","Left"
"Miguel Gutiérrez","€6.00m","-","RM Castilla","Left"
"Antonio Blanco","€3.50m","End of loanJan 11, 2023","Cádiz CF","Left"
"Álvaro Odriozola","€12.00m","End of loanJun 30, 2022","Fiorentina","Left"
"Takefusa Kubo","€7.50m","End of loanJun 30, 2022","RCD Mallorca","Left"
"Víctor Chust","€2.50m","End of loanJun 30, 2022","Cádiz CF","Left"
"Borja Mayoral","€9.00m","End of loanJun 30, 2022","Roma","Left"
"Reinier","€8.00m","End of loanJun 30, 2022","Dortmund","Left"
"Casemiro","€40.00m","€70.65m","Man Utd","Joined"
"Miguel Gutiérrez","€6.00m","€11.00m","Girona","Joined"
"Borja Mayoral","€9.00m","€10.00m","Getafe","Joined"
"Takefusa Kubo","€7.50m","€6.50m","Real Sociedad","Joined"
"Víctor Chust","€2.50m","€1.00m","Cádiz CF","Joined"
"Isco","€7.50m","free transfer","Sevilla FC","Joined"
"Marcelo","€3.00m","free transfer","Olympiacos","Joined"
"Gareth Bale","€3.00m","free transfer","LAFC","Joined"
"Luka Jović","€16.00m","free transfer","Fiorentina","Joined"
"Reinier","€8.00m","loan transfer","Girona","Joined"
"Juanmi Latasa","€1.00m","loan transfer","Getafe","Joined"
"Antonio Blanco","€3.50m","loan transfer","Alavés","Joined"
"Antonio Blanco","€5.00m","loan transfer","Cádiz CF","Joined"
"Raphinha","€45.00m","€58.00m","Leeds","Left"
"Jules Koundé","€60.00m","€50.00m","Sevilla FC","Left"
"Robert Lewandowski","€45.00m","€45.00m","Bayern Munich","Left"
"Pablo Torre","€3.00m","€6.00m","Racing","Left"
"Franck Kessié","€45.00m","free transfer","AC Milan","Left"
"Andreas Christensen","€35.00m","free transfer","Chelsea","Left"
"Marcos Alonso","€12.00m","free transfer","Chelsea","Left"
"Héctor Bellerín","€20.00m","free transfer","Arsenal","Left"
"Alejandro Balde","€4.00m","-","Barça Atlètic","Left"
"Abde Ezzalzouli","€8.00m","-","Barça Atlètic","Left"
"Iñaki Peña","€4.20m","End of loanJun 30, 2022","Galatasaray","Left"
"Miralem Pjanić","€9.50m","End of loanJun 30, 2022","Besiktas","Left"
"Álex Collado","€4.00m","End of loanJun 30, 2022","Granada CF","Left"
"Philippe Coutinho","€20.00m","End of loanJun 30, 2022","Aston Villa","Left"
"Rey Manaj","€1.50m","End of loanJun 30, 2022","Spezia Calcio","Left"
"Francisco Trincão","€20.00m","End of loanJun 30, 2022","Wolves","Left"
"Philippe Coutinho","€20.00m","€20.00m","Aston Villa","Joined"
"Pierre-Emerick Aubameyang","€15.00m","€12.00m","Chelsea","Joined"
"Memphis Depay","€20.00m","€3.00m","Atlético","Joined"
"Francisco Trincão","€20.00m","Loan fee:€3.00m","Sporting","Joined"
"Héctor Bellerín","€15.00m","€1.00m","Sporting","Joined"
"Samuel Umtiti","€2.00m","Loan fee:€500k","Lecce","Joined"
"Miralem Pjanić","€9.50m","free transfer","Sharjah FC","Joined"
"Rey Manaj","€1.50m","free transfer","Watford","Joined"
"Martin Braithwaite","€6.00m","free transfer","Espanyol","Joined"
"Moussa Wagué","€1.50m","free transfer","HNK Gorica","Joined"
"Dani Alves","€1.00m","free transfer","UNAM Pumas","Joined"
"Óscar Mingueza","€6.00m","free transfer","Celta de Vigo","Joined"
"Riqui Puig","€7.00m","free transfer","LA Galaxy","Joined"
"Neto","€3.00m","free transfer","Bournemouth","Joined"
"Nico González","€20.00m","loan transfer","Valencia","Joined"
"Abde Ezzalzouli","€8.00m","loan transfer","CA Osasuna","Joined"
"Sergiño Dest","€18.00m","loan transfer","AC Milan","Joined"
"Álex Collado","€4.00m","loan transfer","Elche CF","Joined"
"Clément Lenglet","€12.00m","loan transfer","Tottenham","Joined"
"Gerard Piqué","€3.00m","-","Retired","Joined"
"Luuk de Jong","€4.00m","End of loanJun 30, 2022","Sevilla FC","Joined"
"Adama Traoré","€20.00m","End of loanJun 30, 2022","Wolves","Joined"
"Tanguy Nianzou","€9.00m","€16.00m","Bayern Munich","Left"
"Marcão","€14.00m","€13.00m","Galatasaray","Left"
"Federico Gattoni","€4.50m","€1.40m","San Lorenzo","Left"
"Adnan Januzaj","€12.00m","free transfer","Real Sociedad","Left"
"Isco","€7.50m","free transfer","Real Madrid","Left"
