Name,Value,Fee,From,Direction
"Luzayadio Bangu","€600k","loan transfer","Vicenza","Joined"
"Simone Minelli","€225k","loan transfer","Trapani","Joined"
"Ante Rebić","€2.50m","loan transfer","Frankfurt","Joined"
"Ricardo Bagadur","€300k","?","Brescia","Joined"
"Marco Berardi","€125k","loan transfer","Südtirol","Joined"
"Luca Zanon","€150k","loan transfer","Ternana U.","Joined"
"Andrés Schetino","€300k","loan transfer","Esbjerg fB","Joined"
"Jaime Báez","€900k","loan transfer","Pescara","Joined"
"Martin Graiciar","€150k","loan transfer","Slovan Liberec","Joined"
"Gaetano Castrovilli","€700k","loan transfer","Cremonese","Joined"
"Kevin Diks","€1.50m","loan transfer","Feyenoord","Joined"
"Saverio Madrigali","€200k","-","Without Club","Joined"
"Davide Astori","-","-","---","Joined"
"Giuseppe Rossi","€4.00m","-","Without Club","Joined"
"Maximiliano Olivera","€1.50m","End of loanJun 30, 2017","Peñarol","Joined"
"Sebastián Cristóforo","€2.70m","End of loanJun 30, 2017","Sevilla FC","Joined"
"Carlos Salcedo","€3.50m","End of loanJun 30, 2017","Chivas","Joined"
"Sebastien De Maio","€1.50m","End of loanJun 30, 2017","RSC Anderlecht","Joined"
"Cristian Tello","€8.00m","End of loanJun 30, 2017","Barcelona","Joined"
"Carlos Sánchez","€3.00m","End of loanJun 30, 2017","Aston Villa","Joined"
"Ricardo Centurión","€4.50m","€3.80m","São Paulo","Left"
"Oscar Hiljemark","€3.50m","€2.50m","US Palermo","Left"
"Petar Brlek","€800k","€2.20m","Wisla Kraków","Left"
"Luca Rossettini","€2.50m","€2.00m","Torino","Left"
"Daniel Bessa","€3.50m","Loan fee:€900k","Hellas Verona","Left"
"Iuri Medeiros","€5.00m","Loan fee:€670k","Sporting","Left"
"Jawad El Yamiq","€900k","€650k","Raja Casablanca","Left"
"Stephane Omeonga","€500k","€600k","Avellino","Left"
"Thomas Rodríguez","€500k","€600k","Banfield","Left"
"Gianluca Lapadula","€8.00m","Loan fee:€250k","AC Milan","Left"
"Francesco Migliore","€1.40m","free transfer","Spezia Calcio","Left"
"Nicolás Spolli","€400k","free transfer","Chievo Verona","Left"
"Andrey Galabinov","€1.50m","free transfer","Novara","Left"
"Mauricio Pinilla","€800k","?","Atalanta","Left"
"Pedro Pereira","€2.00m","loan transfer","Benfica","Left"
"Ervin Zukanovic","€3.50m","loan transfer","Roma","Left"
"Andrea Bertolacci","€10.00m","loan transfer","AC Milan","Left"
"Raúl Asencio","€250k","-","Genoa U19","Left"
"Eddie Salcedo","-","-","Genoa U19","Left"
"Andrea Cambiaso","-","-","Genoa U19","Left"
"Giuseppe Rossi","€4.00m","-","Without Club","Left"
"Pietro Pellegri","€1.00m","-","Genoa U19","Left"
"Federico Ricci","€3.50m","loan transfer","Sassuolo","Left"
"Pietro Pellegri","€8.00m","€20.90m","Monaco","Joined"
"Giovanni Simeone","€10.00m","€17.00m","Fiorentina","Joined"
"Ricardo Centurión","€4.00m","€3.50m","Racing Club","Joined"
"Lucas Orbán","€2.00m","€2.50m","Racing Club","Joined"
"Ezequiel Muñoz","€3.00m","€2.50m","CD Leganés","Joined"
"Raffaele Palladino","€300k","€250k","Spezia Calcio","Joined"
"Francesco Renzetti","€700k","Loan fee:€65k","Cremonese","Joined"
"Paolo Scannapieco","€75k","free transfer","Inveruno","Joined"
"Mauricio Pinilla","€800k","free transfer","U. de Chile","Joined"
"Simone Ricozzi","€50k","free transfer","Milano City","Joined"
"Nicolás Burdisso","€300k","free transfer","Torino","Joined"
"Samir Ujkani","€750k","free transfer","Cremonese","Joined"
"Daniele Sommariva","€300k","free transfer","Milano City","Joined"
"Claudio Repetto","€25k","free transfer","Grand View Vik.","Joined"
"Michael Ventre","€50k","free transfer","Rignanese","Joined"
"Sebastián Gorga","€600k","loan transfer","Chacarita Jrs.","Joined"
"Giuseppe Panico","€550k","loan transfer","Teramo","Joined"
"Davide Voltan","€75k","loan transfer","Feralpisalò","Joined"
"Leonardo Morosini","€2.20m","loan transfer","Avellino","Joined"
"David Milinkovic","€250k","loan transfer","Heart of Midl.","Joined"
"Andrea Gulli","€50k","loan transfer","Albissola","Joined"
"Riccardo Fiamozzi","€900k","loan transfer","Pescara","Joined"
"Riccardo Fiamozzi","€1.00m","loan transfer","Bari","Joined"
"Franco Ferrari","€125k","loan transfer","Pistoiese","Joined"
"David Milinkovic","€250k","loan transfer","Foggia","Joined"
"Marco Albertoni","€75k","loan transfer","Lucchese","Joined"
"Sebastián Gorga","€400k","?","Nacional","Joined"
"Serge Gakpé","€900k","?","Amiens SC","Joined"
"Viviano Minardi","€175k","?","Pistoiese","Joined"
"Nikola Ninkovic","€1.00m","loan transfer","FC Empoli","Joined"
"Petar Brlek","€1.50m","loan transfer","Wisla Kraków","Joined"
"Raúl Asencio","€250k","loan transfer","Avellino","Joined"
"Andrea Cambiaso","-","loan transfer","Albissola","Joined"
"Riccardo Improta","€850k","loan transfer","Bari","Joined"
"Giacomo Lucarini","€25k","loan transfer","Ravenna","Joined"
"Oscar Hiljemark","€3.50m","loan transfer","Panathinaikos","Joined"
"Falou Samb","€125k","loan transfer","Ravenna","Joined"
"Davide Brivio","€800k","loan transfer","Virtus Entella","Joined"
"Michele Emmausso","€50k","loan transfer","Robur Siena","Joined"
"Falou Samb","€150k","loan transfer","Reggina","Joined"
"Marco Soprano","€50k","loan transfer","AJ Fano","Joined"
"Rodney Strasser","€75k","-","Without Club","Joined"
"Luca Molinaro","€25k","-","Without Club","Joined"
"Sandro Embaló","€25k","-","Without Club","Joined"
"Antonio Notaroberto","-","-","Without Club","Joined"
"Amedeo Marghi","€50k","-","Without Club","Joined"
"Rubinho","€50k","-","Without Club","Joined"
"Thomas Rodríguez","€500k","loan transfer","Vitória Setúbal","Joined"
"Paolo Ghiglione","€300k","loan transfer","Pro Vercelli","Joined"
"Andrea Beghetto","€800k","loan transfer","Frosinone","Joined"
"Federico Ricci","€3.00m","End of loanJan 18, 2018","Sassuolo","Joined"
"Oscar Hiljemark","€3.50m","End of loanJun 30, 2017","US Palermo","Joined"
"Danilo Cataldi","€6.00m","End of loanJun 30, 2017","Lazio","Joined"
"Mauricio Pinilla","€800k","End of loanJun 30, 2017","Atalanta","Joined"
"Olivier Ntcham","€1.80m","End of loanJun 30, 2017","Man City U23","Joined"
"Seung-woo Lee","€200k","€1.50m","Barcelona B","Left"
"Bruno Zuculini","€1.20m","€1.25m","Man City","Left"
"Marco Fossati","€2.50m","€300k","Cagliari","Left"
"Marco Silvestri","€500k","free transfer","Leeds","Left"
"Martín Cáceres","€4.00m","free transfer","Southampton","Left"
"Alessio Cerci","€4.00m","free transfer","Atlético","Left"
"Marcel Büchel","€1.50m","loan transfer","FC Empoli","Left"
"Nicolò Cherubin","€400k","?","Bologna","Left"
"Gian Filippo Felicioli","€500k","loan transfer","AC Milan","Left"
"Deian Boldor","€300k","loan transfer","Bologna","Left"
"Moise Kean","€1.50m","loan transfer","Juventus","Left"
"Bruno Petkovic","€1.20m","loan transfer","Bologna","Left"
"Jagos Vukovic","€2.50m","loan transfer","Olympiacos","Left"
"Ryder Matos","€1.80m","loan transfer","Udinese","Left"
"Thomas Heurtaux","€2.70m","loan transfer","Udinese","Left"
"Daniele Verde","€1.50m","loan transfer","Roma","Left"
"Rolando Aarons","€750k","loan transfer","Newcastle","Left"
"Nicolò Casale","€125k","-","Verona U19","Left"
"Lorenzo Ferrari","€25k","-","Verona U19","Left"
"Antonio Cassano","€300k","-","Without Club","Left"
"Bruno Zuculini","€1.70m","€3.25m","River Plate","Joined"
"Filip Helander","€1.50m","€2.00m","Bologna","Joined"
"Ernesto Torregrossa","€500k","€900k","Brescia","Joined"
"Daniel Bessa","€3.50m","Loan fee:€900k","Genoa","Joined"
"Martín Cáceres","€3.00m","€600k","Lazio","Joined"
"Federico Viviani","€3.50m","Loan fee:€400k","SPAL","Joined"
"Alessandro Salvetti","€50k","free transfer","San Teodoro","Joined"
"Amadou Samb","€175k","free transfer","Gzira Utd.","Joined"
"Filippo Boni","€75k","free transfer","Cuneo","Joined"
"Luca Siligardi","€2.00m","free transfer","Parma","Joined"
"Francesco Contri","€75k","free transfer","Delta PT","Joined"
"Eros Pisano","€800k","free transfer","Bristol City","Joined"
"Pierluigi Cappelluzzo","€300k","loan transfer","Pescara","Joined"
"Nicolò Cherubin","€300k","loan transfer","Ascoli","Joined"
"Davide Luppi","€1.00m","loan transfer","Virtus Entella","Joined"
"Matteo Franchetti","€75k","loan transfer","Arezzo","Joined"
"Luca Checchin","€200k","loan transfer","Viterbese","Joined"
"Riccardo Brosco","€750k","loan transfer","Carpi","Joined"
"Lorenzo Ferrari","€25k","loan transfer","Arezzo","Joined"
"Nicolò Casale","€125k","loan transfer","Prato","Joined"
"Alejandro González","€350k","loan transfer","Perugia","Joined"
"Nicolò Casale","€125k","loan transfer","Perugia","Joined"
"Giampaolo Pazzini","€1.00m","loan transfer","Levante","Joined"
"Luca Checchin","€200k","loan transfer","Brescia","Joined"
"Michelangelo Albertazzi","€250k","-","Without Club","Joined"
"Juanito Gómez","€700k","-","Without Club","Joined"
"Antonio Cassano","-","-","Without Club","Joined"
"Davide Riccardi","€100k","loan transfer","Lecce","Joined"
"Bruno Zuculini","€1.20m","End of loanJun 30, 2017","Man City","Joined"
"Gennaro Troianiello","€100k","End of loanJun 30, 2017","Salernitana","Joined"
"Nicolò Cherubin","€400k","End of loanJun 30, 2017","Bologna","Joined"
"Deian Boldor","€300k","End of loanJun 30, 2017","Bologna","Joined"
"Simone Ganz","€1.20m","End of loanJun 30, 2017","Juventus","Joined"
"Marco Fossati","€2.50m","End of loanJun 30, 2017","Cagliari","Joined"
"Milan Škriniar","€7.00m","€34.00m","Sampdoria","Left"
"Alessandro Bastoni","€1.50m","€31.10m","Atalanta","Left"
"Matías Vecino","€13.00m","€24.00m","Fiorentina","Left"
"Dalbert","€5.00m","€21.00m","Nice","Left"
"Roberto Gagliardini","€15.00m","€20.50m","Atalanta","Left"
"Borja Valero","€9.00m","€6.50m","Fiorentina","Left"
"Lisandro López","€5.00m","Loan fee:€450k","Benfica","Left"
"Daniele Padelli","€1.00m","free transfer","Torino","Left"
"Yann Karamoh","€3.00m","loan transfer","SM Caen","Left"
"Rafinha","€15.00m","loan transfer","Barcelona","Left"
"João Cancelo","€20.00m","loan transfer","Valencia","Left"
"Zinho Vanheusden","€400k","-","Inter U19","Left"
"Gianluca Caprari","€6.00m","€15.00m","Sampdoria","Joined"
"Stevan Jovetić","€10.00m","€10.50m","Monaco","Joined"
"Juan Jesus","€7.50m","€8.00m","Roma","Joined"
"Éver Banega","€16.00m","€7.00m","Sevilla FC","Joined"
"Fabio Eguelfi","€400k","€6.00m","Atalanta","Joined"
"Dodô","€1.50m","€5.50m","Sampdoria","Joined"
"Andreaw Gravillon","€300k","€4.00m","Benevento","Joined"
"Saphir Taïder","€5.00m","€4.00m","Bologna","Joined"
"Federico Dimarco","€2.00m","€3.91m","FC Sion","Joined"
"Senna Miangue","€1.80m","€3.20m","Cagliari","Joined"
"Gary Medel","€12.00m","€2.50m","Besiktas","Joined"
"Cristian Ansaldi","€5.50m","Loan fee:€2.00m","Torino","Joined"
"Gabriel Barbosa","€12.00m","Loan fee:€1.70m","Santos","Joined"
"Gabriel Barbosa","€15.00m","Loan fee:€1.70m","Benfica","Joined"
"João Mário","€26.00m","Loan fee:€1.20m","West Ham","Joined"
"Yuto Nagatomo","€3.50m","Loan fee:€1.00m","Galatasaray","Joined"
"Jeison Murillo","€13.00m","Loan fee:€1.00m","Valencia","Joined"
"Caner Erkin","€4.50m","€750k","Besiktas","Joined"
"Bright Gyamfi","€300k","€280k","Benevento","Joined"
"Alessandro Sobacchi","€50k","free transfer","Ciserano","Joined"
"Lorenzo Matteo","€75k","free transfer","Rignanese","Joined"
"Felipe Melo","€1.00m","free transfer","Palmeiras","Joined"
"Giacomo Sciacca","€200k","free transfer","Alessandria","Joined"
"Marco Andreolli","€2.00m","free transfer","Cagliari","Joined"
"Juan Pablo Carrizo","€300k","free transfer","Monterrey","Joined"
"Rodrigo Palacio","€800k","free transfer","Bologna","Joined"
"Niccolò Belloni","€400k","loan transfer","Carpi","Joined"
"Samuele Longo","€1.20m","loan transfer","CD Tenerife","Joined"
"Vincenzo Tommasone","€50k","loan transfer","Santarcangelo","Joined"
"Raffaele Di Gennaro","€1.80m","loan transfer","Spezia Calcio","Joined"
"Gaston Camara","€400k","loan transfer","Gil Vicente","Joined"
"Andrea Palazzi","€600k","loan transfer","Pescara","Joined"
"Enrico Baldini","€150k","?","Ascoli","Joined"
"Isaac Donkor","€600k","?","Cesena","Joined"
"Loris Zonta","€200k","?","Bassano","Joined"
"Eloge Yao","€1.50m","?","FC Lugano","Joined"
"Fabio Della Giovanna","€175k","?","SPAL","Joined"
"Enrico De Micheli","€50k","?","Renate","Joined"
"Andrea Bandini","€250k","loan transfer","Brescia","Joined"
"Zé Turbo","€150k","loan transfer","Olhanense","Joined"
"Moussa Souare","€300k","loan transfer","Mosta FC","Joined"
"Lorenzo Tassi","€175k","loan transfer","Vicenza","Joined"
"Davide Costa","€75k","loan transfer","Bassano","Joined"
"Andrea Cagnano","€150k","loan transfer","AC Pisa","Joined"
"Zinho Vanheusden","€400k","loan transfer","Standard Liège","Joined"
"George Pușcaș","€1.50m","loan transfer","Novara","Joined"
"Tommaso Equizi","€50k","loan transfer","Fermana","Joined"
"Rey Manaj","€900k","loan transfer","Granada CF","Joined"
"Mattia Bonetto","€100k","loan transfer","Prato","Joined"
"Andrea Romanò","€75k","loan transfer","Monza","Joined"
"Ionuț Radu","€300k","loan transfer","Avellino","Joined"
"Riccardo Gaiola","€75k","loan transfer","Santarcangelo","Joined"
"Davide Costa","€75k","loan transfer","AS Gubbio","Joined"
"Jonathan Biabiany","€4.00m","loan transfer","Sparta Prague","Joined"
"Geoffrey Kondogbia","€18.00m","loan transfer","Valencia","Joined"
"Zé Turbo","€200k","loan transfer","Catania","Joined"
"Ítalo","-","loan transfer","Olhanense","Joined"
"Alessandro Bastoni","€1.50m","loan transfer","Atalanta","Joined"
"Morten Knudsen","€150k","-","Without Club","Joined"
"Nicolò Gazzotti","€25k","-","Without Club","Joined"
"Roberto Ogunseye","€100k","-","Olbia","Joined"
"Edmund Hottor","€75k","-","Without Club","Joined"
"Andrea Pinton","€50k","-","Without Club","Joined"
"Francesco Forte","€500k","loan transfer","Spezia Calcio","Joined"
"Trent Sainsbury","€1.00m","End of loanJun 30, 2017","JS Suning","Joined"
"Roberto Gagliardini","€15.00m","End of loanJul 31, 2017","Atalanta","Joined"
"Federico Bernardeschi","€30.00m","€40.00m","Fiorentina","Left"
"Blaise Matuidi","€30.00m","€25.00m","PSG","Left"
"Rodrigo Bentancur","€6.00m","€23.50m","Boca Juniors","Left"
"Juan Cuadrado","€25.00m","€20.00m","Chelsea","Left"
"Wojciech Szczesny","€17.00m","€18.40m","Arsenal","Left"
"Medhi Benatia","€15.00m","€16.70m","Bayern Munich","Left"
"Mattia De Sciglio","€8.50m","€12.00m","AC Milan","Left"
"Douglas Costa","€30.00m","Loan fee:€6.00m","Bayern Munich","Left"
"Leonardo Mancuso","€800k","€4.50m","Pescara","Left"
"Dario Del Fabro","€600k","€4.50m","Cagliari","Left"
"Ferdinando Del Sole","€500k","€3.70m","Pescara","Left"
"Benedikt Höwedes","€18.00m","Loan fee:€3.50m","FC Schalke 04","Left"
"Matheus Pereira","€350k","€2.00m","FC Empoli","Left"
"Moise Kean","€1.50m","-","Juventus U19","Left"
"Leonardo Bonucci","€45.00m","€42.00m","AC Milan","Joined"
"Kingsley Coman","€20.00m","€21.00m","Bayern Munich","Joined"
"Mario Lemina","€7.50m","€17.25m","Southampton","Joined"
"Simone Zaza","€15.00m","€16.00m","Valencia","Joined"
"Filippo Romagna","€1.00m","€7.40m","Cagliari","Joined"
"Francesco Cassata","€1.00m","€7.00m","Sassuolo","Joined"
"Pol Lirola","€5.00m","€7.00m","Sassuolo","Joined"
"Neto","€6.00m","€7.00m","Valencia","Joined"
"Federico Mattiello","€1.00m","€5.00m","Atalanta","Joined"
"Anastasios Donis","€1.25m","€4.00m","Stuttgart","Joined"
"Tomás Rincón","€8.00m","Loan fee:€3.00m","Torino","Joined"
"Mattia Vitale","€500k","€2.00m","SPAL","Joined"
"Cristian Bunino","€225k","€1.65m","Pescara","Joined"
"Simone Ganz","€1.20m","€1.50m","Pescara","Joined"
"Francesco Margiotta","€1.75m","€1.00m","Lausanne-Sport","Joined"
"Lorenzo Rosseti","€800k","€1.00m","Ascoli","Joined"
"Marko Pjaca","€15.00m","Loan fee:€800k","FC Schalke 04","Joined"
"Younes Bnou Marzouk","€200k","€400k","FC Lugano","Joined"
"Cristian Pasquato","€1.80m","€250k","Legia Warszawa","Joined"
"Alberto Brignoli","€1.00m","Loan fee:€200k","Benevento","Joined"
"Vykintas Slivka","€150k","€100k","Hibernian FC","Joined"
"Nicola Leali","€1.20m","Loan fee:€100k","Perugia","Joined"
"Dani Alves","€6.00m","free transfer","PSG","Joined"
"Ouasim Bouy","€800k","free transfer","Leeds","Joined"
"Marcelo Djaló","€400k","free transfer","CD Lugo","Joined"
"Vajebah Sakor","€350k","free transfer","IFK Göteborg","Joined"
"Nico Hidalgo","€300k","free transfer","Cádiz CF","Joined"
"Davide Massaro","€50k","free transfer","FC Ascona","Joined"
"Michele Cavion","€325k","free transfer","Cremonese","Joined"
"Cristian Bunino","€275k","loan transfer","Alessandria","Joined"
"Eric Lanini","€225k","loan transfer","Vicenza","Joined"
"Luca Barlocco","€225k","loan transfer","Pro Vercelli","Joined"
"Nicola Leali","€2.50m","loan transfer","Zulte Waregem","Joined"
"Stefano Padovan","€250k","loan transfer","Casertana","Joined"
"King Udoh","€100k","loan transfer","Fermana","Joined"
"Luca Barlocco","€200k","loan transfer","Alessandria","Joined"
"King Udoh","€75k","loan transfer","AJ Fano","Joined"
"Eric Lanini","€200k","loan transfer","Padova","Joined"
"Matheus Pereira","€350k","loan transfer","G. Bordeaux","Joined"
"Moise Kean","€1.50m","loan transfer","Hellas Verona","Joined"
"Mattia Vitale","€600k","loan transfer","SPAL","Joined"
"Matheus Pereira","€350k","loan transfer","Paraná","Joined"
"Riccardo Orsolini","€3.50m","loan transfer","Bologna","Joined"
"Leonardo Mancuso","€800k","loan transfer","Pescara","Joined"
"Timothy Nocchi","€175k","loan transfer","Perugia","Joined"
"Joel Untersee","€1.00m","loan transfer","FC Empoli","Joined"
"Stefano Beltrame","€150k","loan transfer","Go Ahead Eagles","Joined"
