Name,Value,Fee,From,Direction
"Kevin Piscopo","€200k","loan transfer","Renate","Joined"
"Kevin Piscopo","€200k","loan transfer","SPAL","Joined"
"Giovanni Crociata","€900k","loan transfer","SPAL","Joined"
"Simone Canestrelli","€300k","loan transfer","Crotone","Joined"
"Luca Belardinelli","€150k","loan transfer","Pro Vercelli","Joined"
"Stefano Moreo","€800k","loan transfer","Brescia","Joined"
"Nicolò Casale","€500k","End of loanJun 30, 2021","Hellas Verona","Joined"
"Mouhamadou Sakho","-","-","Without Club","Joined"
"Samuele Damiani","€200k","loan transfer","Palermo","Joined"
"Riccardo Fiamozzi","€500k","End of loanJun 30, 2021","Lecce","Joined"
"Aleksa Terzic","€2.00m","End of loanJun 30, 2021","Fiorentina","Joined"
"Giovanni Crociata","€900k","End of loanJun 30, 2021","Crotone","Joined"
"Ryder Matos","€1.00m","End of loanJun 30, 2021","Udinese","Joined"
"Nicolas Haas","€2.00m","End of loanJun 30, 2021","Atalanta","Joined"
"Andrea Cambiaso","€200k","End of loanJun 30, 2021","Genoa","Joined"
"Marco Olivieri","€800k","End of loanJun 30, 2021","Juventus U23","Joined"
"Éderson","€5.00m","€6.50m","Corinthians","Left"
"Simy","€4.00m","€3.50m","Crotone","Left"
"Riccardo Gagliolo","€2.00m","€2.00m","Parma","Left"
"Mikael","€1.80m","Loan fee:€800k","Sport Recife","Left"
"Vincenzo Fiorillo","€300k","€600k","Pescara","Left"
"Simy","€8.00m","Loan fee:€500k","Crotone","Left"
"Emil Bohinen","€1.20m","Loan fee:€400k","CSKA Moscow","Left"
"Reda Boultam","€150k","€200k","Triestina","Left"
"Kaleb Jiménez","€35k","€35k","Seregno","Left"
"Andrea Schiavone","€300k","€35k","Bari","Left"
"Paweł Jaroszyński","€650k","Loan fee:€1k","Genoa","Left"
"Tomasz Kupisz","€400k","€500","Bari","Left"
"Stefan Strandberg","€800k","free transfer","Ural","Left"
"Joel Obi","€600k","free transfer","Chievo Verona","Left"
"Wajdi Kechrida","€1.50m","free transfer","ES Sahel","Left"
"Lassana Coulibaly","€2.00m","free transfer","Angers SCO","Left"
"Edoardo Vergani","€600k","free transfer","Inter","Left"
"Franck Ribéry","€3.00m","free transfer","Fiorentina","Left"
"Michele Cavion","€900k","free transfer","Ascoli","Left"
"Luka Bogdan","€800k","free transfer","Livorno","Left"
"Federico Fazio","€500k","free transfer","Roma","Left"
"Ivan Radovanovic","€500k","free transfer","Genoa","Left"
"Grigoris Kastanos","€950k","loan transfer","Juventus U23","Left"
"Clemente Crisci","€25k","?","Sanfeliciana","Left"
"Pasquale Mazzocchi","€1.50m","loan transfer","Venezia","Left"
"Lys Mousset","€8.00m","loan transfer","Sheff Utd","Left"
"Filippo Delli Carri","€225k","loan transfer","Juventus U23","Left"
"Luca Ranieri","€2.50m","loan transfer","Fiorentina","Left"
"Luigi Sepe","€1.40m","loan transfer","Parma","Left"
"Simone Verdi","€5.00m","loan transfer","Torino","Left"
"Radu Drăgușin","€3.50m","loan transfer","Juventus","Left"
"Federico Bonazzoli","€4.00m","loan transfer","Sampdoria","Left"
"Matteo Ruggeri","€2.00m","loan transfer","Atalanta","Left"
"Nadir Zortea","€700k","loan transfer","Atalanta","Left"
"Diego Perotti","€1.20m","-","Without Club","Left"
"Cedric Gondo","€850k","-","Without Club","Left"
"Iacopo Cernigoi","€150k","free transfer","Seregno","Joined"
"Guido Guerrieri","€100k","free transfer","Tsarsko Selo","Joined"
"Giuseppe Barone","€50k","free transfer","Ascoli","Joined"
"Luca Castiglia","€250k","free transfer","Piacenza","Joined"
"Emilio Volpicelli","€400k","free transfer","Viterbese","Joined"
"Sedrick Kalombo","€100k","free transfer","Tsarsko Selo","Joined"
"Filippo D'Andrea","€175k","loan transfer","Seregno","Joined"
"Julian Kristoffersen","€400k","loan transfer","Cosenza","Joined"
"Gaetano Vitale","€250k","loan transfer","Seregno","Joined"
"Francesco Orlando","€275k","loan transfer","Alessandria","Joined"
"Valerio Mantovani","€500k","loan transfer","Alessandria","Joined"
"Giuseppe Fella","€400k","loan transfer","Palermo","Joined"
"Edoardo Iannoni","€50k","loan transfer","Ancona","Joined"
"Filippo D'Andrea","€200k","loan transfer","Teramo","Joined"
"Cedric Gondo","€800k","?","Cremonese","Joined"
"Ramzi Aya","€300k","?","Reggina","Joined"
"Felipe Curcio","€350k","?","Padova","Joined"
"Tomasz Kupisz","€400k","?","Pordenone","Joined"
"Michele Cavion","€900k","loan transfer","Brescia","Joined"
"Luka Bogdan","€750k","loan transfer","Ternana","Joined"
"Kaleb Jiménez","€35k","loan transfer","Seregno","Joined"
"Sanasi Sy","€500k","loan transfer","Cosenza","Joined"
"Clemente Crisci","€25k","loan transfer","Bisceglie","Joined"
"Reda Boultam","€150k","loan transfer","Cosenza","Joined"
"Gioacchino Galeotafiore","€75k","loan transfer","Seregno","Joined"
"Simy","€4.00m","loan transfer","Parma","Joined"
"Michele Cavion","€600k","loan transfer","LR Vicenza","Joined"
"Alessandro Micai","€200k","loan transfer","Reggina","Joined"
"Luka Bogdan","€800k","End of loanJun 30, 2021","Livorno","Joined"
"Antonino Musso","€100k","-","Without Club","Joined"
"Marco Firenze","€350k","-","Without Club","Joined"
"Niccolò Giannetti","€250k","-","Without Club","Joined"
"Maoudo Diallo","€50k","-","Without Club","Joined"
"Cristiano Lombardi","€350k","End of loanJun 30, 2021","Lazio","Joined"
"Patryk Dziczek","€1.00m","End of loanJun 30, 2021","Lazio","Joined"
"Cedric Gondo","€850k","End of loanJun 30, 2021","Lazio","Joined"
"Emanuele Cicerelli","€600k","End of loanJun 30, 2021","Lazio","Joined"
"Tomasz Kupisz","€400k","End of loanJun 30, 2021","Bari","Joined"
"Tiago Casasola","€1.50m","End of loanJun 30, 2021","Lazio","Joined"
"Andrea Schiavone","€300k","End of loanJun 30, 2021","Bari","Joined"
"Gennaro Tutino","€5.00m","End of loanJun 30, 2021","Napoli","Joined"
"Mirko Antonucci","€200k","End of loanJun 30, 2021","Roma","Joined"
"Marius Adamonis","€150k","End of loanJun 30, 2021","Lazio","Joined"
"André Anderson","€2.00m","End of loanJun 30, 2021","Lazio","Joined"
"Joel Baraye","€200k","End of loanJun 30, 2021","Padova","Joined"
"Riza Durmisi","€700k","End of loanJun 30, 2021","Lazio","Joined"
"Sofian Kiyine","€2.00m","End of loanJun 30, 2021","Lazio","Joined"
"Paweł Jaroszyński","€650k","End of loanJun 29, 2021","Pescara","Joined"
"Reda Boultam","€150k","End of loanJun 30, 2021","Triestina","Joined"
"Simy","€4.00m","End of loanJan 2, 2022","Crotone","Joined"
"Gianluca Busio","€6.00m","€6.00m","Kansas City","Left"
"Thomas Henry","€5.00m","€5.50m","OH Leuven","Left"
"Tanner Tessmann","€1.00m","€3.64m","Dallas","Left"
"Michaël Cuisance","€5.00m","€2.30m","Bayern Munich","Left"
"Arnór Sigurdsson","€4.50m","Loan fee:€800k","CSKA Moscow","Left"
"Ridgeciano Haps","€4.50m","€500k","Feyenoord","Left"
"Maximilian Ullmann","€2.50m","€500k","Rapid Vienna","Left"
"Jean-Pierre Nsame","€7.00m","Loan fee:€500k","Young Boys","Left"
"Sofian Kiyine","€2.00m","Loan fee:€400k","Lazio","Left"
"David Schnegg","€800k","€250k","LASK","Left"
"Filippo Neri","€50k","free transfer","Livorno","Left"
"Daan Heymans","€1.00m","free transfer","Waasland-Beveren","Left"
"Nani","€2.00m","free transfer","Orlando","Left"
"Dor Peretz","€1.80m","free transfer","M. Tel Aviv","Left"
"Ethan Ampadu","€15.00m","loan transfer","Chelsea","Left"
"David Okereke","€2.80m","loan transfer","Club Brugge","Left"
"Mattia Caldara","€5.00m","loan transfer","AC Milan","Left"
"Tyronne Ebuehi","€900k","loan transfer","Benfica B","Left"
"Mirza Hasanbegovic","€100k","-","Venezia U19","Left"
"Ales Mateju","€1.00m","-","Without Club","Left"
"Mikael Tørset Johnsen","€50k","-","Without Club","Left"
"Sergio Romero","€1.00m","-","Without Club","Left"
"Francesco Di Mariano","€800k","€200k","Lecce","Joined"
"Alberto Pomini","€50k","free transfer","SPAL","Joined"
"Emanuele Cigagna","€125k","free transfer","Vibonese","Joined"
"Yuri Senesi","€125k","free transfer","Vibonese","Joined"
"Antonio Marino","€50k","free transfer","Carrarese","Joined"
"Óttar Magnús Karlsson","€200k","loan transfer","Siena","Joined"
"Bjarki Bjarkason","€150k","loan transfer","Catanzaro","Joined"
"Filippo Serena","€175k","loan transfer","Pontedera","Joined"
"Harvey St Clair","€300k","loan transfer","Seregno","Joined"
"Domenico Rossi","€100k","loan transfer","Vis Pesaro","Joined"
"Filippo Serena","€200k","loan transfer","Grosseto","Joined"
"Óttar Magnús Karlsson","€150k","loan transfer","Oakland Roots","Joined"
"Harvey St Clair","€250k","loan transfer","Triestina","Joined"
"Riccardo Bocalon","€200k","?","Trento","Joined"
"Jacopo Dezi","€600k","?","Padova","Joined"
"Anthony Taugourdeau","€300k","?","LR Vicenza","Joined"
"Gianmarco Zigoni","€200k","?","Virtus Verona","Joined"
"David Schnegg","€750k","loan transfer","Crotone","Joined"
"Pasquale Mazzocchi","€1.50m","loan transfer","Salernitana","Joined"
"Riccardo Pigozzo","€25k","loan transfer","Trento","Joined"
"Daan Heymans","€1.00m","loan transfer","R Charleroi SC","Joined"
"Lauri Ala-Myllymäki","€400k","loan transfer","Triestina","Joined"
"Nicolas Galazzi","€150k","loan transfer","Triestina","Joined"
"Mirza Hasanbegovic","€100k","loan transfer","GS Kallithea","Joined"
"Riccardo Pigozzo","€25k","loan transfer","Seregno","Joined"
"Gian Filippo Felicioli","€500k","loan transfer","Ascoli","Joined"
"Mirza Hasanbegovic","€100k","loan transfer","ND Gorica","Joined"
"Mario De Marino","€75k","loan transfer","Fidelis Andria","Joined"
"Mikael Tørset Johnsen","€50k","loan transfer","Oakland Roots","Joined"
"Michele Cremonesi","€100k","-","Without Club","Joined"
"Francesco Forte","€2.20m","loan transfer","Benevento","Joined"
"Giacomo Ricci","€300k","End of loanJun 30, 2021","Parma","Joined"
"Youssef Maleh","€3.50m","End of loanJun 30, 2021","Fiorentina","Joined"
"Sebastiano Esposito","€6.00m","End of loanJun 30, 2021","Inter","Joined"
"Gabriele Ferrarini","€500k","End of loanJun 30, 2021","Fiorentina","Joined"
"Charles De Ketelaere","€30.00m","€37.50m","Club Brugge","Left"
"Malick Thiaw","€6.00m","€12.80m","FC Schalke 04","Left"
"Junior Messias","€6.00m","€6.20m","Crotone","Left"
"Alessandro Florenzi","€5.50m","€3.15m","Roma","Left"
"Aster Vranckx","€10.00m","Loan fee:€1.33m","Wolfsburg","Left"
"Devis Vásquez","€350k","€810k","Guaraní","Left"
"Divock Origi","€12.00m","free transfer","Liverpool","Left"
"Sergiño Dest","€18.00m","loan transfer","Barcelona","Left"
"Marco Nasti","€800k","-","Milan U19","Left"
"Andreas Jungdal","€150k","-","Milan U19","Left"
"Emil Roback","€100k","-","Milan U19","Left"
"Jens Petter Hauge","€8.00m","€8.20m","Frankfurt","Joined"
"Léo Duarte","€2.20m","€2.00m","Basaksehir","Joined"
"Alessandro Plizzari","€800k","€425k","Pescara","Joined"
"Frank Tsadjout","€900k","€400k","Cremonese","Joined"
"Marko Lazetić","€3.00m","Loan fee:€47k","SCR Altach","Joined"
"Andreas Jungdal","€150k","Loan fee:€35k","SCR Altach","Joined"
"Samu Castillejo","€4.00m","free transfer","Valencia","Joined"
"Alessio Romagnoli","€17.00m","free transfer","Lazio","Joined"
"Luan Capanni","€75k","free transfer","Arka Gdynia","Joined"
"Franck Kessié","€45.00m","free transfer","Barcelona","Joined"
"Riccardo Tonin","€100k","free transfer","Foggia","Joined"
"Gabriele Capanni","€100k","free transfer","Ternana","Joined"
"Marco Frigerio","€150k","free transfer","Foggia","Joined"
"Sabino Signorile","€75k","free transfer","Cerignola","Joined"
"Leroy Abanda","€300k","free transfer","RFC Seraing","Joined"
"Antonio Mionic","€50k","loan transfer","Alessandria","Joined"
"Luan Capanni","€75k","loan transfer","Estrela Amadora","Joined"
"Gabriele Bellodi","€150k","loan transfer","Olbia","Joined"
"Daniel Maldini","€2.00m","loan transfer","Spezia Calcio","Joined"
"Marco Brescianini","€350k","loan transfer","Cosenza","Joined"
"Mattia Caldara","€3.50m","loan transfer","Spezia Calcio","Joined"
"Emil Roback","€100k","loan transfer","Nordsjaelland","Joined"
"Marco Nasti","€800k","loan transfer","Cosenza","Joined"
"Lorenzo Colombo","€3.50m","loan transfer","Lecce","Joined"
"Emir Murati","-","-","Without Club","Joined"
"Emil Roback","€150k","loan transfer","Norrköping","Joined"
"Junior Messias","€6.00m","End of loanJun 30, 2022","Crotone","Joined"
"Alessandro Florenzi","€5.50m","End of loanJun 30, 2022","Roma","Joined"
"Robin Gosens","€28.00m","€27.40m","Atalanta","Left"
"Joaquín Correa","€23.00m","€27.30m","Lazio","Left"
"Romelu Lukaku","€70.00m","Loan fee:€7.86m","Chelsea","Left"
"Raoul Bellanova","€7.00m","Loan fee:€3.12m","Cagliari","Left"
"Henrikh Mkhitaryan","€8.00m","free transfer","Roma","Left"
"André Onana","€12.00m","free transfer","Ajax","Left"
"Francesco Acerbi","€4.00m","loan transfer","Lazio","Left"
"Kristjan Asllani","€10.00m","loan transfer","FC Empoli","Left"
"Cesare Casadei","€1.00m","-","Inter U19","Left"
"Mattia Zanotti","€350k","-","Inter U19","Left"
"Tibo Persyn","€700k","-","Inter U19","Left"
"Giovanni Fabbian","€500k","-","Inter U19","Left"
"Franco Carboni","€1.00m","-","Inter U19","Left"
"Valentín Carboni","-","-","Inter U19","Left"
"Alessandro Fontanarosa","€200k","-","Inter U19","Left"
"Cesare Casadei","€1.00m","€14.86m","Chelsea","Joined"
"Michele Di Gregorio","€3.80m","€6.00m","Monza","Joined"
"Andreaw Gravillon","€6.50m","€3.00m","Stade Reims","Joined"
"Lorenzo Pirola","€2.20m","Loan fee:€900k","Salernitana","Joined"
"Niccolò Corrado","€200k","€90k","Ternana","Joined"
"Alexis Sánchez","€3.50m","free transfer","Marseille","Joined"
"Christopher Attys","€200k","free transfer","Imolese","Joined"
"Matías Vecino","€3.50m","free transfer","Lazio","Joined"
"Arturo Vidal","€2.00m","free transfer","Flamengo","Joined"
"Matías Fonseca","€125k","free transfer","Wanderers","Joined"
"Andrea Ranocchia","€800k","free transfer","Monza","Joined"
"Ivan Perišić","€10.00m","free transfer","Tottenham","Joined"
"Lorenzo Gavioli","€225k","free transfer","Reggina","Joined"
"Matías Fonseca","€225k","loan transfer","Imolese","Joined"
"Edoardo Sottini","€300k","loan transfer","Triestina","Joined"
"Fabrizio Bagheria","€50k","loan transfer","Livorno","Joined"
"Fabrizio Bagheria","€50k","loan transfer","Recanatese","Joined"
"Niccolò Squizzato","€150k","loan transfer","Renate","Joined"
"Lorenzo Moretti","€200k","?","Avellino","Joined"
"Christian Dimarco","€150k","?","Feralpisalò","Joined"
"Lorenzo Peschetola","€200k","loan transfer","Latina Calcio","Joined"
"Andrea Pinamonti","€20.00m","loan transfer","Sassuolo","Joined"
"Gabriel Brazão","€500k","loan transfer","SPAL","Joined"
"Samuele Mulattieri","€2.00m","loan transfer","Frosinone","Joined"
"Eddie Salcedo","€3.50m","loan transfer","Bari","Joined"
"Lucien Agoumé","€7.00m","loan transfer","Troyes","Joined"
"Franco Carboni","€1.00m","loan transfer","Monza","Joined"
"Ionuț Radu","€3.50m","loan transfer","AJ Auxerre","Joined"
"Sebastiano Esposito","€3.50m","loan transfer","Bari","Joined"
"Eddie Salcedo","€2.70m","loan transfer","Genoa","Joined"
"Valentino Lazaro","€6.00m","loan transfer","Torino","Joined"
"Giovanni Fabbian","€500k","loan transfer","Reggina","Joined"
"Zinho Vanheusden","€8.00m","loan transfer","AZ Alkmaar","Joined"
"Davide Zugaro","€200k","loan transfer","Sangiuliano","Joined"
"Stefano Sensi","€7.00m","loan transfer","Monza","Joined"
"Sebastiano Esposito","€5.00m","loan transfer","RSC Anderlecht","Joined"
"Martín Satriano","€7.00m","loan transfer","FC Empoli","Joined"
"Tibo Persyn","€700k","loan transfer","FC Eindhoven","Joined"
"Franco Carboni","€1.00m","loan transfer","Cagliari","Joined"
"Marco Pompetti","€500k","loan transfer","Südtirol","Joined"
"Ionuț Radu","€3.50m","loan transfer","Cremonese","Joined"
"Aleksandar Kolarov","€500k","-","Retired","Joined"
"Edoardo Sottini","€250k","loan transfer","Avellino","Joined"
"Robin Gosens","€28.00m","End of loanJun 30, 2022","Atalanta","Joined"
"Joaquín Correa","€23.00m","End of loanJun 30, 2022","Lazio","Joined"
"Felipe Caicedo","€1.50m","End of loanJun 30, 2022","Genoa","Joined"
"Min-jae Kim","€14.00m","€19.00m","Fenerbahçe","Left"
"Mathías Olivera","€15.00m","€16.50m","Getafe","Left"
"Frank Anguissa","€30.00m","€16.00m","Fulham","Left"
"Khvicha Kvaratskhelia","€15.00m","€13.30m","Dinamo Batumi","Left"
"Leo Østigård","€5.00m","€5.50m","Brighton","Left"
"Giacomo Raspadori","€28.00m","Loan fee:€5.00m","Sassuolo","Left"
"Giovanni Simeone","€17.00m","Loan fee:€3.10m","Hellas Verona","Left"
"Tanguy Ndombélé","€30.00m","Loan fee:€500k","Tottenham","Left"
"Pierluigi Gollini","€5.00m","Loan fee:€400k","Atalanta","Left"
"Salvatore Sirigu","€1.50m","free transfer","Genoa","Left"
"Giuseppe Ambrosino","€500k","-","Napoli U19","Left"
"Hubert Idasiak","€150k","-","Napoli U19","Left"
"Bartosz Bereszyński","€3.00m","loan transfer","Sampdoria","Left"
"Kalidou Koulibaly","€35.00m","€41.90m","Chelsea","Joined"
"Fabián Ruiz","€55.00m","€22.50m","PSG","Joined"
"Arkadiusz Milik","€16.00m","€9.70m","Marseille","Joined"
"Gennaro Tutino","€3.80m","€5.80m","Parma","Joined"
"Adam Ounas","€7.00m","€2.50m","Lille","Joined"
"Andrea Petagna","€12.00m","Loan fee:€2.50m","Monza","Joined"
"Sebastiano Luperto","€3.00m","Loan fee:€500k","FC Empoli","Joined"
"Franco Ferrari","€500k","€350k","LR Vicenza","Joined"
"Eugenio D'Ursi","€275k","€183k","Crotone","Joined"
"Luca Palmiero","€1.20m","€125k","Pescara","Joined"
"Eugenio D'Ursi","€300k","Loan fee:€50k","Foggia","Joined"
"Nikita Contini","€800k","Loan fee:€50k","Sampdoria","Joined"
"Nikita Contini","€700k","Loan fee:€25k","Reggina","Joined"
"Salvatore Sirigu","€800k","free transfer","Fiorentina","Joined"
"Dries Mertens","€4.00m","free transfer","Galatasaray","Joined"
"Lorenzo Insigne","€25.00m","free transfer","Toronto","Joined"
"Zinédine Machach","€300k","free transfer","Ionikos Nikeas","Joined"
"Kévin Malcuit","€1.00m","free transfer","Ankaragücü","Joined"
"David Ospina","€5.00m","free transfer","Al-Nassr","Joined"
"Francesco Mezzoni","€100k","loan transfer","Ancona","Joined"
"Davide Costanzo","€75k","loan transfer","Pro Vercelli","Joined"
"Giuseppe Ambrosino","€700k","loan transfer","Cittadella","Joined"
"Lorenzo Sgarbi","€125k","loan transfer","Pro Sesto","Joined"
"Alessandro Zanoli","€4.00m","loan transfer","Sampdoria","Joined"
"Giuseppe Ambrosino","€500k","loan transfer","Como","Joined"
"Lorenzo Sgarbi","€125k","loan transfer","Renate","Joined"
"Michael Folorunsho","€1.50m","loan transfer","Bari","Joined"
"Faouzi Ghoulam","€1.40m","-","Without Club","Joined"
"Filippo Costa","€300k","loan transfer","Foggia","Joined"
"Axel Tuanzebe","€7.00m","End of loanJun 30, 2022","Man Utd","Joined"
"Frank Anguissa","€30.00m","End of loanJun 30, 2022","Fulham","Joined"
"Bremer","€35.00m","€46.90m","Torino","Left"
"Federico Chiesa","€65.00m","€44.60m","Fiorentina","Left"
"Andrea Cambiaso","€5.00m","€15.00m","Genoa","Left"
"Filip Kostić","€24.00m","€14.70m","Frankfurt","Left"
"Leandro Paredes","€17.00m","Loan fee:€2.50m","PSG","Left"
"Arkadiusz Milik","€16.00m","Loan fee:€750k","Marseille","Left"
"Paul Pogba","€48.00m","free transfer","Man Utd","Left"
"Ángel Di María","€12.00m","free transfer","PSG","Left"
"Fabio Miretti","€5.00m","-","Juve Next Gen","Left"
"Matías Soulé","€2.50m","-","Juve Next Gen","Left"
"Samuel Iling-Junior","€3.50m","-","Juve Next Gen","Left"
"Enzo Barrenechea","€900k","-","Juve Next Gen","Left"
"Matthijs de Ligt","€70.00m","€67.00m","Bayern Munich","Joined"
"Merih Demiral","€25.00m","€21.00m","Atalanta","Joined"
"Rolando Mandragora","€10.00m","€8.20m","Fiorentina","Joined"
"Arthur Melo","€18.00m","Loan fee:€4.50m","Liverpool","Joined"
"Giacomo Vrioni","€2.50m","€3.65m","New England","Joined"
"Denis Zakaria","€27.00m","Loan fee:€3.00m","Chelsea","Joined"
"Andrea Cambiaso","€5.00m","Loan fee:€2.00m","Bologna","Joined"
"Weston McKennie","€21.00m","Loan fee:€1.25m","Leeds","Joined"
"Filippo Ranocchia","€1.80m","Loan fee:€500k","Monza","Joined"
"Nicolò Rovella","€10.00m","Loan fee:€490k","Monza","Joined"
"Aaron Ramsey","€3.00m","free transfer","Nice","Joined"
"Douglas Costa","€2.00m","free transfer","LA Galaxy","Joined"
"Federico Bernardeschi","€10.00m","free transfer","Toronto","Joined"
"Giorgio Chiellini","€1.50m","free transfer","LAFC","Joined"
"Paulo Dybala","€35.00m","free transfer","Roma","Joined"
"Luca Pellegrini","€9.00m","loan transfer","Frankfurt","Joined"
"Marko Pjaca","€3.50m","loan transfer","FC Empoli","Joined"
"Marley Aké","€2.50m","loan transfer","Dijon","Joined"
"Luca Pellegrini","€9.00m","loan transfer","Lazio","Joined"
"Gianluca Frabotta","€2.00m","loan transfer","Lecce","Joined"
"Stefano Gori","€1.80m","loan transfer","Perugia","Joined"
"Radu Drăgușin","€3.50m","loan transfer","Genoa","Joined"
"Federico Chiesa","€65.00m","End of loanJun 30, 2022","Fiorentina","Joined"
"Álvaro Morata","€25.00m","End of loanJun 30, 2022","Atlético","Joined"
"Luís Maximiano","€12.00m","€10.50m","Granada CF","Left"
"Nicolò Casale","€7.50m","€8.00m","Hellas Verona","Left"
"Marcos Antônio","€8.00m","€7.50m","Shakhtar D.","Left"
"Mattia Zaccagni","€18.00m","€7.10m","Hellas Verona","Left"
"Mario Gila","€500k","€6.00m","RM Castilla","Left"
"Ivan Provedel","€3.50m","€2.55m","Spezia Calcio","Left"
"Matías Vecino","€3.50m","free transfer","Inter","Left"
"Alessio Romagnoli","€17.00m","free transfer","AC Milan","Left"
"Matteo Cancellieri","€3.00m","loan transfer","Hellas Verona","Left"
"Luca Pellegrini","€9.00m","loan transfer","Juventus","Left"
"Alessio Furlanetto","€50k","-","Lazio U19","Left"
"Marco Bertini","€100k","-","Lazio U19","Left"
"Joaquín Correa","€23.00m","€27.30m","Inter","Joined"
"Vedat Muriqi","€7.00m","€8.02m","RCD Mallorca","Joined"
"Denis Vavro","€3.00m","€4.50m","Copenhagen","Joined"
"Sofian Kiyine","€2.10m","€1.70m","OH Leuven","Joined"
"Fabio Maistro","€1.40m","€500k","SPAL","Joined"
"Raúl Moro","€2.80m","Loan fee:€330k","Ternana","Joined"
"Pepe Reina","€700k","free transfer","Villarreal","Joined"
"Patryk Dziczek","€500k","free transfer","Piast Gliwice","Joined"
"Biagio Morrone","€100k","free transfer","Recanatese","Joined"
"Marco Alia","€175k","free transfer","Monterosi","Joined"
"Luca Falbo","€25k","free transfer","Monopoli","Joined"
"Jordan Lukaku","€700k","free transfer","Ponferradina","Joined"
"Thomas Strakosha","€7.00m","free transfer","Brentford","Joined"
"Angelo Ndreçka","€75k","free transfer","Pro Patria","Joined"
"Bobby Adekanye","€350k","free transfer","Go Ahead Eagles","Joined"
"Lucas Leiva","€1.00m","free transfer","Grêmio","Joined"
"Tiago Casasola","€1.00m","free transfer","Perugia","Joined"
"Djavan Anderson","€400k","free transfer","Oxford United","Joined"
"Luiz Felipe","€16.00m","free transfer","Real Betis","Joined"
"Francesco Acerbi","€4.00m","loan transfer","Inter","Joined"
"Riza Durmisi","€500k","loan transfer","CD Leganés","Joined"
"Alessio Furlanetto","€50k","loan transfer","Renate","Joined"
"Dimitrije Kamenovic","€1.40m","loan transfer","Sparta Prague","Joined"
"Jean-Daniel Akpa Akpro","€2.00m","loan transfer","FC Empoli","Joined"
"Andrea Marino","€125k","loan transfer","Fidelis Andria","Joined"
"Alessandro Rossi","€150k","loan transfer","Monterosi","Joined"
"Gonzalo Escalante","€2.00m","loan transfer","Cádiz CF","Joined"
"Gonzalo Escalante","€2.50m","loan transfer","Cremonese","Joined"
"Mattia Novella","€75k","loan transfer","Picerno","Joined"
"Raúl Moro","€2.50m","loan transfer","Real Oviedo","Joined"
"Jony","€800k","loan transfer","Sporting Gijón","Joined"
"Emanuele Cicerelli","€500k","loan transfer","Reggina","Joined"
"Nicolò Armini","€225k","loan transfer","Potenza","Joined"
"Cristiano Lombardi","€300k","loan transfer","Triestina","Joined"
"Riza Durmisi","€500k","loan transfer","CD Tenerife","Joined"
"Jorge Silva","€50k","-","Without Club","Joined"
"Jovane Cabral","€5.50m","End of loanJun 30, 2022","Sporting","Joined"
"Mattia Zaccagni","€18.00m","End of loanJun 30, 2022","Hellas Verona","Joined"
"Zeki Çelik","€18.00m","€7.40m","Lille","Left"
"Mady Camara","€11.00m","Loan fee:€1.50m","Olympiacos","Left"
"Diego Llorente","€12.00m","Loan fee:€500k","Leeds","Left"
"Paulo Dybala","€35.00m","free transfer","Juventus","Left"
"Nemanja Matić","€5.00m","free transfer","Man Utd","Left"
"Ola Solbakken","€3.50m","free transfer","Bodø/Glimt","Left"
"Andrea Belotti","€20.00m","free transfer","Torino","Left"
"Mile Svilar","€2.00m","free transfer","Benfica","Left"
"Georginio Wijnaldum","€18.00m","loan transfer","PSG","Left"
"Cristian Volpato","€900k","-","Roma U19","Left"
"Benjamin Tahirović","€250k","-","Roma U19","Left"
"Nicolò Zaniolo","€30.00m","€15.00m","Galatasaray","Joined"
"Jordan Veretout","€17.00m","€12.45m","Marseille","Joined"
"Pau López","€12.00m","€12.00m","Marseille","Joined"
"Cengiz Ünder","€22.00m","€11.40m","Marseille","Joined"
"Riccardo Calafiori","€3.50m","€10.20m","Basel","Joined"
"Felix Afena-Gyan","€6.00m","€6.00m","Cremonese","Joined"
"Robin Olsen","€2.00m","€3.50m","Aston Villa","Joined"
"Alessandro Florenzi","€5.50m","€3.15m","AC Milan","Joined"
"Riccardo Ciervo","€1.50m","€2.00m","Sassuolo","Joined"
"Amadou Diawara","€6.00m","€1.89m","RSC Anderlecht","Joined"
"Eldor Shomurodov","€7.00m","Loan fee:€1.33m","Spezia Calcio","Joined"
"Carles Pérez","€6.00m","Loan fee:€1.00m","Celta de Vigo","Joined"
"Tommaso Milanese","€2.00m","€750k","Cremonese","Joined"
"Matías Viña","€6.00m","Loan fee:€750k","Bournemouth","Joined"
"Filippo Tripi","€300k","free transfer","NS Mura","Joined"
"Devid Eugene Bouah","€200k","free transfer","Reggina","Joined"
"Alessio Riccardi","€400k","free transfer","Latina Calcio","Joined"
"Daniel Fuzato","€800k","free transfer","UD Ibiza","Joined"
"Stefano Greco","€200k","free transfer","Potenza","Joined"
"Henrikh Mkhitaryan","€8.00m","free transfer","Inter","Joined"
"Salvatore Pezzella","€250k","free transfer","Triestina","Joined"
"Justin Kluivert","€15.00m","loan transfer","Valencia","Joined"
"Ruben Providence","€200k","loan transfer","TSV Hartberg","Joined"
"Bryan Reynolds","€3.50m","loan transfer","KVC Westerlo","Joined"
"Gonzalo Villar","€5.00m","loan transfer","Sampdoria","Joined"
"Gonzalo Villar","€4.50m","loan transfer","Getafe","Joined"
"Davide Santon","€500k","-","Without Club","Joined"
