Plyaer, Nation, Position, Team, League, Age, Born, 90s, TotCmp, TotAtt, TotCmp%, TotDist, PrgDist,ShortCmp, ShortAtt, ShortCmp%,MedCmp, MedAtt, MedCmp%,LongCmp, LongAtt, LongCmp%,Ast, xAG, xA, A-xG, KeyPasses, PassIntoFinal3rd, PassintoPenaltyArea, CrossesintoPenaltyArea, ProgressivePasses
"Nathanael Mbuku","cdCOD","MF,FW","Augsburg","deBundesliga","20","2002","0.4","3","7","42.9","27","9","2","2","100.0","0","2","0.0","0","0","","0","0.0","0.0","0.0","0","0","0","0","1",
"James McArthur","sctSCO","MF","Crystal Palace","engPremier League","34","1987","0.6","41","52","78.8","596","129","24","29","82.8","16","18","88.9","1","3","33.3","0","0.0","0.0","0.0","0","0","0","0","1",
"Alex McCarthy","engENG","GK","Southampton","engPremier League","32","1989","6.0","150","249","60.2","3585","2452","45","47","95.7","64","66","97.0","40","132","30.3","0","0.0","0.0","0.0","0","5","0","0","0",
"John McGinn","sctSCO","MF,FW","Aston Villa","engPremier League","27","1994","29.9","805","1028","78.3","14385","4830","374","430","87.0","309","373","82.8","101","165","61.2","3","2.6","3.3","+0.4","18","114","20","5","140",
"Scott McKenna","sctSCO","DF","Nott'ham Forest","engPremier League","25","1996","17.5","569","727","78.3","11331","4319","163","195","83.6","334","394","84.8","66","122","54.1","0","1.0","0.4","-1.0","8","35","3","1","35",
"Weston McKennie","usUSA","MF","Leeds United","engPremier League","23","1998","16.0","472","628","75.2","7648","2686","246","302","81.5","154","197","78.2","47","79","59.5","1","0.7","0.5","+0.3","13","50","15","3","82",
"Weston McKennie","usUSA","MF,DF","Juventus","itSerie A","23","1998","11.7","336","418","80.4","5385","1516","175","207","84.5","125","147","85.0","28","38","73.7","1","0.7","0.9","+0.3","8","23","6","4","39",
"Dwight McNeil","engENG","FW,MF","Everton","engPremier League","22","1999","27.8","656","987","66.5","11288","3797","335","391","85.7","208","278","74.8","87","212","41.0","3","6.1","5.4","-3.1","49","45","27","14","69",
"Scott McTominay","sctSCO","MF","Manchester Utd","engPremier League","25","1996","12.9","355","432","82.2","5433","1549","194","224","86.6","122","141","86.5","25","36","69.4","0","0.6","1.0","-0.6","8","32","5","1","33",
"Gary Medel","clCHI","MF,DF","Bologna","itSerie A","34","1987","16.4","986","1102","89.5","17960","6023","399","427","93.4","454","481","94.4","107","155","69.0","1","0.4","0.4","+0.6","7","61","5","0","58",
"Facundo Medina","arARG","DF","Lens","frLigue 1","23","1999","30.9","2260","2506","90.2","37270","14504","1045","1099","95.1","953","1032","92.3","162","246","65.9","4","1.8","1.8","+2.2","15","239","17","8","238",
"Fernando Medrano","esESP","DF","Celta Vigo","esLa Liga","22","2000","0.1","3","3","100.0","53","39","1","1","100.0","2","2","100.0","0","0","","0","0.0","0.0","0.0","0","0","0","0","0",
"Ben Mee","engENG","DF","Brentford","engPremier League","32","1989","36.3","1348","1761","76.5","25834","10693","520","609","85.4","648","784","82.7","169","316","53.5","1","1.3","0.8","-0.3","8","86","7","1","84",
"Bamo Meïté","ciCIV","DF","Lorient","frLigue 1","20","2001","16.7","838","936","89.5","14114","5481","340","360","94.4","424","449","94.4","42","85","49.4","0","0.1","0.1","-0.1","1","25","1","0","32",
"Soualiho Meïté","frFRA","MF","Cremonese","itSerie A","28","1994","26.3","863","1026","84.1","14666","3741","423","476","88.9","340","380","89.5","80","125","64.0","2","0.7","0.5","+1.3","14","77","18","3","82",
"Farid El Melali","dzALG","DF,FW","Angers","frLigue 1","25","1997","9.0","196","282","69.5","3348","952","95","125","76.0","80","107","74.8","15","27","55.6","0","0.2","0.3","-0.2","4","13","4","1","24",
"Gonzalo Melero","esESP","MF","Almería","esLa Liga","28","1994","20.6","652","755","86.4","10427","2627","329","365","90.1","243","276","88.0","52","63","82.5","3","1.8","1.3","+1.2","19","72","13","0","97",
"Birger Meling","noNOR","DF","Rennes","frLigue 1","27","1994","13.4","671","787","85.3","11341","3382","304","345","88.1","307","345","89.0","47","65","72.3","1","0.9","1.8","+0.1","7","57","15","4","91",
"Memphis","nlNED","FW","Barcelona","esLa Liga","28","1994","1.3","53","66","80.3","735","209","34","38","89.5","14","16","87.5","3","7","42.9","0","0.1","0.2","-0.1","3","3","2","0","7",
"Memphis","nlNED","FW","Atlético Madrid","esLa Liga","28","1994","3.0","68","90","75.6","865","221","49","61","80.3","16","20","80.0","2","5","40.0","0","0.5","0.7","-0.5","5","4","3","0","8",
"Houboulang Mendes","gwGNB","DF","Almería","esLa Liga","24","1998","9.8","239","335","71.3","3634","1451","137","152","90.1","78","117","66.7","17","47","36.2","1","0.3","0.2","+0.7","4","14","6","3","18",
"Nuno Mendes","ptPOR","DF","Paris S-G","frLigue 1","20","2002","17.2","793","932","85.1","11300","3442","450","500","90.0","266","303","87.8","30","43","69.8","6","2.8","3.6","+3.2","24","56","18","6","77",
"Pedro Mendes","ptPOR","DF","Montpellier","frLigue 1","31","1990","0.1","1","3","33.3","10","0","1","2","50.0","0","0","","0","0","","0","0.0","0.0","0.0","0","0","0","0","0",
"Thiago Mendes","brBRA","MF,DF","Lyon","frLigue 1","30","1992","22.9","1445","1672","86.4","26348","9319","568","619","91.8","658","709","92.8","163","263","62.0","1","0.6","1.8","+0.4","10","156","13","0","170",
"Brais Méndez","esESP","MF","Real Sociedad","esLa Liga","25","1997","26.7","1010","1312","77.0","16082","4201","546","618","88.3","303","383","79.1","110","206","53.4","4","3.7","4.8","+0.3","48","92","29","3","137",
"Diego Méndez","esESP","MF","Rayo Vallecano","esLa Liga","18","2003","0.0","1","2","50.0","13","2","1","2","50.0","0","0","","0","0","","0","0.0","0.0","0.0","0","0","0","0","0",
"Antoine Mendy","snSEN","DF","Nice","frLigue 1","18","2004","5.8","262","325","80.6","4265","1050","125","138","90.6","112","132","84.8","18","40","45.0","1","0.4","0.3","+0.6","6","11","7","3","21",
"Arial Mendy","snSEN","DF","Clermont Foot","frLigue 1","27","1994","2.5","82","120","68.3","1347","382","42","55","76.4","32","45","71.1","7","14","50.0","0","0.1","0.3","-0.1","1","7","4","2","7",
"Batista Mendy","frFRA","MF,DF","Angers","frLigue 1","22","2000","31.8","1234","1432","86.2","22322","7144","471","532","88.5","608","670","90.7","112","161","69.6","0","1.2","1.8","-1.2","17","159","22","2","195",
"Edouard Mendy","snSEN","GK","Chelsea","engPremier League","30","1992","9.5","233","289","80.6","5287","3583","79","79","100.0","97","98","99.0","53","108","49.1","0","0.0","0.0","0.0","0","4","0","0","0",
"Ferland Mendy","frFRA","DF","Real Madrid","esLa Liga","27","1995","15.0","794","862","92.1","10969","2745","507","532","95.3","223","246","90.7","34","38","89.5","1","0.6","0.6","+0.4","13","54","9","0","56",
"Nampalys Mendy","snSEN","MF","Leicester City","engPremier League","30","1992","8.4","362","413","87.7","5580","1124","189","204","92.6","143","156","91.7","20","27","74.1","0","0.0","0.1","0.0","2","20","3","0","28",
"Gideon Mensah","ghGHA","DF","Auxerre","frLigue 1","24","1998","25.1","1126","1457","77.3","19117","7266","558","635","87.9","454","558","81.4","89","193","46.1","0","2.1","2.1","-2.1","25","97","20","12","116",
"Chris Mepham","wlsWAL","DF","Bournemouth","engPremier League","24","1997","24.4","870","1041","83.6","16273","5694","309","346","89.3","478","525","91.0","75","142","52.8","0","0.2","0.6","-0.2","4","42","2","0","42",
"Jorge Meré","esESP","DF","Cádiz","esLa Liga","25","1997","6.7","179","215","83.3","3641","1350","55","64","85.9","100","112","89.3","23","36","63.9","0","0.0","0.0","0.0","0","8","0","0","14",
"Alex Meret","itITA","GK","Napoli","itSerie A","25","1997","34.0","818","931","87.9","18824","11619","189","189","100.0","438","441","99.3","188","298","63.1","0","0.0","0.0","0.0","0","1","0","0","0",
"Mikel Merino","esESP","MF","Real Sociedad","esLa Liga","26","1996","27.7","1145","1502","76.2","18019","6014","607","715","84.9","408","517","78.9","83","161","51.6","9","5.7","5.0","+3.3","44","154","36","5","172",
"Quentin Merlin","frFRA","DF","Nantes","frLigue 1","20","2002","19.9","857","1169","73.3","16268","5919","345","409","84.4","382","495","77.2","111","221","50.2","2","3.3","3.3","-1.3","34","73","23","13","94",
"Yıldırım Mert Çetin","trTUR","DF","Lecce","itSerie A","25","1997","0.2","2","3","66.7","38","8","1","1","100.0","0","0","","1","1","100.0","0","0.0","0.0","0.0","0","0","0","0","0",
"Roque Mesa","esESP","MF","Valladolid","esLa Liga","33","1989","18.0","790","963","82.0","15512","4724","301","343","87.8","342","382","89.5","121","187","64.7","1","1.0","1.2","0.0","18","106","18","4","116",
"Illan Meslier","frFRA","GK","Leeds United","engPremier League","22","2000","34.0","664","1039","63.9","16770","10937","144","148","97.3","354","359","98.6","162","523","31.0","0","0.0","0.0","0.0","0","13","1","0","0",
"Lionel Messi","arARG","FW,MF","Paris S-G","frLigue 1","35","1987","31.5","1641","2050","80.0","25475","8767","908","1034","87.8","495","597","82.9","154","235","65.5","16","13.4","16.2","+2.6","93","223","120","2","300",
"Junior Messias","brBRA","FW,DF","Milan","itSerie A","31","1991","16.6","430","563","76.4","6793","1803","232","277","83.8","156","191","81.7","30","57","52.6","2","0.8","1.6","+1.2","13","33","8","2","54",
"Amine Messoussa","dzALG","FW","Lille","frLigue 1","17","2004","0.0","0","0","","0","0","0","0","","0","0","","0","0","","0","0.0","0.0","0.0","0","0","0","0","0",
"Thomas Meunier","beBEL","DF","Dortmund","deBundesliga","30","1991","6.5","322","435","74.0","5628","2069","146","173","84.4","130","170","76.5","34","59","57.6","0","0.6","0.8","-0.6","6","27","11","5","30",
"Alexander Meyer","deGER","GK","Dortmund","deBundesliga","31","1991","7.0","280","323","86.7","6953","4124","56","57","98.2","145","146","99.3","79","117","67.5","0","0.0","0.0","0.0","0","4","0","0","1",
"Sven Michel","deGER","FW,MF","Union Berlin","deBundesliga","32","1990","5.5","100","181","55.2","1279","290","66","93","71.0","19","39","48.7","6","18","33.3","1","0.9","0.3","+0.1","7","9","4","2","12",
"Alex Mighten","engENG","FW","Nott'ham Forest","engPremier League","20","2002","0.1","1","1","100.0","11","0","1","1","100.0","0","0","","0","0","","0","0.0","0.0","0.0","0","0","0","0","0",
"Tommaso Milanese","itITA","MF","Cremonese","itSerie A","20","2002","0.3","10","14","71.4","182","41","4","5","80.0","3","5","60.0","2","3","66.7","0","0.2","0.1","-0.2","3","3","0","0","2",
"Nikola Milenković","rsSRB","DF","Fiorentina","itSerie A","24","1997","23.7","1107","1292","85.7","21399","6777","397","443","89.6","570","634","89.9","129","182","70.9","1","0.5","0.9","+0.5","6","62","3","0","78",
"Lewis Miley","engENG","MF","Newcastle Utd","engPremier League","16","2006","0.2","5","6","83.3","49","6","3","4","75.0","1","1","100.0","0","0","","0","0.0","0.0","0.0","0","0","0","0","0",
"Arkadiusz Milik","plPOL","FW","Juventus","itSerie A","28","1994","17.6","346","450","76.9","4924","810","207","253","81.8","110","132","83.3","14","23","60.9","1","2.1","0.7","-1.1","17","17","9","0","34",
"Arkadiusz Milik","plPOL","FW","Marseille","frLigue 1","28","1994","1.4","28","37","75.7","311","43","14","18","77.8","9","11","81.8","0","0","","0","0.2","0.0","-0.2","1","2","0","0","1",
"Sergej Milinković-Savić","rsSRB","MF","Lazio","itSerie A","27","1995","33.6","1465","1930","75.9","22950","6133","813","978","83.1","479","600","79.8","117","216","54.2","8","7.1","4.9","+0.9","42","138","43","3","166",
"Vanja Milinković-Savić","rsSRB","GK","Torino","itSerie A","25","1997","38.0","1113","1806","61.6","35389","25444","158","160","98.8","551","558","98.7","401","1070","37.5","0","0.5","0.2","-0.5","1","94","2","0","0",
"Éder Militão","brBRA","DF","Real Madrid","esLa Liga","24","1998","30.0","1660","1881","88.3","31882","10563","648","691","93.8","794","862","92.1","188","273","68.9","0","0.6","0.8","-0.6","6","138","5","1","98",
"Luka Milivojević","rsSRB","MF","Crystal Palace","engPremier League","31","1991","5.7","207","260","79.6","3587","1136","89","101","88.1","89","107","83.2","20","37","54.1","0","0.2","0.2","-0.2","2","17","2","1","20",
"Luis Milla","esESP","MF","Getafe","esLa Liga","27","1994","20.6","756","974","77.6","13767","4551","351","400","87.8","278","333","83.5","101","183","55.2","3","1.3","1.6","+1.7","29","99","6","3","104",
"Pere Milla","esESP","FW,MF","Elche","esLa Liga","29","1992","20.5","410","585","70.1","6190","1742","224","283","79.2","127","169","75.1","34","63","54.0","1","1.2","1.5","-0.2","14","53","10","2","65",
"Enzo Millot","frFRA","MF","Stuttgart","deBundesliga","20","2002","9.9","311","396","78.5","4366","1069","176","207","85.0","107","122","87.7","13","28","46.4","1","1.6","2.2","-0.6","12","22","12","4","29",
"James Milner","engENG","MF,DF","Liverpool","engPremier League","36","1986","10.1","563","727","77.4","9891","3403","261","291","89.7","238","279","85.3","52","112","46.4","1","0.9","1.6","+0.1","13","61","15","5","70",
"Marko Milovanović","rsSRB","FW","Almería","esLa Liga","18","2003","0.2","4","9","44.4","53","7","1","2","50.0","2","4","50.0","0","0","","0","0.0","0.0","0.0","0","0","0","0","1",
"Kim Min-jae","krKOR","DF","Napoli","itSerie A","25","1996","33.9","2552","2812","90.8","46165","17303","1026","1090","94.1","1269","1347","94.2","214","295","72.5","2","1.9","0.9","+0.1","10","201","8","2","169",
"Yerry Mina","coCOL","DF","Everton","engPremier League","27","1994","6.6","286","325","88.0","4935","1808","117","125","93.6","146","161","90.7","17","27","63.0","0","0.1","0.2","-0.1","1","15","1","0","13",
"Takumi Minamino","jpJPN","MF,FW","Monaco","frLigue 1","27","1995","8.0","168","259","64.9","2530","689","80","109","73.4","57","75","76.0","13","37","35.1","3","1.4","1.9","+1.6","10","13","12","0","28",
"Tyrone Mings","engENG","DF","Aston Villa","engPremier League","29","1993","35.0","1617","1899","85.2","30932","11677","532","586","90.8","913","984","92.8","153","286","53.5","2","1.4","0.9","+0.6","5","106","6","0","111",
"Óscar Mingueza","esESP","DF","Celta Vigo","esLa Liga","23","1999","14.3","721","908","79.4","12216","4925","370","408","90.7","285","338","84.3","58","126","46.0","0","1.4","1.3","-1.4","11","70","13","4","69",
"Rafa Mir","esESP","FW","Sevilla","esLa Liga","25","1997","14.4","176","262","67.2","2380","325","107","145","73.8","52","76","68.4","6","14","42.9","0","1.0","0.9","-1.0","9","7","0","0","11",
"Aleksei Miranchuk","ruRUS","MF","Torino","itSerie A","26","1995","23.2","653","821","79.5","10323","2484","345","398","86.7","219","263","83.3","54","100","54.0","5","4.2","3.3","+0.8","43","73","32","7","99",
"Juan Miranda","esESP","DF","Betis","esLa Liga","22","2000","16.4","588","830","70.8","9875","5120","277","325","85.2","210","293","71.7","67","142","47.2","2","2.9","2.4","-0.9","21","55","28","9","73",
"Antonio Mirante","itITA","GK","Milan","itSerie A","39","1983","0.0","4","4","100.0","96","57","0","0","","3","3","100.0","1","1","100.0","0","0.0","0.0","0.0","0","0","0","0","0",
"Fabio Miretti","itITA","MF,FW","Juventus","itSerie A","18","2003","13.7","364","511","71.2","5842","1673","192","236","81.4","135","170","79.4","25","60","41.7","2","1.3","1.3","+0.7","16","39","17","4","60",
"Filippo Missori","itITA","DF","Roma","itSerie A","18","2004","2.0","41","61","67.2","688","291","18","24","75.0","21","28","75.0","1","5","20.0","0","0.0","0.0","0.0","0","1","0","0","0",
"Tyrick Mitchell","engENG","DF","Crystal Palace","engPremier League","22","1999","32.1","1152","1607","71.7","18235","8262","600","710","84.5","483","635","76.1","53","169","31.4","2","1.2","1.2","+0.8","15","90","21","9","106",
"Kaoru Mitoma","jpJPN","FW,MF","Brighton","engPremier League","25","1997","25.8","780","977","79.8","10673","2356","507","570","88.9","214","268","79.9","30","53","56.6","5","6.4","4.9","-1.4","41","45","28","1","90",
"Aleksandar Mitrović","rsSRB","FW","Fulham","engPremier League","27","1994","22.3","299","496","60.3","4671","970","172","257","66.9","85","132","64.4","31","52","59.6","1","2.3","1.3","-1.3","16","26","10","1","44",
"Stefan Mitrović","rsSRB","DF","Getafe","esLa Liga","32","1990","18.7","403","512","78.7","8685","3574","106","126","84.1","228","260","87.7","63","111","56.8","0","0.0","0.1","0.0","0","14","0","0","17",
"Maximilian Mittelstädt","deGER","DF,MF","Hertha BSC","deBundesliga","25","1997","9.4","326","472","69.1","5021","2310","182","206","88.3","113","168","67.3","21","74","28.4","0","0.8","1.2","-0.8","11","29","7","4","37",
"Henrikh Mkhitaryan","amARM","MF","Inter","itSerie A","33","1989","22.1","924","1058","87.3","15228","3797","454","497","91.3","361","408","88.5","79","96","82.3","2","2.1","2.4","-0.1","19","93","32","8","133",
"Anthony Modeste","frFRA","FW","Dortmund","deBundesliga","34","1988","9.0","73","127","57.5","940","170","40","60","66.7","22","44","50.0","2","4","50.0","1","1.1","0.5","-0.1","7","5","5","1","8",
"Luka Modrić","hrCRO","MF","Real Madrid","esLa Liga","36","1985","19.4","1336","1521","87.8","20964","6451","740","786","94.1","414","467","88.7","127","179","70.9","3","4.5","4.2","-1.5","42","153","22","3","182",
"Terem Moffi","ngNGA","FW","Nice","frLigue 1","23","1999","14.8","186","232","80.2","2484","375","111","134","82.8","58","65","89.2","4","5","80.0","3","2.9","1.1","+0.1","27","7","7","1","20",
"Terem Moffi","ngNGA","FW","Lorient","frLigue 1","23","1999","15.4","154","208","74.0","2056","532","89","117","76.1","54","66","81.8","3","5","60.0","0","0.5","0.7","-0.5","9","14","5","0","20",
"Mostafa Mohamed","egEGY","FW","Nantes","frLigue 1","24","1997","21.5","215","351","61.3","3003","648","116","183","63.4","65","95","68.4","15","24","62.5","2","1.7","1.1","+0.3","15","17","5","1","22",
"Tobias Mohr","deGER","DF,MF","Schalke 04","deBundesliga","26","1995","9.3","308","506","60.9","6380","2809","108","135","80.0","137","193","71.0","55","139","39.6","3","1.6","2.0","+1.4","20","24","13","8","28",
"Johan Mojica","coCOL","DF","Villarreal","esLa Liga","29","1992","7.1","318","395","80.5","5334","1393","150","164","91.5","133","153","86.9","27","45","60.0","0","0.9","1.0","-0.9","9","18","3","3","19",
