Name, Nation, Position, Club, League, Age, YearBorn,90s,GoalsAllowed,PKAllowed,FKAllowed,CornersAllowed,OwnGoalsAllowed,PostShotxG,PostShotxGPerShotOnTarget, PostShotxG-GoalsAllowed,PostShotxG-GoalsAllowed90,LaunchesCmp,LaunchesAtt,LaunchesCmp%,PassesAtt,ThrowsAtt,Launch%,AvgLenPass,GoalKicksAtt,GoalKicksLaunch%,AvgLenGoalKick,CrossesFaced,CrossesStopped,CrossesStopped%,DefActionsOutsidePenArea,DefActionsOutsidePenArea90,AvgDistDefAct,Matches
"Emiliano Martínez","arARG","GK","Getafe","esLa Liga","24","1992","5.0","7","1","0","2","0","6.4","0.29","-0.6","-0.11","49","128","38.3","103","11","78.6","52.5","48","97.9","65.7","70","4","5.7","3","0.60","9.9",
"Christian Mathenia","deGER","GK","Hamburger SV","deBundesliga","25","1992","24.0","38","3","0","4","1","36.8","0.36","-0.2","-0.01","135","409","33.0","506","79","51.4","40.6","199","74.9","55.8","332","20","6.0","18","0.75","14.8",
"Alex McCarthy","engENG","GK","Southampton","engPremier League","27","1989","18.0","26","1","0","4","0","20.5","0.30","-5.5","-0.30","99","340","29.1","304","56","63.8","44.2","158","92.4","59.5","311","19","6.1","10","0.56","10.9",
"Brais Méndez","esESP","MF,FW","Celta Vigo","esLa Liga","20","1997","10.5","","","","","","","","","","","","","","","","","","","","","","","","","",
"Alex Meret","itITA","GK","SPAL","itSerie A","20","1997","12.9","16","3","0","2","2","19.6","0.26","+5.6","+0.43","93","247","37.7","264","30","54.2","40.3","131","79.4","50.3","211","3","1.4","0","0.00","10.7",
"Mathieu Michel","frFRA","GK","Angers","frLigue 1","25","1991","6.6","13","2","0","0","1","8.9","0.26","-3.1","-0.47","41","109","37.6","128","32","49.2","38.2","59","78.0","53.8","96","5","5.2","1","0.15","9.9",
"Simon Mignolet","beBEL","GK","Liverpool","engPremier League","29","1988","19.0","24","2","0","3","0","23.0","0.34","-1.0","-0.05","64","208","30.8","499","102","33.5","32.0","101","40.6","39.7","194","15","7.7","34","1.79","17.4",
"Vanja Milinković-Savić","rsSRB","GK","Torino","itSerie A","20","1997","1.0","1","0","0","0","0","0.5","0.26","-0.5","-0.48","5","21","23.8","40","6","35.0","36.6","8","87.5","62.8","16","1","6.3","1","1.00","12.5",
"Antonio Mirante","itITA","GK","Bologna","itSerie A","34","1983","33.0","46","2","1","4","3","41.8","0.28","-1.2","-0.04","334","683","48.9","942","138","47.8","38.5","318","73.3","49.3","632","17","2.7","37","1.12","14.1",
"Jessy Moulin","frFRA","GK","Saint-Étienne","frLigue 1","31","1986","3.4","6","1","1","1","0","7.0","0.21","+1.0","+0.30","33","89","37.1","94","13","52.1","42.6","44","90.9","58.0","68","5","7.4","1","0.30","9.8",
"Florian Müller","deGER","GK","Mainz 05","deBundesliga","19","1997","5.0","7","0","0","2","0","6.6","0.27","-0.4","-0.08","21","85","24.7","116","25","42.2","38.0","41","87.8","56.6","81","1","1.2","4","0.80","15.3",
"Yvon Mvogo","chSUI","GK","RB Leipzig","deBundesliga","23","1994","1.0","1","0","0","0","0","1.1","0.28","+0.1","+0.12","11","18","61.1","35","6","40.0","32.7","7","57.1","47.6","11","0","0.0","2","2.00","15.3",
"Boaz Myhill","wlsWAL","GK","West Brom","engPremier League","34","1982","1.0","1","0","0","0","0","0.3","0.12","-0.7","-0.65","7","16","43.8","12","0","83.3","50.2","7","85.7","53.4","22","3","13.6","0","0.00","7.5",
"Keylor Navas","crCRC","GK","Real Madrid","esLa Liga","30","1986","27.0","31","2","0","6","1","33.1","0.28","+3.1","+0.11","74","199","37.2","537","130","20.3","30.3","163","55.2","46.4","309","12","3.9","31","1.15","16.0",
"Neto","brBRA","GK","Valencia","esLa Liga","28","1989","33.0","33","3","1","4","0","43.7","0.28","+10.7","+0.33","170","488","34.8","541","150","49.7","39.7","277","79.1","56.6","541","21","3.9","7","0.21","9.6",
"Manuel Neuer","deGER","GK","Bayern Munich","deBundesliga","31","1986","3.0","2","0","0","0","0","2.6","0.38","+0.6","+0.21","12","23","52.2","78","11","25.6","31.8","17","17.6","31.6","15","1","6.7","4","1.33","15.1",
"Alexander Nübel","deGER","GK","Schalke 04","deBundesliga","20","1996","0.5","0","0","0","0","0","0.3","0.14","+0.3","+0.55","5","13","38.5","13","3","46.2","39.2","9","77.8","52.4","7","0","0.0","1","2.00","30.0",
"Jan Oblak","siSVN","GK","Atlético Madrid","esLa Liga","24","1993","37.0","22","1","1","2","1","32.7","0.23","+11.7","+0.32","191","566","33.7","632","108","55.1","42.4","275","79.3","53.8","534","25","4.7","13","0.35","11.9",
"Oier Olazábal","esESP","GK","Levante","esLa Liga","27","1989","26.0","39","5","0","4","3","38.0","0.28","+2.0","+0.08","168","481","34.9","501","78","59.9","44.1","225","80.4","54.2","402","22","5.5","23","0.88","14.7",
"David Ospina","coCOL","GK","Arsenal","engPremier League","28","1988","4.2","3","0","0","0","0","2.5","0.21","-0.5","-0.12","15","46","32.6","116","27","22.4","29.3","28","71.4","47.5","82","6","7.3","7","1.65","13.1",
"Alexandre Oukidja","dzALG","GK","Strasbourg","frLigue 1","29","1988","16.2","29","4","0","1","0","27.7","0.33","-1.3","-0.08","140","341","41.1","358","58","62.3","43.5","130","90.8","60.2","232","12","5.2","12","0.74","13.1",
"Ramazan Özcan","atAUT","GK","Leverkusen","deBundesliga","33","1984","1.0","4","0","0","0","0","4.1","0.39","+0.1","+0.09","3","10","30.0","33","6","30.3","31.0","6","0.0","27.0","14","0","0.0","1","1.00","17.0",
"Fernando Pacheco","esESP","GK","Alavés","esLa Liga","25","1992","37.3","50","7","2","7","2","49.2","0.25","+1.2","+0.03","325","773","42.0","698","101","65.3","43.4","355","89.3","56.5","646","17","2.6","19","0.51","12.5",
"Costel Pantilimon","roROU","GK","La Coruña","esLa Liga","30","1987","6.0","9","1","1","0","1","8.3","0.29","+0.3","+0.05","45","101","44.6","117","25","56.4","39.4","49","71.4","51.6","77","4","5.2","0","0.00","11.0",
"Jiří Pavlenka","czCZE","GK","Werder Bremen","deBundesliga","25","1992","34.0","40","2","0","6","2","42.0","0.25","+4.0","+0.12","234","576","40.6","915","185","44.7","38.6","256","65.2","49.6","482","27","5.6","17","0.50","10.7",
"Gianluca Pegolo","itITA","GK","Sassuolo","itSerie A","36","1981","1.2","1","0","0","0","1","1.3","0.21","+1.3","+1.10","3","23","13.0","27","7","51.9","39.3","12","75.0","45.9","19","0","0.0","0","0.00","5.0",
"Yohann Pelé","frFRA","GK","Marseille","frLigue 1","34","1982","8.2","10","1","0","0","1","8.0","0.26","-1.0","-0.12","33","83","39.8","174","41","30.5","31.8","61","49.2","41.4","96","7","7.3","10","1.22","15.8",
"Mattia Perin","itITA","GK","Genoa","itSerie A","24","1992","37.0","42","4","1","2","2","42.2","0.23","+2.2","+0.06","330","769","42.9","919","125","51.9","40.8","347","84.1","56.0","541","24","4.4","25","0.68","13.1",
"Jordan Pickford","engENG","GK","Everton","engPremier League","23","1994","38.0","58","3","0","6","0","56.1","0.30","-1.9","-0.05","322","945","34.1","984","162","64.0","47.8","340","92.6","67.2","591","27","4.6","51","1.34","14.9",
"Carlo Pinsoglio","itITA","GK","Juventus","itSerie A","27","1990","0.3","1","0","0","0","0","0.7","0.36","-0.3","-0.87","0","0","","5","3","0.0","27.0","0","","","7","1","14.3","0","0.00","7.0",
"Julian Pollersbeck","deGER","GK","Hamburger SV","deBundesliga","22","1994","10.0","15","0","1","1","0","15.5","0.34","+0.5","+0.05","51","168","30.4","480","49","29.6","32.7","65","40.0","40.8","114","16","14.0","15","1.50","15.2",
"Nick Pope","engENG","GK","Burnley","engPremier League","25","1992","34.6","35","3","0","3","1","42.5","0.27","+8.5","+0.25","351","997","35.2","920","118","77.8","52.1","297","94.6","66.7","600","57","9.5","38","1.10","12.5",
"Nicolas de Préville","frFRA","FW,MF","Lille","frLigue 1","26","1991","3.2","1","0","0","1","0","1.4","0.69","+0.4","+0.12","0","2","0.0","4","0","0.0","22.3","2","100.0","64.5","4","0","0.0","1","3.33","37.0",
"Andrés Prieto","esESP","GK","Málaga","esLa Liga","23","1993","4.0","10","2","0","0","0","10.3","0.44","+0.3","+0.08","30","89","33.7","76","3","73.7","48.6","33","100.0","64.0","57","1","1.8","0","0.00","11.1",
"Jérôme Prior","frFRA","GK","Bordeaux","frLigue 1","21","1995","2.0","3","0","0","0","0","2.9","0.32","-0.1","-0.05","9","22","40.9","25","4","52.0","37.6","12","75.0","48.1","21","0","0.0","1","0.50","12.4",
"Christian Puggioni","itITA","GK","Benevento","itSerie A","36","1981","13.1","26","5","0","3","0","24.8","0.31","-1.2","-0.09","84","194","43.3","359","88","32.6","32.9","120","64.2","44.0","206","18","8.7","15","1.15","14.1",
"Christian Puggioni","itITA","GK","Sampdoria","itSerie A","36","1981","9.0","12","3","0","1","0","16.4","0.27","+4.4","+0.49","52","128","40.6","234","58","38.9","34.4","78","47.4","41.3","148","10","6.8","21","2.33","16.6",
"Rafael","brBRA","GK","Cagliari","itSerie A","35","1982","8.8","11","1","0","3","0","12.1","0.29","+1.1","+0.13","64","157","40.8","158","25","53.8","40.1","91","79.1","49.1","153","4","2.6","3","0.34","9.5",
"Toño Ramírez","esESP","GK","Real Sociedad","esLa Liga","30","1986","3.5","6","0","0","1","0","4.8","0.44","-1.2","-0.35","15","51","29.4","106","11","29.2","31.0","25","80.0","53.0","42","1","2.4","0","0.00","7.8",
"Pepe Reina","esESP","GK","Napoli","itSerie A","34","1982","37.0","29","2","2","3","0","26.3","0.25","-2.7","-0.07","147","333","44.1","950","177","26.0","30.0","235","36.6","36.5","353","8","2.3","57","1.54","18.8",
"Baptiste Reynet","frFRA","GK","Dijon","frLigue 1","26","1990","38.0","73","11","2","6","3","67.2","0.27","-2.8","-0.07","313","727","43.1","1322","227","41.4","36.2","323","55.7","44.8","643","48","7.5","83","2.18","16.8",
"Sergio Rico","esESP","GK","Sevilla","esLa Liga","23","1993","24.0","39","3","1","5","0","34.3","0.34","-4.7","-0.20","96","305","31.5","475","118","37.3","33.6","192","66.7","49.9","349","18","5.2","13","0.54","12.0",
"Asier Riesgo","esESP","GK","Eibar","esLa Liga","33","1983","1.0","1","0","0","1","0","1.8","0.36","+0.8","+0.81","12","31","38.7","22","2","95.5","53.9","11","90.9","59.0","21","2","9.5","0","0.00","7.8",
"Roberto","esESP","GK","Málaga","esLa Liga","31","1986","34.0","51","4","1","3","0","56.3","0.35","+5.3","+0.16","278","733","37.9","717","88","66.4","46.6","279","92.1","60.6","480","28","5.8","20","0.59","11.8",
"Sergio Romero","arARG","GK","Manchester Utd","engPremier League","30","1987","1.0","0","0","0","0","0","0.9","0.31","+0.9","+0.93","6","14","42.9","18","5","44.4","37.4","7","85.7","58.3","18","1","5.6","0","0.00","4.0",
"Francesco Rossi","itITA","GK","Atalanta","itSerie A","26","1991","0.1","1","0","0","1","0","0.3","0.17","-0.7","-7.43","1","1","100.0","3","2","33.3","33.3","0","","","1","0","0.0","0","0.00","",
"Rubén","esESP","GK","La Coruña","esLa Liga","33","1984","27.5","58","2","3","9","2","47.3","0.34","-8.7","-0.32","167","421","39.7","474","106","52.5","39.7","234","73.5","53.8","443","23","5.2","12","0.44","11.3",
"Stéphane Ruffier","frFRA","GK","Saint-Étienne","frLigue 1","30","1986","34.6","44","5","2","4","1","48.6","0.29","+5.6","+0.16","195","519","37.6","865","131","39.2","34.5","276","65.2","45.3","532","28","5.3","21","0.61","12.9",
"Gerónimo Rulli","arARG","GK","Real Sociedad","esLa Liga","25","1992","26.0","45","4","2","5","1","38.9","0.33","-5.1","-0.19","143","361","39.6","959","114","29.2","31.9","151","53.6","43.4","301","18","6.0","34","1.31","15.4",
"Mathew Ryan","auAUS","GK","Brighton","engPremier League","25","1992","38.0","54","1","1","15","5","48.8","0.28","-0.2","-0.01","345","875","39.4","823","122","66.5","44.5","352","93.2","57.9","623","38","6.1","17","0.45","10.2",
"Mamadou Samassa","mlMLI","GK","Troyes","frLigue 1","27","1990","21.0","31","2","0","3","1","28.9","0.26","-1.1","-0.05","130","414","31.4","475","99","51.4","41.3","184","92.4","59.6","365","21","5.8","21","1.00","13.8",
"Brice Samba","frFRA","GK","Caen","frLigue 1","23","1994","3.5","4","1","0","0","0","6.6","0.30","+2.6","+0.74","32","65","49.2","74","14","55.4","41.5","29","82.8","56.4","37","3","8.1","6","1.71","14.5",
"Antonio Santurro","doDOM","GK","Bologna","itSerie A","25","1992","1.0","1","0","0","0","0","1.1","0.22","+0.1","+0.08","15","37","40.5","31","4","71.0","47.5","15","100.0","57.1","25","2","8.0","1","1.00","11.5",
"Kasper Schmeichel","dkDEN","GK","Leicester City","engPremier League","30","1986","32.9","47","1","3","11","1","39.5","0.27","-6.5","-0.20","304","792","38.4","866","107","61.7","43.8","273","94.5","63.9","500","28","5.6","54","1.64","16.3",
"Alexander Schwolow","deGER","GK","Freiburg","deBundesliga","25","1992","32.3","53","4","1","7","4","41.4","0.25","-7.6","-0.24","313","779","40.2","1041","123","49.1","40.8","307","87.3","63.1","529","28","5.3","22","0.68","14.2",
"Simone Scuffet","itITA","GK","Udinese","itSerie A","21","1996","6.0","11","0","0","2","1","8.5","0.28","-1.5","-0.26","28","93","30.1","115","23","51.3","38.6","42","81.0","51.3","80","1","1.3","2","0.33","11.1",
"Luigi Sepe","itITA","GK","Napoli","itSerie A","26","1991","1.0","0","0","0","0","0","0.6","0.65","+0.6","+0.65","2","4","50.0","14","2","14.3","25.4","5","40.0","37.0","7","2","28.6","0","0.00","13.8",
"Marco Silvestri","itITA","GK","Hellas Verona","itSerie A","26","1991","2.0","7","0","0","1","0","4.7","0.19","-2.3","-1.13","11","25","44.0","30","10","26.7","30.2","24","70.8","49.0","33","0","0.0","0","0.00","11.0",
"Tobias Sippel","deGER","GK","Gladbach","deBundesliga","29","1988","4.8","10","0","0","0","0","10.2","0.45","+0.2","+0.05","31","88","35.2","153","15","41.2","37.1","34","73.5","53.3","63","3","4.8","5","1.04","14.8",
"Salvatore Sirigu","itITA","GK","Torino","itSerie A","30","1987","37.0","45","5","3","5","0","47.0","0.25","+2.0","+0.05","237","541","43.8","987","198","35.6","34.1","319","59.6","44.3","621","32","5.2","49","1.32","13.8",
"Antonio Sivera","esESP","GK","Alavés","esLa Liga","20","1996","0.7","","","","","","0.2","0.17","","","5","13","38.5","10","2","80.0","48.6","5","100.0","66.4","11","","","","","9.0",
"Łukasz Skorupski","plPOL","GK","Roma","itSerie A","26","1991","1.0","0","0","0","0","0","0.6","0.21","+0.6","+0.64","7","13","53.8","30","11","30.0","31.4","7","57.1","37.9","15","0","0.0","2","2.00","20.7",
"Yann Sommer","chSUI","GK","Gladbach","deBundesliga","28","1988","29.2","42","4","0","6","1","39.3","0.24","-1.7","-0.06","178","482","36.9","1009","143","33.7","33.3","246","57.7","44.7","524","42","8.0","22","0.75","11.6",
"David Soria","esESP","GK","Sevilla","esLa Liga","24","1993","14.0","19","2","0","1","1","17.4","0.29","-0.6","-0.04","69","150","46.0","279","70","31.5","32.4","98","63.3","47.4","199","12","6.0","13","0.93","13.0",
"Stefano Sorrentino","itITA","GK","Chievo","itSerie A","38","1979","38.0","59","4","2","11","4","56.3","0.27","+1.3","+0.03","249","620","40.2","799","176","45.3","36.8","394","65.5","42.7","651","16","2.5","14","0.37","10.3",
"Julián Speroni","arARG","GK","Crystal Palace","engPremier League","38","1979","11.0","14","1","0","4","0","13.3","0.29","-0.7","-0.07","86","239","36.0","223","18","69.1","45.2","89","95.5","56.9","177","6","3.4","10","0.91","13.7",
"Marco Sportiello","itITA","GK","Fiorentina","itSerie A","25","1992","35.6","38","2","2","4","0","36.7","0.26","-1.3","-0.04","152","376","40.4","773","202","32.3","32.1","270","46.7","38.7","508","31","6.1","23","0.65","12.1",
"Tom Starke","deGER","GK","Bayern Munich","deBundesliga","36","1981","2.0","0","0","0","0","0","0.7","0.17","+0.7","+0.34","4","18","22.2","48","9","27.1","31.9","9","55.6","42.7","18","1","5.6","1","0.50","20.3",
"Thomas Strakosha","alALB","GK","Lazio","itSerie A","22","1995","38.0","49","9","2","3","2","51.3","0.27","+4.3","+0.11","217","466","46.6","884","180","38.6","34.2","307","40.7","38.8","437","18","4.1","35","0.92","14.8",
"Danijel Subašić","hrCRO","GK","Monaco","frLigue 1","32","1984","32.7","41","4","1","3","1","38.9","0.29","-1.1","-0.03","165","431","38.3","655","154","44.6","37.3","265","52.5","44.2","481","32","6.7","21","0.64","13.0",
"Seydou Sy","snSEN","GK","Monaco","frLigue 1","21","1995","2.8","4","1","0","1","0","5.3","0.30","+1.3","+0.45","20","47","42.6","56","13","32.1","33.3","36","80.6","52.7","58","3","5.2","3","1.05","10.6",
"Wojciech Szczęsny","plPOL","GK","Juventus","itSerie A","27","1990","17.0","9","0","1","2","0","11.5","0.36","+2.5","+0.15","84","165","50.9","361","84","29.4","32.8","96","61.5","43.7","196","11","5.6","13","0.76","14.3",
"Ciprian Tătărușanu","roROU","GK","Nantes","frLigue 1","31","1986","37.0","38","2","0","8","1","33.1","0.24","-3.9","-0.10","230","608","37.8","753","172","44.0","37.2","333","83.2","56.8","633","41","6.5","22","0.59","11.5",
"Marc-André ter Stegen","deGER","GK","Barcelona","esLa Liga","25","1992","37.0","28","2","0","1","0","36.3","0.27","+8.3","+0.22","129","304","42.4","1040","192","17.5","27.5","262","46.6","41.7","404","15","3.7","41","1.11","15.1",
"Kevin Trapp","deGER","GK","Paris S-G","frLigue 1","27","1990","4.0","4","2","0","0","0","4.9","0.17","+0.9","+0.23","4","8","50.0","71","20","11.3","22.3","21","0.0","23.5","66","4","6.1","5","1.25","15.8",
"Philipp Tschauner","deGER","GK","Hannover 96","deBundesliga","31","1985","31.0","45","2","1","11","0","42.1","0.26","-2.9","-0.09","230","518","44.4","875","161","43.0","35.1","275","51.6","40.5","508","24","4.7","20","0.65","12.4",
"Przemysław Tytoń","plPOL","GK","La Coruña","esLa Liga","30","1987","1.1","4","0","0","2","0","2.7","0.53","-1.3","-1.23","3","14","21.4","18","2","50.0","38.6","10","50.0","45.7","17","1","5.9","0","0.00","3.0",
"Sven Ulreich","deGER","GK","Bayern Munich","deBundesliga","28","1988","29.0","26","1","1","2","3","25.3","0.26","+2.3","+0.08","137","328","41.8","795","141","33.1","32.5","153","42.5","39.8","247","15","6.1","37","1.28","15.4",
"Francis Uzoho","ngNGA","GK","La Coruña","esLa Liga","18","1998","2.0","2","1","0","0","0","2.9","0.21","+0.9","+0.44","10","37","27.0","30","6","70.0","46.0","18","88.9","55.3","36","2","5.6","1","0.50","12.0",
"Koke Vegas","esESP","GK","Levante","esLa Liga","21","1995","1.0","4","0","0","1","0","3.7","0.46","-0.3","-0.34","4","16","25.0","19","2","47.4","40.5","10","70.0","43.9","14","0","0.0","2","2.00","13.5",
"Rémy Vercoutre","frFRA","GK","Caen","frLigue 1","37","1980","34.5","48","4","0","5","4","40.2","0.28","-3.8","-0.11","343","757","45.3","802","99","65.1","45.0","260","90.4","57.2","478","14","2.9","14","0.41","12.7",
"Emiliano Viviano","itITA","GK","Sampdoria","itSerie A","31","1985","27.0","43","2","1","5","2","40.8","0.28","-0.2","-0.01","179","437","41.0","632","80","46.0","38.8","226","64.6","49.5","429","13","3.0","19","0.70","13.1",
"Michel Vorm","nlNED","GK","Tottenham","engPremier League","33","1983","1.0","1","0","0","0","1","0.5","0.13","+0.5","+0.53","2","4","50.0","17","2","5.9","26.5","9","33.3","32.4","14","0","0.0","2","2.00","17.0",
"Roman Weidenfeller","deGER","GK","Dortmund","deBundesliga","36","1980","1.0","4","0","0","1","0","1.5","0.22","-2.5","-2.43","3","25","12.0","33","0","54.5","38.1","8","87.5","56.4","15","1","6.7","1","0.99","12.8",
"Axel Werner","arARG","GK","Atlético Madrid","esLa Liga","21","1996","1.0","0","0","0","0","0","0.5","0.17","+0.5","+0.50","3","15","20.0","10","1","80.0","51.2","7","100.0","56.4","16","1","6.3","1","1.00","13.5",
"Yoel","esESP","GK","Eibar","esLa Liga","28","1988","1.0","0","0","0","0","0","1.3","0.27","+1.3","+1.33","13","38","34.2","28","1","92.9","52.4","12","100.0","68.0","19","0","0.0","3","3.00","21.4",
"Erwin Zelazny","frFRA","GK","Troyes","frLigue 1","25","1991","17.0","28","2","0","3","0","25.9","0.27","-2.1","-0.13","145","413","35.1","481","74","53.8","40.7","173","89.0","58.3","285","10","3.5","9","0.53","10.5",
"Robin Zentner","deGER","GK","Mainz 05","deBundesliga","22","1994","15.0","27","4","1","3","1","21.3","0.26","-4.7","-0.31","100","279","35.8","386","75","47.9","38.7","126","74.6","54.8","211","11","5.2","19","1.27","14.3",
"Luca Zidane","dzALG","GK","Real Madrid","esLa Liga","19","1998","1.0","2","0","0","0","0","1.8","0.45","-0.2","-0.18","0","2","0.0","24","6","4.2","24.8","8","12.5","27.9","7","2","28.6","0","0.00","10.5",
"Ron-Robert Zieler","deGER","GK","Stuttgart","deBundesliga","28","1989","34.0","36","4","2","2","0","40.7","0.24","+4.7","+0.14","296","834","35.5","1029","123","57.2","42.8","300","81.7","59.0","547","34","6.2","37","1.09","13.6",
