Name, Nation, Position, Club, League, Age, YearBorn,90s,GoalsAllowed,PKAllowed,FKAllowed,CornersAllowed,OwnGoalsAllowed,PostShotxG,PostShotxGPerShotOnTarget, PostShotxG-GoalsAllowed,PostShotxG-GoalsAllowed90,LaunchesCmp,LaunchesAtt,LaunchesCmp%,PassesAtt,ThrowsAtt,Launch%,AvgLenPass,GoalKicksAtt,GoalKicksLaunch%,AvgLenGoalKick,CrossesFaced,CrossesStopped,CrossesStopped%,DefActionsOutsidePenArea,DefActionsOutsidePenArea90,AvgDistDefAct,Matches
"Daniel Bentley","engENG","GK","Wolves","engPremier League","31","1993","2.0","4","0","1","0","0","3.9","0.33","-0.1","-0.04","7","21","33.3","52","6","25.0","28.1","13","61.5","46.4","25","0","0.0","3","1.50","16.4",
"Dimitry Bertaud","cdCOD","GK","Montpellier","frLigue 1","26","1998","4.0","11","2","0","0","0","8.8","0.35","-2.2","-0.54","20","47","42.6","86","19","38.4","34.5","27","51.9","43.6","55","8","14.5","3","0.75","13.3",
"Marco Bizot","nlNED","GK","Brest","frLigue 1","33","1991","32.0","54","8","1","4","1","46.2","0.31","-6.8","-0.21","218","522","41.8","902","134","42.0","36.0","216","66.2","49.2","459","33","7.2","53","1.66","16.2",
"Jean Butez","frFRA","GK","Como","itSerie A","29","1995","18.5","20","2","0","1","0","20.1","0.27","+0.1","0.00","90","235","38.3","709","92","30.2","32.0","43","48.8","42.7","190","22","11.6","51","2.76","18.2",
"Marcin Bułka","plPOL","GK","Nice","frLigue 1","24","1999","34.0","41","2","0","4","1","43.0","0.26","+3.0","+0.09","112","272","41.2","948","173","22.8","28.6","162","34.6","32.3","470","39","8.3","33","0.97","12.8",
"Elia Caprile","itITA","GK","Cagliari","itSerie A","22","2001","18.0","22","1","0","4","0","23.5","0.35","+1.5","+0.08","132","332","39.8","546","93","44.1","36.8","159","57.2","45.2","266","18","6.8","23","1.28","15.6",
"Elia Caprile","itITA","GK","Napoli","itSerie A","22","2001","3.6","1","0","0","0","0","2.2","0.27","+1.2","+0.32","11","25","44.0","82","9","25.6","31.7","15","26.7","30.7","31","3","9.7","3","0.83","13.7",
"Dani Cárdenas","esESP","GK","Rayo Vallecano","esLa Liga","27","1997","6.0","6","0","0","0","0","5.6","0.29","-0.4","-0.06","26","106","24.5","132","21","56.8","44.3","46","67.4","51.9","79","2","2.5","1","0.17","10.2",
"Tiago Cardoso","luLUX","GK","Gladbach","deBundesliga","18","2006","4.2","3","0","0","0","0","4.7","0.20","+1.7","+0.39","23","62","37.1","148","22","27.0","29.2","31","71.0","48.9","96","14","14.6","1","0.24","5.6",
"Patrik Carlgren","seSWE","GK","Nantes","frLigue 1","32","1992","4.6","7","0","0","1","0","8.5","0.30","+1.5","+0.31","22","63","34.9","99","27","36.4","34.4","37","73.0","48.6","80","1","1.3","1","0.22","10.9",
"Marco Carnesecchi","itITA","GK","Atalanta","itSerie A","24","2000","34.0","34","2","0","4","2","36.1","0.28","+4.1","+0.12","121","374","32.4","878","177","28.2","32.3","201","62.7","48.2","319","21","6.6","45","1.32","14.5",
"Lucas Chevalier","frFRA","GK","Lille","frLigue 1","22","2001","34.0","36","4","0","6","1","42.2","0.32","+7.2","+0.21","112","288","38.9","968","144","25.7","29.6","112","34.8","35.7","373","21","5.6","24","0.71","13.9",
"Leandro Chichizola","arARG","GK","Parma","itSerie A","34","1990","1.0","3","0","0","0","0","2.5","0.43","-0.5","-0.54","3","16","18.8","41","5","31.7","33.9","8","37.5","34.4","21","2","9.5","2","2.00","16.3",
"Jasper Cillessen","nlNED","GK","Las Palmas","esLa Liga","35","1989","25.9","42","4","0","4","2","44.3","0.30","+4.3","+0.16","124","409","30.3","820","142","39.5","34.5","179","47.5","43.1","413","13","3.1","20","0.77","14.5",
"Giuseppe Ciocci","itITA","GK","Cagliari","itSerie A","22","2002","0.1","0","0","0","0","0","0.0","","0.0","0.00","0","0","","1","0","0.0","6.0","0","","","0","0","","1","10.00","21.0",
"Diego Conde","esESP","GK","Villarreal","esLa Liga","25","1998","21.8","33","3","1","6","1","26.3","0.26","-5.7","-0.26","61","161","37.9","532","111","22.7","28.2","107","37.4","36.3","323","18","5.6","16","0.73","11.9",
"Grégoire Coudert","frFRA","GK","Brest","frLigue 1","25","1999","2.0","5","0","0","1","1","2.8","0.22","-1.2","-0.60","6","20","30.0","60","7","28.3","31.4","8","37.5","36.5","30","1","3.3","3","1.50","18.5",
"Thibaut Courtois","beBEL","GK","Real Madrid","esLa Liga","32","1992","30.0","29","3","0","6","1","28.7","0.27","+0.7","+0.02","62","214","29.0","871","173","18.5","28.2","148","35.8","39.1","350","16","4.6","14","0.47","10.7",
"Finn Dahmen","deGER","GK","Augsburg","deBundesliga","26","1998","19.0","19","2","0","3","2","24.2","0.29","+7.2","+0.38","129","341","37.8","614","51","38.6","34.9","145","71.7","53.2","337","9","2.7","26","1.37","14.7",
"Thomas Dähne","deGER","GK","Holstein Kiel","deBundesliga","30","1994","9.0","19","2","1","1","1","18.5","0.30","+0.5","+0.06","47","133","35.3","304","55","25.7","30.3","91","60.4","45.6","177","15","8.5","5","0.56","9.3",
"Théo De Percin","mqMTQ","GK","Auxerre","frLigue 1","23","2001","2.0","3","1","0","0","0","3.5","0.22","+0.5","+0.23","8","31","25.8","46","5","45.7","40.3","12","83.3","55.3","38","3","7.9","3","1.50","13.1",
"Rémy Descamps","frFRA","GK","Lyon","frLigue 1","28","1996","1.0","2","0","0","0","0","1.4","0.23","-0.6","-0.62","1","4","25.0","28","2","14.3","27.5","2","0.0","16.0","7","0","0.0","0","0.00","7.0",
"Arthur Desmas","frFRA","GK","Le Havre","frLigue 1","30","1994","18.0","38","2","1","4","0","38.7","0.40","+0.7","+0.04","56","151","37.1","404","72","28.5","30.9","117","30.8","29.6","277","12","4.3","7","0.39","11.9",
"Michele Di Gregorio","itITA","GK","Juventus","itSerie A","27","1997","33.0","32","5","0","6","0","28.1","0.24","-3.9","-0.12","128","333","38.4","848","126","30.0","31.4","146","54.1","44.0","469","29","6.2","30","0.91","13.1",
"Stole Dimitrievski","mkMKD","GK","Valencia","esLa Liga","30","1993","4.0","6","1","0","0","0","4.5","0.29","-1.5","-0.38","15","72","20.8","113","25","49.6","40.5","20","80.0","53.6","51","3","5.9","16","4.00","25.7",
"Yehvann Diouf","snSEN","GK","Reims","frLigue 1","24","1999","34.0","47","4","1","8","0","61.6","0.33","+14.6","+0.43","154","477","32.3","993","153","34.4","33.3","220","61.4","45.0","554","31","5.6","42","1.24","14.6",
"Marko Dmitrović","rsSRB","GK","Leganés","esLa Liga","32","1992","32.0","49","7","1","9","2","50.2","0.30","+3.2","+0.10","201","765","26.3","743","112","65.3","47.2","303","92.4","66.2","579","49","8.5","53","1.66","14.5",
"Álex Domínguez","esESP","GK","Toulouse","frLigue 1","26","1998","0.2","0","0","0","0","0","0.0","","0.0","0.00","2","5","40.0","8","1","25.0","30.0","3","100.0","69.3","7","0","0.0","0","0.00","",
"Gianluigi Donnarumma","itITA","GK","Paris S-G","frLigue 1","25","1999","23.2","25","1","1","4","0","21.7","0.29","-3.3","-0.14","35","101","34.7","543","90","13.6","25.1","89","30.3","28.2","199","10","5.0","19","0.82","14.4",
"Patrick Drewes","deGER","GK","Bochum","deBundesliga","31","1993","21.0","46","3","2","4","0","42.3","0.38","-3.7","-0.18","218","484","45.0","681","65","50.1","37.6","177","80.8","52.6","285","12","4.2","33","1.57","15.8",
"Martin Dúbravka","skSVK","GK","Newcastle Utd","engPremier League","35","1989","10.0","12","0","0","1","0","12.9","0.32","+0.9","+0.09","18","80","22.5","273","54","15.8","25.2","59","62.7","45.4","127","10","7.9","11","1.10","15.3",
"Ederson","brBRA","GK","Manchester City","engPremier League","30","1993","25.8","26","2","0","3","1","30.0","0.37","+5.0","+0.19","72","165","43.6","846","108","17.4","27.9","77","23.4","31.9","224","13","5.8","49","1.90","17.5",
"Łukasz Fabiański","plPOL","GK","West Ham","engPremier League","39","1985","12.9","21","3","1","3","0","22.6","0.29","+1.6","+0.12","77","226","34.1","394","55","41.9","35.5","100","61.0","45.1","220","10","4.5","12","0.93","13.1",
"Wladimiro Falcone","itITA","GK","Lecce","itSerie A","29","1995","38.0","58","8","3","5","3","53.8","0.26","-1.2","-0.03","220","656","33.5","1017","120","51.9","39.1","178","71.9","50.2","590","29","4.9","19","0.50","11.0",
"Frank Feller","deGER","GK","Heidenheim","deBundesliga","20","2004","1.3","0","0","0","0","0","0.3","0.16","+0.3","+0.24","10","34","29.4","54","7","42.6","38.0","11","100.0","68.4","25","1","4.0","1","0.74","14.8",
"Aitor Fernández","esESP","GK","Osasuna","esLa Liga","33","1991","1.0","0","0","0","0","0","1.2","0.23","+1.2","+1.15","19","35","54.3","34","4","70.6","44.4","11","100.0","59.9","14","1","7.1","1","1.00","10.6",
"Álvaro Fernández","esESP","GK","Sevilla","esLa Liga","26","1998","8.3","16","2","0","1","0","11.0","0.25","-5.0","-0.61","37","142","26.1","277","32","39.7","34.3","46","69.6","49.4","105","7","6.7","14","1.69","16.5",
"André Ferreira","ptPOR","GK","Valladolid","esLa Liga","28","1996","6.0","20","3","0","1","0","15.3","0.35","-4.7","-0.79","30","83","36.1","138","26","37.0","33.8","56","57.1","41.7","92","4","4.3","3","0.50","10.4",
"Mark Flekken","nlNED","GK","Brentford","engPremier League","31","1993","36.4","55","1","0","2","2","52.7","0.26","-0.3","-0.01","249","659","37.8","1498","122","33.7","34.4","212","72.6","54.8","581","46","7.9","34","0.93","11.5",
"Yahia Fofana","ciCIV","GK","Angers","frLigue 1","23","2000","33.0","51","3","0","7","0","63.5","0.34","+12.5","+0.38","144","435","33.1","751","180","38.6","35.8","261","55.6","43.6","531","48","9.0","20","0.61","10.7",
"Fraser Forster","engENG","GK","Tottenham","engPremier League","36","1988","7.0","15","2","0","1","0","16.5","0.36","+1.5","+0.21","11","31","35.5","141","30","21.3","27.2","56","1.8","14.6","81","4","4.9","3","0.43","11.1",
"Fran","esESP","GK","Real Madrid","esLa Liga","19","2005","1.0","2","0","0","1","0","0.9","0.43","-1.1","-1.14","1","2","50.0","16","3","12.5","24.0","4","0.0","14.8","5","1","20.0","1","1.00","12.0",
"Gauthier Gallon","frFRA","GK","Rennes","frLigue 1","31","1993","0.5","0","0","0","0","0","0.0","","0.0","0.00","0","3","0.0","15","2","13.3","23.8","4","25.0","26.3","2","0","0.0","1","2.00","28.0",
"Joan García","esESP","GK","Espanyol","esLa Liga","23","2001","38.0","51","4","2","6","1","57.7","0.28","+7.7","+0.20","194","526","36.9","1040","197","37.6","34.8","216","62.5","48.5","670","64","9.6","35","0.92","12.0",
"Paulo Gazzaniga","arARG","GK","Girona","esLa Liga","32","1992","35.5","51","2","1","5","1","45.4","0.29","-4.6","-0.13","93","298","31.2","1026","137","21.6","29.4","180","42.2","40.0","419","36","8.6","33","0.93","12.6",
"David de Gea","esESP","GK","Fiorentina","itSerie A","33","1990","35.0","38","1","0","3","1","37.7","0.26","+0.7","+0.02","218","490","44.5","886","129","40.1","35.8","241","56.0","45.1","478","13","2.7","28","0.80","14.5",
"Pierluigi Gollini","itITA","GK","Genoa","itSerie A","29","1995","7.0","15","3","0","1","0","12.2","0.29","-2.8","-0.39","33","75","44.0","198","21","24.7","30.4","52","50.0","44.4","92","2","2.2","2","0.29","9.6",
"Mathieu Gorgelin","frFRA","GK","Le Havre","frLigue 1","33","1990","16.0","33","3","0","4","1","34.2","0.40","+2.2","+0.14","79","183","43.2","435","75","32.9","32.4","99","40.4","34.6","269","21","7.8","8","0.50","10.5",
"Kamil Grabara","plPOL","GK","Wolfsburg","deBundesliga","25","1999","28.7","49","2","0","9","1","49.7","0.35","+1.7","+0.06","186","511","36.4","979","114","41.7","36.7","154","66.9","51.9","413","15","3.6","19","0.66","12.2",
"Dominik Greif","skSVK","GK","Mallorca","esLa Liga","27","1997","31.0","34","2","0","3","1","33.9","0.28","+0.9","+0.03","191","475","40.2","847","126","41.9","36.4","193","62.2","48.3","511","15","2.9","21","0.68","12.9",
"Vicente Guaita","esESP","GK","Celta Vigo","esLa Liga","37","1987","34.0","48","3","0","6","0","40.6","0.30","-7.4","-0.22","66","220","30.0","740","195","18.4","27.3","230","36.5","35.4","436","26","6.0","44","1.29","14.0",
"Péter Gulácsi","huHUN","GK","RB Leipzig","deBundesliga","34","1990","29.2","39","2","1","4","0","42.6","0.30","+3.6","+0.12","79","209","37.8","705","140","20.3","28.6","196","33.7","34.3","434","23","5.3","34","1.16","14.8",
"Kjetil Haug","noNOR","GK","Toulouse","frLigue 1","26","1998","5.5","7","0","0","2","0","6.6","0.45","-0.4","-0.06","16","60","26.7","95","13","37.9","34.1","35","68.6","49.1","72","5","6.9","3","0.54","12.1",
"Dean Henderson","engENG","GK","Crystal Palace","engPremier League","27","1997","38.0","51","1","1","5","3","51.2","0.35","+3.2","+0.08","157","600","26.2","942","115","47.5","38.5","273","56.0","44.9","559","30","5.4","40","1.05","14.3",
"Mads Hermansen","dkDEN","GK","Leicester City","engPremier League","24","2000","26.5","58","3","0","3","3","56.4","0.35","+1.4","+0.05","114","471","24.2","926","133","39.2","34.6","143","75.5","51.5","419","26","6.2","26","0.98","13.1",
"Sergio Herrera","esESP","GK","Osasuna","esLa Liga","31","1993","37.0","52","7","1","4","1","56.2","0.28","+5.2","+0.14","277","614","45.1","966","139","43.2","37.6","276","71.4","50.7","524","32","6.1","85","2.30","19.7",
"Dinko Horkaš","hrCRO","GK","Las Palmas","esLa Liga","25","1999","12.1","19","1","0","0","1","19.4","0.34","+1.4","+0.11","69","175","39.4","475","53","31.8","32.5","47","51.1","43.0","148","9","6.1","16","1.33","15.6",
"Timo Horn","deGER","GK","Bochum","deBundesliga","31","1993","13.0","22","0","1","3","0","18.5","0.35","-3.5","-0.27","129","332","38.9","400","29","60.8","43.6","98","90.8","61.8","182","6","3.3","18","1.38","14.8",
"Lukáš Hrádecký","fiFIN","GK","Leverkusen","deBundesliga","34","1989","29.0","38","4","1","2","3","35.8","0.28","+0.8","+0.03","123","306","40.2","774","110","30.9","31.5","135","49.6","40.8","296","12","4.1","39","1.34","17.3",
"Karl Jakob Hein","eeEST","GK","Valladolid","esLa Liga","22","2002","31.0","68","4","1","4","1","58.8","0.35","-8.2","-0.27","165","452","36.5","941","136","32.6","33.9","224","64.7","51.7","474","34","7.2","34","1.10","14.0",
"Vitezslav Jaros","czCZE","GK","Liverpool","engPremier League","23","2001","0.1","0","0","0","0","0","0.0","0.03","0.0","+0.25","5","7","71.4","7","2","85.7","50.9","1","100.0","59.0","2","0","0.0","0","0.00","11.0",
"Karl-Johan Johnsson","seSWE","GK","Strasbourg","frLigue 1","34","1990","3.0","6","1","0","0","0","6.7","0.26","+0.7","+0.22","6","22","27.3","122","21","15.6","23.9","7","42.9","39.7","48","2","4.2","3","1.00","11.1",
"Sam Johnstone","engENG","GK","Wolves","engPremier League","31","1993","7.0","17","2","0","5","1","13.0","0.29","-3.0","-0.43","52","129","40.3","252","28","45.6","36.6","25","56.0","43.2","104","8","7.7","11","1.57","13.4",
"Jesse Joronen","fiFIN","GK","Venezia","itSerie A","31","1993","7.8","15","3","0","3","2","12.6","0.26","-0.4","-0.05","20","84","23.8","260","46","28.1","31.0","41","26.8","34.9","125","6","4.8","5","0.64","9.4",
"Luiz Lúcio Reis Júnior","brBRA","GK","Villarreal","esLa Liga","23","2001","16.2","18","4","1","0","0","18.1","0.23","+0.1","0.00","61","178","34.3","392","96","31.9","31.6","99","53.5","43.6","256","16","6.3","20","1.23","12.2",
"Filip Jørgensen","dkDEN","GK","Chelsea","engPremier League","22","2002","6.0","9","1","0","1","0","9.3","0.30","+0.3","+0.04","7","33","21.2","171","19","18.1","24.1","18","11.1","17.5","53","2","3.8","2","0.33","13.2",
"Caoimhín Kelleher","ieIRL","GK","Liverpool","engPremier League","25","1998","10.0","12","0","0","1","0","11.6","0.30","-0.4","-0.04","29","115","25.2","364","49","28.6","29.0","18","61.1","42.8","113","6","5.3","9","0.90","14.0",
"Tom King","wlsWAL","GK","Wolves","engPremier League","29","1995","0.0","0","0","0","0","0","0.0","","0.0","0.00","0","0","","1","1","0.0","14.0","0","","","1","0","0.0","0","0.00","",
"Antonín Kinský","czCZE","GK","Tottenham","engPremier League","21","2003","6.0","11","0","0","1","2","10.5","0.33","+1.5","+0.25","17","58","29.3","186","37","26.9","30.7","30","26.7","29.1","112","10","8.9","9","1.50","12.1",
"Gregor Kobel","chSUI","GK","Dortmund","deBundesliga","26","1997","32.0","47","4","0","5","1","47.4","0.35","+1.4","+0.04","112","336","33.3","1117","126","23.7","28.6","121","58.7","45.3","420","22","5.2","47","1.47","15.7",
"Hervé Koffi","bfBFA","GK","Lens","frLigue 1","27","1996","5.0","8","2","0","1","0","11.1","0.38","+3.1","+0.61","14","42","33.3","115","22","29.6","33.2","19","42.1","36.4","53","4","7.5","2","0.40","9.4",
"Philipp Köhn","chSUI","GK","Monaco","frLigue 1","26","1998","19.0","19","1","0","2","0","17.2","0.26","-1.8","-0.10","50","157","31.8","447","70","25.7","29.9","99","42.4","38.1","225","16","7.1","20","1.05","14.8",
"Matej Kovar","czCZE","GK","Leverkusen","deBundesliga","24","2000","5.0","5","0","0","0","1","3.5","0.22","-0.5","-0.09","12","32","37.5","131","16","21.4","27.9","15","26.7","27.7","52","2","3.8","6","1.20","16.9",
"Vladyslav Krapyvtsov","uaUKR","GK","Girona","esLa Liga","19","2005","2.0","7","1","0","2","0","6.3","0.31","-0.7","-0.37","10","21","47.6","63","13","31.7","35.6","7","14.3","28.6","27","1","3.7","1","0.50","12.9",
"Nediljko Labrović","hrCRO","GK","Augsburg","deBundesliga","24","1999","15.0","32","3","1","2","0","25.9","0.32","-6.1","-0.40","83","220","37.7","397","72","38.8","35.2","105","62.9","47.4","217","12","5.5","18","1.20","13.3",
"Alban Lafont","ciCIV","GK","Nantes","frLigue 1","25","1999","12.0","19","3","0","2","2","16.8","0.30","-0.2","-0.02","40","143","28.0","309","56","34.0","34.9","57","66.7","51.1","200","16","8.0","6","0.50","10.6",
"Gautier Larsonneur","frFRA","GK","Saint-Étienne","frLigue 1","27","1997","34.0","77","13","0","4","2","73.5","0.30","-1.5","-0.04","131","486","27.0","978","145","38.8","34.7","205","52.2","40.5","510","24","4.7","33","1.00","14.0",
"Nicola Leali","itITA","GK","Genoa","itSerie A","31","1993","29.0","31","3","0","4","3","34.3","0.29","+6.3","+0.22","150","391","38.4","722","112","39.3","33.9","214","50.0","41.1","390","21","5.4","14","0.48","11.2",
"Benjamin Lecomte","frFRA","GK","Montpellier","frLigue 1","33","1991","30.0","68","6","0","5","3","57.3","0.31","-5.7","-0.20","177","449","39.4","814","115","42.5","36.2","184","56.0","42.4","408","20","4.9","26","0.90","14.3",
"Bernd Leno","deGER","GK","Fulham","engPremier League","32","1992","38.0","54","3","0","6","2","48.9","0.29","-3.1","-0.08","141","367","38.4","1231","167","22.7","28.9","172","51.2","41.9","507","23","4.5","33","0.87","13.3",
"Donovan Léon","gfGUF","GK","Auxerre","frLigue 1","31","1992","32.0","48","5","0","7","3","55.8","0.32","+10.8","+0.34","213","649","32.8","935","173","53.0","42.0","195","78.5","56.4","518","28","5.4","39","1.22","14.6",
"Anthony Lopes","ptPOR","GK","Nantes","frLigue 1","33","1990","17.4","26","4","0","1","1","25.6","0.32","+0.6","+0.03","89","257","34.6","451","56","40.4","35.8","96","78.1","49.4","308","16","5.2","8","0.46","11.0",
"Pau López","esESP","GK","Girona","esLa Liga","29","1994","0.5","2","0","0","0","0","1.3","0.44","-0.7","-1.33","4","9","44.4","17","2","35.3","35.8","7","42.9","38.7","17","3","17.6","1","2.00","9.8",
"Joe Lumley","engENG","GK","Southampton","engPremier League","29","1995","3.0","7","0","0","1","0","7.7","0.39","+0.7","+0.22","15","50","30.0","135","14","34.1","30.0","15","26.7","24.0","56","2","3.6","7","2.33","18.0",
"Andriy Lunin","uaUKR","GK","Real Madrid","esLa Liga","25","1999","7.0","7","0","0","0","0","6.4","0.32","-0.6","-0.09","21","42","50.0","155","29","20.0","26.9","45","24.4","30.6","61","2","3.3","12","1.71","14.9",
"Mike Maignan","frFRA","GK","Milan","itSerie A","29","1995","36.6","41","1","1","3","3","36.8","0.26","-1.2","-0.03","118","306","38.6","1355","174","17.4","27.8","194","36.1","38.6","447","26","5.8","68","1.86","18.7",
"Radosław Majecki","plPOL","GK","Monaco","frLigue 1","24","1999","15.0","22","2","1","1","0","21.1","0.31","-0.9","-0.06","27","112","24.1","320","76","26.6","30.5","87","31.0","32.8","154","14","9.1","18","1.20","14.0",
"Giorgi Mamardashvili","geGEO","GK","Valencia","esLa Liga","23","2000","34.0","48","5","0","4","3","46.1","0.30","+1.1","+0.03","141","449","31.4","859","134","36.0","34.5","219","63.9","49.6","472","33","7.0","38","1.12","14.3",
"Steve Mandanda","frFRA","GK","Rennes","frLigue 1","39","1985","16.5","23","2","0","2","2","17.0","0.29","-4.0","-0.24","61","180","33.9","426","66","33.6","32.7","73","50.7","41.6","175","7","4.0","21","1.27","15.7",
"Christos Mandas","grGRE","GK","Lazio","itSerie A","22","2001","9.0","7","0","0","1","0","7.9","0.29","+0.9","+0.10","42","124","33.9","308","36","36.4","35.9","25","48.0","41.8","130","20","15.4","22","2.44","16.8",
"Unai Marrero","esESP","GK","Real Sociedad","esLa Liga","22","2001","2.0","3","0","0","0","0","3.5","0.22","+0.5","+0.26","7","16","43.8","41","11","24.4","28.3","15","40.0","35.1","21","1","4.8","3","1.50","16.8",
"Emiliano Martínez","arARG","GK","Aston Villa","engPremier League","31","1992","35.5","45","1","1","2","0","45.8","0.32","+0.8","+0.02","162","420","38.6","1208","132","26.3","30.4","172","59.3","46.3","498","56","11.2","35","0.99","13.7",
"Josep Martinez","esESP","GK","Inter","itSerie A","26","1998","5.0","3","0","0","0","0","4.1","0.31","+1.1","+0.23","23","51","45.1","216","15","20.4","28.6","25","28.0","32.1","81","3","3.7","3","0.60","15.8",
"Andrea Mazza","itITA","GK","Monza","itSerie A","20","2004","0.1","0","0","0","0","0","0.0","","0.0","0.00","1","2","50.0","5","1","20.0","24.0","2","50.0","40.0","1","0","0.0","0","0.00","",
"Alex McCarthy","engENG","GK","Southampton","engPremier League","34","1989","5.0","13","2","0","1","0","12.6","0.29","-0.4","-0.07","24","52","46.2","132","29","33.3","29.5","23","34.8","30.7","74","8","10.8","0","0.00","6.5",
"Alex Meret","itITA","GK","Napoli","itSerie A","27","1997","33.4","25","1","1","0","2","25.3","0.27","+2.3","+0.07","88","214","41.1","1041","117","15.4","27.7","181","29.8","34.9","378","21","5.6","47","1.41","16.5",
"Alexander Meyer","deGER","GK","Dortmund","deBundesliga","33","1991","2.0","4","0","0","0","0","4.0","0.36","0.0","0.00","8","33","24.2","76","3","35.5","34.8","7","85.7","63.6","24","1","4.2","2","1.00","14.8",
"Vanja Milinković-Savić","rsSRB","GK","Torino","itSerie A","27","1997","37.0","42","3","1","7","2","51.4","0.27","+11.4","+0.31","223","702","31.8","1352","191","40.0","37.6","271","59.4","51.1","585","37","6.3","46","1.24","13.7",
"Lorenzo Montipò","itITA","GK","Hellas Verona","itSerie A","28","1996","36.0","64","2","0","6","1","50.8","0.31","-12.2","-0.34","210","720","29.2","760","91","59.9","43.6","298","88.9","59.3","498","30","6.0","23","0.64","11.6",
"Florian Müller","deGER","GK","Freiburg","deBundesliga","26","1997","8.4","16","2","0","3","1","11.6","0.35","-3.4","-0.41","54","166","32.5","267","28","44.9","37.1","57","80.7","57.7","104","6","5.8","9","1.08","13.4",
"Kevin Müller","deGER","GK","Heidenheim","deBundesliga","33","1991","32.7","64","6","0","7","0","59.3","0.33","-4.7","-0.14","152","428","35.5","1031","153","31.4","33.8","271","38.4","38.3","453","21","4.6","20","0.61","12.0",
"Marius Müller","deGER","GK","Wolfsburg","deBundesliga","31","1993","5.3","5","0","0","2","0","7.6","0.33","+2.6","+0.49","37","97","38.1","184","29","39.1","36.6","34","73.5","51.4","99","9","9.1","3","0.57","11.7",
"Arijanet Muric","xkKVX","GK","Ipswich Town","engPremier League","25","1998","18.0","33","3","0","2","0","31.4","0.29","-1.6","-0.09","76","229","33.2","534","94","29.6","30.3","94","75.5","54.6","249","39","15.7","20","1.11","12.2",
