Name, Nation, Position, Club, League, Age, YearBorn,90s,CrdY, CrdR,2CrdY,FoulsCommitted, FoulsDrawn, Offsides,Crosses,Ints,TklW,PKWon,PKCon,OG,BallRecoveries,AerialsWon,AerialsLost,AerialsWon%,Matches
"Mohamed Achi","frFRA","FW","Nantes","frLigue 1","20","2002","0.4","0","0","0","2","0","0","1","0","1","0","0","0","2","0","0","",
"Marcos Acuña","arARG","DF","Sevilla","esLa Liga","30","1991","21.2","10","3","0","32","34","1","147","23","36","0","1","0","141","30","18","62.5",
"Che Adams","sctSCO","FW","Southampton","engPremier League","26","1996","22.1","1","0","0","38","27","14","12","4","13","0","0","0","53","61","103","37.2",
"Tyler Adams","usUSA","MF","Leeds United","engPremier League","23","1999","24.0","6","1","1","37","21","1","2","35","46","0","0","0","199","25","15","62.5",
"Sargis Adamyan","amARM","FW,MF","Köln","deBundesliga","29","1993","7.2","3","0","0","17","6","4","13","4","7","0","0","0","40","12","25","32.4",
"Tosin Adarabioyo","engENG","DF","Fulham","engPremier League","24","1997","23.2","4","0","0","17","5","3","2","26","13","0","0","0","110","59","26","69.4",
"Martin Adeline","frFRA","MF,FW","Reims","frLigue 1","18","2003","1.2","2","0","0","5","0","0","0","3","3","0","0","0","11","6","5","54.5",
"Karim Adeyemi","deGER","FW,MF","Dortmund","deBundesliga","20","2002","15.4","9","0","0","21","30","1","25","7","11","0","0","0","66","10","4","71.4",
"Amine Adli","maMAR","FW,MF","Leverkusen","deBundesliga","22","2000","15.9","2","2","0","39","47","4","18","6","10","2","1","0","61","29","41","41.4",
"Yacine Adli","frFRA","MF,FW","Milan","itSerie A","22","2000","1.6","1","0","0","4","1","1","6","1","3","0","0","0","8","1","3","25.0",
"Michel Aebischer","chSUI","FW,MF","Bologna","itSerie A","25","1997","17.1","4","0","0","22","22","7","21","7","6","1","1","0","68","10","25","28.6",
"Felix Afena-Gyan","ghGHA","FW,MF","Cremonese","itSerie A","19","2003","9.1","4","0","0","18","11","6","4","1","3","0","0","0","39","17","42","28.8",
"Emmanuel Agbadou","ciCIV","DF","Reims","frLigue 1","25","1997","26.5","5","3","0","29","6","0","2","32","49","0","1","1","248","60","36","62.5",
"Julen Agirrezabala","esESP","GK","Athletic Club","esLa Liga","21","2000","7.5","0","0","0","0","0","0","0","0","0","0","0","0","14","1","0","100.0",
"Lucien Agoume","frFRA","MF","Troyes","frLigue 1","20","2002","12.2","5","0","0","30","8","1","9","27","25","0","0","0","84","31","18","63.3",
"Felix Agu","ngNGA","DF,FW","Werder Bremen","deBundesliga","22","1999","0.5","0","0","0","3","3","0","1","0","0","0","1","0","3","1","1","50.0",
"Álvaro Aguado","esESP","MF","Valladolid","esLa Liga","26","1996","21.0","4","0","0","13","33","0","57","13","15","0","1","0","130","15","17","46.9",
"Kevin Agudelo","coCOL","MF,FW","Spezia","itSerie A","23","1998","23.7","5","0","0","34","35","2","34","10","38","0","0","0","140","17","27","38.6",
"Nayef Aguerd","maMAR","DF","West Ham","engPremier League","26","1996","17.7","4","0","0","8","8","2","0","18","18","0","1","0","105","32","31","50.8",
"Ruben Aguilar","frFRA","DF","Monaco","frLigue 1","29","1993","13.0","3","0","0","15","14","1","39","18","9","0","0","0","80","12","14","46.2",
"Naouirou Ahamada","frFRA","MF,FW","Crystal Palace","engPremier League","20","2002","1.0","1","0","0","2","0","2","2","0","2","0","0","0","8","0","1","0.0",
"Naouirou Ahamada","frFRA","MF","Stuttgart","deBundesliga","20","2002","15.5","4","1","1","16","17","1","6","8","11","0","1","0","88","7","16","30.4",
"Amar Ahmed","seSWE","FW","Troyes","frLigue 1","18","2004","0.2","0","0","0","1","1","0","0","1","1","0","0","0","2","0","3","0.0",
"Jean-Eudes Aholou","ciCIV","MF","Strasbourg","frLigue 1","28","1994","14.4","4","1","0","39","23","1","5","24","20","0","0","0","91","26","18","59.1",
"Joseph Aidoo","ghGHA","DF","Celta Vigo","esLa Liga","26","1995","34.7","6","1","1","18","18","0","2","31","36","0","1","0","214","63","63","50.0",
"Ola Aina","ngNGA","DF","Torino","itSerie A","25","1996","9.7","5","0","0","16","16","1","35","11","13","0","1","0","62","12","10","54.5",
"Rayan Aït-Nouri","dzALG","DF","Wolves","engPremier League","21","2001","12.0","4","0","0","15","11","3","21","9","20","0","1","1","61","14","17","45.2",
"Emanuel Aiwum","atAUT","DF","Cremonese","itSerie A","21","2000","18.4","3","0","0","21","15","0","4","25","34","0","0","0","121","28","17","62.2",
"Kristoffer Ajer","noNOR","DF","Brentford","engPremier League","24","1998","8.5","0","0","0","5","8","0","6","7","8","0","1","0","36","15","11","57.7",
"Ludovic Ajorque","frFRA","FW","Strasbourg","frLigue 1","28","1994","8.6","1","0","0","14","8","1","0","2","4","0","0","0","21","50","33","60.2",
"Ludovic Ajorque","frFRA","FW,MF","Mainz 05","deBundesliga","28","1994","13.5","5","0","0","23","19","5","4","1","5","0","0","0","50","91","85","51.7",
"Manuel Akanji","chSUI","DF","Manchester City","engPremier League","27","1995","25.4","2","0","0","24","12","0","6","16","25","0","0","0","136","23","34","40.4",
"Nathan Aké","nlNED","DF","Manchester City","engPremier League","27","1995","20.8","2","0","0","12","14","1","15","20","12","0","0","0","96","36","23","61.0",
"Sergio Akieme","esESP","DF","Almería","esLa Liga","24","1997","25.5","5","0","0","20","18","0","70","14","16","0","0","0","127","14","15","48.3",
"Babatunde Akinsola","ngNGA","FW","Valladolid","esLa Liga","19","2003","0.1","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","",
"Maghnes Akliouche","frFRA","MF,FW","Monaco","frLigue 1","20","2002","4.5","3","0","0","7","4","1","10","3","4","0","0","0","23","2","6","25.0",
"Paul Akouokou","ciCIV","MF,DF","Betis","esLa Liga","24","1997","5.0","3","0","0","7","4","0","0","12","9","0","0","0","27","6","7","46.2",
"Jean-Daniel Akpa-Akpro","ciCIV","MF,FW","Empoli","itSerie A","29","1992","15.1","9","2","1","31","18","0","11","13","37","0","0","0","76","16","18","47.1",
"Kevin Akpoguma","ngNGA","DF","Hoffenheim","deBundesliga","27","1995","21.7","11","0","0","33","19","0","8","24","44","0","0","0","131","57","45","55.9",
"David Alaba","atAUT","DF","Real Madrid","esLa Liga","30","1992","20.4","3","0","0","9","3","0","26","14","11","0","1","0","94","11","8","57.9",
"Ángel Alarcón","esESP","FW,MF","Barcelona","esLa Liga","18","2004","0.3","0","0","0","2","1","0","1","0","0","0","0","0","1","0","1","0.0",
"Tomás Alarcón","clCHI","MF","Cádiz","esLa Liga","23","1999","2.5","2","1","1","4","3","0","6","2","2","0","0","0","14","3","1","75.0",
"Lucas Alario","arARG","FW,MF","Eint Frankfurt","deBundesliga","29","1992","3.7","0","0","0","9","2","5","0","2","2","0","0","0","10","21","23","47.7",
"Jordi Alba","esESP","DF","Barcelona","esLa Liga","33","1989","15.8","6","1","1","11","4","10","91","11","18","0","0","0","118","8","15","34.8",
"Luis Alberto","esESP","MF","Lazio","itSerie A","29","1992","27.1","4","0","0","15","13","2","147","9","29","0","0","0","162","8","13","38.1",
"Raúl Albiol","esESP","DF","Villarreal","esLa Liga","36","1985","23.5","6","0","0","17","13","1","1","14","17","0","0","0","108","38","25","60.3",
"Marc Albrighton","engENG","FW,MF","Leicester City","engPremier League","32","1989","2.6","0","0","0","2","2","1","28","1","1","0","0","0","13","1","1","50.0",
"Thiago Alcántara","esESP","MF","Liverpool","engPremier League","31","1991","13.9","2","0","0","18","25","0","3","21","24","0","1","0","111","14","24","36.8",
"Carlos Alcaraz","arARG","MF,FW","Southampton","engPremier League","19","2002","11.4","3","0","0","16","17","2","4","1","5","0","0","0","53","7","27","20.6",
"Rubén Alcaraz","esESP","MF","Cádiz","esLa Liga","31","1991","22.7","11","1","1","45","33","0","44","19","31","0","1","0","159","30","29","50.8",
"Omar Alderete","pyPAR","DF","Getafe","esLa Liga","25","1996","22.7","9","0","0","35","10","0","7","26","20","0","0","0","141","61","31","66.3",
"Iván Alejo","esESP","MF,FW","Cádiz","esLa Liga","27","1995","14.6","13","1","1","38","44","2","108","5","21","0","1","0","76","25","17","59.5",
"Doğan Alemdar","trTUR","GK","Rennes","frLigue 1","19","2002","4.5","1","0","0","0","0","0","0","0","0","0","0","0","6","2","0","100.0",
"Carles Aleñá","esESP","MF,FW","Getafe","esLa Liga","24","1998","23.5","12","1","1","60","50","3","43","4","10","0","1","0","120","15","38","28.3",
"Trent Alexander-Arnold","engENG","DF","Liverpool","engPremier League","23","1998","32.5","5","0","0","22","6","5","252","43","40","0","0","0","239","20","13","60.6",
"Alejandro Alfaro","esESP","MF","Elche","esLa Liga","20","2002","0.2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","",
"Ángel Algobia","esESP","MF","Getafe","esLa Liga","23","1999","12.6","3","0","0","31","10","0","11","3","13","0","0","0","68","7","21","25.0",
"Mohamed Ali Cho","frFRA","FW,MF","Real Sociedad","esLa Liga","18","2004","6.5","1","0","0","11","12","3","30","2","10","1","0","0","34","5","15","25.0",
"Faride Alidou","deGER","DF,MF","Eint Frankfurt","deBundesliga","21","2001","2.0","0","0","0","8","1","2","7","1","5","0","0","0","16","2","7","22.2",
"Alisson","brBRA","GK","Liverpool","engPremier League","29","1992","37.0","1","0","0","1","5","0","0","0","0","0","0","0","71","11","1","91.7",
"Jim Allevinah","gaGAB","DF,FW","Clermont Foot","frLigue 1","27","1995","24.9","2","0","0","22","53","1","65","24","24","0","0","0","153","12","17","41.4",
"Dele Alli","engENG","MF","Everton","engPremier League","26","1996","0.4","0","0","0","0","1","0","0","0","0","0","0","0","2","1","2","33.3",
"Domingos André Ribeiro Almeida","ptPOR","MF","Valencia","esLa Liga","22","2000","28.2","3","0","0","31","40","1","127","20","42","0","0","0","161","14","29","32.6",
"Miguel Almirón","pyPAR","FW","Newcastle Utd","engPremier League","28","1994","27.7","2","0","0","22","33","9","26","10","30","0","0","0","139","6","10","37.5",
"Marcos Alonso","esESP","DF","Barcelona","esLa Liga","31","1990","13.0","3","0","0","10","8","0","23","11","10","0","1","0","85","26","10","72.2",
"Mickaël Alphonse","gpGLP","DF","Ajaccio","frLigue 1","33","1989","15.1","2","1","0","19","15","0","27","35","23","0","1","1","89","32","27","54.2",
"Agustín Álvarez","uyURU","FW,MF","Sassuolo","itSerie A","21","2001","4.1","1","0","0","8","4","2","4","3","3","0","0","0","20","8","12","40.0",
"Éder Álvarez Balanta","coCOL","MF,FW","Schalke 04","deBundesliga","29","1993","2.6","3","0","0","5","0","0","2","3","4","0","0","0","18","4","1","80.0",
"Carlos Álvarez","esESP","MF","Sevilla","esLa Liga","18","2003","0.1","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","",
"Gastón Álvarez","uyURU","DF","Getafe","esLa Liga","22","2000","16.7","7","1","0","27","12","0","23","15","30","0","1","0","53","31","31","50.0",
"Julián Álvarez","arARG","FW,MF","Manchester City","engPremier League","22","2000","16.3","0","0","0","21","14","3","26","2","16","1","0","0","44","8","23","25.8",
"Yeray Álvarez","esESP","DF","Athletic Club","esLa Liga","27","1995","25.9","7","1","0","22","22","1","9","48","23","0","2","0","194","55","39","58.5",
"Ibrahim Amadou","frFRA","DF,MF","Angers","frLigue 1","29","1993","4.7","2","0","0","4","3","0","1","10","7","0","2","0","29","6","5","54.5",
"Selim Amallah","maMAR","MF,FW","Valladolid","esLa Liga","25","1996","3.0","2","1","0","10","8","1","2","5","9","0","0","0","10","7","8","46.7",
"Daniel Amartey","ghGHA","DF","Leicester City","engPremier League","27","1994","17.9","1","0","0","7","3","0","0","8","8","0","1","0","108","34","26","56.7",
"Amath","snSEN","MF,FW","Mallorca","esLa Liga","26","1996","13.6","2","1","0","35","24","7","16","5","19","1","0","0","62","8","19","29.6",
"Jordan Amavi","frFRA","DF","Getafe","esLa Liga","28","1994","2.2","2","1","1","3","2","1","6","4","2","0","0","0","15","8","3","72.7",
"Lukáš Ambros","czCZE","MF","Wolfsburg","deBundesliga","18","2004","0.2","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","",
"Kelvin Amian","frFRA","DF","Spezia","itSerie A","24","1998","26.4","7","1","1","37","5","1","39","22","32","0","2","0","107","34","35","49.3",
"Bruno Amione","arARG","DF","Hellas Verona","itSerie A","20","2002","0.6","1","0","0","3","0","0","0","0","1","0","0","0","5","1","0","100.0",
"Bruno Amione","arARG","DF","Sampdoria","itSerie A","20","2002","23.2","10","1","1","24","16","0","5","25","33","0","1","0","121","68","43","61.3",
"Nadiem Amiri","deGER","MF,FW","Leverkusen","deBundesliga","25","1996","10.9","6","0","0","14","25","4","16","6","6","0","0","0","75","1","10","9.1",
"Samuel Amo-Ameyaw","engENG","MF","Southampton","engPremier League","16","2006","0.0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0.0",
"Ethan Ampadu","wlsWAL","DF,MF","Spezia","itSerie A","21","2000","29.3","10","1","1","44","20","1","11","36","37","0","2","0","203","61","40","60.4",
"Sofyan Amrabat","maMAR","MF","Fiorentina","itSerie A","25","1996","22.2","11","0","0","54","28","0","26","21","24","0","2","0","157","11","13","45.8",
"Ayoub Amraoui","maMAR","DF,FW","Nice","frLigue 1","18","2004","3.3","1","0","0","5","2","0","14","4","5","0","0","0","12","0","1","0.0",
"Joachim Andersen","dkDEN","DF","Crystal Palace","engPremier League","26","1996","30.9","8","0","0","27","16","2","10","24","22","0","0","2","180","87","34","71.9",
"Elliot Anderson","engENG","MF,FW","Newcastle Utd","engPremier League","19","2002","4.6","0","0","0","6","10","1","9","6","5","0","0","0","29","11","5","68.8",
"Felipe Anderson","brBRA","FW","Lazio","itSerie A","29","1993","32.9","3","0","0","40","33","7","50","31","50","1","0","0","142","14","21","40.0",
"Benjamin André","frFRA","MF","Lille","frLigue 1","31","1990","32.4","12","0","0","57","39","1","14","47","74","1","0","0","278","91","61","59.9",
"Marcos André","brBRA","FW,MF","Valencia","esLa Liga","25","1996","5.0","2","1","0","9","12","1","1","0","1","0","0","0","9","10","15","40.0",
"Komnen Andrić","rsSRB","FW","Clermont Foot","frLigue 1","27","1995","16.1","4","0","0","16","41","7","1","8","5","1","1","0","37","45","59","43.3",
"Robert Andrich","deGER","MF","Leverkusen","deBundesliga","27","1994","26.7","7","0","0","35","20","0","4","42","38","0","0","1","153","56","43","56.6",
"Angeliño","esESP","DF","Hoffenheim","deBundesliga","25","1997","29.1","2","0","0","12","29","7","179","25","24","0","0","0","148","15","27","35.7",
"Fabrizio Angileri","arARG","DF","Getafe","esLa Liga","28","1994","6.5","2","1","0","7","1","0","12","7","9","0","1","0","19","17","10","63.0",
"Jaidon Anthony","engENG","MF,FW","Bournemouth","engPremier League","22","1999","14.0","2","0","0","9","12","5","43","10","17","0","0","0","80","10","12","45.5",
"Janis Antiste","frFRA","FW","Sassuolo","itSerie A","19","2002","0.6","0","0","0","4","0","0","0","0","0","0","0","0","4","2","1","66.7",
"Waldemar Anton","deGER","DF","Stuttgart","deBundesliga","26","1996","32.6","4","0","0","31","31","1","31","38","27","0","0","0","231","55","50","52.4",
"Josep Antoni Gayá","esESP","DF,MF","Mallorca","esLa Liga","22","2000","1.1","0","0","0","0","0","0","0","1","0","0","0","0","5","1","1","50.0",
"José Antonio","esESP","MF,DF","Cádiz","esLa Liga","18","2004","0.5","0","0","0","0","4","0","1","0","1","0","0","0","2","0","0","",
"Marcos Antônio","brBRA","MF","Lazio","itSerie A","22","2000","6.6","2","0","0","9","15","0","0","11","6","0","0","0","42","0","4","0.0",
"Michail Antonio","jmJAM","FW","West Ham","engPremier League","32","1990","20.3","2","0","0","28","44","12","35","5","7","0","1","0","43","50","88","36.2",
"Antony","brBRA","FW","Manchester Utd","engPremier League","22","2000","20.0","5","0","0","15","25","2","32","11","9","0","0","0","99","5","19","20.8",
"Valentin Antov","bgBUL","DF","Monza","itSerie A","21","2000","3.4","2","0","0","4","2","0","2","4","5","0","0","0","24","6","11","35.3",
"Christopher Antwi-Adjei","ghGHA","FW,MF","Bochum","deBundesliga","28","1994","22.0","2","0","0","24","40","15","63","5","15","1","0","0","109","16","45","26.2",
"Anuar","maMAR","MF,FW","Valladolid","esLa Liga","27","1995","2.3","1","0","0","3","6","1","1","3","4","0","0","0","10","2","5","28.6",
"Houssem Aouar","dzALG","MF","Lyon","frLigue 1","24","1998","5.8","2","0","0","7","5","0","6","8","5","0","0","0","35","6","4","60.0",
"Adil Aouchiche","frFRA","MF","Lorient","frLigue 1","20","2002","2.8","0","0","0","4","5","0","17","4","2","0","0","0","14","0","3","0.0",
"Dennis Appiah","frFRA","DF,MF","Nantes","frLigue 1","30","1992","8.8","1","0","0","16","1","1","21","10","11","0","1","0","50","16","16","50.0",
"Stredair Appuah","frFRA","DF,MF","Nantes","frLigue 1","18","2004","0.7","0","0","0","0","2","0","2","1","1","0","0","0","5","1","3","25.0",
"Mauro Arambarri","uyURU","MF","Getafe","esLa Liga","26","1995","11.0","5","1","1","21","11","0","42","14","6","0","0","1","63","15","12","55.6",
"Charles Aránguiz","clCHI","MF","Leverkusen","deBundesliga","33","1989","5.5","1","0","0","7","10","0","12","7","7","0","0","0","33","2","7","22.2",
"Ronald Araújo","uyURU","DF","Barcelona","esLa Liga","23","1999","20.0","5","1","0","16","17","1","5","12","18","0","0","1","94","46","27","63.0",
"Cameron Archer","engENG","FW,MF","Aston Villa","engPremier League","21","2001","0.5","0","0","0","2","1","1","1","0","0","0","0","0","2","0","0","",
"Taïryk Arconte","frFRA","FW","Brest","frLigue 1","18","2003","1.4","0","0","0","1","2","1","1","0","1","0","0","0","3","3","3","50.0",
"Alphonse Areola","frFRA","GK","West Ham","engPremier League","29","1993","3.4","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","",
"Adu Ares","esESP","FW,MF","Athletic Club","esLa Liga","20","2001","0.9","0","0","0","2","8","0","8","2","2","0","0","0","7","3","0","100.0",
"Joe Aribo","ngNGA","MF,FW","Southampton","engPremier League","26","1996","13.6","2","0","0","10","13","0","8","10","20","0","0","0","76","30","43","41.1",
"Adam Armstrong","engENG","FW,MF","Southampton","engPremier League","25","1997","14.8","2","0","0","17","9","2","14","5","9","0","0","0","54","5","21","19.2",
"Stuart Armstrong","sctSCO","MF,FW","Southampton","engPremier League","30","1992","15.6","6","0","0","17","20","1","37","10","21","0","0","0","83","6","8","42.9",
"Marko Arnautović","atAUT","FW","Bologna","itSerie A","33","1989","17.0","5","0","0","22","20","11","9","2","6","0","0","0","36","10","12","45.5",
"Maximilian Arnold","deGER","MF","Wolfsburg","deBundesliga","28","1994","30.7","5","0","0","33","64","0","154","26","31","0","0","1","225","30","30","50.0",
"Mohamed El Arouch","frFRA","MF","Lyon","frLigue 1","18","2004","0.0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","",
"Sergio Arribas","esESP","MF,FW","Real Madrid","esLa Liga","20","2001","0.2","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","",
"Kepa Arrizabalaga","esESP","GK","Chelsea","engPremier League","27","1994","28.5","1","0","0","0","8","0","0","1","2","0","0","0","42","11","1","91.7",
"Roberto Arroyo","esESP","MF","Valladolid","esLa Liga","18","2003","0.2","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","",
"Tolgay Arslan","deGER","MF","Udinese","itSerie A","31","1990","13.5","3","0","0","15","35","0","28","12","18","0","0","0","78","8","4","66.7",
"Ricard Artero","esESP","MF,FW","Girona","esLa Liga","19","2003","1.5","0","0","0","2","1","0","0","1","3","0","0","0","8","2","2","50.0",
"Santiago Arzamendia","pyPAR","DF,MF","Cádiz","esLa Liga","24","1998","5.4","0","0","0","4","2","1","14","2","8","0","0","0","46","6","6","50.0",
"Takuma Asano","jpJPN","FW,MF","Bochum","deBundesliga","27","1994","19.0","1","0","0","10","24","7","28","8","9","0","0","0","82","19","28","40.4",
"Santiago Ascacíbar","arARG","MF","Cremonese","itSerie A","25","1997","8.1","1","0","0","11","9","0","5","13","14","0","0","0","62","10","20","33.3",
"Sergio Asenjo","esESP","GK","Valladolid","esLa Liga","33","1989","10.0","0","0","0","0","4","0","0","0","0","0","0","0","22","0","0","",
"Marco Asensio","esESP","FW,MF","Real Madrid","esLa Liga","26","1996","16.0","1","0","0","10","16","4","82","5","10","1","1","0","45","3","2","60.0",
"Kristoffer Askildsen","noNOR","MF","Lecce","itSerie A","21","2001","8.1","3","0","0","20","7","1","19","11","3","0","1","0","45","21","19","52.5",
"Fisnik Asllani","xkKVX","FW","Hoffenheim","deBundesliga","19","2002","1.9","0","0","0","2","3","2","3","3","0","0","0","0","4","6","7","46.2",
"Kristjan Asllani","alALB","MF","Inter","itSerie A","20","2002","6.6","2","0","0","5","7","0","21","6","5","0","0","0","37","0","4","0.0",
"Iago Aspas","esESP","FW","Celta Vigo","esLa Liga","34","1987","31.9","6","0","0","16","59","12","45","7","4","0","0","0","103","31","45","40.8",
"Lorenz Assignon","tgTOG","DF","Rennes","frLigue 1","22","2000","2.9","3","0","0","4","4","0","4","2","2","0","0","0","19","8","4","66.7",
"Youcef Atal","dzALG","DF,MF","Nice","frLigue 1","26","1996","8.7","1","0","0","9","15","3","40","14","22","0","0","0","51","9","7","56.3",
"Valentin Atangana Edoa","frFRA","MF","Reims","frLigue 1","16","2005","1.9","0","0","0","7","8","2","1","0","3","0","0","0","10","3","0","100.0",
"Pierre-Emerick Aubameyang","gaGAB","FW","Chelsea","engPremier League","33","1989","6.2","1","0","0","5","1","0","3","2","0","0","0","0","11","3","11","21.4",
"Pierre-Emerick Aubameyang","gaGAB","FW","Barcelona","esLa Liga","33","1989","0.1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","",
"Emil Audero","idIDN","GK","Sampdoria","itSerie A","25","1997","25.0","1","0","0","0","2","0","0","0","0","0","0","1","41","6","0","100.0",
"Tommaso Augello","itITA","DF","Sampdoria","itSerie A","27","1994","34.0","3","0","0","14","26","1","170","17","14","0","1","0","183","38","32","54.3",
"Ludwig Augustinsson","seSWE","DF","Aston Villa","engPremier League","28","1994","0.9","1","0","0","1","3","0","5","0","1","0","0","0","9","4","1","80.0",
"Ludwig Augustinsson","seSWE","DF","Mallorca","esLa Liga","28","1994","1.5","0","0","0","1","1","0","6","1","1","0","0","0","13","4","1","80.0",
"Carlos Augusto","brBRA","DF","Monza","itSerie A","23","1999","34.3","4","0","0","41","19","6","54","24","38","0","0","0","157","57","33","63.3",
"Serge Aurier","ciCIV","DF","Nott'ham Forest","engPremier League","29","1992","21.6","2","0","0","18","19","0","40","29","41","0","0","0","126","46","32","59.0",
"Mathias Autret","frFRA","MF,FW","Auxerre","frLigue 1","31","1991","14.3","0","0","0","7","4","2","65","12","10","0","0","0","73","5","13","27.8",
"Ezequiel Ávila","arARG","FW,MF","Osasuna","esLa Liga","28","1994","19.0","7","1","0","25","35","14","81","8","5","0","0","0","54","35","50","41.2",
"Cédric Avinel","gpGLP","DF","Ajaccio","frLigue 1","35","1986","19.9","2","1","0","12","2","0","0","15","7","0","2","0","93","38","15","71.7",
"Taiwo Awoniyi","ngNGA","FW","Nott'ham Forest","engPremier League","24","1997","15.6","2","0","0","24","19","15","3","4","10","0","0","0","56","20","61","24.7",
"Yasin Ayari","seSWE","MF","Brighton","engPremier League","18","2003","0.7","0","0","0","0","3","0","0","0","2","0","0","0","3","0","1","0.0",
"Mehmet Aydin","deGER","DF,FW","Schalke 04","deBundesliga","20","2002","6.3","0","0","0","6","6","0","23","10","18","0","0","0","49","13","17","43.3",
"André Ayew","ghGHA","FW,MF","Nott'ham Forest","engPremier League","32","1989","3.5","1","0","0","3","8","1","1","0","3","0","0","0","9","14","22","38.9",
"Jordan Ayew","ghGHA","FW,MF","Crystal Palace","engPremier League","30","1991","30.2","5","0","0","48","90","4","43","15","41","0","0","0","166","50","92","35.2",
"Kaan Ayhan","trTUR","DF","Sassuolo","itSerie A","27","1994","6.1","1","0","0","4","8","0","0","5","4","0","0","0","28","2","7","22.2",
"Luke Ayling","engENG","DF","Leeds United","engPremier League","30","1991","22.8","3","0","0","15","35","1","62","26","37","0","1","0","152","47","57","45.2",
"Ayman Azhil","maMAR","MF","Leverkusen","deBundesliga","21","2001","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Sardar Azmoun","irIRN","FW,MF","Leverkusen","deBundesliga","27","1995","10.3","1","0","0","17","1","8","0","2","3","1","0","0","33","22","46","32.4",
"César Azpilicueta","esESP","DF","Chelsea","engPremier League","32","1989","17.0","3","0","0","27","7","2","26","19","25","0","0","1","59","29","19","60.4",
"Sanoussy Ba","deGER","DF","RB Leipzig","deBundesliga","18","2004","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Iddrisu Baba","ghGHA","MF,DF","Mallorca","esLa Liga","26","1996","18.9","5","0","0","31","30","0","0","11","17","0","0","0","122","37","28","56.9",
"Srđan Babić","rsSRB","DF","Almería","esLa Liga","26","1996","33.3","5","0","0","24","9","2","2","29","18","0","0","0","136","71","46","60.7",
