Name, Nation, Position, Club, League, Age, YearBorn,90s,CrdY, CrdR,2CrdY,FoulsCommitted, FoulsDrawn, Offsides,Crosses,Ints,TklW,PKWon,PKCon,OG,BallRecoveries,AerialsWon,AerialsLost,AerialsWon%,Matches
"Sergio Agüero","arARG","FW","Barcelona","esLa Liga","33","1988","1.7","0","0","0","1","2","1","3","0","1","0","0","0","3","3","2","60.0",
"Ruben Aguilar","frFRA","DF","Monaco","frLigue 1","28","1993","23.8","4","0","0","32","29","1","64","44","53","0","0","1","157","33","40","45.2",
"Álvaro Aguirre","esESP","FW","Rayo Vallecano","esLa Liga","21","2000","0.1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","",
"Naouirou Ahamada","frFRA","MF,DF","Stuttgart","deBundesliga","19","2002","0.7","0","0","0","2","1","0","0","0","0","0","0","0","4","1","3","25.0",
"Anel Ahmedhodžić","baBIH","DF","Bordeaux","frLigue 1","22","1999","15.0","6","0","0","21","10","0","6","22","26","0","0","0","108","18","13","58.1",
"Jean-Eudes Aholou","ciCIV","MF","Strasbourg","frLigue 1","27","1994","11.2","2","0","0","21","20","0","6","19","9","0","0","0","77","14","5","73.7",
"Joseph Aidoo","ghGHA","DF","Celta Vigo","esLa Liga","25","1995","29.3","1","0","0","10","18","1","3","38","26","0","0","1","164","62","47","56.9",
"Ola Aina","ngNGA","DF","Torino","itSerie A","24","1996","16.0","4","0","0","18","28","1","34","28","19","0","0","0","101","17","25","40.5",
"Rayan Aït-Nouri","dzALG","DF,MF","Wolves","engPremier League","20","2001","20.3","4","0","0","14","20","3","96","22","36","1","0","0","128","17","13","56.7",
"Kristoffer Ajer","noNOR","DF","Brentford","engPremier League","23","1998","22.2","5","0","0","12","16","0","17","26","18","0","0","0","109","49","31","61.3",
"Ludovic Ajorque","frFRA","FW","Strasbourg","frLigue 1","27","1994","30.4","5","1","0","40","36","14","17","8","25","2","0","1","86","127","102","55.5",
"Manuel Akanji","chSUI","DF","Dortmund","deBundesliga","26","1995","25.1","3","0","0","19","24","1","3","35","23","0","0","1","164","51","35","59.3",
"Carlos Akapo","gqEQG","DF","Cádiz","esLa Liga","28","1993","20.5","4","0","0","23","25","2","45","51","31","0","1","0","112","37","32","53.6",
"Marley Aké","frFRA","FW,MF","Juventus","itSerie A","20","2001","0.9","1","0","0","6","2","0","1","1","0","0","0","0","3","1","0","100.0",
"Nathan Aké","nlNED","DF","Manchester City","engPremier League","26","1995","10.3","0","0","0","9","2","0","1","8","9","0","0","0","43","37","12","75.5",
"Ilias Akhomach","maMAR","FW","Barcelona","esLa Liga","17","2004","1.4","0","0","0","3","4","0","6","0","0","0","0","0","11","1","2","33.3",
"Maghnes Akliouche","frFRA","MF,FW","Monaco","frLigue 1","19","2002","0.6","1","0","0","4","1","1","1","0","0","0","0","0","2","1","2","33.3",
"Paul Akouokou","ciCIV","MF","Betis","esLa Liga","23","1997","5.7","2","1","0","13","2","0","1","11","9","0","0","0","42","6","2","75.0",
"Jean-Daniel Akpa-Akpro","ciCIV","MF","Lazio","itSerie A","28","1992","3.5","1","0","0","13","8","0","0","2","10","0","1","0","13","4","4","50.0",
"Kevin Akpoguma","ngNGA","DF,FW","Hoffenheim","deBundesliga","26","1995","17.0","5","0","0","25","23","4","31","20","19","0","1","0","100","17","20","45.9",
"David Alaba","atAUT","DF","Real Madrid","esLa Liga","29","1992","29.4","2","0","0","16","6","2","40","22","13","0","0","0","141","14","22","38.9",
"Sofiane Alakouch","maMAR","DF,MF","Metz","frLigue 1","23","1998","1.8","1","0","0","5","7","0","2","1","4","0","0","0","6","0","1","0.0",
"Tomás Alarcón","clCHI","MF","Cádiz","esLa Liga","22","1999","15.8","5","0","0","19","9","1","64","30","20","0","2","0","107","15","19","44.1",
"Lucas Alario","arARG","FW","Leverkusen","deBundesliga","28","1992","7.3","2","0","0","8","8","7","1","1","5","1","0","0","13","19","23","45.2",
"Jordi Alba","esESP","DF","Barcelona","esLa Liga","32","1989","29.4","11","0","0","26","19","11","121","33","34","0","0","0","214","13","23","36.1",
"Josué Albert","gfGUF","DF","Clermont Foot","frLigue 1","29","1992","0.2","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","",
"Luis Alberto","esESP","MF","Lazio","itSerie A","28","1992","26.1","5","0","0","13","26","1","143","13","17","0","0","0","136","6","12","33.3",
"Raúl Albiol","esESP","DF","Villarreal","esLa Liga","35","1985","27.4","8","0","0","18","12","2","3","21","15","0","0","0","137","41","27","60.3",
"Marc Albrighton","engENG","FW,DF","Leicester City","engPremier League","31","1989","12.6","3","0","0","6","13","2","78","14","19","0","0","0","65","4","13","23.5",
"Paco Alcácer","esESP","FW","Villarreal","esLa Liga","27","1993","8.7","1","0","0","5","7","8","1","6","3","0","0","0","28","10","25","28.6",
"Thiago Alcántara","esESP","MF","Liverpool","engPremier League","30","1991","17.0","2","0","0","19","13","0","4","26","29","0","0","0","126","31","12","72.1",
"Rubén Alcaraz","esESP","MF","Cádiz","esLa Liga","30","1991","12.3","7","0","0","30","35","1","23","13","20","0","1","0","86","22","23","48.9",
"Omar Alderete","pyPAR","DF","Valencia","esLa Liga","24","1996","26.7","15","0","0","42","7","0","4","35","34","0","2","0","158","69","39","63.9",
"Iván Alejo","esESP","MF,FW","Cádiz","esLa Liga","26","1995","11.8","7","0","0","37","33","5","97","8","15","0","1","0","74","11","12","47.8",
"Doğan Alemdar","trTUR","GK","Rennes","frLigue 1","18","2002","12.0","1","0","0","0","0","0","0","0","0","0","0","0","18","1","0","100.0",
"Carles Aleñá","esESP","MF","Getafe","esLa Liga","23","1998","25.8","6","1","0","50","37","1","44","15","19","0","0","0","129","13","25","34.2",
"Trent Alexander-Arnold","engENG","DF","Liverpool","engPremier League","22","1998","31.7","2","0","0","12","7","11","273","43","23","0","0","0","235","15","13","53.6",
"Mohamed Ali Cho","frFRA","FW","Angers","frLigue 1","17","2004","20.4","6","2","2","32","44","10","23","8","5","0","0","0","61","15","59","20.3",
"Alisson","brBRA","GK","Liverpool","engPremier League","28","1992","36.0","0","0","0","0","2","0","0","0","1","0","0","1","80","15","1","93.8",
"Allan","brBRA","MF","Everton","engPremier League","30","1991","24.3","7","1","0","30","22","0","10","23","44","1","0","0","191","11","15","42.3",
"Jim Allevinah","gaGAB","FW","Clermont Foot","frLigue 1","26","1995","16.5","1","0","0","16","34","2","34","6","13","0","1","0","65","16","23","41.0",
"Dele Alli","engENG","MF","Tottenham","engPremier League","25","1996","7.3","1","0","0","12","11","2","5","6","8","1","0","0","40","7","11","38.9",
"Dele Alli","engENG","MF,FW","Everton","engPremier League","25","1996","3.8","3","0","0","9","7","2","1","6","2","0","0","0","24","9","8","52.9",
"Miguel Almirón","pyPAR","MF,FW","Newcastle Utd","engPremier League","27","1994","19.1","2","0","0","17","25","9","20","20","29","0","0","0","96","5","14","26.3",
"Marcos Alonso","esESP","DF","Chelsea","engPremier League","30","1990","24.1","8","0","0","25","28","3","149","43","29","0","1","0","139","40","28","58.8",
"Giorgio Altare","itITA","DF","Cagliari","itSerie A","22","1998","16.3","5","0","0","35","10","1","27","30","28","0","1","0","126","46","34","57.5",
"Hugo Álvarez","esESP","FW","Celta Vigo","esLa Liga","18","2003","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Yeray Álvarez","esESP","DF","Athletic Club","esLa Liga","26","1995","20.7","6","0","0","23","13","1","3","45","14","0","0","0","141","56","41","57.7",
"Dani Alves","brBRA","DF","Barcelona","esLa Liga","38","1983","12.2","2","1","0","27","6","0","75","11","19","0","1","0","98","9","8","52.9",
"Steven Alzate","coCOL","MF","Brighton","engPremier League","22","1998","4.5","0","0","0","6","4","0","0","10","4","0","0","0","39","4","8","33.3",
"Ibrahim Amadou","frFRA","DF,MF","Metz","frLigue 1","28","1993","9.0","4","0","0","11","4","0","0","14","8","0","0","0","48","7","8","46.7",
"Emmanuel Amankwaa Akurugu","ghGHA","DF","Getafe","esLa Liga","19","2001","0.9","0","0","0","1","1","0","4","0","0","0","0","0","4","2","2","50.0",
"Daniel Amartey","ghGHA","DF","Leicester City","engPremier League","26","1994","23.6","4","0","0","14","8","1","0","21","13","0","0","0","145","33","37","47.1",
"Amath","snSEN","FW,MF","Mallorca","esLa Liga","25","1996","9.8","5","0","0","19","18","6","7","7","11","0","0","0","34","5","20","20.0",
"Jordan Amavi","frFRA","DF","Nice","frLigue 1","27","1994","4.6","1","0","0","2","4","0","6","15","10","0","0","0","29","10","9","52.6",
"Jordan Amavi","frFRA","DF,FW","Marseille","frLigue 1","27","1994","1.4","0","0","0","3","1","0","2","1","5","0","0","0","3","3","5","37.5",
"Wisdom Amey","itITA","DF","Bologna","itSerie A","15","2005","0.8","0","0","0","1","2","0","0","3","2","0","0","0","4","3","1","75.0",
"Kelvin Amian","frFRA","DF","Spezia","itSerie A","23","1998","29.4","9","2","1","36","14","1","24","32","42","0","0","0","105","41","29","58.6",
"Nadiem Amiri","deGER","MF,FW","Genoa","itSerie A","24","1996","7.6","0","0","0","7","19","1","20","0","4","0","0","0","40","3","7","30.0",
"Nadiem Amiri","deGER","MF,FW","Leverkusen","deBundesliga","24","1996","4.1","0","0","0","2","11","0","8","5","4","0","0","0","30","1","3","25.0",
"Ethan Ampadu","wlsWAL","MF,DF","Venezia","itSerie A","20","2000","25.4","13","2","1","46","27","0","20","51","43","0","0","0","157","66","33","66.7",
"Sofyan Amrabat","maMAR","MF","Fiorentina","itSerie A","24","1996","10.5","6","0","0","25","14","0","6","5","13","0","0","0","67","6","13","31.6",
"Joachim Andersen","dkDEN","DF","Crystal Palace","engPremier League","25","1996","32.4","4","0","0","19","8","1","8","37","23","0","0","1","152","56","48","53.8",
"Felipe Anderson","brBRA","FW","Lazio","itSerie A","28","1993","32.1","2","0","0","43","37","7","86","20","45","0","0","0","150","11","20","35.5",
"Sebastian Andersson","seSWE","FW","Köln","deBundesliga","30","1991","14.0","3","0","0","23","18","5","9","3","7","0","0","0","32","53","60","46.9",
"Florin Andone","roROU","FW","Cádiz","esLa Liga","28","1993","2.0","1","0","0","3","2","3","0","0","1","0","0","0","6","7","11","38.9",
"Andrés Andrade Cedeño","paPAN","DF","Arminia","deBundesliga","22","1998","11.6","4","0","0","14","2","1","21","19","16","0","1","0","80","28","27","50.9",
"Benjamin André","frFRA","MF","Lille","frLigue 1","30","1990","30.6","12","1","1","67","57","2","19","50","69","0","2","0","296","97","81","54.5",
"Fredrik André Bjørkan","noNOR","DF","Hertha BSC","deBundesliga","22","1998","3.9","1","0","0","3","3","0","5","6","10","0","0","0","29","1","5","16.7",
"Marcos André","brBRA","FW,MF","Valencia","esLa Liga","24","1996","10.8","3","0","0","23","22","4","3","7","11","1","0","0","34","41","51","44.6",
"Robert Andrich","deGER","MF","Leverkusen","deBundesliga","26","1994","20.2","5","1","0","40","15","2","6","31","17","0","0","0","126","30","24","55.6",
"José Ángel","esESP","DF","Osasuna","esLa Liga","31","1989","12.0","2","1","0","10","5","0","46","10","13","0","0","0","78","10","6","62.5",
"Angeliño","esESP","DF","RB Leipzig","deBundesliga","24","1997","25.5","3","0","0","15","35","4","187","29","21","0","0","0","155","11","21","34.4",
"Ebenezer Annan","ghGHA","DF","Bologna","itSerie A","18","2002","0.3","0","0","0","0","0","0","1","1","1","0","0","0","2","0","0","",
"Cristian Ansaldi","arARG","DF","Torino","itSerie A","34","1986","7.7","2","0","0","13","4","2","57","6","9","0","0","0","36","3","3","50.0",
"Janis Antiste","frFRA","FW","Spezia","itSerie A","18","2002","8.8","0","0","0","15","6","5","12","4","11","0","0","0","36","16","19","45.7",
"Waldemar Anton","deGER","DF","Stuttgart","deBundesliga","25","1996","28.8","6","1","0","29","16","1","11","32","26","0","0","0","208","62","52","54.4",
"Josep Antoni Gayá","esESP","DF","Mallorca","esLa Liga","21","2000","0.6","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","",
"Michail Antonio","jmJAM","FW","West Ham","engPremier League","31","1990","33.0","8","1","1","50","52","13","63","3","17","0","0","0","90","79","112","41.4",
"Christopher Antwi-Adjei","ghGHA","FW,MF","Bochum","deBundesliga","27","1994","12.6","2","0","0","15","29","11","29","1","18","1","0","0","52","11","40","21.6",
"Houssem Aouar","dzALG","MF,FW","Lyon","frLigue 1","23","1998","27.8","1","0","0","27","39","3","21","20","30","0","0","0","155","6","21","22.2",
"Adil Aouchiche","frFRA","MF,FW","Saint-Étienne","frLigue 1","19","2002","12.0","2","0","0","10","13","2","68","17","6","0","0","0","77","10","17","37.0",
"Dennis Appiah","frFRA","DF","Nantes","frLigue 1","29","1992","23.3","4","0","0","39","4","2","38","27","34","0","1","1","97","30","39","43.5",
"Mauro Arambarri","uyURU","MF","Getafe","esLa Liga","25","1995","29.6","13","0","0","51","48","0","116","32","37","0","1","0","182","27","26","50.9",
"Mattia Aramu","itITA","MF,FW","Venezia","itSerie A","26","1995","23.3","6","0","0","29","81","7","144","8","15","1","1","0","91","11","27","28.9",
"Charles Aránguiz","clCHI","MF","Leverkusen","deBundesliga","32","1989","17.5","2","0","0","26","13","0","9","33","25","0","0","0","129","7","16","30.4",
"Néstor Araujo","mxMEX","DF","Celta Vigo","esLa Liga","29","1991","29.1","4","0","0","19","10","0","3","27","14","0","0","1","160","63","48","56.8",
"Ronald Araújo","uyURU","DF","Barcelona","esLa Liga","22","1999","25.2","6","0","0","25","12","1","7","23","23","0","0","0","135","60","24","71.4",
"Cameron Archer","engENG","FW,MF","Aston Villa","engPremier League","20","2001","0.3","0","0","0","3","0","0","0","0","0","0","0","0","1","1","1","50.0",
"Alphonse Areola","frFRA","GK","West Ham","engPremier League","28","1993","1.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Jesús Areso","esESP","DF","Osasuna","esLa Liga","22","1999","2.1","1","0","0","3","4","0","2","0","3","0","0","0","6","3","6","33.3",
"Matias Arezo","uyURU","FW,MF","Granada","esLa Liga","18","2002","1.8","1","0","0","3","1","0","4","1","3","0","0","0","3","7","5","58.3",
"Santiago Arias","coCOL","DF","Granada","esLa Liga","29","1992","4.9","1","0","0","6","5","2","15","5","5","0","0","0","23","9","14","39.1",
"Adam Armstrong","engENG","FW","Southampton","engPremier League","24","1997","15.7","1","0","0","13","6","2","18","3","4","1","0","0","36","13","23","36.1",
"Stuart Armstrong","sctSCO","MF","Southampton","engPremier League","29","1992","16.4","1","0","0","11","20","1","35","8","19","1","0","0","94","3","11","21.4",
"Marko Arnautović","atAUT","FW","Bologna","itSerie A","32","1989","29.9","6","0","0","45","21","14","12","7","9","0","0","0","77","25","41","37.9",
"Maximilian Arnold","deGER","MF","Wolfsburg","deBundesliga","27","1994","33.3","4","0","0","47","57","1","182","37","20","0","1","0","243","33","28","54.1",
"Kepa Arrizabalaga","esESP","GK","Chelsea","engPremier League","26","1994","4.0","0","0","0","0","1","0","0","0","0","0","0","0","3","1","0","100.0",
"Tolgay Arslan","deGER","MF","Udinese","itSerie A","30","1990","18.4","9","0","0","28","36","0","33","13","20","1","0","0","140","6","8","42.9",
"Santiago Arzamendia","pyPAR","MF","Cádiz","esLa Liga","23","1998","5.2","2","0","0","6","4","1","18","4","6","0","0","0","36","12","19","38.7",
"Takuma Asano","jpJPN","FW,MF","Bochum","deBundesliga","26","1994","17.9","1","0","0","17","27","18","34","7","6","0","0","0","86","15","42","26.3",
"Santiago Ascacíbar","arARG","MF","Hertha BSC","deBundesliga","24","1997","26.4","5","0","0","35","31","2","2","41","54","0","0","0","192","33","39","45.8",
"Sergio Asenjo","esESP","GK","Villarreal","esLa Liga","32","1989","6.0","1","0","0","0","0","0","0","1","0","0","0","0","17","2","0","100.0",
"Alejandro Asensio","esESP","FW","Rayo Vallecano","esLa Liga","20","2000","0.1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","100.0",
"Marco Asensio","esESP","FW,MF","Real Madrid","esLa Liga","25","1996","19.2","2","0","0","8","20","2","71","12","8","0","0","0","83","0","9","0.0",
"Harrison Ashby","sctSCO","DF","West Ham","engPremier League","19","2001","0.1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","",
"Kristoffer Askildsen","noNOR","MF","Sampdoria","itSerie A","20","2001","8.4","5","0","0","17","14","0","2","15","6","0","0","1","43","21","10","67.7",
"Fisnik Asllani","xkKVX","MF,FW","Hoffenheim","deBundesliga","18","2002","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Kristjan Asllani","alALB","MF","Empoli","itSerie A","19","2002","15.0","2","0","0","13","23","0","29","19","9","0","0","0","122","4","6","40.0",
"Iago Aspas","esESP","FW","Celta Vigo","esLa Liga","33","1987","34.3","9","0","0","22","50","20","108","11","7","0","1","0","113","22","32","40.7",
"Lorenz Assignon","tgTOG","DF","Rennes","frLigue 1","21","2000","6.8","0","0","0","10","12","2","21","11","10","0","0","0","40","11","6","64.7",
"Simon Asta","deGER","DF","Greuther Fürth","deBundesliga","20","2001","8.7","1","0","0","13","9","2","16","8","6","0","0","1","50","4","5","44.4",
"Youcef Atal","dzALG","DF","Nice","frLigue 1","25","1996","12.7","4","0","0","17","23","3","54","32","19","1","1","0","72","26","12","68.4",
"Pierre-Emerick Aubameyang","gaGAB","FW","Arsenal","engPremier League","32","1989","11.5","3","0","0","15","8","10","11","0","5","0","0","0","22","25","28","47.2",
"Pierre-Emerick Aubameyang","gaGAB","FW","Barcelona","esLa Liga","32","1989","12.0","0","0","0","7","7","7","5","2","2","0","0","0","17","7","13","35.0",
"Emil Audero","idIDN","GK","Sampdoria","itSerie A","24","1997","28.4","2","0","0","0","6","0","0","2","1","0","0","0","31","7","0","100.0",
"Tommaso Augello","itITA","DF","Sampdoria","itSerie A","26","1994","26.6","0","0","0","12","21","1","74","29","20","0","0","0","172","33","19","63.5",
"Jean-Kévin Augustin","frFRA","FW,MF","Nantes","frLigue 1","24","1997","0.9","1","0","0","1","1","0","0","0","0","0","0","0","3","2","1","66.7",
"Ludwig Augustinsson","seSWE","DF,FW","Sevilla","esLa Liga","27","1994","8.8","3","0","0","13","10","0","47","5","14","0","0","0","41","15","7","68.2",
"Serge Aurier","ciCIV","DF","Villarreal","esLa Liga","28","1992","11.2","4","0","0","15","6","1","27","11","9","0","1","0","52","21","16","56.8",
"Ezequiel Ávila","arARG","FW,MF","Osasuna","esLa Liga","27","1994","20.8","9","1","1","31","40","13","79","13","7","0","1","0","77","50","70","41.7",
"Taiwo Awoniyi","ngNGA","FW","Union Berlin","deBundesliga","23","1997","24.2","1","0","0","25","23","21","10","2","7","1","0","1","82","54","101","34.8",
"Ramzi Aya","itITA","DF","Salernitana","itSerie A","30","1990","1.5","1","0","0","1","0","0","1","0","1","0","0","0","8","0","1","0.0",
"Jordan Ayew","ghGHA","FW","Crystal Palace","engPremier League","29","1991","22.4","2","0","0","38","66","2","74","15","30","1","0","0","132","32","58","35.6",
"Kaan Ayhan","trTUR","DF","Sassuolo","itSerie A","26","1994","15.0","2","1","0","13","5","1","2","13","12","0","1","0","68","24","34","41.4",
"Luke Ayling","engENG","DF","Leeds United","engPremier League","29","1991","25.2","4","1","0","22","19","2","31","28","42","0","1","0","187","34","50","40.5",
"Karim Azamoum","frFRA","DF","Troyes","frLigue 1","31","1990","4.3","2","0","0","12","3","0","1","1","5","0","0","0","21","7","5","58.3",
"Sardar Azmoun","irIRN","FW,MF","Leverkusen","deBundesliga","26","1995","4.0","0","0","0","8","4","0","2","0","1","0","0","0","9","7","10","41.2",
"César Azpilicueta","esESP","DF","Chelsea","engPremier League","31","1989","23.0","3","0","0","25","5","2","47","23","28","0","1","0","110","46","29","61.3",
"Iddrisu Baba","ghGHA","MF","Mallorca","esLa Liga","25","1996","21.5","9","0","0","42","38","0","5","24","30","0","0","0","187","41","34","54.7",
"Carlos Bacca","coCOL","FW","Granada","esLa Liga","34","1986","5.7","3","0","0","3","8","5","4","1","4","1","0","0","12","8","16","33.3",
"Daniel Bachmann","atAUT","GK","Watford","engPremier League","27","1994","12.0","0","0","0","1","1","0","0","1","0","0","1","0","10","2","0","100.0",
"Loïc Bade","frFRA","DF","Rennes","frLigue 1","21","2000","10.9","3","1","1","6","1","0","2","12","5","0","0","0","61","25","18","58.1",
"Milan Badelj","hrCRO","MF","Genoa","itSerie A","32","1989","31.6","4","0","0","39","19","0","10","85","37","1","0","0","258","34","28","54.8",
"Édgar Badía","esESP","GK","Elche","esLa Liga","29","1992","24.0","2","0","0","0","1","0","0","0","0","0","0","0","44","8","3","72.7",
"Benoît Badiashile","frFRA","DF","Monaco","frLigue 1","20","2001","20.4","4","0","0","24","9","2","1","28","19","0","1","0","150","57","17","77.0",
"Youssouph Badji","snSEN","FW,MF","Brest","frLigue 1","19","2001","1.5","0","0","0","4","0","1","1","0","0","0","0","0","2","7","6","53.8",
"Miguel Baeza","esESP","DF","Celta Vigo","esLa Liga","21","2000","0.0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","",
"Nicola Bagnolini","itITA","GK","Bologna","itSerie A","17","2004","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Issa Bah","luLUX","FW","Venezia","itSerie A","19","2002","0.1","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","100.0",
"Stéphane Bahoken","cmCMR","FW","Angers","frLigue 1","29","1992","12.2","0","0","0","23","14","4","10","3","8","0","0","0","22","24","38","38.7",
"Leon Bailey","jmJAM","FW,MF","Aston Villa","engPremier League","23","1997","8.5","3","0","0","12","11","4","33","1","11","0","0","0","38","10","16","38.5",
"Eric Bailly","ciCIV","DF","Manchester Utd","engPremier League","27","1994","2.4","1","0","0","2","0","0","0","3","4","0","0","1","10","6","2","75.0",
"Dénys Bain","frFRA","DF","Brest","frLigue 1","28","1993","2.0","0","0","0","4","2","0","0","3","3","0","0","0","11","4","2","66.7",
"Stefan Bajic","frFRA","GK","Saint-Étienne","frLigue 1","19","2001","5.7","0","0","0","0","0","0","0","0","0","0","0","0","10","3","1","75.0",
"Nedim Bajrami","alALB","MF,FW","Empoli","itSerie A","22","1999","22.8","3","0","0","16","14","7","156","3","14","0","0","0","91","0","14","0.0",
"Cédric Bakambu","cdCOD","FW","Marseille","frLigue 1","30","1991","4.0","1","0","0","6","2","5","3","0","0","0","0","0","5","7","11","38.9",
"Abdoulaye Bakayoko","frFRA","DF","Saint-Étienne","frLigue 1","18","2002","3.4","0","0","0","7","5","0","0","12","9","0","0","0","25","4","4","50.0",
"Tiemoué Bakayoko","frFRA","MF","Milan","itSerie A","26","1994","5.6","3","0","0","12","10","0","1","9","13","0","1","0","33","16","8","66.7",
"Mitchel Bakker","nlNED","DF","Leverkusen","deBundesliga","21","2000","20.2","6","0","0","15","19","0","37","23","22","0","1","0","147","13","13","50.0",
"Ridle Baku","deGER","DF,FW","Wolfsburg","deBundesliga","23","1998","27.2","4","0","0","28","37","9","73","21","37","0","0","0","166","28","35","44.4",
"Dilane Bakwa","frFRA","FW,MF","Bordeaux","frLigue 1","18","2002","0.5","0","0","0","2","1","0","0","0","1","0","0","0","2","3","1","75.0",
"Tommaso Baldanzi","itITA","FW","Empoli","itSerie A","18","2003","0.2","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","",
"Alejandro Balde","esESP","DF,FW","Barcelona","esLa Liga","17","2003","2.1","0","0","0","4","4","0","6","1","1","0","0","0","13","0","2","0.0",
"Ibrahima Baldé","frFRA","FW,MF","Lens","frLigue 1","18","2003","0.6","0","0","0","0","0","1","1","0","0","0","0","0","0","2","1","66.7",
"Keita Baldé","snSEN","FW","Cagliari","itSerie A","26","1995","13.7","2","0","0","27","30","9","8","4","4","1","1","0","33","20","46","30.3",
