Name, Nation, Position, Club, League, Age, YearBorn,90s,CrdY, CrdR,2CrdY,FoulsCommitted, FoulsDrawn, Offsides,Crosses,Ints,TklW,PKWon,PKCon,OG,BallRecoveries,AerialsWon,AerialsLost,AerialsWon%,Matches
"Pedro Alcalá","esESP","DF","Girona","esLa Liga","29","1989","20.8","9","0","0","21","13","2","3","36","23","0","0","0","106","84","46","64.6",
"Thiago Alcántara","esESP","MF","Bayern Munich","deBundesliga","27","1991","26.8","5","0","0","52","34","0","69","44","65","0","1","0","266","34","38","47.2",
"Rubén Alcaraz","esESP","MF","Valladolid","esLa Liga","27","1991","33.1","13","0","0","69","109","1","39","38","54","0","0","0","268","49","66","42.6",
"Toby Alderweireld","beBEL","DF","Tottenham","engPremier League","29","1989","32.5","3","0","0","10","1","1","6","24","23","0","0","1","193","54","47","53.5",
"Álex Alegría","esESP","FW,MF","Rayo Vallecano","esLa Liga","25","1992","1.6","0","0","0","7","4","3","0","0","1","0","0","0","4","6","8","42.9",
"Alexis Alegue","frFRA","FW","Nantes","frLigue 1","21","1996","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Iván Alejo","esESP","MF","Getafe","esLa Liga","23","1995","1.6","2","1","0","10","7","0","7","0","0","0","0","0","5","3","3","50.0",
"Carles Aleñá","esESP","MF","Barcelona","esLa Liga","20","1998","7.1","2","0","0","9","14","1","3","2","4","0","0","0","38","5","4","55.6",
"Rúnar Alex Rúnarsson","isISL","GK","Dijon","frLigue 1","23","1995","25.0","0","0","0","0","4","0","0","1","0","0","0","0","33","10","0","100.0",
"Alexander","arARG","FW","Leganés","esLa Liga","29","1988","0.1","0","0","0","1","0","0","3","0","0","0","0","0","2","0","0","",
"Trent Alexander-Arnold","engENG","DF","Liverpool","engPremier League","19","1998","27.4","3","0","0","14","7","4","201","35","39","0","0","0","169","9","23","28.1",
"Alfonso","mzMOZ","MF","Hoffenheim","deBundesliga","18","1999","0.1","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","100.0",
"Rachid Alioui","maMAR","FW","Nîmes","frLigue 1","26","1992","13.9","1","0","0","11","11","5","19","10","5","0","0","0","40","42","67","38.5",
"Alisson","brBRA","GK","Liverpool","engPremier League","25","1992","38.0","1","0","0","0","1","0","0","1","1","0","0","0","70","11","1","91.7",
"Bobby Allain","frFRA","GK","Dijon","frLigue 1","26","1991","13.0","1","0","0","1","6","0","0","0","0","0","1","0","14","9","3","75.0",
"Allan","brBRA","MF","Napoli","itSerie A","27","1991","29.1","10","0","0","50","62","0","14","36","70","0","0","0","275","13","16","44.8",
"Allan","brBRA","MF","Eint Frankfurt","deBundesliga","21","1997","2.0","1","0","0","5","5","0","3","0","4","0","0","0","10","1","3","25.0",
"Dele Alli","engENG","MF","Tottenham","engPremier League","22","1996","20.3","4","0","0","23","20","3","10","19","19","0","0","0","124","20","20","50.0",
"Miguel Almirón","pyPAR","MF","Newcastle Utd","engPremier League","24","1994","8.4","0","0","0","6","17","4","21","8","12","0","0","0","61","1","9","10.0",
"Júnior Alonso","pyPAR","DF,MF","Celta Vigo","esLa Liga","25","1993","6.0","2","0","0","6","2","1","12","5","9","0","0","0","33","18","7","72.0",
"Marcos Alonso","esESP","DF","Chelsea","engPremier League","27","1990","30.7","6","0","0","28","37","2","98","39","46","2","1","0","212","66","54","55.0",
"Mickaël Alphonse","gpGLP","DF","Dijon","frLigue 1","29","1989","6.3","0","0","0","9","10","0","22","9","5","0","0","0","27","14","3","82.4",
"Sergio Álvarez","esESP","DF,MF","Eibar","esLa Liga","26","1992","11.9","1","0","0","19","6","1","0","17","25","0","0","0","76","35","20","63.6",
"Sergio Álvarez","esESP","GK","Celta Vigo","esLa Liga","31","1986","13.0","1","0","0","1","0","0","0","0","0","0","1","0","18","4","0","100.0",
"Yeray Álvarez","esESP","DF","Athletic Club","esLa Liga","23","1995","29.0","10","0","0","31","24","0","4","63","30","0","0","0","138","93","66","58.5",
"Bruno Alves","ptPOR","DF","Parma","itSerie A","36","1981","32.5","9","1","1","31","12","0","17","29","8","0","1","1","129","102","38","72.9",
"Dani Alves","brBRA","MF,DF","Paris S-G","frLigue 1","35","1983","18.0","4","0","0","43","23","4","61","8","22","0","0","1","121","11","18","37.9",
"Ibrahim Amadou","frFRA","MF,DF","Sevilla","esLa Liga","25","1993","8.5","2","0","0","12","10","1","6","11","20","0","0","0","45","24","16","60.0",
"Romain Amalfitano","frFRA","MF,FW","Dijon","frLigue 1","28","1989","28.0","3","1","0","42","29","1","25","47","33","0","0","0","154","13","35","27.1",
"Daniel Amartey","ghGHA","DF","Leicester City","engPremier League","23","1994","7.1","2","0","0","6","1","1","3","17","12","0","1","0","58","14","9","60.9",
"Jordi Amat","idIDN","DF","Rayo Vallecano","esLa Liga","26","1992","30.7","9","0","0","47","9","1","0","43","31","0","2","0","147","48","48","50.0",
"Amath","snSEN","MF","Getafe","esLa Liga","22","1996","11.1","4","0","0","27","21","3","11","10","13","0","0","0","55","12","22","35.3",
"Jordan Amavi","frFRA","DF","Marseille","frLigue 1","24","1994","24.2","7","2","0","46","33","1","82","46","50","0","1","0","110","71","31","69.6",
"Kelvin Amian","frFRA","DF","Toulouse","frLigue 1","20","1998","32.0","6","0","0","38","11","3","21","36","45","0","1","0","148","47","49","49.0",
"Nadiem Amiri","deGER","MF","Hoffenheim","deBundesliga","21","1996","8.4","1","0","0","14","14","0","11","7","9","0","0","0","44","3","8","27.3",
"Yanis Ammour","frFRA","MF","Montpellier","frLigue 1","19","1999","0.0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","",
"Luke Amos","engENG","MF","Tottenham","engPremier League","21","1997","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","50.0",
"Joachim Andersen","dkDEN","DF","Sampdoria","itSerie A","22","1996","32.0","7","0","0","31","13","0","1","35","27","0","2","0","159","74","60","55.2",
"Felipe Anderson","brBRA","MF,FW","West Ham","engPremier League","25","1993","33.8","3","0","0","27","52","5","122","41","49","0","1","0","227","9","26","25.7",
"Florin Andone","roROU","FW","Brighton","engPremier League","25","1993","9.8","5","0","0","28","20","4","5","3","2","0","0","0","42","36","73","33.0",
"Benjamin André","frFRA","MF","Rennes","frLigue 1","27","1990","27.7","8","1","1","59","48","5","13","54","60","1","0","0","218","141","98","59.0",
"Marco Andreolli","itITA","DF","Cagliari","itSerie A","32","1986","1.2","1","0","0","4","0","0","0","1","1","0","1","0","1","6","1","85.7",
"Marco Andreolli","itITA","DF","Chievo","itSerie A","32","1986","7.2","2","0","0","7","3","1","0","6","6","0","1","0","27","22","12","64.7",
"Yoann Andreu","frFRA","DF","Angers","frLigue 1","29","1989","0.0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","100.0",
"José Ángel","esESP","DF","Eibar","esLa Liga","28","1989","33.6","10","0","0","22","17","1","260","41","46","0","1","0","234","49","34","59.0",
"Miguel Ángel Moyá","esESP","GK","Real Sociedad","esLa Liga","34","1984","11.0","1","0","0","0","1","0","0","1","1","0","0","0","18","4","0","100.0",
"Cristian Ansaldi","arARG","DF,MF","Torino","itSerie A","31","1986","20.1","3","0","0","22","32","2","147","15","26","0","0","0","114","3","16","15.8",
"Mirco Antenucci","itITA","FW","SPAL","itSerie A","33","1984","23.7","0","0","0","29","37","17","29","5","9","0","0","0","54","34","41","45.3",
"Waldemar Anton","deGER","DF","Hannover 96","deBundesliga","22","1996","34.0","4","0","0","25","19","0","5","69","32","0","1","1","215","83","73","53.2",
"Luca Antonelli","itITA","DF","Empoli","itSerie A","31","1987","8.4","1","0","0","10","22","3","8","16","11","0","0","0","46","10","9","52.6",
"Mauro Antonio Burruchaga","arARG","MF","Chievo","itSerie A","20","1998","0.6","0","0","0","1","0","0","0","0","2","0","0","0","6","1","1","50.0",
"Michail Antonio","jmJAM","MF,FW","West Ham","engPremier League","28","1990","23.4","3","0","0","34","44","10","50","18","14","2","0","0","114","79","103","43.4",
"Antoñito","esESP","DF,MF","Valladolid","esLa Liga","30","1987","20.7","5","0","0","29","12","5","93","18","21","0","0","0","84","12","23","34.3",
"Vitorino Antunes","ptPOR","DF,MF","Getafe","esLa Liga","31","1987","24.2","5","0","0","37","20","1","141","43","26","0","0","0","151","21","37","36.2",
"Anuar","maMAR","MF,FW","Valladolid","esLa Liga","23","1995","12.0","6","0","0","29","15","4","2","11","19","0","0","0","53","26","32","44.8",
"Dennis Aogo","deGER","MF","Stuttgart","deBundesliga","31","1987","11.4","1","0","0","9","6","2","52","9","10","0","0","0","63","11","4","73.3",
"Houssem Aouar","dzALG","MF","Lyon","frLigue 1","20","1998","34.0","2","0","0","30","53","11","7","32","38","2","0","0","218","17","33","34.0",
"Emmanuel Apeh","ngNGA","FW,MF","Celta Vigo","esLa Liga","21","1996","0.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Mauro Arambarri","uyURU","MF","Getafe","esLa Liga","22","1995","29.7","8","0","0","65","57","1","24","30","33","1","1","1","166","53","44","54.6",
"Guilherme Arana","brBRA","DF","Sevilla","esLa Liga","21","1997","7.0","3","0","0","5","8","0","19","9","6","0","0","0","35","3","3","50.0",
"Charles Aránguiz","clCHI","MF","Leverkusen","deBundesliga","29","1989","21.0","3","0","0","27","32","0","24","25","30","0","0","0","160","12","11","52.2",
"Luiz Araújo","brBRA","FW,MF","Lille","frLigue 1","22","1996","8.7","2","1","0","22","8","1","30","3","17","0","0","0","35","1","11","8.3",
"Néstor Araujo","mxMEX","DF","Celta Vigo","esLa Liga","26","1991","29.8","3","1","1","15","4","1","2","35","22","0","1","0","127","70","46","60.3",
"Anaitz Arbilla","esESP","DF","Eibar","esLa Liga","31","1987","21.7","6","1","1","14","5","0","8","46","24","0","0","0","151","59","41","59.0",
"Joaquín Ardaiz","uyURU","FW","Frosinone","itSerie A","19","1999","0.2","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","50.0",
"Alphonse Areola","frFRA","GK","Paris S-G","frLigue 1","25","1993","21.0","1","0","0","0","1","0","0","0","1","0","0","0","27","2","1","66.7",
"Santiago Arias","coCOL","DF","Atlético Madrid","esLa Liga","26","1992","19.7","4","0","0","21","32","2","51","34","32","0","0","0","99","41","34","54.7",
"Lorenzo Ariaudo","itITA","DF","Frosinone","itSerie A","29","1989","18.7","2","0","0","15","22","1","1","14","14","0","0","1","62","47","29","61.8",
"Nicolò Armini","itITA","DF","Lazio","itSerie A","17","2001","0.4","0","0","0","1","0","0","0","0","1","0","0","0","1","0","2","0.0",
"Yoël Armougom","frFRA","DF","Caen","frLigue 1","20","1998","20.6","5","1","1","19","15","1","71","21","21","0","1","0","87","26","27","49.1",
"Stuart Armstrong","sctSCO","MF","Southampton","engPremier League","26","1992","15.9","2","0","0","20","21","3","25","12","20","0","1","0","79","17","22","43.6",
"José Arnaiz","esESP","MF,FW","Leganés","esLa Liga","23","1995","1.3","0","0","0","1","4","0","2","2","1","0","0","0","5","4","1","80.0",
"Marko Arnautović","atAUT","FW","West Ham","engPremier League","29","1989","22.1","3","0","0","30","12","21","18","3","5","0","1","0","48","22","24","47.8",
"Maximilian Arnold","deGER","MF","Wolfsburg","deBundesliga","24","1994","31.9","7","0","0","45","81","2","134","35","30","1","0","0","207","25","44","36.2",
"Kepa Arrizabalaga","esESP","GK","Chelsea","engPremier League","23","1994","36.0","2","0","0","0","4","0","0","0","1","0","0","0","57","7","0","100.0",
"Harry Arter","ieIRL","MF","Cardiff City","engPremier League","28","1989","22.2","10","0","0","25","14","2","17","21","37","0","0","0","128","6","14","30.0",
"Kwadwo Asamoah","ghGHA","DF","Inter","itSerie A","29","1988","29.7","6","0","0","27","69","0","74","40","26","0","0","0","206","19","22","46.3",
"Takuma Asano","jpJPN","MF,FW","Hannover 96","deBundesliga","23","1994","7.8","0","0","0","5","14","5","9","2","3","0","0","0","25","5","22","18.5",
"Santiago Ascacíbar","arARG","MF","Stuttgart","deBundesliga","21","1997","27.0","10","1","0","24","33","0","11","43","50","0","0","1","190","28","39","41.8",
"Sergio Asenjo","esESP","GK","Villarreal","esLa Liga","29","1989","32.0","0","0","0","0","3","0","0","3","0","0","0","0","37","7","2","77.8",
"Marco Asensio","esESP","FW","Real Madrid","esLa Liga","22","1996","19.8","3","0","0","18","21","8","78","14","8","3","0","0","76","4","14","22.2",
"Iago Aspas","esESP","FW,MF","Celta Vigo","esLa Liga","30","1987","25.0","5","0","0","16","43","7","32","16","11","1","0","0","97","24","43","35.8",
"Simon Asta","deGER","DF","Augsburg","deBundesliga","17","2001","1.0","1","0","0","1","0","0","1","3","3","0","0","0","4","2","1","66.7",
"Youcef Atal","dzALG","DF,FW","Nice","frLigue 1","22","1996","25.1","8","0","0","42","58","9","72","56","44","3","0","0","145","44","41","51.8",
"Christian Atsu","ghGHA","MF","Newcastle Utd","engPremier League","26","1992","16.6","2","0","0","13","25","4","42","7","15","0","0","0","86","10","58","14.7",
"Pierre-Emerick Aubameyang","gaGAB","FW","Arsenal","engPremier League","29","1989","30.3","0","0","0","13","23","23","43","8","17","1","0","0","66","32","83","27.8",
"Emil Audero","idIDN","GK","Sampdoria","itSerie A","21","1997","36.0","4","0","0","2","5","0","0","1","3","0","2","0","63","9","0","100.0",
"Jean-Kévin Augustin","frFRA","FW","RB Leipzig","deBundesliga","21","1997","5.1","0","0","0","11","16","5","2","3","0","0","0","0","16","1","15","6.3",
"Ludwig Augustinsson","seSWE","DF","Werder Bremen","deBundesliga","24","1994","33.6","5","0","0","42","26","2","129","38","31","0","1","0","170","63","68","48.1",
"Serge Aurier","ciCIV","DF","Tottenham","engPremier League","25","1992","6.3","1","0","0","17","2","1","24","7","12","0","0","0","31","12","13","48.0",
"Charlie Austin","engENG","FW","Southampton","engPremier League","29","1989","10.9","1","0","0","14","18","9","0","2","7","0","0","0","28","42","80","34.4",
"Ezequiel Ávila","arARG","FW,MF","Huesca","esLa Liga","24","1994","22.2","12","1","1","38","46","10","40","13","10","0","0","0","75","68","69","49.6",
"Jordan Ayew","ghGHA","FW","Crystal Palace","engPremier League","26","1991","13.1","3","0","0","31","25","9","15","7","23","0","0","0","41","32","89","26.4",
"Kaan Ayhan","trTUR","DF","Düsseldorf","deBundesliga","23","1994","27.2","10","0","0","25","16","2","4","59","29","0","2","0","156","44","29","60.3",
"Floyd Ayité","tgTOG","FW,MF","Fulham","engPremier League","29","1988","5.3","0","0","0","6","7","4","6","7","4","0","0","0","37","6","7","46.2",
"César Azpilicueta","esESP","DF","Chelsea","engPremier League","28","1989","37.8","4","0","0","39","16","2","118","43","60","1","1","0","201","68","50","57.6",
"Abdoulaye Ba","snSEN","DF","Rayo Vallecano","esLa Liga","27","1991","23.4","4","2","0","24","13","1","1","29","33","0","3","0","154","68","30","69.4",
"Florian Baak","deGER","MF","Hertha BSC","deBundesliga","19","1999","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Ludovic Baal","gfGUF","DF","Rennes","frLigue 1","32","1986","1.4","0","0","0","0","2","0","1","2","3","0","0","0","15","0","1","0.0",
"Khouma Babacar","snSEN","FW","Sassuolo","itSerie A","25","1993","16.5","0","0","0","30","20","10","3","3","3","1","1","0","37","31","38","44.9",
"Ryan Babel","nlNED","FW,MF","Fulham","engPremier League","31","1986","13.9","3","0","0","14","16","9","38","6","4","0","0","0","48","15","19","44.1",
"Carlos Bacca","coCOL","FW","Villarreal","esLa Liga","31","1986","14.1","3","0","0","19","9","15","6","8","2","1","0","0","30","21","24","46.7",
"Juninho Bacuna","cwCUW","MF,DF","Huddersfield","engPremier League","20","1997","15.7","4","0","0","33","22","1","34","24","29","0","1","0","121","17","21","44.7",
"Leandro Bacuna","cwCUW","MF","Cardiff City","engPremier League","26","1991","6.2","2","0","0","13","3","0","7","15","10","0","0","0","39","7","10","41.2",
"Milan Badelj","hrCRO","MF","Lazio","itSerie A","29","1989","12.7","6","0","0","25","15","0","17","33","20","0","0","1","90","16","13","55.2",
"Benoît Badiashile","frFRA","DF","Monaco","frLigue 1","17","2001","19.6","4","0","0","13","6","0","0","21","18","1","1","1","94","36","15","70.6",
"Holger Badstuber","deGER","DF","Stuttgart","deBundesliga","29","1989","5.8","1","0","0","3","3","0","0","9","4","0","0","0","22","9","12","42.9",
"Stéphane Bahoken","cmCMR","FW","Angers","frLigue 1","26","1992","27.4","3","0","0","54","35","30","29","8","7","0","0","0","43","38","78","32.8",
"Daniel Baier","deGER","MF","Augsburg","deBundesliga","34","1984","31.3","7","0","0","51","50","0","20","60","39","0","0","0","251","28","43","39.4",
"Leon Bailey","jmJAM","FW","Leverkusen","deBundesliga","20","1997","21.3","4","0","0","17","34","6","163","14","11","0","0","0","126","13","14","48.1",
"Eric Bailly","ciCIV","DF","Manchester Utd","engPremier League","24","1994","7.1","0","1","0","5","5","0","0","13","9","0","1","0","42","13","4","76.5",
"Leighton Baines","engENG","DF","Everton","engPremier League","33","1984","4.2","0","0","0","2","1","1","18","2","6","0","2","0","15","2","3","40.0",
"Marvin Bakalorz","deGER","MF","Hannover 96","deBundesliga","28","1989","16.3","5","0","0","22","25","4","9","28","11","1","0","0","84","30","24","55.6",
"Tiemoué Bakayoko","frFRA","MF","Milan","itSerie A","23","1994","25.6","6","1","1","44","71","0","2","50","43","0","0","0","177","70","45","60.9",
"Ridle Baku","deGER","MF","Mainz 05","deBundesliga","20","1998","10.4","1","0","0","9","13","1","4","8","9","0","0","0","45","9","9","50.0",
"Fabián Balbuena","pyPAR","DF","West Ham","engPremier League","26","1991","22.4","2","0","0","19","4","0","1","53","20","0","1","0","102","69","60","53.5",
"Keita Baldé","snSEN","FW","Inter","itSerie A","23","1995","9.9","2","1","1","18","24","8","52","3","6","0","0","0","39","4","10","28.6",
"Gareth Bale","wlsWAL","FW","Real Madrid","esLa Liga","29","1989","19.8","4","0","0","18","21","15","70","11","8","0","0","0","36","37","35","51.4",
"Mikel Balenziaga","esESP","DF","Athletic Club","esLa Liga","30","1988","5.8","0","0","0","10","1","1","8","2","6","0","0","0","25","5","4","55.6",
"Andrija Balić","hrCRO","FW,MF","Udinese","itSerie A","20","1997","0.3","0","0","0","1","0","0","1","0","0","0","0","0","6","0","0","",
"Fodé Ballo-Touré","snSEN","DF","Lille","frLigue 1","21","1997","17.7","3","0","0","13","29","2","26","27","35","1","1","0","89","29","24","54.7",
"Fodé Ballo-Touré","snSEN","DF","Monaco","frLigue 1","21","1997","17.7","4","0","0","17","22","1","71","28","31","0","0","1","101","29","26","52.7",
"Florent Balmont","frFRA","MF","Dijon","frLigue 1","38","1980","12.0","3","0","0","21","20","0","40","6","16","0","0","0","89","1","7","12.5",
"Leon Balogun","ngNGA","DF","Brighton","engPremier League","30","1988","6.6","2","0","0","5","2","1","0","17","6","0","1","0","27","13","10","56.5",
"Mario Balotelli","itITA","FW","Nice","frLigue 1","27","1990","8.4","5","0","0","19","15","3","1","1","0","0","0","0","16","13","16","44.8",
"Mario Balotelli","itITA","FW","Marseille","frLigue 1","27","1990","10.4","5","1","0","24","25","4","2","3","3","0","0","0","26","21","28","42.9",
"Abdoulaye Bamba","ciCIV","DF","Angers","frLigue 1","28","1990","28.6","6","0","0","21","22","2","70","37","29","0","0","0","139","22","28","44.0",
"Jonathan Bamba","ciCIV","FW,MF","Lille","frLigue 1","22","1996","33.4","4","0","0","25","65","2","56","41","19","0","0","0","194","27","36","42.9",
"Sol Bamba","ciCIV","DF","Cardiff City","engPremier League","33","1985","27.5","7","0","0","35","12","3","1","82","42","0","2","0","175","93","43","68.4",
"Yacine Bammou","maMAR","FW,MF","Caen","frLigue 1","26","1991","10.3","2","0","0","9","9","3","25","9","7","0","0","0","47","20","25","44.4",
"Éver Banega","arARG","MF","Sevilla","esLa Liga","30","1988","29.6","17","2","1","57","67","2","131","28","50","0","1","0","290","11","25","30.6",
"Mattia Bani","itITA","DF","Chievo","itSerie A","24","1993","29.0","8","1","1","31","34","2","5","57","40","0","1","1","132","90","46","66.2",
"Léo Baptistão","brBRA","FW,MF","Espanyol","esLa Liga","25","1992","13.7","3","0","0","25","22","4","10","8","14","0","0","0","76","14","20","41.2",
"Antonín Barák","czCZE","MF,FW","Udinese","itSerie A","23","1994","3.7","0","0","0","4","3","0","5","2","6","0","0","0","21","4","4","50.0",
